group	Phytobacter	Streptococcus	Ruminococcus_B	Dorea	Clostridium_A	Lactococcus	Longicatena	Rothia	Gordonibacter	Eggerthella	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Haemophilus_D	Ruminococcus_C
Healthy	0	0	1.75808	0.12508	0.49893	0	0.31189	0	0	0	0	0.37596	0.12489	0	0.18463	0	0.12508	0	0	0
Healthy	0.35078	0.07872	0	0	0.18849	0	0	0	0	0	0	1.26924	2.46682	0	0	0	0	0	0	0
Healthy	3.84002	17.94647	0	0.6491	0	0	0	0	0	0	9.06173	0.1337	0.25844	1.03653	0.34456	0	0.6491	0	0	0.11062
Healthy	0	0	0	0.00825	0	0	0	0	0	0	0	0.42301	0	0	0.02157	0	0.00825	0	0	0
Healthy	4.03448	0	0	0	0	0	0	0	0	0	67.8721	0	0.57856	0	0	0	0	0	0	0
Healthy	0.11081	0.00413	0	0.11911	0	0	0	0	0	0	0.03159	0.39403	0.05757	0.6034	0.14953	0	0.11911	0.21884	0	0.39704
Healthy	0.11602	0.77118	0	0.11428	0	0	0	0	0	0	0	1.03419	0.99093	1.38666	0.85647	0	0.11428	0.04597	0.41007	0
Healthy	0	0.02819	0	0.00393	0	0	0	0	0	0	0	0.07932	0.10123	0	0.03327	4.42282	0.00393	0	0.0185	0.12605
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	22.2535	0.5298	0	0	0	0	0.23882	0.00892	0	0.00826	0	0	0.38712	0	0	0	0	0.00902	0.15587	0
Healthy	0	0.00839	0	0.57266	0.02824	0	0.00059	0	0	0.00245	0	0.36478	1.61556	0.49404	0.1493	0	0.57266	0.11325	0	0
Healthy	0	0.10321	0	0.24857	0.48092	0	0.01402	0	0.016	0.00895	0.03717	0.29142	0.35445	3.83709	1.12385	0	0.24857	0.19364	0	0.31678
Healthy	0.03239	0.24218	0	0.42575	0.07404	0.13997	0	0	0	0	33.5909	0.01791	0.40063	0.6196	0.22248	0.85146	0.42575	0.07892	0.1149	0.21391
Healthy	0.21398	0.03944	0.00851	0	0	0	0	0	0	0	0	1.38272	0.02801	0	0	0	0	0.00664	0	0
Healthy	0.09209	0	0.00033	0.01467	0.00656	0	0.00818	0	0	0	0.00532	0.03616	0.01969	0.0503	0.03871	0	0.01467	0.01185	0	0
Healthy	0.01638	0.09102	0.00616	0	0	0	0.00441	0.00122	0	0	0.08904	0.27589	0.08257	0.31165	0.08954	0.14554	0	0.14596	0.00269	0
Healthy	0	0	0	0.01528	0	0	0	0	0	0	0	0.82705	0.07045	0	0.06454	0	0.01528	0	0	0
Healthy	0.2123	0	0.00174	0.00926	0.13026	0	0.00143	0	0	0	0	0.06628	0.57853	0.00274	0.13661	0	0.00926	0	0	0.09222
Healthy	0	0.80785	0	0.56574	0.26952	0.05008	0.03596	0	0.08219	0	1.41996	0.0419	2.50659	0.81044	0.52458	0	0.56574	0.19369	0	0
Healthy	0.00623	0.08908	0.04334	0.37941	0.00688	0.03922	0.00041	0	0.06534	0.00512	0	3.16716	2.80821	1.93431	0.74575	0	0.37941	0.84791	0.00998	0.64574
Healthy	0	0	0.03534	0.15374	0	0	0	0	0	0	0	0.16934	0.19353	0.47104	0.05308	0.85463	0.15374	0.06286	0.01278	0
Healthy	0	0.2201	0	0.72412	0	0	0	0	0	0	0	0.15281	2.2068	1.25975	0.99442	0	0.72412	0.33408	0.01799	0.66291
D065626	14.9043	0.05083	0	0.23216	0.02068	0	0	0	0	0	0	0.37349	0.16454	0.04898	0.05851	0.2532	0.23216	0.09569	0.04565	0.49946
Healthy	0.81443	0.05599	0.00354	0.24477	1.08328	0.0253	0.01699	0	0.03569	0	1.05462	2.49582	1.20912	0.68976	1.19453	0	0.24477	0.31358	0.03774	0.28679
Healthy	0	0.21378	0	0.11898	0.28599	0	0.00817	0	0	0	0.35903	1.02735	0.33095	0.01211	0.10442	0	0.11898	0.30422	0.17409	0.00291
Healthy	0.119	0	0	0	0	0	0	0	0	0	0	0.02157	0.99309	0	0	0	0	0	0	0
Healthy	0	0	0	0.01659	0	0	0	0	0	0	0	0.33651	0.34206	0	0	0	0.01659	0	0	0
Healthy	0.15208	0.02291	0	0	0	0	0	0	0	0	0	0.16264	0.00355	0.02868	0.11362	1.50238	0	0	0.00891	0.00255
Healthy	24.3866	0.14513	0	0	0	0	0.03603	0.00026	0	0.02241	0.00075	0.008	0	0.00056	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	30.292	0	0	0.05521	0	0	0	0	0	0	0	0.99702	0.38423	0.0848	0.13331	5.74462	0.05521	0.00497	0	0
Healthy	0.00169	0.03852	1.1215	0.45808	0	0	0.00719	0	0	0.03835	0.0055	0.17261	0.28087	0	0	0	0.45808	0.00763	0.17726	0
D065626	10.6922	0.29024	0.02289	0.12834	0.32282	0	0.00386	0	0.18898	0.13296	0.0145	8.75764	0.57796	0.24492	1.12993	0	0.12834	0	0	0
Healthy	0	0.30067	0	0.2821	0.12268	0	0	0	0	0	0	0.17403	0.44459	0.38783	0.50832	0	0.2821	0.0494	0.01595	0
Healthy	0	0.39925	0	0	0	0.06598	0	0	0	0	0	0.13166	0.01584	0	0.04114	0	0	0	0.70257	0
Healthy	4.66902	0.02344	6.93441	0	0	0	0	0.03639	0	0.0057	0.00331	0.41892	0	0	0	0	0	0	0.20383	0
Healthy	0	0	0.20917	0	0	0	0	0	0	0	0	1.81283	0	0	0	0	0	0	0	0
Healthy	0	0.0831	0	0.02561	0.04182	0	0	0	0	0	10.59325	0.53935	0.28375	0.04491	0.1154	0.24594	0.02561	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.08517	0.04402	0.57907	0.15292	0	0	0.32987	0.43264	0
Healthy	0.44813	0.05822	0	0	0.17602	0	0	0	0	0	0	0.77797	2.33179	0	0	0	0	0	0	0
Healthy	0.69359	0.10941	0	0	0	0	0	0	0	0	0	0.00522	0	0	0	0	0	0	9e-05	0
Healthy	0.11064	0.26416	0.00144	0.00424	0.27435	0	0	0	0	0	0	0.0302	0.08354	0	0.0371	0	0.00424	0	0.14107	0
Healthy	0.07826	0.02144	0.06939	0	0.12913	0	0	0	0	0	0	0.0735	0.45943	0.00665	0.04129	0	0	0	0	0
Healthy	0.53971	0.05725	0	0.26284	0	0	0	0	0	0	0	1.57848	0.28469	0.08383	0.17803	0.17983	0.26284	0	0.09363	0
Healthy	0.02753	0.26105	0.16797	0.42435	0.01091	0	0.00836	0.0147	0.01282	0.078	0	1.22365	4.11687	1.67754	1.38972	0	0.42435	0.81222	0	0
Healthy	0	0.07135	22.427	0	0	0	0.00052	0.00267	0	0.03721	0.01919	1.5867	0	0	0	0	0	0	0.03612	0
Healthy	0	0.02661	0	0	0	0	0	0	0	0	0	0.03822	0.10462	0	0.05756	4.25301	0	0	0.06372	0.10368
Healthy	0	0	0.04239	0.02118	0	0	0	0	0	0	0	0.87089	0.01279	0	0.00511	0	0.02118	0	0	0.02239
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.04046	0.1121	0.01657	0.8849	0	0	0.49053	0	0
Healthy	0.05508	0.14478	0.01906	0.31537	0	0	0.00354	0.11361	0	0.02647	0	1.36161	0.65421	0	0.00579	0	0.31537	0.52591	6.54987	0
Healthy	2.74315	0.10336	0.00077	0.03064	0.04904	0	0.00164	0	0	0	0.01928	0.01081	0.02641	0.70296	0.16847	0	0.03064	0.29528	0.01002	0
Healthy	0.02421	2.72797	0.03216	0.50773	1.45673	0	0	0.02814	0	0	0	0.35527	0.06683	0.14445	0.20557	0	0.50773	0.1752	0.02516	0
Healthy	0.00469	0.03859	0.01289	0.33615	0.01713	0	0.0004	0	0	0	0	0.9099	1.45953	0.91817	0.57736	0.20053	0.33615	0.09571	0	0.0503
Healthy	1.47699	0.19797	0	0	0	0	0	0	0.01333	0	0	0.21106	0	1.31516	0.11405	0	0	0.61508	0	0
Healthy	0.00597	0.09536	0.00734	0.13838	0	0	0.00029	0.00206	0	0.02729	0	1.19487	5.26636	0	0.17932	0	0.13838	0.62613	0.00736	0
Healthy	0	0	0	0.03388	0	0	0	0	0	0	7.24425	4.13498	1.26413	1.89085	0.3095	0.62601	0.03388	1.05191	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.40332	0	0.03642	0	0	0	0	0	0	0
Healthy	0.27309	0	0.01249	1.36821	0.00482	0	0	0	0	0	24.9227	0.07551	0.31612	3.13196	1.46423	0	1.36821	2.0237	0	0
Healthy	2.24538	0.39868	2.51545	0	0	0	0.02546	0.03066	0	0.19184	32.58213	1.15769	1.99837	0	0	0	0	0.41635	0.04271	0
Healthy	0	0	1.67065	0.07982	0.54743	0	0.32788	0	0	0	0	0.28031	0.0935	0.01125	0.19544	0	0.07982	0	0	0
Healthy	0.44807	0	0	0.09952	0	0	0	0	0	0.02065	0	0.49819	4.03756	0	0.61209	0	0.09952	1.36003	0	0
Healthy	0.13285	1.61678	0.03259	0.17323	0	0	0.00092	0.13653	0	0.00178	0.00057	0.47045	0.39297	0.29771	0.57189	0	0.17323	0.06029	1.14908	0
Healthy	7.05157	3.78793	0.15628	0.52129	0.02049	0.01856	0.02869	0.00728	0	0	0	0.70212	1.08436	0.81724	1.12174	0.54516	0.52129	0.2926	0.10161	0
Healthy	39.5979	0.20395	0	0	0	0	0.14782	0.05706	0	0.19757	0.00228	0	0	0	0	0	0	0	0.06057	0
Healthy	0.36254	0	0.01444	0	0	0	0	0	0	0	0.2128	0	0.07588	0	0	0	0	0	0	0
Healthy	9.66942	0	0	0	0.02854	0	0.10439	0	0.11948	0.00216	0	0.00697	0.07873	0	0.17181	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.62725	0	0	0	0	0	0	0	0	0
Healthy	0.02473	0.11158	0	0.04321	0	0	0	0	0	0	31.33203	0.43952	0.60432	0	0.02701	0.11575	0.04321	0	0	0
Healthy	0.05876	0.01401	0.00204	0.05439	0.00465	0	0.00159	0	0	0	0	0.0323	0.16404	0.40061	0.06211	0	0.05439	0.01494	0	0
Healthy	0.20747	0.00355	0.05269	0.00863	0	0	0	0	0	0.00301	0	0.00625	1.20074	0.0044	0.03715	0	0.00863	0.01263	0	0
Healthy	0	1.04134	0.08775	0.26583	0	0	0	0	0	0	0	0.54708	1.79812	2.86704	0.02713	0	0.26583	0.41708	0	0
Healthy	0	0.00339	0.12276	1.18657	0	0	0	0	0	0	0	1.0772	2.02587	1.41804	0.92988	0	1.18657	0.29021	1.38955	0
Healthy	0.07754	0	0	0	0	0	0	0	0	0	0	0.07644	0	0	0.00468	0	0	0	0	0
Healthy	0	0.0844	0	0.12472	0	0	0	0	0	0	0	0.15293	0.50252	0.33281	0.23422	0	0.12472	0.33565	0.08386	0
Healthy	1.81074	19.07432	0.0017	1.08117	0.07061	0	0.02121	0.03211	0.03156	0	0	0.03048	2.31437	2.64627	4.22453	0	1.08117	0.1039	0.0028	0
Healthy	0	0	0	0.05331	0	0	0	0	0	0	0	0.04645	0.00659	0.01817	0.10508	0	0.05331	0	0	0
Healthy	0	0.04036	0	0.01705	0.0105	0	0.00159	0	0	0	0	0.03958	0.29621	0	0.04674	0	0.01705	0	0	0
Healthy	3.20604	0.00702	0.0278	0.09058	0.03673	0	0	0	0	0	0.00175	0.85628	0.1533	0.0632	0.24082	0.8582	0.09058	0.0028	0	0
Healthy	0	0	0	0.05708	0	0	0	0	0	0	6.51186	0.0775	0.32096	0.34405	0.1165	0.6023	0.05708	0.584	0	0.04451
Healthy	0	0	0	0	0	0	0	0	0	0	10.7909	0.1795	1.60656	0.9425	0.4848	0.54625	0	1.076	0	0
Healthy	0	0	0	2.99835	0	0	0	0	0	0	1.93236	0.88331	0.25025	6.8094	4.94366	0	2.99835	0.94388	0	0
Healthy	0	0.04054	0	0.20075	0	0	0	0	0	0	0	0.16338	0.13986	0.37189	0.33538	0	0.20075	0.24175	1.13337	2.78901
Healthy	0.04623	1.09472	1.03956	0.02673	0.05472	0.00237	0.01304	0	0.00112	0.04309	0.00496	1.98501	1.17837	0	0.14058	0	0.02673	0.99128	0	0
Healthy	4.73614	0.0131	0	0	0	0	0	0	0	0	67.1588	0	0.62655	0	0	0	0	0	0	0
Healthy	8.5724	0.44277	0.17567	0	0	0.69747	0	0	0	0	0	1.25134	0.10477	0.05958	0.2328	0	0	0.43838	0	0
Healthy	0	0	0.05671	0.02286	0	0	0	0	0	0	0	0.78836	0.00636	0	0.0255	0	0.02286	0	0	0.02683
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.07772	0.19423	0.75599	0.2859	0	0	0.36952	0.09635	1.70828
Healthy	0	0.04969	0	0	0	0	0	0	0	0	0	0.13434	0.06457	0.47715	0.24789	0	0	0.55465	0.46362	0
Healthy	0.20867	0.08466	0.05519	0.12958	0	0	0	0	0	0	45.5113	0.47061	0.09861	0.10619	0.1004	0.13836	0.12958	0.00182	0.00601	0.3566
Healthy	0.02538	0.07439	0	0	0	0	0	0.00741	0	0.00294	0	0	0	0	0	2.66962	0	0	0.3178	0
Healthy	0	0	3.63561	0	0	0	0	0	0	0	0	0.03084	0	2.13005	0	0	0	0.9426	0	0
Healthy	0	0.08839	0.15611	0.05522	2.10579	0	0	0	0	0	0	0	0	0	0	0	0.05522	0	0	0
Healthy	12.0777	0.17975	0.71125	0.05672	0	0	0	0	0	0	0	0.02807	0.03249	0	0	0	0.05672	0	0	0
Healthy	0	0	0	0.20578	0	0	0	0	0	0	0	0.4011	0.35103	0.74038	0.46408	0	0.20578	0.06131	0	0
Healthy	0.41536	0.35112	0.02243	0.73654	0.11754	0	0.35819	0	0	0.14119	0.00567	0.20693	14.72491	0	0.63821	0	0.73654	2.90259	0	0
Healthy	0	19.14261	0.32796	0.52398	0	0	0	0	0	0.06489	0	1.439	0.21029	8.73376	1.58812	0	0.52398	0.4143	0	0
Healthy	0.07601	0	0	0	0.01048	0	0	0	0	0	0	0.09291	0	0	0.00459	0	0	0	0	0
Healthy	11.6176	0.15445	0.68567	0.05019	0	0	0	0	0	0	0	0.14905	0.03506	0	0	0	0.05019	0	0	0
Healthy	0.76431	0.01799	0.48371	0	0	0	0	0	0	0.04734	0	0.33062	0.21396	0	0	0	0	0	0.04107	0
Healthy	0.16232	0	0	0	0	0	0	0	0	0	0.00228	0.04746	0.033	0.03539	0.04185	0	0	0	0	0
Healthy	0	2.41692	0	0.12999	0	0	0	0	0	0	0	0.03863	0.17518	0.46553	0.1448	0.38389	0.12999	0.14237	1.86939	0.01213
Healthy	0.96304	0	0.31345	0	0	0	0	0	0	0	0	0.1417	0.05271	0	0	0	0	0	0	0
Healthy	0	0.43472	0	0	0	0	0	0	0	0	0	0.47768	0	0	0.05219	0	0	0	0	0
Healthy	9.831	0.04942	0	0	0.16194	0.06046	0.03841	0.00143	0	0	0.31923	0	0.52749	0	0	0	0	0	0	0
Healthy	0.01874	0.30903	0.00513	0.44436	0	0	0	0	0	0	10.0148	0.05622	1.36684	1.32032	0.5716	0	0.44436	0.4675	0	0
Healthy	0.91601	0	0.25177	0	0	0	0	0	0	0	0	0.40924	0.03238	0	0	0	0	0	0	0
Healthy	0.13432	0.01752	0	0	0	0	0	0	0	0	0	0.181	0.02277	0.02807	0.11065	1.56135	0	0	0.01154	0.00484
Healthy	0	0	0	0.21315	0	0	0	0	0	0	0	0.94064	2.37083	0.67474	0.25185	0	0.21315	0	0	0
Healthy	0	0.47884	0	0.00375	0	0	0	0	0	0	0	0.09942	0.01833	0	0.01954	0	0.00375	0	2.26048	0.33188
Healthy	0	0	0	0.06866	0.00491	0	0	0	0	0	31.6358	0.02272	0.04959	0	0.0784	0	0.06866	0	0.04368	0
Healthy	0.19151	0.03033	0	0.02411	0	0	0	0	0	0	0	0.22682	0.03471	0	0.02469	8.61336	0.02411	0	0.26515	0
Healthy	0.17494	0.03817	0	0.07336	0	0	0	0	0	0	0	0.22178	0.01215	0	0.03145	8.098	0.07336	0	0.24103	0
Healthy	0	0.1137	0.0327	0.0348	1.50369	0	0	0	0	0	0	1.50731	1.58523	0	0	0	0.0348	0	0	0
Healthy	3.71815	0.34409	0	9.67881	0	2.53879	0	0.15123	0	0	1.90822	19.92163	1.15387	1.51966	8.26851	0	9.67881	0.88227	0	0
Healthy	0	0	0	0	0.63075	0	0	0	0	0	0	2.01925	5.13583	12.9413	1.2029	0	0	0.30213	0	0
Healthy	0	1.75162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.08337	0	1.06555	0.00303	0	0	0	0	0	6.02751	0.18243	1.67795	0.66485	0.53762	0.01245	1.06555	0.08445	0.01582	0.00661
Healthy	0	0.04279	0.03526	2.61592	0	0	0	0	0	0	6.09896	6.55988	1.59485	6.7474	6.04753	0	2.61592	2.58125	0	0.97685
Healthy	0.45504	0.08015	0	0.00342	0	0	0	0	0	0	0	0.18094	0.04114	0	0.03175	0	0.00342	0	0.10322	0
Healthy	0.8	0.13752	0.02763	0.80387	0	0	0.00411	0	0	0	18.54513	0.47159	1.81094	0.92335	0.83337	0	0.80387	0.08094	0.04087	0.53822
Healthy	0.02541	21.64375	0.37268	0.64695	0.04169	0.06108	0.12735	0.00746	0.02654	0.0633	0.00137	3.86664	0.30427	9.85001	1.20096	0	0.64695	0.43104	0	0.00074
Healthy	0.13894	0	2.49792	0	0	0	0.06516	0	0.00356	0.02197	0.05575	0.27069	1.30937	0	0	0	0	0.37728	0.02186	0
Healthy	1.21203	0	0	0.16009	0	0	0	0	0	0	0	0.29043	0.94627	2.40381	0.70722	0	0.16009	0.97637	0	0
Healthy	0	0.93044	0.00134	0.31791	0.19492	0	0.01873	0.02846	0	0	43.5126	1.12939	0.69221	0.46002	0.69192	0	0.31791	0.42316	0.43172	0
Healthy	0	0	0.08035	0	0	0	0	0	0	0	0	0.10317	0	0	0	0	0	0	0	0
Healthy	0	0.10809	0	0.21638	0	0	0	0	0	0	3.65818	0.2232	0.17418	0.36202	0.29737	0	0.21638	0.15561	0	0
Healthy	0.01477	0	0	0.01621	0.01602	0	0	0	0	0	0	0.05906	0.1157	0.00529	0.04467	0	0.01621	0.01256	0.04698	0
Healthy	0	0	0	0.07003	0	0	0	0	0	0	0	0.04799	0	0.03076	0.11705	0	0.07003	0	0	0
Healthy	0.47514	0.12788	0.14425	0.51339	0.49936	0	0.03493	0	0.01646	0.02213	0	0.05215	0.89996	0.78187	1.5239	0	0.51339	0.41749	0	0.04239
Healthy	0	0	0	0.04212	0	0	0	0	0	0	0	0.12795	0	0.00913	0.11787	0	0.04212	0	0	0
Healthy	0.14557	8.46556	0.02549	0.03152	0.02331	0	0.00059	0.015	0	0	0	1.17326	0.98975	0.29384	0.23321	0	0.03152	0.00064	0.10082	0
Healthy	0.15275	0.02307	0.08197	0	0.07993	0	0	0	0	0	0	0.0797	0.46185	0.01563	0.04822	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.23378	0.15139	0	0.00444	0	0	0	0	0
Healthy	2.78558	6.06571	0.06903	0.34585	0	0	0	0	0	0	0	0.32195	0.89148	0	2.32148	0.08722	0.34585	0.48132	0	0
Healthy	0.76816	0.1758	0.70634	0.0971	0.04135	0	0	0	0	0	0.00499	0.37812	0.27708	0.45447	0.26036	0.38418	0.0971	0.0178	0.00139	0
Healthy	0	0.39024	0	0	0	0	0	0	0	0	0	0	0.25276	0.88669	0.32907	0	0	0.01656	0	0
Healthy	0.09797	0.00369	0	0	0	0	0	0	0	0	0	0	0.05051	0.032	0.00947	0	0	0	0	0
Healthy	0.02265	0	1.77495	0.07625	0.55105	0	0.29538	0	0	0	0	0.18975	0.12666	0	0.21507	0	0.07625	0	0	0
Healthy	0	0.09958	0	0.07093	0	0	0	0	0	0	0	0.11798	0.34307	0.26127	1.47249	0	0.07093	0.22009	0	0
Healthy	2.09034	0.15673	0	0.05539	0	0	0	0	0	0	30.18611	0	0	0.10849	0.13707	0	0.05539	0	2.44785	0
Healthy	0.08463	0	0	0.80037	0.33045	0.00129	0.0058	0	0.06991	0	3.38637	2.35611	1.83937	0.30938	0.1665	0	0.80037	0.34434	0	0
Healthy	0	0	0	0.33491	0	0	0	0	0	0	0	0.53914	0.74743	0.2567	0.11641	0	0.33491	0	0	0
Healthy	0.0791	0.02259	0.10272	0	0.1292	0	0	0	0	0	0	0.28218	0.44287	0.00345	0.03908	0	0	0	0	0
Healthy	0.41203	0.37918	0.02075	0.83282	0.12396	0	0.53413	0	0	0.11244	0.00327	0.47168	17.06955	0	1.01305	0	0.83282	3.15508	0	0
Healthy	0	0	0	0.01856	0	0	0	0	0	0	0	0.42066	0	0	0.02721	0	0.01856	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	63.8662	4.08993	0	0	0	0	0	0	0	0
Healthy	10.5255	0.04668	9.5521	0	0	0	0.4665	0	0	0	0	0.43225	0.0973	0	0	0	0	0.00218	0.00088	0
Healthy	1.30501	2.95029	0	0.31945	0	0	0	0	0	0	0	2.77161	0	0.94081	1.61532	0.14296	0.31945	0	0	0
Healthy	1.35609	0	0.05617	0.06143	0	0	0	0	0	0	0	0.08308	0.00918	0	0.05332	0.93867	0.06143	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.59718	0.05877	0.29575	0.17861	0	0	0.04177	0	0
Healthy	0.03995	0.044	0.01778	0.03348	0	0	0	0	0.0047	0.00023	0.00261	0.05521	0.05574	0.26782	0.07528	0	0.03348	0.06803	0.01904	0.00354
Healthy	0.07105	0	0.31034	0	0	0	0.02004	0	0	0	0	0.01503	0.15123	0	0.00864	0	0	0	0	0
Healthy	16.8057	0.01088	0	0.09547	0.10323	0	0.00584	0	0	0.01026	0	0.05515	0	1.04597	0.68952	0	0.09547	0.25535	0	0
Healthy	0.48231	0.42966	0	0.09634	0.0837	0	0.006	0	0	0	0	0.22948	0.64349	0.56087	0.41968	0	0.09634	0.00901	0.23689	0.03947
Healthy	0	0	0.01048	0.10503	0.5096	0	0.26522	0	0	0	0	0.28109	0.12392	0	0.20379	0	0.10503	0	0	0
Healthy	0.06268	0	0	0	0	0	0	0	0	0	0	1.95263	1.2814	0.785	0.62813	0.90938	0	0.20189	0	0
Healthy	0.03976	0	0.62841	0.00213	0.14855	0	0.01778	0	0	0	0	0.07768	0.02315	0	0	0	0.00213	0	0	0
Healthy	0	0.03601	0	0.0763	0	0	0	0	0	0	31.25742	0.31245	0.58874	0	0.01162	0.10507	0.0763	0	0	0
Healthy	0	0	0	0	0.15057	0	0.00313	0	0	0	0	0.0109	1.13573	0	0	0	0	0	0	0
Healthy	0.05527	0.03365	0.61012	0	0	0	0	0	0	0	0	0.38465	0.09871	0.13025	0.01041	0	0	0	0	0
Healthy	0	0.16137	0.02148	0.57795	0.04228	0	0.16949	0	0	0.02486	0	5.71533	0.08016	4.54964	4.73962	0	0.57795	0.17646	0	0
Healthy	0	0	0	0	0.02069	0	0.26831	0	0	0	0	2.89013	0	0	3.32575	0	0	0	0	0
Healthy	0.01735	0.23618	0.00251	0.1831	0	0	0	0	0	0	0	1.15745	0.21612	0.10392	0.06998	0.34101	0.1831	0.21684	2.26094	0
Healthy	0	0	0	0.05478	0	0	0	0	0	0	0	0.78202	0.59419	0.15199	0.1753	0.30313	0.05478	0.00926	0	0
Healthy	1.20115	0.18313	0	0.7006	0.13619	0	0	0	0	0	0	0.43443	1.35291	5.82354	1.24928	0	0.7006	1.42141	0.26819	0
Healthy	0.32028	0	0	0.29698	0.00319	0	0.00641	0	0	0	0.00636	0.0702	0.19553	0.19919	0.3194	1.06984	0.29698	0.00732	0	0.04321
Healthy	0.03019	0.14192	0	0.1705	0.00849	0	0.00017	0	0	0	0	0.84274	1.07062	0.70551	0.30377	0	0.1705	0.10271	0.03503	0
Healthy	0.01524	0.17059	0.00121	0.70204	0.01917	0	0.00063	0	0.00078	0.00108	0.01927	0.09883	2.63246	2.12282	0.78047	0.28044	0.70204	0.05741	0	0.0182
Healthy	0	2.0789	0	0.44424	0.05562	0.14916	0.00441	0.00102	0	0	0	1.14177	0.3183	0.3169	0.58068	0.38096	0.44424	0.23588	0.05186	0
Healthy	0.25353	0.30723	0.10317	0.23029	0	0	0.07759	0	0	0.05352	27.66347	0.58543	0.1473	0.11334	0.18242	0	0.23029	0.21579	0.09015	0
Healthy	0	0.00304	0	0.07446	0	0	0	0	0	0	0	0.23544	0.00989	0	0.05711	0	0.07446	0	0	0
Healthy	0.01371	0.14807	0.00033	0.08547	0	0	0	0	0	0	0	1.32288	3.46463	0.39419	0.18055	0	0.08547	0.25127	0.12658	0
Healthy	0	1.34083	0	0.31203	0	0	0	0	0	0	12.7514	0.21938	1.52968	1.10863	0.52751	0	0.31203	0.03226	0	0.09897
Healthy	0	0	0	0.09636	0	0	0	0	0	0	55.5772	0.294	0.1179	0.1016	0.06449	0.20765	0.09636	0	0	0.16856
Healthy	7.05591	0.2666	0.30262	0	0	0	0	0.03811	0	0	0.16236	0.00749	0	0	0	0	0	0	0.00178	0
Healthy	8.23197	3.12916	0	1.73689	0.06202	0.05492	0.00256	0	0	0	0.87136	0.29571	5.23597	5.91558	1.68117	0	1.73689	0.21793	0	0
Healthy	0.16374	0.10611	0	0.18902	0.00155	0	0.00094	0.01353	0	0	36.5585	0.67626	0.47121	0.07125	0.19468	0.19273	0.18902	0.02291	0.47357	0
Healthy	0	0.15737	0	0	0	0	0	0	0	0	0	0.08978	0.11884	0.33396	0.20245	0	0	0.35239	2.63522	0
Healthy	0.01752	0	0	0	0	0	0	0	0	0	0	0.30778	0.18626	0	0	0	0	0	0	0
Healthy	0.52983	0.42997	0.0209	0.8073	0.13824	0	0.35273	0	0	0.09634	0.00215	1.00382	17.51893	0	0.83932	0	0.8073	3.33153	0	0
Healthy	0.49775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.03119	0	0	0	0.19525	0	0	0	0	0	33.79873	0.1841	0.74935	0	0	1.09944	0	0	0	0
Healthy	0.00533	0.60439	0	0.20622	0	0	0.00221	0	0	0	16.695	0.37144	0.03746	0.17828	0.06354	0.5406	0.20622	0.07629	0.13229	0.00096
Healthy	1.07861	0.27471	0.0204	0.18731	0	0	0	0	0	0	0	0.40375	0.13083	0.18821	0.18356	0	0.18731	0.14616	0.09689	0
Healthy	0.03033	0.0917	0.13264	0.17569	0	0	0.00181	0	0	0	0.00289	0.13395	0.61018	0.61549	0.53835	0.1323	0.17569	0.54065	0.00155	0.17836
Healthy	4.71674	0.12377	0.61172	0	0	0	0	0	0	0.03647	0.05004	0.03357	0.00378	0	0.00032	0	0	0	0	0
Healthy	0	0	2.06285	0.76502	0	0	0	0	0	0	0	0.39837	1.35436	0	0.21105	0	0.76502	0	0	0
Healthy	0	0.18997	0	0.42524	0	0.00347	0.00099	0	0	0	44.2251	0.33536	1.15299	1.07891	0.2556	0	0.42524	0.11242	0	0.12538
Healthy	0	0	0	0.00402	0	0	0	0	0	0	0	0.47631	0.13867	0.33959	1.64937	0	0.00402	0.3766	0	0
Healthy	0	2.78523	0	0.17918	0	0	0	0	0	0	0	0.57111	1.48545	0.44759	0.18949	0	0.17918	0.2512	0.03478	0
Healthy	11.1315	0.16826	0.71816	0.06045	0	0	0	0	0	0	0	0.08681	0.03774	0	0	0	0.06045	0	0	0
Healthy	2.37216	0.5246	0	0.40356	0	0	0.06267	0	0	0	0	0.37063	0.55933	1.53614	0.49619	0.32909	0.40356	0.23326	0	0.00983
Healthy	0	0.5102	0	0	0	0	0	0	0	0	0	0.77152	0	0	0.02766	0	0	0	0	0
