group	Phytobacter	Streptococcus	Ruminococcus_B	Dorea	Clostridium_A	Lactococcus	Longicatena	Rothia	Gordonibacter	Eggerthella	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Haemophilus_D	Ruminococcus_C
Healthy	0	0.04231	0	0.10814	0	0	0	0	0	0	37.9305	0.45886	0.69151	0.05046	0.02978	1.01612	0.10814	0	0	0
Healthy	2.6428	15.18573	0	0.64883	0	0	0	0	0	0	0	1.50416	2.04405	1.9119	4.70618	0	0.64883	0	0	0
Healthy	0	0.04971	0.0085	0.13595	0.01963	0	0	0	0	0	0.51566	1.43552	0.42526	0.61327	0.4604	0	0.13595	0.21707	0.00539	0
Healthy	2.89897	2.1438	0	3.81408	0.0613	0.00501	0.00585	0.00308	0	0.04877	6.73647	0.27662	0.71536	0.92662	1.22352	0	3.81408	0.09474	0	0
Healthy	0	0	0	0.0963	0	0	0	0	0	0	6.65361	1.5344	2.06507	0.94982	0.78914	0	0.0963	0	0	0.99449
Healthy	0	1.85376	0	0.21958	0	0.00162	0.01343	0	0	0	11.60555	1.141	0.16874	0.57206	0.31509	0.31347	0.21958	0.3428	0.26908	0.18238
Healthy	0.14805	0.2353	0.05228	0.18666	0.11971	0	0.0146	0	0.13171	0.01389	0	0.01157	0.87879	0.20048	0.34211	0	0.18666	0.04811	0	0
Healthy	2.66119	21.41129	0	1.06003	0.00491	0	0	0.01772	0	0	8.38563	0.29657	0.7072	1.50317	0.47456	0.02174	1.06003	0.0129	0	0.22908
Healthy	0.71224	0	0.30374	0	0	0	0	0	0	0	0	0.14233	0.03753	0	0	0	0	0	0	0
Healthy	0	8.05628	0	3.58938	0	0	0	0.57277	0	0	0	0.44407	3.49106	0.30395	9.82076	0	3.58938	2.67951	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3035	0	0	0	0	0	0
Healthy	0.64204	0.70166	0.17527	0.0049	0.18854	0	0.01485	0	0.01517	0	0.04011	5.22084	3.82471	3.36147	2.5431	0	0.0049	0.26278	0	0.08934
Healthy	0.90504	0.0646	2.06644	0.00587	0.24417	0	0.0519	0.00072	0.00867	0.02045	0.05527	1.75106	1.20525	0	0	0	0.00587	0.21014	0.0621	0
Healthy	0.04132	0.43402	0.00325	0.25076	0.00261	0	0	0	0	0	0	3.238	0.05211	0.34242	0.1096	0	0.25076	0.04228	0.04874	0.00332
Healthy	0.23325	0.1245	0	0.14636	0	0	0	0	0.0055	0	33.56139	0.86732	0.23335	0.28541	0.25395	0	0.14636	0.02971	0.06159	0
Healthy	0.27732	0.50102	0	0.10352	0.15788	0	0	0	0	0	0	0.67502	0.55972	0.50277	0.3845	0	0.10352	0.00566	0.19386	0.07957
Healthy	0.82903	0.16109	3.06005	0.16989	0	0	1.21161	0.00943	0	0	0.00728	0.21935	0.33146	0	0	0	0.16989	0	0	0
Healthy	0	0.06218	0	0.10929	0	0	0	0	0	0	62.2519	1.01349	0.30241	0.09396	0.33887	0.71817	0.10929	0.00376	0	0.0392
Healthy	0	0.01847	0	0	0	0	0	0.00086	0	0	0.00689	0.0071	0.37183	0	0	0	0	0	0.24304	0
D065626	0.21226	2.05327	0	1.04919	0.18841	0	0	0	0	0	5.10227	3.26261	2.0923	0.29415	0.45994	0	1.04919	0	0.21027	0
Healthy	11.877	0.78107	0.00031	0	0	0	0	1.51571	0	0	0.44372	0	0	0	0	0	0	0	2.70328	0
Healthy	1.83665	9.45995	0.02158	4.74108	0.02623	0	0.03484	0.30448	0.00312	0	0.38512	0.41316	4.99821	0.60342	9.00925	0	4.74108	2.12542	0	0
Healthy	0	0.06329	0	0.0589	0	0	0	0	0	0	0	0.13204	0	0	0.09503	0	0.0589	0	0.08175	0
D065626	0.92283	0.14942	0	0.21333	0.02587	0	0.00146	0	0	0	0	0.2918	0.09908	0.03611	0.153	0.12311	0.21333	0.05289	0	0.00634
Healthy	0.37713	0.55633	0	0.1501	0.06359	0	0	0	0	0	0	0.05775	0.6592	0.61601	0.60115	0	0.1501	0	0.27209	0.01438
Healthy	1.63938	0.32385	0.00682	0.30543	0.006	0	0	0.10894	0	0	0	1.70587	0.45706	2.53996	0.61347	0.30736	0.30543	0.61588	0.42847	0.3028
Healthy	1.62939	0	0	0.08512	0	0	0	0	0	0	1.2852	0.55048	0.66224	0	0.09172	0.2436	0.08512	0	0	0
Healthy	0	0	0	1.13023	0	0	0	0	0	0	9.15031	0	2.06719	1.4359	1.39439	0	1.13023	0	0	0
Healthy	0.20979	0.224	0.21888	0.44537	0	0	0.0002	0	0	0	0	2.15575	1.05458	0.09211	0.53337	0.44607	0.44537	0.03441	0	0.03196
Healthy	0	0.01218	0	0	0.15924	0	0	0	0	0	0	0.0036	1.18447	0	0	0	0	0	0	0
Healthy	0.58489	0.08399	0	0	0.13605	0	0	0	0	0	0	1.41726	2.4976	0	0	0	0	0	0	0
Healthy	0	0.09193	0	0.03244	0.03095	0	0	0	0	0	10.59029	0.55774	0.28614	0.05078	0.14571	0.28677	0.03244	0	0	0
Healthy	0.09809	0.65614	0	0.1119	0	0	0	0	0	0	0.06042	0.38391	0.11746	0.76261	0.23119	0	0.1119	0.02929	0.01836	0
Healthy	0.01409	0.01329	0.03604	0.04653	0	0.46225	0.01532	0	0.00847	0.01428	0	2.07439	1.06006	0	0.00222	0	0.04653	0	0.0002	0
Healthy	0.20655	0.44653	1.33663	0.1207	0	0.05522	0.00905	0.02328	0	0.00112	0	0.15465	0.28984	0	4.08529	0	0.1207	0.18098	0.55678	0
Healthy	0.53174	0.45275	0.00211	0.59206	0	0	0.04252	0	0.00057	0.0389	0.00103	0.00321	2.20114	0.25658	1.35716	0	0.59206	1.01948	0.01477	0
Healthy	0	0	8.54296	0	0	0	0	0	0	0	0	0	0	0	0.21531	0	0	0	0	0
Healthy	0.11909	0.29531	0.00287	0.0071	0.27905	0	0	0	0	0	0	0.32751	0.07102	0.01267	0.03728	0	0.0071	0	0.10908	0
Healthy	0	0.09236	0	0.05004	0	0	0	0	0	0	0	0.1619	0	0	0.13935	0	0.05004	0	0.0572	0
Healthy	0.19934	0.0039	0	0.11693	0	0	0	0	0	0	30.7571	0.1131	0.17664	0.15248	0.04337	0	0.11693	0.06946	0	0.00423
Healthy	69.1835	1.44299	0	0	0	0	0	0.45284	0	0	0	0.00446	0	0	0	0	0	0	0.00904	0
Healthy	0	0.15754	0	0.20138	0.08163	0	0	0	0	0	0	0.16218	0.59978	1.14977	0.3541	0	0.20138	0.40345	0.3168	0
Healthy	0	0	0	0.14008	0	0	0	0	0	0	0	0.38072	0	0.10757	0.22999	0	0.14008	0.09828	0	0.21085
Healthy	2.25559	0.01282	0.37416	0	0	0	0.12408	0	0	0.00605	0	0.89041	2.67181	0	0.00186	0	0	0.58711	0.01434	0
Healthy	2.10036	1.48636	0	0.15157	0.00752	0	0	0.0468	0	0	0.99024	0.80252	0.35531	1.06692	0.92437	0.23128	0.15157	0.33016	0.25809	0.00538
Healthy	30.2101	0	0	0.10479	0	0	0	0	0	0	0	0.86452	0.41134	0.20636	0.12548	5.41732	0.10479	0	0	0
Healthy	0.01831	0.07913	0.01673	0.13314	1.60036	0	0.00145	0.00516	0	0	0	1.02136	0.41486	2.87482	2.08297	0	0.13314	3.3788	0	0.00784
Healthy	0	0	0	0	0.05108	0	0	0	0	0	33.31176	0.15289	0.66463	0	0	1.02825	0	0	0	0
Healthy	0	0	0	0.39658	0	0	0	0	0	0	24.8798	0.39602	0.71985	1.26736	0.49501	0.55681	0.39658	0.46835	0	0
Healthy	1.31873	0.12942	0	0.55396	0.31153	0	0	0	0	0	0	0.2816	1.1017	3.267	0.81569	0	0.55396	0.86148	0	0
Healthy	0.04266	0	0.0047	0	0	0	0	0	0	0	0	0.23048	0.01747	0.03769	0.03829	0	0	0	0.03213	0
Healthy	0.62109	0.91259	0.85743	0.04004	0	0	0.07692	0.03376	0	0.12076	0	0.01256	0.80418	0	0.0074	0	0.04004	0.23634	0.35511	0
Healthy	0	0	0	0.15534	0	0	0	0	0	0	0	0.72543	0.62247	0.17127	0.48199	0	0.15534	0.02034	0	0.00192
Healthy	0.83119	0	0.28403	0	0	0	0	0	0	0	0	0.14001	0.01682	0	0	0	0	0	0	0
Healthy	0	0	0.48121	0	0	0	0	0	0	0	0	1.2347	2.58143	0	0.23002	0	0	0.06462	0	0
Healthy	0	0.00705	0.01767	0.0131	0.0601	0	0	0	0.03538	0	0.00479	0.31523	0.14624	0.08661	0.06739	0	0.0131	0	0	0
Healthy	0	0.18967	0	0.061	0	0	0	0	0	0	0	0.32597	0.96429	0.56435	0.20365	0	0.061	0.06973	0	0
Healthy	0	0	0	0.02553	0	0.0361	0	0	0	0	0	2.30005	0	0	0	0	0.02553	0	0.08126	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.52075	0	0	0	0	0.06762	0	0	0	0
Healthy	0	0.93536	0	0.20388	0	0	0	0.02385	0.0104	0	0	2.32451	1.19434	0.35936	0.58002	0	0.20388	0.30128	0	0
Healthy	0.18723	1.73645	0.00581	2.00198	0.04497	2.18442	0.0443	0	0.01858	0.00309	0	3.26077	2.819	3.21536	0.63022	0	2.00198	0.0522	0	0
Healthy	0	0.16655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.12919	0	0	0.17411	0.02515	0	0	0	0	0	0	1.96285	0.69726	0.92468	0.50424	1.58674	0.17411	0.19048	0	0.32342
Healthy	0	0	0	0.01098	0	0	0	0	0	0	0	0.39428	0	0	0.01864	0	0.01098	0	0	0
Healthy	0.41766	0	0	0.00097	0.36139	0	0	0	0	0	0	0.07938	0.32821	0	0	0	0.00097	0	0	0
Healthy	0.03083	3.06158	0.64001	2.43966	0.25577	0.03972	0.2324	0.14898	0.06915	0.00226	0.11667	0.03943	3.53612	0.91812	0.04336	0.01359	2.43966	0.05271	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.16232	0.005	0	0	0	0	0	0	0.27197
Healthy	4.48171	0	0	0	0	0	0	0	0	0	67.4119	0	0.62125	0	0	0	0	0	0	0
Healthy	0	0	0	0.79754	0	0	0	0	0	0	5.26812	0.47551	3.02672	3.67627	1.64456	0.09191	0.79754	0.20909	0	3.56044
Healthy	8.27501	1.12044	0.09102	0.11571	0.04737	1.66773	0.00766	0	0.00302	0.03437	0	0.12267	0.38951	0.2815	0.3507	0	0.11571	1.12282	0	0.09421
Healthy	0	0.02844	0	0.32318	0	0	0	0	0	0	2.38117	0.83134	0.22136	0.75945	0.24262	0	0.32318	0.06177	0	0
Healthy	0	0.03148	0	0.08235	0	0	0	0	0	0	8.48129	0.30727	0.09973	0.42515	0.10891	0.23152	0.08235	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.1029	0.00376	0	0	0	0	0	0	0
Healthy	0	0.01728	0	0	0	0	0	0	0	0	0	0.20779	0.30792	0	0.03761	0	0	0	0.06032	0
Healthy	0	0	0.04415	0	0	0	0	0	0	0	0	0.04197	0.12084	0	0.02749	0	0	0.06277	0	0
Healthy	0	0	0	0.03313	0	0	0	0	0	0	0	5.16813	2.30394	0.12937	1.44457	0	0.03313	1.28208	0	0
Healthy	0.17021	0.01461	0	0.28287	0	0	0	0	0	0	5.45146	6.57464	0	1.15416	0.72601	0	0.28287	0.16091	0	0
Healthy	44.0561	0.04117	0.13602	0	0	0	0	0.00445	0	0	0	0.07124	0	0	0	0	0	0	0.00321	0
Healthy	0.68284	0.39508	0	0.4205	0	0	0.0349	0	0	0	0.6885	1.28129	0.58485	0	0.12469	0	0.4205	0.13651	0.10383	0
Healthy	0.02209	0.42236	0.11887	0.41204	0.00932	0.00192	0.20031	0.00364	0	0.00127	9.38903	0.00261	4.06527	1.28031	0.18902	0.14182	0.41204	0.1031	1.94748	0
Healthy	0	0.02819	0	0.25767	0	0	0	0	0	0	28.7518	1.46133	0.30682	0.19826	0.33769	0	0.25767	0.04198	0	0.03129
Healthy	0.43979	0.20397	0.00992	0	0.41908	0	0	0	0	0	0	0.06122	0.10457	0.01119	0.01285	0	0	0.01062	0	0
Healthy	5.0395	0.00331	0	0.30939	0.00302	0.03359	0.00372	0	0	0	0	0.13987	0.92618	0.19254	0.15302	1.0238	0.30939	0.228	0	0
Healthy	1.99531	0	0	0	0	0	0	0	0	0	0.0449	0.29364	0.87921	0	0.15084	0	0	0	0	0
Healthy	2.30323	0.12872	0.01738	0.33436	0.06377	0	0	0	0	0	0	1.62326	8.75227	0	0.06469	0	0.33436	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.05095	0	0	0	0	0	0	0	1.04175	1.83056	0.0749	0.0544	0	0.05095	0	0	0
Healthy	2.17496	0	0	0	0	0	0	0	0	0	0	0.05467	1.91895	0	0	0	0	0	0	0
Healthy	1.18723	0	0	0	0	0	0	0	0	0	6.87869	0.11975	2.79786	1.12081	0.25587	0.68448	0	0.74799	0	0
Healthy	0	0.12442	0.00114	0.49365	0.16984	0	0.00034	0	0.01627	0.00785	0	1.05379	1.07476	1.6448	0.81615	0	0.49365	0.01906	0	1.30045
Healthy	0.06196	0.37524	0.02722	0.09254	0	0	0.03275	0	0	0	0	1.21831	0.64445	0.23644	0.36265	0.27724	0.09254	0.07657	0	0
Healthy	0.03069	0.27929	0	1.0164	0	1.52381	0	0	0	0	0	1.02645	2.40943	0.80913	0.70581	0.24633	1.0164	0.14253	0	0.04816
Healthy	0	0	0	0.19663	0	0	0	0	0	0	0	1.94194	0.09027	0.71057	0	0.07455	0.19663	0	0	0
Healthy	0.00191	0.08799	0.02418	0.50235	0.0354	0.00942	0.00164	0	0.00828	0	0	0.04024	1.19519	1.88501	0.28167	0.74026	0.50235	0.06622	0.00347	0
Healthy	0.50132	0.09521	0	0.01713	0.09297	0	0.02075	0	0	0	0	0.09327	0.11251	0.08574	0.10125	0	0.01713	0.00187	0	0.07771
Healthy	0.18507	0.00991	0.03823	0.0273	0	0	0	0.00929	0	0	0	0.25998	0.18888	0.00815	0.06658	0	0.0273	0.00137	0.01633	0.06309
Healthy	0	0	0	0.24514	0.02449	0	0.00331	0	0	0	0	0.25542	4.83002	0.48431	0.35168	0.11785	0.24514	0.31504	0.19619	0
Healthy	13.8958	0.25861	0	0.07419	0	0	0	0.13362	0	0	21.65453	0.71781	0.15312	0.48577	0.1054	0	0.07419	0.25864	0.19436	0.17
Healthy	0	0	0	0.0593	0	0	0	0	0	0	31.0061	0.16566	0.67315	0.56103	0.32648	0.274	0.0593	0.6169	0.40445	0.16504
Healthy	0.02936	0.0236	0.03086	0.06204	0	0	0	0	0	0	0	0.18941	0.38684	0	0.14878	0	0.06204	0	0	0
Healthy	0.01164	0.16282	0.00848	0.01075	0	0	0.01039	0	0.00589	0.00323	0.00091	0.83336	0.14188	0.61407	0.08111	1.94977	0.01075	0.36369	0	0
Healthy	16.2704	0.03414	0	0.223	0.14329	0	0.02316	0	0.17694	0.00442	0	0.06784	0.29014	1.17286	0.59012	0	0.223	0.57348	0	0
Healthy	0	0.0178	0	0.00369	0	0	0	0	0	0	0	0.08568	0.13276	0	0.04787	4.30657	0.00369	0.00421	0.0433	0.10112
Healthy	0	0.03282	0	0	0.15636	0	0	0	0	0	0	0.01903	1.30299	0	0	0	0	0	0	0
Healthy	0	0.03904	0	0.06361	0	0	0	0	0	0	0	0.55666	0.2693	0.14991	0.42312	0.76798	0.06361	0	0	0
Healthy	0.01872	0.27504	0.75786	0	0	0	0	0.00078	0	0.15598	0	0.00694	0.15501	0	0	0	0	0	0	0
Healthy	0	0.15378	0	0.43216	0.02815	0.0233	0.00204	0	0.00135	0	0	0.27181	0.39724	1.97956	0.71086	0	0.43216	0.02675	0.00707	2.60759
Healthy	7.89383	0.17934	0.00599	0.01267	1.60122	0	0	0	0	0	0	0.03205	0.78996	0.11721	0.10618	0	0.01267	0	0.02686	0.04897
Healthy	0	0.25154	0	0.87908	0	0.27985	0	0	0	0	0.98776	0.84136	0.69449	1.95125	1.84529	0	0.87908	0.50052	0	0
Healthy	0.28043	0	0	0.24097	0.273	0	0	0	0	0	10.4305	0.01246	1.28121	0.43856	0.27467	0.28706	0.24097	0	0.3596	0
Healthy	0	0	0	0	0.99946	0	0	0	0	0	0	1.35418	2.0067	0	0	1.33894	0	0	0	0.08369
Healthy	0	0.06796	0	0.14077	0.00392	0	0.0009	0	0	0	40.6397	1.07217	0.56498	0.28936	0.19889	0.32931	0.14077	0.22132	0	0
Healthy	0	0.01391	0	0.08634	0	0	0	0	0	0	0	0.54443	0.45279	0.1013	0.09394	0.17238	0.08634	0.02552	0	0.00494
Healthy	0	0.12449	0	0.09421	0.02633	0	0	0	0	0	0	1.14615	0.31224	0.32677	0.16662	1.03442	0.09421	0.27799	0.16291	0.12077
Healthy	0.32467	0.17009	0.05146	0.5154	0	0	0.09045	0	0.00625	0	0	1.33644	4.17196	0	0.00425	0	0.5154	2.6739	0.0151	0
Healthy	14.8379	0.11446	0.03972	0	0	0	0.18526	0.005	0	0.00203	0.01898	0.64858	0.23983	0.46902	0.06891	0	0	1.499	3.53215	0
Healthy	0.00738	0.12189	0.02086	0.02355	0	0	0.02452	0	0	0	0.02765	0.03549	0.00706	0.14205	0.08565	0	0.02355	0.01271	0.12229	0
Healthy	0.09251	0.03645	0.06586	0	0.11254	0	0	0	0	0	0	0.09098	0.4864	0	0.03106	0	0	0	0	0
Healthy	0	0	0.05655	0	0	0	0	0	0	0	0	0.01774	0.16479	0	0.02523	0	0	0.07306	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.0703	0.03997	0.00842	0	0.9123	0	0	0.0041	0.03446
Healthy	0	0	1.44896	0.38687	0	0	0.56837	0	0	0	0.02316	5.26903	0	3.54209	4.09673	0	0.38687	0.02668	0	0
Healthy	0.18701	0	5.25015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.09698	0.32028	0	0.09808	0.5115	0	0.00375	0	0	0	0	0.01465	0.012	0.14988	0.34302	0	0.09808	0.02956	0	0.0106
D065626	0.37826	0.1224	1.7677	0	0.03123	0	0.01561	0.00591	0.01385	0	0	0.01249	2.37771	0.17528	0.43693	0	0	0.93211	0.40944	0
Healthy	0	1.00425	0.01479	0.76139	0	0	0	0	0	0.01338	0	5.2631	0.30707	2.14026	0.94346	0	0.76139	0.29494	0	0
Healthy	0.41381	0.52512	1.12173	0.08327	0	0.00305	0.00624	0	0	0.03171	0	0.89326	0.32732	0	0	0	0.08327	0.80669	0.21036	0
Healthy	0	0.2042	0	0.3049	0.07678	0	0	0	0	0	0	0.14171	0.4546	0.44678	0.40098	0	0.3049	0.125	0	0
Healthy	10.2031	0	0	0	0.03655	0	0.11832	0	0.16289	0.01096	0	0.00725	0.08253	0	0.14564	0	0	0	0	0
Healthy	0	0.01904	0	0	0	0	0	0	0	0	0	0.45411	0.00342	0	0.00929	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00725	0.00407	0	0.0912	0	0	0	0	0	0	70.7007	0.00411	0.14136	0.03745	0.09693	0	0.0912	0.25169	0.09349	0.27544
Healthy	0.84904	0.56718	0.00143	0.14437	0.00276	0.00651	0	0	0.00662	0	0	3.17637	0.44987	0.24279	0.804	0	0.14437	0.10395	0	0
Healthy	0	0.08743	0	0.04461	0	0	0	0	0	0	32.2383	0.38572	0.60825	0	0.03356	0.08875	0.04461	0	0	0
Healthy	5.18254	0.13127	0.01657	0.20801	0	0.0164	0	0	0	0	0.55704	1.26131	0.59212	0.28264	0.30233	0	0.20801	0.02044	0.12275	0.04264
Healthy	0.06415	0	0.02007	0.17047	0	0	0.04312	0	0	0	0	1.02081	0.59259	0	0	0	0.17047	0.08196	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.02657	0	0	0	0	0	0	0	0	0	0.08679	0.12087	0	0.05746	4.36923	0	0	0.04241	0.09035
Healthy	0	0	0	0.02659	0	0	0	0	0	0	0	0.27564	0	0	0.01329	0	0.02659	0	0	0
Healthy	0	0.02635	0	0.22942	0	0	0	0	0	0	0	0.11218	0.50303	0.33764	0.04426	0	0.22942	0.07056	0.00216	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.09171	0.0255	0	0.02691	0	0	0	0	0
Healthy	9.59962	2.13376	0	1.31596	0	0	0	0	0	0	0.68709	0.68158	3.86275	4.41518	1.97664	0	1.31596	0.06084	0	0
Healthy	8.04806	0.84114	0	0.30011	0	0	0.00031	0.02838	0	0	51.7122	0.01134	0.07562	0.02785	0.1395	0.0015	0.30011	0.00238	0.15665	0.48625
Healthy	28.4103	0.28293	0.02479	0.03196	0.00316	0	0.00058	0.00697	0	0.00154	0.00488	0.00527	0.23337	0.31844	0.22228	0	0.03196	0.00525	0.2504	0
Healthy	0	3.22421	0	0.49349	0	0.56786	0	0	0	0	0	0.53767	2.1983	0.73357	0.85334	0	0.49349	0.1485	0.45335	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.14064	0	0	0	0	0	0	0	0.2718
Healthy	3.50567	0	0.00451	0.01983	0	0	0	0	0.01456	0.00314	0	0.0118	0.19762	0	0.00903	1.78939	0.01983	0	0	0
Healthy	0	0.00764	0	0.23235	0	0	0	0	0	0	0	0.78792	1.1107	0.90859	0.44442	0	0.23235	0.30162	0	0
Healthy	4.56367	0.00439	0	0.12557	0	0	0.03472	0	0	0	0	0.07318	0	0	0.00134	0	0.12557	0	0.1101	0
Healthy	0.07914	0	0	0	0	0	0	0	0	0	0	0.14241	0.00984	0	0.05831	0	0	0	0	0
Healthy	0	0.02189	0	0.10547	0	0	0	0	0	0	0	0.64509	0.57057	0.14823	0.1035	0.2747	0.10547	0.04593	0	0.00576
Healthy	0.83626	0.07099	0	0.0241	0.00394	0	0.00252	0	0	0	0.04609	0.07096	0.05332	0	0.04378	0	0.0241	0	0	0.183
Healthy	26.9709	10.31952	0	0	0	0	0	0.03541	0	0	0	0	0	0	0	0	0	0	0.01306	0
Healthy	0	0	0	0.16128	0	0	0	0	0	0	2.18859	1.90526	0.36553	0.5464	0.26405	0.05279	0.16128	0.03446	0	0
Healthy	0	0	8.21681	0	0	0	0	0	0	0	0	0	0	0	0.09463	0	0	0	0	0
Healthy	0.24872	1.01283	0.00719	0.49762	0.32643	0	0.0274	0	0	0	0	0.25123	0.22569	5.44441	1.20302	0.07657	0.49762	0.64465	0	0
Healthy	0.36064	0.4512	0	0.10741	0.04098	0	0	0	0	0	0	0.27719	0.67244	0.5879	0.36554	0	0.10741	0.0073	0.25094	0.03778
Healthy	0.01889	0	0.54103	0.03423	0.15391	0	0.04162	0	0	0	0	0.11319	0.01824	0	0.0024	0	0.03423	0	0	0
Healthy	0	0	0	0.02025	0	0	0	0	0	0	0	0.10946	0.78927	0.79255	2.27423	0	0.02025	0.90385	0	0
Healthy	0.03122	0	0	0.00327	0	0	0	0	0	0	43.82844	1.83132	0.42097	0	0	0.33256	0.00327	0	0	0
Healthy	0	2.30761	0.19212	1.25143	0	0	0.01612	0	0	0.09692	0	2.00694	0.64443	3.08554	1.35452	0	1.25143	0.90507	0.03119	0
Healthy	0.28324	0.01299	0	0	0.06125	0	0.01176	0	0	0	0	0.70773	0.02729	0.02045	0.08608	0	0	0	0	0.05638
Healthy	0	0.16599	0	0.43659	0.09246	0	0.00465	0	0	0	2.94624	0.91354	0.63881	0.8215	0.51321	1.2675	0.43659	0.05654	0	0.01658
Healthy	1.72747	0.02293	0	0	0	0	0	0.01601	0	0.13545	0.00158	0	0	0	0	0	0	0	0.02662	0
Healthy	0	0	0	0	0.03726	0	0	0	0	0	0	0.1541	0	0	0	0	0	0	0.14953	0
Healthy	0.02636	0	0	0.04132	0	0	0	0	0	0	0	0.35307	0	0	0.03394	0	0.04132	0	0	0
Healthy	0.02664	0	0	0	0	0	0	0	0	0	0	0.16613	0	0.04927	0.02485	0	0	0	0.00379	0
Healthy	0	0	0	0.14213	0	0	0	0	0	0	0	2.22261	0.11505	0.04259	0.1744	0	0.14213	0.01599	0	0
Healthy	0.3495	0.08323	0	0.07233	0.03015	0	0	0.00168	0	0	0.28013	0.3037	1.86797	0.70525	0.65026	0	0.07233	0.03522	0.0348	0.00164
Healthy	0.06543	0	0	0	0	0	0	0	0	0	0	0.089	1.03601	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.81395	0.42454	0	0	0	0	0	0	0
Healthy	0.05879	0.05154	0.04782	0	0	0	0	0	0.00156	0	43.73436	0.0112	0.13488	0.02665	0.02981	1.27542	0	0.02157	0.01227	0.01523
Healthy	0.03075	0.18219	0.00593	1.08168	0	0	0	0	0	0	3.34368	0.43884	1.24339	1.89053	1.23188	0	1.08168	1.16265	0	0
Healthy	9.70979	1.92647	1.14507	0.16904	0	0	0	0	0	0	0	0.74804	0.6557	0.54547	1.15083	0.64351	0.16904	0.01546	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.94537	0	0	0	0	0	0	0	0	0
Healthy	0	0.42818	0	0	0	0	0	0	0	0	0	0.53011	0	0	0.08304	0	0	0	0	0
Healthy	2.05871	0	0	0	0	0	0	0	0	0	0	0.04678	1.88193	0	0	0	0	0	0	0
Healthy	0	0.23942	0	0.0183	0	0	0	0	0	0	0	0.14484	0	0	0.05601	0	0.0183	0	2.79337	0.23273
Healthy	0	0	0.0151	0.00246	0.04916	0	0	0	0.04061	0	0	0.16946	0.17593	0.08647	0.06981	0	0.00246	0	0	0
Healthy	0.13799	0.25098	0.06541	0.58011	0	0	0.01422	0	0.00889	0.01909	0.01395	0.0162	1.8914	0.54315	0.35215	0	0.58011	1.70454	0	0
Healthy	0	0	0	1.11524	0	0	0	0	0	0	10.1177	0.11346	0.18833	0.73359	0.48605	0	1.11524	0.66536	0.07919	0
Healthy	0	0	0	0.02888	0	0	0	0	0.00933	0	0	0.40775	0	0	0.00315	0	0.02888	0	0	0
Healthy	0	0	0	0.01445	0	0.04972	0	0	0	0	0	1.89093	0	0	0	0	0.01445	0	0.16357	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.12844	0	0	0	0	0	0	0	0
Healthy	0	0.00222	0	0	0	0	0	0	0	0	0	0.11391	0.00324	0.54955	0.14659	0	0	0.29025	0.37776	0
Healthy	0	0.02629	0.01739	0.01431	0	0	0	0	0	0	0	0.92713	0.4283	0	0.21604	0	0.01431	0	0	0
Healthy	0	0.08546	0	0.77783	0	0.06568	0	0	0	0	0	1.01179	2.24855	1.20521	1.5927	0	0.77783	0.36382	0	0
Healthy	0.03928	0	0	0	0	0	0	0	0	0	0	0	0.98763	0	0	0	0	0	0	0
Healthy	0	0	0.13136	0.03442	0	0	0	0	0.00418	0	0.02654	0.00214	0.07336	0.00326	0.05636	0	0.03442	0.16089	0	0
Healthy	0	0.24663	0	0.20957	0.00623	0	0	0	0.00747	0	0	0.01572	0.03237	0	0.02795	0	0.20957	0.058	0	0
Healthy	0.10767	0	0	0.19536	0.02976	0	0.17129	0	0	0	0	0.28711	1.67417	2.24553	0.17896	0	0.19536	0.41353	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.69652	0.29003	0.00096	0.05092	0	0	0.00089	0	0	0	0	0.18647	0.36707	0.11621	0.07011	0	0.05092	0.00282	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	2.90591	0	0	0	0	0	15.3024	0	0	0	0	0	0	0	0
Healthy	0	0	0.03532	0	0	0	0	0	0	0	0	0.00378	0.12908	0	0.03146	0	0	0.03054	0	0
