group	Faecalibacterium_sp900539885	Agathobacter_rectalis	Enterocloster_aldenensis	Bariatricus_comes	Blautia_A_wexlerae	Streptococcus_sp001556435	Dorea_formicigenerans	Eubacterium_G_ventriosum	Eubacterium_I_ramulus_A	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Dialister_invisus	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
D000236	2.79909	0.14599	0.1272	0.05391	0.08674	0.01188	0.09291	0.22863	0.20632	0.0651	11.4801	0.00541	0	0.64397	0.65631	0.25632	0.00149	0.01527	0	0
D000236	3.6736	29.9673	0.99067	0	0.93322	0.15674	0.44474	0.31758	0.03186	0.15597	3.47023	0.04702	3.69297	0	0	0	0	0	0	0
Healthy	3.83409	0	0	0.05197	0.03007	0.00567	0.00578	0	0	0	5.0682	0.75695	0	0	0	0.17498	1.7057	0	0.0369	0.41138
Healthy	4.10405	5.65008	0	0.14335	0.04209	0	0.04803	0.3589	0	0	4.70042	0.59504	0	1.88216	1.47674	4.3443	0	0.09948	0.00234	0.09408
Healthy	0.07648	1.77778	0	0	0	0	0	0	0	0	10.834	1.76769	10.6272	0	0	0	0	0	0	0.01138
Healthy	5.06192	5.58013	0.27937	0.60858	0.53031	1.22496	0.47535	0.13666	0.11118	0.23587	8.63472	1.51407	0	0.49433	0.76942	0	0	0.01205	0	0
Healthy	3.61054	2.89575	0	0	0.14104	0.04895	0.03961	0	0.04584	0.01753	0.02489	0.15337	0	4.85306	0.84873	0	0.00885	0.07585	0.21425	0
Healthy	4.00052	3.41138	0.33881	0.64089	0.17776	0	0.20541	0	0	0.07694	0.95715	0.00571	0	0	0	0.01576	0.13917	0.00369	0	0
Healthy	3.59056	0.37142	0.06423	0.09644	0	0.07566	0	0.0514	0	0.00762	1.39936	0	0	0.06664	1.08369	0.08878	0.0141	1.28182	0	0
Healthy	9.78205	0.01267	0.68671	1.64039	2.19886	0.62535	0.76366	0.15536	0.38718	0.27382	0.29943	0.03667	0	0.26147	0.5509	0	0.03502	0	0	0
D000236	1.68476	6.95401	7.93522	0.86598	5.13221	0.94573	1.47098	0.87732	0.27378	0	0.79322	0.00642	0	0	0	0	0	0	0	0
Healthy	0.57655	0	0	0	0	0	0	0	0	0	0	4.75689	0	0	0	5.36717	0.2612	0.09202	0.30887	0.08343
Healthy	4.66874	10.3275	2.11772	0.94479	0.6106	0.4452	1.9898	1.0663	0.55551	0	2.28709	0.26933	0	0	0.38291	0.29546	0.06343	0.01708	0.05029	0.04398
Healthy	5.22783	3.06269	1.19293	0.95773	0.39302	0.20527	0.42942	0.19952	0.08032	0.44779	2.28217	0.08257	0	0.14215	0.94616	0.00229	0.02411	0	0	0
Healthy	9.11092	0.47337	0.03445	0.06358	0.23204	0.22802	0.13004	0.02507	0.113	0.08906	5.51221	3.05946	0.0011	0.0569	6.91762	5.18727	0.76745	0.0102	0.00235	0.01958
Healthy	2.13691	40.9147	0.07303	0.35413	1.02552	0.13637	0.45575	0	0.43347	0	0.43753	0.29712	10.7429	0	0	0	0.06532	0	0	0
Healthy	2.51722	6.28442	0.25714	0	0.1574	0.02259	0.47825	0	0	0	16.7775	0.20625	0	0	0.92728	0	0	0.06068	0	0.02402
Healthy	1.68536	1.14605	0.04064	0	0	0	0.00423	0.02879	0	0.00426	15.7619	2.06627	0	0.61728	1.32596	2.49893	0.03042	0.01866	0.00295	0
Healthy	0.36614	6.36027	1.90368	1.23563	0.25905	0	0.19769	0.00805	0.06849	0.02968	1.89865	1.06096	0	0.03062	0.39435	0	0	0	0.02821	0
Healthy	0.01374	0	0	0	0	1.10743	0	0	0	0	0.06641	0.00683	0	0	0	0	0	0	0	0
Healthy	4.85984	2.42957	0.67771	0.27175	0.58744	0.00032	0.26546	0.21332	0.07657	0.11255	0.40704	0.84579	0	1.6674	0.12469	0	0	0.00422	0.02339	0
Healthy	7.72468	7.32844	1.35455	0	2.37859	6.46649	0.67316	0.37013	0.01318	0.19908	4.21845	0.2634	0	0.24007	0.51826	3.4327	0	0.0097	0.00148	0
Healthy	1.5766	1.71934	1.25633	0.08344	0.16959	0.09659	0.35268	0	0.078	0.55224	1.16092	0.38394	0	0	0	0	0	0	0.07183	0
Healthy	2.29282	0	0.058	0	0.10426	0.02227	0.03159	0	0	0	10.593	1.61867	2.95699	0	0.57308	0	0.20633	0.12004	0.02854	0.09331
Healthy	0	0	0	0	0	0.85945	0	0	0	0	0.00447	0.00706	0	0	0	0	0	0	0	0
Healthy	13.6759	11.5535	0	0.00789	0.00329	0.00447	0	0	0	0	10.339	0.01275	5.39221	0.31605	0	0	0	0.00419	0.1722	0.34095
Healthy	1.85642	1.51289	0.21749	0.12255	1.00283	0	0	0	0.02558	0.11255	7.99841	0.13615	0	0.31134	1.80665	0	0.10031	0.30469	0	0
Healthy	1.29313	0	0	0	0	0.69912	0	0	0	0	0	22.5189	0	0	0	0	0	0.01027	0	0
Healthy	5.90198	10.1238	0	0.17217	0.63394	0	0	0	0	0.03382	5.62123	0.41798	0	1.47058	2.60474	0	0.02458	0.25642	0	0
Healthy	2.2592	0.83148	0.23046	0.16771	0.10309	0.07834	0.04396	0.17932	0	0.015	3.2696	0	0	0	0	0.49706	0.00185	0.80821	0	0
Healthy	1.32176	0.14215	0	0.23724	0.04901	0	0	0	0.11227	0	0	29.3911	0	0	0	0	0	0.00256	0	0
Healthy	3.60576	2.51851	0.4011	0.48967	0.56467	0.02281	0.27692	1.04136	0.06126	0.17348	1.30031	0.06386	0	0	0.36588	0	0	0	0.00436	0
Healthy	24.7179	0	0.08285	0	0.1081	0.02838	0.13006	0.0611	0.09359	0	0.385	0.07382	10.7448	0	0.45878	0	0	0.02829	0.41471	0.03041
Healthy	0	0	0	0.08152	0.13289	0.20552	0.16034	0	0	0	0	21.4816	6.58751	0	0	0	0	0.00727	0	0
Healthy	7.4784	2.53709	0.57594	0.64035	0.63617	0.07735	0.22102	0.02888	0.09889	0.13222	0.31143	0.03188	0	0	2.02925	0.09033	1.05992	0.0098	0.03612	0.00702
Healthy	0.85362	3.18206	0.10694	0.06371	0.06995	0.00104	0.01299	0.01318	0	0.01987	17.6034	0.065	18.1236	0	0	0	0.16829	0.07731	0.33662	0.09944
Healthy	4.14536	2.77585	2.0237	0.48487	0.44132	0	0.35104	0.07687	0.06807	0.15406	0.33784	0.05962	0	0.03511	2.54703	0	0.15169	0.027	0.0368	0
Healthy	10.4268	16.6485	2.33429	0	0.04567	0.53376	0.57757	0	0	0.16626	17.4917	0.28069	0.47151	0	0	0	0	0.02164	0.12716	0.00594
Healthy	1.44276	0	0	0	0	0	0	0	0	0	1.27821	14.3186	0	0	0	0	0	0	0	0.06992
Healthy	12.565	1.67832	3.42549	2.6729	0.9766	0.08212	0.73844	2.1328	0.08384	0.175	0.57015	0	0	0	0	0.00189	0	0	0	0
Healthy	0.6751	1.32826	1.51709	0.42752	0.6285	0	0.10162	0.83727	0.25239	0.40777	8.00944	0.57217	1.28325	0	0.71377	0	0.34006	0.04531	0	0
Healthy	1.2523	10.7808	0.47188	0	0.07117	0.03262	0	0	0.14797	0	22.0064	1.35931	12.9139	0	1.29903	0	0	0	0.01291	0.01284
Healthy	0	0	0	0	0.00662	0.10001	0.24921	0	0	0	0.37359	0.00065	0	0.50592	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.75325	0	0	0	0	0	0	0	0	0
Healthy	6.55779	0.68891	0.1569	0.34229	0.38969	0	0.1739	0	0	0	4.26474	0	0	0	0	0	0	0	0	0
Healthy	1.0766	0.0994	0.03909	0	0.05504	0	0.01132	0	0	0	21.944	1.77563	0.05254	0	0.82682	0	0.30255	0.08033	0.03187	0.07611
Healthy	1.58299	1.00414	0	0.01437	0.02316	0	0.07196	0	0	0.4623	1.52685	0.2796	0.06095	0	0	0	0.01755	0	0	0
Healthy	0.09348	1.7431	0	0	0	0	0	0	0	0	10.8799	1.68787	9.82376	0	0	0	0	0	0	0
Healthy	2.51773	0	0	0	0	0	0	0	0	0	31.2245	11.6616	0	0	0	0	0.03957	0.12992	0.08254	0.54284
Healthy	0.87605	3.11921	0.07194	0.07006	0.06166	0.00611	0.01532	0.01165	0	0.03035	18.3753	0.06063	17.9247	0	0	0	0.13004	0.07007	0.26698	0.07505
Healthy	3.82819	2.9086	1.25039	0.77691	0.43858	0	0.25322	0.29419	0.073	0	1.55885	0.07169	0	0	0	0	0.40121	0.39063	0	0
Healthy	3.83059	32.884	0.47989	0.07797	0.61018	0	0.0606	0	0.01714	0.11982	6.91779	0.03239	3.0887	0	0	0	0	0	0.08659	0
Healthy	11.1209	4.77412	0.25457	0.63217	0.19337	0.05243	0.24462	0.01922	0.09917	0.10621	0.94938	0.36067	0	0	0.91497	0	0.06036	0.25403	0.14657	0
Healthy	1.02349	0.58537	0.15679	0	0.04577	0	0.00468	0	0.11785	0	4.7345	1.53503	0.08289	0	0	0.21878	0	0	0.00445	0
Healthy	0.00146	0	0	0	0	0.00393	0	0	0	0	0.0094	4.78411	0	0	0	0	0	0	0	0
Healthy	2.45396	7.82671	0.51714	0.27457	0.54335	0	0.39406	0.05698	0.1552	0.15727	1.50297	0.26631	0	1.03932	1.13129	15.7671	0.01354	0.02759	0	0
Healthy	0.54758	0	0	0.02658	0	0	0	0.04171	0	0	11.1185	6.15621	3.30637	0	0	0	0	0.02471	0.12364	0.12101
Healthy	3.75124	0.56508	0	0	0.10121	0	0.04599	0	0.05649	0.00516	0.01796	0.12036	0	0.9515	0.92485	0	0.26254	0.13167	0.12451	0.00336
Healthy	3.35792	1.27987	0	0.04226	0.07325	0	0	0	0.0187	0	7.95469	1.86965	4.35275	0	0.98699	4.59845	0.26799	0.07794	0.22215	0.04003
Healthy	1.97037	1.45621	0.00411	0.02483	0.01627	0	0.00789	0	0	0	33.1577	2.56613	6.21409	0	1.01715	0	0.02932	0.07989	0.24043	0.05752
Healthy	3.2414	0.38776	1.01554	0.10535	0.19043	0.1081	0.73942	0.00338	0.33782	0.33012	0	0	0	0	0	0	0	0	0	0
Healthy	8.93448	14.0348	0.92576	0.56208	0.1627	0.17678	0.28678	0.53316	0.14702	0.2503	7.691	0.3048	8.4514	0	0.4005	0	0.05699	0.07295	0.04929	0
Healthy	3.38317	2.32165	0.40221	0.38511	0.57385	0	0.62458	0.09414	0.01642	1.16871	0.85473	0.01331	0	0.02638	0	0	0.00191	0.04786	0	0.00292
Healthy	5.21149	0.05359	0	0	0.09956	0.13208	0.42234	0	0.13829	0.05947	0.4711	0.9814	0	0	0	0	0	0	0.12848	0.0014
Healthy	12.3386	3.55643	0.09752	0.22307	0.21223	0.17314	0.21881	0.21718	0.05366	0.05678	0.5192	0.22035	1.28771	1.60776	0.37939	0	0.19182	0.02561	0.31734	0.19459
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0
Healthy	4.28877	2.46062	0.33363	0.42051	0.31195	0	0.18457	0	0.03339	0.1055	6.78966	0.51468	5.35472	0	0.63863	0.25665	0.11001	0.03146	0	0
Healthy	0	0.87517	0	0	0	0	0	0	0	0	0.56547	0.1385	0	0	0	0	0	0	0	0
Healthy	3.22339	1.20612	0	0.02182	0.04638	0	0.00183	0	0.03876	0	8.20062	2.06942	4.10384	0	1.02136	4.68167	0.31009	0.08884	0.20252	0.04788
Healthy	6.32644	11.4895	0.78238	1.31184	0.98682	0	0.28123	0.19892	0.12644	0.20913	4.76093	0.20771	0	0	0	0	0	0	0	0
Healthy	1.33056	10.9507	0.27153	0.63351	0.08903	0	0.19167	0	0.15895	0	36.9199	0.78972	0	1.01387	0	0	0	0.02468	0	0
Healthy	1.97955	1.40517	0.02137	0.00874	0.02794	0	0.01103	0	0	0	32.9214	2.47514	6.34306	0	1.02767	0	0.04921	0.06085	0.27881	0.06114
Healthy	0.17807	0	0	0	0	0	0	0	0	0	0	10.7756	0	0	0	0	0	0.04284	0	0.03619
Healthy	1.69659	1.14546	0.03588	0	0	0	0	0.00935	0	0	16.4905	2.09155	0	0.65579	1.35285	2.49571	0.03262	0.00147	0.0072	0
Healthy	3.72852	3.26958	0.16666	0.24641	0.12209	0.06476	0.10314	0	0.03045	0.04062	28.4465	1.20585	7.11171	0.58612	1.03923	0	0.00223	0.0182	0.00407	0
Healthy	3.24922	1.66203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.38955	1.43492	0.60348	0.10632	0.01446	0.00217	0.02956	0.0163	0.05154	0	6.9895	0.28789	0	3.16566	2.45485	0	1.87223	0.07538	0	0
Healthy	3.27124	7.304	0.05158	0	0.16946	0	0	0	0	0.03276	12.8647	0.2022	0.97429	0	0	0	0	0	0.0302	0
Healthy	2.0799	2.48681	0.0606	0.04825	0.03645	0	0.00429	0	0.00836	0	9.01171	2.48609	8.13074	0	0.6239	1.94707	0.38345	0.04385	0.24834	0.01193
Healthy	2.13615	5.4532	0.94747	3.83533	0.29448	0.16181	0.52561	0.17748	0.11377	0.02402	6.29242	1.16242	2.62762	0	0	0	0	0.0469	0	0.01172
Healthy	1.36481	0.09882	0	0.18432	0.01818	0	0	0	0.12544	0	0	29.2083	0	0	0	0	0	0.00489	0	0
Healthy	0.09976	3.69278	1.83056	0.03829	0.0544	0	0.05095	0	0	0.191	7.91506	0.23764	3.77341	0.01848	1.98849	3.41695	0	0	0	0
Healthy	3.56655	5.91805	0.39547	0.01678	0.16396	0.04798	0.04462	0	0	0	24.9475	0.00253	0	0	1.85991	0.93476	0	0.08096	0.03135	0
Healthy	9.30001	12.5899	2.12949	0.72678	1.62436	0.60177	1.50053	0	0.50941	0.20429	0.37684	0.46396	9.97806	1.40887	0	0.17769	0.09059	0	0	0
Healthy	0	0.61342	0.23282	0	0.06467	0	0	0	0	0	0.65176	0.38733	0	0	0	0	0	0	0	0
Healthy	4.58547	0.05525	0.04598	0.05238	0.04257	0.04088	0.05493	0	0.02299	0.0683	0.64553	0.17689	0	0	0.67618	0.26212	0	0	0.31664	0.1449
Healthy	0.60191	0	0	0	0	0	0	0	0	0	0	4.55017	0	0	0	5.35489	0.27244	0.0909	0.36974	0.11657
Healthy	8.89594	3.31188	0.16994	0.18939	0.06688	0.04231	0.09182	0.03973	0.05265	0.08173	0.69966	0.70914	11.2493	1.84304	0.55819	0.05676	1.0802	0.04466	0	0.00538
Healthy	2.28857	0	0.087	0	0.10006	0.02748	0.03831	0	0	0	10.4	1.596	3.09149	0	0	0	0.21426	0.12046	0.00557	0.1016
Healthy	1.5881	0.30555	0	0	0.03984	0	0.0275	0	0	0	18.8718	1.0757	3.39638	0	0	0	0.26853	0.02888	0.24272	0
Healthy	2.45126	0.10188	0.42315	0.08321	0.07885	0.18736	0.06944	0.0002	0.00213	0.04013	0.11144	0.00169	0	0.03776	0.73032	0.00757	0	0.00891	0	0.00458
Healthy	2.46044	0	0.08918	0	0.0877	0.02705	0.02994	0	0	0	10.7814	1.7167	3.20159	0	0.52259	0	0.23053	0.12503	0.00148	0.08824
Healthy	1.54971	1.14484	0.04055	0	0.00323	0	0	0.03172	0	0.00726	15.7596	1.99358	0	0.59996	1.30254	2.50531	0.03664	0.02447	0.01225	0
Healthy	5.67726	14.943	0.37543	0.25588	0.10856	0.01947	0.19979	0.00054	0.03455	0.27664	1.62509	0.12824	0.00062	0	0.72834	0	0.00513	0.0131	0.0243	0
Healthy	8.46202	15.822	0.67256	0.27784	0.40853	0.65596	0.44915	0.00063	0.06346	0.23974	0.0484	0.0225	0	0.09564	0.26853	0	0	0.01947	0.00869	0
Healthy	2.25126	2.53714	0.04351	0.03666	0.03407	0	0.00297	0	0	0	8.44881	2.9813	7.99145	0	0.64838	1.94629	0.32317	0.03636	0.23837	0.03511
Healthy	4.22192	1.2088	0.30554	1.14726	0.23056	0.05185	0.27946	0.04123	0.18769	0.18418	0.16672	0.08493	0	0.61064	1.12206	0	0	0.02446	0.00227	0
Healthy	3.94418	2.96147	0.06706	0.10223	0.22888	0.368	0.12583	0.03501	0.00585	0	1.02654	0.41602	0	0.41261	0.79727	0.25495	0.49185	0.07104	0	0.04165
Healthy	12.3463	6.70075	0.03398	0.52129	0.13959	0.2566	0.05707	0	0.01098	0	2.69031	0.83804	0	0	0.96885	0	0	0.05893	0.47825	0.11314
Healthy	5.33049	0.29805	0.05233	0	0.03901	0.05446	0.00518	0	0	0	0.66251	0.37881	0	0.23188	2.77189	1.56932	0	0.03789	0	0.05013
Healthy	20.0148	13.6909	0	0	0.11875	0	0	0	0	0	5.40208	1.15846	5.64948	0	0	0	0	0	0	0.0497
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.38558	0	0.44843	0.12135	0.04753	0	0.09581	0	0	0	10.9954	0	0	2.05418	0	0	0	0	0	0.18531
Healthy	0.0065	0.68803	0	0	0	0	0.05227	0	0.02494	0	3.35056	0.30999	7.21323	0.15486	1.39244	0	0	0	0	0
Healthy	0.10546	5.08488	0.15173	0	0.53423	0.00767	0	0	0	0.11576	1.96482	0.00063	0	0	1.01381	0	0.00221	0.03117	0	0.02192
Healthy	1.45335	0.37366	0	0	0.01337	0	0.00296	0	0	0	18.9488	3.01986	3.13852	0	0	0	0.22208	0	0.20149	0
Healthy	2.03844	14.7899	1.74666	0.83581	0.83824	0	1.16276	0	1.57113	0	8.78988	1.68474	3.34438	0	0	1.14774	0	0	0.04176	0
Healthy	3.68587	1.14854	0	0	0.05645	0	0.07076	0	0.00799	0	0.03326	0.09286	0	2.80154	0.84025	0	0.08752	0.20078	0.44131	0.00741
Healthy	9.12279	3.25428	0.16709	0.21654	0.08856	0.03412	0.08404	0.032	0.06063	0.05846	0.70321	0.6925	11.0537	1.89533	0.59178	0.05061	1.068	0.04703	0.00234	0.00427
D000236	29.9455	1.61409	4.07985	2.02038	0.34979	0.23061	0.09006	3.07624	0.79226	0.07134	5.43848	0	0	0	0	0	0	0	0	0
Healthy	3.01456	0.1257	0.201	0.137	0.45685	0.1505	0.05254	0.24012	0.03508	0.03392	1.98192	0.96597	0	0.04503	0.8824	0	0.72768	0.00496	0.00339	0
Healthy	2.42352	0	0.07607	0	0.09725	0.031	0.05739	0	0	0	10.7044	1.5835	3.01302	0	0.57226	0	0.19551	0.10117	0.00147	0.10447
Healthy	4.07262	0.87107	0.36324	0.49056	0.4004	0.07059	0.37817	0.03951	0.22122	0.15829	1.45768	0.15631	0	0	1.22786	0.1327	0.06301	0.07614	0.00054	0
Healthy	10.3045	15.9552	0.27836	0.49886	0.23814	0.15578	0.18329	0.21116	0.07631	0.12934	2.19158	3.28961	5.44945	0.07638	0	0	0.08035	0.02282	0	0
Healthy	6.83384	0.29896	0	0	0.01715	0.09131	0	0	0	0	23.8013	0.02071	0	1.72055	0	0	0	0	0.02732	0.0331
Healthy	25.9485	0	0	0	0.54746	0.09233	1.13317	1.13225	0	0	1.38888	0.15731	10.106	0	0	0	0	0	0	0
Healthy	6.51198	5.42049	1.30999	1.28108	1.18037	0.2185	0.53557	0.41198	0.84154	0.19408	6.8275	0.99028	0	0.29749	1.38794	0	0	0.04475	0	0
Healthy	0	7.76254	0	0	0.02603	0	0	0.64271	0	0	1.19066	0.7683	0	0	0	0	0	0	0	0
Healthy	2.35934	3.22307	0.87919	0.08126	0.36958	0.17491	0.18737	0	0.02341	0	17.0702	0	0	0	0.97994	0.06253	0	0.1599	0.00942	0.00264
Healthy	12.844	13.6562	2.86585	1.78618	0.9477	0.21303	0.59171	2.16404	0.12412	0.51583	1.21904	0.11953	0	0	0.29225	0	0	0.00666	0.04261	0
Healthy	4.15981	0	0.02382	0.04856	0.03927	0.03776	0.04703	0.02877	0	0	0.60544	0.4937	2.55122	0	1.37489	0	0.24918	0	0	0
Healthy	3.16308	0.3525	0.07327	0.07924	0.00222	0.05961	0	0.04271	0	0.00376	1.41868	0	0	0.09745	1.07488	0.11516	0.04319	1.43328	0	0
Healthy	10.8676	7.7578	0.79428	0.70317	0.73964	0	0	0	0.94889	0	17.0373	1.10025	0	3.24183	0	0	0	0	0	0
Healthy	0	0	0	0	5.96059	0	8.12526	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.49731	0	0	0	0	0	0	0	0	0	5.44594	0	0	0	0	1.69888	0	0.60156	0.00684	0.07631
Healthy	5.65149	3.02993	0.09274	0.25371	0.2905	0.96034	0.15514	0	0.03517	0.12869	0.34082	0.0649	0	0	0.69252	0	0	0.27508	0	0
Healthy	3.87192	0	0	0	0.00969	0.32396	0	0	0	0	20.8154	0.00797	0	0	0	0	0	0.00178	0.02059	0.05235
Healthy	1.1836	5.08643	0	0.18523	0.01833	0	0.01904	0	0.07283	0	23.7687	8.54181	0.02041	0.20185	0	3.52145	0.01767	0.03622	0	0
Healthy	13.1439	0	0	0	0	0.65593	0	0	0	0	0.00897	0.46255	0	0	0	0	0	0	0	0.00671
Healthy	1.6073	0	0.00761	0	0.00223	0	0	0	0	0	4.06302	0.03392	0	0	0.599	0	0.03211	0.02728	0.07126	0.00776
Healthy	5.3067	21.7213	0.45134	0.02682	0.50977	0.08882	0.07928	0	0.15929	0.18322	10.061	0.42097	1.21303	0	0	0	0	0	0.02359	0
Healthy	0.39899	0.28113	0	0.0606	0.0259	0	0.00239	0.0963	0	0.00244	13.7467	0.20126	9.23788	0	0	0	0	0.11752	0.00776	0.09915
Healthy	1.76502	2.16126	0.46418	0.0362	0	0	0	0	0	0	4.74375	0.31135	0	0	0.95514	0	1.27385	0.11874	0	0
Healthy	3.31697	0	0	0.00561	0	0	0	0	0	0	11.9781	0.19221	0	0	0.34173	0	0	0.13709	0.06383	0.28039
Healthy	9.70583	0	0	0	0	0	0	0	0	0	0	5.62313	0	2.67451	0	0	0	0.03208	0	0.19911
Healthy	8.14541	26.7553	1.18289	0.69745	0.36603	0.01638	0.13596	0.03403	0.13408	0.17834	1.84893	0.05851	3.89547	0	1.22287	2.27134	0.00951	0.03742	0.05113	0
Healthy	2.37827	0	0.17714	0	0	0	0	0	0	0	9.20214	1.02042	0	0	1.27141	0	2.18818	0.29164	0.04411	0.01303
Healthy	13.6233	4.06108	0.06605	0.27028	0.2824	0.0537	0.11189	1.02476	0.00994	0.13371	14.4146	0.10649	1.72287	4.06057	1.05054	0	0	0.05971	0.00633	0.04187
Healthy	5.48794	0	0.09148	0.10326	0.12308	0.17026	0.43706	3.01008	0.05044	0.03473	0.10097	0.12619	0	3.01606	0.33207	0	0	0	0	0.0067
Healthy	2.30835	0.62435	0.02598	0.42992	0	0	0	0	0	0.01605	16.6248	0.46847	0	0	0	0	0.12553	0.0416	0.05531	0
Healthy	3.79023	12.4576	1.03606	4.29248	6.3602	1.71618	4.00532	0	0.32504	1.30068	0	0	0	0	0	0	0	0	0	0
Healthy	0.08404	1.74869	0	0	0	0	0	0	0	0	10.6964	1.75427	10.5507	0	0	0	0	0.00968	0	0.00878
Healthy	3.49138	18.5724	2.19427	1.1876	2.34503	0	1.04221	0	2.48403	0.28422	12.7912	0.10854	3.1877	0	0	1.30116	0	0	0	0
Healthy	2.69608	7.3748	0.54032	0.58525	0.17281	0	0.09402	0.08664	0.08826	0.27092	1.07553	2.1158	0	5.25015	1.62736	0	0.06355	0.89058	0.0271	0
Healthy	1.67582	0	0	0	2.53308	1.29297	0	3.40513	0	0	1.72738	0.45234	0.37137	0	0	0	0	0	0	0
Healthy	1.32251	7.38373	0.99309	0.21335	0.13427	0.06321	0.20558	0	0.17664	0.42594	0.83895	0.30291	0	0	0	0	0	0.0103	0.22718	0
Healthy	0.23433	1.46306	0	0	0	0.02277	0	0	0	0	0.60041	1.2577	0	0	0	0	0.52029	0.05557	0	0
Healthy	0	19.3163	0	0	0	0	0	0	0	0	8.81062	2.54085	0	0	0	0	0	0	0	0
Healthy	2.95484	1.84486	0.95815	6.18027	4.57035	0	0.55654	0.03706	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.82711	1.71819	0.04688	0	0.25455	0	0.08528	0	0	0	27.3225	2.42241	6.14794	0	0.61036	0	0.11213	0.03387	0.16719	0
Healthy	1.38662	4.44846	1.59657	1.65743	1.53524	0.33747	0.68761	0.01456	0.51285	0.15802	0.23197	0.00802	0	0	0	0	0.00804	0.01533	0	0
Healthy	0	0	0	0	0	0.61518	0	0	0	0	0.02674	0.02235	0	0	0	0	0	0	0	0
Healthy	3.29786	0	0	0	0	0	0	0	0	0	0.62117	1.20528	0	0.06671	0	0.07072	0	0.22314	0.27532	0.42783
Healthy	0.78985	0	0	0	0.36425	0.07138	0.08938	0	0	0	7.20346	1.40213	0.54599	0	0	0	0.3534	0.14824	0	0.02377
Healthy	8.83636	0.04069	0.88864	1.21722	0.51966	0.20813	0.98919	0	0.83758	0.76732	3.73863	0.63009	0	0.63608	1.93831	0	0.11447	2.10756	0.01568	0
Healthy	2.22139	3.45289	0.06235	0	0.05189	0	0	0	0	0	2.68031	0.25432	2.83294	0	0.7424	0	0.04948	0.02892	0.18754	0
D000236	5.21825	14.2877	0.56305	0	0.30591	0.80471	0.12007	1.48639	0.50869	0.04901	2.73864	0.55404	0	0	0	0	0	0	0	0
Healthy	1.65226	0.01085	0	4.20371	0.83549	0.02883	0	0	0	0.04248	5.85608	0.07758	0.00787	0.00204	0	0	0.26625	0.07702	0	0.01183
Healthy	3.38132	4.34432	0.10393	0.15581	0.84023	0	0.0104	0	0.0951	0.06319	1.36887	1.00316	0	0.46085	0	0	0.05436	0.26814	0	0
Healthy	0.65172	0.27354	0.90689	1.26078	0.44205	0.00373	0.09964	0.21882	0.11827	0.08127	1.53724	0.1424	0	0.11837	0.58602	0	0	0	0.01167	0
Healthy	0	0.70713	0	0	0	0	0.04107	0	0.03774	0	3.01785	0.32536	7.73303	0.16476	1.39646	0	0	0	0	0
Healthy	3.65331	0	0.12784	0.0989	0.30275	0	0.36611	0.11727	0.17138	0.0324	8.81259	0.09399	0	0.25153	0.7244	0	0	0	0.0198	0
Healthy	6.4901	4.61879	0.55047	0.59849	0.70124	0	0.54117	0.15611	0.02792	0.1324	1.31251	0.2628	0	0	0.9945	0	0.20525	0.01702	0.01158	0.00403
Healthy	2.85895	14.1003	0.22992	0.76541	0.48178	0.00386	0.30278	0.29395	0.12253	0.08248	12.9534	0	0	0	0.69746	0	0	0.00789	0	0.00448
Healthy	4.00989	0	0	0	0	0	0	0	0	0	7.88088	0.86832	0	0.03453	0	0	0.0184	0.04931	0.016	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.09079	0.02777	0	1.63824	0.34777	0	0.02377	0	0	0
Healthy	4.35327	0	0	0	0.09333	0.58262	0.18072	0	0	0.2908	34.0116	0	0	0.61263	0	0	0	0.02661	0	0.01911
Healthy	5.77977	13.3056	0.43271	0	0.29911	0.02357	0.07372	0	0.09108	0.11959	14.0171	0.22414	2.65055	0	0	0	0	0	0.10816	0
Healthy	0.6622	0.3448	1.55825	0.81141	0.46642	0.10371	0.1434	0.53445	0.28652	0.42436	1.32919	0.00744	0	0.0305	0.53778	0	0.02028	0.007	0	0
Healthy	5.39145	7.13911	0.12634	0	0.32608	0.08548	0.00596	0	0	0.12982	12.4988	5.15683	1.44432	0	0	0	0	0	0.00313	0
Healthy	5.56613	13.8124	0.67964	0.00838	0.41306	0	0.09826	0	0.2672	0	11.3411	0.02431	0.46865	0	0	0.12135	0	0	0.23867	0
Healthy	8.14008	9.91143	1.64317	0.93681	0.98731	0.11901	0.76388	1.12711	1.1208	0	2.2829	2.95312	0	0	0	0	0.04512	0.01841	0.00905	0
Healthy	35.2363	1.59929	1.65847	1.6328	1.96339	1.06913	0.79877	0	0.08018	0.54163	0	0	0	0	0	0	0	0	0	0
