group	Faecalibacterium_sp900539885	Agathobacter_rectalis	Enterocloster_aldenensis	Bariatricus_comes	Blautia_A_wexlerae	Streptococcus_sp001556435	Dorea_formicigenerans	Eubacterium_G_ventriosum	Eubacterium_I_ramulus_A	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Dialister_invisus	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	25.0036	2.58913	0.13903	0	0.04841	0	0.02029	0	0	0.01864	0.55875	0.21365	0	0	1.76627	0	0.11362	0.15728	0.04801	0.00754
Healthy	9.34174	0	0.0286	0	0.08818	0.13213	0.18891	3.90837	0.00678	0	11.2449	2.66195	0	0	1.38475	0	0	0.04515	0.22418	0.0042
Healthy	10.0312	10.0562	0.29656	0.57311	0.38963	0.43073	0.18879	0.2415	0.04302	0.10937	8.48275	2.07982	5.91657	1.34487	1.71236	0	0.04053	0.08844	0.00389	0.00067
Healthy	7.01692	1.71252	0.47421	1.28447	1.32614	0.08231	0.33732	0.96916	0.19811	0.63454	17.4094	0.5433	0	0	1.04221	0	0.05032	0.04435	0.06839	0
Healthy	19.6623	0	1.1107	0.1686	0.38406	0	0.10593	0	0.87747	0	6.36684	5.67132	0	5.80877	0	0	0	0	0	0
Healthy	7.139	0.6125	0	0	0.06442	0.02762	0.00561	0	0	0	4.67935	0.08217	0.3401	0	0.86528	0	0.02777	0.01003	0.00904	0
Healthy	4.945	0.40475	0.20643	1.87038	0.14317	0.04644	0	0	0	0.14251	26.5414	0.06956	2.06008	0	0	0	0	0.13253	0.11328	0.01497
Healthy	0	58.377	0	0	0	0	0	0	0	0	10.9309	0	0	0	0	0	0	0	0	0
Healthy	0.70648	0.03172	0	0	0	0	0	0	0	0	0	0	0	0.1053	0.75136	0	0	0.04383	0	1.0033
Healthy	0.94336	0	0	0	0	0	0	0	0	0	0	0.13742	2.73141	1.70841	0	0	0	0.00749	0	0
Healthy	1.73956	3.11051	1.65416	1.11606	0.10676	0	0	0	0.01082	0	0.24584	0	0	0	0	0	0	0	0	0
Healthy	5.36463	0.03627	1.0648	1.86328	0.84186	0.00025	0.74194	0.35877	0.07046	0.3071	4.37897	0.27606	0	0.40012	1.06222	0	0.39161	0.03829	0.07328	0.02809
Healthy	4.8788	0.90042	0.81383	0.41954	0.42212	0.05554	0.22714	0.17413	0.18971	0.0739	4.28628	0.00511	0	0.25036	1.66259	1.00411	0.18658	0.14656	0.00263	0.018
Healthy	3.3383	0.14665	0.35817	0.01738	0.00566	0	0.00252	0	0	0	29.199	0.3707	0	4.3952	0.87509	0	0	0.01755	0	0
D000236	11.0477	1.03533	0.72421	4.88761	1.64061	0	0.69091	0	0.58359	0	7.34764	0.06158	0	0	0	0	0.53706	0	0	0
Healthy	6.25343	13.5052	0	0	0.01248	0	0	0	0	0	0	10.6748	0.01234	0	0	0	0	0	0	0
Healthy	1.39588	0.26023	0.28464	0.28054	0.10507	0	0.17105	0.19134	0.0335	0.07053	0.40212	0	0	0.06701	1.12187	0	0.12638	0.01025	0.00604	0
Healthy	0	0	0	0.10242	0.10923	0.19669	0.19267	0	0	0	0	22.229	7.60787	0	0	0	0	0.01628	0	0.00663
Healthy	2.2851	0	0	0	0	0	0	0	0	0	7.93207	1.25353	0	0	0	0	0	0	0.01783	0
Healthy	2.0372	0.10446	0.14113	0.07471	0.1863	2.47423	0.11231	0.42549	0	0.0347	9.14805	3.11744	0	0	0	2.78817	0	0	0	0
Healthy	5.37303	0	0.09045	0	0.03852	0.01818	0	0	0	0	1.5908	0.3314	0	0.06486	1.14908	0.611	0	0.06615	0.00712	0.05938
Healthy	12.5829	10.9061	0	0	0.09738	0.40927	0	0	0	0	0.01993	2.05584	0.21265	2.86347	0	0	0	0	0	0
Healthy	9.14718	0	0	3.16451	0.16739	0.30545	0.91034	2.28141	0.70085	0	3.8374	0.48518	5.82389	0	0	0	0.0233	0.03862	0.05572	0
D000236	19.6438	17.9558	2.7058	0.84753	0.36249	0.72311	0.0588	0.72251	0	0.3926	1.55678	0.18034	0	0	0	0	0	0	0	0
Healthy	2.3388	0	0	0	0	0	0	0	0	0	7.67362	1.13028	0	0.01817	0	0	0.05758	0.03665	0.02393	0
Healthy	15.615	24.7947	0	0	0.03741	0.13111	0	0	0	0	9.15765	0.09064	0.72017	0	0	1.37598	0	0	0.04424	0
Healthy	0.8132	1.57974	0.52057	0.19372	0.23723	0	0.02905	0.02394	0	0.06892	6.56221	0.02942	0	0	0	11.7213	0	0	0.03886	0
Healthy	4.38932	16.6827	1.76861	0	0.46135	0	0.16392	0.00104	0.0571	0	5.23238	0.23741	0	1.35063	0.47498	0	0	0.154	0	0.08917
Healthy	2.44719	0	0.21989	0	0	0	0	0	0	0	8.11714	1.09966	0	0	1.28887	0	2.16556	0.34547	0.07528	0
Healthy	3.1183	0	0	0	0	0	0	0	0	0	11.7791	0.1886	0	0	0	0	0	0.16682	0.06469	0.29636
Healthy	5.15798	2.4308	0.07969	0.10842	0.17323	0.15514	0.04253	0.73078	0.05173	0.01504	12.3461	1.13727	0	6.0883	0	0	0	0.0336	0	0
Healthy	0.42542	0	0.74637	0.68283	0.52043	0	0.54558	0.26715	0	0.06685	0.13999	0	0	0	0	0	0	0	0	0
Healthy	11.6457	6.02544	0.22928	0.53752	0.41187	0	0.0831	0	0.66732	0.03449	0	0	0	0	0	0	0	0	0	0
Healthy	3.0777	19.5991	0	0	0.03941	0.19169	0	0	0	0	3.03918	4.20035	0	1.16031	0	0	0.0284	0.01158	0.03584	0.02108
Healthy	8.60682	2.38922	1.07525	0.11809	0.56324	0	0.2493	0	0.03664	0.10914	2.7594	7.34405	0	0	2.17888	1.17066	0	0.08045	0.06664	0.07947
Healthy	2.07277	0.59866	0	0.50252	0.00467	0	0	0	0	0	16.4749	0.50022	0	0	0	0	0.16589	0.02926	0.0445	0
Healthy	13.4301	5.57007	1.28369	0.96206	0.28625	0.02919	0.48062	1.15363	0.49705	0.27844	1.82321	0.07468	2.41012	1.11019	0	0	0	0.00479	0	0.01509
Healthy	4.9579	5.70583	0.12491	0.24038	0.2838	0.05257	0.41962	0.33596	0.41749	0.27071	4.47505	1.31803	0	8.35232	0	0	0	0	0	0
Healthy	1.86382	1.53822	0.05359	0	0.21375	0	0.08728	0	0	0	27.1753	2.28402	6.31994	0	0	0	0.13955	0.04382	0.13706	0
Healthy	5.3213	2.87367	1.28893	1.3944	0.15676	0.1759	0.32511	0.12179	0.03597	0.24982	0	0	0	0.00974	0	0	0	0.02772	0	0
Healthy	2.78432	14.5704	0	0.23466	0.2372	0.23491	0.17535	0.31422	0.08539	0.14346	3.55942	0.13214	0	1.37882	1.21387	5.26812	0.04627	0.01718	0	0
D000236	24.0619	23.0578	0.87505	0.89838	0.43388	0.31074	0.11209	0.24831	0.29999	0.16511	2.69281	0.13394	2.34095	0	0	0	0.00862	0.0155	0.00632	0
Healthy	0.55015	0	0	0	0	0	0	0	0	0	2.62044	0.28647	9.38507	1.50822	2.68199	0.16414	0.26868	0.01433	0.07386	0.0095
Healthy	0.14081	1.89779	0.05146	0.45237	0.09639	0.61746	0.32137	0.20158	0	0.10353	0.6963	0.3521	0	0	1.66295	2.8429	0	0	0	0
Healthy	0.0676	1.97761	0	0.17783	0.46655	0.02681	0.07381	0	0	0.02124	1.89739	0.28393	0	0	0	0	0	0.01841	0	0
Healthy	1.16847	13.1567	0.65636	0.44957	0.47006	0.54959	0.18434	1.16107	0.04713	0.01217	8.65937	0.05357	4.57048	0	0	0	0	0	0.00395	0
Healthy	0.23781	2.04906	0	0.12995	0	0	0	0	0.04571	0	32.3711	4.5246	0	0	0	0	0	0	0	0
Healthy	0.6775	0.53169	0.43605	0.62141	0.23314	0	0.40961	0.75498	0	0.15263	4.67013	0.66953	0	0	0	0	0	0	0.21817	0
Healthy	7.11737	0.30951	0	0	0.02102	0.00488	0	0	0	0	4.44051	0.0787	0.22393	0	0	0	0.03206	0.01174	0.01416	0
Healthy	2.95363	3.46053	1.01942	0.63985	0.39103	0	0.17357	0.11289	0	0	1.43169	0.01831	0	0	0	0	0.16113	0.1855	0	0
Healthy	1.6935	1.49164	0.04626	0	0.20242	0	0.09506	0	0	0	26.5041	2.3959	6.21868	0	0.57726	0	0.14164	0.03422	0.16596	1.75359
Healthy	1.00649	0	0.03367	0.46247	0.0787	0.01809	0	0.0107	0	0	3.792	1.72599	0	0	0.66694	0	0	0.07956	0	0.02236
Healthy	0.58912	0	0	0	0	0	0	0	0	0	0	4.78277	0	0	0.33523	5.18049	0.24801	0.07982	0.27962	0.09677
Healthy	2.28126	0	0	5.3828	0.35534	0.04527	0	0	0	0	3.78612	0.23574	0	0.14499	0	0	0	0	0	0
Healthy	4.31178	1.69104	0.09781	0.19773	0.05903	0	0.00541	0.00781	0.1304	0.0332	42.4055	2.03628	0	0	0.77976	0	0	0.15757	0	0
Healthy	4.40986	9.74523	1.56355	0.52847	0.34967	0.17341	1.60783	0.55049	0.40117	0	6.23354	0.15731	0	0	0	0.12635	0	0	0.07434	0
Healthy	5.28983	5.61441	0.09081	0	0.17933	0.09694	0.02922	0	0	0.02877	13.1335	0.29195	0.71627	0	0	0	0	0	0.02043	0
Healthy	2.64435	0.12221	0.11736	0.52109	0.20066	0.10448	0.12416	0.00109	0.04063	0	5.51978	0.01405	0	0.81765	0	0	0	0.03596	0	0.00672
Healthy	8.21505	3.16596	0	0.00276	0	0	0.03825	0.01685	0	0	0.64979	0.08137	0	0	0	0.00386	0.02749	0	0.00195	0
Healthy	2.8001	0	0	0	0	0	0	0	0	0	28.9956	10.912	0	0	0	0	0	0	0	0.02756
Healthy	3.10301	2.13656	0.69476	0.06325	0.04387	0.11649	0	0	0	0	2.97682	0.00192	7.71695	0	1.26819	0	0.07651	0.05683	0.14888	0
Healthy	6.55636	10.5765	1.61871	0.69093	1.5481	2.33936	0.87295	0.52701	0.47458	0.57968	4.03341	0.05586	1.04554	0	0.55239	0	0.00129	0.01604	0.0232	0
D000236	4.65947	24.4641	3.21113	2.67351	0.46638	0.09819	0.85892	1.71728	0.77813	0.44455	1.41412	0.4432	0	0.14844	0	0	0	0.0028	0	0
Healthy	2.22941	2.5135	0.06142	0.01759	0.04581	0	0	0	0	0	8.76874	2.7889	7.84447	0	0.69035	2.02323	0.34418	0.03687	0.22545	0.01748
Healthy	7.6323	7.53919	1.34658	0	2.2306	6.35278	0.66261	0.34983	0.02221	0.21343	4.26209	0.73184	0	0.24682	0.49771	3.49322	0	0.01001	0	0
Healthy	1.09804	0.08384	0.05741	0	0.04487	0	0.01292	0	0	0	21.9905	1.84145	0.05245	0	0.82746	0	0.33978	0.08545	0.02357	0.07517
Healthy	0	21.3371	0	0	0	0	0	0	0	0	13.672	3.88316	0	0	0	0	0	0	0	0
Healthy	12.4119	6.09006	0.28942	0.33906	0.15608	0	0.17672	0.35405	0.25739	0.22257	3.13866	0.13259	3.62832	1.54313	0	0	0	0.00956	0	0.02845
Healthy	1.34106	5.01751	0	0.22819	0	0	0.01946	0	0.10383	0	23.7111	9.14481	0.00949	0.16124	0	3.51291	0.0049	0.04585	0	0.00263
Healthy	4.19292	0.36535	0.19863	1.42362	0.31818	0	0.04775	0.00623	0.09706	0.37966	1.66357	0.81661	0	0.7948	0.0809	0	0.32856	0.02734	0	0.00838
Healthy	1.47266	0	0	0	0	0	0	0	0	0	1.26985	14.8447	0	0	0	0	0	0	0	0.08033
D000236	2.03444	2.68551	0.69264	1.56693	0.12258	1.5786	0.5977	0.01353	0.19944	0.32063	1.14543	0.04863	0	0	0	0	0.06376	0.49398	0	0
Healthy	2.30154	0.62486	0	0.48183	0.01835	0	0	0	0.03517	0.02741	16.757	0.56901	0	0	0	0	0.17835	0.02881	0.0483	0
Healthy	16.1297	33.6064	1.12445	1.09942	0.12684	0.02602	0.65424	2.76253	0.00174	0	0.6963	0.37223	0	0	0	0	0	0	0	0.00121
Healthy	0	0	0	0	0	0	0	0	0	0	0.33608	0.62349	0	0	0	0	0	0	0	0
D000236	1.39521	14.4438	0.60703	0	0.33625	0.09784	0.12414	0.18291	0	0.0365	2.07107	1.83722	0	0	0	0	0	0.0114	0.00442	0.00606
Healthy	45.8239	0.29222	0	0.34963	0.45481	0	0.18368	0	0.76114	0.27732	0	0	0	0	0	0	0	0	0	0
Healthy	1.45275	0.14081	0	0.22473	0.03049	0	0	0	0.13434	0	0	28.7839	0	0	0	0	0	0.01757	0	0
Healthy	3.72515	3.52782	0.04345	0	0.03566	0.25974	0.09497	0	0.01093	0.00054	0.08925	0.11623	0	0	0	0	0	0	0.0733	0
Healthy	2.04774	0.67438	0	0.41067	0.00451	0	0	0	0.01871	0	16.5047	0.56492	0	0	0	0	0.1584	0.02861	0.06128	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.1862	1.0522	0.32145	0.29344	0.05498	0	0.22546	0.22719	0.02981	0.0305	0.17435	0.01773	0	0.33416	0.99741	0.0125	0.00171	0.03019	0	0.04435
Healthy	7.58706	0.08713	0.04124	0.16672	0.22659	0.1668	0.08962	0.46636	0.02942	0.09336	0.88418	0.02147	0	0	1.1605	2.36673	0.025	0	0.08591	0
Healthy	1.22405	4.9225	0	0.19657	0.02201	0	0.03174	0	0.09825	0	23.6122	8.5798	0	0.16858	0	3.4011	0.02214	0.03793	0	0
Healthy	13.6787	6.02072	0.05942	0.12979	0.54982	0	0	0.05321	0.06329	0.18539	5.86275	1.40254	0	1.79141	0	0	0	0	0	0
Healthy	1.49092	2.34689	0	0	0.09524	0.00864	0	0	0	0	0.63368	0.1194	0	0	0.09448	0	0	0.24661	0.04227	0.0914
Healthy	0.39393	1.70222	0.94805	0.07073	0.11302	0	0	0.07783	0	0	2.73012	0.3663	0	0	0	0	0	0	0	0
Healthy	1.40523	2.25909	0	0.00106	0.10696	0.00896	0.00055	0	0	0	0.32495	0.11601	0.01051	0	0.10388	0.06776	0	0.21495	0.04591	0.09967
Healthy	1.48285	0	0	0	0	0	0	0	0	0	1.31601	14.5581	0	0	0	0	0	0	0	0.05502
Healthy	0.86131	3.27681	0.10685	0.05258	0.07025	0	0.01428	0.03836	0	0.00962	18.2033	0.0582	17.7106	0	0	0	0.10342	0.09774	0.3578	0.10334
D000236	7.78589	0.93165	1.60358	1.40065	0.30063	0.14792	0.48706	0.51168	0.00968	0.15161	0.681	0.24951	0	0	0	0	0	0	0	0
Healthy	3.95825	2.21132	0	0.0714	0	0	0	0.01521	0	0	11.1638	0.0732	0	0	1.06637	0.2306	0	0	0	0
Healthy	5.39657	1.02286	0.1854	1.08346	0.09318	0	0.20442	0	0.11386	0.12262	0.95395	0.05904	0	0.83894	0.98891	0	0	0.03431	0	0
D000236	9.44888	15.059	1.50865	1.16279	1.94251	0	0.09538	0	0	0.34028	5.63978	1.10821	0	0	0	0.09371	0	0	0	0
Healthy	6.34204	0	0	0.00954	0.03987	0	0	0	0	0	11.6404	0.49855	0	5.71554	0.92545	0	0	0.18693	0	0.00292
Healthy	2.44857	0.83672	0.24929	0.21123	0.14347	0.10893	0.04711	0.15348	0	0.03693	3.17903	0	0	0	0	0.41094	0.00899	0.84374	0	0
D000236	2.33932	3.61866	1.69803	4.74162	0.41746	0.0288	0.31567	1.51024	0.10237	0.27906	0.87312	0.70058	0	0	1.03101	0	0	0	0	0
Healthy	0.3946	32.8988	0	0	0	0	0	0.80895	0	0	8.22231	2.00566	0	0	0	0	0	0	0	0
Healthy	0.19077	15.7218	0.64868	0	0.83623	0.03393	0.46391	0	0	0	19.2128	6.76685	0	0.05476	0	0	0	0	0	0
Healthy	0.19713	0.04311	0	0	0.13903	0	0	0	0.07899	0.71082	0.79325	0.27955	0	0	0.76064	0	0	0.00266	0.16422	0
Healthy	4.42382	5.72542	0	0.17486	0.06731	0	0.05677	0.39493	0	0	4.39148	0.70865	0	1.97653	1.48389	4.42571	0.00223	0.07534	0.06876	0.13377
Healthy	9.38596	12.4988	2.12388	0.77131	1.56451	0.6013	1.42266	0	0.54117	0.21756	0.38564	0.50405	10.2654	1.3587	0	0.17439	0.09969	0.00163	0	0
Healthy	5.80343	3.15197	0.17397	0.16305	0.26611	0.1204	0.31886	0.12314	0.00947	0.11633	4.30631	0.17684	0	0.10504	1.00259	0	0	0.00684	0	0
Healthy	8.3565	3.17735	0	0	0	0	0.06589	0.02161	0	0	0.67004	0.06601	0	0.00497	0	0.03807	0.01802	0	0.01364	0
Healthy	0	0	0	0	0	0	0	0	0	0	25.0635	2.79958	0	0	0	0	0	0.01628	0.07304	0.40049
Healthy	30.8149	10.8797	0.40493	0.54992	0.36482	0.00238	0.39391	0.01481	0.42899	0.53096	1.19018	0.91536	0	0	0	0	0	0.01112	0.28218	0
Healthy	3.41069	0.33868	0.05673	0.07343	0	0.07188	0.00191	0.04378	0	0	1.5467	0	0	0.10226	1.08879	0.08712	0.04428	1.41385	0	0
Healthy	3.10792	0.64263	0.50189	0.79107	0.203	0.01983	0.40731	0.63224	0.0739	0.19834	4.67	0.71924	0	0	1.42818	0	0.00517	0.09225	0.00858	0
Healthy	3.7263	0	0	0	0	0.05432	0	0	0	0	0	8.57775	0	0.16267	0	0	0	0	0	0.06058
Healthy	5.01807	0.07269	0.07672	0.65302	0.79192	0.08208	0.27613	0	1.15438	0.51608	5.23516	0.00073	0	0.00859	0	0	0	0.00408	0.05381	0
Healthy	2.29966	0	0.08611	0	0.12935	0.03226	0.02758	0	0	0	10.3651	1.61979	3.05247	0	0.52554	0	0.17427	0.13519	0.04039	0.06476
Healthy	5.39272	2.94227	1.23585	1.02057	0.42614	0.18623	0.45329	0.23827	0.09311	0.39519	2.12868	0.08658	0	0.134	0.88295	0	0.0163	0	0	0
Healthy	4.03194	0.84345	0.38677	0.55803	0.4394	0.08305	0.36195	0.03092	0.2104	0.16875	1.06039	0.12001	0	0	1.22171	0.13101	0.05884	0.08889	0	0
Healthy	0.93482	0	0	0	0	0	0	0	0	0	16.4058	0.58067	0	0	0	0	0	0.04883	0.50664	0.01782
Healthy	2.6246	0	0	0	0	0	0	0	0	0	31.5093	11.3951	0	0	0	0	0.03886	0.11257	0.09896	0.42091
D000236	1.49434	14.0592	0.66773	0	0.35357	0.09672	0.14331	0.17869	0	0.0371	2.87423	1.65395	0	0	0	0	0	0.01402	0.00434	0.00396
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.87498	0.80182	0	0	0.01208	0	0.02128	0	0	0.57054	1.77943	0.25439	0.07785	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.01749	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.18213	0	0.08808	0	0.04465	0.01802	0	0	0	0	1.70113	0.22884	0	0.07225	1.11388	0.63244	0	0.04906	0.00437	0.05638
Healthy	7.65713	0.61543	0	0.0214	0.0373	0.01987	0.00978	0	0	0	0.23899	0.10818	0.37059	0	0.83625	0	0.03986	0.00212	0.01483	0
Healthy	0	2.21299	0.87392	0.14132	0.14994	0	0	0.09682	0	0	3.32482	0.46503	0	0	1.94578	0	0	0	0	0
Healthy	0.53452	18.844	2.22681	1.03516	1.31539	0	0.67861	0	0.93831	0	7.89896	0.21936	30.7575	0	0	0.04778	0	0	0	0
Healthy	6.54528	0	0	0	0.04253	0	0	0	0	0	12.8472	0.54533	0	5.79661	1.01438	0	0	0.22062	0	0
Healthy	4.5002	1.42764	0	0	0	0	0	0	0	0	12.5707	0.60819	0	2.41078	0	0	0	0	0	0
Healthy	3.41702	0.41419	0.0547	0.07482	0	0.05495	0	0.07523	0	0.01278	1.52733	0	0	0.11072	1.07443	0.08815	0.0469	1.3464	0	0
Healthy	8.62455	3.44851	0.14821	0.28028	0.36471	0.72398	0.20406	0.08023	0.02875	0.08176	4.7981	0.22828	0	0	1.06046	0.69899	0.00229	0.00649	0.15579	0.00762
Healthy	5.47994	0.25598	0	0	0	0	0	0	0	0	4.7358	0.02983	0.12854	0	0	0	0	0	0	0
Healthy	5.76962	1.29812	0.0877	0.38043	0.39031	0.04125	0.14706	0.30878	0.07587	0.1402	2.45903	0.24402	0	0.36324	0.61141	0	0.00461	0.03111	0.0016	0
Healthy	0.09365	1.76912	0	0	0	0	0	0	0	0	10.6074	1.844	10.2351	0	0	0	0	0	0	0
Healthy	14.0122	1.66625	0.05768	0.04582	0.30495	0.0044	0.16336	0.14333	0.04623	0.01814	0.95347	0.87297	0	1.59013	0.4713	0	0.12321	0	0	0.01412
Healthy	4.65881	0.47435	0.24109	0.20998	0.23492	0.01349	0.12304	0.35044	0.04962	0.09218	0.19957	0.12633	0	0	0.69402	0	0.04887	0	0.06823	0.01308
Healthy	7.7549	0.6305	0	0.01267	0.0375	0.02287	0.01071	0	0	0	4.46841	0.0797	0.39579	0	0.8552	0	0.01986	0.00197	0.02056	0
Healthy	1.88029	6.35659	0.18841	0.34088	1.9076	0	0.15454	0	0.11506	0.22784	1.42639	0.26876	0	0.05204	0	0	0.01701	0.15949	0	0
Healthy	15.2205	2.35374	0.75695	2.76579	3.97013	0	9.37058	0	0.06212	1.72856	0	0	0	0	0	0	0	0	0	0
Healthy	17.4044	11.8794	1.31911	0.27979	2.69181	0.16055	1.13421	0	0.03861	0	0.23024	0.23214	12.5399	0	0	0	0	0	0	0
Healthy	4.37305	0.51934	0.31167	0.14977	0.40566	0	0.34865	0	0.03123	0.20901	3.13086	2.60554	0	0	0.83959	2.24428	0	0.49873	0.22766	0.04546
Healthy	0.21155	2.37298	0.19966	0.28857	0.67031	0.00336	0.65119	0.11036	0.10705	0.08539	4.63946	0.10442	0	0	1.10475	0	0	0	0.00766	0
Healthy	6.85215	0.00664	0.30075	0.13551	0.10782	0.08761	0.09079	0.00278	0.02323	0.0598	3.20216	1.14865	9.70837	1.01465	0.72307	0	0.22505	0.01231	0.01198	0
Healthy	14.722	0.8372	0.04958	0.029	0.143	0.01115	0.3319	0.0006	0.02544	0.5304	0.17681	0.0762	0	0	0	0	0	0	0	0.00335
Healthy	8.32259	5.25405	0.24336	0	0.16356	0.02489	0	0.10751	0.02271	0	0.56658	1.14839	0	0	0.19415	0.00916	0.00606	0.02718	0	0.16608
D000236	5.17882	0.9875	1.44575	1.42024	0.37094	0.21914	0.72405	0.86687	0.11256	0.26175	0.26869	0.25776	0	0	0.73551	0	0	0.01211	0	0
Healthy	2.00315	4.27038	1.13057	1.23752	2.40001	0.04949	0.35288	0	0.51873	0	0.73576	0	0	0	0	0	0	0	0	0
Healthy	1.01909	0	0	0	0.02236	0	0	0	0.03655	0	0	37.0084	1.23052	0	0	0	0	0.01534	0	0.10557
Healthy	8.58025	22.2305	0.04878	0	1.08347	0	1.1278	0.41953	0.36839	0	4.68179	0.92453	6.02966	0	0	0	0	0	0	0
Healthy	0.85075	3.18293	0.08188	0.07628	0.06887	0.00215	0.01157	0.01302	0	0.02991	17.8919	0.0554	18.2612	0	0	0	0.14635	0.08026	0.31683	0.10562
Healthy	4.90281	2.09805	0	0.05771	0.10534	0.01444	0	0	0	0.01477	2.66053	0.23362	0.33089	1.45368	2.35828	3.83431	0.01261	0.10474	0.01076	0.06735
Healthy	1.27219	5.11307	0	0.19279	0.01131	0	0.0138	0	0.08335	0	23.4758	8.80756	0	0.17932	0	3.64685	0	0.04917	0	0.00264
Healthy	0.00125	0	0	0	0	0.37623	0	0	0	0	0.00264	0.02435	0	0	0	0	0	0	0	0
Healthy	2.73308	0.98672	0	0	0	0	0	0	0	0	13.8094	0.82082	4.76088	0	1.11466	0	0	0	0.40728	0
Healthy	0.18578	0.41278	0	0.97204	0.22957	0.10104	0	0	2.95635	0	0.38894	0.00149	0	0.01365	0.16086	0.41865	0.04529	0.08333	0	0.03639
Healthy	5.41291	17.3961	3.89868	0.20452	1.37881	0.06383	1.32099	0.05177	0.3528	0.36299	2.82229	0.09093	0	0.32187	0	0	0	0	0	0
Healthy	2.28317	0.83143	0.22169	0.23805	0.11127	0.11874	0.03974	0.14686	0	0.02536	3.43944	0	0	0	0	0.43486	0.02734	0.82276	0	0.01173
Healthy	7.17907	12.5415	0.11054	0.08139	0.247	0.00058	0.08097	0.05014	0.08759	0.07881	6.78976	0.37808	1.1628	0	0.40539	0.16192	0.17342	0.01853	0.00726	0
Healthy	1.586	10.1235	0.27649	0.68652	0.08864	0	0.23561	0	0.17855	0	32.6323	0.87668	0	2.23745	0	0	0	0.06379	0	0
Healthy	4.09215	0.69666	0	0	0.04611	0	0	0	0	0	11.2517	0.02086	4.20297	6.31845	0	0	0	0.00831	0.03323	0
Healthy	3.19559	0.12268	0.36468	0.03076	0	0	0.01506	0	0	0	29.1791	0.34802	0	4.30259	0.78237	0	0	0	0	0
Healthy	3.99635	12.0184	0.80409	0.46988	1.14523	0	0.17836	0	0.48207	0	8.7405	0.66995	1.71106	0	0	2.92461	0	0	0.01459	0
Healthy	1.12898	2.63329	0.09081	0.81183	0.65018	0	0	0	0	0	8.422	0	0	0	0	0	0	0	0.42781	0
Healthy	4.70427	10.8179	2.50881	1.90225	1.10224	0.05492	0.18159	0.01989	0.27934	0.60769	2.70112	1.54682	0	0	0	0	0	0.00102	0.00266	0
Healthy	10.332	2.03824	2.46259	0.96888	0.76809	0.14015	0.97838	0.27631	0.27926	0.58348	0.8297	0.02192	0	0	0.25093	0.00238	0	0	0	0
Healthy	6.25914	14.9066	0	0.91667	0.53754	0.01646	0.28475	0	0.50258	0	5.58531	0.19595	0	0	0.38319	0.21708	0.03529	0.08259	0.13452	0.00641
Healthy	3.62763	2.80319	0	0	0.11803	0.04065	0.03945	0	0.01422	0.02795	0.04157	0.15181	0	4.69192	0.81369	0	0.02622	0.10979	0.1875	0
Healthy	4.06552	0.63774	0	0.07308	0.00616	0	0	0	0	0	12.8733	6.77658	8.15181	0	0	0	0	0.04104	0.03818	0.51211
Healthy	4.90063	0.66813	0	0.03823	0.06382	0	0	0	0.01676	0	11.0603	0.02984	4.56912	6.18676	1.0888	0	0.01437	0.03942	0.06156	0.01781
Healthy	1.42433	0.35184	0	0	0.04955	0	0.02245	0	0	0	18.8293	1.39389	3.44846	0	0	0	0.22312	0.02813	0.2442	0
Healthy	1.07571	0	0	0	0	0	0	0	0	0	0.644	0.34084	0	0	0	2.31424	6.85277	0	0	0
Healthy	1.24417	0.80859	7.22726	1.49928	1.79633	0.36187	1.68644	0.0335	0.01082	0.24862	0.64506	0.00889	0	1.2322	0.07397	0	2.39327	0.0184	0	0.0208
Healthy	5.874	5.9655	3.11136	0.98334	0.9495	1.36755	1.36794	0.1437	0.09587	0.0466	0.08593	0.11363	0	0.48424	0	0	0	0	0.01188	0
Healthy	0.07152	1.82578	0	0	0	0	0	0	0	0	10.9494	1.71846	10.2339	0	0	0	0	0	0	0
Healthy	43.918	8.29704	0	0	0	0	0	0	0	0	4.40896	0.48777	0	0	0	0	0	0	0.4085	0
Healthy	1.48175	1.46801	0.59154	0.11048	0.02619	0.01543	0.03642	0.00285	0.0566	0	8.21636	0.27901	0	2.94365	2.48897	0	1.92778	0.08789	0	0
Healthy	1.42466	1.37902	0.50431	0.10786	0.0259	0.0023	0.04014	0.02232	0.037	0	7.73929	0.28942	0	3.28919	2.5287	0	2.04295	0.08892	0	0
Healthy	3.77448	0.5148	0	0	0.08096	0	0.07273	0	0.0489	0.01043	0.04398	0.13771	0	1.04066	0.90868	0	0.24195	0.18524	0.16613	0.02361
Healthy	0	0	0	0	0	0.09108	0	0	0	0	0	19.941	0	0	0	0	0.01558	0.17572	0	0
