group	Enterocloster	Anaerobutyricum	Bariatricus	Blautia_A	Dorea	Anaerostipes	Eubacterium_I	Lawsonibacter	Longicatena	Gordonibacter	Bacteroides	Alistipes	Dialister	Akkermansia	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
Healthy	0	0	0.05178	0.04792	0	0	0	0.05307	0	0	39.4617	2.09245	4.55373	0	0.13378	0	1.09822	0.02523	0.02042	0.02656
Healthy	0	0	0	0.0345	0.00936	0	0	0	0.00495	0	20.19499	14.75175	3.30953	0	0	0	0	0.01679	0.20918	0.24438
Healthy	0.20896	0	0	0	0	0	0	0	0.21008	0	7.1189	0	0	10.9872	0	0	0	0.00254	0	0
Healthy	0.04065	0.00589	0	0.00782	0.01203	0	0	0	0	0	31.94416	35.57128	0	0	0.05714	0	2.35553	0.01057	0.04505	0
D003093	3.12186	3.70634	3.5511	1.39251	2.7042	2.38269	4.00595	0	0	0.02061	7.70329	0.81689	0	0	0	0	0	0.01182	0	0.41108
Healthy	0.13185	1.94384	0.70705	0.32465	1.37903	0.27244	0.0914	0	0.00297	0	4.10224	0.29946	0	0.12052	0.20863	2.38139	1.05194	0.00414	0	0.00094
Healthy	0.0546	0.36141	0.23047	0.5066	0	0	0	0	0	0	14.96584	1.8017	0	0	1.25551	0.50663	0	0	0	0
D003093	0.5487	3.28007	1.05429	0.97837	0.81476	0.12917	0.3268	0.23823	0.02489	0.06181	7.50848	1.29634	7.76421	0	0.02861	0	0.83244	0.07189	0	0.21337
Healthy	0.32046	0	0	0.02582	0	0	0	0	0	0	8.8548	16.15426	0.22705	0.85429	0	0	0	0.01477	0.03482	0.01775
Healthy	0.15849	0.24259	0.16605	0.13245	0.10056	0.07836	0.01597	0	0	0	5.61741	0.93099	3.41378	0	0.09155	0	0.4877	0	0	0.003
Healthy	3.82766	7.65875	1.73528	1.15594	0.44618	0.277	0.22731	0	0.00306	0.55273	4.10353	3.91365	0	13.1215	1.46403	0.22609	0.33035	0.05231	0.13325	0
Healthy	0.0127	0	0	0.02706	0.01198	0	0	1.52129	0	0	9.03255	17.36996	0	0	0	0	2.76135	0.06456	0	0.00201
Healthy	1.40342	0.44336	1.51473	2.57449	0.39494	0.0501	0.01476	0	0	0	0	0	0	0	2.36997	5.91318	0	0	0	0
Healthy	1.17715	0	0	0	0	0	0	0	0	0	11.04642	16.30107	0	0	0	0	0.71157	1.37242	0	0
Healthy	0.72287	0	0	0	0	0	0	0	0	0	37.04961	16.26055	0	0	0	0	0	0	0	0
Healthy	2.23196	2.17155	2.2153	1.3018	0.54354	0.26805	0.10434	0	0.00051	0	5.0983	0.59627	3.37304	0.95794	0.00757	0	0.24477	0	0	0
Healthy	0.70271	0.11674	1.08121	0.37713	0.06721	0.01919	0.13343	0.00407	0	0	9.98656	4.43764	0	0.33902	0.65301	0.20727	0.87997	0.03146	0.01677	0.03041
Healthy	0	0	0	0.07163	0.03222	0	0	0	0	0	20.80739	13.50245	3.24018	0	0	0	0	0.00747	0.24256	0.29186
Healthy	0.28883	0.35619	0.64339	0.53075	0.16251	0.07776	0.03487	0	0.00673	0	14.23322	0.98607	0	0	0.09369	0.7943	1.11273	0	0	0.01829
Healthy	2.3615	2.13591	3.85849	1.04258	1.86853	0.02079	0.22769	0	0.0091	0.06496	3.83279	5.48667	2.46321	5.48769	0	2.68708	0.81027	0.04736	0.16673	0.00844
Healthy	0.33735	12.4237	0.49342	2.21053	0.74443	8.31141	3.26962	0.00062	0.03893	0.09152	2.96307	0.29604	0	0	0	0	0	0	0	0.02173
Healthy	1.91245	0.22809	0.32368	0.78676	0.36555	0.30271	0.17545	0	0.06206	0	11.86551	5.09971	2.14018	0.00876	0.01975	0.03732	0	0.19157	0.00945	0.00037
Healthy	0.40596	0.24781	0.51981	0.18007	0.29175	0	0	0	0	0	1.45354	0.27015	0	0	1.0492	4.03147	0	0	0.08074	0
Healthy	0.03163	0.04377	0.02446	0.03594	0	0	0	0	0	0	36.79429	15.55801	2.87372	0.12127	1.19804	0.05697	0.78979	0.02295	0.04101	0.2765
Healthy	0.88828	0.83737	0	0	0	1.2057	0	0	0	0	26.46002	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.38011	1.21484	1.55891	0.96043	0.82643	1.97585	0.06994	0	0.00724	0.01686	5.62348	5.33469	0	0	0	0	0.82828	0	0.06587	0.16505
Healthy	0.94258	0.3056	0.67447	0.08844	0.19001	0.03419	0.03903	0.0053	0	0	8.85781	4.78753	0.0066	4.66303	1.20517	0.08659	0.88284	0.0272	0.14854	0.00952
Healthy	0.36283	0.69988	1.56193	1.45086	0.85578	1.18084	0.12578	0	0	0	14.89635	0.76052	0	0	0	0	0	0	0	0
Healthy	1.42673	0.58769	1.4383	0.57697	1.1992	0.45387	0.89167	0	0	0	5.86682	1.44942	0	0	0.96727	0.58978	0.60966	0	0.3225	0
Healthy	0.6859	0	0	0	0	0	0	0.04513	0	0	17.20699	4.39902	0	0	1.36489	0.06375	1.26654	0.34087	2.35452	0.0466
Healthy	2.06463	1.4522	0.87985	0.4586	0.06154	0.81113	0.05902	0	0	0	13.66491	10.75144	0	6.098	1.62661	1.38448	0.95375	0.78207	0.05852	0.02513
Healthy	0.44244	1.02341	0.02105	0.44348	0.05285	0.47725	0	0	0	0	26.19298	2.04373	1.80516	0	0.08917	0	0	0	0	0.08676
Healthy	3.60594	3.26992	0.72734	0.68413	0.0992	0.13853	0	0	0.0271	0.00991	20.8184	0.39852	0	0.44848	0.51137	0	0	0.04636	0	0
Healthy	2.1065	6.4056	1.75476	1.7267	0.91997	2.01444	0.66919	0	0	0	0.20244	0	0	0	0	0	0	0	0	0
Healthy	0.1025	0.75643	0.05632	0.928	0.93186	0.17791	0.28487	0	0	0	7.03795	0.56838	6.0096	0	0	0	0	0	0	0
Healthy	0	0	0	0.12429	0	0	0	0	0	0	9.83131	1.27724	5.46871	0	0	0	0	0.01504	0	0
Healthy	0.05209	0.08561	0.02746	0.12805	0.06949	0.06016	0	0	0	0	0.54524	2.6176	0.24349	0.00127	0.50567	0	0.37925	0	0.00871	0.00465
Healthy	0	1.46711	0	0.82911	0	0	0	0	0	0	0.42535	1.73704	10.3897	2.88098	0.09957	0	0	0	0	0
D003093	1.33436	6.05426	2.7213	4.8115	0.32847	4.54377	0.44029	0.15257	0.00857	0	12.5601	4.86206	0	0.01306	0.00257	0	0	0.12661	0.10394	0.09928
Healthy	0.04631	0.01597	0	0.00485	0	0	0	0	0	0	36.34461	22.7161	0	3.41279	0.03044	0	1.34472	0.01003	0.02584	0.01476
D003093	0.04273	0	0.14263	0.00212	0.00224	0.05695	0.00387	0.07616	0.0441	0	15.91517	3.69942	0.70409	0.02439	0.0439	0	0.64137	0.16338	0	0.01147
Healthy	0.3831	2.02374	1.33178	1.06048	0.1788	0.71273	0.00754	0	0	0	13.48719	0.57422	4.8437	0.02971	0.10792	0.07658	2.90264	0.05562	0	0
Healthy	0.07851	0.0702	0	0.09827	0.01386	0.01399	0	0.92553	0.015	0	13.77652	21.23731	2.94102	0.15368	0.01057	0	0.53494	0.20101	0.23588	0.05766
Healthy	0.12694	0	0	0.05677	0.097	0.71995	0	0	0.06787	0.00822	52.7907	0.00028	0.24992	0	0	0	0	0.0074	0	0
Healthy	0.72924	0	0	0	0	0	0	0	0	0	16.10391	0	0	0.57307	0	0	0	0.05489	0	0
Healthy	0.26598	0.39321	0.6051	0.03247	0.1597	0	0	0	0	0	7.65324	0	0	0	0	0	0	0	0	0.05391
Healthy	0.06564	0.03468	2.37737	0	0	0	0	0	0	0	8.36962	8.02347	12.7918	0.0313	0	0	0	0.04991	0	0.03209
Healthy	1.90658	0	0	0	0	0	0	0	0	0	35.44909	11.13227	0	0	0.00624	0	0	0.19818	0.25664	0.25344
D003093	1.69124	4.38621	2.12742	1.03555	1.12514	3.75166	0.52962	0.05128	0.00627	0.11945	2.69311	3.1606	5.64706	0	0.21711	0	0.17705	0.17241	0	0
Healthy	0	0.01884	0	0.08514	0.08182	0	0.06894	0.07205	0	0	14.9189	32.5012	0	0	0	0	0.92383	0.15947	0.24828	0.1663
Healthy	2.01856	0.36978	0.5261	0.51562	0.2096	0.08561	0.4368	0	0	0.01546	4.76395	1.53501	3.49061	0	0.0634	0	0.14578	0.01542	0	0.03758
Healthy	0	0.01173	0	0.08725	0.06041	0	0.05512	0.08286	0	0	15.30729	31.81498	0	0	0	0	0	0.19891	0.2841	0.14443
Healthy	0.00758	0	0	0	0.02888	0	0	0	0.02311	0	26.03175	14.80542	6.39185	0	0	0	0.54778	0.02257	0.22898	0.16779
Healthy	0	0	0	0	0	0	0	0	0.0884	0	41.57566	0	0	0	0	0	0	0	0	0
Healthy	0.24268	1.12587	1.21429	0.43116	0.20155	0.21023	0	0.02281	0	0	13.31047	4.63701	0	2.89205	2.2493	0.58844	0.30291	0.23454	0.31821	0.00409
D003093	0.51088	1.72763	1.92841	0.67672	1.12342	0.25769	0.03981	0.07641	0.12082	0	0.38127	0	0	0	0	0	0	0.00101	0	0
Healthy	2.19595	0.6615	0.72604	1.62102	1.48688	0.3459	0.52939	0	0.00412	0.03722	2.11841	0.59491	10.132	0.70025	0.04039	0	0	0.00592	0.09573	0
Healthy	0	0	1.30356	0.21486	0.07316	0.14742	0	0	0	0	20.63703	0.59774	0	3.15983	2.80407	0.39124	0	0	0.08374	0
Healthy	1.44626	0.75755	1.22983	1.08599	0.74463	0.82051	0.2372	0	0	0	21.98391	1.81838	0	0	1.64213	0	0	0	0.24489	0
Healthy	0.53676	0.09929	0.14633	0.20452	0.16112	0.11611	0.07592	0.00054	0.00228	0	2.65737	3.11981	0	0.56199	0.05797	0	0.89787	0.00629	0.02113	0.00042
Healthy	2.64041	0.27082	0.04826	0.29779	0.2958	0.23292	0.38615	0.02677	0	0	23.71758	4.12056	0	0.00142	4.20775	0	2.00901	0.11604	0.02585	0.02538
Healthy	0.34163	1.33587	0.06044	0.47438	0.11005	0.08997	0	0	0.00492	0.01272	21.68563	10.09827	0	0	0	0	1.72061	0.03332	0.51263	0.18456
Healthy	2.70093	3.15833	0.963	0.60308	1.94699	0.05875	0.53742	0.03248	0.04737	0.01635	9.82017	3.28215	0	0.56761	6.95682	2.23143	0.4276	0.08477	0.06806	0.04878
Healthy	0.46379	0.44579	0.3383	0.23831	0.14613	0.02883	0.02505	0	0	0	6.91878	3.78084	0	0.01513	2.53897	0.09898	1.8616	0.1953	0	0.01014
Healthy	0.76361	0.70029	1.11366	0.23118	0.23149	0.02979	0.06208	0	0	0	7.64989	3.90807	0	4.67237	0.13481	0	1.7115	0.0217	0	0.3948
Healthy	0.20933	0.17013	0.17978	0.04943	0.14421	0.09122	0.1049	0	0	0	12.56192	3.32255	0	0.72869	0.08615	0	0.72295	0.01918	0.10743	0.29357
Healthy	0.09678	0.01589	0.01436	0.01331	0	0.01539	0	0	0	0	76.51598	0	3.36944	0	0	0	0	0.17507	0	0.12559
Healthy	8.73572	0	0	0.09542	0.40563	0	0	0	0	0	42.62869	0	0	0	0	0	0	0.51931	0	0.09109
Healthy	0.23988	2.14695	0.97444	1.63863	0.22117	0.31231	0.30434	0	0.03688	0	2.4609	0.28991	0	8.11954	0.88502	1.22198	0	0.0012	0.12326	0.00529
Healthy	1.59394	0.82653	2.60811	0.83538	0.33841	0.0376	0	0	0	0	11.73179	2.10931	2.45575	5.92107	2.01063	13.0073	0	0	0	0
Healthy	0.00817	0	0.0348	0.0767	0	0	0.01827	0	0	0	54.64931	7.98106	4.07266	0	0	0	1.01069	0.13142	0.28713	0.26517
Healthy	0.27961	0.02363	0.04151	0.03243	0.00803	0	0	0.16258	0	0.02121	49.88026	2.57434	8.95603	6.87176	2.58406	0	0	0.21167	0	0.01087
Healthy	0.15588	0.15995	0.14676	0.37339	0.28458	0.06316	0	0	0.01464	0	10.95006	7.65949	0	2.14262	0	0	1.71172	0.10811	0.35539	0.00556
Healthy	0.10397	0.93946	0	0.90195	0	2.35115	0	0	0.00777	0	30.8545	0.55528	0.01414	0	0.04088	0	0	0.03435	0	0.0057
Healthy	0.01728	0	0.05042	0.05459	0	0	0.01179	0	0	0	54.58879	8.37791	4.24324	0	0	0	1.08356	0.10914	0.2595	0.25451
Healthy	0.1121	0.03735	0.10344	0.18466	0.03724	0	0	0	0	0	28.35423	9.17578	0	0	0	0	2.08515	0.00163	0	0
Healthy	0.68298	0	0	0	0	0	0	0.0546	0	0	17.40436	4.48754	0	0	1.26905	0.05847	1.21867	0.32776	2.1931	0.0309
Healthy	0.35863	0.35704	0.21675	0.24041	0.61106	0.00598	0	0	0	0	0	0	0	0	0	0.09805	0	0	0	0
Healthy	0	0	0.07194	0.0128	0.00835	0	0	0	0	0	21.86948	17.23457	0	8.41324	0.17336	0	1.22724	0	0	0.01095
Healthy	3.02593	0.76468	0.7115	1.91586	0.20609	0.2099	0.04648	0	0.01543	0.00875	5.89656	6.82442	3.22278	8.75078	3.40702	0	0.82319	0.18873	0.31475	0.00154
Healthy	0.07372	0	0	0.16183	0	0	0	0.01529	0.10048	0.14956	8.61965	1.23185	2.61596	43.9957	0.43743	0	0	0.06344	0	0.0092
Healthy	1.07974	0.21545	0.61394	0.27471	0.15702	0.074	0.00721	0.01271	0.00349	0	17.89315	5.7137	0	5.21823	0.14439	0.22484	2.1891	0.04793	0	0.01067
Healthy	0.01929	0.65496	0	0.0013	0.09431	0.14137	0	0	0.04801	0.00626	48.07312	0.01845	0.00756	0	0	0	0	0	0.00113	0.04473
Healthy	0	0	0.00773	0.03743	0	0	0	0	0	0	33.26213	17.79623	0	5.88147	0.08292	0	0.79433	0.05876	0	0
Healthy	0.23277	0.06613	0.20647	0.13419	0.05184	0	0.00224	0	0	0	7.40098	7.03042	0	23.5674	0.01686	2.32247	0	0.87031	0	0
Healthy	0.00663	0.00316	0	0.13649	0.07495	0	0.02646	0.05559	0	0	24.37486	24.16	0	0	0	0	0.8409	0.14387	0.08658	0.3875
Healthy	2.26938	1.19259	0.77368	0.51447	0.00265	1.02058	0.15139	0	0	0	8.24936	5.32725	0	3.56343	5.13247	0.61693	0.84683	1.84234	0.04019	0.01253
Healthy	0	0.00409	0	0.04049	0	0	0.07345	0	0	0	4.68894	2.17453	3.03471	1.16615	2.43293	0	0	0.01022	0	0.77799
Healthy	3.97784	3.24868	2.50148	2.45562	0.00164	0.28001	0.63028	0.63196	0.02233	0.00732	5.6034	1.95839	0	1.60176	0.22273	1.98133	0.59595	0.05618	0	0.07271
Healthy	2.28357	0.79664	0.69489	0.25062	0.36287	0	0.00287	0	0	0	3.60748	4.59278	0.01774	3.19426	1.68432	1.2636	0	0.00305	0	0
Healthy	0.12356	0.08101	0	0.12821	0.02955	0.0142	0	0.93692	0.0121	0	13.88925	21.2836	3.06156	0.15171	0.00536	0	0.52557	0.20491	0.19397	0.0368
Healthy	0.02002	0.10958	0.01412	0.04189	0	0.02002	0	0	0	0	8.8876	1.0766	0	0	0	0	0	0	0.00426	0.06033
D003093	4.48889	1.69005	1.40703	1.21329	1.45462	0.39197	0.5342	0	0	0	1.63827	1.31818	0	0.89245	1.42856	0	0.53792	0	0	0.00263
Healthy	1.18651	0.37423	0.22819	0.67859	0.24569	0.16105	0.52699	0	0	0	25.86737	2.92822	4.13539	1.18387	0	0	0	0	0	0.09105
Healthy	0	0	0	0	0	0	0	0	0	0	0	31.9633	0	0	0	0	0	0	0	0
Healthy	0.62033	0.30232	1.26932	0.10306	0.04863	0.07796	0.05577	0.00209	0	0	11.86088	9.13247	10.0535	0.87368	3.8876	0.95618	2.15286	0.02111	0.01419	0.0307
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02279	0	0	0.16992	0	0.02493	0	0	0.03163	0	21.72983	0.01439	0	0	0	0	0	0.0003	0	0.00263
Healthy	0.29093	0.20717	0.46061	0.40751	0.09002	0	0	0	0	0	12.58589	1.93278	0	0	0.0382	0.42282	0	0	0	0
Healthy	0.1069	0.10879	0.84773	0.20786	0.10225	0.37249	0.06162	0	0	0	3.99429	1.57804	0	0	0.07335	0	0.67098	0	0	0.00338
Healthy	0.10802	0.10586	0.31817	0.10335	0.08825	0.04043	0.03168	0.00051	0.00359	0	4.71219	3.58072	2.68487	0	0.13517	0	0.50089	0.00579	0	0.02177
Healthy	0.31058	12.4075	0.52132	2.13069	0.7911	7.8596	3.28856	0.00656	0.03047	0.08427	2.84087	0.2615	0	0	0	0	0	0	0	0.02736
Healthy	0.93372	1.13246	1.00102	0.60162	0.8045	0.23678	0.66829	0	0	0	8.15151	1.53024	0	11.9544	3.53042	1.22427	1.64729	2.23793	0.04133	0
D003093	0.72851	0.16955	1.49868	1.90217	0.33283	2.01453	0	0	1.05916	0.04755	17.32187	0.75832	0	6.9366	0	15.9183	0	0	0.02204	0
Healthy	0.19851	0.08146	0.08172	0.0807	0.00363	0	0	0.92055	0	0.03548	21.79752	4.77162	17.7166	7.00361	0.0753	0	0	0.18516	0.10587	0.28073
Healthy	2.37183	0.67502	1.28403	0.25196	0.21324	0	0	0	0	0	19.82403	0.68259	0	2.70233	0.05327	2.50443	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.80443	26.43092	0	18.535	0	0	0	0	0	0
Healthy	0.60687	0.34164	0.10221	0.24593	0.22815	0.19906	0.44261	0	0	0	17.3804	4.0549	0.50482	0.12008	3.59486	0	1.11139	0.05517	0.04341	0
Healthy	0.04616	0.45369	0.00357	0.06834	0	0.2404	0	0	0	0	21.7359	4.52549	0.83084	0.08399	0.56554	0	0.93483	0	0	0.04496
D003093	2.48572	0.23285	3.20506	1.4819	0.20829	3.13563	3.18367	0.12111	0.01125	0.01441	15.60746	4.19793	0	0	1.11467	0	0.28408	0.0399	0.0118	0.03638
Healthy	0.11485	0.39581	0.30868	0.2045	0.12882	0.10263	0.03001	0.07257	0	0	1.03617	3.55886	0	0	5.56156	0	0.65528	0.21911	0	0
Healthy	0.66065	0.85698	0.62462	0.43536	0.46486	0.39306	0	0	0	0	2.95836	1.34514	0	0	0	0	0	0	0	0
Healthy	0.0483	0	0	0	0	0	0	0	0	0	57.49726	0	10.1966	0	0	0	0	0.01215	0	0
Healthy	3.57198	1.11194	4.08278	1.47035	0.77392	0.29283	0.15732	0	0	0	4.51316	0.21064	0	0	5.09752	2.05034	0	0.00104	0	0.08956
Healthy	0.10739	0.00262	0.01426	0.01342	0	0.01378	0	0	0	0	76.36291	0	3.44788	0	0	0	0	0.16164	0	0.08192
Healthy	2.17013	2.15565	1.11768	2.47174	0.89951	0.64586	0.57595	0	0	0	3.19794	1.89205	0	1.06484	1.18782	0	0	0.01004	0	0
Healthy	1.19468	0	0	0	0	0	0	0	0	0	11.19683	15.65525	0	0	0	0	0.6595	1.43445	0	0
Healthy	0.94474	0.20018	0.10167	0.44695	0.17005	0.00788	0.03003	0	0.00981	0.1162	30.25493	15.12645	0	0	2.08476	0.19165	0.94095	0.16219	0	0.08956
Healthy	1.11267	0	0	0	0	0	0	0	0	0	16.57526	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.46689	0	0.41732	0	0	0	0	0	0	0	0	0
D003093	0.12597	0	0	1.28727	0	0	0	0	0	0	35.51446	0	1.44813	0.06645	0	0	0	0	0	0
Healthy	0.0328	0	0	0	0	0	0	0	0	0	56.97501	0	10.3557	0	0	0	0	0	0	0
Healthy	0.41826	0.22031	0.51368	0.15477	0.27391	0	0	0	0	0	1.51763	0.44285	0	0	1.12661	3.47364	0	0.01139	0.12112	0
Healthy	1.02384	0	0	0	0	0	0	0	0	0	11.64994	15.09273	0	0	0	0	0.70051	1.50167	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.25969	0	0	0	0	0	0	0	0	0
Healthy	0.29356	1.22776	0.32274	0.8674	1.37493	0.41523	0.52318	0.01056	0	0	7.41469	0.56404	5.20882	0	0	0	0.63404	0.08687	0	0
Healthy	0.56526	0.28438	0.2994	0.29709	0.3239	0.16963	0.05343	0	0	0	19.60483	1.73985	0	0.09913	0.53344	0	1.39345	0.03783	0	0
D003093	0.01502	0	0	0.00386	0	0	0	0	0	0	4.9187	4.41795	0	0.03578	0	0	0.92765	0	0.0699	0
Healthy	0	0.01981	0	0.10764	0.04984	0	0.02273	0.04752	0	0	24.78688	20.12246	0	0	0	0	0	0.10904	0.01938	0.17197
D003093	0.1722	0.01245	0.07568	0.13054	0.03877	0.00708	0	0	0.00145	0	40.045	1.99572	0	0.14257	0	0	0.96921	0.15636	0	0.19188
Healthy	0.09081	0.71945	0.03729	0.22751	0.08028	0.29077	0	0	0	0	14.57161	0.29378	0	0	0.17076	7.62638	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	8.36552	34.37362	5.84746	0	0	0	0	0.30865	2.83296	0.04325
Healthy	0	0	0	0.121	0.02463	0	0.04049	0.05103	0	0	24.28873	20.11661	0	0	0	0	0.85613	0.12053	0.02084	0.18583
Healthy	0.03047	0	0	0	0.06405	0	0.05102	0	0	0	17.1371	5.95835	7.77092	0	0	0	1.30069	0	0	0
Healthy	1.26639	1.21821	0.8554	0.43462	0.23643	0.28762	0.23513	0.00647	0.01058	0	17.44548	3.45518	0	3.27258	0.8219	5.89659	1.60432	0.27654	0	0
Healthy	0.06348	0	0.08195	0.00227	0	0	0	0	0	0	4.86724	10.01614	0	10.0789	0	0	1.09583	1.3187	0.03175	0
Healthy	0.02444	0	0	0.0487	0	0.07634	0	0.09372	0.01362	0	7.10668	1.39469	0	0.03689	0	0	0	0.07289	0	0
Healthy	0.79039	0.1778	0.7229	0.2834	0.51303	0.10659	0.05498	0	0	0	47.5549	6.55231	0	0	0	0	0	0	0.49666	0.18359
Healthy	0.00909	0	0.01233	0.03363	0	0	0	0	0	0	32.74607	18.19833	0	5.755	0.06892	0	0.76509	0.08133	0	0
Healthy	0.01376	0	0.02973	0.02949	0	0	0	0	0	0	33.36877	17.77992	0	5.68315	0.0801	0	0.76937	0.06998	0	0
Healthy	0.10354	0.00929	0.01291	0.02416	0	0.01286	0	0	0	0	76.18943	0	3.51628	0	0	0	0	0.1633	0	0.14622
D003093	1.64058	2.54296	1.95378	1.46076	1.03464	0.33249	0.10902	0.00045	0.00025	0.00771	1.07727	3.60736	0	0.14367	0.07446	0	0.37278	0.00589	0.05132	0
Healthy	1.59349	1.76051	0.81838	0.56776	0.84873	0.04345	0.24535	0.00142	0.08156	0	9.28177	2.64899	0	0	0.04104	0.36035	0.31828	0.05722	0.02061	0
Healthy	0.35305	0	0.00644	0.05837	0	0	0	0	0	0	30.60743	0.71482	0	0	2.50809	0	0.96745	0.18849	0	0
Healthy	0.77128	0.01582	0.25537	0.15091	0.09335	0	0.00717	0.00187	0	0	4.64869	7.17007	0.0361	11.6171	1.28924	0.40558	0.69936	0.20219	0	0
Healthy	0.0081	0.06696	0.01513	0.03001	0.0016	0	0	0.5041	0	0	45.61149	8.58062	6.33012	0	0.18647	0	0.97259	0.11373	0.03344	0.2899
Healthy	0.23104	0	0	0.03226	0	0	0	0	0	0	37.5927	10.16582	0	0	3.03362	0	0	0.10829	0	0.04115
Healthy	0.76425	0	0	0	0	0	0	0	0	0	16.7219	0	0	0	0	0	0	0	0	0
Healthy	0.1506	0	0	0.00868	0	0	0	0	0	0	49.71916	9.8317	0	0.07452	0.24881	0.5919	0.54578	0.0346	0.0328	0.07548
Healthy	0.14207	0.27665	0.1967	0.30069	0.45439	0	0.11305	0	0	0	4.62029	8.89963	0	0.02047	0	0	1.92952	0.18632	0	0.0299
Healthy	0.24663	0	0	0	0	0	0	0	0	0	8.57997	14.64389	0.20223	0.74229	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.33955	0.00103	0	0	0	0	0	5.8257	0.39041	0
Healthy	0.38309	0	0.04986	0.18082	0.03023	0	0	0	0	0	35.5854	13.92784	0	0.48096	1.54787	0.00654	1.78083	0.07531	0	0.0289
Healthy	0.01209	0	0	0	0	0	0	0	0	0	39.21547	27.92528	4.89735	0	0	0	1.09872	0	0	0.53548
Healthy	0.09166	0	0	0.00023	0	0.02717	0	0	0.03993	0	15.8217	0	0	0	0	0	0	0	0	0
Healthy	0.0894	0.52747	0.22106	0.21849	0.33714	0.52809	0.1495	0	0	0	9.32382	5.16138	0	0	4.24163	0	0	0	0	0
Healthy	0.07015	0	0.03971	0.02528	0.04991	0.01559	0	0	0	0	7.58343	0.08412	0	0	0	0	0	0.06824	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	25.88105	0	0	0	0	0	0	0	0	0
Healthy	0.05278	0	0	0.03665	0.17671	0.0704	0.1922	0	0	0	12.23103	18.39764	16.0145	0	0	0	0.72324	0.31934	0	0
D003093	0.07237	1.73816	0.04481	0.70798	0.20779	0.31505	0.02824	0.0378	0.01344	0.07879	23.50379	19.40711	0	0.80229	0.326	0	1.3655	0.31834	0.06363	0.00318
Healthy	0.11378	0.00823	0.02968	0.03358	0	0	0	0	0	0	50.47873	6.64395	8.17608	0	0.09092	0	0.65455	0.05348	0.33109	0.2188
Healthy	0.25456	1.19194	0.0352	0.35252	0	0.9491	0	0	0	0	25.14083	3.08321	2.68832	0.17856	0	0	0	0	0	0.07179
Healthy	0.18875	0.12561	0.08419	0.05493	0.1058	0.00356	0.00326	0	0.00036	0	0.87511	0.10505	0	0.05335	0.17901	0.09682	0.30369	0.0088	0	0
Healthy	0.06126	0	0	0.00829	0	0	0	0	0	0	39.42802	23.01605	0	3.48511	0.00141	0	1.31691	0.01438	0.04554	0.01111
Healthy	1.89421	0	1.11681	0.85108	0	0	0	0	0	0	11.92433	5.54572	0	0	0	0.13061	0	0	0	0
Healthy	0.00923	0	0.17296	0.01727	0.02723	0	0.0637	0	0	0	39.31535	7.16547	0.00922	0	0	0	0	0.04304	0.00848	0
Healthy	0	1.63507	2.21757	2.33099	0	0	0.1766	0	0	0	6.0043	7.77067	0	1.60562	0	1.75451	0	0	0.05683	0
Healthy	0	0	0	0	0	0	0	0	0.00085	0	32.75548	0	0	0	0	0	0	0	0	0
Healthy	0.40686	0	0	0	0	0	0	0.0139	0.01167	0	15.10496	20.77115	0	13.7651	0.86988	0.00361	0	0.02066	0.06724	0.02782
Healthy	0.16013	0.65515	0	0.3639	0	0.16683	0.01284	0	0	0	13.8498	1.11091	1.2539	0	0	0	0	0	0	0.03288
Healthy	0.01022	0.02994	0.05463	0.11378	0	0	0	0	0	0	22.19196	14.01813	0.40315	0	1.75793	0.1733	2.28036	0.15701	0.02926	0.00854
Healthy	0.33328	0.55686	1.23121	2.71352	0.7076	0.57805	0	0	0	0	0	0	0	0	1.82855	0.63831	0	0	0	0
Healthy	0	0	1.37143	0.0601	0	0	0.00385	0.19075	0	0	42.25052	6.92329	4.64318	0	0	0	0	0.04951	0	1.25638
Healthy	0	0.37579	0	0.02428	0	0	0	0	0	0	5.44697	5.49113	0	0	0.11053	0	0	0	0	0
Healthy	0.8605	0.53916	0.52542	0.51448	0.11077	0.06321	0	0.09008	0.00314	0	4.26775	9.07442	0.3179	12.3635	0	0.01909	0.87279	0.39819	0	0.03481
Healthy	0	0	0	0	0	0	0	0.05297	0	0	1.98569	15.53983	0	15.4696	0	0	0	0	0	0
Healthy	0	0.4838	0	0	0	0	0	0	0	0	5.95611	0	1.48551	0	0	0	0	0	0	0
Healthy	0.32065	0	0.01008	0.07915	0	0	0	0	0	0	31.18978	0.58477	0	0	2.53711	0	0.98258	0.22222	0	0
Healthy	1.80926	0.39318	0.80515	0.3428	0.39778	0.07229	0.20559	0.0048	0.01233	0.00872	17.5254	10.88445	4.30555	0	0.11492	0	0.23998	0.05715	0	0.03078
