group	Enterocloster	Anaerobutyricum	Bariatricus	Blautia_A	Dorea	Anaerostipes	Eubacterium_I	Lawsonibacter	Longicatena	Gordonibacter	Bacteroides	Alistipes	Dialister	Akkermansia	Ruminiclostridium_E	Methanobrevibacter_A	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella
Healthy	1.67417	2.24553	0	0.17896	0.19536	0.41353	0	0	0.17129	0	16.2045	1.90154	0	0.01569	0	11.0253	0	0.03615	0.00945	0.00886
Healthy	0	0	0	0	0	0	0	0	0	0	8.12743	0	0	0	19.7307	0	0	0	0	0
D003093	11.37179	0	0	2.45168	1.50974	0.17072	0	0.41077	1.94241	0.08142	28.77714	0.01954	0	0	0	0	0	0.53046	0	0
Healthy	0.36707	0.11621	0	0.07011	0.05092	0.00282	0	0	0.00089	0	68.48473	0	2.25728	0	0	0	0	0.12209	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	36.1411	0	0	0	0	0	0	0	0	0
Healthy	0	0.43772	0	0.04277	0	0.14643	0	0	0	0	19.03136	3.28956	4.76352	0.31727	0.01215	0	0	0	0	0.06503
Healthy	0.19493	0.02312	0.02004	0.09733	0.03678	0	0	0	0.01675	0.04077	37.24265	10.701	0	0	3.04933	0.07354	0	0.15309	0	0.10444
Healthy	0.12908	0	0.20696	0.03146	0	0.03054	0.12358	0.30853	0	0	29.83472	0.97211	0	0	0	0	0	0.01249	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.88201	38.6256	0	0	4.55193	0	0	0	0	0
Healthy	0.10658	0.37789	0	0.22279	0.03788	0.17199	0	0	0	0	36.40341	4.01583	4.43254	0.37515	0.75643	0	0	0	0	0.11171
Healthy	0.21188	0	0	0.01731	0	0	0	0	0	0	1.6156	0	0	0	0	0	0	0	0	0
Healthy	0.10418	0.93287	0	0.21102	0	0.66915	0	0	0	0	10.88502	1.35191	0.68458	0	0.02905	0	0	0	0	0.00285
Healthy	0.10111	1.25416	0.08784	0.7737	0.14127	0.17814	0.0091	0	0.27532	0.04365	19.66249	10.91532	0.79107	0.00852	0.41689	2.34204	21.0117	0.00274	0.17742	0
Healthy	0.20504	0.12504	0.10704	0.92665	0.02115	0.2054	0.11696	0	0	0	16.55102	19.55796	0	0.36339	0.76461	0.60507	2.22036	0.19159	0.00622	0
Healthy	0	0	0	0.59475	0	0	0	0	0	0	1.32981	4.99037	1.4303	0	0	0	0	0	0	0
Healthy	0.0701	0	0.00419	0.05236	0	0	0.00289	0	0	0	50.99158	6.67206	8.01371	0	0.09485	0	0.63461	0.06319	0.37	0.24361
Healthy	0.38615	2.13503	1.3166	1.05225	0.17784	0.79667	0	0	0	0	13.39224	0.45088	4.5423	0.02043	0.10532	0.08089	2.85909	0.05173	0	0
Healthy	0.0336	0	0.05773	0.0264	0.00942	0.0049	0.0056	0	0	0	21.02127	14.28186	0	0.72342	0	0	0	0.07839	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.50106	0	0	0	0	0	0	0	0	0.00571
Healthy	0.16988	0.23376	0	0.21873	0.23983	0.21422	0	0	0.01816	0	31.6888	4.43003	0	0	0	0	0.78427	0.19093	0	0
Healthy	0.58177	0	0	0	0	0.06941	0	0	0.0065	0	20.03978	0	0	0	0	0	0.39861	0.00915	0	0
Healthy	0.58197	0.40013	0.0966	0.32035	0.228	0.2189	0.45192	0	0	0	17.72472	2.41563	0.30839	0.04873	3.49521	0	1.29737	0.02573	0.00537	0
Healthy	0.11907	0.02407	0	0.17348	0.01258	0.33337	0	0	0	0	6.42724	3.96393	1.40684	1.73198	0	0	0	0	0.23535	0.03018
Healthy	1.07436	0.44888	0.1101	0.10203	0.18819	0.02481	0	0	0	0	67.2496	0	8.50306	1.81304	0	0	0	0.0421	0	0
Healthy	0.0186	0.03287	0.06826	0.11333	0	0	0	0	0	0	22.39545	13.81074	0.33451	0	1.77483	0.16611	2.31931	0.13013	0.01264	0.01087
Healthy	0.19673	0.63724	1.67897	0.24387	1.37933	0.01216	1.48697	0	0	0	13.7878	0.77299	0	0	0	0	0	0	0	0
Healthy	0.00381	0	0	0	0	0	0	0	0	0	0.10313	0	0.02369	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.02102	0.00267	0	0	0	0	0	0	0	0
Healthy	1.61457	1.08735	1.01627	2.83221	0.13173	0.12683	0.22675	0	0.00771	0.0124	7.15186	9.76066	0	8.67123	0.31094	0	0.81588	0.1913	0	0.18461
Healthy	0.32025	0	0	0.03007	0	0.09556	0	0	0.27448	0	0.0354	0.00612	0	0.01384	0	0	0	0.04327	0	0
Healthy	0.14208	0	0.01652	0.02493	0	0	0.04448	0.18053	0.02783	0	39.64759	2.61802	1.2479	0	1.38397	0	0	0.11188	0	0
D003093	1.05677	4.6409	0	3.01217	6.92871	0.88138	1.28123	0.00116	0.04084	0.01938	4.9352	0.1794	1.63486	0.41443	0	0	0	0.06105	0	0.06029
D003093	0.62279	0.6189	0	0.86648	0.53621	0.03018	0.72849	0.12487	0.00037	0.02003	3.74078	1.88099	0	0	0.60856	0	0.88962	0.03634	0.05119	0.00033
D003093	4.28844	3.29693	2.70932	2.93168	1.18149	0.3301	0.06925	0.43436	0.01261	0.18253	9.02063	1.26913	1.73773	10.8129	0	0	0.2206	0.10988	0.10226	0.05168
Healthy	0.08495	0.00659	0.07067	0.14924	0.03111	0.12256	0.03338	0	0	0	27.04367	9.63055	0	0.02611	0	0	0	0.02572	0	0
Healthy	0.27448	0.01831	0	0.03059	0	0	0	0.21654	0.00475	0	21.40633	7.54728	0	0.50025	0	0	0	0.21688	0	0
Healthy	0.31322	0.32165	0.26046	0.29647	0.21949	0.04802	0.14977	0	0	0	21.66001	2.51559	0.02064	0	0	0	1.33995	0.0082	0	0.69684
Healthy	0.48036	0.31566	0.64704	0.4852	0.63212	0.08128	0	0	0.00567	0	2.45043	0.44253	0.06709	0.02337	0	0	0	0.04357	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.59212	0	0	0	4.15458	0	0	0	0	0
D003093	2.83985	0.40248	0.88946	2.00588	0.69544	1.80337	0.48782	0.02903	0.00822	0.05453	3.6715	1.73217	2.57984	0.00732	0.01493	0	0.18387	0.02591	0.00983	0.0013
Healthy	3.85736	2.01771	0.94402	0.60451	0.71006	0.3489	0.45546	0	0.01845	0	1.97718	1.81367	3.48681	0.73449	0.51793	2.84299	0.6066	0.00944	0	0.00569
Healthy	0	0.0814	0.02115	0.0762	0.05475	0.01848	0	0	0	0	0.75185	1.15489	0	0.7407	0.00079	0	0	0	0.00836	0.01339
Healthy	0.09456	0.29174	0.20504	0.05162	0.00808	0	0.12989	0	0.00307	0	43.99636	1.79892	0	0	0	0	0.71227	0.18377	0	0
Healthy	0.10387	0.20402	0.28357	0.32717	0.09948	0.03355	0.06301	0	0	0	2.96864	6.22837	8.24331	0	0.13226	0.0389	0.944	0.62946	0.03332	0.00183
Healthy	0.02828	0.00367	0.04253	0.03268	0.03359	0	0	0	0	0	7.9332	29.82483	2.30789	0	0	0	1.51514	0	0.25394	0.00931
Healthy	0.04275	0.00834	0	0.00326	0	0	0	0	0	0	39.8903	22.9221	0	3.40051	0.02362	0	1.33552	0.01444	0.02689	0.00529
Healthy	0	0	0	0.0142	0	0	0.02499	1.31152	0	0	2.78794	10.19089	2.88989	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.01727	0	17.17186	0.87174	0	0	0.00027	0	0	0	0	0
Healthy	0.26398	0.3133	0.32931	0.26685	0.04721	0.39821	0.0765	0	0.00908	0	29.06527	3.93601	0	0	0.25187	0.2742	1.86902	0.00413	0.04671	0.00245
Healthy	0.01627	0	0	0	0.02114	0	0	0	0.01797	0	26.16426	14.55167	5.93873	0	0	0	0.63162	0.03073	0.23734	0.12511
Healthy	0.04779	0	0	0	0.02434	0	0.02745	0	0	0	16.83045	6.44032	7.90816	0	0	0	1.36398	0	0	0
Healthy	0.58434	0.36771	0.14085	0.28671	0.27452	0.24133	0.46997	0.00758	0.00332	0	17.06127	3.50951	0.46909	0.10729	3.42204	0	1.24335	0.04743	0.04916	0.00391
Healthy	1.41967	0	0	0	0	0	0	0	0.00569	0	23.5151	0	1.84044	1.45026	0	0	0	0.03755	0	0
Healthy	0.26942	0.94811	0.26304	0.11055	0.05968	0.98912	0.0055	0.00488	0.01878	0.04316	20.41599	13.84313	1.11538	0	0	0	0.89035	0.00959	0.21922	0.00038
D003093	0.28405	0	0	0.00416	0.00766	0	0.00329	0.04472	0.01931	0	29.86028	2.71266	0	0.06227	0.07915	0	0	0.0859	0	0.06572
D003093	0.72693	4.69364	1.36301	0.62185	1.1113	1.03237	0.17966	0	0.00981	0	3.85113	0.76728	0	0.13637	3.23269	2.94753	0	0	0	0.04946
Healthy	0.50743	0.1269	0.0501	0.04608	0.17323	0	0	0	0.24538	0	7.15902	1.18005	0	11.1928	0.10204	34.3352	0.55608	0.0043	3.77874	0
Healthy	0.04244	0.00453	0.09862	0.1045	0.08094	0.00646	0.02703	0	0	0	26.16897	0.59863	0	0	0	0	0.32572	0.00331	0	0.12703
D003093	1.92886	1.18511	3.22163	1.67904	2.46952	0	0	0	0	0	4.72249	0	0	0	4.14471	19.3357	0	0	0	0
Healthy	0.1152	0	0.02533	0.04717	0	0	0	0	0	0	10.32807	18.95434	0.37861	0.52291	0	0	0.83208	0.01392	0.02872	0.02848
Healthy	0.71389	0	0	0	0	0	0	0	0	0	16.17346	0	0	0.63238	0	0	0	0.03436	0	0
Healthy	1.2249	2.22939	2.77913	2.97071	8.74534	1.90494	1.10525	0	0.70837	0	0.03498	0	0	0	0.48638	0.02309	0	0	0	0
Healthy	1.18296	1.91405	0.69419	0.35364	0.27176	0.51997	0.15489	0.08284	0.00255	0	4.21528	1.90089	14.5746	2.23188	0	4.03255	0.66407	0.50801	0.40872	0
Healthy	0.10129	0	0	0.03402	0.02698	0	0	0	0	0	36.23967	10.55279	0	0	2.88743	0	0	0.08641	0	0.0857
Healthy	0.1371	0.02101	1.17386	0.27153	0.08971	0.10656	0.96183	0	0	0	5.01467	1.46563	0	0.20289	0.34481	0.10373	0	0.00518	0.00325	0
Healthy	0.04821	0	0.09357	0.00868	0	0	0	0	0	0	4.54476	9.82396	0	10.3157	0	0	1.10145	1.28141	0.03633	0
Healthy	0	0.25252	0	0	0.12218	0	0	0	0	0	15.806	4.85947	0	0	3.52084	0	0	0	0	0
Healthy	0.73054	0.83346	0.97282	0.41092	0.2727	0.04575	0.00522	0.11987	0.00285	0.0037	2.39652	1.82039	0	1.66108	0	0	0.61538	0.04696	0.02766	0.0078
Healthy	1.33822	0.83849	0	3.60768	1.06607	0.64993	0	0.53709	0.00093	0.01876	16.94201	2.36931	0	0	0	0.32392	0	0.02219	0.08487	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00477	0	0
Healthy	2.46846	0.14771	0.02875	0.48507	0.43955	0.25111	0.09908	0	0.01041	0	6.8593	7.33218	0	2.39427	6.58353	5.1127	0	0.01914	0	0.3999
Healthy	0.16343	0	0.06453	0.01089	0	0.06898	0	0	0	0	56.74002	0	8.07915	0	0	0	0	0.54708	0	0.06155
Healthy	0.12126	0.1077	0.12319	0.05652	0.02919	0.01548	0.04871	0	0	0	40.02237	9.74935	1.79734	0	0	0	0.93928	0.02299	0	0
Healthy	0.02408	0	0	0	0	0	0	0	0	0	58.71923	0	10.5475	0	0	0	0	0.01486	0	0
D003093	2.10368	1.43456	0.59119	2.28796	2.00342	0.31838	0.8361	0.83755	0.00905	0.12239	8.26668	5.58734	0	0	0	0	1.01462	0.01932	0	0.103
Healthy	0.30468	0.19632	0.36306	0.14547	0.28351	0.02196	0.01974	0.00536	0.00505	0	2.95226	4.21917	4.18278	0	22.4091	0	2.5183	0.10699	0.00486	0.01481
Healthy	0.06852	0	0.01611	0.02443	0	0	0	0	0	0	51.04584	6.33919	7.93807	0	0.07178	0	0.67785	0.03548	0.29157	0.21042
Healthy	0.11245	0.23752	0.2982	0.32258	0.33244	1.04605	0.33832	0	0	0	24.44735	14.21909	0	0	1.74942	0	0	0	3.1172	0
Healthy	1.6314	2.79381	1.52936	1.48207	0.68121	0.20651	0.5046	0	0.0077	0	0.80058	0.29403	0	0	5.15911	6.52913	0	0.01904	0.00445	0
Healthy	0.41927	0.63105	0.18835	0.54968	0.15332	0.11436	0	0	0	0	3.84801	0.13056	4.29195	0.04339	1.63272	2.31989	0	0	0	0
Healthy	0.39261	0.3108	0.77303	0.09859	0.13541	0.01107	0.00262	0	0.00115	0.00247	9.09788	2.26328	0	0.14329	0	0	2.86439	0.00464	0.15604	0.47459
Healthy	1.0421	0	0.00481	0.04446	0.04975	0	0	0.09914	0.37978	0	12.42333	8.32844	0	1.20433	0.0388	0	0.43829	0.19566	0.17537	0.00055
Healthy	0.03998	0	0	0	0	0.11185	0	0	0.06633	0	0.89608	0	0	0	0	0	0	0.05656	0	0.06688
Healthy	0.16167	0	0	0.00446	0	0	0	0	0	0	51.22347	9.92041	0	0.05364	0.26469	0.62816	0.61186	0.0406	0.03154	0.06985
Healthy	1.91429	1.17436	0.74111	0.33177	0.00804	0.93135	0.18139	0	0	0	18.44285	4.44217	0	6.58769	13.1681	0.83191	2.31743	1.4816	0.21695	0
Healthy	0.03541	0	0	0	0.02801	0	0.00567	0	0	0	16.21265	5.84383	7.7925	0	0	0	1.24966	0	0	0
Healthy	2.05616	2.81405	0.9869	1.43343	1.02824	0.46611	1.52705	0	0	0	24.85182	2.44851	8.15906	0.76941	0	0	0	0	0	0
D003093	0.19257	0.85178	0	3.55951	0.46012	0	0	0	0.0821	0.41224	20.60907	9.96272	0	0	0.11955	0	0.22712	0.08547	0	0
Healthy	0	0	0	0	0.026	0	0	0	0	0	5.07968	27.92732	0	9.33329	0.07018	0	0.51514	0	0.00371	0.00847
Healthy	0.08598	0.0162	0.03178	0.03736	0.00702	0	0	0	0	0	50.22622	6.54559	8.06739	0	0.09207	0	0.70781	0.07813	0.31443	0.21268
Healthy	0.15574	0.52532	0.11021	0.16609	0.14551	0.16775	0.27585	0	0	0	0	0	0	0	0.55684	0.19887	0	0.07838	0	0
Healthy	0.08381	0	0	0.16844	0	0	0	0.00496	0.10386	0.14862	8.66848	1.33344	2.66152	44.6326	0.44266	0	0	0.06881	0	0.01142
Healthy	1.13581	0.95536	0.30587	0.87448	0.35097	0.10318	0.7366	0	0	0	30.76227	5.00353	1.93826	1.03178	0	0	0	0	0	0.13758
Healthy	0.21738	0.11274	0.11442	0.20155	0.02458	0	0.01131	0.19247	0	0.01762	3.24318	13.22526	0.16943	15.2597	0	0	0	0.16809	0	0.00756
Healthy	0	0.7569	0	0	0	0	0	0	0	0	17.36535	0	7.34269	0.38083	0	0	0	0	0	0
Healthy	0.13908	0	0	0	0	0	0	0.31888	0	0	12.37025	0	5.19577	0	0	0	0	0	0	0
Healthy	0.44881	0	0.05939	0.18264	0.03184	0	0	0	0	0	36.65539	13.38223	0	0.45974	1.61832	0	2.02995	0.11671	0	0.00922
Healthy	0.25128	0.16585	0.20144	0.15918	0.24103	0.04648	0.15879	0.01371	0	0	5.8131	3.21481	0	0.04467	0	0	1.48872	0.14525	0.01161	0
Healthy	1.07517	0	0	0	0	0	0	0	0	0	64.57827	1.45061	0	1.69454	0	0	0	0.07611	0	0.57985
Healthy	0.07505	0	0	0.03099	0.01535	0	0.09979	0	0	0	38.34512	1.61159	0	0	0.1818	0	1.9269	0.02886	0	0
Healthy	1.5803	0.88781	1.95359	0.99611	0.27299	0	0	0	0	0	11.66946	2.0047	2.77242	5.62796	1.91893	13.2125	0	0	0	0
Healthy	0.42279	0.46645	0.10748	0.127	0.16734	0.00414	0	0	0	0	68.9786	0	8.07987	1.57657	0	0	0	0.02736	0	0
Healthy	0.01421	0	0.15714	0.0231	0.0409	0	0.07018	0	0	0	39.3447	7.10356	0	0	0	0	0	0.05969	0	0
Healthy	2.68756	4.28078	0	0.05209	0.64619	0.68186	0	0	0.02526	0	28.3131	3.03007	0.51286	0.11353	0.0405	0.05673	0	0.0346	0	0.15257
Healthy	0	0	0	0	0	0	0	0	0	0	40.35961	5.70957	0.24017	0	0	0	0	0	0	0
Healthy	1.63059	0	0	0.00202	0.03375	0	0	0.85604	0	0	37.92798	17.11182	0	0	0	0	0	0.68166	0	0.27953
Healthy	0.09629	0.25185	0.15856	0.14755	0.17099	0	0.03621	0	0	0	6.1596	4.69062	4.42708	4.77566	0	0	1.48568	0	4.24527	0.00099
Healthy	0.8672	1.31619	0	2.40228	0.12065	0.17125	0	0	0.00073	0.02395	20.37347	13.99743	0	1.92236	0.04958	0	0.53135	0.30946	0.93215	0.00166
Healthy	0	0	0	0	0	0	0	0	0.00242	0	5.06393	0	0	0.09491	0	0	0	0	0	0
Healthy	0.03506	2.75433	1.12006	1.33361	0.77006	0.10617	1.83822	0	0	0	0	0	0	0	4.27911	1.90699	0	0	0	0
Healthy	0.12137	0.2173	0	0.19243	0	0.25576	0.00355	0	0	0	14.61587	1.08785	0.98463	0	0	0	0	0	0	0.02345
Healthy	3.00642	1.35403	1.11321	0.64701	0.01048	1.34467	0.10268	0	0	0	13.16247	8.22531	0	6.17366	8.79472	0.88045	1.10391	1.64852	0.1529	0.0194
Healthy	0.03859	0.02186	0	0.01531	0.01039	0	0	0	0	0	33.2454	25.14172	0	3.68362	0.03314	0	1.48867	0.01854	0.03614	0.04267
Healthy	0.68997	0	0	0	0	0	0	0.05416	0	0	18.26062	4.74441	0	0	1.34772	0.03306	1.21169	0.30801	2.1913	0.04178
Healthy	0.20229	0	0.00091	0.01049	0	0	0	0	0.01091	0	34.94576	8.94956	0	0	0	0	0	0.10853	0.03335	0
Healthy	0.23211	0.07247	0.21193	0.11578	0.04312	0	0	0	0	0	6.79713	7.29973	0	23.1424	0	2.15254	0	0.92154	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	41.44909	9.83609	0	0	0	0	0	0	0	0
Healthy	0.01321	0	0	0	0.01021	0	0	0	0.02401	0	26.4141	14.51342	5.97939	0	0	0	0.62299	0.01485	0.23427	0.10853
Healthy	3.25672	0	0	0.34481	0	0.01597	0	0.00028	0.13959	0	0.06265	18.9159	0	0	0	0	0	0.53762	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	28.45268	0	0	0	0	0	0	0	0	0
D003093	3.16533	1.28464	1.90965	0.99419	0.53073	0.42338	0.11106	0.1659	0	0	6.63221	2.76499	0.00596	0	0	0	0.30767	0.00188	0	0
Healthy	0.96461	0.83826	0.5818	0.20977	0.06148	0.26198	0.05917	0.00064	0	0	30.24805	2.37284	0	0.72725	0.13169	0.11142	2.27434	0.04278	0.72614	0.0108
Healthy	0	0	0	0	0	0	0	0	0	0	21.93039	11.90821	2.9941	0	0	0	0	0	0.27528	0.14668
Healthy	0.65101	0.48738	0.5093	0.22447	0.216	0.36897	0.05618	0.0021	0.00322	0	11.27792	7.63706	5.72981	0.13909	0.01834	0.20292	1.19883	0.04191	0	0.0079
Healthy	0.04171	0.02912	0	0.04554	0	0	0	0	0	0	37.09359	15.82818	2.88898	0.12882	1.24294	0.04975	0.78502	0.01935	0.03274	0.21793
Healthy	0.17133	0.14113	0.14113	0.42958	0.37284	0.54766	0.35269	0	0	0	0	0	0	0	0	0.36087	0	0	0	0
Healthy	0.00515	0.66529	0	0.13554	0	0.26454	0	0	0	0	15.11177	2.67555	0.67792	0	0	0	0	0	0	0
Healthy	0.05762	0.94534	0.14297	0.31007	0.18378	0.13307	0.0034	0	0	0	25.33868	3.41191	0	0.5139	0	0.42949	1.26994	0	0.01447	0.30581
Healthy	0	0.04316	0	0.11425	0.04883	0	0	0.05174	0	0	24.65877	23.81306	0	0	0	0	0.83888	0.20732	0.08446	0.33515
Healthy	0.44276	0.64643	0.92294	0.37664	0.27467	0.02039	0.21726	0.00891	0.00098	0	7.6832	3.41529	0	0.046	2.02605	0.52483	0.90828	0.03872	0.02693	0.00016
Healthy	1.50503	3.74233	0.43342	2.33904	0.71107	0.70391	0.28522	0.11432	0.06119	0.0208	9.85695	5.9338	0.88316	2.40833	0.57586	0.46669	0.96762	0.0772	0.04029	0.07907
Healthy	1.14882	0.61903	1.21841	0.70734	0.30474	0.37886	0.07333	0	0	0	12.02503	4.78923	0.00098	1.73687	5.19362	2.24353	0.84881	0.03522	0.02839	0.1847
Healthy	0.30928	0.25383	0.44984	0.20491	0.08434	0.15952	0.08807	0	0	0	11.23078	3.45281	0	0.34501	1.0017	0	0	0	0	0.0242
Healthy	0.14544	0.5738	0	0.20456	0.06247	0.29402	0.07002	0	0	0	26.71566	4.18776	3.1357	0.73311	1.11179	0	0	0	0	0.05694
Healthy	0.13754	0.52117	0.14567	0.29644	0.10559	0.10044	0.12793	0	0	0	0.93144	0.6456	0	0	0	0	0	0	0.00473	0
Healthy	1.29906	2.36374	1.69525	2.29527	0.37384	0	0.41236	0	0	0	1.06246	0	0	0	6.44363	4.40276	0	0	0	0
Healthy	0.22094	0.10321	0.11901	0.19215	0.02572	0	0.0006	0.15809	0	0.01595	3.30606	12.78086	0.20296	15.0409	0	0	0	0.17723	0	0.01317
Healthy	0.09913	0.02844	0.11348	0.00806	0	0	0	0.45172	0.0042	0	58.7878	6.80541	0	0.85646	0	0	0	0.30476	0	0
Healthy	0.55304	0.58309	0.21681	0.22721	0.13679	0.48352	0.01184	0	0	0	8.13229	2.18733	8.71349	0.07304	0	0	0.87459	0	0	0
Healthy	0.18275	0.35333	0.36535	0.14265	0.11864	0.07833	0.05069	0	0.002	0	40.45611	2.43048	6.41924	0	0.06768	0	1.04974	0.01901	0.0325	0.01513
Healthy	0.01393	0	0.23587	0.01029	0.01352	0	0.06744	0	0	0	39.25795	7.14329	0	0	0	0	0.0049	0.03488	0	0
Healthy	0.01428	0	0.16803	0.01796	0.01383	0	0.08966	0	0	0	38.61527	7.2591	0	0	0	0	0	0.06234	0.00683	0
Healthy	2.11278	0.22709	0.03984	0.09515	0.07764	0.00864	0	0	0	0	11.07986	18.59734	0	1.02859	3.99735	0	2.60867	0.2259	0	1.79597
Healthy	1.7053	1.88208	0.10649	0.64925	0.18258	0.16925	0	0	0.0212	0.01839	43.00012	0.59408	0	0.25373	0.01447	0	0.73571	0.12547	0	0.01268
Healthy	0.1102	0	0.21543	0.04125	0	0.04851	0.15327	0.26295	0.0057	0	29.52754	1.03837	0	0	0	0	0	0.00514	0	0
Healthy	0.63459	0.21677	0.15813	1.59412	0.31733	0.13392	0.28177	0	0.01128	0	28.88336	9.19256	0	1.69671	1.16805	0	0.49501	0.00745	0.45074	0.11866
Healthy	0.20701	0.56333	0.99814	0.26406	0.1456	0.1547	0.11227	0	0	0	10.62884	5.32693	0	3.21379	3.22709	0.24689	0.94188	0	0	0
Healthy	1.3484	0.78603	0	3.74603	1.02854	0.60967	0	0.6579	0.00458	0.0358	17.00446	2.48827	0	0	0	0.34901	0	0.01806	0.08405	0
Healthy	0.46782	0.77533	0.37797	0.15436	0.59612	0.03549	0.11725	0	0	0	9.85317	1.24532	3.03463	0	3.21288	0	0	0.00129	0	0
Healthy	0.72963	0.18901	0.32312	0.22302	0.01271	0	0	0	0	0	16.18011	1.96047	4.96272	0	2.26094	0	1.03091	0.02524	0	0.02359
Healthy	0.30197	0.02404	0.04582	0.04111	0	0	0	0.17523	0	0.01757	49.336	2.62014	9.16274	7.14519	2.51019	0	0	0.19321	0	0.00944
Healthy	5.99841	0.01568	0.2745	0.35634	2.22848	0.73126	0.54394	0	0.00261	0	3.32617	7.81565	0	2.67632	3.1371	0.0461	0	0.02381	0	0.03236
Healthy	2.76352	0	0	0	0	0.16123	0	0	0.716	0.0007	70.58546	0.05422	0	0.81499	0	0	0.64711	0.13535	0.03529	0
Healthy	2.99783	0.39523	1.60944	8.64083	3.42876	2.41207	0.57049	0	0	0	16.55038	0.64279	0	1.33551	4.65537	0	0	0	0	0
Healthy	1.98997	1.56129	1.70408	1.36918	0.34801	0	0	0	0	0	3.92641	0.92364	3.87865	2.16832	0	0	0	0	0	0
Healthy	0.43485	0	0.18526	0.31733	0	0	0	0	0	0	28.8621	4.69022	5.02819	0	1.44533	0.9037	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.08298	0	0	0	0	0	0	0	0	0
Healthy	0.64414	0	0	0	0	0	0	0.10392	0	0	12.58843	17.31426	0	17.6314	1.07457	0	0	0.0451	0.02959	0.02971
D003093	2.04008	1.66319	0.81031	0.47759	0.25334	0.25083	0.04165	0.85488	0.00703	0.0377	13.6851	9.76901	0	0	0.11225	0	1.47727	0.17682	0	0.01811
Healthy	1.36365	0.04703	0.14733	0.21084	0.38597	0.38854	0.04326	0	0.07094	0	6.95278	14.23186	0	7.37889	7.86371	10.5082	0	0	0	0.09326
Healthy	1.37932	1.24655	0.29068	1.24114	0.08126	0.07035	0.41912	0.25995	0.00846	0.00207	10.66435	10.7047	0	0	0.01916	0	1.45629	0.01887	0.05801	0
Healthy	1.32572	0.30889	0.74154	0.76348	0.08795	0.18286	0.04455	0	0.04689	0.09861	15.84979	7.22352	3.23866	0	0.03676	0	0.89174	0.02498	0.02514	0.0499
Healthy	1.84301	2.01456	1.22488	1.66103	1.18407	0.46849	1.82434	0	0	0	11.81887	1.36254	7.84671	12.2263	0	0	0	0	0	0
D003093	4.68418	1.92825	1.71077	5.90479	1.3052	1.46868	0.28625	0	0	0	4.03521	0	0	0	0	0	0	0	0	0
Healthy	0.15441	0.46271	0.05359	0.28252	0.18934	0.35726	0.08919	0.00312	0.00129	0.02242	14.41487	9.81272	0	0	0.99284	0.13359	2.27149	0.01376	0.02736	0.35646
Healthy	1.21891	0	0	0.16402	0.04146	0.94443	0	0	0.01132	0.01382	11.03191	1.36297	0.79029	0	0	0	0.34304	0.02608	0.03329	0.06682
Healthy	0.49298	0.49352	0.49194	0.18674	0.13137	0.15796	0.21873	0.0109	0	0	8.86114	4.44485	0.0487	0.58731	0.24514	0	0.68754	0.02136	0.00324	0.0149
Healthy	0	0	0	0	0	0	0	0	0	0	2.33712	0.00422	0	0.00024	0	0	0	0	0	0
Healthy	0.09443	0	0	0	0	0	0	0	0	0	57.84149	8.84562	0	0.0177	0.14494	0.61379	0	0	0	0.03641
Healthy	0.10575	0.24599	0.02247	0.26141	0.09683	0.06134	0.05454	0	0	0.00319	41.79191	0.67001	0	6.36084	0.46313	0	0.41811	0.01137	0.00116	0.01766
Healthy	1.77276	2.38093	1.28247	0.78267	0.60771	0.13199	0.36173	0.23696	0.01038	0.00392	4.07096	3.58423	0	0.10597	0	0	1.50051	0.08433	0.04632	0.02523
Healthy	0.18707	4.21688	1.39015	1.59144	1.37889	0.2094	0	0	0	0	0	0	0	0	0.54432	8.54298	0	0	0	0
Healthy	1.71808	0.53741	0.39641	0.22411	0.24642	0.30812	0.03054	0	0	0	24.55698	5.59731	1.77803	0.41348	0.89654	0.64188	1.51671	0.40844	0	0.03747
Healthy	0.03926	0	0.04461	0.01531	0	0	0	0	0	0	20.63241	14.34263	0	0.73486	0	0	0	0.03607	0	0
Healthy	0	0	0.04931	0.0352	0.02954	0	0	0	0	0	7.23895	29.70909	2.43351	0	0	0	1.30986	0	0.21625	0
Healthy	2.91335	1.32088	4.66167	3.72868	2.63965	0.00425	0.01399	0	0	0	4.67604	0.07619	0	0	13.5942	3.66315	1.25211	0.06341	0	0.06492
Healthy	1.99544	1.92552	0.28324	0.79375	0.93268	0.03751	0.36415	0	0	0	24.12574	3.82441	0	0	0	0	0.03168	0.12686	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	49.4338	0	0	0	0	0	0	0	0	0
