group	Enterobacteriaceae	Pseudomonadaceae	Moraxellaceae	Veillonellaceae	Staphylococcaceae	Actinomycetaceae		Bacteroidaceae	Lachnospiraceae	Rikenellaceae	Ruminococcaceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae
Healthy	9.39904	1.2824	3.26377	0.22665	0	0		12.59282	5.48461	19.9503	2.97653	1.7933	3.61899	4.25885	0.58354	0.25382	0.18958
Healthy	0.38656	0	0	0.02526	0	0		85.53744	1.21892	0	0.80297	3.22796	0.39264	0	0.13178	0.13158	0.00253
Healthy	2.90482	0	0	0	0	0		44.79468	11.90134	0	0	35.1158	0.04091	0	0	0.45575	0.0383
Healthy	0.09232	0	0	0.03051	0	0		32.48011	6.58367	13.64793	6.18389	9.79868	0.63795	5.56533	0.15204	0.16672	0.13826
Healthy	5.3394	0.05478	0	0.00921	0	0.00655		22.29547	3.07898	6.54158	6.07336	0.00738	2.62589	8.0343	0.00031	0.06471	0.35495
Healthy	0	0	0	0	0	0		50.05089	1.71238	23.62284	1.69158	5.73169	1.97063	0	0.1128	0.03207	0.02838
Healthy	0.00681	0	0.00368	0.01218	0.0107	0		11.45445	13.19326	2.21498	6.1481	3.9656	0.0976	7.4203	0.29588	0.42658	0.37016
D007234	49.41509	0.3212	7.32858	11.5454	6.61222	0.42397		6e-05	10.57656	0	0	0.0036	0	0	0	0	0
Healthy	0	0	0	0	0	0		53.10742	23.45088	0.42047	1.00071	0.87545	0.66502	0.11893	0.03785	0.00715	0
Healthy	1.88746	0	0	0	0	0		21.86425	12.8256	2.76763	14.56236	1.66492	3.92368	0.59791	1.00364	0	0.05407
Healthy	0	0	0	0	0	0		74.44349	11.33591	1.39526	3.19307	2.37585	0	0	0	0	0
D007234	0	10.2252	42.7858	0	6.51426	0		0	0	0	0	0	0	0	0	0	0
D007234	1.38665	0.00573	0	7.54544	0.06162	0		0.0008	8.18272	0	0	0	0	0	0	0	0
Healthy	1.43986	0	0	0	0	0		57.19175	17.3938	4.61983	7.34323	0.81371	0	1.35529	0.38453	0	0.03475
Healthy	2.74832	0	0	0	0	0		45.86257	11.91696	0	0	33.7481	0.04359	0	0	0.38809	0.04609
D007234	8.12868	80.8751	0	0	10.18787	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.08778	0	0		38.96143	28.14546	0.71322	0.89433	4.42462	4.73477	1.7098	0	0	0
D007234	50.5906	0	0	0	0	0		8.01082	0	0	0	0	0	0	0	0	0
D007234	31.0668	0	6.88893	0	5.05083	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.07617	0	0	0.01651	0	0		20.94759	20.27504	6.38827	5.39454	1.35214	0.62418	3.28842	0.27859	0.00902	0
Healthy	0	0	0	0	0	0		54.4671	1.00013	7.37156	3.87322	5.14978	0.97464	1.30868	0.14886	0.39467	1.64987
Healthy	0.04198	0	0	0	0	0		53.70168	0.6717	17.45545	5.245	2.99748	0.12658	2.0715	0.05215	3.05171	0.00154
D007234	39.3002	29.2404	0.43539	0.30022	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.30313	0.0072	0	0		54.5035	19.14931	5.92174	7.53495	1.26302	0.00883	0	0	0.01881	0
Healthy	0.13218	0	0	0.00213	0	0		33.53274	6.12314	15.5661	4.2281	6.27597	1.40431	0	1.20806	0.1802	0.11107
Healthy	0.20678	0	0	0.0216	0	0		48.96534	23.11718	2.42525	4.86217	1.85843	5.29828	0.84195	0.06525	0	0
Healthy	0	0	0	0	0	0		24.02211	2.7656	15.48183	0.76327	0	0.13817	3.16073	0.06576	1.1756	0.03259
Healthy	2.24934	0	0	0	0	0		36.38684	2.56661	11.91998	0.593	21.0303	0	3.2257	0	0.22674	0.05179
Healthy	0	0	0	0	0	0		17.55872	2.54508	3.5365	6.6158	0	1.21739	1.6003	0	0	0
Healthy	0.95059	0	0	0.06109	0	0		19.20653	37.05151	0	21.07326	0	0.08778	0	2.23707	0	0
Healthy	0	0	0	0.00798	0	0		33.96172	21.07635	20.64833	3.72164	3.22163	0	2.52544	0.03354	0.1671	0.14748
Healthy	0	0	0	0	0	0		34.33413	20.93701	20.54015	3.71931	2.98893	0	2.66486	0.021	0.14851	0.14814
Healthy	6.53906	0	0	0	0	0		31.31901	2.18098	21.36368	0.60032	0.67438	0.70106	5.26648	0.02368	0.04175	0.33399
Healthy	0	0	0	0.15883	0	0		39.69588	7.5361	17.96179	4.55113	1.78027	1.82117	0	0	0.07574	0
D007234	82.88317	0.17427	0	0	1.44945	0		0	0	0	0	0	0	0	0	0	0
D007234	0.41619	49.3828	0	0	49.5669	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		45.83419	3.34133	9.38631	2.18043	4.62307	0.40013	0	0.00925	0.00191	0
Healthy	2.62146	0	0	0.56786	0	0		30.36264	15.7248	2.12241	0	6.51448	0	0	0	0.00369	0
Healthy	0	0	0	0	0	0		6.18765	23.11447	7.76484	20.0078	0.99382	27.1605	1.09078	1.21596	0	0
Healthy	0	0	0	0	0	0		67.43067	2.78405	1.48742	0.86856	3.93253	0	0.11792	0	0	0
Healthy	0	0	0	0.00816	0	0		36.04502	21.6091	20.42703	3.68432	3.0601	0	2.64309	0	0.14699	0.20481
Healthy	1.79721	0	0	0	0	0		73.39272	3.97071	1.45904	2.44274	9.01211	0.14612	2.63282	0	0.99271	0.10238
Healthy	0	0	0	0.21553	0	0		49.43761	18.07872	5.12765	3.85491	2.63381	6.81986	4.17797	0.21112	0.07683	0.01272
D007234	38.12547	43.6798	0	17.1887	0	0		0	0	0	0	0	0	0	0	0	0
D007234	56.806	2.50855	0	2.1279	0	1.55457		0	0	0	0	0	0	0	0	0	0
Healthy	0.03177	0	0	0	0	0		17.27951	0.41292	21.0148	4.42681	5.71119	2.11855	6.67597	0.03176	0.10028	0.97352
Healthy	5.33933	0	0	0	0	0		60.56874	2.80028	2.62995	5.71397	1.0832	0.54528	0	0	0.52412	0.06167
Healthy	0.50252	0	0	0	0	0		15.57342	0.61733	21.02381	2.61399	6.18621	2.16454	2.06633	0.74854	1.18914	0.65801
Healthy	0.06854	0	0	0.02628	0	0		32.11202	36.3664	4.03623	1.88231	2.13065	0.0956	0	0	0.06997	0.06499
Healthy	0	0	0	0	0	0		49.67118	15.4323	5.19495	6.47766	1.25209	2.43968	0.08498	0	0.349	0.05635
Healthy	0	0	0	0	0	0		25.9085	68.2424	0	5.84912	0	0	0	0	0	0
Healthy	0.16819	0	0	0.00976	0	0		33.87007	4.86264	15.62957	4.35537	4.24578	0.89045	5.73988	0	0.10847	0.37818
Healthy	0	0	0	0.01316	0	0		30.08328	15.08881	4.60024	13.68832	2.27296	4.9968	2.38989	0.59238	0.03022	0.24869
Healthy	0.77609	0	0	0.78312	0	0		68.11255	2.09841	0	0.07171	0	0	0	0	0.01544	0
Healthy	0.00672	0	0	0.00199	0	0		33.33667	14.92776	8.84665	16.90281	5.32368	4.0799	0.88332	0.07111	0.03822	0.24608
D007234	10.74967	22.81992	0	0.01301	0.22253	0.01365		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		44.03638	15.56181	1.08136	4.14117	10.2879	4.31238	4.27036	0	0.04348	0
Healthy	0.32465	0	0	0.00441	0	0		12.48912	33.07218	1.4379	10.36947	3.41904	0.79422	8.19785	0.43663	0.07485	0
Healthy	0	0	0	0.08596	0	0		39.92659	7.50789	17.78473	4.47027	1.84855	1.78843	0	0	0.07427	0
Healthy	0	0	0	0	0	0		43.38906	22.98317	5.75375	4.88156	5.70024	0.01163	5.33909	0.52109	0.25416	0
Healthy	0	0	0	0	0	0		11.16546	43.47845	0	11.2531	0.36754	3.4248	0	0	0.08516	0
Healthy	0	0	0	0.03605	0	0		37.63439	10.37783	0.93194	26.27951	3.33296	1.48462	0.12952	0.00539	0.01018	0
Healthy	0	0	0	0	0	0		67.62067	6.07036	0.19726	2.73642	3.04081	0.93529	3.6097	2.6665	0.01223	0.01841
Healthy	10.2792	0	0	0	0	0		9.33896	1.0229	1.17817	4.01461	3.06774	2.02356	0	1.31779	0.07368	0.71462
Healthy	0	0.00483	0	0.02171	0	0		56.6958	3.04903	8.30521	6.52113	0.94487	0.90885	3.94776	0.04025	0.0259	0.01487
Healthy	0	0	0	0.09462	0	0		22.94305	44.59993	2.43148	9.75095	1.87849	0	0.0929	0.12091	0.19916	0
D007234	35.50792	12.8995	6.37269	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.02306	0	0.00523	0.05051	0	0		36.23442	22.89878	4.28575	12.31004	0.34509	5.42004	2.26174	0	0.09198	0.00464
Healthy	0.1535	0	0	0.00416	0	0		18.20168	21.86949	6.84075	8.73025	4.37859	7.63528	2.17235	0.26266	0.12776	0.08871
Healthy	0.32002	0	0	0.35686	0	0		83.96892	3.03262	0.65724	7.01709	0.60116	0	0.38183	0.06391	0	0
Healthy	0.00675	0	0	0.04856	0	0		27.7436	35.57277	3.96722	11.92389	0.12273	8.02456	1.21827	0	0.08736	0.00376
Healthy	0	0	0	0	0	0		58.79164	11.06907	3.92033	4.1878	5.39465	0.434	1.75732	0.10602	0.03703	0.0186
Healthy	0	0	0	0	0	0		53.73783	7.85057	5.61304	2.46149	2.61872	6.68668	0	0	0.05251	0
Healthy	0	0	0	0	0	0		33.08923	32.19017	0	2.81178	0.04542	0.03698	0	0	0	0
Healthy	4.05791	0	0.16498	0	0	0		43.91144	29.09286	0	4.25721	0	0.01799	0	0.0029	0	0
Healthy	0.06093	0	0	0	0	0		55.33976	0.94561	6.66031	3.80468	4.55534	0.97459	1.32876	0.1261	0.33968	1.42888
Healthy	1.58967	0	0	0	0	0		10.64215	31.45204	6.12748	4.24789	1.26227	0.88743	3.41972	0.24638	0.22575	0.1026
D007234	14.6676	0.02941	0.04676	0.15479	0.01569	0		0	0	0	0	0	0	0	0	0	0
D007234	35.5862	8.00312	10.3357	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.09326	0	0.05147		13.31218	26.45028	0	18.27948	0	16.6394	0	1.21051	0	0.02758
D007234	1.04123	0.0113	0	12.63462	0.04671	0		0	53.8547	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		55.43567	5.21396	2.15292	4.93595	5.76168	0	3.55246	0.02509	0.13308	0
D007234	33.54438	1.28551	0	6.69373	0	4.5388		0	0	0	0	0	0	0	0	0	0
Healthy	0.21949	0	0	0	0	0		33.01461	5.93984	15.49626	4.12391	6.4417	1.34242	0	1.35987	0.19114	0.08565
Healthy	0.09903	0	0	0.12044	0	0		42.16814	16.30264	3.80838	7.25967	0.82213	3.2217	1.58612	0.34311	0.12661	0
Healthy	0	0	0	0.09329	0	0		9.77201	49.96242	0	10.80255	0	0.66312	0	2.10498	0	0
D007234	44.06318	21.9003	9.31104	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09194	0	0	0	0	0		17.10681	0.79012	20.85051	4.08449	5.10027	2.05326	6.7209	0.06188	0.08693	0.8116
Healthy	1.75244	0	0.20194	0	0	0		82.22619	4.16175	1.5626	4.02822	0.56652	0	1.02244	0	0	0.04785
D007234	0	43.6615	0	0	55.837	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.0917	0	0		19.50668	23.46814	6.05293	11.9531	0.9582	0	1.13566	1.08668	1.11845	0.00501
Healthy	0.06126	0	0	0	0	0		25.46438	48.04604	1.62496	7.20227	0.40659	0	0.46171	0	0.04499	0
D007234	0.11841	51.43477	48.0375	0	0.37335	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		9.00066	26.19694	0.58223	18.9242	0.24013	6.1875	0	1.80325	0	0
Healthy	0.03357	0	0	0.02405	0	0		27.91769	16.14362	8.92536	3.46119	2.39256	1.88646	2.51975	0.01862	0.5318	0.13867
Healthy	0	0	0	0	0	0		60.1543	5.01792	10.3121	2.29443	3.35396	0	3.54289	0.58449	0.14007	1.5463
Healthy	0	0	0	1.7791	0	0		28.13826	33.39352	0.14852	1.05043	0.35306	1.86635	3.67387	0	0	0
D007234	34.766	0.9158	0	4.29873	0	0.36171		0	0	0	0	0	0	0	0	0	0
Healthy	0.1379	0	0	0.02851	0	0		13.21006	42.68353	7.3504	14.38138	2.24109	0.78253	0	0.05074	0.16955	0.04588
Healthy	0	0	0	0.04973	0	0		21.16436	52.38186	2.81734	6.32227	1.25902	0.82341	0	0.10742	0	0
Healthy	0.25725	0	0	1.05939	0	0		74.41827	1.82898	0	4.17801	2.7299	0.33726	0	0.23506	0.58605	0.01028
Healthy	0	0	0	0.01162	0	0		21.70593	22.67106	4.10802	16.89092	0.24602	2.26016	0	0	0.24916	0.08692
D007234	53.56762	28.1702	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		55.1086	3.35925	10.82944	1.83792	1.40577	0.52929	0	0	1.80978	0
Healthy	0	0	0	0	0	0		6.3349	4.30578	0.16038	0.63072	0	0.57861	0.41346	0	0	0
Healthy	0.43749	0	0.16908	0.03376	0	0		85.6583	1.12383	0	0	5.49964	0	0	0	0.33015	0
Healthy	0.09323	0	0	0.01978	0	0		32.47777	6.54934	13.90312	6.57398	9.78263	0.6431	5.46903	0.20445	0.15407	0.18817
Healthy	0	0	0	0.00961	0	0		32.47188	15.66101	1.61447	5.43167	0.10529	1.64954	0	0.2881	0	0
D007234	0	0	0	0	34.2576	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		28.08502	43.84315	2.4478	10.39759	0.79822	4.13164	0.82337	0.25558	0.01822	0
Healthy	0.09307	0	0	0	0	0		55.04454	0.9399	6.50566	3.65002	5.20323	0.93193	1.327	0.16083	0.35967	1.68099
Healthy	0	0	0	0	0	0		20.0625	6.0343	6.99777	2.23238	1.32173	4.81267	0.78059	0.45095	3.10671	0.65119
Healthy	1.60547	0	6.47865	0.03581	0	0		24.59294	32.68181	0	14.1124	5.56132	10.3071	0	0.09204	0.25817	0
Healthy	0	0	0	0	0	0		43.49701	11.18063	0.50906	0	2.10358	10.9391	2.38045	0	0	0
Healthy	0	0	0	0.52921	0	0		29.26204	4.35124	15.08267	3.80103	12.64659	0.13739	1.13016	0.06604	0	0.3514
Healthy	0.09818	0	0	0	0	0		53.54084	1.8155	14.47733	1.73577	0.94166	0.19041	0	0	0.00443	0
Healthy	0.10716	0	0.28774	0	0	0		37.81805	3.31033	36.35443	1.76815	7.76658	1.19812	0	0.51228	0	0.06719
Healthy	0.72001	0	0	0.07498	0	0		4.56143	34.61785	3.60918	12.17565	0	3.48961	4.20901	0.84728	0.3298	0.01561
Healthy	0.01743	0.01093	0	0	0	0		27.84837	54.96934	1.80079	4.83722	0.17403	0.00843	1.15786	0.23723	0.06842	0.09352
D007234	44.76716	1.41068	0	0	0.01271	0		0	5.17899	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.0314	0	0		43.00609	20.75108	1.75468	6.14094	0.08882	3.06533	0	0.06452	0	0
Healthy	0	0	0	0.3072	0	0		54.09768	13.55648	6.36098	3.68512	4.32597	0	1.09314	0	0.13021	0.00794
Healthy	13.1923	0	0	0	0	0		50.55905	1.61862	5.53137	3.09314	0.10169	0.19836	0	0.04954	0.19913	0.06136
Healthy	2.01818	0	0	0	0	0		9.06224	6.05667	5.19173	0.90227	10.99095	0.37831	0.34951	2.31551	0	0.33247
Healthy	0	0	0	0	0	0		23.65013	63.67515	1.3483	0.55445	1.47868	0	0.70246	0	0	0
Healthy	0.03817	0.4656	0	0	0	0		18.67513	15.88302	1.04185	7.31944	0.10883	5.47599	0	0.27622	0.05415	0
D007234	46.0947	2.31164	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.16289	0	0	0	0	0		13.27304	0.7702	16.95285	7.94201	5.38965	2.25169	5.47357	0	0.22228	1.65896
Healthy	0.03111	0	0	0	0	0		9.53419	6.94567	33.53188	8.49192	3.11823	4.17325	0	0.02411	0.07177	0.017
Healthy	0	0	0	0	0	0		56.10184	5.06293	2.12562	4.90008	5.39504	0	3.75666	0.04917	0.13362	0
D007234	43.91058	0	0	7.50494	0.15546	0		0	2.35851	0	0	0	0	0	0	0	0
Healthy	0.14639	0	0	0	0	0		8.86924	28.73826	2.46794	26.05176	1.13974	9.59689	2.41203	0.10263	0	0
Healthy	1.06555	0	0	0	0	0		50.30722	0.82049	2.42696	3.77558	1.84522	0.57157	0	0.64819	2.29827	0.13363
D007234	71.00774	10.3282	0	4.99721	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.28402	0	0	0	0	0		28.6365	17.27238	3.44314	16.08225	2.84472	0	4.57761	1.90188	0	0.02269
Healthy	0	0	0	0	0	0		21.37093	65.87162	0.58555	1.75766	0.12669	0.11494	0	0	0	0
Healthy	0	0	0	0	0	0		53.01369	2.08998	15.05257	7.37991	5.09347	0.57758	0.52875	0.02511	0	0
Healthy	0	0	0	0	0	0		52.13002	14.16528	0	0	0	2.34553	4.53582	0	0	0
Healthy	0	0	0	0	0	0		59.74461	8.27072	2.67616	1.1435	2.6952	6.93199	0	0	0.00757	0
D007234	38.7964	1.40579	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		56.25803	1.32739	9.59672	1.91419	14.44781	1.31791	2.96194	0	0.02935	0.38168
Healthy	20.6834	1.02995	0	0	0	0		8.86896	5.06566	4.90628	8.15838	0.32061	0	2.96823	0.47577	0	0
Healthy	0	0	0	0.03457	0	0		7.87454	27.34738	0.4009	1.84934	0.25774	25.70062	0.03717	0.82614	0.00453	0
Healthy	0	0	0	0	0	0		52.4684	13.98577	7.20211	1.34785	1.7658	0	2.76464	0.19859	0.06422	0.12192
Healthy	0	0	0	0	0	0		31.7208	24.0631	24.12623	3.49777	6.04559	0.23332	1.042	0.04907	0.24901	0.36368
Healthy	0	0	0	0	0	0		25.76648	27.48449	7.60927	5.5467	7.35066	3.65226	5.73539	0.15957	0.05698	0
Healthy	0	0	0	0.00247	0	0		42.9249	13.37072	6.74115	18.37833	2.0378	0.01783	0.93127	0.39704	0.04283	0.38003
D007234	17.89114	1.03772	7.35655	12.6025	0	0		0	34.20026	0	0	0	0	0	0	0	0
Healthy	0.15504	0	0	0.0372	0	0		50.84492	6.46265	19.02068	3.61623	0	0.15417	0	1.00861	0.00871	0.01217
Healthy	0.38987	0	0	0	0	0		15.54811	0.60571	20.89645	2.54922	5.93867	2.11158	2.04444	0.71707	1.17894	0.68442
Healthy	0	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	1.12578	0	0	1.55929	0	0		19.51141	19.45555	0.00749	0.06733	0.00482	0.02693	0	0	0.01476	0
Healthy	0	0	0	0	0	0		27.07227	6.93683	2.20671	2.38715	2.45993	5.93273	5.5555	0	0	0
Healthy	0.64108	0	0.04728	0	0	0		42.33509	14.04673	7.68391	18.25644	4.06383	0.80139	0	0	0.07871	0.1571
Healthy	2.20922	8.72496	0	0	0	0		0.41639	36.59994	0.21353	1.11445	0.01474	31.34502	0.15957	0	0	0.00223
Healthy	0	0	0	0	0	0		19.39074	18.6768	32.68979	3.60824	9.22585	0.32924	2.63386	0.08808	2.77931	0.44208
D007234	2.6785	6.51361	40.1014	0	0.89242	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		10.96157	53.52788	0	18.7677	0	0	0.17882	4.43335	0	0
Healthy	0.08118	0	0	0	0	0		14.48059	38.05593	0.80972	4.13149	1.25643	5.58772	0.51022	0	0	0
Healthy	34.1359	0.60034	0.31835	0.14194	0	0.01551		42.0632	6.36115	0	0.00162	0.58995	0	0	1.94511	0	0.01384
Healthy	0.06349	0	0	0	0	0		53.53506	1.55749	14.70637	1.60608	1.08326	0.15842	0	0	0.02791	0
Healthy	0	0	0	0.09113	0	0		45.11053	21.9319	0.32685	0.40739	10.2058	0	0.50544	0.08364	0.00341	0
Healthy	0	0	0	0	0	0		36.26109	17.3182	0.27472	17.7612	1.902	2.66024	1.34619	0	0	0
Healthy	0.01798	0	0	0	0	0		11.94407	7.84216	22.80949	8.38581	15.63397	0.11711	1.73845	0.06428	0	0.31247
Healthy	16.8964	0	0	0.21796	0	0		1.32182	13.35352	0.00716	25.88444	0	0	0	0	0	0
Healthy	0	0	0	0.01172	0	0		40.6563	2.45133	20.57717	7.73105	5.05426	0.27763	0.7093	0.08993	0	0.04428
Healthy	0.15189	0	0.2588	0	0	0		35.86956	3.27517	34.86761	1.81845	7.99558	1.18423	0	0.50491	0	0.05116
Healthy	0	0	0	0	0	0		20.53686	17.21332	3.87886	11.90344	5.31389	5.76254	3.37801	0.97507	0.09667	0.01639
Healthy	0.32147	0	0	0	0	0		46.06736	5.41167	16.15265	3.52286	4.16631	1.06802	3.01774	0	0.01499	0.10246
Healthy	7.12808	0	0	3.86181	0	0		5.13851	23.71519	0	0	0.25632	3.73209	0.27709	0	0	0
Healthy	0.1197	0	0	0.05344	0	0		20.88549	32.75538	2.41545	8.11385	7.16659	2.27913	1.48031	0.10153	0.05457	0.00588
Healthy	3.34255	0	0	0	0	0		40.16562	7.58386	0	19.9357	0	0.19981	0	0.19707	0.00551	0.03857
Healthy	0	0	0	0.42182	0	0		34.06813	4.24627	13.23254	2.94096	12.61392	0.17888	1.08249	0.03597	0	0.38783
Healthy	0.14355	0	0	0.00317	0	0		45.63097	8.3997	14.49528	5.60312	5.13489	0.60929	0	0.33245	0.12766	0.09241
Healthy	0	0	0	0	0	0		2.11984	24.15697	0	17.93621	0	3.5281	0	2.47695	0	0
Healthy	0	0	0	0	0	0		0	9.24888	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.29591	0	0		28.70973	20.47784	2.58449	7.32587	0.69401	2.0723	4.74711	0	0	0
Healthy	0.26276	0	0	0.15605	0	0		34.70564	1.93607	30.21863	4.06394	5.04346	2.04145	2.64713	0	0	0.03855
Healthy	0.08539	0	0	0	0	0		54.31477	6.97075	8.40869	3.36887	2.21221	0.00353	2.85085	0	0.11188	0.11194
Healthy	0.89547	0	0	0	0	0.00016		36.28102	12.21441	0.19656	0.85425	1.91537	4.65516	8.07389	0.05744	0.12462	0.02823
Healthy	0	0	0	0	0	0		3.52148	24.86266	0	25.0523	0	1.24484	0	3.16693	0	0
Healthy	0	0	0	0	0	0		23.2267	41.42896	2.4199	3.85918	5.19215	6.62134	0.13825	0	0	0
Healthy	0	0	0	0.0912	0	0		8.29743	6.07761	27.69983	3.43981	11.60142	0.21589	0.80363	0.05281	0	0.54332
Healthy	0	0	0	0	0	0		31.93653	0.10168	40.62055	0.33773	0.22881	0.12014	0	0.06081	0.08153	0.00456
D007234	91.0405	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.05816	0	0	0.79374	0	0.00468		1.71192	24.82273	1.23038	7.2084	0.31779	6.14701	0.95902	1.88037	0.00614	0
Healthy	0	0	0	0	0	0		9.13973	71.25252	0.70354	6.83672	1.14142	1.57552	0.10527	0	0	0
Healthy	0.18506	0	0	0	0	0		57.27179	14.45154	1.76659	1.08846	2.20314	0.06342	0.93218	0.2341	0.04539	0.03807
Healthy	0	0	0	0	0	0		71.62978	6.38911	3.01014	1.86552	4.0437	0.00233	0	0	0.05339	0.03219
Healthy	2.89015	0	2.84982	0.11358	0	0		31.07209	23.75074	0	4.78382	2.01584	8.81265	0	0.60156	0.02122	0.03549
Healthy	1.65118	0	0	0.06494	0	0		23.9819	8.31313	14.44009	4.49764	6.04406	0.76696	1.30712	0.51592	0.23443	0.14487
Healthy	0.21039	0.10444	0	0.08465	0.0379	0.02261		0	0.12272	0.64899	0	0	0	0	0	0.00469	0
Healthy	0	0	0	0	0	0		55.63254	5.04008	2.31569	4.7274	5.54008	0	3.59929	0.04976	0.12108	0
Healthy	0.56952	0	0	0.13559	0	0		56.10866	1.32419	15.89682	4.47197	6.92513	0	2.14425	0.03478	1.60257	0
Healthy	0.26265	0	0	0	0	0		13.96085	43.20758	0.64282	2.03697	0	4.22785	3.57931	0	0	0
Healthy	0	0	0	0	0	0		34.67326	34.29336	2.03309	4.30797	0.4387	3.42082	0	0.11357	0	0
Healthy	0.68164	1.10921	0	0	0	0.01088		15.18467	17.62458	0.65386	2.28936	2.6511	22.06787	0	3.93227	0	0.06883
Healthy	0	0	0	0	0	0		58.43023	11.55756	4.11483	4.10417	5.725	0.44518	1.7125	0.09911	0.048	0.01429
Healthy	0.13819	0	0.02244	0	0.05096	0		70.0762	5.79267	0.00043	1.78284	0.56295	0.0419	0	0	3.70318	0
Healthy	0	0	0	0	0	0		39.83802	17.0652	3.39233	2.78298	0.49942	1.46077	0	0.72749	0	0
D007234	0.33232	60.1599	0.00485	0.00796	2.32404	0.00379		0.05528	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		8.09842	44.24007	1.66159	0.18091	0	25.3458	0	0	0	0
Healthy	0	0	0	0.48056	0	0		14.22919	32.09735	0.07961	14.8059	0.00171	17.7746	0.40971	0	0.10424	0
D007234	19.40566	3.46056	4.32807	0.01599	2.811	29.33195		25.33887	0	0	0	0	0	0	0	4e-05	0
Healthy	0	0	0	0	0	0		34.46008	10.15593	8.08774	1.3428	15.19616	0.67196	1.12093	0.10103	0	0.07263
D007234	4.96584	0.09439	0.69306	1.11847	0.29801	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.18599	0	0	0.03522	0	0		28.65026	18.01655	0.0307	8.3215	2.47472	1.37441	0.35006	0	1.99116	0.00738
Healthy	0.02468	0	0	0	0	0		28.50666	6.71752	18.16255	12.19076	1.71654	2.10389	11.4248	0.74484	0.05237	0.04138
Healthy	0.08293	0.00568	0	0.03941	0	0		23.50261	36.77322	0.2078	3.30184	0	5.02903	0	3.27875	0.2531	0
Healthy	0.2024	0	0	0.03132	0	0		32.57086	4.731	16.11783	4.22664	4.64077	0.95273	5.73074	0	0.08291	0.35323
Healthy	0.51966	0	0	0	0	0		10.08932	2.89423	0	45.9763	0	0.77399	0	1.25973	0	0
D007234	0.01116	8.85513	0	48.9424	0.11686	0.51243		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		34.76398	42.44446	0.56157	0.16086	0.22924	3.51893	0.60253	0	0	0
Healthy	0.02214	0	0	0	0	0		37.64253	12.72961	3.27815	8.66129	2.57732	0	4.21419	1.63617	0	0.15329
Healthy	0.29681	0	0	1.09699	0	0		73.95765	1.67378	0	4.23012	2.81664	0.27044	0	0.18667	0.64559	0.00787
Healthy	0	0	0	0	0	0		8.54176	24.06938	0.90641	20.36081	0.27691	6.47389	0	2.42663	0	0
Healthy	0.11684	0	0	0	0	0		10.63498	1.2228	9.68227	3.39177	3.92995	5.31461	1.91483	1.26372	0.62829	0.69413
Healthy	0.01657	0	0	0.00086	0	0		48.62868	18.06686	3.51666	0.55715	0	0.20723	0	0	0.23901	0
Healthy	0.17989	0	0	0	0	0		33.82741	6.29537	15.46869	4.38824	7.87943	1.36725	0	1.40941	0.16183	0.14138
D007234	11.30862	4.75854	0.0279	0.00744	1.30352	0.10683		0.03264	0	0	0	0	0	0	0	7.5222	0
D007234	21.80603	0.83739	2.56415	0.05348	0.96579	62.5611		0.04536	0	0	0	0	0	0	0	0	0
Healthy	0.13909	0	0	0	0	0		61.78023	12.60878	0.04388	4.64937	0.05662	1.13568	0.22399	0.44937	0	0.0212
Healthy	0.01013	0	0	0.02779	0	0		35.99866	22.74829	4.67666	7.88854	1.8955	6.69577	1.07322	0.07986	0.0138	0.04873
D007234	86.70318	1.94748	0	0.00028	1.38393	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.73136	0	0		23.93443	34.84461	0.99395	5.42268	0.18922	5.01446	0	0.34892	0	0
