group	Enterobacteriaceae	Pseudomonadaceae	Moraxellaceae	Veillonellaceae	Staphylococcaceae	Actinomycetaceae		Bacteroidaceae	Lachnospiraceae	Rikenellaceae	Ruminococcaceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae
Healthy	0.15188	0.01969	0	0	0	0		21.12868	10.997	6.80667	4.07709	2.41053	0	0	3.65264	0.03305	0.05942
Healthy	0.05784	0	0.48063	0.04798	0	0		43.36324	18.5457	11.82391	4.74516	0.8187	0	5.36295	0.61646	0	0
Healthy	0	0	0	0.47645	0	0		26.27907	6.1442	17.10897	4.29055	11.53751	0.14583	1.08458	0.09219	0	0.56962
D007234	90.75	2.55866	0	0.04243	0.36518	0		0	0.01135	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.10177	0	0		7.29767	6.14176	27.6519	3.64908	11.87569	0.24062	0.95726	0.0746	0	0.6243
Healthy	0	0	0	0	0	0		57.15667	7.94231	7.60725	7.03393	4.55148	0.25828	1.80984	0.05195	0	0
Healthy	0	0	0	0	0	0		47.94994	10.73204	4.87839	4.83739	0.26601	1.75609	0	0.19754	0	0
D007234	45.1014	1.40136	0	11.0976	0.04118	0		0	0	0	0	0	0	0	0	0	0.08238
Healthy	0	0	0	0	0	0		44.33555	10.00642	14.96355	5.32989	4.82228	0.5867	0	0.4302	0.13452	0.10337
Healthy	0	0	0	0	0	0		29.91254	37.30257	4.79021	3.15344	0.84596	0	0.72709	0	0	0
D007234	0.01807	1.51934	97.0089	0.01067	0.28725	0		0	0	0	0	0	0	0	0	0	0
D007234	40.24642	0.03142	0	15.71581	1.12032	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.03928	0	0	0	0	0		82.77448	1.61467	1.5492	1.11324	5.72648	0	2.03035	0	0.02996	0.00464
Healthy	0	0	0.27411	0	0	0		56.15383	3.01173	18.3711	3.09659	5.6922	0	0	0.12975	0.10465	0
Healthy	0	0	0.03427	0	0	0		28.0847	4.09934	15.27716	0.79223	0	0.00623	12.8294	0.63318	0.25411	0.00345
Healthy	0.10767	0	0	0	0	0		25.01524	12.83256	1.91099	0.21388	4.41679	15.27156	1.01663	0	0.97532	0.03972
Healthy	0	0	0	0	0	0		16.28189	3.29556	0	19.7307	0	0	0	0	0	0
D007234	43.7985	0	4.18218	15.5085	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.71518	0	10.3371	0	0	0		74.5758	2.07621	0	1.33862	0	0	0	0.0568	0.12209	0
Healthy	0	0	0	0	0	0		0.00817	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		40.19988	34.99819	0	4.52321	0	0	0.14067	0	0	0
Healthy	0	0	0	0	0	0		29.83472	12.78803	0.97211	1.50168	49.3583	0	0	0	0.32102	0
Healthy	0.02922	0	0	0	0	0		43.4252	4.19265	10.701	7.25722	3.3325	0.40524	0	0.36055	0.15925	0.04761
Healthy	0	0	0	0	0	0		34.83181	18.38961	3.28956	2.94957	0.40963	2.92305	0	0	0	0
D007234	0.02095	1.05856	80.7433	0.01701	0.58387	0.00536		0.0014	0	0	0	0	0	0	0	0	0
D007234	15.64318	1.1466	0	0.12263	0	0		53.26472	4.26734	0	0	2.04176	0	0	0	0	0
Healthy	3.51716	0	0	0	0	0		30.0091	2.61446	0	0	0.3032	0	0	0	0	0
Healthy	0	0	0	0.20333	0	0		53.19687	9.29407	4.01583	3.23828	0.27783	4.45594	0	0	0	0
Healthy	0	0	0	0	0	0		5.88201	9.93308	38.6256	28.28543	1.54449	0	0	1.17839	0	0
Healthy	0	0	0	0	0	0		29.13396	17.72833	1.35191	5.67685	0.13701	15.2931	0	0.22583	0	0
Healthy	6.69974	1.49755	0	0.07495	0	0.00604		21.56455	13.79656	11.09274	2.55685	2.93367	0.00181	0	0	0.00274	0.0671
Healthy	0	0	0	0	0	0		18.35806	15.63988	19.56418	5.05881	3.6145	1.11101	8.27631	0.30054	0.19159	0
D007234	1.9769	18.6757	21.5956	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.08323	0	0	0.00154	0	0		50.99158	6.61933	7.04206	2.36496	2.41733	0.29025	5.29089	0.02796	0.06319	0.00966
Healthy	0	0	0	0	0	0		11.46531	40.89289	4.99037	0.51137	0	24.585	0	0	0	0
Healthy	0	0	0	0	0	0		27.7668	33.07704	0.45088	0.2072	4.01391	1.21457	3.48802	0	0.05173	0
Healthy	0	0.02061	0	0.03503	0	0		24.69099	28.98401	14.28186	6.07616	1.70285	2.74333	0	0	0.07839	0
Healthy	25.34109	0.93219	0	0.04465	0.47199	0.03714		9.50106	0	0	0	0	0	0	0	0	0
D007234	46.6285	2.02578	0.64469	2.86203	0.07715	0.09434		0.02017	0	0	0	0	0	0	0	0	0
Healthy	0.01506	0	0	0	0	0		62.65376	8.85425	4.43003	4.24689	2.0409	3.05712	0	0.09088	0.19093	0.08954
Healthy	0.94979	0.0705	0	0.10856	0	0		44.00659	15.01991	0	0.00691	3.95046	0	0	0	0.00915	0.00671
Healthy	0	0	0	0	0	0		24.21997	29.80965	2.421	6.51297	6.89914	0.1272	1.60908	0.18077	0.02573	0.01322
Healthy	0.14888	0	0	0.18089	0	0		82.50748	4.51547	0	0	0	0	0	0	0.0421	0
Healthy	8.87264	0	0	0	0	0		14.91335	7.00007	4.19928	3.0062	0.52099	5.06229	0	4.43116	0	0
Healthy	0.09786	0	0	0.03576	0	0		32.0224	6.82381	13.82338	6.38584	9.84011	0.73597	5.56759	0.14758	0.13013	0.1824
D007234	33.4217	0	0	0	0	0		23.9325	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		33.07218	18.52863	0.77299	21.87001	0.44679	2.8778	0.23355	1.28438	0	0
Healthy	4.18333	0.00014	0	12.98173	0.00367	0.00459		0.02297	0.8314	0.00267	0.00405	0	0	0	0	0	0
Healthy	16.23497	0.36944	0.03696	0.19313	0.05615	0.22285		1.342	0.32555	0	0	2.64535	0	0	0	0	0
Healthy	0.50123	0	0	0.00845	0	0		12.30744	10.01661	9.76066	11.90389	6.23635	9.54572	0	0.12738	0.1913	0.1712
D007234	0.01976	88.1496	0	0.00511	9.98102	0		0	0	0	0	0	0	0	0	0	0
Healthy	6.14603	0	0	0.05076	0	0		0.07259	38.50677	0.00612	25.75011	0	0	0	0.26656	0.04327	0
D007234	28.27882	41.91772	14.3624	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		39.64759	3.27844	2.61802	2.66987	42.0196	0.23173	0	0.0291	0.32525	0
D007234	77.07084	1.36868	0.03028	0.09355	0.23383	0		0.00828	0	0	0	0	0	0	0	0	0
D007234	62.39276	1.43804	2.3031	6.45889	0	0.01017		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.0236	0	0		33.74308	19.65528	9.63055	5.20769	1.84834	0.65753	0	0	0.02572	0
D007234	89.78996	0.00776	0	0	0.00178	0		0	0	0	0	0	0	0	0	0	0
Healthy	11.5007	0	0	0.01755	0	0		24.0578	3.05605	7.54728	0.43143	2.55399	0.02887	0	0.08172	0.43342	0
Healthy	0.05788	0.00968	0	0.48753	0	0		4.47885	52.34976	0.44253	1.58599	0.33546	28.32185	0	0	0.04357	0
Healthy	0.09064	0	0	0	0	0		31.92951	27.64533	2.51559	10.90839	0.07929	3.38541	1.53624	0.12922	0.0082	0
D007234	0	23.3204	0	0.00178	0.28092	0.09782		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		10.44183	77.59691	0	4.15458	0	0.75741	0	0	0	0
D007234	0	0.72606	0.03868	8.34345	0.03642	0		0	0	0	0	0	0	0	0	0	0
D007234	26.68417	12.5688	29.9826	0	6.93905	0.52879		0.01304	0	0	0	0	0	0	0	0	0
Healthy	0	0.36402	0	0.00238	0	0.00163		9.50564	47.37226	1.81367	9.88581	0	6.39086	0	0	0.00987	0.05575
Healthy	0.05959	0	0.01565	0.00326	0	0		73.06864	4.61234	1.16325	2.95266	0.75497	0.43708	0.01005	0.06874	0	0.01945
Healthy	0	0	0	0.16431	0	0		26.24842	24.7015	6.26169	8.90933	1.07344	0.0164	0.58149	0.02416	0.62946	0.00691
Healthy	0.08071	0	0.71806	0	0	0		48.50463	15.16757	1.79892	5.68677	6.18747	0.00399	0	0.23099	0.18377	0.07368
Healthy	0.23194	0	0	0.20172	0	0		36.13265	1.99461	30.07877	4.05982	4.98394	1.96222	2.68015	0	0	0.07096
Healthy	0	0	0	0	0	0		51.65744	1.59034	22.94899	1.65661	5.80457	1.80235	0	0.1519	0.03923	0.0249
Healthy	0	0	0	0	0	0		12.8038	13.52333	10.19089	17.6197	0.38766	0	0.89923	1.54323	1.31152	0
Healthy	0.00955	0	0	0.16515	0	0		41.35941	31.05121	3.98272	1.67346	0.31804	1.60054	4.34112	0	0.00413	0.00817
Healthy	6.24748	0.09833	0	0.12332	0.0027	0.53595		20.1648	0.03831	0.87174	0.00027	1.13907	0.01007	0	2.94923	0	0
Healthy	0.09183	0	0	0	0	0		53.86276	1.40603	14.78901	1.5199	0.97701	0.18608	0	0	0.03073	0
Healthy	11.2822	0	0	0.9606	0	0		40.51788	2.09882	6.44032	0	0	0	18.5871	0.2625	0	0.04031
Healthy	0	0	0	0	0	0		22.58024	28.76638	3.55867	7.72523	6.81874	0.02813	1.7354	0.28129	0.07948	0.10833
D007234	0	0	0	2.41432	2.48228	0.0051		0	0	0	0	0	0	0	0	0	0
Healthy	2.42325	0	0.00501	0.44858	0	0.01586		67.52432	3.98445	0	0	0.00036	0	0	0	0.03755	0
D007234	16.50411	0	18.9853	32.2452	2.40985	0		0	0	0	0	0	0	0	0	0	0
Healthy	7.49172	0	0	0.00091	0	0.12439		23.54867	4.68132	14.06235	1.41271	4.36244	0.04616	8.82373	1.19395	0.01595	0.01208
D007234	14.66853	4.54309	0	0.09271	0.30053	4.20988		0	0	0	0	0	0	0	0	4.14105	0
Healthy	0.98013	0	0.31899	0	0	0		66.40984	13.61856	0.59863	1.39299	0.92363	1.83602	0	0.03182	0.00331	0.05466
Healthy	1.71155	0	0	0	0	0		9.24036	5.6155	4.95879	0.86076	10.34184	0.38883	0.37383	2.37112	0.0043	0.27944
D007234	72.47604	0.00195	0	0	1.9065	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0.0381	0	0	0	0		44.19108	2.33062	18.98306	7.37943	4.7136	0.33458	0.65007	0.08957	0.01392	0.08991
Healthy	4.02996	0	0	0	0	0		92.39928	0.74929	0	1.34479	0	0	0	0	0.03436	0
D007234	22.28222	0.70265	13.9551	35.7635	0.41235	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.12626	0	0	0.38803	0	0		11.80363	30.88176	0	13.95073	0	0.51015	0	2.97445	0	0
Healthy	0	0	0	0	0	0		47.21775	3.83423	10.55279	6.58468	2.99459	0.28537	0	0.35519	0.08641	0.02076
Healthy	0	0	0	0	0	0		15.7979	14.26298	2.30961	4.34702	1.25346	0.09604	3.21558	0.81854	0.66705	0
Healthy	0	0	0	0.07183	0	0		71.20523	18.15935	1.46888	1.42294	1.28304	0.0029	0.23615	0.00616	0.00518	0.02109
Healthy	0	0	0	0	0	0		31.72042	7.26123	4.85947	7.13557	4.37477	0	4.48897	1.59662	0	0
Healthy	0	0	0	0	0	0		53.97335	2.9789	9.86029	3.44999	0.89525	0	0.79661	0.27203	1.28141	0.35635
Healthy	0.29978	0	0	0	0	0.00024		11.11477	59.11195	1.84805	6.51074	0.46042	3.99241	2.64142	0.27491	0.17509	0.09859
Healthy	0	0	0	0	0	0		32.00309	23.87569	2.45418	7.35221	3.89547	0.01357	0.36739	3.51929	2.01116	0.83356
Healthy	18.39899	45.9955	0.53082	2.27101	0	0.06914		0	24.13123	0	0	0	0	0	0	0.00477	0
Healthy	0.03062	0	0	0.0064	0	0		10.85211	25.07168	7.33218	9.33167	0.72303	4.09069	4.40543	1.24209	0.01914	0
Healthy	0.20213	0	0	1.01189	0	0		74.28692	1.82166	0	4.10485	2.75219	0.26898	0	0.19204	0.54708	0.00779
D007234	73.04721	2.83494	14.4624	0.1866	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.06729	0	0.31556	0.5659	0	0		51.14478	2.35745	9.74935	6.70891	12.44257	0.06212	1.50634	0.25581	0.02299	0.04264
D007234	87.7795	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	1.07314	0	0	0.78923	0	0		67.62521	2.32906	0	0.05138	0	0	0	0	0.01486	0
Healthy	0.10276	0	0	0	0	0		51.04584	6.09201	6.63076	2.0913	2.52298	0.20484	5.31227	0.01454	0.03548	0.00837
Healthy	1.61878	0.00815	0	0.07623	0	0		22.72983	18.71908	4.22403	25.74805	2.37582	1.58858	3.01147	0.07684	0.14066	0.23594
Healthy	0	0	0	0	0	0		33.24613	4.58678	17.33629	4.75673	6.39484	0	3.18211	0.65287	0	0.01291
Healthy	0.07068	0	0	0.04831	0	0		41.82589	27.20304	2.41932	4.67019	1.20615	1.80466	0	0	0.00464	0.04446
Healthy	0	0	0	0.98217	0	0		9.71283	53.47869	0.13056	2.92703	0.93987	5.36568	0.39332	0	0	0
Healthy	1.79092	0	0	0	0	0.07153		1.10802	33.15494	0.29848	6.99434	0.20293	11.19278	0.21463	1.49492	0.01904	0.03571
Healthy	1.30555	0.32847	0.22854	6.1076	0	0.17453		4.8952	26.74578	0	4.92577	0.17598	0	0	0.0024	0.05656	0
Healthy	0.45895	0	0	0.00278	0	0		45.26455	1.97717	8.50381	10.52332	3.37225	1.94816	1.8172	0.09755	0.32662	0.07585
Healthy	0	0	0	0	0	0		55.8315	1.65132	9.95195	1.88815	15.00739	1.31224	2.97732	0	0.0406	0.38014
Healthy	0	0	0	0	0	0		24.17084	10.77328	4.65912	20.6245	1.26705	3.20481	0.22108	0	1.4816	0.1746
Healthy	0	0	0	0	0	0		40.78392	40.28248	2.44851	1.95435	1.9201	0	1.29723	0	0	0
Healthy	11.3428	0	0	0.7327	0	0		39.14154	2.39578	5.84383	0.01574	0	0	18.1203	0.27514	0	0.04034
D007234	86.10734	0.04997	0	0.04013	0.04421	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.09682	0	0		7.98819	6.04908	27.93103	3.39739	12.10415	0.24959	0.93821	0.06231	0	0.63149
D007234	66.6229	1.55191	8.24069	12.4617	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.13743	0	0	0.00148	0	0		50.22622	5.82134	6.86002	2.22735	2.31203	0.27691	5.15355	0.02717	1.24634	0.01867
Healthy	13.6644	0	0.74352	0.0032	0	0		24.80784	16.70876	0	10.68892	0	0.18872	0	0.21335	0.07838	0.02294
Healthy	0	0	0	0	0	0		55.40717	26.62545	5.00353	4.09328	1.94624	0	1.92997	0	0	0
Healthy	10.1159	0	0	0	0	0		9.0509	0.38994	1.33344	3.93551	2.85582	1.98871	0	1.29681	0.07987	0.70743
D007234	1.05318	0.01148	13.55132	0.23916	2.35393	0		0	2.54157	0	0	0	0	0	0	0	0
D007234	43.2321	0.20996	0	44.806	0.01883	0		0	0.00142	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		46.32528	25.41271	0	0	1.61752	3.8327	0.76536	0	0	0
Healthy	0.02887	0	0	0	0	0		4.78473	3.81025	13.22526	25.86527	0.69854	2.50024	0.10859	0.22777	0.48254	0.06574
Healthy	0	0	0	0	0	0		12.45128	1.41531	0	8.17222	0	0.28415	0	0	0.31888	0
D007234	51.4065	25.7402	0	0	0	2.99195		0	0	0	0	0	0	0	0	0	0
Healthy	0.06296	0	0	0.03007	0	0		47.80756	9.22167	13.38223	5.32495	5.19742	0.62529	0	0.33733	0.11671	0.07549
D007234	69.9475	0.13794	0	2.13404	0.62938	0		0	1.3527	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.0866	0	0		15.21199	58.80176	3.22642	2.28775	1.92469	0.04266	4.7411	0.04938	0.16492	0.06076
Healthy	0	0	0	0.08364	0	0		50.95482	8.60771	1.61159	6.92559	4.92388	0	0	0.31056	0.02886	0
Healthy	0.14117	0	0	0	0	0		83.41554	1.90873	1.45061	0.89918	5.33098	0	1.93308	0	0.07611	0
D007234	84.05785	0.09013	0	2.6273	3.53512	3.12151		0	0.00263	0	0	0	0	0	0	0	0
Healthy	0	0.08151	0	0	0	0		17.25817	9.81096	2.0047	13.0996	0.03364	4.80881	0	0.73858	0	0
Healthy	0.20678	0	0	0.19478	0	0		84.24075	3.93516	0	0	0	0	0	0	0.02736	0
Healthy	0	0	0	0	0	0		52.28865	14.57401	7.10356	1.3052	1.75236	0	2.56436	0.21844	0.05969	0.08423
Healthy	0.02024	0	0	0	0.01657	0		36.10038	31.9277	3.03007	10.8731	0	0.09097	2.01071	0	0.04334	0.00364
Healthy	0	0	0	0	0	0		46.50218	9.75133	5.70957	11.9794	0	4.37085	5.06833	0	0	0
D007234	67.3282	3.09146	0	1.36172	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.09344	0	0	0	0	0		56.72714	2.00846	17.11182	3.06524	6.49005	1.463	0.7899	0	1.5377	0.09329
D007234	12.2035	0.29497	12.746	32.5601	11.82696	0		0	19.7371	0	0	0	0	0	0	0	0
D007234	0.06831	2.00401	0.00206	27.2528	1.40922	0		0	0	0	0	0	0	0	0	0	0
Healthy	15.31442	0	0.03669	0.01028	0.0019	0.02824		19.08008	11.35441	8.93589	12.77617	1.65931	0.21835	0.1406	0.28847	0	0.1755
Healthy	7.91464	0	0	0.06107	0	0		28.77758	8.03442	14.92958	2.6967	6.80784	4.01451	0	0.31012	0.3213	0.5255
D007234	0.01539	1.39312	93.3485	0.00843	0.18195	0		0	0	0	0	0	0	0	0	0	0
Healthy	8.6462	0	0	0	0	0		8.02642	10.78517	0	23.19302	0	0	0	0.60611	0	0
Healthy	4.89526	1.64212	0	0	0.05462	0.09508		5.06393	0.47735	0	0	0	1.95813	0	0.96615	0	0
Healthy	0	0	0	0	0	0		20.99855	12.11081	8.37821	18.04663	1.68367	1.62008	0.00465	0	1.64852	0.16968
Healthy	0	0	0	0.59763	0	0		33.62467	15.86882	1.08785	4.49434	0.25664	22.2791	0	0.02513	0	0
Healthy	0	0	0	0	0	0		46.57127	2.0069	25.17786	1.7704	6.14371	1.97691	0	0.17629	0.0429	0.03795
Healthy	0.06894	0	0	0	0	0		56.18605	0.98998	6.93571	3.82129	5.30594	0.88816	1.37882	0.16904	0.36217	1.79765
Healthy	20.7052	0.07824	0	0	0.06962	0.0255		45.00466	0.55783	8.98291	1.04988	0.25997	0.07223	0	0.0302	0.10853	0.1202
Healthy	0	0	0	0	0	0		45.96429	6.66124	9.83609	6.88608	0.171	0	0	0	0	0
Healthy	0	0	0	0	0	0		20.50412	6.31536	7.29973	2.30749	1.27606	4.83941	0.78963	0.39232	0.92154	0.60142
Healthy	0.05832	0	0	0	0	0		53.6931	1.62386	14.74769	1.64266	0.96597	0.12201	0	0	0.01485	0
Healthy	4.70043	0.01741	0.00359	0	0	0		0.07323	38.98218	18.9159	4.82957	0	0	0	0	0.5379	0
Healthy	0	0	0	0	0	0		53.92158	9.94093	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01467	0	0		46.60058	7.24649	3.09898	6.86314	6.87244	0.04167	0.68174	0.76737	0.05709	0.03016
Healthy	0	0	0	0	0	0		66.03499	0.82778	12.18349	1.44193	1.99054	0	0	0	0	0
D007234	0.94398	1.11589	0.08098	33.66614	0.27547	0		0	2.09174	0	0	0	0	0	0	0	0
Healthy	0.06217	0	0	0	0	0		46.00185	5.77651	15.86092	3.50978	4.4963	1.07647	3.18738	0	0.01935	0.10551
Healthy	0.0408	0	0	0.77588	0	0		29.60928	4.55696	7.63706	5.00745	3.56258	5.06995	1.55377	0.29408	0.06662	0
Healthy	0	0	0	0.00201	0	0		28.6106	6.49458	0	18.30205	0	6.43809	0	1.41441	0	0
D007234	74.0887	11.368	0	0	0.20947	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		34.80677	11.31074	2.67555	3.28853	0.14945	2.31123	0	0.07916	0	0
Healthy	1.03983	0	0.0685	0.05705	0	0		52.34244	11.55632	3.42638	8.305	0.51945	4.17141	0.55553	0.08258	0	0.00508
Healthy	0	0	0	0	0	0		32.40804	23.48085	23.89752	3.68127	6.01292	0.20301	1.10203	0.05015	0.29331	0.38816
Healthy	0.01464	0	0	0.03517	0	0		16.0348	17.9239	3.44222	11.10345	1.7901	6.29149	1.21189	0.49501	0.05264	0
Healthy	0.08398	0	0	0.00145	0	0		16.61181	19.14772	5.97409	10.28534	1.87499	4.73349	0.77064	0.8321	0.19152	0.06753
D007234	51.4875	2.33418	0	0	0.63235	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.0159	0	0		39.22266	22.3262	4.18776	5.4946	0.25698	3.26743	0	0.14072	0	0
Healthy	0	0	0	0.00973	0	0		17.63998	23.84768	3.45281	5.45909	3.21779	5.12804	7.15983	0.00528	0	0
Healthy	0.00258	0	0	0	0	0		25.3889	18.78117	4.81762	7.43596	14.95121	0.09398	0.91996	0.18702	0.03949	0.03171
Healthy	0.02073	0	0	0.01493	0	0		64.61502	9.16596	0.65033	14.26646	0.18518	0	0	0.38046	0	0
D007234	19.4936	8.26822	49.4226	4.72791	0.07971	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.03258	0	0	0	0	0		4.75775	3.89057	12.78086	25.57917	0.73167	2.47908	0.11129	0.23925	2.13926	0.03536
Healthy	1.57685	0	0	0	0	0		1.51245	45.0127	0	8.66951	0	11.93296	0.08794	2.9525	0	0
Healthy	4.39963	0	0	0	0	0		62.15806	1.5051	6.80541	0.95371	2.85904	1.11319	0	0.14717	0.75648	0.01148
Healthy	0	0	0	0	0	0		54.87052	8.99905	2.18733	1.73932	5.82934	0	1.69363	0	0	0
Healthy	0	0	0	0.02784	0	0		63.50656	10.98777	2.46298	2.86142	3.52225	0.0312	0.18968	0.03286	0.01901	0.1446
Healthy	0	0	0	0	0	0		52.46213	14.73322	7.14329	1.35095	1.82227	0	2.7228	0.256	0.04292	0.06551
Healthy	0.845	0	0	0.01333	0	0		13.1383	5.57253	18.59734	17.37577	4.3286	1.55479	0	0.04534	0.2259	0.08215
Healthy	0	0	0	0	0	0		51.81624	14.8852	7.26593	1.36644	1.87388	0.00754	2.73946	0.23948	0.06234	0.09886
D007234	49.1897	0	0	0	0	0		26.559	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		29.52754	12.57695	1.03837	1.49534	49.8202	0	0	0	0.26809	0
Healthy	0.90698	0	0	0	0	0		52.57727	8.16923	0.59408	1.48176	4.27302	4.72026	0	0.28235	0.12547	0.0314
Healthy	0.06475	0	0	0.01053	0	0		44.16475	5.73369	9.6433	3.98999	7.45498	0.02853	3.5322	0.23698	0.00946	0.00374
Healthy	0	0	0	0	0	0		36.63174	13.48075	5.32693	8.56533	8.64199	0	1.18457	0.24667	0	0.28677
Healthy	0	0	0	0.02277	0	0		35.66659	39.25469	1.24532	5.13117	0.53146	0	0.7037	0.02341	0.00129	0
Healthy	0	0	0	0	0	0		31.99482	24.01902	2.57232	7.4502	4.11001	0.01244	0.33131	3.40674	1.39602	0.83945
D007234	76.88332	0.01319	0.57846	0.0032	0.8929	0		0.01136	0	0	0	0	0	0	0	0	0
Healthy	0.17601	0	0	0.30902	0	0.04233		22.13223	11.15036	1.96047	11.24047	2.45613	5.07152	0	0.36375	0.02812	0.07127
Healthy	1.07164	0	0	0	0	0		49.73581	0.8796	2.62014	3.82356	1.7635	0.5643	0	0.63053	0.36844	0.17596
D007234	55.91502	0.39423	0	0.03033	0.0399	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.199	0	0	0.10557	0	0		10.71603	42.38459	7.81565	10.43867	0.29399	1.08075	1.16859	0.02782	0.05411	0
D007234	10.66122	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		10.23407	30.88416	0.92364	10.0898	0.64272	0.12241	0.89744	1.81965	0	0
Healthy	2.26417	0	0	0	0	0		23.00345	23.28223	0.64279	9.06416	1.56853	0	0.03406	2.73058	0	0
Healthy	0.49002	0	0	0	0	0		73.63874	13.88409	0.08951	0.00682	0.26833	0	0	0	0.13535	0.00172
Healthy	0	0	0	0	0	0		49.07497	9.83615	4.69022	2.25176	0.82067	1.14642	0.31814	0	0	0
D007234	29.24806	0.16185	0	0	4.56469	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.12224	0	0	0	0	0		13.6263	1.53203	17.34385	7.65618	5.07056	2.16754	5.60383	0	0.15506	1.64579
Healthy	0.05997	89.0861	0	0.00384	0.66207	0		0.08708	0.04122	0	0.01103	0	0	0	0	0	0
D007234	10.01092	3.17488	18.8238	0.00598	1.26421	0		0	0.00267	0	0	0	0	0	0	0	0
D007234	16.17954	4.94251	28.4497	0	14.70041	0		0	0	0	0	0	0	0	0	0	0
Healthy	0.37326	0	0	0	0	0		11.04415	11.81004	14.23186	9.98902	0.70138	3.86835	4.99869	1.8874	0	0
Healthy	0.24768	0	0	0.10926	0	0		30.46151	13.91273	10.76271	8.73634	1.49409	0.0191	0.52495	2.03119	0.27882	0.04827
D007234	56.9684	2.82089	21.857	0	0.02191	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		16.24376	56.78264	1.36254	2.83333	0.28438	0	0.09704	0	0	0
Healthy	1.25009	0	0	0.00129	0	0		41.78209	21.70843	7.24866	5.42401	1.59139	5.28422	1.42524	0.52661	0.02498	0.00563
Healthy	0.01346	0	0	0.07158	0	0		38.4079	20.96011	9.84008	13.05827	1.47034	3.69319	2.75974	0	0.01688	0.02711
Healthy	0.02953	0.00483	0	0	0	0		18.71812	33.01383	1.39626	7.08012	0.93023	12.19209	0	0	0.02608	0.00245
Healthy	22.9827	0	0	0	0.00676	0.71562		5.7774	0.245	0.00422	0.0014	11.04871	0	0	1.14237	0	0.06608
Healthy	0.03113	0	0.01957	0	0	0		21.61554	49.45111	4.44809	5.69579	1.82279	0.25986	2.5141	0.37169	0.03226	0.02316
Healthy	0	0	0	0	0	0		62.20414	0.75852	8.84562	1.74522	13.63699	1.20252	2.74419	0	0	0.28054
Healthy	0.08494	0	0.05475	0	0	0		41.8523	16.20866	0.67117	9.69848	3.4892	1.6615	0	0	0.01137	0.04022
Healthy	0	0	0	0	0	0		11.66254	17.52132	0	12.98763	0	0.27991	0	0.46867	0	0
Healthy	0.02279	0	0	0	0	0.00882		22.44762	23.4526	3.63055	11.03994	0.51128	10.8801	3.39535	0.66456	0.34552	0.21895
Healthy	0	0	0	0.04891	0	0		24.66887	28.87652	14.34263	6.33985	1.62377	2.62145	0	0	0.03607	0
Healthy	0	0	0	0.17018	0	0		29.22655	23.75908	5.59731	2.6133	4.2311	6.05074	4.17686	0.19269	0.40844	0
Healthy	0	0	0	0	0	0		48.23655	17.96831	3.82441	3.32514	3.79766	0.02683	1.84436	2.71805	0.12686	0.02458
Healthy	0.06668	0	0	0	0	0		19.35887	22.61631	0.07619	16.34003	2.01588	0.05055	0	0.42719	0.06341	0
Healthy	0.22896	0	0	0.13528	0	0		34.38823	2.04266	29.92534	3.9336	4.95634	2.07734	2.61163	0	0	0.02244
D007234	48.5755	7.25138	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		49.4338	22.9828	0	3.66764	0	0	0	0	0	0
Healthy	0	0	0	0	0	0		55.20952	5.34763	2.11287	4.83841	5.81506	0	3.7872	0.04294	3.05037	0
Healthy	0	0	0	0	0	0		62.65449	0.90802	14.96093	1.4694	2.02425	0	0	0	0.01679	0
