o	Enterobacterales	Pseudomonadales	Staphylococcales	Bacteroidales	Lachnospirales	Oscillospirales	Actinomycetales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Desulfovibrionales	Peptostreptococcales
Healthy	0.0109356647043851	-1.05943371350991	-5	1.64695609540824	1.40171993995722	1.10998734039473	-0.601140261595739	-2.15490195998574	0.248137629211972	0.260731872147808	-0.917035206222248	-0.729344451047015	0.0897885777744039	-1.9515581964496	-0.543345545351551
Healthy	-0.709609190559771	-5	-5	1.70267966728539	1.46432199727374	1.06056375483841	-5	-5	-0.999088937868777	-5	-5	-0.475292388205987	-5	-5	-1.22279074185432
D007234	1.71363424810858	0.914983282718406	-5	-5	-5	-5	1.5387309109158	-5	-5	-5	-5	-5	-5	-5	0.068441908639337
D007234	1.84575599384083	-0.955773922887317	-5	-5	-5	-5	0.464174964976396	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0902675076251021	-5	-5	1.76331049352414	1.32123460567136	0.745812309400151	-5	-5	-5	-5	0.25653735366673	-5	0.504940923792709	-5	-5
D007234	0.347421744238729	1.56378522233254	-0.871213141357402	-5	-2.09312646527793	-5	-5	-5	1.43229424789643	-5	-3.02227639471115	-5	-5	-5	-5
Healthy	-1.04043395336207	-0.371958644583609	-5	1.27892180034509	1.58459827858825	0.427003832965794	-0.572156994294466	-5	-0.794092237372614	0.485932845201798	-1.23269568254673	0.575643845661616	-5	-5	-5
Healthy	0.617230015865751	-1.16165473122401	-5	-5	1.5460408375615	-1.36321131096562	-5	-5	-2.79860287567955	-5	-1.13106182166709	-1.40837896178668	-5	-5	-1.86423148543218
Healthy	-0.0346947958309404	-5	-5	1.34369035064213	1.34776116788335	0.952044735789634	-0.644491011975566	-5	0.224022589711839	-5	-1.21925076889645	-0.871213141357402	-5	-5	-0.759101459876509
D007234	1.23150450589567	1.77406871775551	-1.42342831593471	-2.27572413039921	-5	-5	-3.63827216398241	-5	0.567852974722848	-5	-5	-5	-5	-5	-5
Healthy	-0.460296761052174	-5	-5	1.65574909221612	-0.182527184026897	0.777055446996348	0.0824586292715335	-0.878112014896319	-1.89414932561486	-5	-0.309573539117544	-0.146478218173163	-1.16545214231905	-0.177773059405061	-5
Healthy	0.433228828459711	-5	-5	1.25929923269997	0.842409518070182	0.347101584670897	0.211318145691329	-5	-5	-5	0.613698089944562	0.356274500903909	0.472763760610584	-5	-5
Healthy	-1.09946901754724	-5	-5	1.80432102081899	1.01168080042184	0.920892577739454	-0.358664727273591	-5	-5	-5	-5	-0.92786043676026	-5	-1.15620680167409	-5
Healthy	-1.09210516458372	-5	-5	1.49356427633227	0.814540579049336	0.800660726291882	1.54657535771273	-1.48043449911949	-1.63059858630338	-5	-1.61834351741421	0.0330657171185611	-5	-2.12090412049993	-5
Healthy	-0.791854365464649	-1.15820270112564	-5	1.33045943275192	1.23848243768063	1.25202441263091	0.743686895664305	-5	-1.05685187064144	-5	0.68275951582264	0.636777663647943	-5	-5	-0.602042619896113
Healthy	1.00937057363846	-5	-5	1.12349589629023	-0.410251404069212	0.779590719864235	-1.98674133471648	1.64334813711979	-0.546574628728335	-5	-0.867996607013368	0.130005510862396	-5	-0.341931337516564	-5
D007234	1.22474200198987	0.453342806652599	0.97288152954606	-5	-1.36532124782132	-5	-5	-5	-0.254316373335782	-5	1.46221540608139	-5	-5	-5	-5
Healthy	-5	-5	-5	1.81791352489197	0.496112849425274	0.671244138941686	-0.873414072045662	1.01745114670004	-1.01963297381522	-5	-1.89245087025531	-0.547186591322146	-0.0941232027331172	-0.470454157138276	-5
Healthy	-1.19504320014251	-5	-5	1.66387781019517	0.943934523102862	1.24591642329382	0.386456158235409	-0.996582554797806	0.399753306006056	-5	-0.390747185114997	-0.0788599869822159	-5	-2.90308998699194	-5
D007234	0.576512960533846	1.06383867822624	-0.886591493181825	1.11288673240206	-5	-5	1.73996169009729	-5	-5	-5	-5	-0.743186075419107	-5	-5	0.0475941414548796
Healthy	-1.21056031543282	-5	-5	1.84899289555575	0.152963727974303	0.269727703434182	-0.557786847277181	-5	-0.933040802132878	-5	-1.64820369310298	-2.63078414258986	-5	-5	-5
Healthy	-5	-5	-5	1.6475331865481	0.635464645480143	0.828133785268303	0.72775265980976	0.850736882398385	-0.55695617135166	-5	-0.758055266755733	-0.149390519078651	-5	-0.960942981966556	-2.58670023591875
Healthy	-1.75671385391655	-5	-5	1.56000304445673	1.58770355838319	0.561013084036811	-0.700035331375845	-5	-2.30803489723264	-1.60800692774029	0.715600599372018	-1.22577509513108	-5	-5	-5
Healthy	-5	-5	-5	1.25952794138506	1.3818669057122	1.48651577073244	0.773395111234869	-5	-5	-5	-5	0.233549419743861	-5	-5	-0.0359620533064625
Healthy	-5	-5	-5	1.62839833114676	1.57320230646532	0.528021491404521	-5	-5	-5	-5	0.291077891161752	-5	0.339403735860026	-5	-5
Healthy	-5	-5	-5	1.80403694856363	1.17246135381866	0.169418718601164	-0.0318206967250459	-5	-0.759026648159996	-5	-1.33236029394359	-0.62845190731615	-5	-1.29713882942707	-5
Healthy	0.631860613368897	-5	-5	1.96760834270013	-0.190130666360444	0.187740632484242	-5	-0.259479413946335	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.77780395369828	-5	-5	1.69670438392489	1.31061324187225	1.07796787099673	-0.209510758477563	-0.410754324947494	0.405718501895727	-5	-0.830943067255148	-0.890455199121653	-2.94309514866353	-0.970291637485105	-5
Healthy	-0.32113577986547	-5	-5	1.71218039327238	1.07714361332151	1.50360453641233	-1.94195376960472	-5	0.32303335048148	-5	-5	-5	-5	-5	-5
Healthy	0.321559079158719	-5	-5	1.85173953724011	0.42916421218118	-0.108284178145288	-5	-5	-0.460585133050118	-5	-5	-5	-5	-1.50265561898242	-5
Healthy	-5	-5	-5	1.42350882927382	1.51148549867498	1.13455320568454	1.0392010841612	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.01327304066878	-5	-5	1.15158158231486	1.71167903000264	1.25324396263419	-0.27049503818861	-1.02807505081581	-0.200507818629786	-0.731024418902193	0.129148297419056	-0.777309535288659	0.117304446641003	-1.08857603462371	-5
D007234	1.60127810070475	0.366997899930427	-0.901114105747678	-5	-5	-5	1.70720478929112	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.60067246784132	-5	-5	1.76379227371666	0.631754158329886	0.650436723522749	-0.302273857453656	0.940097926231087	-0.288488022888145	-5	-5	-0.596862313373619	-5	-0.253233509274442	-5
Healthy	0.174455234145807	-0.640164517660112	-5	1.34524587426771	1.58081439318685	1.32538613562869	-0.390426932551334	-5	-5	-0.951092298516229	-5	0.187811093428112	0.0313438202620874	-5	-5
Healthy	-5	-5	-5	-0.446736102130203	0.828534229358596	-0.401702045786327	1.40916541692025	-5	-5	-5	-5	0.119206384805907	-5	-5	-5
Healthy	-5	-5	-5	1.90515172992153	1.11103959481586	0.240269612401778	-5	-5	-5	-5	-0.268346780304104	-5	-5	-5	-5
Healthy	-5	-5	-5	1.30818415943938	1.336307804276	1.41367353242207	-0.71092412110178	1.27927923620624	-3.24412514432751	-5	-0.720538390742327	0.567358139248078	-5	-0.720287439179074	-5
D007234	1.18554073836647	1.89657471467302	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.57156105339897	1.76376571337418	-3.30102999566398	-5	-5	-5	-5	-5	-5	-5	-0.24882871299355	-5	-5	-5	-5
Healthy	1.74098454857805	-5	-1.90274269030658	1.46048845128655	-1.97839728397176	-2.36251027048749	0.856310098713071	-3.39794000867204	-5	-5	-5	-2.58335949266172	-5	-5	-0.628009088535085
Healthy	-0.241648360659185	-5	-5	1.58838141538367	1.14807828558305	0.751613936045421	1.02448197330695	1.07807637190583	-5	-5	0.0735093989447644	-0.105949913325857	-1.79344395590097	-5	-5
Healthy	-0.0401004121340565	-5	-5	1.47030565369035	1.61997011653538	0.866688359258094	-0.229648819820771	0.449879338623202	-1.15770286567193	-0.683463552596444	0.218727140663925	-0.375810756140244	-5	-5	0.645795484286742
Healthy	1.52261648252963	0.243003303737926	-5	1.52154105801303	1.07603572374245	0.510814350098591	-5	-5	-5	-5	-0.13499083395651	-2.36251027048749	-5	-5	-5
Healthy	0.730107707641394	0.301713471377031	-5	1.62193708491111	1.41532882281721	0.631091522966043	-0.876344325561878	-0.308193814529736	-5	0.388704955700738	0.269358812376748	-5	-5	-5	-5
Healthy	-5	-5	-5	1.8422493624299	0.59072483359269	0.846233784769899	-0.125332675551212	-5	0.476666455108599	-2.08301995267962	-0.760125180346964	-0.191964671555741	-5	0.0853084206935297	-5
D007234	0.240868611828127	1.37630863347393	-1.6192462291961	-5	-5	-5	-5	-5	-3.06048074738138	-5	-2.23507701535011	-5	-5	-5	-5
Healthy	-1.03905380426617	-5	-5	1.45822828621146	1.75789191942676	-0.118524042554911	-5	-5	-1.48571795213962	-0.672252928747544	-5	-5	-5	-5	-5
Healthy	0.0628902051108873	-5	-5	1.81760403789488	0.36331482835193	-0.965010783712315	-0.733980091146502	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.28449805470672	-5	-5	0.889549319851817	1.80889335280578	1.16304711902404	-3.09151498112135	-5	-5	-5	-1.61816320000166	-0.32176395860447	-3.79588001734407	-5	-5
Healthy	1.42936043100709	0.809856549397919	-5	1.40084905039548	1.06316929452744	0.946219825797328	0.444457023751733	-3.48148606012211	-5	-5	-1.35882345338689	0.0459758857632826	-5	-1.40660315769979	-0.695294101787234
Healthy	-5	-5	-5	1.8803962977303	0.237900477097921	0.583858219238748	0.0832624731640772	0.584892955610718	-0.128129464579834	-5	-2.75696195131371	-0.788318923700861	-5	-1.82073553566097	-5
Healthy	-0.118295874806728	-0.478299790403725	-5	1.44655083564052	1.66762682266702	0.992928889957716	0.309698286707962	-0.100491382651709	-1.18795610206977	-5	-2.38090666937326	-0.226945306635737	-5	-5	-0.963331189699903
Healthy	-5	-5	-5	1.82018917291727	0.492186070439878	0.673011686341373	-0.921361961630327	1.01623542582996	-0.926831737734898	-5	-2.09205147838773	-0.652026339721962	-0.0562186872401727	-0.481038835550238	-5
Healthy	0.322711216443731	-5	-1.63171311509787	1.40671301227427	1.40720745917849	1.32157875525773	0.0150410440855053	-5	-0.689094370623858	-0.0978066703730758	-0.876017763788537	0.0167743557683439	-5	-1.10757145305477	-1.13978181533124
Healthy	-5	-5	-5	1.25929732031192	1.08138619810596	1.67951501933894	-5	-5	-5	-5	-5	0.254809010414806	-5	-5	-5
D007234	-5	1.74035842549113	0.171533390977501	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.76704842986874	0.160528553851757	-5	1.32930511147553	0.139170419697508	-5	-0.327837464723681	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.38729957626434	0.95225323469415	-5	-5	-5	-5	1.38624830441987	-5	-0.844481779291588	-5	-0.186705967391169	-5	-5	-5	-5
Healthy	-1.00731396083787	-5	-5	1.89530517121279	-0.164797888132791	0.902445667702754	-0.918760739088303	-5	-1.18236853280948	-5	-1.42759313244194	-1.44745345204434	-5	-2.79317412396815	-5
D007234	1.83063876682804	1.29845133193302	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.81245075376518	1.27252363301069	0.652825336602453	-5	-5	0.0307534989344725	-5	-1.16583371605738	-0.91388942619868	-5	-0.388223603002689	-5
Healthy	0.973083959918033	0.657646627046485	-5	1.59146586560344	0.739146543010077	0.835649359111773	0.844854766981582	-0.458782819002195	-0.668532211708969	-1.12389767862221	-0.0550684599193712	-0.184820869860581	-5	-0.722184573429135	-1.23574912456123
Healthy	-0.412771852687185	-5	-5	1.94824376338362	0.0859787659246733	0.122936373016304	-5	-5	-0.922014708970498	-5	-1.63601217025151	-0.880117542015017	-5	-2.59516628338006	-5
Healthy	0.463120721159304	-5	-5	1.902603793708	1.07559622729982	-0.303932071589103	-5	-5	-1.10358402352688	-5	-1.98505965020706	-5	-5	-1.41668784801692	-5
Healthy	-0.871180857805489	-5	-5	1.80714744013724	0.818468713818494	0.844388319573514	-0.244010871341215	-5	0.143997879284792	-0.75340295089363	-1.60432421473006	-0.739427791876507	-5	-0.859272037155817	-5
Healthy	0.727493270530317	-1.26129869956529	-5	1.58393825894487	0.488408278395932	0.942700882255081	-1.92811799269387	0.163373101574077	-1.51784130458872	0.488614163981458	-0.287518662198081	-1.22687207596667	-5	-0.449820584291501	-2.5654310959658
Healthy	-2.39469495385889	-5	-5	1.90763543760992	0.233602682980597	0.567530984351731	0.0282580248289713	0.553035447175104	-0.153502067841731	-5	-5	-0.947652400775336	-5	-1.54683460747414	-5
Healthy	-2.10679324694015	-2.43297363384094	-1.97021052916814	1.40001116347393	1.12035245035664	0.82427491392805	0.196863987186564	-0.15568439445564	-0.0554729136398701	-5	0.0149235651407904	-0.528869712156724	1.35265920825441	-0.4315987810515	-1.07417242537526
D007234	1.6942836142472	0.883649513180675	0.820405746656151	-2.43533393574791	1.02434484807803	-5	-0.254862724498418	-5	-2.26520017041115	-5	-2.36451625318509	-5	-5	-5	-2.10846254232744
Healthy	-5	-5	-5	1.7468348775601	1.37015932955661	0.223467385096525	-5	-1.90763030037088	-1.07899019850297	0.279443352577086	0.864966495421165	-1.42181939037222	0.167656956106924	-5	-1.07504911108439
Healthy	0.275880057552617	-5	-5	1.43602485997618	1.1080780297943	1.2668441233568	1.46381224150908	0.101217626747548	0.140316307786721	-0.367390883139056	-5	0.00158228893511219	-5	-1.26696331706642	-5
Healthy	-5	-5	-5	1.89328788413065	1.05445677234163	0.50420979956773	-5	-5	-5	-5	-0.363742852536496	-5	-5	-5	-5
D007234	-5	1.72436607876421	0.813865755008717	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	0.433777831907977	-2.24108810760203	-1.21020783226932	-3.09151498112135	0.912898221291622	-5	-0.883624738820295	-5	-0.66090647733816	-5	-0.657143241698475	-5	-5	-5	-5
Healthy	0.165167137745214	-5	-5	1.81086762923236	1.24039472178083	0.865887722538789	0.0485156040340487	-5	-0.244300421325839	-5	-1.14587621789883	-0.37333121254548	-5	-1.45892023222337	-2.21183162885883
Healthy	0.439068878523767	-5	-5	1.90097133349062	1.07616584604537	-0.364828011559438	-5	-5	-1.20321758829869	-5	-2.59345981956604	-5	-5	-1.33629907461035	-5
D007234	0.910020561385928	1.90781488437055	1.00808382089653	-5	-5	-5	-1.90031935889075	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.451107165863582	-5	-5	1.67173058524069	1.44940850532176	0.750439735412066	-1.24519314464558	-0.167740239407366	-5	-0.742177483965524	-5	-5	-5	-5	-1.36491856398913
D007234	1.70406991597779	-5	-5	0.903677515553092	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.92712958628029	0.838152402231841	0.703363611193463	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.608676673025909	-5	-5	1.52251334995078	1.30696193389169	0.780155231719571	-0.295429124810496	-5	0.10356770156495	-5	-0.809360202155316	-0.555018887912055	-0.578461880309915	-5	-1.49120103459609
Healthy	-5	-5	-5	1.84248723314806	6.07969717777382e-05	0.719541752768856	-0.939528807202321	-5	-1.20474581741912	-1.54106013810967	-0.247436853219887	-0.827192811630913	-5	0.217452358012074	-5
Healthy	-1.37685412536206	-5	-5	1.89035561818262	-0.172818186147502	0.925482268579986	-1.01700554534134	-5	-1.13774932540207	-5	-1.61421504115666	-1.28266241727614	-5	-2.80966830182971	-5
D007234	1.59439487102676	1.47240243549192	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.43687503966196	-0.518356753724416	-5	1.79020259096065	1.28215335660798	0.878671130359508	-2.30189945437661	-0.180581106626522	-1.28878347567891	-5	-5	-5	-5	-5	-5
Healthy	-0.87880139741531	-5	-5	1.75068639596413	0.786974898562689	0.764371931885085	1.08420223045863	-5	-2.1073489661227	-0.709275519980777	-2.31247103878537	0.209077819246674	-5	-0.95436412892178	-5
Healthy	-0.533948374300659	-5	-5	1.73645698054468	1.36393504247938	1.00691337044193	-0.686491325953927	-5	-1.33620487778059	-5	-5	-1.09033701484598	-5	-5	-0.476943230474559
Healthy	-5	-5	-5	1.63656221152152	0.441790936876037	0.317446951259571	-5	-5	-0.926025180133341	-5	-5	-1.18197215814074	-5	-1.48678239993206	-5
Healthy	0.352057037135132	-5	-5	1.86071421216417	0.409361574117727	-0.0863185746585972	-5	-5	-0.40964866676455	-5	-5	-5	-5	-1.28567024025477	-5
Healthy	-5	-5	-5	1.35594032910961	0.405703144555791	0.89393921524266	0.533834313810089	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0220021900412603	-5	-5	1.28344913507257	1.56880602915939	1.32553721335806	-5	-5	-5	0.0203820023100244	1.09118949878831	0.349681515137003	0.251606590006391	-5	-0.206488994207142
Healthy	-1.21253952548158	-5	-5	1.78701036043699	1.32379560803883	0.58981002411676	-5	-5	0.710153766437555	-5	-1.97510403989251	-0.791236267338363	-5	-0.831237424377643	-5
Healthy	-1.06368736633781	-5	-5	1.78904336346585	1.32091486790374	0.587467377591833	-5	-5	0.717941644400062	-5	-1.34466944199066	-0.707478115425859	-5	-0.82929834418393	-5
Healthy	0.815515986460641	-5	-5	1.78698851626489	0.338653674311036	0.128121283002742	-1.74448628718047	-0.100759673533282	0.156527950944227	-5	-5	-1.62543493927723	-5	-0.476253533188435	-5
Healthy	-0.09298118659319	-5	-5	1.78024643641179	0.877147228962681	0.809428396452106	-0.131661262040936	0.775691984328376	0.363658978916258	-5	-1.11025022473596	-5	-0.571476459579236	-5	-5
D007234	1.91846640540741	-0.758752448736284	0.161206234855574	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-0.380697924124392	1.69357579869378	1.69519184584125	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	1.78464916825017	0.523920669774908	0.412036966813818	-0.264584756281166	-1.24756739073853	0.434639151871673	-5	-5	-2.03338901331807	-5	-5	-5
Healthy	0.485428959845251	-5	-5	1.59105948454855	1.1965854066483	-2.431798275933	-5	-5	-5	-5	-0.494985759915893	-5	-5	-5	-5
Healthy	-5	-5	-5	1.20512583727329	1.36388412768235	1.6736503161265	-5	-5	-0.723814025929329	-5	-5	0.0849228603025243	-5	-5	-5
Healthy	-5	-5	-5	1.86313571622313	0.444678590632535	-0.061195175042244	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.99662564598025	-5	-5	1.79995502038762	1.33463688025444	0.583348426697339	-2.31247103878537	-5	0.702601979985979	-5	-1.59998036493484	-0.87445367632881	-5	-0.688627638196451	-5
Healthy	0.254601242906358	-5	-5	1.93699953868876	0.598869263356428	0.554074656226324	-0.666371387481309	-5	-1.17411970106382	-5	-1.58569531187167	-5	-5	-0.989742457001699	-5
Healthy	-5	-5	-5	1.79562541141711	1.25716791876299	1.031473502555	-0.568330728686255	-0.158778223973396	-2.44009337496389	-5	-5	-0.675450052297445	-5	-1.89517159634634	-0.68729385440211
D007234	1.58121532015915	1.64028074059112	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.14898639317633	-5	-5
D007234	1.75439428591803	0.39942449298876	-5	-5	-5	-5	0.191613076115184	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.49784610712864	-5	-5	1.70525998257671	-0.384123563816595	0.82253746497891	0.178991327667069	1.09168137522985	-0.930331903088404	-5	-2.10679324694015	-0.8837908741966	-5	-0.0116506608530314	-5
Healthy	0.728079318611723	-5	-5	1.8137514040382	0.447203009512944	0.831446146606604	-5	0.709290318052555	0.774910207347244	-0.264249443050053	-5	-5	-0.525375865581386	-1.2098556349571	-5
Healthy	-0.298838006652643	-5	-5	1.65819280795176	-0.209475582393867	0.775805527272891	0.0327959877382654	-0.837256416764585	-2.53165266958784	-5	-0.280502983389418	-0.11595836882574	-1.17470373556904	-0.181760906146476	-5
Healthy	-0.776426188945312	-5	-5	1.58462144870961	1.56070043071807	0.311306625313556	-5	-5	-3.17392519729917	-5	-0.663900659914914	-5	-5	-1.18708664335714	-5
Healthy	-5	-5	-5	1.75917269340802	1.18843093871159	0.966908699946347	-5	0.224064071833704	0.809585300223161	-0.603992552294838	-5	-5	0.226146043037372	-1.24902901556268	-5
Healthy	-5	-5	-5	1.41344243740169	1.83405435566269	0.767091273894564	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.774174008538106	-5	-5	1.78339441350103	0.686873011386209	0.728702700936549	0.576207700571901	-0.0564856989189822	-0.829738284605043	-0.0241731402651672	-2.25336580106242	-5	-5	-0.422289958839038	-5
Healthy	-5	-5	-5	1.59828842602444	1.17865527771286	1.27219795336587	0.593200750796251	-5	-0.0644222048359064	-5	-1.51173138450454	-0.153057030617722	0.207087452923396	-0.604324214730064	-0.845941389623029
Healthy	-0.110082316563794	-5	-5	1.83322720348008	0.32189241685424	-1.05968277842578	-0.810818602819263	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.90413354652146	-5	-5	1.71027217662072	1.17399493505058	1.32265213260969	-1.0706832732465	-3.48148606012211	-0.656985502849232	-5	-1.67366413907125	-0.784415305818385	-5	-0.608906033729366	-5
D007234	1.44529713104162	1.35831430788849	-0.36965349924576	-5	-5	-5	0.265537117329515	-5	-0.805346928047066	-5	-3.55284196865778	-5	-5	-5	-5
Healthy	-5	-5	-5	1.78661799092698	1.19206038762376	0.929267662708566	-5	-5	-1.47521455067878	-5	-2.1249387366083	-5	-5	-5	-5
Healthy	-0.486063611585716	-5	-5	1.4180109463338	1.5194629543157	1.05071028208529	0.192461514933312	0.263122184828126	0.258347496801759	-5	0.170854064527945	-0.311963024208862	0.584855680071616	-5	-3.29242982390206
Healthy	-0.109238163054912	-5	-5	1.78004577521362	0.875518479487746	0.801608116496709	-0.0753744504618983	0.765426384839824	0.369095203295767	-5	-1.17750501472125	-5	-0.584292313325141	-5	-5
Healthy	-0.0175388046758194	-5	-5	1.77946769879883	1.36141011838643	0.711584543331971	-0.044504670815873	-5	0.160507546838916	-5	-0.734403976912408	-0.219437881042936	-5	-5	-1.68277265082358
Healthy	-5	-5	-5	1.06194266859472	1.63827415304658	1.16917667899249	-5	-5	-5	-0.191222045296204	0.885516701288187	-5	-0.865440422577375	-5	-5
Healthy	-0.493089274448482	-5	-5	1.63071744373332	1.01610697068992	1.44364343489057	-0.630209175969224	-5	-1.1721785723172	-5	-1.1786175002527	-2.26760624017703	-5	-5	-0.806096597447253
Healthy	-5	-5	-5	1.87396969779597	0.783215162913983	0.566313727151452	-0.673951032053259	-5	-0.966616458826881	-5	-0.876344325561878	0.484658518107889	-5	-1.73471037413917	-5
Healthy	1.0119597386063	-5	-5	1.13305580649568	0.00983742430568919	0.786173397608892	-1.67468962828894	1.63821371704129	-0.52224224669183	-5	-0.855456925727212	0.176068096065628	-5	-0.145918756170271	-5
