group	Bacteroidia	Gammaproteobacteria	Desulfovibrionia		Bacteroidia	Clostridia	Actinomycetia	Gammaproteobacteria	Negativicutes	Verrucomicrobiae	Bacilli	Methanobacteria	Coriobacteriia	Desulfovibrionia
Healthy	69.10783	0.08618	1.42888		69.10783	6.06456	0.1269	0.08618	0	0	0.52483	0.01411	0.1261	1.42888
Healthy	22.25656	1.90489	0.1026		22.25656	36.85416	0.1445	1.90489	0	10.2982	0.66711	0.58046	0.24638	0.1026
Healthy	13.31218	0.40844	0.02758		13.31218	63.58426	0.30366	0.40844	5.69109	0	10.39962	3.28183	1.21051	0.02758
Healthy	67.98188	6.01844	0		67.98188	10.28299	0.19261	6.01844	4.82061	0	0.43095	0	0.02509	0
Healthy	55.93334	0.30246	0.08565		55.93334	11.59731	12.31335	0.30246	0	0	0.25387	0.20356	1.74519	0.08565
Healthy	50.09099	1.64625	0		50.09099	26.91062	0.24184	1.64625	0.12044	0.03792	1.27675	0.07783	0.38301	0
Healthy	9.77201	0.0753	0		9.77201	62.67512	0.00719	0.0753	0.41357	0	17.38857	0.0354	2.10498	0
Healthy	49.84518	0.23025	0.8116		49.84518	7.11646	1.6107	0.23025	0	12.3729	0	0	0.14463	0.8116
Healthy	85.64382	2.95095	0.04785		85.64382	8.22029	0.26173	2.95095	1.28601	0	0.04944	0	0	0.04785
Healthy	27.67924	1.49689	0.00501		27.67924	36.53969	13.54931	1.49689	3.85088	0.00277	0.19114	0	1.24155	0.00501
Healthy	28.03494	0.06126	0		28.03494	55.2933	0	0.06126	0	0.70351	0.01997	0	0	0
Healthy	9.82302	0	0		9.82302	51.30864	11.57231	0	12.39002	1.23746	0.37943	0	1.80325	0
Healthy	42.51116	0.03357	0.13867		42.51116	22.39638	0.93536	0.03357	3.93665	0	0.82499	0	0.01862	0.13867
Healthy	78.21362	0	1.5463		78.21362	7.45242	0	0	0.09274	0	0.20685	0.09233	0.58449	1.5463
Healthy	32.48435	3.11775	0		32.48435	36.3103	0	3.11775	1.7791	0	2.60608	6.53455	0	0
Healthy	24.37262	0.69821	0.04588		24.37262	58.07154	0.74147	0.69821	0.02851	0.10576	0.19043	0	0.05074	0.04588
Healthy	25.24072	3.17686	0		25.24072	59.52754	1.32595	3.17686	3.95405	0	0.8938	0	0.10742	0
Healthy	77.14817	0.28317	0.01028		77.14817	6.9303	0.34933	0.28317	9.23712	0	0.08781	0	0.23506	0.01028
Healthy	28.96809	0.90987	0.08692		28.96809	42.08941	2.47811	0.90987	1.89676	0.11581	0.40469	6.73	0.01832	0.08692
Healthy	67.93963	0.1559	0		67.93963	7.53624	0.34572	0.1559	6.04788	0	0.29707	0	0	0
Healthy	6.90874	0	0		6.90874	5.51511	0	0	0	0	0	0	0	0
Healthy	91.15794	0.99684	0		91.15794	1.4565	0.31964	0.99684	0.03376	0	0.21629	0	0	0
Healthy	64.28467	1.63599	0.18817		64.28467	13.92049	0.6049	1.63599	0.37411	0	0.01938	0.20474	0.22944	0.18817
Healthy	34.19164	1.36293	0		34.19164	23.0586	27.9063	1.36293	2.31376	0.2178	1.03519	0	0.2881	0
Healthy	32.61151	0.00297	0		32.61151	58.6048	0.78074	0.00297	2.63703	0	0	0	0.44203	0
Healthy	69.36234	0.12097	1.68099		69.36234	5.88152	0.11949	0.12097	0	0	0.49986	0.01774	0.16083	1.68099
Healthy	29.16259	0.01838	0.65119		29.16259	16.18606	0.11929	0.01838	2.43258	22.8919	0.39354	1.96453	0.45095	0.65119
Healthy	30.15426	8.20549	0		30.15426	57.49121	0.07508	8.20549	0.07623	0	0.23297	0	0.09204	0
Healthy	48.4901	0.47148	0		48.4901	22.72038	0	0.47148	0	0.31809	7.41531	3.37489	0	0
Healthy	58.35947	0.32791	0.3514		58.35947	8.28966	0.36245	0.32791	0.52921	8.57815	0	0	0.13704	0.3514
Healthy	68.95983	0.24452	0		68.95983	3.74611	0.25283	0.24452	5.89787	0	0.03309	0	0	0
Healthy	84.2783	0.72657	0.06719		84.2783	6.2766	1.07505	0.72657	0	0	0.01756	0	0.51228	0.06719
Healthy	13.30113	1.42165	0.01561		13.30113	50.62152	5.21743	1.42165	0.07498	0.07407	3.82826	0	1.27404	0.01561
Healthy	31.07471	0.04744	0.09352		31.07471	59.89746	0.15216	0.04744	0.78584	0.04887	0.04626	0	0.26645	0.09352
Healthy	44.84959	0.31174	0		44.84959	30.5507	0.65766	0.31174	1.67667	0	0.44091	0	0.07161	0
Healthy	65.87777	4.12832	0.00794		65.87777	17.37181	0.4766	4.12832	5.26343	0	0.20831	0	0	0.00794
Healthy	56.19211	15.50261	0.06136		56.19211	5.10925	0.38391	15.50261	2.57302	0	0.07753	0	0.05928	0.06136
Healthy	26.13212	2.01818	0.33247		26.13212	8.29142	9.2609	2.01818	0	11.0573	1.43401	33.7754	2.31551	0.33247
Healthy	27.17957	0.03273	0		27.17957	64.2296	0	0.03273	0.33099	0	0.0334	0.29473	0	0
Healthy	20.77593	0.60918	0		20.77593	28.73658	2.43929	0.60918	1.86283	2.34656	1.02591	21.0891	0.27622	0
D014607	80.52541	0.41217	0.03319		80.52541	13.07357	0.23039	0.41217	0	0.03579	0.04009	0	0.73747	0.03319
Healthy	41.09319	0.247	1.65896		41.09319	11.34059	2.56882	0.247	0	16.6374	0.00528	0	0.1381	1.65896
Healthy	48.09754	0.81759	0.017		48.09754	19.68539	0.35294	0.81759	0	0.72089	0.01092	0	0.02411	0.017
Healthy	68.38534	5.77917	0		68.38534	10.09663	0.22444	5.77917	4.52767	0	0.45064	0	0.04917	0
Healthy	14.88895	0.14639	0		14.88895	64.5249	1.41622	0.14639	1.67791	0	1.04421	0.86242	0.10263	0
D014607	81.79532	3.87843	0.09387		81.79532	9.19785	0.84574	3.87843	0.06343	0	0.02829	0	0.26131	0.09387
Healthy	54.5794	1.31889	0.13363		54.5794	7.46591	0.02442	1.31889	9.01964	6.91086	0.34156	0	0.6677	0.13363
Healthy	40.23586	7.70891	0.02269		40.23586	33.35463	0.70442	7.70891	0.45257	0.00242	0	0	1.90188	0.02269
Healthy	22.08317	0	0		22.08317	67.74422	0	0	0	0	0.41372	0	0	0
Healthy	73.68848	0	0		73.68848	10.04747	0	0	0.11694	0.7359	0	0	0.08397	0
Healthy	56.66584	0	0		56.66584	16.51081	0	0	1.48551	0	0	0	0	0
Healthy	66.0405	0.9357	0		66.0405	16.38824	0.05648	0.9357	10.3765	0.39843	0.04034	0	0	0
Healthy	83.87272	0.08668	0.38168		83.87272	4.58884	3.52286	0.08668	0	0.0783	0	0.64288	0	0.38168
Healthy	17.06408	21.74804	0		17.06408	13.22404	20.95547	21.74804	1.48207	2.24224	1.83561	0.15967	0.47577	0
Healthy	8.57035	0.01024	0		8.57035	55.12683	13.7757	0.01024	0.03457	7.77762	5.47805	1.26732	0.90813	0
Healthy	64.20095	0.17644	0.12192		64.20095	15.39784	0.9698	0.17644	0.01354	0	0.05866	0	0.22514	0.12192
Healthy	63.86722	3.11279	0.36368		63.86722	28.0432	0	3.11279	0	0	0.0698	0	0.04907	0.36368
Healthy	48.07006	3.63923	0		48.07006	36.74043	1.56782	3.63923	0.03543	0.39701	0	0	0.15957	0
Healthy	54.23068	1.98699	0.38003		54.23068	31.80971	1.21806	1.98699	1.006	0.07548	0.06142	0.02199	0.40995	0.38003
Healthy	70.25471	0.7649	0.01217		70.25471	10.29853	3.4047	0.7649	4.09164	0.38122	0.45801	0	1.24633	0.01217
Healthy	45.1154	0.39684	0.68442		45.1154	6.44545	1.16352	0.39684	3.17933	0.16296	0.62562	0	0.72701	0.68442
Healthy	8.96652	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	19.53796	1.24954	0		19.53796	19.72533	3.59922	1.24954	2.75872	4.30812	0.07837	0	0.01982	0
Healthy	38.80998	0.01398	0		38.80998	15.25671	0.0242	0.01398	0	0.11184	0.78368	0	0	0
Healthy	54.92835	0.69512	0.1571		54.92835	33.18327	0	0.69512	0	2.78327	0.20707	0	0	0.1571
Healthy	0.80423	10.93418	0.00223		0.80423	69.08051	4.17252	10.93418	0	0.53897	2.69017	0	0.31421	0.00223
Healthy	64.91261	1.17066	0.44208		64.91261	25.39359	0	1.17066	0	0	0.07679	0	0.15552	0.44208
D014607	89.43835	0.07079	0		89.43835	9.19013	0.101	0.07079	0	0.05419	0.00709	0	0.02423	0
Healthy	11.14039	0	0		11.14039	72.29558	2.04766	0	7.31724	0	0	0	4.43335	0
Healthy	17.47557	0.19546	0		17.47557	47.77514	0	0.19546	2.48711	0	0.2496	0.17103	0	0
Healthy	42.65315	35.05897	0.01384		42.65315	6.36277	10.59404	35.05897	0.14194	0	0.51898	0	1.94618	0.01384
Healthy	69.9158	0.20559	0		69.9158	3.3499	0.26094	0.20559	5.97819	0	0.04636	0	0	0
Healthy	56.77236	0.08731	0		56.77236	22.47834	0.24372	0.08731	7.49191	0	0.3743	0	0.08364	0
Healthy	39.9845	0.34289	0		39.9845	37.73964	0	0.34289	0	0	0	0	0	0
Healthy	52.21683	0.6239	0.31247		52.21683	16.34508	0.15819	0.6239	0	5.49285	0	0	0.17906	0.31247
Healthy	1.32898	19.73814	0		1.32898	39.27978	23.31529	19.73814	2.76062	0	5.57754	0	0	0
Healthy	67.89234	0.06655	0.04428		67.89234	10.46001	0	0.06655	0.42747	0.5437	0.05352	0	0.28561	0.04428
Healthy	81.0339	0.75532	0.05116		81.0339	6.27785	1.09986	0.75532	0	0	0.04654	0	0.50491	0.05116
Healthy	33.62841	0.24028	0.01639		33.62841	34.97597	3.48084	0.24028	0	0.07917	1.70505	0	1.22084	0.01639
Healthy	70.13488	0.54743	0.10246		70.13488	10.01754	4.05144	0.54743	2.88085	0.1407	0.01091	0.05175	0	0.10246
Healthy	5.73114	8.42614	0		5.73114	27.44728	0	8.42614	3.86181	0	33.87996	0	0	0
Healthy	32.57043	0.1197	0.00588		32.57043	43.40343	0.20729	0.1197	1.0861	0.23083	2.23738	0.01332	0.28149	0.00588
Healthy	40.16562	3.3964	0.03857		40.16562	27.77901	0	3.3964	7.08862	0	12.63342	0.1007	0.19707	0.03857
Healthy	61.20648	0.25836	0.38783		61.20648	7.36611	0.20792	0.25836	0.42182	8.3248	0	0	0.11948	0.38783
Healthy	67.11219	0.17778	0.09241		67.11219	14.73977	1.48272	0.17778	0.00317	0.57677	0.04397	0.01265	0.35484	0.09241
Healthy	2.11984	0	0		2.11984	47.3994	0	0	4.61632	0	3.08538	23.1476	2.47695	0
Healthy	0	0	0		0	9.24888	0	0	0	0	0	0	0	0
Healthy	36.96423	2.00589	0		36.96423	29.89059	0.81976	2.00589	1.29591	0	2.25199	2.2348	0	0
Healthy	74.49401	0.50586	0.03855		74.49401	8.04146	0.00896	0.50586	2.74768	0	0.02754	0	0	0.03855
Healthy	68.79607	0.2875	0.11194		68.79607	10.45503	0	0.2875	4.31984	0	0.02466	0	0	0.11194
Healthy	48.33093	0.98413	0.02823		48.33093	17.94418	0.07118	0.98413	0.37926	0.02151	0.06816	0	0.05744	0.02823
Healthy	3.52148	0	0		3.52148	51.48785	0	0	8.10433	0	6.6301	6.37433	3.16693	0
Healthy	30.977	0.05841	0		30.977	51.90948	0.23884	0.05841	3.58224	0	0	0.17672	0	0
Healthy	48.79426	0.56267	0.54332		48.79426	9.73331	0.17352	0.56267	0.0912	9.34841	0	0	0.11049	0.54332
Healthy	72.78589	0.59765	0.00456		72.78589	0.64108	2.35336	0.59765	0	0.23017	0	0	0.06081	0.00456
Healthy	4.21911	1.69569	0		4.21911	41.19312	7.56379	1.69569	0.79374	4.14396	2.86239	17.9335	1.97637	0
Healthy	11.39171	0.03331	0		11.39171	79.66476	0.00415	0.03331	0.5885	0	2.45089	0.35644	0	0
Healthy	62.92296	1.09051	0.03807		62.92296	15.64881	0.53273	1.09051	10.51164	0.91657	0	0	0.25739	0.03807
Healthy	80.807	1.51926	0.03219		80.807	8.32409	0.00522	1.51926	1.78082	0	0.09264	0	0.02177	0.03219
Healthy	33.08793	5.764	0.03549		33.08793	37.81078	3.06453	5.764	0.1913	1.74463	0.22116	1.55278	0.60156	0.03549
Healthy	48.86634	3.63453	0.14487		48.86634	13.81216	2.29847	3.63453	0.06494	0	0.07097	0.06782	0.54417	0.14487
Healthy	0.64899	0.48768	0		0.64899	0.12899	90.47287	0.48768	0.08465	0	7.41673	0	0.01197	0
Healthy	68.09593	5.94819	0		68.09593	9.88856	0.2579	5.94819	4.77503	0	0.57766	0	0.04976	0
Healthy	84.30349	0.86412	0		84.30349	7.39873	0.57724	0.86412	0.13559	0	0.06916	0	0.03478	0
Healthy	18.18298	1.43855	0		18.18298	49.4724	0.19667	1.43855	0	0	6.36724	0	0	0
Healthy	37.14505	0.45025	0		37.14505	42.17396	1.67411	0.45025	0.97369	0	0.41766	0	0.11357	0
Healthy	18.48963	1.83929	0.06883		18.48963	42.0367	4.31022	1.83929	11.1482	0	5.22824	0	3.93655	0.06883
Healthy	70.64789	0.82778	0.01429		70.64789	16.6568	0	0.82778	3.68487	0.02726	1.96833	0	0.09911	0.01429
Healthy	70.63958	0.16063	0		70.63958	11.35601	0.70083	0.16063	0.86434	0	1.78995	0	0.13782	0
Healthy	45.16881	0.30143	0		45.16881	21.36426	18.1815	0.30143	0.64899	0	0.43517	0	0.78456	0
Healthy	9.76001	0	0		9.76001	69.76678	11.6606	0	1.76947	0	0.81377	0	0	0
Healthy	14.72022	0.09108	0		14.72022	65.47523	10.37074	0.09108	0.52356	0.00884	2.32537	0	0.05986	0
Healthy	58.86491	2.38675	0.07263		58.86491	12.19888	3.94396	2.38675	0	6.60676	0.00823	0	0.10103	0.07263
Healthy	31.51029	0.20032	0.00738		31.51029	29.70362	5.87586	0.20032	0.03522	13.1712	1.49422	0	0.10848	0.00738
Healthy	60.9717	0.24613	0.04138		60.9717	21.15853	2.99392	0.24613	0	1.42643	1.09496	1.3897	0.74484	0.04138
Healthy	23.71041	0.4937	0		23.71041	45.35719	1.94967	0.4937	0.54378	0	3.01714	0	3.29712	0
Healthy	60.37382	0.36838	0.35323		60.37382	9.99328	3.86564	0.36838	7.68997	0.78996	0.13567	0.95499	0	0.35323
Healthy	10.08932	0.51966	0		10.08932	49.64452	0	0.51966	21.9733	0	0.39765	1.61728	1.25973	0
Healthy	36.6444	0	0		36.6444	46.12425	0	0	1.82274	0	1.90263	0	0	0
Healthy	52.35302	5.358	0.15329		52.35302	21.44372	0.34237	5.358	0.42702	0	0	0	1.72384	0.15329
Healthy	76.77429	0.32852	0.00787		76.77429	6.81993	0.33385	0.32852	9.20021	0	0.09813	0	0.18667	0.00787
Healthy	9.72508	0	0		9.72508	50.90408	11.44745	0	13.13245	0.77617	0.28125	0	2.42663	0
D014607	5.79284	0.44296	0.00638		5.79284	0.65734	0	0.44296	26.04558	0	0.01349	0	0	0.00638
Healthy	26.20164	0.11684	0.69413		26.20164	10.55747	1.23408	0.11684	0.61561	0.43436	1.16834	0	1.35538	0.69413
Healthy	52.14534	0.01913	0		52.14534	19.10884	0	0.01913	6.79051	0	0.01781	0.02102	0.00205	0
Healthy	58.10073	0.28715	0.14138		58.10073	12.21269	12.56917	0.28715	0	0	0.23155	0.22386	1.82765	0.14138
D014607	85.84582	0.94985	0.58024		85.84582	6.12688	0	0.94985	0.15847	0	0.01427	0	0.0679	0.58024
Healthy	62.73642	0.60204	0.0212		62.73642	18.41674	0.17035	0.60204	3.47911	0	4.76263	0.0878	0.44937	0.0212
Healthy	44.6047	0.1954	0.04873		44.6047	37.73628	2.19281	0.1954	0.02918	0	0.91088	0	0.07986	0.04873
Healthy	25.1176	0.39814	0		25.1176	46.47905	5.01757	0.39814	6.37583	0	1.84221	0	0.4403	0
Healthy	33.8182	0.86723	0.24328		33.8182	21.10287	0.00476	0.86723	0	1.02691	1.06904	1.87428	0.51657	0.24328
Healthy	48.77218	0.40463	0.0293		48.77218	23.09016	2.50981	0.40463	0.17956	3.81688	1.67267	5.5018	0.57888	0.0293
Healthy	45.66618	8.02807	0		45.66618	25.71177	0.88026	8.02807	4.38238	0.02361	0.64442	0	0	0
Healthy	55.40129	6.30885	0		55.40129	27.9145	4.06544	6.30885	0.18608	0	0.25812	0	0.00015	0
Healthy	59.93208	0.56628	0.04218		59.93208	20.63274	0.10926	0.56628	0	0	0	0	0.1557	0.04218
Healthy	15.04625	0.00815	0		15.04625	30.68435	0.17604	0.00815	0	0	5.48682	9.90092	3.25948	0
Healthy	0.00043	25.91959	0		0.00043	2.32812	44.07299	25.91959	0.09928	0	15.43058	0	0.00061	0
Healthy	61.74895	0	0.04003		61.74895	29.02153	0.09181	0	0.7299	0.08502	0.52237	0.04649	0.10501	0.04003
Healthy	87.02538	0.0663	0		87.02538	6.00179	0	0.0663	0.88788	0	0	0	0	0
Healthy	40.00243	0.41885	0.08237		40.00243	29.94533	2.32009	0.41885	7.97666	4.00273	1.22287	0.10475	0.13451	0.08237
Healthy	69.9345	3.26878	1.39254		69.9345	8.2476	0.77612	3.26878	0	0	0.26752	0.03287	0.61651	1.39254
Healthy	1.69901	3.31039	0		1.69901	60.92795	7.15964	3.31039	0	0	0.27113	4.2977	3.17693	0
Healthy	7.07781	14.2988	0		7.07781	3.56489	53.71784	14.2988	1.16941	0	0.69259	0	0.00146	0
Healthy	18.15599	0.09712	0		18.15599	22.53825	4.10006	0.09712	0	6.12412	4.25572	13.9454	1.57943	0
Healthy	31.09353	0.02116	0		31.09353	48.13819	0	0.02116	3.74943	0	0.80942	0.00137	0	0
Healthy	34.03256	0.06265	0.00559		34.03256	49.08501	0	0.06265	1.70745	0.02874	0.1614	0	0	0.00559
D014607	77.42379	2.86982	0.00121		77.42379	14.69653	0.05846	2.86982	0.3065	0	0.00074	0	0.06394	0.00121
Healthy	43.90234	0.50874	0.12448		43.90234	23.50641	3.13693	0.50874	11.6699	0.16635	3.06488	0	0.88896	0.12448
Healthy	44.18122	2.46736	0.05311		44.18122	25.12886	0.03233	2.46736	0.15438	0.30671	0.09394	0	3.14423	0.05311
Healthy	57.07879	0.47996	0.14253		57.07879	19.68206	4.21828	0.47996	1.08517	0	0.5704	0	0.06253	0.14253
Healthy	60.22977	3.99867	0.11505		60.22977	24.7801	0.67275	3.99867	1.78806	0.12189	0.09853	0	0.06563	0.11505
Healthy	44.66737	0.3293	0		44.66737	16.79558	0.7017	0.3293	11.57558	1.76195	0.05593	0	1.7676	0
Healthy	70.99113	3.17425	1.37421		70.99113	8.29439	0.8753	3.17425	0	0	0.30379	0.00549	0.66852	1.37421
Healthy	65.52501	3.8036	0.01917		65.52501	17.50904	0.47257	3.8036	4.77156	0	0.14994	0	0	0.01917
Healthy	6.72201	0.15351	0		6.72201	22.32012	2.23885	0.15351	2.19395	5.72931	0	0	0.04024	0
Healthy	82.77682	0.86536	0		82.77682	8.28999	0.65907	0.86536	0.14577	0	0.06588	0	0.06166	0
Healthy	48.8312	0.85243	0		48.8312	32.64095	2.04344	0.85243	0	0	1.3354	0	1.03785	0
Healthy	13.88629	0.08663	0.12627		13.88629	30.5735	2.67365	0.08663	28.07342	0	0.05364	0	0.85292	0.12627
Healthy	5.27426	9.92274	0		5.27426	0.00281	36.05001	9.92274	0.74905	0	7.80399	0	0.32292	0
Healthy	66.74774	0.16264	0.0852		66.74774	15.65511	1.52995	0.16264	0	0.57433	0.06972	0	0.36859	0.0852
Healthy	20.72115	3.8309	0		20.72115	9.94521	1.45191	3.8309	8.4644	0	21.75453	0	3.1382	0
Healthy	3.44375	84.5631	0		3.44375	0.00818	8.06484	84.5631	0.00334	0	0.30635	0	0	0
Healthy	86.56075	1.99066	0.09083		86.56075	7.32335	0.22373	1.99066	0	0	0.10156	0	0	0.09083
D014607	75.60338	0.98392	0.05561		75.60338	2.87665	0.06747	0.98392	0.00174	0	0.00742	0	0.19569	0.05561
Healthy	53.36043	3.51401	0.02636		53.36043	20.88623	0.03715	3.51401	1.40114	14.0475	0	0.7039	0	0.02636
Healthy	17.23018	0.39907	0.04644		17.23018	35.03882	0.92969	0.39907	3.93019	3.3765	0.99124	1.12322	0.23605	0.04644
D014607	78.11271	2.9045	0		78.11271	14.9786	0.01789	2.9045	0.01324	0	0.22276	0	0.06621	0
Healthy	66.47609	0.6365	0.02395		66.47609	8.92612	0.07479	0.6365	8.19234	0	0.43628	0	0.03229	0.02395
Healthy	70.42368	0.48435	0.01986		70.42368	20.73603	0.12114	0.48435	0.58481	0	1.296	0	0.01033	0.01986
Healthy	68.90809	0.24878	0.1941		68.90809	8.31626	0.00166	0.24878	4.17101	0.00134	0.00494	0	0	0.1941
Healthy	13.65642	1.56359	0.21533		13.65642	37.00849	4.53545	1.56359	2.92476	0.26842	0.52574	0.47405	1.71055	0.21533
Healthy	23.31875	4.62638	0.19335		23.31875	0.03971	53.1488	4.62638	0.99936	0	9.0658	0	6.42193	0.19335
Healthy	86.2202	1.668	0.10931		86.2202	6.97838	0.19532	1.668	0	0	0.1409	0	0	0.10931
Healthy	67.27463	1.05383	0		67.27463	2.3472	0.20175	1.05383	10.84798	0	0	0	0	0
Healthy	9.46394	12.2714	0.01852		9.46394	27.56421	20.05603	12.2714	0.49072	0	12.92891	3.54756	7.6329	0.01852
Healthy	2.87834	0.33421	0		2.87834	5.20121	38.00289	0.33421	1.99799	1.48707	2.57986	0	23.59345	0
Healthy	91.68174	4.26379	0		91.68174	2.15871	0	4.26379	0	0.56621	0	0	0	0
Healthy	84.63343	0.01829	0		84.63343	6.10729	0	0.01829	1.19992	0	0.19433	0	0.03332	0
Healthy	12.57045	0	0		12.57045	42.43746	25.52263	0	4.22462	1.62563	1.01374	0	1.89771	0
Healthy	75.06792	0.57478	0		75.06792	4.37966	0	0.57478	4.85572	0	0	0	0.01359	0
Healthy	63.95996	0.09962	0.0251		63.95996	23.78584	0.4956	0.09962	0.14217	0.04037	0.11993	0	0.43282	0.0251
Healthy	0	0.92446	0		0	29.72424	36.92142	0.92446	8.44491	0	1.59656	4.13628	0.41958	0
Healthy	68.88568	0.2551	0		68.88568	3.53282	0.30454	0.2551	6.11977	0	0.04199	0	0	0
Healthy	79.02282	4.8789	0		79.02282	9.79892	0	4.8789	0.02344	0	0	0	0.04561	0
D014607	85.62178	1.96279	0.01473		85.62178	8.42333	0	1.96279	0	0.09641	0	0	0.01649	0.01473
Healthy	39.54577	0.07111	0		39.54577	36.93627	0.17135	0.07111	0.7504	0	0.8543	0.14722	0.14832	0
Healthy	27.5197	0	0		27.5197	24.31212	0	0	0	2.15259	0	0	0	0
Healthy	53.1593	0.56055	0.0866		53.1593	32.06103	0.13044	0.56055	0.95601	0.20079	1.6222	0.40155	0.09504	0.0866
Healthy	48.5162	0	0		48.5162	0	0	0	0	0	18.4171	0	0	0
Healthy	2.98891	0	0		2.98891	48.13629	0	0	2.76683	0.68396	5.41414	28.5491	2.72864	0
Healthy	60.54547	8.48935	0.33995		60.54547	3.48263	0.05349	8.48935	9.25559	0.76509	0	0	0.03996	0.33995
Healthy	28.75621	6.73039	0		28.75621	37.57413	0	6.73039	0.26595	0	2.07416	0	0.00136	0
Healthy	56.71773	0.14884	0.53861		56.71773	16.81228	0.44647	0.14884	0.00126	12.5435	0.11777	0	1.40574	0.53861
Healthy	56.3158	1.55113	0.09781		56.3158	29.62989	0.09016	1.55113	0	0	0.2786	0	0.04754	0.09781
Healthy	13.4359	10.92004	0.68468		13.4359	6.26436	0.02041	10.92004	2.64705	43.6005	0.14481	0	1.51622	0.68468
D014607	47.10869	5.49536	0		47.10869	25.44832	1.53592	5.49536	1.78471	1.54642	0.17034	0	0.27678	0
Healthy	67.86751	0.18679	0		67.86751	9.38321	0.42895	0.18679	6.27789	0	0.26754	0	0	0
Healthy	80.98922	0	0		80.98922	14.91669	0	0	0	0	0.54431	0	0	0
Healthy	25.67731	0.11367	0		25.67731	46.48502	1.74439	0.11367	6.5835	0	0.02838	0	0.03886	0
Healthy	88.6322	0.71896	0.0054		88.6322	2.65609	0	0.71896	3.46228	0	0.28913	0	0.13239	0.0054
Healthy	39.09706	0.45524	0		39.09706	26.49488	0.07286	0.45524	2.2014	0.0088	0.54434	1.80177	0.03749	0
Healthy	33.77516	3.11227	0		33.77516	41.04902	1.46737	3.11227	3.58045	0.02447	0.25515	0	0.25563	0
Healthy	19.08522	1.16394	0		19.08522	54.05102	14.07523	1.16394	2.40528	0	1.04843	0	0.59547	0
D014607	14.75426	46.7663	0		14.75426	6.43806	0.67567	46.7663	0.53781	0	0.01175	0	0.0261	0
Healthy	59.1091	0.63221	0.06872		59.1091	15.80448	0.46242	0.63221	0.85479	1.3283	9.56668	0.09868	0.16482	0.06872
Healthy	22.5582	0.21808	0.74541		22.5582	19.71285	3.14739	0.21808	12.31948	0	0.63654	1.18226	0.37042	0.74541
Healthy	37.53204	0	0		37.53204	40.73039	1.27859	0	0	0	1.50452	0	0	0
Healthy	58.43814	27.19019	0		58.43814	1.38028	0.10105	27.19019	4.76985	0	0.10505	0	0.40764	0
Healthy	23.76198	2.06766	0.06162		23.76198	34.24034	0.62427	2.06766	2.42624	0.91401	14.95683	0.05073	1.94761	0.06162
Healthy	32.36471	0.49639	0.18646		32.36471	26.73239	0.91651	0.49639	0.14739	3.33406	0.20778	2.30841	0.12726	0.18646
Healthy	14.68862	1.14917	0		14.68862	36.49673	8.77733	1.14917	13.0178	0	2.72347	0	8.66768	0
Healthy	34.07345	0.269	0.06547		34.07345	49.98512	0.13129	0.269	0.04557	0	0.28548	0.1068	0.07901	0.06547
Healthy	18.82843	1.04951	0		18.82843	58.0766	0.83307	1.04951	5.43514	0.16201	0.98596	0	0.33759	0
Healthy	17.09535	1.94032	0.23847		17.09535	38.27146	5.81126	1.94032	0.03868	0	5.95275	0	3.98303	0.23847
Healthy	45.17916	0.35513	0.08041		45.17916	17.50523	0.37799	0.35513	3.52687	0.77287	0.04486	0	0.02564	0.08041
Healthy	19.82885	0.32094	0		19.82885	61.75209	0.26068	0.32094	0.58507	0	0.33593	0	0	0
D014607	76.44189	0.58213	0.15187		76.44189	9.44301	0.01273	0.58213	0	0	0.00316	0	0.04289	0.15187
Healthy	92.4096	0.6867	0		92.4096	2.93463	0.22173	0.6867	0	1.88348	0	0	0	0
Healthy	10.12874	0	0		10.12874	72.4399	0	0	0	0	0	0	0	0
D014607	83.81651	1.34834	0.03771		83.81651	5.35153	0.03447	1.34834	0.11312	0	0	0	0.05847	0.03771
Healthy	35.57313	0.1023	0		35.57313	41.10283	0.35178	0.1023	0	0	4.5512	0	1.42651	0
Healthy	71.11603	2.47117	0.12119		71.11603	3.22903	0	2.47117	0	0	0	0	0	0.12119
Healthy	42.51095	0.37614	0.02195		42.51095	12.74803	5.16856	0.37614	0.02402	2.90132	0.08492	8.00768	1.73064	0.02195
Healthy	69.65916	2.44351	0.37382		69.65916	10.0534	2.28444	2.44351	1.34765	0	0.11268	0	0.22175	0.37382
Healthy	66.71053	0.36518	0.03254		66.71053	8.52251	0.24087	0.36518	5.66652	0	0.01487	0	0.06109	0.03254
Healthy	38.67925	0.43548	0		38.67925	29.87508	13.77345	0.43548	1.53411	0.03767	1.19211	0	0.15245	0
Healthy	58.1287	0.43898	0.50177		58.1287	10.87493	0.42789	0.43898	0.5334	8.45768	0	0	0.20077	0.50177
Healthy	2.69883	80.40977	0		2.69883	1.32614	14.48399	80.40977	0.00662	0	0.02378	0	0.00705	0
Healthy	38.60053	0.07105	0.87373		38.60053	32.85284	2.00644	0.07105	3.3537	0	9.00027	0.34226	3.54521	0.87373
Healthy	27.58095	2.54958	0		27.58095	14.39691	48.07914	2.54958	0.47986	0	0.59121	0	0.09404	0
Healthy	69.24905	0.07849	1.43761		69.24905	13.39404	0.10828	0.07849	0	0	0.49665	0.0287	0.12827	1.43761
