group	Firmicutes_A	Actinobacteriota	Firmicutes		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	30.58986	3.27417	17.26068		11.7399	30.58986	3.27417	2.99773	0	17.26068	7.67343	0.01486	
Healthy	62.95639	0.01671	7.5911		20.34236	62.95639	0.01671	0.31628	0	7.5911	0	0	
Healthy	38.70199	26.83168	0.77849		9.20903	38.70199	26.83168	1.58462	1.21095	0.77849	1.05349	0	
Healthy	12.04821	14.18859	0.2499		56.98697	12.04821	14.18859	0.16349	0	0.2499	0.21958	0.11837	
Healthy	12.80516	2.09939	29.53419		18.8752	12.80516	2.09939	3.11611	0	29.53419	0	0.20563	
Healthy	2.33969	0.20574	0		66.6724	2.33969	0.20574	0.71224	0	0	0	0	
Healthy	60.70828	2.45597	1.82772		14.80742	60.70828	2.45597	0.80738	1.59225	1.82772	2.56046	0.0131	
Healthy	34.65774	0	0		34.77206	34.65774	0	0	0	0	0	0	
Healthy	31.89408	4.68395	11.44043		24.08268	31.89408	4.68395	0	2.09474	11.44043	0	0	
Healthy	15.67507	4.87224	0.23418		51.55211	15.67507	4.87224	1.34172	0	0.23418	0	0	
Healthy	23.7874	0.18819	0.43769		60.62693	23.7874	0.18819	0.1172	0.95554	0.43769	0	0.12539	
Healthy	34.45511	4.51622	0.78598		53.8144	34.45511	4.51622	0.29484	0.01378	0.78598	0	0.06536	
Healthy	24.66473	2.2	2.4641		41.83114	24.66473	2.2	3.50548	0.52527	2.4641	0.14978	0.08071	
Healthy	17.1541	0.21009	0.42786		73.88275	17.1541	0.21009	0.40279	0.03245	0.42786	0	0	
Healthy	3.79644	83.45664	1.40869		8.84058	3.79644	83.45664	0.88873	0	1.40869	0	0	
Healthy	0.40349	30.79466	0.64302		65.8209	0.40349	30.79466	1.02388	0	0.64302	0	0	
Healthy	0.02456	29.55649	0.88678		3.19047	0.02456	29.55649	15.25332	0	0.88678	0	0	
Healthy	34.56092	2.48418	14.74647		23.6409	34.56092	2.48418	1.85147	1.04566	14.74647	0.08737	0.09875	
Healthy	23.7552	0.15264	0.08344		64.04774	23.7552	0.15264	5.05369	0	0.08344	0	0.13741	
Healthy	23.45706	1.3433	2.94452		42.46996	23.45706	1.3433	2.77081	0.30947	2.94452	0.13716	0	
Healthy	37.63772	19.60827	0.32385		21.70914	37.63772	19.60827	3.4921	0.82781	0.32385	1.45638	0.12114	
Healthy	34.44135	0.42439	0.51784		23.45862	34.44135	0.42439	1.90497	10.8675	0.51784	0.56344	0.14056	
Healthy	70.37805	6.02615	0		10.79276	70.37805	6.02615	0	0	0	0	0	
Healthy	62.93	1.08768	3.848		13.7426	62.93	1.08768	0.29358	0	3.848	1.00841	0.01786	
Healthy	7.60032	0.20888	0.13128		86.48458	7.60032	0.20888	1.6636	0	0.13128	0	0.13645	
Healthy	3.83331	0.09435	0.01218		43.54806	3.83331	0.09435	0.12119	0	0.01218	0	0.07112	
Healthy	14.50759	0.51486	0.35477		30.18381	14.50759	0.51486	0.03288	23.3983	0.35477	2.28699	0.68313	
Healthy	20.59534	4.47597	0.92026		43.17191	20.59534	4.47597	0.07981	0	0.92026	0	0.00221	
Healthy	32.62412	0.12607	0.70714		56.14419	32.62412	0.12607	0.11645	0	0.70714	0	0	
Healthy	18.70857	6.08586	0.63171		26.98524	18.70857	6.08586	2.48762	24.4405	0.63171	0	0	
Healthy	18.18936	20.17754	0.97911		29.45747	18.18936	20.17754	0.88354	12.7929	0.97911	0	0.077	
Healthy	66.87609	22.58125	0		6.69898	66.87609	22.58125	0	0	0	0	0	
Healthy	8.69044	0.15357	0.4432		66.15111	8.69044	0.15357	0.45058	0	0.4432	0	0.02485	
Healthy	17.96831	0.33514	0.0039		66.52903	17.96831	0.33514	0.48721	0.95114	0.0039	0	0.16868	
Healthy	24.33867	0.1232	0.11781		61.54965	24.33867	0.1232	5.20841	0	0.11781	0	0.1739	
Healthy	0.00973	16.35858	1.51164		10.20769	0.00973	16.35858	69.19254	0.00226	1.51164	0	0	
Healthy	74.86806	0.72678	0.15754		15.32507	74.86806	0.72678	0.34021	0	0.15754	0	0	
Healthy	15.939	3.08833	0		7.61325	15.939	3.08833	0.10001	0.22165	0	0	0	
Healthy	7.42308	1.96665	0.35923		47.30029	7.42308	1.96665	2.4295	0	0.35923	0	0	
Healthy	41.77862	10.77042	0.10439		19.00427	41.77862	10.77042	0.07285	1.72503	0.10439	0	0.0255	
Healthy	14.88569	0	0.65518		34.95702	14.88569	0	31.97883	0	0.65518	0	0	
Healthy	28.9711	5.4313	7.14857		20.66227	28.9711	5.4313	4.08131	0.11969	7.14857	0	0	
D003093	29.94815	1.55339	0.50471		38.50876	29.94815	1.55339	0.16171	0	0.50471	0	0.09258	
Healthy	6.06234	0.20902	0.44525		70.04262	6.06234	0.20902	0.02903	0	0.44525	0.0325	1.64223	
Healthy	46.10703	0	1.90773		36.58514	46.10703	0	0	0	1.90773	0	0	
Healthy	6.72365	0.86887	0.12602		77.10105	6.72365	0.86887	0.34282	0	0.12602	0	0.07129	
Healthy	56.26665	2.43904	0.12942		27.32927	56.26665	2.43904	1.35657	0	0.12942	0	0	
Healthy	45.9038	2.46341	1.17885		15.19089	45.9038	2.46341	3.69924	0	1.17885	0	0	
Healthy	20.3984	0.03842	3.79635		52.12844	20.3984	0.03842	0.1298	0	3.79635	0.72133	0	
Healthy	2.39875	0.18755	0		67.25747	2.39875	0.18755	0.83119	0	0	0	0	
Healthy	31.95667	0.14501	0.29209		32.67489	31.95667	0.14501	0.02217	0.0342	0.29209	0	0	
Healthy	11.24974	5.92916	0.21962		45.39976	11.24974	5.92916	0.27826	6.8727	0.21962	0	0.13092	
Healthy	25.22983	0.99655	1.20509		47.09162	25.22983	0.99655	0	4.64406	1.20509	2.8795	0.08853	
Healthy	1.4656	1.3264	0		11.1504	1.4656	1.3264	0.78742	0	0	0	0	
Healthy	10.47578	0.4068	0.0361		48.99319	10.47578	0.4068	0.88849	9.56151	0.0361	0	0.6865	
Healthy	56.73122	1.19375	6.63434		17.76425	56.73122	1.19375	0.24171	0.54412	6.63434	2.37869	0.04599	
Healthy	30.78892	0.41375	0.9443		42.79942	30.78892	0.41375	0.16184	2.55549	0.9443	1.44556	0.0428	
Healthy	0.00117	0.07113	0.17893		49.78117	0.00117	0.07113	0	0	0.17893	0	0	
D003093	35.89991	1.5378	0.64161		40.98997	35.89991	1.5378	1.63577	0	0.64161	0	0	
Healthy	24.50422	1.5656	0.12189		52.39411	24.50422	1.5656	0.57629	0.9009	0.12189	0	0.22843	
Healthy	10.72695	0.55765	0		58.95136	10.72695	0.55765	0.67825	8.01092	0	0	0.60454	
Healthy	10.4623	0.2823	0.05442		79.69018	10.4623	0.2823	0.41766	0.12672	0.05442	0	0	
D003093	23.27637	1.61904	0.29158		53.09863	23.27637	1.61904	0.24405	0	0.29158	0	0.26918	
Healthy	37.75701	4.70108	3.47737		0.20737	37.75701	4.70108	0.03083	25.364	3.47737	0	0.11198	
Healthy	5.03036	0.59485	0.05946		78.06938	5.03036	0.59485	5.77567	0	0.05946	0	0.14915	
Healthy	2.09149	0.00788	0		92.19868	2.09149	0.00788	4.48171	0.61933	0	0	0	
Healthy	24.18835	12.55903	3.13077		25.42745	24.18835	12.55903	8.33503	0.91083	3.13077	0	0	
Healthy	34.49516	21.91904	4.36212		20.91212	34.49516	21.91904	0	0	4.36212	0	0	
Healthy	4.73107	0.01917	0		75.23818	4.73107	0.01917	0.61599	0	0	0	0	
Healthy	11.94253	0	1.01422		72.74153	11.94253	0	0.04111	0	1.01422	0	0	
Healthy	13.14321	0.39828	0.7385		80.25683	13.14321	0.39828	0.05482	0	0.7385	0	0.41873	
Healthy	14.15515	0	0.5321		80.41789	14.15515	0	0	0	0.5321	0	0	
Healthy	14.01048	0.57453	0.01728		67.54981	14.01048	0.57453	5.89735	0	0.01728	0	0	
Healthy	53.82975	0	0		28.48383	53.82975	0	0.31645	0	0	0	0	
Healthy	1.1151	27.48216	0.06235		4.13869	1.1151	27.48216	47.64735	0	0.06235	0	0	
Healthy	44.24542	8.52698	0.01461		8.4354	44.24542	8.52698	0.17021	2.21026	0.01461	0	0	
Healthy	22.69521	1.26867	3.0523		48.12981	22.69521	1.26867	1.28748	2.37923	3.0523	1.84641	0	
Healthy	17.92953	0.60534	0.03703		43.39508	17.92953	0.60534	4.64575	0	0.03703	0	0.02316	
Healthy	30.68537	1.25124	2.06813		29.41653	30.68537	1.25124	4.37118	0	2.06813	0	0.36311	
Healthy	22.46764	0	0.69215		44.58036	22.46764	0	1.99531	0	0.69215	3.36441	0	
Healthy	46.60188	0.17419	0.32042		35.72193	46.60188	0.17419	7.07743	0.08234	0.32042	0	0.22974	
Healthy	2.60958	0.13106	0.23833		88.43237	2.60958	0.13106	0.57671	0	0.23833	0	0	
Healthy	0	0	12.5676		69.3368	0	0	0	0	12.5676	0	0	
Healthy	12.80446	0	0.13357		78.61557	12.80446	0	2.56105	0	0.13357	0	0.02984	
Healthy	47.94691	0	0.83493		31.1846	47.94691	0	0.01848	0	0.83493	0	0	
Healthy	3.29724	0	0		70.89	3.29724	0	2.50206	0	0	0	0.0798	
Healthy	30.49384	14.05688	1.02554		37.19751	30.49384	14.05688	2.50994	0	1.02554	0	0.02724	
Healthy	29.45115	0	0		36.71937	29.45115	0	6.23262	8.50569	0	1.41113	0.047	
Healthy	21.54469	0.30056	1.72513		19.92265	21.54469	0.30056	0.49223	0	1.72513	0	0	
Healthy	50.44271	2.92732	18.33838		18.5091	50.44271	2.92732	0.06473	0.00129	18.33838	0.00183	0	
Healthy	48.3987	0	2.59549		35.7711	48.3987	0	0	0	2.59549	0	0	
Healthy	23.9908	5.76203	0.10546		56.38101	23.9908	5.76203	0.01768	0.06377	0.10546	0.62413	0.04212	
Healthy	9.39264	1.85458	0.64429		45.37619	9.39264	1.85458	0.53126	0.15749	0.64429	0	0.61886	
D003093	4.44678	0.27631	0.11108		62.49333	4.44678	0.27631	0.03628	26.0005	0.11108	0	0.0706	
Healthy	21.10492	3.50527	0.04467		70.36254	21.10492	3.50527	0.71045	0	0.04467	0	0	
Healthy	36.0266	0.35023	0.01318		29.97033	36.0266	0.35023	0.24229	0.25248	0.01318	0.25198	0	
Healthy	22.58035	0.2406	0.76309		21.65453	22.58035	0.2406	14.73592	0	0.76309	0.19386	0	
Healthy	15.41298	1.79794	0.0236		67.85409	15.41298	1.79794	0.04466	0.53268	0.0236	0	0.06517	
Healthy	31.17969	0	0.02329		54.53694	31.17969	0	2.7786	0.87606	0.02329	0.66909	0.01156	
Healthy	16.05165	0.83043	0.29559		62.85998	16.05165	0.83043	0.22666	0	0.29559	0	0.03116	
Healthy	16.74602	26.79504	0.0573		22.76908	16.74602	26.79504	16.73964	0.86713	0.0573	0	0.23045	
Healthy	9.88842	0.29361	0.0178		69.76236	9.88842	0.29361	0.06872	0.55589	0.0178	0	0.06235	
Healthy	3.75651	0.07603	0.03282		44.18492	3.75651	0.07603	0.12438	0	0.03282	0	0.02042	
Healthy	44.82828	0.2885	0.32898		40.13547	44.82828	0.2885	1.02364	0	0.32898	0.50272	0	
Healthy	1.14015	31.19325	12.06708		41.51341	1.14015	31.19325	0.01872	0	12.06708	0	0.04339	
Healthy	21.1323	9.08035	1.13086		53.51315	21.1323	9.08035	0.79439	0	1.13086	0	0.01188	
Healthy	17.61458	0.97788	0.27526		49.55652	17.61458	0.97788	8.3231	0.74258	0.27526	0	0.01956	
Healthy	48.83971	0	2.40223		16.9745	48.83971	0	0.64003	0.17318	2.40223	0.66186	0	
Healthy	68.69116	9.66291	2.75191		8.20022	68.69116	9.66291	1.18088	0	2.75191	0	0	
Healthy	43.58352	3.83337	0.0814		26.68836	43.58352	3.83337	0.03996	0	0.0814	0	0.03471	
Healthy	23.89937	0.33221	0.12989		57.17684	23.89937	0.33221	0.24973	0.05104	0.12989	0	0.07337	
Healthy	18.89386	0	0.16646		70.82307	18.89386	0	0.53043	0	0.16646	0	0.01202	
Healthy	30.7527	0.5903	0.1663		34.86327	30.7527	0.5903	0.19532	0.38007	0.1663	0	0	
Healthy	31.81193	18.92562	0.29513		39.94067	31.81193	18.92562	0.78104	0.98081	0.29513	0	0	
Healthy	30.62184	0.50617	0.3181		37.05122	30.62184	0.50617	18.96246	0.48728	0.3181	0	0	
Healthy	12.9748	0	0.14641		79.82242	12.9748	0	0.16774	0	0.14641	0	0.02082	
Healthy	14.59009	0	0.50147		80.66671	14.59009	0	0	0	0.50147	0	0	
Healthy	8.8391	0.13797	0.07417		78.21942	8.8391	0.13797	0.15096	0	0.07417	0	0.00628	
Healthy	58.07318	5.8251	1.40913		19.34565	58.07318	5.8251	0.04462	0	1.40913	0	0	
Healthy	5.35249	1.22846	0.00625		81.26761	5.35249	1.22846	0.67364	3.60839	0.00625	0	0.01546	
Healthy	14.96949	2.4416	1.03576		26.27508	14.96949	2.4416	0.09698	0.47557	1.03576	0	0.80185	
Healthy	5.70676	35.87192	0		0.12418	5.70676	35.87192	0.18701	0	0	0	0	
Healthy	68.45726	15.49835	1.00425		11.41057	68.45726	15.49835	0	0	1.00425	0	0	
Healthy	21.5895	2.84183	0.90898		41.77133	21.5895	2.84183	0.63906	0	0.90898	0	0	
Healthy	11.21769	0.24951	0.01904		71.75492	11.21769	0.24951	7.80803	0	0.01904	0	0	
Healthy	6.26815	1.44213	0.16405		13.12476	6.26815	1.44213	10.48988	43.7613	0.16405	0	0.70638	
Healthy	46.27604	0.12966	0.2042		10.46804	46.27604	0.12966	0.2618	0.59724	0.2042	1.03233	0	
Healthy	4.28874	0.17021	0.00407		91.54241	4.28874	0.17021	0.10074	0	0.00407	0	0.00633	
Healthy	55.5583	0	0		0	55.5583	0	0	0	0	0	0	
Healthy	67.95643	0.75321	0.60018		13.0814	67.95643	0.75321	0.84904	0	0.60018	0	0.003	
Healthy	10.7486	1.37599	0.24505		70.79203	10.7486	1.37599	2.95052	0	0.24505	0.00796	1.36614	
Healthy	47.22669	0.35383	1.0735		30.04129	47.22669	0.35383	5.50022	0	1.0735	0.72247	0.98392	
Healthy	10.26365	0.28246	0.02657		69.10866	10.26365	0.28246	0.06008	0.56457	0.02657	0	0.07147	
Healthy	0	0	0		74.06347	0	0	0	0	0	0	0	
Healthy	5.29577	0.52847	0.04312		77.96466	5.29577	0.52847	3.16232	0	0.04312	0	0	
Healthy	8.14892	0.6249	0		60.69722	8.14892	0.6249	0.36389	8.47837	0	0	0.59214	
Healthy	22.27976	0.02459	0.24063		57.83074	22.27976	0.02459	0.00852	0	0.24063	0	0	
Healthy	6.12791	1.84499	0		59.55536	6.12791	1.84499	0.16484	4.66528	0	0.23364	0.67643	
Healthy	29.13825	25.61751	13.8301		8.02558	29.13825	25.61751	9.76271	0	13.8301	4.61479	0	
Healthy	12.90644	0.2071	1.17564		63.61255	12.90644	0.2071	13.79	0	1.17564	0	0	
Healthy	7.38061	2.39143	1.41978		49.7634	7.38061	2.39143	30.20616	0	1.41978	0	0	
Healthy	48.60621	8.91284	4.96769		26.21276	48.60621	8.91284	0.47405	0	4.96769	0	0	
Healthy	5.20836	0.74859	0.06761		74.85589	5.20836	0.74859	5.81992	0	0.06761	0	0.1492	
Healthy	12.91559	0	0.00764		65.7009	12.91559	0	0.02705	0.63691	0.00764	0	0	
Healthy	4.46297	0.18584	0.07463		41.91831	4.46297	0.18584	4.36816	0	0.07463	0	0.73109	
Healthy	0.82244	33.61061	0.23172		30.25685	0.82244	33.61061	4.67377	0	0.23172	0	0	
Healthy	8.25215	0.00502	0.02006		69.86554	8.25215	0.00502	0.32578	0	0.02006	0	0.16907	
Healthy	2.96875	1.23147	0.45396		68.267	2.96875	1.23147	0.87564	0.0078	0.45396	0	0.46041	
Healthy	45.76301	2.44633	0.17655		25.40333	45.76301	2.44633	0.05222	0	0.17655	0	0.06312	
Healthy	0.00235	45.51542	13.06374		4.67693	0.00235	45.51542	34.50863	0	13.06374	0	0	
Healthy	68.14001	22.2985	0		8.01845	68.14001	22.2985	0	0	0	0	0	
Healthy	30.70642	0.72941	1.92613		9.41402	30.70642	0.72941	0.03187	12.906	1.92613	1.69349	0	
Healthy	50.26471	5.19194	1.13607		22.35372	50.26471	5.19194	0.27714	5.60774	1.13607	0	0	
Healthy	22.15574	1.69047	2.62376		45.04249	22.15574	1.69047	3.17941	0.4519	2.62376	0.16007	0.03388	
Healthy	3.29066	0.26279	0.04162		69.97331	3.29066	0.26279	0.18533	0	0.04162	0	0	
Healthy	29.63657	12.27425	1.54188		16.00169	29.63657	12.27425	0	3.80362	1.54188	10.4943	0	
D003093	26.22932	4.84124	2.84265		51.004	26.22932	4.84124	0.23602	0	2.84265	0	0.00495	
Healthy	7.58856	0.64187	0.29822		76.71103	7.58856	0.64187	0.03122	0	0.29822	0.11602	1.62576	
Healthy	6.4722	1.61168	0.3797		51.07376	6.4722	1.61168	0.28689	0.13985	0.3797	0	0.71702	
Healthy	65.1736	10.39431	2.38057		14.89728	65.1736	10.39431	0.08176	0.01069	2.38057	0	0	
Healthy	31.3722	4.31223	0.49084		33.27138	31.3722	4.31223	0.05758	0.0269	0.49084	0.15359	0.18829	
Healthy	0.0852	20.75877	0.02293		50.30233	0.0852	20.75877	20.79495	0	0.02293	0	0.08815	
Healthy	4.99205	0.0213	0		64.77856	4.99205	0.0213	0.14953	0	0	0	0	
Healthy	6.3456	0.77944	0.10208		77.92428	6.3456	0.77944	0.26071	0	0.10208	0	0.05777	
Healthy	10.37606	0.62335	0		58.16031	10.37606	0.62335	0.39228	8.491	0	0	0.59774	
Healthy	51.43323	0.58336	1.16992		26.59922	51.43323	0.58336	1.8944	1.38974	1.16992	0.44728	0	
Healthy	15.29084	1.51668	0.17249		50.4362	15.29084	1.51668	1.71008	0.72584	0.17249	0	0.0431	
Healthy	2.83936	0.14046	0		92.86092	2.83936	0.14046	0.58422	1.84295	0	0	0	
D003093	12.89125	5.0184	21.2428		29.98584	12.89125	5.0184	0.51915	0	21.2428	14.6237	0.07526	
Healthy	8.04962	0	0		57.87419	8.04962	0	0	0	0	0	0	
Healthy	8.15518	0.13615	0.0945		76.71894	8.15518	0.13615	1.93996	0	0.0945	0	0.11548	
Healthy	30.27763	4.55225	2.17862		34.33722	30.27763	4.55225	0.28167	0	2.17862	0	0	
Healthy	45.77169	1.26338	1.92647		22.11136	45.77169	1.26338	9.70979	0.96622	1.92647	0	0	
Healthy	0	2.47342	0		9.68946	0	2.47342	0	0	0	0	0	
Healthy	10.21056	0.21988	0.42818		67.86759	10.21056	0.21988	5.847	0	0.42818	0	0.00368	
Healthy	3.27292	0	0		70.48466	3.27292	0	2.33111	0	0	0	0.10118	
Healthy	17.26835	0.42243	0.23942		66.32373	17.26835	0.42243	4.05073	0	0.23942	0	0	
Healthy	23.29086	5.15957	0.07931		62.40328	23.29086	5.15957	1.54259	0	0.07931	0	0	
Healthy	15.34297	36.26002	0.47427		31.565	15.34297	36.26002	0.33267	3.62249	0.47427	0	0.05942	
Healthy	11.00683	6.27264	0.17432		44.56937	11.00683	6.27264	0.33006	7.23898	0.17432	0	0.11814	
Healthy	10.58058	0.59421	0		57.15039	10.58058	0.59421	0.43745	8.73029	0	0	0.56962	
Healthy	10.03146	0.3831	0.04972		48.23484	10.03146	0.3831	0.94742	9.35753	0.04972	0	0.6243	
Healthy	15.23452	0.05195	0.56373		71.12524	15.23452	0.05195	1.44768	0	0.56373	0	0	
Healthy	17.73906	13.84661	0.38259		53.09434	17.73906	13.84661	0.45122	0	0.38259	0	0	
Healthy	16.05753	1.93424	0.02629		65.89271	16.05753	1.93424	0.03051	0.58083	0.02629	0.01859	0.10337	
Healthy	40.45601	0.24093	0.15114		36.2758	40.45601	0.24093	0	5.17575	0.15114	0	0	
Healthy	2.75787	0.19628	0		92.08051	2.75787	0.19628	0.53121	1.68633	0	0	0.00464	
Healthy	6.21297	0.13469	0.03199		80.73328	6.21297	0.13469	0.73251	0	0.03199	0	0	
Healthy	5.15191	1.05938	0.24663		56.92641	5.15191	1.05938	0.26109	0	0.24663	0	0.00345	
Healthy	29.32496	0.05912	0.18695		32.83834	29.32496	0.05912	0.12306	0.01569	0.18695	11.0253	0.03972	
Healthy	23.02626	0	18.7223		16.28189	23.02626	0	0	0	18.7223	0	0	
D003093	22.39979	9.75737	6.60268		52.0784	22.39979	9.75737	0.47783	0	6.60268	0	0	
Healthy	3.53692	0.0568	0.29092		74.5758	3.53692	0.0568	11.05228	0	0.29092	0	0	
Healthy	0	0.04074	21.3351		0.00817	0	0.04074	0	0	21.3351	0	0	
Healthy	39.5214	0	2.90591		40.34055	39.5214	0	0	0	2.90591	0	0	
Healthy	24.81769	7.91303	0.2908		38.531	24.81769	7.91303	2.24632	0.31727	0.2908	0	0	
Healthy	12.01436	5.76899	0.02718		57.4587	12.01436	5.76899	0.13366	0	0.02718	0.07354	0.04761	
Healthy	14.61073	0	0.57617		80.16513	14.61073	0	0	0	0.57617	0	0	
Healthy	38.21851	12.84985	0		46.0521	38.21851	12.84985	0.25438	0	0	0	0	
Healthy	17.38401	0.13026	0.37253		57.49053	17.38401	0.13026	1.91557	0.37515	0.37253	0	0	
Healthy	3.07123	20.0961	32.13726		30.3123	3.07123	20.0961	3.51716	0	32.13726	0	0	
Healthy	39.03265	23.25828	0.6872		30.62288	39.03265	23.25828	0.44483	0	0.6872	0	0	
Healthy	16.39842	1.62929	1.49398		56.64935	16.39842	1.62929	8.28463	0.00852	1.49398	2.77246	0.0671	
Healthy	22.00129	1.92775	0.0088		52.2457	22.00129	1.92775	1.79976	0.36339	0.0088	0.60507	0	
Healthy	65.98926	9.55318	0.93232		16.45568	65.98926	9.55318	0	0	0.93232	0	0	
Healthy	9.33773	0.13844	0.36637		66.37647	9.33773	0.13844	0.44861	0	0.36637	0	0.00966	
Healthy	34.55054	0	0.04835		39.59254	34.55054	0	0.01848	0.02043	0.04835	0.08089	0	
Healthy	37.88189	0.27094	0.49063		40.6757	37.88189	0.27094	8.16764	0.72342	0.49063	0	0	
Healthy	0	0.2696	2.87625		9.50106	0	0.2696	26.33633	0	2.87625	0	0	
Healthy	16.34919	0.09204	0.12037		69.9358	16.34919	0.09204	1.26119	0	0.12037	0	0.08954	
Healthy	15.26897	0.70836	0.6363		48.35566	15.26897	0.70836	5.66187	0	0.6363	0	0.00671	
Healthy	36.47555	0.42659	0.33429		36.49329	36.47555	0.42659	0	0.04873	0.33429	0	0.01322	
Healthy	15.06856	19.9418	1.01224		19.63362	15.06856	19.9418	8.90282	1.73198	1.01224	0	0	
Healthy	4.57896	0.48132	0.22636		82.50748	4.57896	0.48132	0.14888	1.81304	0.22636	0	0	
Healthy	14.07575	0.77636	0.01259		63.9582	14.07575	0.77636	1.5338	0	0.01259	0.16611	0.1824	
Healthy	43.27644	11.69587	2.52531		34.52551	43.27644	11.69587	0.00658	0	2.52531	0	0	
Healthy	0.32555	42.85892	5.25522		3.98735	0.32555	42.85892	16.79519	0	5.25522	0	0	
Healthy	0.83545	28.05549	0.07132		0.02564	0.83545	28.05549	8.46293	0	0.07132	0	0	
Healthy	31.65752	5.55925	0.2822		29.12926	31.65752	5.55925	0.76836	8.67123	0.2822	0	0.1712	
Healthy	64.71143	19.54973	0.43064		0.09701	64.71143	19.54973	9.49833	0.01384	0.43064	0	0	
Healthy	6.50529	0.0291	0.234		84.28521	6.50529	0.0291	0	0	0.234	0	0	
D003093	39.92473	8.39325	7.20816		14.60249	39.92473	8.39325	0.58683	0.41443	7.20816	0	0	
D003093	24.75858	0.53607	0.25856		47.2331	24.75858	0.53607	6.66871	0	0.25856	0	0.0493	
D003093	34.12162	10.15777	0.47008		15.1794	34.12162	10.15777	1.183	10.8129	0.47008	0	0.00482	
Healthy	25.54622	0.80214	0.61487		45.22197	25.54622	0.80214	7.78622	0.02611	0.61487	0	0	
Healthy	3.99981	0.32594	0.04622		34.19922	3.99981	0.32594	11.50231	0.50025	0.04622	0	0	
Healthy	41.94868	0.15219	0.13683		37.95444	41.94868	0.15219	0.7963	0	0.13683	0	0	
Healthy	82.30353	0.43699	0.81779		5.25684	82.30353	0.43699	0.09833	0.02337	0.81779	0	0	
Healthy	82.5089	0	2.59767		10.44183	82.5089	0	0	0	2.59767	0	0	
D003093	65.68727	10.38486	0.8487		11.0411	65.68727	10.38486	0.60933	0.00732	0.8487	0	0	
Healthy	63.66363	1.23201	4.78877		11.92591	63.66363	1.23201	0.37439	0.73449	4.78877	2.84299	0.05575	
Healthy	8.0246	2.03669	0.61816		75.04607	8.0246	2.03669	3.78323	0.7407	0.61816	0	0.01945	
Healthy	21.0421	0.40417	0.00307		57.20329	21.0421	0.40417	0.79877	0	0.00307	0	0.07368	
Healthy	34.25669	0.88858	0.4316		35.10904	34.25669	0.88858	1.47951	0	0.4316	0.0389	0.00691	
Healthy	8.01665	0.00321	0.01315		76.00465	8.01665	0.00321	0.45135	0	0.01315	0	0.07096	
Healthy	5.08853	1.19398	0.00157		81.74652	5.08853	1.19398	0.70077	3.40051	0.00157	0	0.0249	
Healthy	32.45455	23.03172	0		24.28158	32.45455	23.03172	1.77405	0	0	0	0	
Healthy	0.06157	64.01661	6.55367		22.17561	0.06157	64.01661	6.42496	0	6.55367	0	0	
Healthy	36.42639	0.02931	0.1204		51.9442	36.42639	0.02931	0.23553	0	0.1204	0.2742	0.00817	
Healthy	3.14274	0.24597	0.01797		70.2604	3.14274	0.24597	0.21694	0	0.01797	0	0	
Healthy	2.09882	0.31449	0.15808		66.90928	2.09882	0.31449	11.44773	0	0.15808	0	0.04031	
Healthy	36.59922	0.75229	0.4066		36.00646	36.59922	0.75229	0.71922	0.10729	0.4066	0	0.10833	
Healthy	4.03337	0.27553	0.28838		67.52468	4.03337	0.27553	2.75504	1.45026	0.28838	0	0	
Healthy	6.50677	12.33383	0.29864		52.85802	6.50677	12.33383	8.14075	0	0.29864	0	0.01208	
D003093	9.67474	0.00821	0.06342		66.78844	9.67474	0.00821	10.29376	0.06227	0.06342	0	0.12998	
D003093	50.1853	1.99099	0.37328		14.65153	50.1853	1.99099	0.04946	0.13637	0.37328	3.2941	0	
Healthy	7.7945	11.69449	1.51977		25.4709	7.7945	11.69449	1.71155	11.1928	1.51977	34.3352	0.27944	
Healthy	16.85088	0.03257	0.00069		68.26218	16.85088	0.03257	1.42615	0	0.00069	0	0.05466	
D003093	21.30915	0	24.52256		19.04951	21.30915	0	0.29348	0	24.52256	19.3357	0	
Healthy	10.05855	0.28927	0.03597		69.41196	10.05855	0.28927	0.10096	0.52291	0.03597	0	0.08991	
Healthy	2.12844	0.01909	0		92.39928	2.12844	0.01909	4.02996	0.63238	0	0	0	
Healthy	46.81017	2.98902	29.79442		11.80363	46.81017	2.98902	0.15556	0	29.79442	0.02309	0	
Healthy	19.37666	2.51423	0.14316		23.24062	19.37666	2.51423	0	2.23188	0.14316	4.08398	0	
Healthy	10.79069	5.20706	0		60.76513	10.79069	5.20706	0.0857	0	0	0	0.02076	
Healthy	19.59037	0.00616	0.39763		74.3055	19.59037	0.00616	0	0.20289	0.39763	0.10373	0.02109	
Healthy	7.7103	0.38121	0.07454		66.63046	7.7103	0.38121	0.0978	10.3157	0.07454	0	0.35635	
Healthy	14.3968	1.64222	0		47.48654	14.3968	1.64222	6.77028	0	0	0	0	
Healthy	69.81699	1.58405	1.51237		16.69171	69.81699	1.58405	0.32798	1.66108	1.51237	0.08327	0.09859	
Healthy	33.2979	5.68224	9.30072		38.72317	33.2979	5.68224	0.07012	0	9.30072	0.32392	0.83356	
Healthy	24.20901	3.31186	0.36366		0	24.20901	3.31186	65.16816	0	0.36366	0	0	
