group	Bacteroidota	Proteobacteria	Desulfobacterota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	11.94756	0.52274	0		11.94756	47.19961	0.60172	0.52274	0.69784	0.29905	1.31778	0	
Healthy	60.09151	0.15017	0		60.09151	23.67351	0.389	0.15017	0	3.37988	0	0	
Healthy	31.15761	0.10428	0.00756		31.15761	12.84356	36.28174	0.10428	0.03307	0.02407	0	0.00756	
Healthy	21.40224	0.31866	0		21.40224	35.43325	9.87513	0.31866	0	5.08692	0	0	
Healthy	6.10528	0	0		6.10528	35.0942	0	0	0	0.07046	0	0	
Healthy	13.2891	10.50216	0.45505		13.2891	6.40872	1.35927	10.50216	43.9894	0.13551	0	0.45505	
Healthy	84.30083	0.04867	0		84.30083	6.49942	0.03053	0.04867	0	0.22781	0	0	
Healthy	39.73911	0.2106	0.1039		39.73911	26.65133	6.88401	0.2106	2.98314	0.57817	1.67696	0.1039	
Healthy	65.75268	0.09557	0.33848		65.75268	7.82485	0.41749	0.09557	10.41	0.06869	0	0.33848	
Healthy	56.41676	0.27484	0.0425		56.41676	5.38511	1.39339	0.27484	0	0.25247	0	0.0425	
Healthy	46.58744	3.08931	0.13362		46.58744	13.49291	2.98358	3.08931	0	0.10707	0.05882	0.13362	
Healthy	59.46027	0.16428	0.77618		59.46027	6.12905	1.93619	0.16428	4.66138	0.00942	0.16213	0.77618	
Healthy	56.5792	0.86782	0.0132		56.5792	22.03842	0.4735	0.86782	0	0.37228	0	0.0132	
Healthy	46.11877	2.57426	0.00124		46.11877	26.40525	3.26869	2.57426	0.10078	0.85784	0	0.00124	
Healthy	97.67362	0.00203	0		97.67362	0.00089	0.42012	0.00203	0.00431	0.23432	0	0	
Healthy	70.63059	0.17823	0		70.63059	3.28311	0.27915	0.17823	0	0.02247	0	0	
D001943	58.02301	0.26144	0		58.02301	33.09928	0.14104	0.26144	0.00486	0.19797	0	0	
Healthy	45.27481	0.8243	0		45.27481	20.80519	4.82032	0.8243	3.29025	0.1106	2.94825	0	
Healthy	29.47014	0.01818	0.65749		29.47014	14.01587	0.44499	0.01818	23.1101	0.31626	2.14605	0.65749	
Healthy	44.41535	0.27735	0.1094		44.41535	11.05421	6.05152	0.27735	7.09147	0.17455	0	0.1094	
Healthy	36.30805	0.02241	0		36.30805	42.33858	0.25895	0.02241	0	5.2092	0.02465	0	
Healthy	18.17723	0	0		18.17723	55.66819	7.64681	0	0	0	0	0	
Healthy	42.50091	0	0		42.50091	40.80151	0	0	0	1.96262	0	0	
Healthy	85.49418	1.24412	0		85.49418	10.62527	0	1.24412	0	0	0	0	
Healthy	63.68496	0.17416	0.05044		63.68496	16.35226	1.16459	0.17416	0	0.04651	0	0.05044	
Healthy	92.81289	4.2841	0		92.81289	2.18622	0	4.2841	0.55019	0.01292	0	0	
Healthy	92.94877	4.1579	0		92.94877	2.19771	0	4.1579	0.55513	0	0	0	
Healthy	49.73983	2.56184	0.10707		49.73983	32.41273	0.74596	2.56184	0.38836	0.50817	0	0.10707	
Healthy	76.96651	0.3374	0.07095		76.96651	6.63736	0.78238	0.3374	0	0.14595	0	0.07095	
Healthy	45.9343	2.50738	0		45.9343	25.40455	3.45087	2.50738	0.10918	0.77947	0.00287	0	
Healthy	74.91638	0.07875	0		74.91638	11.4144	0.48822	0.07875	0.2125	0	0	0	
Healthy	51.54426	2.5813	0		51.54426	43.83014	0.01142	2.5813	0	0.10367	0	0	
Healthy	66.92907	0.20324	0		66.92907	7.64717	0.38056	0.20324	0	0.2637	0	0	
Healthy	11.35751	0.46694	0		11.35751	62.3889	2.91684	0.46694	0	0.32166	0	0	
Healthy	33.89588	0.14013	0		33.89588	50.40328	0.33109	0.14013	0	1.99244	0	0	
Healthy	86.92476	1.64109	0.09375		86.92476	7.17314	0.22342	1.64109	0	0.16887	0	0.09375	
Healthy	71.0787	2.44306	0.03142		71.0787	3.46566	0	2.44306	0	0	0	0.03142	
Healthy	26.51604	0	0		26.51604	46.10202	10.94462	0	0	0	0	0	
Healthy	34.73166	6.19712	0.0062		34.73166	23.64598	9.39407	6.19712	0	3.99975	0.08105	0.0062	
Healthy	14.1769	0.72719	0.08154		14.1769	69.4009	0.70339	0.72719	0.09373	1.54894	0.18576	0.08154	
Healthy	58.04866	0.53971	0.55816		58.04866	8.75437	0.75156	0.53971	8.71159	0	0	0.55816	
Healthy	26.85938	3.14031	0.34092		26.85938	44.29218	3.93008	3.14031	1.21439	0.04315	0.4182	0.34092	
Healthy	1.70617	2.78783	0		1.70617	61.3387	9.71383	2.78783	0	0.68678	4.59177	0	
Healthy	22.14347	1.72334	0		22.14347	59.24397	1.94799	1.72334	0	0.34649	0.11191	0	
D001943	37.12558	29.32492	0.0497		37.12558	21.04434	0.53118	29.32492	0.00139	0.09228	0	0.0497	
Healthy	0.35748	0	0		0.35748	7.13458	27.02805	0	0	0.45334	0	0	
Healthy	89.29252	0.47493	0.00129		89.29252	2.71648	0.11391	0.47493	0	0.25207	0	0.00129	
Healthy	80.38068	0	0		80.38068	14.65223	0	0	0	0.53907	0	0	
Healthy	20.33218	0.00056	0.19041		20.33218	47.61645	3.88737	0.00056	19.023	0.1903	0	0.19041	
Healthy	57.19523	3.22871	0		57.19523	21.10853	1.79989	3.22871	1.22072	0.53034	0	0	
Healthy	28.87276	55.0788	0		28.87276	0.25032	7.18566	55.0788	0.00039	0.02015	0	0	
Healthy	54.53618	1.25345	0.19078		54.53618	5.66429	0.7574	1.25345	7.01615	0.31315	0	0.19078	
Healthy	79.23344	0.23517	0		79.23344	2.50118	0.04952	0.23517	0	0	0	0	
Healthy	38.75978	0.57325	0		38.75978	19.70734	11.36341	0.57325	11.9695	1.18442	0	0	
Healthy	29.53286	0.98133	0		29.53286	53.46463	1.01021	0.98133	2.81759	2.36732	0.20726	0	
Healthy	7.31188	3.81454	0.06318		7.31188	32.07313	24.21481	3.81454	4.32216	1.84987	0	0.06318	
Healthy	33.23081	35.06305	0		33.23081	15.15539	0.00433	35.06305	0	0.73283	0	0	
Healthy	41.87328	7.37478	0		41.87328	30.2978	0.13293	7.37478	0.49181	1.88666	2.44739	0	
Healthy	69.54234	2.99685	1.21704		69.54234	10.91526	1.39204	2.99685	0	0.22275	0.00825	1.21704	
Healthy	28.72289	0.12406	0		28.72289	58.02649	0	0.12406	0	0.34273	0.21268	0	
Healthy	18.12975	0.69686	0		18.12975	60.703	0.04994	0.69686	1.23974	0.52646	4.87042	0	
Healthy	36.17394	1.2838	0		36.17394	8.96741	2.89663	1.2838	30.6252	0.01161	0	0	
Healthy	65.70584	1.15581	0		65.70584	2.41679	0.1845	1.15581	0	0	0	0	
Healthy	45.01472	0.37923	0		45.01472	22.65154	0	0.37923	0.57529	0.66552	3.47638	0	
Healthy	7.75441	0.05193	0		7.75441	78.95978	0.47748	0.05193	0	0.05588	0	0	
Healthy	63.99492	3.06927	0.55837		63.99492	27.91566	0.05778	3.06927	0	0.10023	0	0.55837	
Healthy	25.16801	33.33013	0.0392		25.16801	20.60257	3.89993	33.33013	0.00032	1.55892	0	0.0392	
Healthy	70.46586	3.02483	1.4564		70.46586	10.73663	1.40481	3.02483	0	0.2631	0.01845	1.4564	
Healthy	15.74434	1.07871	0		15.74434	60.5632	0.81265	1.07871	0	0.85433	0	0	
Healthy	75.927	0.7445	0.0151		75.927	5.56522	1.37412	0.7445	3.84496	0.00174	0	0.0151	
Healthy	0.01052	6.77258	0		0.01052	0.00555	83.72196	6.77258	0	2.30851	0	0	
Healthy	27.96087	1.15883	0		27.96087	56.4659	2.6333	1.15883	0.79342	0.50095	0	0	
Healthy	66.09812	0.11834	0.33033		66.09812	7.81577	0.34266	0.11834	10.3809	0.06045	0	0.33033	
Healthy	25.51014	2.30696	0.07805		25.51014	46.58071	2.0746	2.30696	0	8.3062	0.79834	0.07805	
Healthy	42.76044	1.28625	0		42.76044	15.21916	2.19036	1.28625	0.1126	0.04718	0	0	
Healthy	18.16758	0	0		18.16758	59.87065	1.79807	0	0	0	0	0	
Healthy	69.40911	0.04987	0		69.40911	20.89916	0	0.04987	3.13991	0	0	0	
Healthy	36.09966	3.46633	0.07362		36.09966	13.54224	1.15572	3.46633	6.58545	0.01273	0	0.07362	
Healthy	71.1126	0.80756	0		71.1126	15.29239	0.04899	0.80756	0.70914	0.14904	0	0	
D001943	71.18035	3.13781	0.01338		71.18035	6.03165	0.22855	3.13781	0	0.02613	0	0.01338	
Healthy	20.00069	16.31031	0		20.00069	6.78869	0.14851	16.31031	0	0.0204	0	0	
Healthy	78.57875	0.16402	0.0016		78.57875	8.67235	0.15624	0.16402	0	0.07383	0	0.0016	
Healthy	49.82563	2.53961	0.01993		49.82563	34.30477	0.60859	2.53961	0	0.6915	0.0691	0.01993	
Healthy	64.93079	1.07337	0.40904		64.93079	23.22536	0.12192	1.07337	0	0.06825	0	0.40904	
Healthy	39.03604	15.09609	0.18958		39.03604	12.4343	7.66135	15.09609	0.3477	1.06066	0.07517	0.18958	
Healthy	88.7654	0.50622	0.00253		88.7654	2.54611	0.13178	0.50622	0	0.23153	0	0.00253	
Healthy	79.91048	2.98359	0.0383		79.91048	12.398	0	2.98359	0	0.0839	0	0.0383	
Healthy	64.14272	1.52766	0.13826		64.14272	13.57223	0.75234	1.52766	0	0.03122	0.17643	0.13826	
Healthy	38.36526	5.42452	0.35495		38.36526	11.91527	0.07109	5.42452	1.4567	0.53138	3.08044	0.35495	
Healthy	72.02697	7.93719	0		72.02697	11.04985	0.21685	7.93719	0	0.0021	0	0	
Healthy	80.84169	0.70627	0.02838		80.84169	5.40666	1.18002	0.70627	3.57301	0	0	0.02838	
Healthy	25.1195	0.89157	0.37016		25.1195	19.94983	1.86936	0.89157	0.69873	1.80416	0	0.37016	
Healthy	54.63981	0.07799	0		54.63981	22.11388	4.45252	0.07799	0	0.97723	0	0	
Healthy	10.18654	33.36608	0.01308		10.18654	0	4.39835	33.36608	0	0.94281	0	0.01308	
Healthy	55.82578	0.08336	0		55.82578	25.20788	0.03785	0.08336	0.01236	8.9778	1.90301	0	
Healthy	74.51959	0.00387	0.01052		74.51959	20.0093	0	0.00387	0.18063	0.37023	0.08662	0.01052	
Healthy	27.29133	3.26884	0.05407		27.29133	31.31164	30.09822	3.26884	1.26245	0	0.42914	0.05407	
Healthy	78.2146	0	0		78.2146	14.71251	0	0	0	0.43276	0	0	
Healthy	87.04731	1.59314	0.09024		87.04731	5.94811	0.00125	1.59314	0.01119	0.0764	0	0.09024	
Healthy	64.69453	2.03249	0.03475		64.69453	24.74316	1.54149	2.03249	0	0.50608	0	0.03475	
Healthy	25.91966	2.02485	0		25.91966	32.40029	26.42263	2.02485	0.91213	0	0.69324	0	
Healthy	79.61067	2.81094	0.04609		79.61067	12.34864	0	2.81094	0	0.10057	0	0.04609	
Healthy	27.00068	13.47374	0		27.00068	1.32921	30.79649	13.47374	0	10.64049	0	0	
Healthy	37.12973	4.97444	0.02769		37.12973	26.5369	0	4.97444	11.2789	0	2.63237	0.02769	
Healthy	46.96026	0.3539	0		46.96026	33.81771	0.05685	0.3539	0.6796	0.75909	0.18105	0	
Healthy	1.81896	16.25242	0		1.81896	29.92533	27.18009	16.25242	0	0.4976	0	0	
Healthy	39.43204	0.82336	0		39.43204	38.29292	0.1544	0.82336	0	0.13028	0	0	
Healthy	33.30529	1.51551	0		33.30529	26.33504	0.78507	1.51551	0	0.20791	0	0	
Healthy	69.58044	0.0624	1.64987		69.58044	6.24266	0.26379	0.0624	0	0.56566	0.02876	1.64987	
Healthy	40.03673	1.68973	0		40.03673	25.84033	8.4867	1.68973	1.93009	0.10568	0	0	
Healthy	30.67102	0.29516	0.12396		30.67102	13.84968	16.01187	0.29516	0	1.8509	0	0.12396	
Healthy	20.07762	0.50497	0		20.07762	55.1509	3.9672	0.50497	2.14355	0.2818	1.10419	0	
Healthy	77.68829	0.11479	0.00154		77.68829	9.09499	0.1483	0.11479	0	0.05386	0	0.00154	
Healthy	82.81448	0.93353	0		82.81448	8.44073	0.67573	0.93353	0	0.09812	0	0	
D001943	66.5072	1.08206	0.17382		66.5072	18.54029	0.05255	1.08206	0	0.11284	0	0.17382	
Healthy	15.43674	24.89631	0		15.43674	1.81058	43.97809	24.89631	0	0.88954	0	0	
Healthy	22.24715	0.40338	0.00228		22.24715	39.49083	0.46575	0.40338	0.00565	0.49354	0	0.00228	
Healthy	67.57796	0.75298	0.00643		67.57796	18.45686	0.85827	0.75298	1.25337	1.203	0.15968	0.00643	
Healthy	57.57644	0.49762	0.03148		57.57644	19.86896	2.85715	0.49762	0	0.41805	0	0.03148	
Healthy	78.92345	0.23086	0		78.92345	2.47328	0.07445	0.23086	0	0.01048	0	0	
Healthy	20.02427	5.38059	0.04423		20.02427	49.49303	5.78647	5.38059	0	0.00256	0	0.04423	
Healthy	61.68826	0.39111	0		61.68826	26.7119	0.00498	0.39111	0.6598	0.0161	0	0	
Healthy	56.32307	0.13998	0.11107		56.32307	11.93575	13.75789	0.13998	0	0.30101	0.1953	0.11107	
Healthy	62.5651	0.60556	0		62.5651	21.7298	0.43143	0.60556	0	1.2482	0	0	
Healthy	54.50758	0.33854	0		54.50758	33.61109	0.28703	0.33854	0	0.31688	0	0	
Healthy	43.3074	0.11856	0.03259		43.3074	4.84264	0.06576	0.11856	0	0.02025	0	0.03259	
Healthy	72.56282	2.63869	0.05179		72.56282	3.38635	0	2.63869	0	0	0	0.05179	
Healthy	90.445	0	0		90.445	3.1116	0	0	0	0	0	0	
Healthy	45.99729	0.5481	0.64154		45.99729	8.03204	1.89591	0.5481	0.15608	0.61542	0	0.64154	
Healthy	22.69552	0	0		22.69552	10.37827	3.41848	0	0	0	0	0	
Healthy	19.20653	0.95059	0		19.20653	58.83414	2.23707	0.95059	0	12.89759	1.04804	0	
Healthy	61.23649	5.19171	0.14748		61.23649	24.96509	0.16171	5.19171	0	0.09399	0	0.14748	
Healthy	29.55664	6.09648	0.66615		29.55664	10.21754	0	6.09648	20.4633	0.26129	0.52052	0.66615	
Healthy	53.25361	0	0		53.25361	18.52638	0	0	0	0	9.59731	0	
Healthy	39.25094	0	0		39.25094	34.60854	6.81244	0	0	0	0	0	
Healthy	61.52382	5.3096	0.14814		61.52382	24.80483	0.19611	5.3096	0	0.10133	0	0.14814	
Healthy	61.23341	7.97298	0.33399		61.23341	3.52411	0.04168	7.97298	0.79293	0	0	0.33399	
Healthy	66.71114	11.58272	0.01268		66.71114	2.16586	0.24026	11.58272	0	0.20058	0	0.01268	
Healthy	60.29015	3.1175	0		60.29015	13.98414	0.73847	3.1175	5.96611	0.55573	0	0	
Healthy	45.16251	0.67533	0.31666		45.16251	27.01542	1.7969	0.67533	1.22439	0.17555	0	0.31666	
Healthy	60.90446	2.72043	0		60.90446	5.9238	0.55301	2.72043	0.05654	0	0	0	
Healthy	38.84305	1.19625	0.04387		38.84305	28.0994	10.57126	1.19625	0.72343	0.03393	0	0.04387	
Healthy	38.99953	3.05793	0		38.99953	15.72849	0	3.05793	0	9.84039	0	0	
Healthy	65.83018	11.93493	0.0451		65.83018	1.72735	0.29217	11.93493	0	0.18545	0	0.0451	
Healthy	34.12652	0	1.05946		34.12652	34.21864	9.40292	0	0	6.17236	0	1.05946	
Healthy	34.44254	53.78046	0		34.44254	0.01293	7.28118	53.78046	0	0.14661	0	0	
Healthy	16.03709	0.18887	0		16.03709	70.28277	1.21596	0.18887	0	0.58813	0	0	
Healthy	4.01644	17.20532	0.00259		4.01644	38.9905	14.10653	17.20532	0	2.95324	0	0.00259	
Healthy	72.96854	0	0		72.96854	3.65261	0	0	0	0	0	0	
Healthy	22.07556	12.20603	0.28891		22.07556	29.83353	0	12.20603	1.0315	1.91117	3.86897	0.28891	
Healthy	63.08919	5.14275	0.20481		63.08919	25.44041	0.13837	5.14275	0	0.09355	0	0.20481	
Healthy	86.49669	1.86417	0.10238		86.49669	7.55228	0.21558	1.86417	0	0.11772	0	0.10238	
Healthy	81.14162	0.65084	0		81.14162	4.97717	0.94827	0.65084	3.38056	0	0	0	
Healthy	62.46336	0.00362	0.01272		62.46336	29.03576	0.4813	0.00362	0.69377	0.06962	0	0.01272	
Healthy	50.72942	0.14916	0.97352		50.72942	7.17953	1.64071	0.14916	12.3504	0.00781	0	0.97352	
D001943	82.46201	1.40272	0.01484		82.46201	1.50176	0.2457	1.40272	1.63157	0.19279	0	0.01484	
D001943	65.78932	0.92952	0.01833		65.78932	12.99673	0.83765	0.92952	8.25361	2.76112	0	0.01833	
Healthy	65.12554	11.30199	0.06167		65.12554	9.58365	0	11.30199	5.12023	0	0.54418	0.06167	
Healthy	45.519	0.50545	0.65801		45.519	6.585	1.84409	0.50545	0.14545	0.60805	0	0.65801	
Healthy	38.42566	0.16798	0.06499		38.42566	38.41428	0	0.16798	0	0.52997	0	0.06499	
Healthy	40.93628	0	0		40.93628	35.87938	0	0	0	1.262	0	0	
D001943	35.79366	2.14487	0.00076		35.79366	6.61491	0.31673	2.14487	0	0.44561	0	0.00076	
Healthy	57.43447	6.45037	0.05635		57.43447	24.69864	0	6.45037	1.67518	0.01933	0.24888	0.05635	
Healthy	25.9085	0	0		25.9085	74.09152	0	0	0	0	0	0	
Healthy	60.72875	0.31618	0.37818		60.72875	10.21693	3.76883	0.31618	0.87803	0.1473	0.94585	0.37818	
Healthy	24.97887	0	0		24.97887	58.26596	2.34395	0	0.86696	3.48443	1.41679	0	
Healthy	39.65412	0.86213	0.24869		39.65412	33.94672	4.62219	0.86213	0	0.32918	0	0.24869	
Healthy	45.05654	0.88681	0		45.05654	17.96975	0	0.88681	0.54241	6.75537	2.97451	0	
Healthy	0.71756	14.15059	0		0.71756	0.22375	83.37709	14.15059	0	0.49992	0	0	
Healthy	57.8648	0.12314	0.07513		57.8648	14.00982	6.42131	0.12314	0	0.03357	0.0738	0.07513	
Healthy	68.11255	0.77609	0		68.11255	2.18556	0.15458	0.77609	0	0	0	0	
Healthy	51.31828	0.23275	0.24608		51.31828	35.94869	0.24924	0.23275	0.00032	0.06123	0	0.24608	
Healthy	50.39368	1.99467	0.0028		50.39368	33.02495	0.22211	1.99467	0.07023	0.55843	0	0.0028	
Healthy	1.76456	0	0		1.76456	17.57549	56.33716	0	0	1.65257	0	0	
Healthy	53.77834	0.24294	0.08538		53.77834	16.77358	3.31453	0.24294	0	0.14598	0	0.08538	
Healthy	89.98095	0.19898	0.00504		89.98095	2.48055	0.40129	0.19898	0	0.05465	0	0.00504	
Healthy	33.7514	0	0.91704		33.7514	33.70953	9.43654	0	0	5.9203	0	0.91704	
Healthy	61.20586	0.03347	0		61.20586	24.05884	0	0.03347	0	0.04515	0	0	
Healthy	68.96628	0.27214	0.15746		68.96628	10.0975	0.00166	0.27214	0	0.02383	0	0.15746	
Healthy	26.18248	2.13931	0		26.18248	44.31122	2.04517	2.13931	1.83282	1.51245	0	0	
Healthy	60.2623	3.11694	0		60.2623	13.84086	0.84066	3.11694	5.82674	0.42758	0	0	
Healthy	37.14462	0.0679	0.00017		37.14462	42.83853	0.08487	0.0679	1.4189	3.78773	4.86383	0.00017	
Healthy	60.18214	2.40753	0		60.18214	28.15127	1.50592	2.40753	0	0.18432	0	0	
Healthy	11.533	0	0		11.533	58.24151	0	0	0	7.68274	0.64383	0	
Healthy	42.72847	0.38855	0		42.72847	38.30841	0.23969	0.38855	0	0.06627	0	0	
Healthy	74.81172	0.10798	0.01841		74.81172	9.83535	3.26436	0.10798	0	0.27666	0	0.01841	
Healthy	13.58487	10.57963	0.71462		13.58487	7.13475	1.52105	10.57963	43.4724	0.13948	0	0.71462	
Healthy	71.38515	2.92244	0.01487		71.38515	10.51281	0.62671	2.92244	0.03469	0.00218	0	0.01487	
Healthy	28.00834	0.22162	0		28.00834	54.55004	0.20475	0.22162	0	4.25925	0	0	
Healthy	44.18307	0.66783	0.00464		44.18307	40.72084	4.23432	0.66783	0	0.81475	0	0.00464	
Healthy	33.10014	0.78459	0.08871		33.10014	38.36376	1.97711	0.78459	0.63493	7.38281	0.68638	0.08871	
Healthy	67.68915	0.98887	0.48144		67.68915	2.96712	1.30739	0.98887	0.00222	0.3761	0	0.48144	
Healthy	28.73117	0.27189	0.00456		28.73117	45.09869	0.24549	0.27189	0	4.22429	0	0.00456	
Healthy	12.17958	1.90269	0		12.17958	49.25265	2.7475	1.90269	1.27653	1.05415	1.64981	0	
Healthy	50.49195	0.11296	0.00879		50.49195	19.97129	0.04015	0.11296	0.0577	1.67426	0	0.00879	
Healthy	17.05268	1.20856	0		17.05268	23.93884	0.00662	1.20856	0	0.08074	0	0	
Healthy	85.82224	0.64721	0		85.82224	10.06503	1.31334	0.64721	0.03989	0.51968	0	0	
Healthy	33.90315	0.47933	0.00376		33.90315	55.60858	1.93435	0.47933	0	0.2306	0	0.00376	
Healthy	70.51977	0.83322	0.0186		70.51977	16.2861	0.10602	0.83322	0.04755	2.01783	0	0.0186	
Healthy	42.6371	0	0		42.6371	32.43105	0	0	0	0.25063	0	0	
Healthy	0.72957	3.8263	0		0.72957	24.71168	5.33739	3.8263	0	1.39528	0	0	
Healthy	64.51356	1.69116	0.18878		64.51356	13.81605	0.78555	1.69116	0	0.01815	0.18142	0.18878	
Healthy	9.13805	8.35027	0.04905		9.13805	35.81742	11.47525	8.35027	0	18.17736	8.75407	0.04905	
Healthy	62.9367	2.23462	0		62.9367	17.06275	0.15998	2.23462	0.89222	0.03051	0	0	
Healthy	33.13465	0.03779	0		33.13465	35.13694	0	0.03779	0.00828	1.6906	0.65232	0	
Healthy	66.0232	11.09887	0.0378		66.0232	1.56566	0.29747	11.09887	0	0.16099	0	0.0378	
Healthy	43.91144	4.22613	0		43.91144	33.36806	0.0029	4.22613	0	0.29654	0	0	
Healthy	69.10783	0.08618	1.42888		69.10783	6.06456	0.253	0.08618	0	0.52483	0.01411	1.42888	
Healthy	22.25656	1.90489	0.1026		22.25656	36.85416	0.39088	1.90489	10.2982	0.66711	0.58046	0.1026	
Healthy	45.02526	7.92763	0		45.02526	25.73884	0.92756	7.92763	0.01991	0.6913	0	0	
Healthy	70.51941	0.39833	0.08094		70.51941	10.4609	4.02841	0.39833	0.12672	0	0.06083	0.08094	
Healthy	13.31218	0.40844	0.02758		13.31218	63.58426	1.51417	0.40844	0	10.39962	3.28183	0.02758	
Healthy	66.04936	2.94481	0.0141		66.04936	19.71776	4.58768	2.94481	0	0.04868	0	0.0141	
Healthy	67.98188	6.01844	0		67.98188	10.28299	0.2177	6.01844	0	0.43095	0	0	
D001943	70.67677	0.73647	0.20703		70.67677	2.87576	0.06342	0.73647	17.7394	0.12335	0	0.20703	
Healthy	0.82862	0.00135	0		0.82862	36.86028	9.46009	0.00135	23.5237	0.81031	0	0	
Healthy	3.41982	65.90596	0		3.41982	0	0.01003	65.90596	0	0.58518	0	0	
Healthy	55.93334	0.30246	0.08565		55.93334	11.59731	14.05854	0.30246	0	0.25387	0.20356	0.08565	
Healthy	44.31726	5.7491	0		44.31726	38.67167	7.61444	5.7491	0	0	0	0	
Healthy	52.79777	6.13563	0.02998		52.79777	28.67858	0	6.13563	1.50496	0.01262	0.70616	0.02998	
Healthy	50.09099	1.64625	0		50.09099	26.91062	0.62485	1.64625	0.03792	1.27675	0.07783	0	
Healthy	32.01276	0.12576	0		32.01276	26.65534	10.57397	0.12576	1.26451	2.6941	7.89196	0	
Healthy	9.77201	0.0753	0		9.77201	62.67512	2.11217	0.0753	0	17.38857	0.0354	0	
Healthy	22.06988	0.19969	0		22.06988	69.88227	0.46561	0.19969	0	0.08306	0	0	
Healthy	49.84518	0.23025	0.8116		49.84518	7.11646	1.75533	0.23025	12.3729	0	0	0.8116	
Healthy	13.01942	10.10206	0.52357		13.01942	6.97106	1.52611	10.10206	44.2378	0.18424	0	0.52357	
Healthy	85.64382	2.95095	0.04785		85.64382	8.22029	0.26173	2.95095	0	0.04944	0	0.04785	
Healthy	27.67924	1.49689	0.00501		27.67924	36.53969	14.79086	1.49689	0.00277	0.19114	0	0.00501	
Healthy	60.96992	0.21685	0.76491		60.96992	6.07731	2.14705	0.21685	4.6755	0	0.23747	0.76491	
D001943	66.03116	1.07414	1.35266		66.03116	12.32747	0.41126	1.07414	0	0.16022	0	1.35266	
Healthy	25.31229	1.5906	0		25.31229	24.86595	4.72614	1.5906	2.52599	6.18462	6.80921	0	
Healthy	56.19377	0.13863	0.0694		56.19377	12.63753	6.62763	0.13863	0	0.03707	0.0696	0.0694	
Healthy	69.22744	0.05542	0.08079		69.22744	16.399	0.15123	0.05542	1.02779	0	0	0.08079	
Healthy	28.03494	0.06126	0		28.03494	55.2933	0	0.06126	0.70351	0.01997	0	0	
Healthy	9.82302	0	0		9.82302	51.30864	13.37556	0	1.23746	0.37943	0	0	
Healthy	67.34243	0.0947	0.07725		67.34243	15.06707	1.91148	0.0947	0.5209	0.04158	0.00337	0.07725	
Healthy	42.51116	0.03357	0.13867		42.51116	22.39638	0.95398	0.03357	0	0.82499	0	0.13867	
Healthy	78.21362	0	1.5463		78.21362	7.45242	0.58449	0	0	0.20685	0.09233	1.5463	
Healthy	32.48435	3.11775	0		32.48435	36.3103	0	3.11775	0	2.60608	6.53455	0	
Healthy	34.1319	2.09636	1.00894		34.1319	45.5751	0.0798	2.09636	4.8674	0.73502	0	1.00894	
Healthy	24.37262	0.69821	0.04588		24.37262	58.07154	0.79221	0.69821	0.10576	0.19043	0	0.04588	
Healthy	25.24072	3.17686	0		25.24072	59.52754	1.43337	3.17686	0	0.8938	0	0	
Healthy	33.49262	3.52277	0.04638		33.49262	14.42379	2.14665	3.52277	7.48082	0.02331	0	0.04638	
Healthy	77.14817	0.28317	0.01028		77.14817	6.9303	0.58439	0.28317	0	0.08781	0	0.01028	
Healthy	14.49479	0.06618	0		14.49479	65.39798	10.56085	0.06618	0.01315	2.34567	0	0	
Healthy	28.96809	0.90987	0.08692		28.96809	42.08941	2.49643	0.90987	0.11581	0.40469	6.73	0.08692	
Healthy	15.73263	0	0		15.73263	28.81063	24.88739	0	0	0.66489	0	0	
Healthy	10.44183	0	0		10.44183	82.5089	0	0	0	2.59767	0	0	
Healthy	11.84161	2.02011	0.01928		11.84161	60.67674	9.02364	2.02011	0	2.4618	0	0.01928	
Healthy	63.43394	3.00381	0.47738		63.43394	27.98068	0.06336	3.00381	0	0.08035	0	0.47738	
Healthy	67.93963	0.1559	0		67.93963	7.53624	0.34572	0.1559	0	0.29707	0	0	
Healthy	29.60659	0.59651	0.17493		29.60659	38.13536	10.8645	0.59651	1.08458	0.85371	0.24088	0.17493	
Healthy	6.90874	0	0		6.90874	5.51511	0	0	0	0	0	0	
Healthy	91.15794	0.99684	0		91.15794	1.4565	0.31964	0.99684	0	0.21629	0	0	
Healthy	43.65431	1.05454	2.96312		43.65431	2.43982	0.52776	1.05454	10.6569	0	0	2.96312	
Healthy	64.28467	1.63599	0.18817		64.28467	13.92049	0.83434	1.63599	0	0.01938	0.20474	0.18817	
Healthy	34.19164	1.36293	0		34.19164	23.0586	28.1944	1.36293	0.2178	1.03519	0	0	
Healthy	69.4231	0.78693	0		69.4231	6.9382	0.29441	0.78693	0.05121	1.87651	0.28937	0	
Healthy	32.61151	0.00297	0		32.61151	58.6048	1.22277	0.00297	0	0	0	0	
Healthy	34.26113	5.61912	0		34.26113	51.9612	0.44333	5.61912	0	0.69116	0	0	
Healthy	8.08048	0.00656	0.02011		8.08048	21.09198	52.10367	0.00656	0.02725	2.9046	9.16896	0.02011	
Healthy	69.36234	0.12097	1.68099		69.36234	5.88152	0.28032	0.12097	0	0.49986	0.01774	1.68099	
Healthy	77.64878	0.378	0.08381		77.64878	6.75044	0.85442	0.378	0	0.16622	0	0.08381	
