group	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Blautia_A_wexlerae	Dorea_formicigenerans	Anaerostipes_hadrus_A	Anaerostipes_hadrus	Blautia_A_hydrogenotrophica	Streptococcus_sp004166885	Gordonibacter_pamelaeae	Longicatena_innocuum	Alistipes_putredinis	Akkermansia_muciniphila_D	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
D003093	4.53319	1.43581	1.54195	2.10895	1.02191	0.25238	0	0.00532	0.00414	0	1.31654	0	0	1.77113	0	0.2418	0	0	0	0
Healthy	0	0.03489	0.01574	0.00619	0	0	0	0	0.00754	0	0	0	0	0	0.19546	0.72727	8.25565	1.34465	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058
Healthy	1.42543	0.73268	0.32108	0.44437	0.02227	0.4457	0	0.00387	0.0351	0.00585	0	0	0	0.00074	0.13272	0.73883	0	0.26832	0.00079	0.01668
D003093	0	0.17195	0.0365	0.02067	0	0	0.01657	0	0	0	0	4.80333	2.38351	0.13934	0	0	0	0.4693	0.0989	0.00859
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08153	0	0	0.36994	0	0	0
Healthy	0	0.33355	0	0	0.07779	0.03749	0	0.01063	0	0.00568	0	0.83659	0	0.82008	0	0	0.0198	0	0	0.00587
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.434	0	0	0	0	0	0	0.00296
Healthy	0.17966	0.86444	0	0	0	0	0	0	0	0	0	0	2.89174	0	0.97375	0	0	0	0	0
Healthy	0	0	0.17987	0	0	0	0.00376	0	0.13255	0.02055	0.17353	43.6073	2.45922	0	0.44468	1.0064	0	0	0.01131	0.00154
Healthy	0.4642	0.36538	0.09907	0.21287	0.01058	0.00892	0	0	0	0.00453	1.47048	0	0	0.08335	1.2848	0.08503	0.14849	1.16321	0.0175	0
Healthy	0.48087	0.07842	0.26238	0.08748	0.05116	0.00937	0.00292	0	0	0	7.75359	0	10.968	2.71939	0.03969	1.92019	2.06661	0.945	0	0
Healthy	0	0	0.02754	0	0	0	0	0	0	0	11.0082	0	3.18142	0	0	1.54792	0	0	0.19159	0
D003093	0.20281	0.31897	0.06541	0.36523	0.03079	0.11681	0	0	0.00261	0.00384	1.77902	0	0.57772	2.00047	0.10104	0	0.00067	0.34434	0.08062	0
Healthy	0	0	0.0347	0.01304	0	0.00655	0	0	0	0	15.4232	0.59466	0.43302	0	0	0.45773	0	0.89933	0.01458	0
Healthy	0	0	0.00476	0	0	0	0	0	0	0	11.1954	0.88323	0.18515	0	0	0.44029	0	0	0.00203	0
Healthy	3.14777	4.13587	0.86999	0.19042	0.2573	0.28097	0	0	0	0.00222	16.0482	0.97528	0	1.15508	3.47839	1.26358	0.04738	0	0	0
Healthy	0.71224	0.02523	0.13221	0.15261	0.1831	0.07857	0	0	0	0	7.22093	0.39679	4.91258	0.22541	0.01368	0.8864	1.86301	0.69424	0	0.00893
Healthy	0	0	0	0	0	0	0.17163	0	0	0	12.3756	0	0	0	0	0.05055	0.12193	1.33372	0.15802	1.62732
Healthy	0	0	0	0	0	0	0	0	0	0	12.7549	16.5921	0	0	0.98506	2.25574	0.02803	0	0.02858	0
Healthy	0	0.30718	0	0.01458	0	0	0	0	0	0	0	0	0	0	2.98525	0.46039	4.17376	0.8795	0	0
Healthy	0.01302	0	0	0	0.00893	0	0.02204	0	0	0	0	0	3.32787	0	0	0	0	0	0.15078	0.16882
Healthy	0.45973	1.50785	0.34475	0.26703	0.02564	0.07085	0	0	0	0	4.15996	0.10905	9.41435	6.14459	0.02614	0.04982	1.05584	0.93383	0	0.02811
Healthy	0.07078	0.03895	0.28523	0.17852	0.00781	0.03167	0	0	0.00052	0	0	0	5.16927	0.17421	0	0	0	0.54604	0	0.06458
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06096	0	0	0.10557	0.49417
Healthy	2.18228	3.04272	3.4524	0	0	0.07207	0	0	0	0	1.57665	2.06924	0	0	0.04448	0.22287	0	0	0	0
Healthy	1.67007	2.12419	0.26373	0.68585	1.61619	0.89777	0.20352	0.00642	0.00341	0.00666	0	0.056	0.00541	0.05364	0.02253	0.18882	0	0.80686	0.02318	0.02431
Healthy	0.01341	0.05851	0.23639	0.10169	0	0	0	0	0	0	10.1629	0	6.48153	0	0	1.52733	0	0.59148	0.1775	0
Healthy	0.03203	0.1346	0.0205	0	0	0.48322	0	0.00583	0	0	0.00873	0.06807	0	0	0	0.67919	0	1.07475	0.10903	0
Healthy	0.04193	0.04324	0.05288	0.01937	0.00685	0.01713	0	0	0	0	9.65228	8.75589	3.45205	0.03846	5.84253	0	0	0.86528	0.29865	0.04258
Healthy	0	0	0.03056	0	0	0	0	0	0	0.03348	0	0	1.30264	0	1.40864	0	0	0	0	0.08432
Healthy	2.30773	4.07062	0.89647	0.05181	0.55926	0.58808	0	0	0	0	4.53093	7.05557	0	0	6.19189	3.36091	0.5339	0	0.00386	0
Healthy	0.72298	0.01525	0.10299	0	0.09001	0.37701	0	0	0	0	0	0	0.74752	28.8274	0.13132	3.01263	0	0	0.06137	0
Healthy	0.11582	0.73857	1.36881	0.1315	0.64958	1.3381	0	0.11931	0	0	1.89487	0	0	0.4161	0	0.2861	4.16061	0.93246	0	0
Healthy	0.08813	0.34378	0.14494	0.16603	0.19065	0.0332	0	0	0	0.25075	0.52105	1.79223	0	0.12007	0.57148	1.49636	0.61264	0.13974	0.03673	0
Healthy	0.87684	0.99912	0.54351	0.07783	0.17979	0.16683	0	0	0	0	4.86011	6.14789	3.25777	0	0	0.77132	0	0	0	0
Healthy	1.96744	0.3017	0.8701	0.78772	0.08002	0.36299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.0076	0	0.00028	1.74588	0	0	0	0	1.1872	0.66943	0	0	0.01759
Healthy	0.59492	1.50184	0.50333	0.02125	0	0.07095	0	0	0	0	0.99893	0.36559	0	0	0	0	0	0	0	0
D003093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.01719	0	0	0	0	0	0	0.03381	0	0	1.37444	0	1.37619	0	0	0	0	0.08178
Healthy	0.63452	0.476	0.22439	0.0374	0.05551	0.02229	0	0.0048	0	0.00111	5.63516	2.50516	0	4.21789	0.18088	0	0	0.89228	0.00259	0.01138
Healthy	0	0.2648	0.10329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.57719	0	2.74127	12.1549	0	1.19722	0	0	0	0
Healthy	0	0	0.14084	0.01267	0	0	0	0	0	0	13.3861	0	0	0	0	4.08729	4.91651	0.86515	0.19868	0.0103
Healthy	0	0	0.00704	0.31548	0.25124	0.44552	0	0.03357	0	0.0058	0	1.10551	4.97612	0.28759	0	0	0	0	0	0.03514
Healthy	0.08305	1.06264	0.16348	0.09575	0	0.02019	0	0	0	0	7.13896	0	0	0.32646	2.63761	0.71075	2.664	0.43218	0.08471	0
D003093	2.24234	0.21342	1.30659	1.22279	0.11195	0.38008	0.0727	0	0.02584	0.00158	0.0217	1.97992	1.8834	1.12076	0.02891	1.5273	0.60032	0	0.06818	0.01012
Healthy	0	0.03704	0.0355	0.00147	0	0	0	0	0	0	3.8559	0	8.16815	0	0.10465	0.76629	0	0.6803	0.20062	0.02212
Healthy	0	0	0.04135	0	0	0	0	0	0	0	0.00124	0	0	0	0.00081	0.01124	0	0	0.26726	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.09314	0.86441	1.02504	0.59152	0.49134	0.57755	0	0.02395	0.0163	0.00252	4.37828	3.33021	0	0.00764	0	0.16217	1.05634	1.03909	0.01844	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	8.53501	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.54846	0	0	0	0	0	0	0	0.0431
Healthy	0	0	0	0	0	0	0	0	0	0	11.0461	0	0	0	0	0.31565	0	0	0.34776	0.11209
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.7056	0	0	0	0	0	0	0.02339
Healthy	3.40895	2.20956	1.95011	0.53615	0.07471	1.05101	0	0	0	0	0.63972	0	0	0.02956	0.38179	0	0	0	0.13267	0
Healthy	0	0	0	0.03933	0	0	0	0	0	0	5.78128	0	8.09638	0	0	0	0.15783	1.46847	0	0
Healthy	0.0568	0.23279	0.83435	0.00833	0	0.34325	0	0	0	0	5.44387	2.1929	0	1.26886	0.22773	1.84322	0.21671	0	0	0
Healthy	0	0	0.16666	0	0	0	0	0	0.16888	0.01402	0.18002	43.9338	2.57063	0	0.41152	1.11086	0	0	0.0023	0.01927
Healthy	3.65603	3.53539	1.71784	1.16947	0.05727	0.13003	0	0	0	0	0	0	0.04796	17.6542	0.36963	0.70428	0	0	0	0
Healthy	0.18145	0.11699	0.40726	0.45559	0	0.02716	0	0	0	0.00448	2.7176	2.10778	0	0	2.37713	0.03235	0.07247	0.55337	0	0
Healthy	0	0	0.0626	0	0	0	0	0	0	0	5.85254	0	4.69517	0	0	0.77317	0	0	1.20495	0
Healthy	0	0.33573	0	0.0148	0	0	0	0	0	0	0	0	0	0	3.01872	0.66296	4.329	0.8179	0	0
D003093	0	0.04193	0.046	0	0	0	0	0	0	0.00305	0.68025	0	0.00544	0	4.2456	0.0662	0.1424	0	0	0.24981
Healthy	2.9256	2.45239	1.45148	0.54336	0.28115	0.19891	0	0	0	0	1.99406	10.7516	15.9651	0	0	0.15097	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	8.07121	0	0.21017	0	0.06261	0	0	0	0.00552	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.5846	0	0	0	0	0	0	0	0.09406
Healthy	0.01385	0.47278	0.1651	0.03588	0	0	0	0	0	0	11.9143	0.53104	0	0.41171	1.55731	2.08364	0	1.91197	0.01735	0
Healthy	0.00402	0	0.064	0	0	0	0	0	0	0	7.11073	0	4.05717	0	0	0.54918	0	1.00333	0.23636	0.04282
Healthy	0.61759	2.78266	0.74247	0.31884	0	0.10659	0	0	0	0	5.83409	0	0	2.20221	0.12497	0.75996	0.06811	0.34834	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21683	0	0	0.30118	0	0	0
Healthy	0.20119	0.28144	0.20136	0	0.01813	0.01142	0	0	0	0	3.14907	29.7937	4.45934	0	0	0	0	0	0.26164	0.2274
Healthy	0.52653	0.61023	2.43442	0.11222	0	1.18786	0	0	0	0	3.27964	6.07064	0	5.32201	0.82194	0.64439	0.0431	0	0	0
Healthy	0.00581	0.0544	0.21368	0.11002	0	0	0	0	0	0	10.2966	0	6.12746	0	0	1.61485	0	0	0.24045	0
Healthy	0.64095	4.79871	8.93799	4.77386	1.66921	0.27462	0.14232	0	0	0	0.51215	0.98327	0	0	4.02801	0.3449	0.02352	1.17421	0	0.00734
Healthy	0	0	0	0	0	0	0	0	0	0	1.74971	0	0	0.20472	0.37262	0	0	0	0	0
Healthy	0.3658	0.02425	0.10006	0.01548	0.05823	0.0652	0	0	0	0	1.83186	0.01772	0	0	0	0.99006	1.29475	0	0	0
Healthy	0	0	0	0	0.00212	0.49407	0	0	0	0.00291	0	1.45081	0	0	0	0.00157	0	0	0.00722	0.5566
Healthy	0	0.02304	0.00673	0.01659	0	0	0	0	0	0	9.7758	0.74671	0	0	0	3.95851	5.87215	0	0	0
Healthy	0.53912	0.08947	0.25573	0	0.0491	0.24536	0	0	0	0	0	0	2.05788	5.8012	0	1.86889	0	0	0.02424	0
Healthy	0.04344	0	0.10713	0	0	0	0	0	0	0	8.91822	0	0.3535	0.42461	1.86626	2.76192	1.3658	2.16538	0.02716	0.0373
Healthy	0.02479	0	0.00075	0.06726	0	0	0	0	0	0	2.54477	0	0	0	0	0	0	0	0	0.02737
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.1712	0	0	0	0	0	0	0	0
Healthy	0.33985	0.10369	0.31637	0.15258	0.04877	0.09339	0	0.12506	0	0	2.29031	0	0	0.08365	5.58286	0.0593	0	0.68181	0	0
D003093	1.99153	1.34945	0.50883	0.59318	0.23755	0.13229	0.01417	0	0	0.00096	1.98845	0	0	2.92688	0.66506	0.63688	0	0.58431	0.31276	0.00442
Healthy	0	0.06737	0.00839	0.07305	0	0.5569	0	0	0	0.00122	0	6.18736	0.02036	11.5821	0	3.33905	2.03221	0	0.00326	0.05083
Healthy	0	0.02271	0.03096	0.0208	0	0	0	0	0	0	14.9906	0	0	0.28674	0	2.90275	0.25006	2.98324	0.00179	0.05078
Healthy	0.33111	0.21419	0.27484	0.16064	0.15163	0.10334	0	0	0	0	3.48957	0	0	0	0	0	0	0.96774	0.00397	0
Healthy	0	0.02456	0	0.01986	0	0	0	0	0	0	12.9657	0	6.13742	0	0	1.94989	0	0.60246	0.1336	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3473	0	0	0.15393	0	0	0
Healthy	0.22452	0.80818	0.21325	0.10561	0.06663	0.01707	0	0	0	0	11.0549	0	0	0.02761	0.06224	0.04084	0.42497	2.10261	0	0.00787
Healthy	0.64552	0.19328	0.41871	0	0.02116	0.12902	0	0	0	0	0	0	0.61306	20.659	0	0.07146	0	0	0.03817	0
Healthy	2.05233	0.31486	0.76255	0.78167	0.21587	0.27881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.30178	0	0.09187	0.07486	0.29949	0	0	0	0	0	2.1546	0	0	0	0.7244	0.43236	3.16701	0	0	0
Healthy	0.98254	0	1.25347	0.51505	0	0.06483	0	0	0	0	0	0	13.5926	0	0	0	0	0	0	0
Healthy	0.67288	0.99209	0.31197	0.18587	0.02808	0.03015	0	0	0	0	1.55969	2.45662	0	0.04863	5.25565	0.06862	0.11625	0	0	0
Healthy	0.81154	0.10866	0.24788	0.08994	0	0.12409	0	0.03422	0	0	3.80889	0.55249	0	0	0	0.2523	0.93434	2.12098	0	0
Healthy	0.19945	0.46535	0.25326	0.24484	0.24543	0.00897	0	0	0	0	5.5819	0.01061	0	0	4.96891	0.83542	0	1.61486	0.01494	0.0481
Healthy	0.00415	0.00868	0.03326	0.00348	0	0	0.00128	0	0.02033	0	1.85921	7.07393	9.1095	0	2.55609	0.76379	0	0	0.05447	0.09776
Healthy	0.81614	0	3.49445	0.96439	0.06955	0.51497	0	0	0.0289	0.00447	1.50438	0	0	0	0	0.52715	0.05722	0	0	0.01162
Healthy	0.80567	1.50809	0.37866	0.065	0.74321	0.24506	0	0	0	0	4.22314	1.17807	0	0	1.83718	0.28679	6.33952	1.42283	0.01465	0
Healthy	0	0.03771	0	0.02208	0	0	0	0	0	0	12.7392	0	5.91116	0	0	1.9129	0	0.59738	0.14096	0
Healthy	0.02647	0.06481	0.21637	0.0918	0	0	0	0	0	0	10.2871	0	6.11356	0	0	1.47275	0	0.51777	0.11941	1.89
D003093	0.29967	2.08891	1.47472	0.10677	0.03868	3.4511	0.07576	0	0	0.02478	0.43636	0	0	0	1.15332	0.11273	0	0	0.07219	0
Healthy	0.05302	0.14786	0.19619	0	0	0	0	0	0	0	1.35173	0	6.04242	0	0.82068	0.27774	0.61452	0	0	0
D003093	1.7779	1.10547	0.36442	0.88364	0.01067	0.03695	0	0.02306	0	0.00027	2.85026	0.37366	0	0.14506	11.5064	0.71092	0.07149	0.39047	0.03816	0.0006
Healthy	0	0	0	0	0	0	0	0	0	0.02548	0	0	0	0.00291	0	0	0	0	0	0
Healthy	1.70011	0.59189	0.24949	0.20454	0.03414	0.25385	0	0.00093	0.00547	0.00388	8.57322	1.16882	0	4.11965	0	4.41723	2.11203	2.27791	0.01098	0.00449
Healthy	0.38567	1.54928	0.38524	0.12798	0.10739	0.17896	0	0	0	0	5.29446	0	0	0.666	0.1214	0.99104	1.42709	0	0	0.11381
Healthy	0	0	0.02505	0	0.03164	0.02423	0	0	0	0	0	0	8.21917	0.12201	0	0	0	0	0.03153	0.59482
Healthy	0	0.02363	0.03635	0	0	0	0	0	0	0	2.81309	0.3822	1.76006	0.04577	4.24236	0	0	0	0.36943	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.73697	0	0	0	11.5927	1.52321	0	1.61701	0.02399	1.07119
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.3011	0	0	0	0	0	0	0.02297
Healthy	0	0	0.11554	0.04392	0	0	0	0	0	0	12.6689	0	0	0	0	4.18804	5.08419	0	0.26001	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08382	0	0	0.13223	0.4328
Healthy	1.8302	0.01053	0.16969	0.28305	0.00981	0.00484	0	0	0.04849	0.00042	0.14787	0.18982	0	0.44959	6.13873	0.02455	2.20383	0.86367	0	0.06503
Healthy	0.99396	0	1.36061	0	0	0	0	0	0	0	0	14.1787	0	3.40578	1.04054	0	0	0	0	0
Healthy	2.78913	1.79781	0.57997	1.53189	0	0	0	0	0	0	4.8534	0.88722	0	0	8.55879	0.59299	0	0	0.0246	0
Healthy	0.33163	1.42613	0.26318	0.13149	0.25459	0.03596	0	0	0	0.00323	0.00692	2.78702	15.1591	0	0.59814	0	0	2.1314	0.41934	0
Healthy	0.16097	0.31002	0.14913	0.31036	0.18534	0	0	0	0	0	8.71936	0.09708	0	0.16374	0.39779	0.31772	0.07032	1.62899	0.04283	0.0098
Healthy	0.75349	0.3787	0.40198	0.31603	0.01872	0.01655	0	0.00385	0	0.04476	3.0985	3.40381	0	0	0.20062	0.51479	0	1.20655	0.00206	0
D003093	0.1725	0.06494	0.02441	0	0	0	0	0.04562	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.96931	1.30018	0.31875	0	0	0	0	0	0	2.41662	0.74691	0	0	1.37544	0.12597	0	0	0	0
Healthy	0.02443	0.15225	0.19295	0.14683	0.00607	0.01404	0	0	0	0	1.58543	1.39047	0	0.20811	0.54073	4.71351	2.00692	0	0	0
Healthy	0.76104	0.16491	0.25684	0.19909	0.02917	0.05989	0	0	0	0	6.72086	0	0	0.04019	0	2.24515	0.61984	1.74079	0.00373	0
Healthy	0.0106	0.34011	0.16311	0.02786	0	0	0	0	0	0	11.7704	0.62769	0	0.45714	1.59227	1.89656	0	1.84471	0.03262	0
Healthy	2.89023	6.63735	2.47055	0	0	0	0	0	0	0	0.61673	0	3.21651	2.4222	0.45624	0	0	0	0	0
D003093	4.50957	3.13198	2.91332	3.29385	0.12375	0.21568	0.25671	0.1635	0	0	0	0	0	0	0.04373	0.00346	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.8327	0	0	0	0	0	0	0.00916
Healthy	0.01295	0	0	0	0	0	0.01265	0	0	0	0	0	3.58408	0	0	0	0	0	0.09614	0.13898
Healthy	0.0044	0	0	0	0	0	0	0.0793	0	0.59055	0.00178	0	0.02864	0.00627	0	0	0	0	0.29502	0.03578
Healthy	0.07746	0.08214	0.10365	0.02263	0.02275	0	0	0	0	0.02055	16.7952	0.15443	3.09071	0	0.01348	1.03035	0	0.52245	0.04306	0.0811
Healthy	1.38943	0.14014	0.25741	0	0.12022	0.19686	0	0	0	0	2.25375	1.23786	0	9.18956	0.88505	0	1.84863	0	0	0
Healthy	0.24118	0.35602	0.16755	0.14927	0.03274	0.01158	0	0	0.01123	0	4.55796	0	3.6506	10.8349	0	0	1.47205	0	0.00148	0.02206
Healthy	0	0	0.05362	0	0	0	0	0	0	0	0	0	0	0	2.46199	0.6659	5.88561	0.91991	0	0
Healthy	0	0	0	0	0	0	0.07535	0	0	0	0	0	0	0	0	0	0	0	0.10274	0.44018
Healthy	1.75916	3.39136	0.8628	0.69865	0.32815	0.0795	0	0.22483	0	0.00228	1.29147	1.00434	0	12.6608	0.0593	0.03035	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.5523	0	0	0	0.00948	0.35276	0	0	0.37989	0.16052
Healthy	1.34432	0	0.24736	0	0	0.50051	0	0	0.14654	0	2.07502	0	2.36428	6.10961	0	1.14627	0	0	0	0
Healthy	0.53682	6.6286	0.35184	0.18181	0.3306	0.85045	0	0	0	0	1.8857	0.22312	1.97021	0.49448	9.10869	0.41749	0	0	0.07436	0
Healthy	0.02916	0	0.06367	0.07031	0	0	0	0	0	0	23.8969	0	0	0	0	4.37449	1.01295	0.87473	0.15454	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01517	0	0	0	0	0.02451
Healthy	0.03437	0.20405	0.05612	0.12016	0.00184	0.23497	0	0	0	0.13673	0	0	0	0	0	0.48968	0	1.49106	0.01735	0
Healthy	0.29975	0.5812	0.26079	0.10267	0.20288	0.05408	0	0.01152	0.02158	0.00138	3.31253	0.89717	2.00147	0.56398	10.4116	1.28169	0	0.90782	0.00966	0.00036
Healthy	0	0.00361	0.02227	0	0	0	0	0	0	0	9.01004	0.03022	0	0.01975	0	1.18564	0	1.56931	0.08897	0
Healthy	0	0	0.0794	0	0	0	0	0	0	0	0	0	5.36896	0.04226	0	0	0	0	0	0
Healthy	3.12533	2.61404	1.3413	1.00235	2.84761	0.63139	0	0	0	0.00516	2.68758	0.08994	7.32354	0.67716	0	0.3357	0	0	0.00845	0
Healthy	5.0779	3.39372	2.00814	1.24849	0.11606	0.22173	0	0	0.03868	0	0.1726	0.53602	0	0.00339	0.2652	0.01062	0	0	0	0
Healthy	0.67207	0.06875	0.20319	0	0.13538	0.45514	0	0	0	0	0	0	1.36354	34.6201	0.21244	0.47667	0	0	0.0026	0
Healthy	0	0	0.04947	0	0.04112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324
Healthy	3.67544	0	4.36886	0.40123	0.01613	0.01426	0	0	0	0	0	0	0.41556	0	0	0.25544	0	0	0.06878	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.56193	0	0	0	0	0	0	0	0	0
Healthy	0.11057	0.05415	0.10635	0.01714	0	0	0	0	0	0.02552	16.9769	0.14175	3.08492	0	0.00149	0.95596	0	0.52481	0.02185	0.07623
Healthy	0.40725	0.0232	0.22677	0.79572	0.45948	0.02877	0	0	0	0	3.64577	0	0	0	0.12057	0.5762	5.21258	0	0	0
Healthy	0.7692	0.49438	0.37474	0.05227	0	0	0	0	0	0	3.09928	2.17357	0	6.85327	0.09698	0.38834	0	0	0	0
Healthy	0.49787	0.55046	0.26647	0.33175	0.10002	0.05047	0	0	0	0	4.17169	0.00195	0	0	0	0.17477	0	0.80858	0	0
Healthy	0.00271	0.05541	0.23123	0.09704	0	0	0	0	0	0	10.024	0	6.2613	0	0	1.58118	0	0.50874	0.15717	0
Healthy	0	0	0	0	0	0	0	0.00081	0	0	0	0	0.16172	0.04159	0	0	0	0	0	0.1231
Healthy	0.51013	0.02703	0.16787	0.14059	0.04961	0.01473	0	0.00306	0	0	1.35483	2.21179	0	0	0	1.58514	0	0.62359	0.52386	0.01602
Healthy	0	1.34851	0	0	0	0	0	0	0	0	2.74353	0	0	0	1.9779	0	0.25355	0	0	0
Healthy	1.15631	1.58108	1.12892	0.58837	0.0621	0.03522	0	0	0	0	5.07672	0.58929	0	0.46482	0.47751	0.54313	0.23757	0	0	0
Healthy	0	0.58948	0.05039	0.05665	0	0	0	0	0	0	1.46788	0	0	0.79425	1.41751	4.20757	3.24403	2.36667	0	0
Healthy	2.01041	0.2844	0.4085	0.44028	0.03976	0.76744	0	0.01002	0	0	1.4576	0	0	2.05908	0	0.24021	0	0	0.19732	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.51403	0	0	0	0	0	0	0	0.04805
Healthy	0.43688	0.01575	0.23665	0.28663	0.4005	0.04337	0	0	0	0	1.42009	0	0	0	3.26742	0.28133	4.74194	0	0	0
Healthy	0	0.0274	0.10115	0	0	0	0	0	0	0	5.99251	0	4.54214	0	0	0.71414	0	0	1.10957	0
Healthy	0	0	0	0	0	0	0	0	0	0	13.8171	10.9796	0	0.04981	0	1.55985	1.01473	0	0	0
Healthy	0.46959	0.50272	2.27681	0.13662	0.00309	0.89122	0	0	0	0	4.24043	0.41073	0	4.96411	0.04544	1.20406	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06247	0	0	0.11023	0.45172
D003093	0.87826	0.05721	0.27927	0.15515	0.05259	0.07634	0.04357	0.02767	0	0.00154	0.76972	4.29843	3.57603	13.2881	9.58367	1.01256	0.56104	1.47853	0	0.00607
Healthy	0.19471	0.89594	0.37382	0.18438	0.00976	0	0	0	0.13489	0.00479	11.5791	0	0	6.50035	1.9878	3.75948	0	0.90139	0.00381	0.00798
Healthy	0.22962	2.57899	1.02645	0.17971	0	0.01634	0	0.64414	0.07665	0.00183	2.16843	0	0	0	0.22373	0.22895	0	0	0.02597	0
Healthy	0	0	0.26808	0	0.00346	0.10554	0	0	0	0	1.22619	0.04302	7.59543	0	11.7912	0.72999	0	0.14387	0.03603	0.01231
Healthy	0.16885	0.1797	0.17871	0.12441	0	0.07643	0	0	0	0	4.46343	0	0	0	0	1.00521	0	0	0.03172	0
Healthy	0	0	0	0	0	0	0	0	0	0	18.5873	0.58013	8.60092	0	0	2.85329	1.38673	0	0.04029	0
Healthy	0.73934	0.00627	0.25516	0	0.25667	0.45325	0	0	0	0	0	0	0.86563	22.7788	0.10764	1.6338	0	0	0.03924	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.6053	0	0	0	0	0	0	0
Healthy	0.22229	0	0.01768	0.02467	0.04335	0.02602	0	0	0	0	0	0	3.92706	0	0	0	0	0	0	0
Healthy	0.04022	0.05736	0.01614	0	0	0	0	0	0	0	12.3391	0.13626	2.85673	3.60039	1.21906	1.74574	0	0.79043	0.23241	0
Healthy	0.20492	0.90726	0.43245	0.17812	0.04137	0.00473	0	0	0.13972	0.00951	11.6204	0	0	6.68262	2.13924	3.74339	0	0.97313	0.00574	0.01569
D003093	0	0.14319	0.01098	0	0	0	0	0	0	0	1.94364	0	2.2376	0.52984	0	0.36031	4.38056	1.25161	0.00454	0
Healthy	0.43242	0.26954	0.35808	0.23482	0.10333	0.38616	0	0	0	0	0	0	1.11129	1.0265	0.37066	0.29873	0	0	0.0336	0
Healthy	2.1667	1.20426	3.10903	0.72206	0.12288	0.04549	0	0.12166	0	0	4.3453	2.84965	0.93998	0	0.89892	0.15739	0	0	0	0
Healthy	0	0.41797	0.23343	0	0	0	0	0	0	0	0.727	0	0	0	0.14304	0	0.22402	0	0	0
Healthy	0.24932	0	0.07242	0	0	0.0053	0	0	0	0	0	0	0.11455	0.89759	0	1.32887	0	1.72219	0.01662	0
Healthy	0	0	0.05988	0	0	0	0	0	0	0	15.1594	0.56547	0.3382	0	0	0.46022	0	0.94962	0.02925	0
D003093	0.43456	0.6989	0.38225	0.41199	0.06659	0.07824	0	0.01076	0	0.0116	8.51761	0	1.26164	0	0.59455	0.89022	0	0.805	0.14355	0
Healthy	0	0	0	0	0	0	0.14852	0	0	0	11.7477	0	0	0	0	0.04257	0.13094	1.33202	0.18277	1.18528
D003093	1.24896	2.75526	1.06775	3.00395	0.22753	0.04999	0	0.10066	0.00403	0.00299	5.10682	0	0.00148	0	0.03874	0	0	0.20507	0.00286	0.08758
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.15205	0	0	0	0	0	0	0
D003093	3.49445	0.43321	0.75259	0.36968	1.38927	0.36717	0	0	0.01117	0.01447	0.9642	3.86254	0.96682	0.33242	0	0.27493	0.009	0.60918	0	0
