group	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Blautia_A_wexlerae	Dorea_formicigenerans	Anaerostipes_hadrus_A	Anaerostipes_hadrus	Blautia_A_hydrogenotrophica	Streptococcus_sp004166885	Gordonibacter_pamelaeae	Longicatena_innocuum	Alistipes_putredinis	Akkermansia_muciniphila_D	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0	0.21168	0	0	0	0	0	0	0	0	0.73901	0	0	0	1.278	2.1542	0	1.34917	0.02903	0.03197
Healthy	1.26736	0.71985	0.49501	0.39658	0.22844	0.23991	0	0	0	0	0.27484	0	0	0	0	0	0	0	0	0
Healthy	0.03769	0.01747	0.03829	0	0	0	0	0	0	0	0	0	6.03025	0.30459	0.19655	0.81233	0	1.03324	0.26803	0.05097
Healthy	3.267	1.1017	0.81301	0.55396	0.02726	0.83422	0.00268	0	0	0	2.27084	0	0	0	0	0.3166	0	0	0.03784	0
Healthy	0	0	0.0074	0	0.19909	0.02565	0	0.11998	0	0.0053	0	0	0	0	0	0	2.6772	0	0	0.23909
Healthy	0.17127	0.62247	0.48199	0.15534	0.01062	0.00972	0	0	0	0	3.63443	0	5.71308	0	2.19711	0.47572	0.1298	2.53487	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	10.4069	0	0	0	0	0	0	0.03008
Healthy	0	0	0.23002	0	0.00271	0.06191	0	0	0	0	1.61558	0.0342	7.63882	0	13.4451	0.99459	0	0	0.02217	0
Healthy	0.08661	0.07486	0.06739	0.0131	0	0	0	0	0.03538	0	0	6.8727	17.5126	4.2848	0.0669	0.73884	0	0	0.27826	0.10325
Healthy	0.56435	0.96429	0.20365	0.061	0.03231	0.03742	0	0	0	0	6.16212	4.64406	0	0.94037	0.41432	1.34359	0	2.06451	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.75103	0	81.5048	1.15104	0	1.56531	0.78742	0	0	0
Healthy	0	0	0	0.02553	0	0	0	0	0	0	21.868	9.56151	0	0.01977	0.0747	1.54343	0	0	0.02505	0
Healthy	3.21536	2.15304	0.63022	2.00198	0.01994	0.03226	0	0	0.01858	0.0053	2.57001	0.54412	0	0	6.84004	0.27397	0	0.41272	0.05448	0.03212
Healthy	0.35936	0.36194	0.58002	0.20388	0.13229	0.16899	0	0.01687	0.0104	0	6.99419	2.55549	0.02526	0	6.12042	0.98852	0.01757	0.97583	0.14427	0.00921
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01084	0	0	0	0	0	0
D003093	0.00098	0.1834	0.01135	0.03379	0.00056	0.00198	0	0	0	0	0	0	0.99833	0	0.47641	0.42955	0	0	0.16512	0.27821
Healthy	0.92468	0.69726	0.50424	0.17411	0.16894	0.02154	0	0	0	0	5.26592	0.9009	0	0.23337	0.00914	0.19151	0.4471	0	0	0
Healthy	0	0	0.01864	0.01098	0	0	0	0	0	0	13.391	8.01092	0	0.07272	0.16293	0.89521	0	1.00681	0.00833	0
Healthy	0	0.29644	0	0.00097	0	0	0	0	0	0	5.8193	0.12672	0	0	0	0	0	0	0	0.10125
D003093	2.98589	0.47621	1.93079	0.50609	1.72463	0.20751	0.55407	0.00335	0.00024	0.00219	11.4221	0	0	0	0	0.01687	0	2.87233	0.11084	0.04213
Healthy	0.91812	0	0.03778	2.43565	0.00847	0.04424	0.00558	0	0.06915	0.0013	0.02993	25.364	0	0.29877	0.07135	0	0	0	0	0
Healthy	0	0.005	0	0	0	0	0	0	0	0	14.8619	0	0	0.38584	0	2.57032	5.75367	0.75032	0.022	0.00878
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.61933	0	0	0	0	0	0	0	0.07162
Healthy	0.2815	0	0.2439	0	0.98647	0.13635	0.1068	0.02387	0.00302	0.00766	0	0.91083	1.6688	6.11138	0	1.58079	0	0.85923	0.06002	0.00517
Healthy	3.67627	3.02672	1.64456	0.79754	0	0.20909	0	0	0	0	0	0	0	3.9033	0	0	0	0	0	0
Healthy	0	0.00376	0	0	0	0	0	0	0	0	26.5653	0	4.9285	0	0	0.74941	0	1.14768	0.61599	0
Healthy	0.42515	0.09973	0.10891	0.08235	0	0	0	0	0	0	1.09659	0	6.86911	0	0.02374	0.02685	0.04111	0	0	0
Healthy	0.75945	0.21184	0.24262	0.32318	0	0.06177	0	0	0	0	9.62642	0	0	0	0	1.3736	0	0	0	0
Healthy	0	0	0.02749	0	0.06277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00632
Healthy	0	0	0.03761	0	0	0	0	0	0	0	0	0	0	0	2.54776	0.68264	5.83703	1.02377	0	0
Healthy	0.12937	2.30394	1.44457	0.03313	0.38765	0.89443	0	0	0	0	0	0	4.66442	0	0.19157	0.02163	0.31645	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00432	0	0	0	0	0	0
Healthy	1.15416	0	0.72601	0.28287	0	0.16091	0	0	0	0	1.36905	2.21026	7.25171	6.96227	0.176	0	0	0	0	0
Healthy	0	0.58485	0.12469	0.4205	0.03003	0.10648	0	0	0	0.02996	7.05079	2.37923	0	0.78125	4.14771	1.62359	0	0.92637	0.37045	0
Healthy	0.19826	0.30682	0.33769	0.25767	0.00966	0.03232	0	0	0	0	0	0	19.0918	0.39583	0	0	4.62684	0.60466	0.01891	0
Healthy	1.28031	0.56593	0.18902	0.41204	0	0.1031	0	0.06567	0	0.00197	3.25786	0	0	0.00044	2.3148	0.23388	2.14394	0.30284	0.00684	0.01858
Healthy	0	0.87921	0.15084	0	0	0	0	0	0	0	0.06612	0	0	0	1.09809	0	0	1.95757	0	0
Healthy	0.19254	0.31057	0.15302	0.30939	0.21291	0.01509	0	0	0	0.00372	6.91387	0.08234	0	0.12051	0.34986	0.26863	0.66076	1.69693	0.00342	0.0134
Healthy	0.01119	0	0	0	0.01062	0	0.01285	0	0	0	0	0	3.65111	0	0	0	0	0	0.13692	0.12921
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.06469	0	0	0	0	0	0	0	0	0	0	0	0.08873	0.35544
Healthy	0.0749	1.83056	0.0544	0.05095	0	0	0	0	0	0	0.25063	0	3.77341	0	31.4347	0.02676	0.01848	1.98848	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.6441	0	0	0	0.00756	0.36061	0	0	0.3271	0.08316
Healthy	1.6448	1.0531	0.76172	0.49365	0.0071	0.01196	0.05443	0.00728	0.01627	0.00034	3.62039	0	0	3.25876	0.02011	0.32174	0.88791	0.42075	0	0.00369
Healthy	1.12081	2.79786	0.25587	0	0.46671	0.28128	0	0	0	0	7.01574	8.50569	0	0	1.21645	4.13079	5.0347	0	0	0
Healthy	0.23644	0.64445	0.36265	0.09254	0	0.07657	0	0	0	0.03275	0.11679	0	0	0	0	0.00508	0	0	0.07608	0
Healthy	0.80913	2.40943	0.70581	1.0164	0.06613	0.0764	0	0.03375	0	0	0.4298	0.00129	0	0.83972	0.60253	0.0773	0	0.25319	0	0
Healthy	0.71057	0.09027	0	0.19663	0	0	0	0	0	0	0.28321	0	0	0	1.42027	0	0	0	0	0
Healthy	1.88501	1.08462	0.27548	0.50235	0.03642	0.0298	0.00619	0	0.00828	0.00048	3.02958	0.06377	0	1.87958	0.6976	0.96918	0.0005	3.30499	0	0.00181
Healthy	0.08574	0.09327	0.10125	0.01713	0.00187	0	0	0	0	0.01896	16.6763	0.15749	3.10731	0	0.00797	0.98387	0	0.55301	0.02994	0.08513
D003093	0	0.09852	0.00966	0.01139	0.04192	0.01932	0	0	0	0	0.05546	26.0005	0.19067	0	0	0.04083	0	0	0.01605	0.18569
Healthy	0.00815	0.1079	0.06658	0.0273	0	0.00137	0	0	0	0	3.30804	0	0.04258	2.54863	0	0	0	0	0.43407	0.03089
Healthy	0.48431	4.83002	0.35168	0.24514	0.10912	0.20592	0	0	0	0.00331	1.99916	0.25248	2.61527	0.28891	7.16624	0.43273	0	1.52403	0.03818	0
Healthy	0.48577	0.15312	0.1054	0.07419	0.09343	0.16521	0	0	0	0	0	0	0	0	0.3352	0	0	0	0	0
Healthy	0	0.38684	0.14878	0.06204	0	0	0	0	0	0	11.7971	0.53268	0	0.44829	1.65451	2.0161	0	1.76307	0.0153	0
Healthy	0.56103	0.67315	0.32648	0.0593	0.43601	0.18089	0	0	0	0	2.05119	0.87606	0	0	1.73115	0.80983	2.35737	1.14712	0.01678	0
Healthy	0.61407	0	0.08111	0	0	0.36369	0	0	0.00589	0	1.84478	0	0	0	0	0	0	0.55642	0.0004	0.2827
Healthy	1.17286	0.27344	0.58479	0.223	0.03581	0.53767	0.00533	0	0.17694	0.00461	4.02367	0.86713	0.12056	7.88389	0	0.6311	0.39549	0	0	0.00702
Healthy	0	0	0.04787	0.00369	0	0.00421	0	0	0	0	14.8925	0.55589	0.37665	0.00495	0	0.39	0	0.88181	0.02542	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.8691	0	0	0	0	0	0.12438	0	0	1.31864
Healthy	0.14991	0.2693	0.42312	0.06361	0	0	0	0	0	0	1.60507	0	0	0.1689	0.06057	0.29103	1.02364	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49939	0	0	0	1.5296	0	0.10108
Healthy	1.97956	0.38818	0.69607	0.43216	0.00581	0.02094	0.01479	0	0.00135	0.00204	3.98576	0	0	4.16677	0.09976	0.25731	0.6107	0.56074	0	0
Healthy	0.11721	0.48843	0.10618	0.01267	0	0	0	0	0	0	0	0.74258	3.17106	0.33059	0	0	0	0	0.3805	0.20282
Healthy	0.43856	1.28121	0.27467	0.24097	0	0	0	0	0	0	0.23036	0.17318	0	0	20.6435	0	0	0	0	0
Healthy	1.95125	0.69449	1.84529	0.87908	0.12918	0.37134	0	0	0	0	0.43773	0	0	6.28061	0	0.25562	0.07	0	0.09257	0
Healthy	0.1013	0.45279	0.09394	0.08634	0.01334	0.01218	0	0	0	0	7.43763	0	0	3.2895	0.81455	1.62633	0	0.70964	0.03996	0
Healthy	0.28936	0.54299	0.19889	0.14031	0.09738	0.12394	0	0	0	0	0.7184	0.05104	0	0.19075	0.01881	0.41992	0.24973	0.40231	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.59049	0	0	0	0.83905	0.46976	0.33341	0	0.19702	0
Healthy	0.32677	0.31224	0.16662	0.09421	0.23289	0.0451	0	0	0	0	2.95735	0.38007	0	0.4245	0.7731	1.13835	0	0.7278	0.03241	0
Healthy	0	1.34546	0.00425	0	1.92433	0.74957	0	0.04448	0.00625	0.0031	0	0.98081	0	3.58779	0	0	0.29277	0	0	0.39242
Healthy	0.46902	0	0.06891	0	0.05506	1.44394	0	0.00458	0	0.012	0.01124	0.48728	0	0.08586	0.02985	0	0.00277	0	0	0.08135
Healthy	0.14205	0.00402	0.08565	0.02355	0	0.01271	0	0	0	0	5.61508	0	0	0	0	0.64781	0	1.9834	0.03807	0
Healthy	0	0	0.02523	0	0.07306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01272
Healthy	0	0.11188	0.03106	0	0	0	0	0	0	0	13.5055	0	0	0	0	1.95811	0.05691	1.14318	0.00154	0.0503
Healthy	3.54209	0	4.09673	0.38687	0.02668	0	0	0	0	0	0	0	0.42123	0	0	0.2387	0	0	0.04462	0
Healthy	0.00842	0.03997	0	0	0	0	0	0	0	0	13.1917	3.60839	0	0.75115	0.01658	2.71905	0.64933	1.34756	0.02021	0
Healthy	0.14988	0	0.34302	0.09808	0.02956	0	0	0	0	0.00375	7.98897	0.47557	0.58867	0	0.01241	0.64626	0	0	0	0.0098
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.14026	0.30707	0.94346	0.76139	0	0.29494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.08327	0.13792	0.66755	0	0.00985	0	0.00162	11.6334	0	0	0	0.14534	0	0	0	0	0
Healthy	0	0.00342	0.00929	0	0	0	0	0	0	0	0	0	0	0	0.14264	0.78383	7.80803	1.29133	0	0
Healthy	0	0	0.13815	0	0	0	0.00749	0	0.16289	0.01288	0.1679	43.7613	2.67283	0	0.4527	1.05713	0	0	0	0.00622
Healthy	0.44678	0.4546	0.40098	0.3049	0.08633	0.03867	0	0	0	0	0.6892	0.59724	5.86802	0.12966	2.67109	0.01576	0.2618	0	0	0
Healthy	0.03745	0.13618	0.09693	0.0912	0.23576	0.01593	0	0.00346	0	0	3.89944	0	0	0	0	0.28559	0	0.93549	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.24279	0.44987	0.804	0.14437	0.02337	0.08058	0	0	0.00662	0	0	0	0	0	0.03244	0.04443	0	0	0	0
Healthy	0	0.60825	0.03356	0.04461	0	0	0	0	0	0	1.50458	0	0	0.79609	1.3477	4.33118	2.95052	2.37912	0	0
Healthy	0.28264	0.56602	0.30233	0.20801	0	0.02044	0	0	0	0	11.9085	0	0	0.0005	0.06268	3.63513	0	0.41576	0.00902	0.01255
Healthy	0	0	0.05746	0	0	0	0	0	0	0	14.9655	0.56457	0.37586	0	0	0.40606	0	0.8675	0.01219	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.17047	0.01738	0.06458	0	0	0	0	0	0	2.92276	0.34091	0	0	3.09817	0	0	0.04695
Healthy	0	0	0.01329	0.02659	0	0	0	0	0	0	13.2258	8.47837	0	0.07821	0.14747	0.70214	0	1.07143	0	0
Healthy	0.33764	0.50303	0.04426	0.22942	0.03429	0.03627	0	0	0	0	0	0	7.95792	0.02459	0	0.11096	0.00636	0	0	0
Healthy	0	0.0255	0.02691	0	0	0	0	0	0	0	14.2956	4.66528	0	1.0433	0.07043	1.97962	0	0	0.04499	0
Healthy	4.41518	3.86275	1.97664	1.31596	0	0.06084	0	0	0	0	0	0	0	15.5449	0.42275	0.69768	0	0	0	0
Healthy	0.02785	0.07499	0.1395	0.30011	0	0.00238	0	0	0	0.00031	0.69395	0	0	0.00656	0.00509	0.52077	0	0	0.00115	0.00202
Healthy	0.31844	0.15051	0.22228	0.03196	0.0011	0.00415	0	0	0	0.00058	5.04428	0	0.95109	0.26774	0.20812	0.06178	1.44154	0.95449	0	0
Healthy	0.73357	2.1983	0.85334	0.49349	0	0.1485	0	0	0	0	0	0	0.79301	8.04994	0.3936	0.34931	0	0	0.0207	0
Healthy	0	0	0	0	0	0	0	0	0	0	17.2942	0	0	0.48598	0	2.53301	5.80203	0	0.01789	0
Healthy	0.90859	1.1107	0.44442	0.23235	0.12665	0.17497	0	0	0	0	2.6659	0.63691	8.76626	0	0	0.5981	0	0	0.02705	0
Healthy	0	0	0.00903	0.01983	0	0	0	0	0.01456	0	16.7251	0	0	0	0	9.96137	0	1.44434	0.20292	0.21529
Healthy	0	0	0.00134	0.12557	0	0	0	0	0	0.03472	0.00654	0	0	0	0	0	0	0.84265	0	0.5945
Healthy	0	0	0.05831	0	0	0	0	0	0	0	7.25607	0	4.26221	0	0	0.59419	0	1.07672	0.24664	0.05295
Healthy	0	0.04624	0.04378	0.0241	0	0	0	0	0	0.00252	12.7854	0.0078	0.05508	0	0	0.81047	0	0.81654	0.03938	0.08169
Healthy	0.14823	0.57057	0.1035	0.10547	0.02871	0.01722	0	0	0	0	5.46317	0	0	2.07212	0.78905	1.04205	0	0.77436	0.05222	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02401	0	0	0	0	0	0
Healthy	0	0	0.09463	0	0	0	0	0	0	0	0	0	0	7.52131	0	0	0	0	0	0
Healthy	0.5464	0.36553	0.26405	0.16128	0.03446	0	0	0	0	0	0.16583	12.906	0	0.51497	0.66374	0.65884	0.03187	0	0	0
Healthy	5.44441	0.12877	1.20302	0.49762	0.20551	0.43914	0	0.06395	0	0.0274	0.85809	5.60774	0	0	3.68055	0	0.02842	0	0	0
Healthy	0.5879	0.67244	0.36554	0.10741	0	0.0073	0	0	0	0	3.46167	0.4519	1.58202	0.77978	0.52442	0.32452	2.56783	1.81559	0	0
Healthy	0	0.01824	0.0024	0.03423	0	0	0	0	0	0	12.8028	0	6.08902	0	0	1.84909	0	0.62291	0.16644	0
Healthy	0.79255	0.78927	2.27423	0.02025	0	0.90385	0	0	0	0	3.24722	3.80362	0	5.96336	0.62207	0.44409	0	0	0	0
D003093	2.38929	2.21826	1.04382	2.5833	0.08539	0.08403	0.55799	0.01921	0	0.00243	0.05084	0	0	0	0.35877	0.54485	0.20044	0.80862	0.01014	0.02232
Healthy	0	0.42097	0	0.00327	0	0	0	0	0	0	1.45445	0	0	0	0.39345	3.93981	0	0.87932	0	0
Healthy	0.02045	0.02729	0.08608	0	0	0	0	0	0	0.01176	17.345	0.13985	3.06152	0	0	1.03473	0	0	0.00365	0.04729
Healthy	3.08554	0.64443	1.35452	1.25143	0.26191	0.64316	0	0	0	0.00392	0	0.01069	0.05075	0.00463	0	0	0	0	0.05057	0.08849
Healthy	0.8215	0.63881	0.51321	0.43659	0	0.05654	0	0	0	0.00465	2.50677	0.0269	0.00109	2.04763	3.25203	0.77971	0.02859	1.19793	0.00219	0.00114
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.59064	0	0.7142	0	0	0	0	0	0	0.01703
Healthy	0.04927	0	0.02485	0	0	0	0	0	0	0	0	0	5.94513	0.27178	0.19747	0.77244	0	0	0.23028	0.02134
Healthy	0	0	0.03394	0.04132	0	0	0	0	0	0	13.6416	8.491	0	0.09999	0.13274	0.84318	0	1.06836	0.01313	0
Healthy	0.04259	0.11505	0.1744	0.14213	0	0.01599	0	0	0	0	1.52127	1.38974	0	0.2521	0.47754	4.46571	1.8944	0	0	0
Healthy	0.70525	1.86531	0.64464	0.07233	0.01206	0.02316	0.00562	0	0	0	18.8014	0.72584	0.92609	0.34321	0.0085	1.30959	1.32417	0.79251	0.00161	0.00105
Healthy	0	0	0	0	0	0	0	0	0	0	1.28033	1.84295	0	0	0	0.2431	0	0	0.51879	0.04369
D003093	0.93349	0	1.41983	0	0.0328	0.03793	0.03837	0	0.03357	0.0029	1.9923	0	0	1.0169	0	0.08612	0	1.0609	0	0.00338
Healthy	0	0.42454	0	0	0	0	0	0	0	0	0.14663	0	0	0	1.2917	0	0	0	0	0
Healthy	0.02665	0.02028	0.02981	0	0.00348	0.01809	0	0	0.00156	0	6.14435	0	0	0	0	0.73545	1.81883	1.19764	0.01035	0.03269
Healthy	1.89053	1.24339	1.23188	1.08168	0.31308	0.84957	0	0	0	0	4.08204	0	0	2.36839	0	1.81963	0	0.84596	0	0
Healthy	0.54547	0.6557	1.15083	0.16904	0	0.01546	0	0	0	0	1.45143	0.96622	0	0	0	0.20856	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.65773	0	0	2.21534	0	0.99757	0	0	0	0
Healthy	0	0	0.08304	0	0	0	0	0	0	0	0.32249	0	4.75304	0	0.14921	0.83051	5.78074	1.05984	0.06626	0
Healthy	0	0	0	0	0	0	0	0	0	0	10.5871	0	0	0	0.00323	0.33862	0	0.32727	0.2724	0.1079
Healthy	0	0	0.05601	0.0183	0	0	0	0	0	0	5.75306	0	4.56438	0	0	0.81795	0	0	1.25736	0
Healthy	0.73359	0.18833	0.48605	1.11524	0.23808	0.42728	0	0	0	0	5.7852	0	0	4.3762	0	2.51494	0.92493	1.03448	0	0
Healthy	0.54315	1.8278	0.35215	0.58011	0.20962	1.49492	0	0	0.00889	0.00493	5.35097	3.62249	0	15.5364	0.00618	0.88575	0	0.90468	0.1611	0.01861
Healthy	0.08647	0.09257	0.06981	0.00246	0	0	0	0	0.04061	0	0	7.23898	17.9403	4.52391	0.07395	0.73908	0	0	0.33006	0.11672
Healthy	0	0	0.00315	0.02888	0	0	0	0	0.00933	0	13.5444	8.73029	0	0.08604	0.16795	0.89025	0	0.98486	0	0
Healthy	0	0	0	0.01445	0	0	0	0	0	0	22.0102	9.35753	0	0.01529	0.08614	1.53241	0	0	0.00813	0
Healthy	0	0	0	0	0	0	0	0	0	0	6.63179	0	0	0	0.3608	0.61253	1.44768	0	0	0
Healthy	0.54955	0.00324	0.14659	0	0.08087	0.20938	0	0	0	0	0	0	1.10913	13.4314	0.57984	3.00414	0	0	0.07346	0
Healthy	0	0.4283	0.21604	0.01431	0	0	0	0	0	0	12.4964	0.58083	0	0.45151	1.54907	2.17856	0	1.77133	0.03051	0
Healthy	1.20521	2.24855	1.5927	0.77783	0.21292	0.1509	0	0	0	0	4.33411	5.17575	7.19383	0	0	0.42226	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.33404	1.68633	0	0	0	0.20597	0	0	0.49193	0.01426
Healthy	0.00326	0.00525	0.05636	0.03442	0	0.16089	0	0	0.00418	0	15.5798	0	0	0	0	0	0	0.51615	0.38159	0.06641
Healthy	0	0.00806	0.02795	0.20957	0.00197	0.05603	0	0	0.00747	0	14.18	0	15.2478	0	0	0	0.22682	0.73515	0	0.13201
Healthy	2.24553	1.45039	0.14232	0.19536	0.23236	0.18117	0.03664	0	0	0.00143	1.05301	0.01569	0	0	0	0.22481	0	0	0.00886	0.00571
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7307	0	0	0	0	0
D003093	0	0	0.00683	0	0.07403	0.09473	2.44485	0.00844	0.08142	0.00346	0	0	0	2.85478	0	0	0	0	0	0.20267
Healthy	0.11621	0.35557	0.07011	0.05092	0	0.00282	0	0	0	0.00089	0	0	2.25728	0	0	0	0	0	0	0.11257
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.43772	0	0.04277	0	0	0.14643	0	0	0	0	0	0.31727	4.76352	7.90471	0.01215	2.28132	0	0	0.06503	0
Healthy	0.02312	0.19493	0.09733	0.03678	0	0	0	0	0.04077	0.01675	8.24448	0	0	3.75725	3.04933	2.23806	0	0	0.10444	0.03962
Healthy	0	0	0.03146	0	0.03054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	24.2956	0	0	7.60395	4.55193	0	0.25438	0	0	0
Healthy	0.37789	0.10658	0.22279	0.03788	0.01428	0.15771	0	0	0	0	0	0.37515	4.43254	0.13026	0.75643	2.80508	0	0	0.11171	0
Healthy	0	0.21188	0.01731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.93287	0.10418	0.21102	0	0.22752	0.44163	0	0	0	0	0	0	0.68458	22.5523	0.02905	0.94981	0	0	0.00285	0
Healthy	1.25416	0.05898	0.7737	0.14073	0.03286	0.14528	0	0	0.04365	0.01273	6.74157	0.00852	0.79107	0.3988	0.41689	1.19974	0	0	0	0
Healthy	0.12504	0.20504	0.92665	0.02115	0	0.2054	0	0	0	0	11.4444	0.36339	0	0.98184	0.76461	3.47238	1.79976	2.22036	0	0
Healthy	0	0	0.59475	0	0	0	0	0	0	0	0	0	1.4303	9.55318	0	0	0	0	0	0
Healthy	0	0.04506	0.05236	0	0	0	0	0	0	0	4.07411	0	8.01371	0	0.09485	0.71674	0	0.63461	0.24361	0.02571
Healthy	2.13503	0.38615	1.05225	0.17784	0.57457	0.2221	0	0	0	0	0.20479	0.02043	4.5423	0	0.10532	0.00276	0.01848	2.85909	0	0
Healthy	0	0.0336	0.0264	0.00942	0.0049	0	0	0	0	0	9.72141	0.72342	0	0	0	3.7931	5.88855	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00571	0
Healthy	0.23376	0.12787	0.20821	0.23983	0	0.21422	0.01052	0	0	0	4.36754	0	0	0	0	0.05875	0	0.78427	0	0.17047
Healthy	0	0.14419	0	0	0.03302	0.03639	0	0	0	0	0	0	0	0	0	0	1.06212	0.39861	0	0.00915
Healthy	0.40013	0.58197	0.32035	0.228	0	0.2189	0	0	0	0	1.78679	0.04873	0	0.19983	3.49521	0.07475	0	1.29737	0	0
Healthy	0.02407	0	0.17348	0	0.33337	0	0	0	0	0	0	1.73198	1.40684	10.29	0	2.60962	0	0	0.03018	0
Healthy	0.44888	0	0.10203	0.18819	0.02481	0	0	0	0	0	0	1.81304	8.50306	0	0	0	0	0	0	0.02131
Healthy	0.03287	0	0.11333	0	0	0	0	0	0	0	8.93546	0	0.33451	0.433	1.77483	2.77199	1.4107	2.31931	0.01087	0.03402
Healthy	0.63724	0.19673	0.24387	1.37933	0.01216	0	0	0	0	0	0	0	0	8.49252	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.02369	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00267	0	0	0.00315	0	0	3.31946	0	0	0
Healthy	1.08735	1.21226	2.83221	0.13173	0.0601	0.06673	0	0	0.0124	0.00612	6.21195	8.67123	0	0	0.31094	1.07637	0	0.81588	0.18461	0.06441
Healthy	0	0	0.03007	0	0.05027	0.03491	0	0.06789	0	0.00373	0.00612	0.01384	0	3.69987	0	0	0	0	0	0.04327
Healthy	0	0	0.02493	0	0	0	0	0	0	0.02783	0	0	1.2479	0	1.38397	0	0	0	0	0.06225
D003093	4.6409	0.8883	2.32233	6.92871	0.16615	0.71523	0.68984	0	0.01938	0.00971	0.00899	0.41443	1.63486	3.70908	0	0.11706	0	0	0.06029	0.00712
D003093	0.6189	0.11536	0.83484	0.53621	0.00665	0.02353	0.03164	0	0.02003	0	1.53057	0	0	0	0.60856	0.09831	0.72899	0.88962	0.00033	0.01326
D003093	3.29693	4.21846	2.93148	1.12472	0.03388	0.29622	0.0002	0.05165	0.18253	0.00133	0.00027	10.8129	1.73773	2.23519	0	0.02842	0.01445	0.2206	0.05168	0.07324
Healthy	0.00659	0.08495	0.14924	0.03111	0.05225	0.07031	0	0.02871	0	0	7.46737	0.02611	0	0	0	1.67596	5.80997	0	0	0
Healthy	0.01831	0.00831	0.03059	0	0	0	0	0	0	0.00475	5.94492	0.50025	0	0.08801	0	0	0	0	0	0.06701
Healthy	0.32165	0.29316	0.29647	0.21949	0.02584	0.02218	0	0	0	0	0	0	0.02064	0	0	0	0	1.33995	0.69684	0.0011
Healthy	0.31566	0.4232	0.4852	0.63212	0.02494	0.05634	0	0	0	0.00345	0.40619	0.02337	0.06709	0	0	0.03405	0	0	0	0.01601
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15458	0	0	0	0	0
D003093	0.40248	2.83904	1.94249	0.69544	0.36279	1.44058	0.06339	0.0981	0.05453	0.00822	0.96579	0.00732	2.57984	7.3425	0.01493	0.42601	0.59821	0.18387	0.0013	0.00471
Healthy	2.01771	3.85736	0.60169	0.71006	0.06127	0.28763	0.00282	0.00439	0	0.0105	1.52821	0.73449	3.48681	0.56602	0.51793	0.03177	0	0.6066	0.00569	0
Healthy	0.0814	0	0.0762	0.05475	0	0.01848	0	0.01061	0	0	0.20627	0.7407	0	1.51339	0.00079	0.58275	3.62476	0	0.01339	0
Healthy	0.29174	0.09456	0.05162	0.00808	0	0	0	0	0	0.00307	0	0	0	0.12319	0	0	0	0.71227	0	0
Healthy	0.20402	0.10387	0.32717	0.09948	0.01381	0.01974	0	0	0	0	4.96602	0	8.24331	0.64685	0.13226	0.74911	1.47509	0.944	0.00183	0
Healthy	0.00367	0.02828	0.03268	0.03359	0	0	0	0	0	0	21.215	0	2.30789	0	0	1.01278	0	1.51514	0.00931	0
