group	Prevotella	Alistipes	Phytobacter	Odoribacter	Paraprevotella	Alistipes_A	Parasutterella	Bilophila	Ruminococcus_C	Faecalimonas	Prevotella	Mediterraneibacter	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Haemophilus_D	Flavonifractor	Parasutterella	Clostridium_Q	Muricomes
Healthy	0.28013	23.93483	0.3495	0.79251	0	0.13099	0.00161	0.0431	0.00164	0	0.28013	0.3037	0.70525	0	0.65026	0.0348	0.02292	0.00161	0	0
Healthy	0	1.54617	0.06543	0	0	0	0.51879	0	0	0	0	0.089	0	0	0	0	0.07707	0.51879	0.37382	0.06425
Healthy	0	0.14663	0	0	0	0	0	0	0	0	0	1.81395	0	0	0	0	0	0	0	0
Healthy	43.73436	7.21818	0.05879	1.19764	1.27542	0	0.01035	0.11548	0.01523	0	43.73436	0.0112	0.02665	0	0.02981	0.01227	0.04376	0.01035	0	0.00133
Healthy	3.34368	6.79551	0.03075	0.84596	0	0	0	0	0	0	3.34368	0.43884	1.89053	0	1.23188	0	0	0	0	0
Healthy	0	1.89596	9.70979	0	0.64351	0	0	0	0	0	0	0.74804	0.54547	0.03091	1.15083	0	0	0	0	0
Healthy	1.94537	7.6553	0	0	0	0.08879	0	0	0	0	1.94537	0	0	0	0	0	0	0	0	0
Healthy	0	2.183	0	1.05984	0	0.01181	0.06626	0.00368	0	0	0	0.53011	0	0	0.08304	0	0.01793	0.06626	0	0
Healthy	0	11.07117	2.05871	0.32727	0	0.24649	0.2724	0.01881	0	0	0	0.04678	0	0	0	0	0.1983	0.2724	0.55864	0
Healthy	0	7.10356	0	0	0	0	1.25736	0	0.23273	0	0	0.14484	0	0	0.05601	2.79337	0.06751	1.25736	0	0
Healthy	0	4.78046	0	0	0	0.10695	0.33006	0.11814	0	0	0	0.16946	0.08647	0	0.06981	0	0.20364	0.33006	0	0
Healthy	0.01395	6.80667	0.13799	0.90468	0	0	0.1611	0.05942	0	0	0.01395	0.0162	0.54315	0	0.35215	0	0.03284	0.1611	0.02262	0.01649
Healthy	10.1177	11.82391	0	1.03448	0	0	0	0	0	0	10.1177	0.11346	0.73359	0	0.48605	0.07919	0	0	0	0
Healthy	0	17.10239	0	1.14026	0	0.00658	0	0	0	0	0	0.40775	0	0	0.00315	0	0	0	0	0
Healthy	0	27.6519	0	0.45232	0	0	0.00813	0.04406	0	0	0	1.89093	0	0	0	0.16357	0	0.00813	0	0
Healthy	0	7.60725	0	0	0	0	0	0	0	0	0	0.12844	0	3.8111	0	0	0	0	0	0
Healthy	0	4.87839	0	0	0	0	0.07346	0	0	0	0	0.11391	0.54955	0	0.14659	0.37776	0	0.07346	0	0
Healthy	0	14.96355	0	1.77133	0	0	0.03051	0.10337	0	0	0	0.92713	0	0	0.21604	0	0.13452	0.03051	0	0
Healthy	0	4.79021	0	0	0	0	0	0	0	0	0	1.01179	1.20521	0	1.5927	0	0	0	0	0
Healthy	0	1.5492	0.03928	0	0	0	0.49193	0.00464	0	0	0	0	0	0	0	0	0.02996	0.49193	0.38678	0.05505
Healthy	0.02654	18.3711	0	0.51615	0	0	0.38159	0	0	0.24124	0.02654	0.00214	0.00326	0	0.05636	0	0.06938	0.38159	0.03144	0.00172
Healthy	0	15.27716	0	0.73515	0	0	0	0.00345	0	0	0	0.01572	0	0	0.02795	0	0.25411	0	0	0
Healthy	0	1.90154	0.10767	0	0	0.00945	0.00886	0.03972	0	0	0	0.28711	2.24553	0	0.17896	0	0.03615	0.00886	0.05259	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.69652	0	0	0	0	0	0	0	0	0.18647	0.11621	0	0.07011	0	0.12209	0	0	0.08741
D014607	28.59245	1.62145	0.74023	0.38995	0.14488	0.03042	0.00437	0.06114	0.04698	0	28.59245	0.03731	0	5.45745	0.08767	0.02761	0.0029	0.00437	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	15.3024	0	0	0	0	0	0	0	0
Healthy	0	0.97211	0	0	0	0	0	0	0	0	0	0.00378	0	0	0.03146	0	0.01249	0	0.21128	0.02512
Healthy	0	10.701	0.02922	0	0	0	0.10444	0.04761	0	0	0	0.07382	0.02312	0	0.09733	0	0.15309	0.10444	0	0
Healthy	0	3.28956	0	0	0	0	0.06503	0	0	0	0	0.01815	0.43772	0	0.04277	2.18129	0	0.06503	0	0
Healthy	0	0	3.51716	0	0	0	0	0	0	0	0	0.55164	0	0	0.01731	0	0	0	0	0
Healthy	0	4.01583	0	0	0	0	0.11171	0	0	0	0	0.37341	0.37789	0	0.22279	1.80386	0	0.11171	0	0
Healthy	0	38.6256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.35191	0	0	0	0	0.00285	0	0	0	0	0.0184	0.93287	0	0.21102	0.44198	0	0.00285	0	0
Healthy	0.00573	10.91532	6.69974	21.0117	0.20236	0.17742	0	0.01663	0	0	0.00573	0.0468	1.25416	0	0.7737	0.01693	0.00274	0	0	0.002
Healthy	0	19.55796	0	2.22036	0	0.00622	0	0	0	0	0	0.28242	0.12504	0	0.92665	0	0.19159	0	0	0
Healthy	0	6.67206	0.08323	0.63461	0	0.37	0.24361	0.00966	0	0	0	0.49208	0	0	0.05236	0.12177	0.06319	0.24361	0	0
Healthy	0	4.99037	0	0	0	0	0	0	0	0	0	3.08984	0	0	0.59475	0	0	0	0	0
Healthy	0	0.45088	0	2.85909	0	0	0	0	0	0	0	3.24285	2.13503	0	1.05225	0	0.05173	0	0	0
Healthy	0	14.28186	0	0	0	0	0	0	0.29641	0	0	0.16461	0	0.83085	0.0264	2.25848	0.07839	0	0	0
Healthy	0	0	25.0515	0	0	0	0.00571	0	0	0	0	0	0	0	0	0.05734	0	0.00571	0	0
Healthy	0	4.43003	0.01506	0.78427	0	0	0	0.08954	0	0.33618	0	0.31118	0.23376	0	0.21873	0	0.19093	0	0.00743	0
Healthy	0	0	0.94979	0.39861	0	0	0	0.00671	0	0.00139	0	2.71046	0	0	0	3.14325	0.00915	0	0	0.03475
Healthy	0	2.41563	0	1.29737	0	0.00537	0	0.01322	0	0	0	0.69573	0.40013	0	0.32035	0	0.02573	0	0	0
Healthy	0.00878	0	0.14888	0	0	0	0	0	0	0	0.00878	1.43584	0.44888	0	0.10203	0	0.0421	0	0.5569	0.33633
Healthy	0	3.96393	8.87264	0	0	0.23535	0.03018	0	0	0	0	0.09955	0.02407	0	0.17348	0	0	0.03018	0.01847	0
Healthy	0	13.81074	0.09786	2.31931	1.58225	0.01264	0.01087	0	0.01252	0	0	0.21912	0.03287	0	0.11333	0.01437	0.13013	0.01087	0	0
Healthy	0	0.77299	0	0	0.38372	0	0	0	0.25581	0	0	0.1085	0.63724	0	0.24387	0.00658	0	0	0	0
Healthy	0.00096	0.00267	4.18333	0	0	0	0	0	0	0	0.00096	0.08483	0	0	0	0.95707	0	0	0	0
Healthy	0	0	16.2332	0	0	0	0	0	0	0	0	0	0	0	0	0.14809	0	0	0	0
Healthy	0	9.76066	0.50123	0.81588	0	0	0.18461	0.1712	0	0.85317	0	0.35917	1.08735	0	2.83221	0.08252	0.1913	0.18461	0.1801	0.14229
Healthy	0.0004	0.00612	6.10703	0	0	0	0	0	0	1.38315	0.0004	0.09	0	0	0.03007	3.3095	0.04327	0	0	0
Healthy	0	2.61802	0	0	0	0	0	0	0	0	0	0.04976	0	0	0.02493	0	0.11188	0	0.09751	0.0518
Healthy	0	9.63055	0	0	0	0	0	0	0.21016	0	0	0.41023	0.00659	3.30663	0.14924	1.97625	0.02572	0	0	0
Healthy	0.02001	7.54728	11.5007	0	0	0	0	0	0	0.79893	0.02001	0.03403	0.01831	0	0.03059	0.00161	0.21688	0	0.42486	1.01667
Healthy	0.1732	0.44253	0.05788	0	0	0	0	0	0	0	0.1732	0.27435	0.31566	0	0.4852	0.03077	0.04357	0	0.00895	0
Healthy	0	2.51559	0.09064	1.33995	0	0	0.69684	0	0.00529	0	0	0.62064	0.32165	0	0.29647	0.00882	0.0082	0.69684	0.00861	0.04426
Healthy	0	0	0	0	0	0	0	0	0	0	0	2.65375	0	0	0	0	0	0	0	0
Healthy	0	1.81367	0	0.6066	0	0	0.00569	0.05575	0.04914	0	0	2.24846	2.01771	0	0.60451	0.00468	0.00944	0.00569	0	0
Healthy	69.81791	1.15489	0.05959	0	0.01832	0.00836	0.01339	0.01945	0.01141	0	69.81791	0.38086	0.0814	3.26985	0.0762	0.06984	0	0.01339	0	0
Healthy	13.457	6.22837	0	0.944	0.35389	0.03332	0.00183	0.00691	0.00373	0	13.457	1.60546	0.20402	0	0.32717	0.00259	0.62946	0.00183	0	0
Healthy	0	1.79892	0.08071	0.71227	0	0	0	0.07368	0	0	0	0.12751	0.29174	0	0.05162	0	0.18377	0	0	0
Healthy	0	29.82483	0.23194	1.51514	8.59341	0.25394	0.00931	0.07096	0	0	0	0.27054	0.00367	0	0.03268	0.2101	0	0.00931	0	0
Healthy	0	22.9221	0	1.33552	0.80079	0.02689	0.00529	0.0249	0.02696	0	0	0.05732	0.00834	0	0.00326	0.01899	0.01444	0.00529	0	0
Healthy	0	10.19089	0	0	0	0	0	0	0	0	0	0.04587	0	0	0.0142	0	0	0	0	0
Healthy	0	3.93601	0.00955	1.86902	0	0.04671	0.00245	0.00817	0.02736	0	0	0.60416	0.3133	0	0.26685	0.22353	0.00413	0.00245	0	0
Healthy	0.00611	0.87174	6.20834	0	0	0	0	0	0	0	0.00611	0.03831	0	0	0	0.02748	0	0	0	0
Healthy	0	14.55167	0.09183	0.63162	0	0.23734	0.12511	0	0	0	0	0.0287	0	0	0	0	0.03073	0.12511	0	0
Healthy	0	6.44032	11.2822	1.36398	0	0	0	0.04031	0	0	0	0.61152	0	0	0	0	0	0	0	0
Healthy	0	3.50951	0	1.24335	0	0.04916	0.00391	0.04018	0	0	0	0.87712	0.36771	0	0.28671	0	0.04743	0.00391	0	0.01058
Healthy	0.01959	0	0.01652	0	0	0	0	0	0	0.03461	0.01959	2.41835	0	0	0	0.18113	0.03755	0	0	0
Healthy	0.13393	13.84313	7.49172	0.89035	0.31221	0.21922	0.00038	0.01208	0.03607	0	0.13393	0.20417	0.94811	0	0.11055	0	0.00959	0.00038	0.00969	0.00271
Healthy	0	0.59863	0.98013	0.32572	0	0	0.12703	0.05466	0	0	0	0.44292	0.00453	0	0.1045	0	0.00331	0.12703	0	0
Healthy	0.28737	1.18005	1.71155	0.55608	0.33442	3.77874	0	0	0.016	0	0.28737	2.00222	0.1269	0	0.04608	0	0.0043	0	0	0.05985
Healthy	0	18.95434	0	0.83208	4.38705	0.02872	0.02848	0.08991	0.11706	0	0	0.05557	0	0	0.04717	0.03438	0.01392	0.02848	0	0.05413
Healthy	67.9881	0	4.02996	0	0	0	0	0	0	0	67.9881	0	0	0	0	0	0.03436	0	0.0354	0
Healthy	11.76865	0	0.12626	0	0	0	0	0	0.00275	0	11.76865	0.33851	2.22939	1.75429	2.97071	0.0293	0	0	0	0
Healthy	0	10.55279	0	0	0	0	0.0857	0.02076	0	0	0	0.30459	0	0	0.03402	0	0.08641	0.0857	0	0
Healthy	6.92704	1.90089	0	0.66407	0.57928	0.40872	0	0	0.08794	0	6.92704	3.57409	1.91405	0	0.35364	0	0.50801	0	0	0
Healthy	59.5722	1.46563	0	0	0	0.00325	0	0.02109	0	0	59.5722	1.22919	0.02101	1.74194	0.27153	0	0.00518	0	0	0
Healthy	8.87414	4.85947	0	0	0	0	0	0	0	0	8.87414	2.11713	0.25252	0	0	0	0	0	0	0
Healthy	46.15561	9.82396	0	1.10145	0.34287	0.03633	0	0	0	0	46.15561	0.30577	0	0.91565	0.00868	0	1.28141	0	0	0
Healthy	0.00451	1.82039	0.29978	0.61538	0	0.02766	0.0078	0	0.85748	0	0.00451	0.13011	0.83346	0	0.41092	0	0.04696	0.0078	0	0.00176
Healthy	0	2.36931	0	0	1.79408	0.08487	0	0.36128	0	0	0	0.01983	0.83849	3.32132	3.60768	0	0.02219	0	0.0524	0.01652
Healthy	0	0	9.8368	0	0	0	0	0	0	23.5007	0	0.63053	0	0	0	0.24285	0.00477	0	0	0
D014607	63.46331	11.80947	0.41632	0.58269	0	0.23579	0	0.00383	0	0	63.46331	0.08467	0	0	0.06151	0.39009	0	0	0	0
Healthy	0.69302	7.33218	0.03062	0	0	0	0.3999	0	0	0	0.69302	3.20039	0.14771	0	0.48507	0.78739	0.01914	0.3999	0	0
Healthy	0	0	0.20213	0	0	0	0.06155	0.00779	0	0	0	0.05668	0	0	0.01089	0	0.54708	0.06155	0.02799	0
Healthy	0	9.74935	0	0.93928	1.8861	0	0	0.04264	0	0	0	0.0044	0.1077	0	0.05652	0.59859	0.02299	0	0	0
Healthy	0	0	1.07314	0	0	0	0	0	0	0	0	0.18786	0	0	0	0	0.01486	0	0	0
Healthy	0	6.33919	0.10276	0.67785	0	0.29157	0.21042	0.00837	0	0	0	0.04705	0	0	0.02443	0.11836	0.03548	0.21042	0	0
Healthy	17.689	4.21917	1.61422	2.5183	1.19427	0.00486	0.01481	0.00821	0	0	17.689	0.21671	0.19632	0	0.14547	0.27985	0.10699	0.01481	0	0.02282
Healthy	1.06306	14.21909	0	0	0	3.1172	0	0	0	0	1.06306	0.18656	0.23752	0	0.32258	0	0	0	0	0
Healthy	30.39456	2.26328	0.06341	2.86439	0	0.15604	0.47459	0.04446	0.0198	0	30.39456	1.18168	0.3108	8.59142	0.09859	0.04681	0.00464	0.47459	0	0
Healthy	0	0.13056	0	0	0	0	0	0	0	0	0	0.63811	0.63105	0	0.54968	0	0	0	0	0
Healthy	0	0.29403	1.79092	0	0	0.00445	0	0	0.32882	0	0	1.42908	2.79381	0.19912	1.48207	0	0.01904	0	0	0
Healthy	0	0	1.01854	0	0	0	0.06688	0	0	2.2601	0	0.60267	0	0	0	0	0.05656	0.06688	0.12726	0.06727
Healthy	20.30345	8.32844	0.45895	0.43829	0	0.17537	0.00055	0.07362	0	0	20.30345	0.01321	0	0	0.04446	0.00713	0.19566	0.00055	0.06725	0.23724
Healthy	0	9.92041	0	0.61186	0	0.03154	0.06985	0.0478	0	0	0	0.62574	0	0	0.00446	0	0.0406	0.06985	0	0.01826
Healthy	2.11223	4.44217	0	2.31743	0.44673	0.21695	0	0.11974	0	0	2.11223	0.59144	1.17436	1.24378	0.33177	0	1.4816	0	0	0
Healthy	0	2.44851	0	0	0	0	0	0	0	0	0	0.11425	2.81405	0	1.43343	0	0	0	0	0
Healthy	0	5.84383	11.3428	1.24966	0	0	0	0.04034	0	0	0	0.91263	0	0	0	0	0	0	0	0
Healthy	0	27.92732	0	0.51514	0	0.00371	0.00847	0.05634	0	0	0	1.96127	0	0	0	0.12742	0	0.00847	0	0
Healthy	0	6.54559	0.13743	0.70781	0	0.31443	0.21268	0.01867	0	0	0	0.05593	0.0162	0	0.03736	0.11333	0.07813	0.21268	0	0
Healthy	24.80784	0	13.6644	0	0	0	0	0	0.24932	0	24.80784	0.01526	0.52532	2.18784	0.16609	0.47792	0.07838	0	0	0
Healthy	0	5.00353	0	0	0	0	0.13758	0	0	0	0	0.72252	0.95536	0	0.87448	0	0	0.13758	0	0
Healthy	0	1.33344	10.1159	0	0	0	0.01142	0.05662	0	0	0	0.01035	0	0	0.16844	0	0.06881	0.01142	0.02122	0.03727
Healthy	0	0	0	0	0.22853	0	0	0	0	0	0	0	0.7569	0	0	0	0	0	0	0
Healthy	0	13.22526	0.02887	0	0.00923	0	0.00756	0.05378	1.37504	0.00319	0	0.30578	0.11274	0	0.20155	0	0.16809	0.00756	0.01041	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	13.38223	0.06296	2.02995	0	0	0.00922	0.07549	0	0	0	0.37987	0	0	0.18264	0	0.11671	0.00922	0	0
Healthy	4.46679	3.21481	0	1.48872	0.93143	0.01161	0	0.01077	0.00802	0	4.46679	1.08863	0.16585	0	0.15918	0.02237	0.14525	0	0	0.00032
Healthy	0	1.61159	0	1.9269	0	0	0	0	0	0	0	0.78806	0	0	0.03099	0	0.02886	0	0	0
Healthy	0	1.45061	0.14117	0	0	0	0.57985	0	0	0	0	0.18173	0	0	0	0	0.07611	0.57985	0.38742	0.06506
Healthy	0	2.0047	0	0	0	0	0	0	0.72846	0	0	0.60752	0.88781	0	0.99611	0	0	0	0	0
Healthy	0.00695	0	0.20678	0	0	0	0	0	0	0	0.00695	1.52152	0.46645	0	0.127	0	0.02736	0	0.4981	0.33985
Healthy	0	7.10356	0	0	0	0	0	0.08423	0.02415	0	0	0.55589	0	0	0.0231	0	0.05969	0	0.00704	0.01404
Healthy	0	3.03007	0.02024	0	0	0	0.15257	0.00364	0	0	0	0.01444	4.28078	0	0.05209	0.03739	0.0346	0.15257	0	0.03682
Healthy	0	5.70957	0	0	0	0	0	0	0	0	0	3.15387	0	0	0	0	0	0	0	0
Healthy	0	17.11182	0.09344	0	0	0	0.27953	0.09329	0	0	0	0.21969	0	0	0.00202	0	0.68166	0.27953	0.08363	0
Healthy	10.84686	4.69062	15.0335	1.48568	0.18677	4.24527	0.00099	0.11728	0.09612	0	10.84686	0.00945	0.25185	0	0.14755	0.00806	0	0.00099	0.01344	0.00284
Healthy	0.00056	13.99743	7.81444	0.53135	0	0.93215	0.00166	0.1524	0.03535	0	0.00056	0.0353	1.31619	0	2.40228	0	0.30946	0.00166	0.01575	0.01743
Healthy	8.02642	0	8.6462	0	0	0	0	0	0	0	8.02642	0.88986	2.75433	29.6499	1.33361	0	0	0	0	0
Healthy	0	0	4.89526	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0.4766
Healthy	5.61422	8.22531	0	1.10391	0.40924	0.1529	0.0194	0.12043	0.08303	0	5.61422	0.26718	1.35403	1.53035	0.64701	0.04102	1.64852	0.0194	0	0
Healthy	0	1.08785	0	0	0	0	0.02345	0	0	0	0	0.19567	0.2173	0	0.19243	2.25021	0	0.02345	0	0
Healthy	0	25.14172	0	1.48867	0.83891	0.03614	0.04267	0.03795	0.02377	0	0	0.2209	0.02186	0	0.01531	0.00422	0.01854	0.04267	0	0
Healthy	34.02878	4.74441	0.06894	1.21169	1.0489	2.1913	0.04178	1.74659	0	0	34.02878	0.14096	0	0	0	0	0.30801	0.04178	0	0
Healthy	0.0216	8.94956	20.7052	0	0	0.03335	0	0.1202	0	0.08949	0.0216	0.00128	0	0	0.01049	0	0.10853	0	0	0.00707
Healthy	0	9.83609	0	0	0	0	0	0	0	0	0	0	0	3.86161	0	0	0	0	0	0
Healthy	10.47329	7.29973	0	0	0.24353	0	0	0.00678	0	0	10.47329	0.59967	0.07247	2.43063	0.11578	0	0.92154	0	0	0
Healthy	0	14.51342	0.05832	0.62299	0	0.23427	0.10853	0	0	0	0	0.16041	0	0	0	0	0.01485	0.10853	0	0
Healthy	0	18.9159	4.52346	0	0	0	0	0	0	0	0	3.57278	0	0	0.34481	0.14316	0.53762	0	0	1.53699
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.95151	2.37284	0	2.27434	0	0.72614	0.0108	0.00065	0	0	7.95151	0.1441	0.83826	0	0.20977	0	0.04278	0.0108	0	0.01407
Healthy	0	11.90821	0	0	0	0.27528	0.14668	0	0	0	0	0.21111	0	0	0	0	0	0.14668	0	0
Healthy	0	15.82818	0.06217	0.78502	0	0.03274	0.21793	0.05053	0	0	0	0.08276	0.02912	0	0.04554	0	0.01935	0.21793	0	0
Healthy	0	7.63706	0.0408	1.19883	0	0	0.0079	0	0.00959	0.0058	0	0.23383	0.48738	0	0.22447	0.1304	0.04191	0.0079	0	0
Healthy	28.6106	0	0	0	0	0	0	0	0.01509	0	28.6106	1.29743	0.14113	14.136	0.42958	0.02185	0	0	0	0
Healthy	0	2.67555	0	0	0	0	0	0	0	0	0	0.01592	0.66529	0	0.13554	0.90979	0	0	0	0
Healthy	0.012	3.41191	0.87145	1.26994	0.6217	0.01447	0.30581	0	0.36919	0	0.012	0.19098	0.94534	0	0.31007	0.09477	0	0.30581	0	0
Healthy	0	23.81306	0	0.83888	0	0.08446	0.33515	0	0	0	0	0.05175	0.04316	0	0.11425	0	0.20732	0.33515	0	0
Healthy	0	3.41529	0.01464	0.90828	0	0.02693	0.00016	0	0	0	0	0.89924	0.64643	0	0.37664	0.07191	0.03872	0.00016	0	0
Healthy	1.98203	5.9338	0.08398	0.96762	0	0.04029	0.07907	0.06753	1.64575	0.34329	1.98203	0.30424	3.74233	0	2.33904	0	0.0772	0.07907	0.01461	0.03181
Healthy	0	4.18776	0	0	0	0	0.05694	0	0	0	0	0.11306	0.5738	0	0.20456	0.14308	0	0.05694	0	0
Healthy	0	3.45281	0	0	1.05149	0	0.0242	0	0.09628	0	0	1.01928	0.25383	0	0.20491	0.14398	0	0.0242	0	0
Healthy	0	4.78923	0	0.84881	0	0.02839	0.1847	0.03171	0	0	0	3.18323	0.61903	0	0.70734	0	0.03522	0.1847	0	0
Healthy	57.2887	0.6456	0.02073	0	0	0.00473	0	0	0.06586	0	57.2887	0.88787	0.52117	0	0.29644	0.00901	0	0	0	0
Healthy	0	12.78086	0.03258	0	0.02098	0	0.01317	0.03536	1.38189	0	0	0.41243	0.10321	0	0.19215	0	0.17723	0.01317	0.02793	0
Healthy	0	0	1.57685	0	0	0	0	0	0.09884	0	0	2.14761	2.36374	0	2.29527	0	0	0	0	0
D014607	45.6728	8.7311	0.45609	1.98423	0.1571	0.00945	0.70534	0.03951	0	0	45.6728	0.04155	0.00804	0	0.0126	0	0.00076	0.70534	0	0
Healthy	0	6.80541	4.39963	0	0	0	0	0.01148	0	0	0	0.03595	0.02844	0	0.00806	0	0.30476	0	0.01909	0.02016
Healthy	37.8533	2.18733	0	0.87459	0	0	0	0	0.24291	0	37.8533	1.37876	0.58309	0	0.22721	0	0	0	0	0
Healthy	7.39366	2.43048	0	1.04974	0.53082	0.0325	0.01513	0.005	0.03509	0	7.39366	0.18487	0.35333	0	0.14265	0.05596	0.01901	0.01513	0	0
Healthy	0	7.14329	0	0.0049	0	0	0	0.06551	0.02473	0	0	0.94775	0	0	0.01029	0	0.03488	0	0	0.01877
Healthy	0	18.59734	0.845	2.60867	0	0	1.79597	0.08215	0.03527	0.08534	0	1.4596	0.22709	0	0.09515	0	0.2259	1.79597	0.04654	0.07689
Healthy	0	7.2591	0	0	0	0.00683	0	0.08477	0.03958	0	0	0.79347	0	0	0.01796	0	0.06234	0	0	0.01728
Healthy	0	1.03837	0	0	0	0	0	0	0	0	0	0.04007	0	0	0.04125	0	0.00514	0	0.19542	0.01194
Healthy	0.01083	0.59408	0.90698	0.73571	0	0	0.01268	0.03013	0.00401	0.00052	0.01083	0.04532	1.88208	0	0.64925	0	0.12547	0.01268	0.00644	0.01772
Healthy	0	9.19256	0.06475	0.49501	0	0.45074	0.11866	0.00374	0	0	0	0.09039	0.21677	0	1.59412	0.09233	0.00745	0.11866	0.01273	0.02027
Healthy	20.30609	5.32693	0	0.94188	0.55674	0	0	0	0	0	20.30609	0.15243	0.56333	10.4674	0.26406	0	0	0	0	0
Healthy	0.02908	1.24532	0	0	0.45752	0	0	0	0	0	0.02908	0.2321	0.77533	0	0.15436	0.4633	0.00129	0	0	0
Healthy	0	2.48827	0	0	1.69965	0.08405	0	0.31755	0	0	0	0.02097	0.78603	3.28395	3.74603	0	0.01806	0	0.03977	0.01392
Healthy	0	1.96047	0.1251	1.03091	0	0	0.02359	0.07127	0	0	0	0.86086	0.18901	0	0.22302	0.06957	0.02524	0.02359	0.00587	0
Healthy	0	2.62014	1.07164	0	0	0	0.00944	0.01584	0	0	0	0.00483	0.02404	0	0.04111	0	0.19321	0.00944	0	0
Healthy	6.24102	7.81565	0.199	0	0	0	0.03236	0	0	0	6.24102	24.83304	0.01568	0	0.35634	1.30157	0.02381	0.03236	0	0
Healthy	2.10829	0.92364	0	0	0	0	0	0	0	0	2.10829	1.12027	1.56129	0	1.36918	0	0	0	0	0
Healthy	0	0.64279	2.26417	0	0	0	0	0	0	0	0	1.54631	0.39523	1.48313	8.64083	0	0	0	0	0
Healthy	0.00558	0.05422	0.45691	0.64711	0	0.03529	0	0.00043	0	1.99745	0.00558	0.40072	0	0	0	0.01412	0.13535	0	0	0
D014607	17.56336	8.55697	1.1704	0	2.05901	0	0.24031	0	0	0	17.56336	0.2084	0	0	0.52173	0.00717	0.38574	0.24031	0	0
Healthy	0	4.69022	0	0	0	0	0	0	0	0	0	1.18106	0	0	0.31733	0	0	0	0	0
Healthy	0	17.31426	0.12224	0	0	0.02959	0.02971	0.23367	0	0	0	0.88789	0	0	0	0	0.0451	0.02971	0	0
Healthy	0	0	0.05997	0	0	0	0	0	0	0	0	0.0166	0	0	0	0.03974	0	0	0	0
Healthy	0.47787	14.23186	0.37326	0	0	0	0.09326	0	0	0	0.47787	2.40046	0.04703	0	0.21084	0.08778	0	0.09326	0	0
Healthy	0	10.7047	0.24768	1.45629	0	0.05801	0	0.04535	0	0	0	0.14435	1.24655	0	1.24114	0.02794	0.01887	0	0.00886	0.00554
Healthy	0	1.36254	0	0	0	0	0	0	0	0	0	0.57378	2.01456	0	1.66103	0.03494	0	0	0	0
Healthy	0	7.22352	1.25009	0.89174	1.65598	0.02514	0.0499	0.00044	0	0.49364	0	1.7553	0.30889	0	0.76348	0.05258	0.02498	0.0499	0	0.05998
Healthy	0.01869	9.81272	0	2.27149	0.54216	0.02736	0.35646	0.02711	0.06202	0	0.01869	0.0854	0.46271	0	0.28252	0.13994	0.01376	0.35646	0.00962	0.00978
Healthy	0.00386	1.36297	0.02953	0.34304	0	0.03329	0.06682	0.00245	0	0.53353	0.00386	1.21538	0	0	0.16402	0	0.02608	0.06682	0.00941	0.00898
Healthy	0	0.00422	22.9827	0	0	0	0	0.06279	0	0	0	0.24081	0	0.03189	0	0.00481	0	0	0	0
Healthy	0	4.44485	0.03113	0.68754	0	0.00324	0.0149	0.02316	0	0	0	0.87433	0.49352	0	0.18674	0.01226	0.02136	0.0149	0	0
Healthy	0	8.84562	0	0	0	0	0.03641	0.02456	0	0	0	0.08648	0	0	0	0	0	0.03641	0	0
Healthy	0	0.67001	0.08494	0.41811	0	0.00116	0.01766	0.04022	0.09177	0.0848	0	0.47722	0.24599	0	0.26141	0.00908	0.01137	0.01766	0.00746	0.00563
Healthy	11.66254	0	0	0	0	0	0	0	0	0	11.66254	0	4.21688	9.77338	1.59144	0	0	0	0	0
Healthy	0	3.58423	0.02279	1.50051	0	0.04632	0.02523	0	2.52271	0	0	0.56707	2.38093	0	0.78267	0	0.08433	0.02523	0	0.00563
D014607	54.85275	0.95349	4.88487	0	0	0	0.03456	0.00748	0	0.01245	54.85275	0.003	0	0	0.00098	0.24143	0.00923	0.03456	0	0
Healthy	0	14.34263	0	0	0	0	0	0	0.3012	0	0	0.06618	0	0.84447	0.01531	2.1791	0.03607	0	0	0
Healthy	0	5.59731	0	1.51671	0	0	0.03747	0	0	0	0	0.46661	0.53741	0	0.22411	0.01748	0.40844	0.03747	0	0
Healthy	0	3.82441	0	0.03168	0	0	0	0.02458	0	0	0	0.08759	1.92552	0	0.79375	0	0.12686	0	0	0
Healthy	4.39549	0.07619	0.06668	1.25211	1.52947	0	0.06492	0	0	0	4.39549	0.06454	1.32088	4.03876	3.72868	0	0.06341	0.06492	0	0
Healthy	0	29.70909	0.22896	1.30986	8.52741	0.21625	0	0.02244	0	0	0	0.25663	0	0	0.0352	0.22418	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
