group	Prevotella	Alistipes	Phytobacter	Odoribacter	Paraprevotella	Alistipes_A	Parasutterella	Bilophila	Ruminococcus_C	Faecalimonas	Prevotella	Mediterraneibacter	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Haemophilus_D	Flavonifractor	Parasutterella	Clostridium_Q	Muricomes
Healthy	0	0	1.1848	0	0	0	0	0	0	0	0	0.38652	0	0	0	0	0	0	0	0
Healthy	0.13154	0.00441	3.52983	0	0	0	0	0.261	0	0.08583	0.13154	0.01215	0	0	0.00278	0	0.08329	0	0.04164	0.19166
Healthy	0	17.37962	0	1.22831	0	0	0.00538	0	0	0	0	0.52362	0	0	0.03651	0	0	0.00538	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.58056	0	2.45248	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	1.45888	0.2122	0	0	0.03677	0.11415	0.08961	0	0	0	1.07911	0	0	0	0	0.54138	0.11415	0.12463	0.09722
Healthy	2.11199	13.33805	0.04396	2.05464	0	0.52753	0.01904	0.02262	0.01576	0	2.11199	0.06439	1.3767	1.4955	0.48582	0	0.006	0.01904	0	0
Healthy	0	4.12676	0	0.91059	0	0	0	0	0.0308	0	0	0.28814	0.06877	0	0.15676	0	0.10315	0	0	0
Healthy	0	12.45866	0	0.55613	0	0.22517	0.21762	0	0	0	0	0.07356	0	0	0.05463	0	0.02267	0.21762	0	0
Healthy	0	0.1514	0	0	0	0	0	0	0	0	0	5.27254	0.27987	0	0.41306	0.91028	0	0	0	0
Healthy	0	21.41028	0	0	0	0.10382	0.03386	0.09187	0	0	0	0.44849	0	0	0	0	0	0.03386	0	0
Healthy	0	7.83043	0.0066	0.22065	0	0.10592	0.05427	0.05129	0	0	0	0.02607	0.89364	0	0.80219	0.06653	0.05178	0.05427	0.01535	0.02175
Healthy	61.8385	1.95564	0	0	0	0	0	0	0	0	61.8385	0.58019	0.03575	0	0.06233	0.12093	0	0	0	0
Healthy	0	0.27999	0.11105	0	0	0.01967	0.01996	0	0	0	0	0.27842	3.75469	0	1.01769	0.18185	0	0.01996	0	0
Healthy	0	2.50503	0	0	0	0	0	0	0	0	0	1.47593	0.61172	0	0.30078	0	0	0	0	0
Healthy	0	4.23423	0.00323	0.89593	0.5541	0	0	0	0	0	0	0.03949	0.06253	0	0.09306	0.0974	0.02587	0	0.00848	0.00206
Healthy	4.23389	3.76093	0.242	0.43607	0.55127	0	0	0.00031	0.20667	0	4.23389	0.02769	0.86728	0	0.1947	0	0.03409	0	0	0
Healthy	0	16.06125	0	0	0	0	0	0	0.42731	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	3.82205	0	0	0	0	0	0.00601	0	0	0	1.39833	0.58542	0	0.27572	0	0.02535	0	0	0.00068
Healthy	0	24.35364	0	0	0	0.08021	0.39317	0	0	0	0	0.00541	0.02702	0	0.11422	0	0.14042	0.39317	0	0
Healthy	3.74084	2.52386	0.06496	0.80319	0	1.93487	0	0.03399	0	0	3.74084	1.96009	0.31824	0	0.12871	0	0.02232	0	0	0
Healthy	0	15.52388	0.05838	0.82888	0	0.03908	0.17986	0.05212	0	0	0	0.04789	0.06891	0	0.0242	0	0.02982	0.17986	0	0
Healthy	0.21208	0.00561	0.01446	1.52371	0	0	0.00804	0	0	0	0.21208	0.75777	0.39489	0	0.01403	0	0.12496	0.00804	0.06831	0.06735
Healthy	8.03464	5.41139	0	1.01161	0	0	0	0	0	0	8.03464	0.09752	0.26009	0	0.32501	0	0	0	0	0
Healthy	0	1.32215	0.38205	0	0	0.03753	0.09231	0.10488	0	0	0	0.79941	0	0	0	0	0.56171	0.09231	0.17282	0.09466
Healthy	0	7.93297	2.79433	0.701	0.34402	0.50084	0	0.01751	0.01972	0.77697	0	0.34593	1.47445	0	0.40683	0	0.0642	0	0	0.00054
Healthy	0	8.13934	4.81685	0.57499	0	0.04577	0.04909	0.0225	0.00907	0.23208	0	0.51508	0.59096	0	0.27579	0.04745	0.02959	0.04909	0.06438	0.0516
Healthy	37.9305	2.98497	0	0.79785	1.01612	0.12812	0	0	0	0	37.9305	0.45886	0.05046	0	0.02978	0	0.01499	0	0	0
Healthy	0	1.67336	2.6428	0	0	0	0	0	0	0.88556	0	1.50416	1.9119	0	4.70618	0	0	0	0	0
Healthy	0.51566	6.62994	0	1.62915	0	0	0	0.07035	0	0	0.51566	1.43552	0.61327	0.03839	0.4604	0.00539	0.01362	0	0	0
Healthy	6.73647	0.21807	2.89897	0	0	0.6663	0	0.01486	0	0	6.73647	0.27662	0.92662	1.51896	1.22352	0	0.05272	0	0	0
Healthy	6.65361	2.05477	0	0	0	0	0	0	0.99449	0	6.65361	1.5344	0.94982	0	0.78914	0	0	0	0	0
Healthy	11.60555	0.74794	0	0.56107	0.31347	0	0	0	0.18238	0	11.60555	1.141	0.57206	1.33162	0.31509	0.26908	0.12216	0	0	0
Healthy	0	15.57255	0.14805	0.94109	0	0	0.01544	0.11837	0	0	0	0.01157	0.20048	0	0.34211	0	0.15781	0.01544	0	0
Healthy	8.38563	1.73554	2.66119	0	0.02174	0.04903	0	0.01907	0.22908	0	8.38563	0.29657	1.50317	1.12667	0.47456	0	0	0	0	0
Healthy	0	0	0.71224	0	0	0	0	0	0	0	0	0.14233	0	0	0	0	0.01849	0	0	0
Healthy	0	0.51578	0	0	0	0	0	0	0	0	0	0.44407	0.30395	1.83699	9.82076	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.3035	0	0	0	0	0	0	0
Healthy	0.04011	1.92101	0.64204	0.53476	0	0	0.04607	0	0.08934	0	0.04011	5.22084	3.36147	0	2.5431	0	0.05088	0.04607	0.00186	0.012
Healthy	0.05527	0.44654	0.90504	0.38999	0	0	0.0026	0	0	0.86715	0.05527	1.75106	0	0	0	0.0621	0.10534	0.0026	0.32952	0.43493
Healthy	0	4.00518	0.04132	1.02417	0	0.03771	0	0.03559	0.00332	0	0	3.238	0.34242	0	0.1096	0.04874	0.01411	0	0	0
Healthy	33.56139	3.29445	0.23325	0.26215	0	0.24273	0	0.06536	0	0	33.56139	0.86732	0.28541	0	0.25395	0.06159	0.00426	0	0	0
Healthy	0	6.1645	0.27732	1.57548	0	0	0	0	0.07957	0	0	0.67502	0.50277	0	0.3845	0.19386	0.05243	0	0	0
Healthy	0.00728	0	0.82903	0	0	0	0	0	0	0	0.00728	0.21935	0	0	0	0	0	0	0	0
Healthy	62.2519	2.85653	0	0.31505	0.71817	0	0	0	0.0392	0	62.2519	1.01349	0.09396	0	0.33887	0	0.003	0	0	0
Healthy	0.00689	0.02258	0	0	0	0	0	0	0	0	0.00689	0.0071	0	0	0	0.24304	0	0	0	0
Healthy	0.44372	0	11.877	0	0	0	0	0	0	0	0.44372	0	0	0	0	2.70328	0	0	0	0
Healthy	0.38512	0.99567	1.83665	1.1904	0	0	0	0	0	0.00112	0.38512	0.41316	0.60342	2.16881	9.00925	0	0.06468	0	0.07053	0.043
Healthy	0	19.20541	0	0.88347	0	0.01219	0.21506	0	0	0	0	0.13204	0	0	0.09503	0.08175	0.09632	0.21506	0	0
Healthy	0	4.00574	0.37713	1.86644	0	0	0	0	0.01438	0	0	0.05775	0.61601	0	0.60115	0.27209	0.02425	0	0	0
Healthy	0	2.33801	1.63938	0.33229	0.30736	0.05262	0	0.12114	0.3028	0	0	1.70587	2.53996	0	0.61347	0.42847	0	0	0	0
Healthy	1.2852	7.37848	1.62939	0.73835	0.2436	0	0	0	0	0	1.2852	0.55048	0	0	0.09172	0	0.23611	0	0	0
Healthy	9.15031	0	0	0	0	0	0	0	0	0	9.15031	0	1.4359	7.19164	1.39439	0	0	0	0	0
Healthy	0	1.26167	0.20979	1.44205	0.44607	0.01031	0.03825	0.00136	0.03196	0	0	2.15575	0.09211	0	0.53337	0	0.04395	0.03825	0	0
Healthy	0	16.53222	0	0.67649	0	0	0	0.07112	0	0	0	0.0036	0	0	0	0	1.68676	0	0.04062	0
Healthy	0	1.44824	0.58489	0	0	0.02602	0.08963	0.13645	0	0	0	1.41726	0	0	0	0	0.57387	0.08963	0.16567	0.11124
Healthy	10.59029	7.03626	0	0	0.28677	0.01445	0	0	0	0	10.59029	0.55774	0.05078	2.73457	0.14571	0	0.9009	0	0.00398	0.00872
Healthy	0.06042	6.01086	0.09809	0	0	0.07354	0	0	0	0	0.06042	0.38391	0.76261	0	0.23119	0.01836	0.0045	0	0	0
Healthy	0	2.71926	0.01409	1.68742	0	0	0.04955	0.00122	0	0	0	2.07439	0	0	0.00222	0.0002	0.1022	0.04955	0.91948	0.18489
Healthy	0	11.76356	0.20655	0	0	0	0	0	0	0.00611	0	0.15465	0	0	4.08529	0.55678	0.05838	0	0.05549	0.16686
Healthy	0.00103	7.90937	0.53174	0.94382	0	0	0.33703	0.077	0	0.01768	0.00103	0.00321	0.25658	0	1.35716	0.01477	0.01104	0.33703	0.0293	0.01939
D014607	0.07131	11.51431	0.14145	0.96372	0	0.10017	0	0.06491	1.34722	0	0.07131	0.02908	0	0.00086	0.01165	0	0.05835	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.55539	0	0	0	0	0.21531	0	0	0	0	0
Healthy	0	6.51823	0.11909	0.65396	0	0.38514	0.22241	0.02485	0	0	0	0.32751	0.01267	0	0.03728	0.10908	0.05457	0.22241	0	0
Healthy	0	20.7832	0	0.87137	0	0.01824	0.19453	0	0	0	0	0.1619	0	0	0.13935	0.0572	0.11546	0.19453	0	0
Healthy	30.7571	4.4267	0.19934	0.6436	0	0.14254	0.28787	0	0.00423	0	30.7571	0.1131	0.15248	4.03565	0.04337	0	0.02886	0.28787	0	0
Healthy	0	0.00278	69.1835	0	0	0	0	0	0	0	0	0.00446	0	0	0	0.00904	0	0	0	0
Healthy	0	0.42373	0	0	0	0	0.02341	0	0	0	0	0.16218	1.14977	0	0.3541	0.3168	0.00261	0.02341	0	0
Healthy	0	4.5402	0	0	0	0	0	0	0.21085	0	0	0.38072	0.10757	0	0.22999	0	0	0	0	0
Healthy	0	0.00242	2.25559	0	0	0	0	0	0	0.69453	0	0.89041	0	0	0.00186	0.01434	0.32405	0	0.15322	0.21456
Healthy	0.99024	7.48005	2.10036	5.07088	0.23128	0.1773	0	0	0.00538	0	0.99024	0.80252	1.06692	0	0.92437	0.25809	0.1066	0	0.00965	0
Healthy	0	0	30.2101	0	5.41732	0	0	0	0	0	0	0.86452	0.20636	0	0.12548	0	0	0	0	0
Healthy	0	9.26248	0.01831	0.21559	0	0	0.05454	0.0255	0.00784	0	0	1.02136	2.87482	3.55195	2.08297	0	0.01715	0.05454	0	0.0028
Healthy	33.31176	4.31032	0	1.34917	1.02825	2.07365	0.02903	1.4973	0	0	33.31176	0.15289	0	0	0	0	0.31676	0.02903	0	0
Healthy	24.8798	0.54248	0	0	0.55681	0	0	0	0	0	24.8798	0.39602	1.26736	1.82763	0.49501	0	0	0	0	0
Healthy	0	2.91929	1.31873	0	0	0.38424	0.03784	0	0	0	0	0.2816	3.267	0	0.81569	0	0.04642	0.03784	0	0
Healthy	0	8.66799	0.04266	1.03324	0	0.05703	0.26803	0.07129	0	0	0	0.23048	0.03769	0	0.03829	0.03213	0.11443	0.26803	0.00281	0
Healthy	0	0	0.62109	0	0	0	0	0	0	2.89032	0	0.01256	0	0	0.0074	0.35511	0.23932	0	0.83712	0.40527
D014607	0.10542	32.96407	0.1267	1.11425	0	0.17543	0.03584	0.15405	0.06905	0	0.10542	0.04374	0	0	0.02285	0	0	0.03584	0	0
Healthy	0	4.5129	0	2.53487	0	0.0099	0	0	0.00192	0	0	0.72543	0.17127	0	0.48199	0	0.00179	0	0	0
Healthy	0	0	0.83119	0	0	0	0	0	0	0	0	0.14001	0	0	0	0	0.03008	0	0	0
Healthy	0	2.62453	0	0	0	0	0.02217	0	0	0	0	1.2347	0	0	0.23002	0	0.10229	0.02217	0	0.00341
Healthy	0.00479	4.66351	0	0	0	0.12088	0.27826	0.13092	0	0	0.00479	0.31523	0.08661	0	0.06739	0	0.1726	0.27826	0	0
Healthy	0	8.31674	0	2.06451	0	0	0	0.08853	0	0	0	0.32597	0.56435	0	0.20365	0	0.28942	0	0	0
Healthy	0	27.56543	0	0.44895	0	0.00732	0.02505	0.06468	0	0	0	2.30005	0	0	0	0.08126	0	0.02505	0	0
Healthy	4.52075	6.37841	0	0	0.06762	0	0	0	0	0	4.52075	0	0	0	0	0	0.00151	0	0	0
Healthy	0	9.71539	0	0.97583	0	0.08582	0.14427	0.0428	0	0	0	2.32451	0.35936	0	0.58002	0	0.07335	0.14427	0	0
Healthy	0	3.09674	0.18723	0.41272	0	0.06657	0.05448	0.04599	0	0	0	3.26077	3.21536	0	0.63022	0	0.06224	0.05448	0.10324	0.00067
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	6.87735	0.12919	0	1.58674	0.04511	0	0.22843	0.32342	0	0	1.96285	0.92468	0	0.50424	0	0.04873	0	0.01686	0
Healthy	0	16.91826	0	1.20349	0	0	0.00833	0	0	0	0	0.39428	0	0	0.01864	0	0.00299	0.00833	0	0
Healthy	0	7.22247	0.41766	0	0	0	0	0	0	0.0412	0	0.07938	0	0	0	0	0.20856	0	0.00087	0.04039
Healthy	0.11667	0.03296	0.03083	0	0.01359	0	0	0	0	0.00015	0.11667	0.03943	0.91812	0	0.04336	0	0	0	0.00136	0.00014
Healthy	0	18.62609	0	0.75698	0	0.04056	0.022	0.14915	0.27197	0	0	0.16232	0	0	0	0	0.01282	0.022	0	0
Healthy	67.4119	0	4.48171	0	0	0	0	0	0	0	67.4119	0	0	0	0	0	0.07162	0	0.02251	0
Healthy	5.26812	0.05467	0	0	0.09191	0.07644	0	0	3.56044	0	5.26812	0.47551	3.67627	0	1.64456	0	0	0	0	0
Healthy	0	2.71266	8.27501	0.85923	0	0.19647	0.06002	0	0.09421	0	0	0.12267	0.2815	0	0.3507	0	0.11322	0.06002	0.15468	0.04492
Healthy	2.38117	12.01129	0	0	0	0	0	0	0	0	2.38117	0.83134	0.75945	0	0.24262	0	0	0	0	0
Healthy	8.48129	1.13965	0	0	0.23152	0	0	0	0	0	8.48129	0.30727	0.42515	0	0.10891	0	0	0	0	0
Healthy	0	28.10009	0	1.14768	0	0	0.61599	0	0	0	0	0.1029	0	0	0	0	0	0.61599	0	0
Healthy	0	0.71109	0	1.02377	0	0	0	0	0	0	0	0.20779	0	0	0.03761	0.06032	0.19746	0	0	0.0652
Healthy	0	0.93951	0	0	0	0	0	0	0	0	0	0.04197	0	0	0.02749	0	0.01612	0	0.16365	0.02285
Healthy	0	0.55769	0	0	0	0	0	0	0	0	0	5.16813	0.12937	0	1.44457	0	0	0	0	0
Healthy	5.45146	1.57347	0.17021	0	0	0	0	0	0	0	5.45146	6.57464	1.15416	0	0.72601	0	0	0	0	0
Healthy	0	0	44.0561	0	0	0	0	0	0	0	0	0.07124	0	0	0	0.00321	0	0	0	0.64461
Healthy	0.6885	11.2174	0.68284	0.92637	0	0	0.37045	0	0	2.21929	0.6885	1.28129	0	0	0.12469	0.10383	0.01853	0.37045	0	0
Healthy	9.38903	3.619	0.02209	0.30284	0.14182	0	0.00684	0.06163	0	0.00722	9.38903	0.00261	1.28031	9.63495	0.18902	1.94748	0.14813	0.00684	0.20246	0.03535
Healthy	28.7518	2.06262	0	0.60466	0	0	0.01891	0.02316	0.03129	0	28.7518	1.46133	0.19826	0	0.33769	0	0.08852	0.01891	0	0
Healthy	0	0	0.43979	0	0	0	0.13692	0	0	0	0	0.06122	0.01119	0	0.01285	0	0.14619	0.13692	0.45195	0
Healthy	0	7.75685	5.0395	1.69693	1.0238	0.08684	0.00342	0.10694	0	0	0	0.13987	0.19254	0	0.15302	0	0.07228	0.00342	0	0.00386
Healthy	0.0449	0.24915	1.99531	1.95757	0	0	0	0	0	0	0.0449	0.29364	0	0	0.15084	0	0	0	0	0
Healthy	0	0	2.30323	0	0	0	0.08873	0.02984	0	0.07553	0	1.62326	0	0	0.06469	0	0.37807	0.08873	1.38855	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.27861	0	1.98848	0	0	0	0	0	0	0	1.04175	0.0749	0	0.0544	0	0	0	0	0
Healthy	0	11.1222	2.17496	0	0	0.23193	0.3271	0.02562	0	0	0	0.05467	0	0	0	0	0.14579	0.3271	0.58165	0
Healthy	6.87869	12.49861	1.18723	0	0.68448	0.0758	0	0.047	0	0	6.87869	0.11975	1.12081	0.86025	0.25587	0	1.45979	0	0	0
Healthy	0	4.15054	0	0.94315	0	0.01333	0	0.02724	1.30045	0	0	1.05379	1.6448	0	0.81615	0	0.14067	0	0	0
Healthy	0	0.12187	0.06196	0	0.27724	0	0.07608	0	0	0	0	1.21831	0.23644	0	0.36265	0	0	0.07608	0	0
Healthy	0	0.5071	0.03069	0.25319	0.24633	0	0	0	0.04816	0	0	1.02645	0.80913	1.60125	0.70581	0	0	0	0	0
Healthy	0	0.28321	0	0	0.07455	0	0	0	0	0	0	1.94194	0.71057	0	0	0	0	0	0	0
Healthy	0	5.27271	0.00191	3.30499	0.74026	0.09031	0	0.0321	0	0	0	0.04024	1.88501	0	0.28167	0.00347	0.02174	0	0.00054	0.00104
Healthy	0	20.88725	0.50132	0.55301	0	0.18578	0.02994	0	0.07771	0	0	0.09327	0.08574	0	0.10125	0	0.22627	0.02994	0.02525	0
Healthy	0	3.81569	0.18507	0	0	0	0.43407	0	0.06309	0	0	0.25998	0.00815	0	0.06658	0.01633	0.03089	0.43407	0	0
Healthy	0	2.63344	0	1.52403	0.11785	0.08857	0.03818	0	0	0	0	0.25542	0.48431	0	0.35168	0.19619	0.005	0.03818	0	0
Healthy	21.65453	0	13.8958	0	0	0	0	0	0.17	0	21.65453	0.71781	0.48577	1.92812	0.1054	0.19436	0.08081	0	0	0
Healthy	31.0061	3.35867	0	1.14712	0.274	0.00369	0.01678	0.01156	0.16504	0	31.0061	0.16566	0.56103	0.92657	0.32648	0.40445	0.58072	0.01678	0	0
Healthy	0	14.28135	0.02936	1.76307	0	0	0.0153	0.06517	0	0	0	0.18941	0	0	0.14878	0	0.08668	0.0153	0	0
Healthy	0.00091	4.38127	0.01164	0.55642	1.94977	0	0.0004	0.03116	0	0.5437	0.00091	0.83336	0.61407	0	0.08111	0	0.31561	0.0004	0.02858	0.05249
Healthy	0	7.52131	16.2704	0	0	0.30461	0	0.18158	0	0	0	0.06784	1.17286	0	0.59012	0	0.01738	0	0	0.09548
Healthy	0	19.70863	0	0.88181	4.30657	0.02705	0.02542	0.06235	0.10112	0	0	0.08568	0	0	0.04787	0.0433	0	0.02542	0	0.04196
Healthy	0	16.4127	0	0	0	0	0	0.02042	0	0	0	0.01903	0	0	0	0	1.41911	0	0.04597	0
Healthy	0	1.95585	0	0	0.76798	0	0	0	0	0	0	0.55666	0.14991	0	0.42312	0	0	0	0	0
Healthy	0	0.11509	0.01872	1.5296	0	0	0	0.04258	0	0	0	0.00694	0	0	0	0	0.10108	0	0	0
Healthy	0	4.97977	0	2.16917	0	0.00641	0	0.01188	2.60759	0	0	0.27181	1.97956	0	0.71086	0.00707	0.18253	0	0.00468	0
Healthy	0	1.27693	7.89383	0	0	0	0.3805	0.01495	0.04897	0.02243	0	0.03205	0.11721	0	0.10618	0.02686	0.65794	0.3805	0.11278	0.19627
Healthy	0.98776	0.91139	0	0	0	0	0.09257	0	0	0	0.98776	0.84136	1.95125	0	1.84529	0	0	0.09257	0	0
Healthy	10.4305	0.23036	0.28043	0	0.28706	0	0	0	0	0	10.4305	0.01246	0.43856	3.80964	0.27467	0.3596	0	0	0	0
Healthy	0	7.29698	0	0	1.33894	0.03469	0.19702	0.01202	0.08369	0	0	1.35418	0	0	0	0	0.00781	0.19702	0	0
Healthy	40.6397	1.3603	0	0.40231	0.32931	0	0	0	0	0	40.6397	1.07217	0.28936	0	0.19889	0	0.1001	0	0	0
Healthy	0	9.48207	0	0.70964	0.17238	0.01053	0.03996	0.03471	0.00494	0	0	0.54443	0.1013	0	0.09394	0	0.06961	0.03996	0	0
Healthy	0	4.51787	0	0.7278	1.03442	0	0.03241	0	0.12077	0	0	1.14615	0.32677	0	0.16662	0.16291	0	0.03241	0	0
Healthy	0	0	0.32467	0	0	0	0	0	0	0.0028	0	1.33644	0	0	0.00425	0.0151	0.40764	0	0.17698	0
Healthy	0.01898	0.02232	14.8379	0	0	0	0	0	0	0.24083	0.01898	0.64858	0.46902	0	0.06891	3.53215	0.08452	0	0.10251	0.11796
Healthy	0.02765	6.56334	0.00738	1.9834	0	0	0.03807	0.02082	0	0	0.02765	0.03549	0.14205	0	0.08565	0.12229	0	0.03807	0	0
Healthy	0	17.41382	0.09251	1.14318	0	0	0.00154	0.00628	0	0	0	0.09098	0	0	0.03106	0	0.15542	0.00154	0.0296	0
Healthy	0	1.01544	0	0	0	0	0	0	0	0	0	0.01774	0	0	0.02523	0	0.01776	0	0.21467	0.01809
Healthy	0	23.69699	0	1.34756	0.9123	0.04913	0.02021	0.01546	0.03446	0	0	0.0703	0.00842	0	0	0.0041	0.01357	0.02021	0	0
Healthy	0.02316	0.7295	0	0	0	0	0.04462	0	0	0	0.02316	5.26903	3.54209	0	4.09673	0	0	0.04462	0	0
Healthy	0	0	0.18701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	9.57714	0.09698	0	0	0.35863	0	0.00323	0.0106	0	0	0.01465	0.14988	0	0.34302	0	0.16997	0	0.04286	0.02681
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.2631	2.14026	0	0.94346	0	0	0	0	0
Healthy	0	13.6321	0.41381	0	0	0	0	0	0	1.70834	0	0.89326	0	0	0	0.21036	0.0621	0	0.38748	0.16222
Healthy	0	0.70496	0	0	0	0	0	0	0	0	0	0.14171	0.44678	0	0.40098	0	0	0	0	0
Healthy	0	1.22503	10.2031	0	0	0	0	0.08427	0	0	0	0.00725	0	0	0.14564	0	0.07506	0	0.02251	0.03462
Healthy	0	1.12231	0	1.29133	0	0	0	0	0	0	0	0.45411	0	0	0.00929	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	70.7007	4.54439	0.00725	0.93549	0	0.11758	0	0.00633	0.27544	0	70.7007	0.00411	0.03745	0	0.09693	0.09349	0	0	0	0
Healthy	0	0.0727	0.84904	0	0	0	0	0.003	0	0	0	3.17637	0.24279	0	0.804	0	0	0	0	0
D014607	0.00368	44.94062	0.52405	2.06671	0	0.03322	0.19133	0.01953	0.13245	0.19257	0.00368	0.14358	0.00886	0	0.03502	0.01513	0.03944	0.19133	0.0033	0
Healthy	32.2383	11.90658	0	2.37912	0.08875	1.88527	0	1.36614	0	0	32.2383	0.38572	0	0	0.03356	0	0.06922	0	0	0
Healthy	0.55704	16.09815	5.18254	0.41576	0	0.03192	0.00902	0.06725	0.04264	0	0.55704	1.26131	0.28264	0	0.30233	0.12275	0.02893	0.00902	0	0
Healthy	0	0	0.06415	0	0	0	0	0	0	0	0	1.02081	0	0	0	0	0.04695	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	19.8445	0	0.8675	4.36923	0.03395	0.01219	0.07147	0.09035	0	0	0.08679	0	0	0.05746	0.04241	0	0.01219	0	0.05075
Healthy	0	15.30755	0	1.28728	0	0	0	0	0	0	0	0.27564	0	0	0.01329	0	0	0	0	0
Healthy	0	0.17679	0	0	0	0	0	0	0	0	0	0.11218	0.33764	0	0.04426	0.00216	0	0	0.09117	0
Healthy	0	20.79607	0	0	0	0.1686	0.04499	0.11855	0	0	0	0.09171	0	0	0.02691	0	0.01663	0.04499	0	0
Healthy	0.68709	0.93204	9.59962	0	0	0	0	0	0	0	0.68709	0.68158	4.41518	0	1.97664	0	0	0	0	0
Healthy	51.7122	1.30839	8.04806	0	0.0015	0.00459	0.00115	0	0.48625	0.02735	51.7122	0.01134	0.02785	0	0.1395	0.15665	0.01564	0.00115	0	0
Healthy	0.00488	6.08347	28.4103	0.95449	0	0.03358	0	0	0	0	0.00488	0.00527	0.31844	0	0.22228	0.2504	0.00279	0	0.00762	0.00754
Healthy	0	0.4557	0	0	0	0	0.0207	0	0	0	0	0.53767	0.73357	0	0.85334	0.45335	0	0.0207	0	0
Healthy	0	21.17525	0	0	0	0.03837	0.01789	0.1492	0.2718	0	0	0.14064	0	0	0	0	0	0.01789	0	0
Healthy	0	26.8424	3.50567	1.44434	1.78939	1.19781	0.20292	0.73109	0	0	0	0.0118	0	0	0.00903	0	0.278	0.20292	0.02015	0.02611
Healthy	0	3.31462	0	0	0	0	0.02705	0	0	0	0	0.78792	0.90859	0	0.44442	0	0	0.02705	0	0
Healthy	0	0.00654	4.56367	0.84265	0	0	0	0	0	0	0	0.07318	0	0	0.00134	0.1101	0.5945	0	0	0
Healthy	0	8.49945	0.07914	1.07672	0	0.26532	0.24664	0.02596	0	0	0	0.14241	0	0	0.05831	0	0.12417	0.24664	0.00639	0
Healthy	0	6.77952	0	0.77436	0.2747	0.00456	0.05222	0.02969	0.00576	0	0	0.64509	0.14823	0	0.1035	0	0.05354	0.05222	0	0
Healthy	0.04609	19.71725	0.83626	0.81654	0	0.30523	0.03938	0	0.183	0	0.04609	0.07096	0	0	0.04378	0	0.14523	0.03938	0.00401	0.03254
Healthy	0	0	26.9709	0	0	0	0	0	0	0	0	0	0	0	0	0.01306	0	0	0	0
Healthy	2.18859	0.98383	0	0	0.05279	0	0	0	0	0	2.18859	1.90526	0.5464	0	0.26405	0	0.0564	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.71841	0	0	0	0	0.09463	0	0	0	0	0
Healthy	0	1.3023	0.24872	0	0.07657	0.18741	0	0	0	0	0	0.25123	5.44441	0	1.20302	0	0.0228	0	0.089	0
Healthy	0	4.90075	0.36064	1.81559	0	0	0	0	0.03778	0	0	0.27719	0.5879	0	0.36554	0.25094	0.0587	0	0	0
Healthy	0	14.65189	0.01889	0.62291	0	0.23099	0.16644	0	0	0	0	0.11319	0	0	0.0024	0	0.01511	0.16644	0	0
Healthy	0	4.77995	0	0	0	0.12728	0	0	0	0	0	0.10946	0.79255	0	2.27423	0	0.34036	0	0	0
Healthy	43.82844	8.76197	0.03122	0.87932	0.33256	1.452	0	1.62576	0	0	43.82844	1.83132	0	0.1079	0	0	0.10729	0	0	0
Healthy	0	0.0641	0	0	0	0	0.05057	0	0	0	0	2.00694	3.08554	0	1.35452	0.03119	0.08849	0.05057	0	0
Healthy	0	27.61309	0.28324	0	0	0.1495	0.00365	0	0.05638	0	0	0.70773	0.02045	0	0.08608	0	0.15069	0.00365	0	0
Healthy	2.94624	4.02325	0	1.19793	1.2675	0.10548	0.00219	0.01178	0.01658	0	2.94624	0.91354	0.8215	0	0.51321	0	0.54938	0.00219	0	0.00168
Healthy	0.00158	0	1.72747	0	0	0	0	0.08815	0	0	0.00158	0	0	0	0	0.02662	0	0	0	0
Healthy	0	4.75731	0	0	0	0	0	0	0	0	0	0.1541	0	0	0	0.14953	0.03063	0	0	0
Healthy	0	17.23504	0.02636	1.26178	0	0.0068	0.01313	0	0	0	0	0.35307	0	0	0.03394	0	0	0.01313	0	0
Healthy	0	8.03257	0.02664	0	0	0.01804	0.23028	0.05777	0	0	0	0.16613	0.04927	0	0.02485	0.00379	0.06896	0.23028	0	0
Healthy	0	6.60662	0	0	0	0.16632	0	0	0	0	0	2.22261	0.04259	0	0.1744	0	0.08317	0	0	0
