group	Agathobacter	Collinsella	Enterocloster	Anaerobutyricum	Bariatricus	Holdemanella	Blautia_A	Dorea	Eubacterium_I	Coprococcus_A	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Bariatricus	Blautia_A	Dorea
Healthy	3.22329	0.67999	0.17447	0.07101	0.07025	0	0.08157	0.01205	0	0.02476	0.82745	3.22329	4.46956	0.45649	0.17169	0.17447	0.67999	0.07025	0.08157	0.01205
Healthy	0.68407	0.05868	0.4664	0.36709	0.7908	1.30999	0.25761	0.36276	0.0803	0.17589	3.30743	0.68407	0.09014	0.40581	0.60007	0.4664	0.05868	0.7908	0.25761	0.36276
Healthy	9.75385	1.71217	0.66465	2.07775	2.37879	0	0.53567	0	0	0	9.70149	9.75385	11.7396	7.94456	0.4069	0.66465	1.71217	2.37879	0.53567	0
Healthy	0	0	0.79934	1.01417	0.70173	1.12109	0.43257	0.42913	0	0.0507	0.23802	0	3.13501	1.60463	0.08099	0.79934	0	0.70173	0.43257	0.42913
Healthy	5.10639	0.20882	0.02036	0	0.20999	0	0	0.01714	0.06746	0	1.4141	5.10639	0	8.18068	1.01673	0.02036	0.20882	0.20999	0	0.01714
D009765	1.39175	3.34726	2.88075	1.08746	1.22886	1.00104	0.78389	0.86006	0.65884	0.19114	10.2098	1.39175	0.29569	0	0.796	2.88075	3.34726	1.22886	0.78389	0.86006
D009765	8.99909	0	0.1478	0.053	0.23921	0	0.1961	0	0	0	0.92536	8.99909	1.62207	0.26882	0.24602	0.1478	0	0.23921	0.1961	0
Healthy	0	0	0.61109	0	0	0	0	0	0	0	1.45529	0	0	0	0	0.61109	0	0	0	0
Healthy	12.82	0.12154	0.14405	0.16832	0.26633	0.14341	0.32221	0.10267	0.07386	0.15632	11.1457	12.82	0.48557	1.97574	0.41924	0.14405	0.12154	0.26633	0.32221	0.10267
Healthy	9.55614	0	0.45248	0	0	0	0	0.00131	0	0	31.1106	9.55614	0	1.05499	0.10179	0.45248	0	0	0	0.00131
D009765	16.1258	0.27789	0.81031	0.38981	0.67893	0	0.35064	0.23583	0.1358	0.15363	3.35003	16.1258	2.21387	0.77052	0.60793	0.81031	0.27789	0.67893	0.35064	0.23583
Healthy	0	0	1.99695	0	0	0	0	0	0	0	0.55691	0	0	0.03262	0.02376	1.99695	0	0	0	0
Healthy	22.3249	0	0.07968	0.82993	0.05153	0	0.88487	0.89458	0.25493	0	7.30624	22.3249	6.32555	1.70697	3.65165	0.07968	0	0.05153	0.88487	0.89458
D009765	6.96757	5.35933	2.64944	0.61599	1.25182	0	0.98901	0.78933	0	0	12.0624	6.96757	4.96324	2.43602	0.44121	2.64944	5.35933	1.25182	0.98901	0.78933
Healthy	7.50067	0.15766	0.36575	0.1047	0.40466	0.1019	0.26133	0.0981	0.0451	0.16394	3.13912	7.50067	1.72462	1.40921	0.58388	0.36575	0.15766	0.40466	0.26133	0.0981
Healthy	2.17687	0.09721	0	0	0.05616	0	0.01581	0.01103	0	0	4.21366	2.17687	0.12041	1.66892	0.31967	0	0.09721	0.05616	0.01581	0.01103
Healthy	11.9018	0	2.0934	0	1.21033	0	0.83816	0	0	0.49605	10.2684	11.9018	10.8039	7.72664	1.06834	2.0934	0	1.21033	0.83816	0
Healthy	0	1.31584	0	0	0	0	0	0	0	0	0.39654	0	0	0	0	0	1.31584	0	0	0
Healthy	0.09504	0	0.14842	0	0.21317	0	0.02511	0	0.14375	0	1.37565	0.09504	0	1.74958	0.10634	0.14842	0	0.21317	0.02511	0
D009765	6.66635	0.32383	0.43812	0.23961	0.56866	0.23148	0.07036	0.12913	0.01057	0.17397	1.30937	6.66635	0	0.99953	0.02126	0.43812	0.32383	0.56866	0.07036	0.12913
Healthy	18.3483	3.60873	1.267	0.03732	0.05127	0	0.02943	0	0	0	22.7591	18.3483	0	1.77659	0.02141	1.267	3.60873	0.05127	0.02943	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00433	0	0	0	0	0	0	0	0	0
Healthy	1.73815	0.78351	1.22495	0	0.31106	1.18442	0	0	0.06169	0	2.87864	1.73815	0	4.15261	3.4149	1.22495	0.78351	0.31106	0	0
Healthy	13.0256	0.41707	5.10983	0.26443	0.15486	1.65472	0.34818	0.45702	2.46665	0.85949	7.02649	13.0256	0.24502	3.78882	9.01518	5.10983	0.41707	0.15486	0.34818	0.45702
Healthy	7.97763	0.00433	0.4649	0.17258	0.31742	0.73283	0.18999	0.13819	0	0.00888	1.23252	7.97763	1.96572	1.98799	0.55036	0.4649	0.00433	0.31742	0.18999	0.13819
Healthy	10.4535	0	0.27615	2.54507	1.36649	1.85933	0.60366	0.13797	0	0.12536	0.36953	10.4535	2.58388	1.99986	0.25141	0.27615	0	1.36649	0.60366	0.13797
D009765	19.0722	0.35272	1.90701	0.49668	0	0	0.47488	0.14783	0.03421	0	3.57398	19.0722	0	1.27325	1.05259	1.90701	0.35272	0	0.47488	0.14783
Healthy	1.4496	0.64273	0.6479	0	0.07711	0.06299	0.02905	0.0541	0.04641	0	1.44314	1.4496	1.49656	0.42435	0.40435	0.6479	0.64273	0.07711	0.02905	0.0541
Healthy	4.3973	0	0.33257	0.60179	0.28	0	0.29519	0.14741	0.00869	0.09282	0.66465	4.3973	0	3.47726	0.49241	0.33257	0	0.28	0.29519	0.14741
D009765	6.29811	1.58547	1.38363	4.33299	2.45171	1.27171	2.65184	0.80374	1.1641	0.70803	4.08057	6.29811	6.91694	12.36796	0.30846	1.38363	1.58547	2.45171	2.65184	0.80374
Healthy	1.80195	0	0.02275	0	0	0	0	0	0	0	0.10161	1.80195	0	0	0.20743	0.02275	0	0	0	0
Healthy	7.74604	0.46959	0.44734	0.45317	1.06858	0	0.4357	0.07974	0.06981	0	14.5544	7.74604	0	38.37729	1.37903	0.44734	0.46959	1.06858	0.4357	0.07974
Healthy	1.10025	0.8622	0.25967	3.01429	1.91743	0	0.71833	0.23069	0.01366	0.15931	6.69399	1.10025	0	0.13283	1.21669	0.25967	0.8622	1.91743	0.71833	0.23069
Healthy	1.25576	0.1628	0.0491	0.0073	0	0	0	0	0	0.00937	1.72603	1.25576	2.00529	0.18626	0.0538	0.0491	0.1628	0	0	0
D009765	0	9.34688	0	0	0	0.75332	0	0	0	0	6.75435	0	0	0	0	0	9.34688	0	0	0
Healthy	38.7322	0.59158	2.00065	0.19956	0.36109	0	0.38947	0.49999	0.15101	0.39206	9.43876	38.7322	0.00421	2.13274	0.10851	2.00065	0.59158	0.36109	0.38947	0.49999
Healthy	0.38192	0.22282	0.05866	0	0.12838	0	0	0	0	0.00195	3.42137	0.38192	0	1.41808	0.29819	0.05866	0.22282	0.12838	0	0
Healthy	7.33956	1.02795	2.04222	0.16639	0	0	2.27022	0.59673	0.0165	0.21618	7.64183	7.33956	10.9777	6.42877	0.04036	2.04222	1.02795	0	2.27022	0.59673
Healthy	7.07654	0.90246	0	0	0	0	0	0	0	0	44.3123	7.07654	3.49728	2.01162	2.97291	0	0.90246	0	0	0
Healthy	0	0.03568	0.4271	0.01332	0	0	0.04375	0	0	0	5.06867	0	0	0	0.0859	0.4271	0.03568	0	0.04375	0
Healthy	0.58116	0.0603	0	0.0201	0	0	0.04747	0.08596	0.06547	0	3.78617	0.58116	0.35928	2.87248	0.02481	0	0.0603	0	0.04747	0.08596
Healthy	0.83227	0.58354	1.15285	0.39557	0.20575	0	0.06503	0.00404	0	0.12609	0.82079	0.83227	3.5316	0.01342	0.17879	1.15285	0.58354	0.20575	0.06503	0.00404
Healthy	0	0.13178	0.12766	0.00928	0.00162	0	0.01191	0	0	0	0.46508	0	0	0.39841	0.14083	0.12766	0.13178	0.00162	0.01191	0
Healthy	0	0	8.90162	0	0	0	0.06956	0.37376	0	0	0	0	0	0	1.25518	8.90162	0	0	0.06956	0.37376
Healthy	2.04603	0.15204	0	0.04734	0.0404	0	0.1027	0	0	0	4.43563	2.04603	0.63795	0.8782	0.17724	0	0.15204	0.0404	0.1027	0
Healthy	0.05495	0.00031	0.70583	0.01762	0	0	0.12309	0.0093	0.01532	0	0.4021	0.05495	2.58533	0.11259	0.55596	0.70583	0.00031	0	0.12309	0.0093
Healthy	1.22578	0.1128	0.05462	0.01828	0	0	0.00329	0	0	0	1.65404	1.22578	1.97063	0.18489	0.0681	0.05462	0.1128	0	0.00329	0
Healthy	3.37257	0.29588	0.87992	0.6216	0.9476	1.0004	0.24514	0.50902	0.69658	0.33369	6.05802	3.37257	0	3.44526	0.02935	0.87992	0.29588	0.9476	0.24514	0.50902
Healthy	10.1396	0.03785	0.72787	1.08564	0.32056	5.32686	0.57152	0.68709	0.26316	0.11822	1.00071	10.1396	0.66444	6.50516	0.05952	0.72787	0.03785	0.32056	0.57152	0.68709
D009765	1.85185	0	0.71385	1.37263	0.87777	0	0.88375	0.44813	0.03021	0.03184	0.59645	1.85185	0.45795	1.19307	2.20005	0.71385	0	0.87777	0.88375	0.44813
Healthy	6.52916	1.00364	0.04296	1.43622	0.22981	0	0.50349	0.05316	0	0.16628	13.6637	6.52916	3.92368	0.66597	0.81629	0.04296	1.00364	0.22981	0.50349	0.05316
Healthy	1.38735	0	0.10527	0	0.16755	0.43276	0.11172	0	0	0	3.19307	1.38735	0	4.00427	0.92559	0.10527	0	0.16755	0.11172	0
D009765	3.92246	4.87257	1.80838	1.11089	0	0	1.03131	0.27752	0	0.043	5.33631	3.92246	4.29686	0.62885	6.8914	1.80838	4.87257	0	1.03131	0.27752
Healthy	0	0.38453	0.17693	0.97938	0.06906	0	0.66603	0.70136	0.29456	0.35481	7.34323	0	0	2.48605	0.06038	0.17693	0.38453	0.06906	0.66603	0.70136
Healthy	0	0	8.3973	0	0	0	0.0708	0.36225	0	0	0	0	0	0	1.4595	8.3973	0	0	0.0708	0.36225
Healthy	5.65203	0	0.20308	1.09596	0.13866	0	0.65927	0.4027	0	0.13901	0.77794	5.65203	4.73477	1.32258	0.78863	0.20308	0	0.13866	0.65927	0.4027
Healthy	2.82233	0.27859	0.26895	0.12368	0.24118	0	0.17479	0.07206	0.01855	0.07618	3.95565	2.82233	0.61035	1.2391	0.75001	0.26895	0.27859	0.24118	0.17479	0.07206
Healthy	0	0.14886	0.65803	0	0	0	0	0	0	0	2.41693	0	0.90059	0.10408	0.17982	0.65803	0.14886	0	0	0
Healthy	0	0.05215	0.39428	0.00512	0	0	0.04838	0	0	0	5.24127	0	0	0	0.08724	0.39428	0.05215	0	0.04838	0
D009765	11.5162	10.2476	4.88154	11.1939	1.98663	0.53319	2.85953	2.41743	1.69208	0.41583	1.90747	11.5162	7.26606	0.35172	0.65922	4.88154	10.2476	1.98663	2.85953	2.41743
Healthy	6.06344	0	0.02566	0.01327	0.0185	0	0.01696	0.02212	0.00165	0.0096	7.36644	6.06344	0	10.47511	0.02415	0.02566	0	0.0185	0.01696	0.02212
Healthy	3.42408	1.20806	0.87453	0.19987	0.071	0	0.36115	0.1375	0.01409	0	2.17067	3.42408	1.27973	0.50065	0.24453	0.87453	1.20806	0.071	0.36115	0.1375
Healthy	9.72321	0.06525	0.11748	0.77112	0.32475	0	0.67249	0.17711	0.00872	0.05529	4.47993	9.72321	5.29828	4.30128	0.85903	0.11748	0.06525	0.32475	0.67249	0.17711
Healthy	0.0357	0.06576	1.0797	0	0	0	0	0	0	0	0.76327	0.0357	0	0	1.62957	1.0797	0.06576	0	0	0
Healthy	0	0	1.84129	0	0	0	0	0	0	0	0.593	0	0	0.03809	0.04984	1.84129	0	0	0	0
D009765	8.0621	1.41982	0.58627	2.26219	4.53378	0	1.2543	0.14057	0.46336	0.01652	18.5913	8.0621	12.186	4.4605	0.47347	0.58627	1.41982	4.53378	1.2543	0.14057
D009765	4.38127	1.00466	0.92392	1.53869	1.5867	0	1.44034	2.39643	0.04564	0.16121	5.68069	4.38127	0.00207	4.66569	0.563	0.92392	1.00466	1.5867	1.44034	2.39643
Healthy	0.85164	0	0	0	0	0	0	0	0	0	6.6158	0.85164	1.21739	1.69344	0	0	0	0	0	0
Healthy	2.2557	2.23707	1.47994	5.61766	2.20662	11.6111	5.02823	10.386	0.25488	0.87947	17.4253	2.2557	0.08778	1.72506	4.60224	1.47994	2.23707	2.20662	5.02823	10.386
Healthy	2.90933	0.03354	0	0	0	0	0.13979	0.03446	0.02196	0.02935	3.72164	2.90933	0	7.77286	0.10122	0	0.03354	0	0.13979	0.03446
Healthy	2.70851	0.021	0	0	0	0	0.122	0.0268	0.04384	0.03718	3.71931	2.70851	0	7.49962	0.13147	0	0.021	0	0.122	0.0268
Healthy	0	0.02368	0	0	0.00469	0	0.00957	0	0	0	0.60032	0	0.70106	0.31536	1.72564	0	0.02368	0.00469	0.00957	0
Healthy	1.44666	0	0.0024	0	0.03439	0	0	0.00369	0	0	4.47308	1.44666	1.82117	0.92227	0.11963	0.0024	0	0.03439	0	0.00369
Healthy	3.16903	0.00925	0.00678	0.04986	0.01021	0	0.01045	0	0	0	2.18043	3.16903	0.40013	0.05881	0.03619	0.00678	0.00925	0.01021	0.01045	0
Healthy	6.15838	0	4.8671	0	0	0	0.01188	0	0	0.0605	0	6.15838	0	0.02223	0.84175	4.8671	0	0	0.01188	0
Healthy	0	1.21596	0.55029	1.04451	1.29595	0	2.54985	0.45244	0.12618	0.22725	20.0078	0	27.1605	0.12992	1.72718	0.55029	1.21596	1.29595	2.54985	0.45244
Healthy	0	0	0	0	0	0	0	0	0	0	0.86856	0	0	0.83585	0	0	0	0	0	0
Healthy	2.92204	0	0	0.01118	0	0	0.14263	0.02753	0.06243	0.00515	3.68432	2.92204	0	7.56611	0.1321	0	0	0	0.14263	0.02753
Healthy	0	0	2.45195	0	0	0	0	0	0	0	2.44274	0	0	0	1.24277	2.45195	0	0	0	0
Healthy	0.76591	0.21112	0.01355	0.07356	0.2875	0	0.1511	0.1095	0	0.02152	3.82103	0.76591	6.81986	1.98339	0.53251	0.01355	0.21112	0.2875	0.1511	0.1095
Healthy	0	0.03176	0.38134	0	0	0	0	0	0	0	2.17056	0	1.47426	0	0.03158	0.38134	0.03176	0	0	0
Healthy	0.72453	0	0.37201	0.21308	0.1485	0	0.06579	0	0	0.10814	2.71593	0.72453	0.54528	0.08688	0.03383	0.37201	0	0.1485	0.06579	0
Healthy	0	0.74854	0.11354	0.07158	0	0.11303	0.11263	0.02416	0	0	2.47474	0	2.03252	0	0.08791	0.11354	0.74854	0	0.11263	0.02416
Healthy	21.8014	0	3.39605	2.63659	1.49209	0	0.51415	0.37264	0.209	0.10643	1.88231	21.8014	0.07188	5.34508	0.03226	3.39605	0	1.49209	0.51415	0.37264
Healthy	5.98494	0	1.04591	0.381	0.57503	0	0.23064	0.13215	0.07505	0.14817	3.01888	5.98494	2.43968	0.81155	0.10676	1.04591	0	0.57503	0.23064	0.13215
Healthy	68.2424	0	0	0	0	0	0	0	0	0	5.84912	68.2424	0	0	0	0	0	0	0	0
Healthy	2.10214	0	0.72264	0.08009	0.05341	0	0.04383	0	0	0	3.33774	2.10214	0.89045	0.73976	0.09248	0.72264	0	0.05341	0.04383	0
Healthy	4.16494	0.59238	0.37319	0.94915	0.37444	0	0.35329	0.07823	0.16519	0.14234	12.037	4.16494	4.99371	0.2481	0.01235	0.37319	0.59238	0.37444	0.35329	0.07823
Healthy	1.74982	0	0.02153	0	0	0	0	0	0	0	0.07171	1.74982	0	0	0.0473	0.02153	0	0	0	0
Healthy	4.24965	0.07111	0.43994	0.79835	0.12479	0	0.60587	0.19323	0.02734	0.11668	10.3753	4.24965	3.99589	3.42816	0.19432	0.43994	0.07111	0.12479	0.60587	0.19323
Healthy	2.72953	0	0.94566	0.32514	0.10271	0	0.56647	0.43504	0.39145	0.05036	0.74206	2.72953	4.31238	5.23539	1.23055	0.94566	0	0.10271	0.56647	0.43504
Healthy	20.941	0.43663	1.1891	0.28758	0.44937	1.48031	0.33394	0.38271	0.17644	0.40478	2.8195	20.941	0.75387	1.74371	0.61975	1.1891	0.43663	0.44937	0.33394	0.38271
Healthy	1.48606	0	0.02274	0	0.01521	0	0.03113	0	0	0	4.38518	1.48606	1.78843	0.91471	0.13863	0.02274	0	0.01521	0.03113	0
Healthy	17.5341	0.52109	1.73631	0.43875	0	0	0.42918	0.12438	0.04079	0	4.73024	17.5341	0.01163	1.21807	0.92876	1.73631	0.52109	0	0.42918	0.12438
Healthy	5.14422	0	0.68081	0.26351	0.15064	2.67906	0.22827	0.37601	0	0	1.60387	5.14422	3.4248	0.59782	0.50541	0.68081	0	0.15064	0.22827	0.37601
Healthy	1.56298	0.00539	0.50755	0.06148	0.22964	0.06627	0.22072	0.0643	0	0.08064	1.00684	1.56298	1.48462	0.7862	0.09302	0.50755	0.00539	0.22964	0.22072	0.0643
Healthy	0	2.6665	2.92509	0.01414	0.01559	0	0.11879	0.06203	0.09471	0	2.60568	0	0.92688	0	0.0311	2.92509	2.6665	0.01559	0.11879	0.06203
Healthy	0	1.31779	0.0707	0	0	0	0.13977	0	0	0	0.11595	0	1.99102	0	0.69556	0.0707	1.31779	0	0.13977	0
Healthy	0.98414	0.04025	0.09132	0.24857	0.07597	0	0.13089	0.08211	0.07937	0.09002	6.41316	0.98414	0	0.40207	0.22041	0.09132	0.04025	0.07597	0.13089	0.08211
Healthy	3.33552	0.12091	0.11107	0.44294	0.32515	2.25374	0.20241	0.13843	0.03033	0.13425	3.88939	3.33552	0	0.93304	0.69611	0.11107	0.12091	0.32515	0.20241	0.13843
Healthy	1.45028	0	1.48272	0.85649	0.25787	0	1.48685	0.8769	0.29369	0	11.0099	1.45028	4.38688	8.50161	0.51034	1.48272	0	0.25787	1.48685	0.8769
Healthy	5.16351	0.26266	1.43878	1.29556	1.32832	6.93923	0.65772	0.62553	0.70902	0.27018	7.47698	5.16351	7.62291	5.15107	1.00275	1.43878	0.26266	1.32832	0.65772	0.62553
D009765	13.5824	0.95545	0.92569	0.29851	0.10841	0.0678	1.01837	0.36409	0	0.10346	6.49432	13.5824	0.01006	3.91161	0.01917	0.92569	0.95545	0.10841	1.01837	0.36409
Healthy	0.83098	0.06391	0.08296	0.04764	0.05535	0.17487	0.11548	0.1351	0.05262	0.04671	6.71395	0.83098	0	0.56593	0.11815	0.08296	0.06391	0.05535	0.11548	0.1351
Healthy	16.4459	0	1.56976	0.27709	0.22601	0	0.28038	0.71844	0.15741	0	11.1243	16.4459	7.9312	8.81414	0.70531	1.56976	0	0.22601	0.28038	0.71844
Healthy	5.08495	0.10602	0.01838	0.04022	0.66346	1.27333	0.08895	0.10959	0.25803	0.08459	3.80957	5.08495	0.434	2.96514	0.5351	0.01838	0.10602	0.66346	0.08895	0.10959
Healthy	4.78723	0	0.12508	0.34848	0.87054	0	0.17709	0.00321	0	0	2.46149	4.78723	6.65887	0.23944	0.57701	0.12508	0	0.87054	0.17709	0.00321
Healthy	3.52309	0	1.90811	0.0625	1.23071	0.67306	0.17628	0	0	0	1.93097	3.52309	0.03698	0.01335	0	1.90811	0	1.23071	0.17628	0
Healthy	26.49	0.0029	0.00306	0.02183	0	0.134	0.1324	0.04132	0.04932	0.03496	4.21101	26.49	0.01799	1.66879	0.56024	0.00306	0.0029	0	0.1324	0.04132
Healthy	0	0.1261	0.6449	0	0	0	0	0	0	0	2.37137	0	0.80933	0.11396	0.13552	0.6449	0.1261	0	0	0
Healthy	6.58229	0.24638	0.8111	0.01955	0.23209	0.63958	0.15549	0.13184	0.04058	0.07384	3.0645	6.58229	0.8473	5.40993	0.6039	0.8111	0.24638	0.23209	0.15549	0.13184
D009765	2.08914	4.89523	3.41736	0.4518	0.76786	0.92794	0.97928	1.39364	0	0.32248	22.754	2.08914	0	2.5863	3.2669	3.41736	4.89523	0.76786	0.97928	1.39364
Healthy	3.16088	1.21051	2.29031	3.84222	3.14975	7.32725	1.61213	2.14502	0.49752	1.50765	17.9938	3.16088	16.6394	4.62953	3.0499	2.29031	1.21051	3.14975	1.61213	2.14502
D009765	0	0	0.34654	0	4.35312	0	0.24085	0	0.00498	0.08195	3.62087	0	0	5.64586	1.07085	0.34654	0	4.35312	0.24085	0
Healthy	0.74379	0.02509	0	0	0.01908	0	0.05367	0	0	0	4.84339	0.74379	0	3.17356	0.65666	0	0.02509	0.01908	0.05367	0
Healthy	3.27579	1.35987	0.9056	0.23065	0.11493	0	0.38599	0.17167	0.03002	0	2.16858	3.27579	1.26449	0.56463	0.00388	0.9056	1.35987	0.11493	0.38599	0.17167
Healthy	9.79621	0.34311	0.51812	0.40395	0.3538	1.27484	0.17192	0.15199	0.00664	0.17323	4.81766	9.79621	3.2217	1.27217	0.57207	0.51812	0.34311	0.3538	0.17192	0.15199
D009765	7.29679	0	0	0	0	0	0	0	0	0	0	7.29679	0	0.61264	0	0	0	0	0	0
Healthy	5.30295	2.10498	0.40363	8.15005	3.55813	10.1207	10.946	7.42205	0.97899	2.44254	10.3911	5.30295	0.66312	0.20056	4.13206	0.40363	2.10498	3.55813	10.946	7.42205
D009765	4.62634	3.98256	0.84289	0	0	0	0	0	0	0	20.2428	4.62634	0	0	0	0.84289	3.98256	0	0	0
Healthy	0	0.06188	0.39675	0	0	0	0	0	0	0	2.0869	0	1.35876	0	0.39337	0.39675	0.06188	0	0	0
Healthy	2.08818	0	0.11697	0.08203	0.03799	0	0.04795	0.04134	0.00204	0.01932	3.88483	2.08818	0	0.06586	0.01404	0.11697	0	0.03799	0.04795	0.04134
Healthy	6.08774	1.08668	0.29471	0.26941	0.34949	0	0.17976	0.17537	0.25017	0.22327	11.9531	6.08774	0	9.25698	0.25562	0.29471	1.08668	0.34949	0.17976	0.17537
D009765	9.03779	1.66159	2.20841	0.1162	1.2058	0.37158	0.40591	0.65671	0.07183	0.37931	13.3868	9.03779	0.004	0.32649	0.13904	2.20841	1.66159	1.2058	0.40591	0.65671
D009765	3.30307	0.14002	0.19347	0.20708	0.16233	0.88309	0.26709	0.40893	0.00137	0.12638	5.09207	3.30307	3.62291	4.64693	0.63852	0.19347	0.14002	0.16233	0.26709	0.40893
Healthy	43.7325	0	0.03597	1.25756	1.21675	0	0.27917	0.228	0.46028	0.03189	0.38024	43.7325	0	0.51723	0.24559	0.03597	0	1.21675	0.27917	0.228
D009765	10.1125	1.53536	1.90067	1.92993	2.0171	1.18771	1.07703	0.70199	0.29733	0.43781	17.6138	10.1125	3.50841	3.68183	0.34913	1.90067	1.53536	2.0171	1.07703	0.70199
Healthy	12.0239	1.80325	1.77449	0.20882	0.33175	0	2.00881	1.1403	0.44181	0	16.3468	12.0239	6.13945	4.55939	0.85549	1.77449	1.80325	0.33175	2.00881	1.1403
Healthy	1.19801	0.01862	0	0.11784	0.06028	0	0.12944	0.02354	0	0.01835	1.24285	1.19801	1.83561	1.19539	0.19452	0	0.01862	0.06028	0.12944	0.02354
Healthy	2.10151	0.58449	0.49546	0	0.04155	0.13173	0.00382	0	0	0	1.85459	2.10151	0	0.5766	1.61304	0.49546	0.58449	0.04155	0.00382	0
Healthy	0	0	0	0.18036	0	0	0	0	0	0	0.92995	0	1.86635	0	1.05214	0	0	0	0	0
Healthy	33.7585	0.05074	0.28666	0.07717	0.28434	0	0.27309	0.16216	0	0.1379	13.9071	33.7585	0.72469	4.3346	2.34157	0.28666	0.05074	0.28434	0.27309	0.16216
Healthy	12.5571	0.10742	0	0.00793	0.50341	0.01604	0.15712	0	0	0.32216	6.17688	12.5571	0.82341	5.70805	0	0	0.10742	0.50341	0.15712	0
Healthy	0.65605	0.23506	0.15126	0.00141	0.06957	0	0.02483	0	0	0	4.17801	0.65605	0	0.62619	0.04519	0.15126	0.23506	0.06957	0.02483	0
Healthy	15.0228	0	0.06838	0.37004	0.57079	0	0.17699	0.0987	0	0.12759	0.60622	15.0228	2.25946	5.07766	0.16532	0.06838	0	0.57079	0.17699	0.0987
Healthy	1.53069	0	0.05462	0	0	0	0.19419	0.0829	0	0	1.83792	1.53069	0	0.9558	0.4794	0.05462	0	0	0.19419	0.0829
Healthy	2.83274	0	0	0	0	0	0	0	0	0	0.63072	2.83274	0.57861	0.21988	0.88561	0	0	0	0	0
D009765	13.6057	4.25199	3.09652	2.31515	4.45079	0.09584	1.75276	0.77141	2.26368	0.87273	11.1795	13.6057	12.0192	4.79402	0.52432	3.09652	4.25199	4.45079	1.75276	0.77141
Healthy	0	0	0.28044	0.03028	0	0	0.03584	0.09188	0	0	0	0	0	0.00791	0.09043	0.28044	0	0	0.03584	0.09188
Healthy	2.05175	0.20445	0.00535	0.01946	0.03131	0	0.08093	0	0	0.00651	4.7763	2.05175	0.6431	0.82594	0.24085	0.00535	0.20445	0.03131	0.08093	0
Healthy	8.04579	0.2881	0.21822	0.99656	0	0.76407	0.23606	0	0.00327	0.10326	4.89613	8.04579	1.64954	3.62674	0.08128	0.21822	0.2881	0	0.23606	0
Healthy	24.1748	0.25558	1.60594	0.61511	0.40025	0	0.35319	0.16476	0.13639	0.16916	10.053	24.1748	4.13164	5.7686	1.16325	1.60594	0.25558	0.40025	0.35319	0.16476
Healthy	0	0.16083	0.6075	0	0	0	0	0	0	0	2.26004	0	0.80134	0.12362	0.16949	0.6075	0.16083	0	0	0
Healthy	0.76949	0.45095	0.18776	0.04993	0.14655	0.22464	0.14472	0.0439	0	0.01631	2.22624	0.76949	4.78444	2.5204	0.50984	0.18776	0.45095	0.14655	0.14472	0.0439
Healthy	4.68153	0.09204	0.05651	0.33232	0	0	0.0864	0.40366	0.04638	0	14.1124	4.68153	10.3071	25.6536	0.03783	0.05651	0.09204	0	0.0864	0.40366
Healthy	1.73157	0	2.35291	0.62483	0.63771	1.28671	0.17555	0	0	0	0	1.73157	10.9391	0	0.08433	2.35291	0	0.63771	0.17555	0
Healthy	2.20296	0.06604	0	0	0.05387	0	0	0	0	0	3.61684	2.20296	0.13739	1.57288	0.50223	0	0.06604	0.05387	0	0
D009765	6.07207	1.09603	1.16457	0.35605	1.60579	2.23243	0.54371	0.40688	0.34085	0.52761	11.7097	6.07207	0.83323	0.26074	0.20216	1.16457	1.09603	1.60579	0.54371	0.40688
Healthy	0.8732	0	0.00824	0	0	0	0	0.0231	0	0	1.73577	0.8732	0	0	0.33265	0.00824	0	0	0	0.0231
Healthy	1.39773	0.51228	0.04681	0.01674	0	0	0.01328	0.00515	0	0	1.69782	1.39773	1.19812	1.43694	0.27919	0.04681	0.51228	0	0.01328	0.00515
Healthy	3.72888	0.84728	1.74052	1.62376	1.35084	0	0.97854	0.4405	0	0.39165	10.5205	3.72888	3.44129	14.03883	0.00556	1.74052	0.84728	1.35084	0.97854	0.4405
D009765	4.58144	3.15405	2.51582	2.22574	0.40808	0.06202	1.04558	0.54075	0.17708	0.23401	3.22929	4.58144	5.26849	1.47832	0.53996	2.51582	3.15405	0.40808	1.04558	0.54075
Healthy	10.0732	0.23723	0.03666	0.49462	0.41664	0	0.33775	0.43274	0.0362	0	4.83697	10.0732	0.00843	14.88392	0.81899	0.03666	0.23723	0.41664	0.33775	0.43274
Healthy	7.24578	0.06452	0.27482	0.47892	0.00923	0.39103	0.36305	0	0.05742	0.07178	4.78212	7.24578	3.06533	2.94099	0.33845	0.27482	0.06452	0.00923	0.36305	0
Healthy	6.17816	0	0	0	1.25944	0	0.09209	0.03308	0.02134	0.0362	3.4683	6.17816	0	4.47939	0.33886	0	0	1.25944	0.09209	0.03308
Healthy	0.00159	0.04954	0.26475	0	0	0	0.00107	0	0	0	3.09314	0.00159	0	0	0.05815	0.26475	0.04954	0	0.00107	0
Healthy	0.03111	2.31551	0.49453	0.12353	0.05828	0.17461	0.02603	0.18978	0	0.11555	0.78309	0.03111	0	0.01322	2.46986	0.49453	2.31551	0.05828	0.02603	0.18978
Healthy	3.17873	0	0.03827	0.31462	0	0	0.09936	0	0	0	0.55445	3.17873	0	2.68584	0.10943	0.03827	0	0	0.09936	0
