group	Phytobacter_ursingii	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Ruminococcus_B_gnavus	Clostridium_A_leptum	Streptococcus_thermophilus	Streptococcus_sp004166885	Rothia_sp001808955	Eggerthella_lenta	Longicatena_innocuum	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Streptococcus_sp001556435	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Ruminococcus_C_callidus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0	0	0	0.08611	1.22511	0.17953	0	0	0.07689	0	0.00652	0	0	0	0	0	0	0	0	0.00533
Healthy	0	0.02432	0	0	0.26559	0.28468	0	0	0	0.00224	0.92233	0.63593	0.02432	0	0.26538	0	0.05531	0.04763	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.69686	0.64475	0	0	0.19805	0	0	0	0	0
Healthy	0	0.05569	0.17679	3.63448	0.04235	12.4625	0	0	0	0.02654	0	0.32294	0.05569	0.63373	0	1.02229	0	0	0.16934	0
Healthy	0	0.00436	0	0	0	0.04422	0	0	0	0	0	0.02509	0.00436	0.02302	0.02468	0.07531	0	0	0.00779	0
Healthy	0.50793	0	0.01663	0	0	0	0	0	0	0	0	0.04951	0	0	0.01157	0	0	0.18477	0	0
Healthy	0.03542	0.0131	0	0.01233	0.11359	0	0	0.00206	0	0	0.57686	0.38899	0.0131	0.00166	0.09745	0	0.00496	0.03867	2.21044	0
Healthy	0	0	0	0.04596	0	0	0	0	0	0	0	0.04328	0	0	0	0	0.05942	0	0	0.0194
Healthy	0.64668	0.06265	0.03929	0	0	0	0	0	0	0	0	0.02148	0.06265	0	0.01103	0	0	0	0	0
Healthy	0.09865	0.09451	0.17662	0	0.49813	0.01843	0	0	0	0.00387	0.14846	0.37617	0.09451	0	0.08754	0	0.02285	0.00566	0	0
Healthy	0	0.04105	0	0	0	0	0	0	0	0	0	0.12439	0.04105	0	0.0104	0	0	0	0	0
Healthy	0.29749	0.00907	0	0.10029	0.28037	0	0	0	0	0	0	0.02961	0.00907	0	0.00357	0	0.05248	0	0	0.02608
Healthy	0	0	0	0.52388	0.1657	0	0	0	0	0	0	0	0	0	0.00415	0	0	0	0	0
Healthy	0.04837	0	0	0.0004	0.11667	0	0	0	0	0	0.00388	0.08205	0	0	0.01754	0	0.00513	0	0	0.00153
Healthy	0.25993	0.18315	0.08423	0.0104	0.31752	0.0024	0.04004	0.00802	0	0.00117	0.98751	0.75822	0.18315	0	0.68383	0	0.11696	0	0	0.00465
Healthy	0.08763	0	0	0.01035	1.40088	0.11045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.50257	0.14387	0.01921	0.99172	0	0	0.06564	0	0.00383	0	0.42959	0.12074	0.14387	0.00913	0	0	0.00941	0.00713	0	0
Healthy	0.17827	0.64075	0.16157	0.09804	0.02398	0	0	0	0.00407	0.00217	0.73121	0.28272	0.64075	0	1.06309	0	0.00831	1.27039	0	0
Healthy	0	0.06136	0	0	0.12483	0.31472	0	0	0	0.0016	1.03978	0.45473	0.06136	0	0.7072	0	0.10081	0.09598	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.15657	0	0	0	0	0	0	0	0	0	0
Healthy	0.1881	0.06132	0.02022	0.04132	0.02715	0.12251	0.01131	0	0.00287	0.00849	4.5156	1.27047	0.06132	0	1.2453	0.32842	0.05485	0.06789	0.05126	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.3009	1.64244	0	0	0.14764	0	0.0278	0	0	0
Healthy	0	0	0	0	3.30504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10328
Healthy	0.34895	0	0.02444	0.08663	0.47326	0	0	0	0	0.1271	0.79503	1.60375	0	0	0.30988	0	0.08023	0.02369	0	0
D065626	2.7609	0.10594	0.00204	0.01055	4.21474	0.28369	0	0	0	0.00812	5.62879	1.85004	0.10594	0	1.41626	0	0	0	0	0
Healthy	0.40585	0.1964	0.32517	0.01113	0	0	0	0.07574	0	0	0	0	0.1964	0	0	0	0	0	0	0
Healthy	0	0.01638	0	0	0	0	0	0.00555	0	0	2.5476	3.14687	0.01638	0	1.79382	0	0.43547	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.60641	0	0	0	0.01169	0	0	0	0	0.00091	0.23696	0.23226	0	0	0.17809	0	0.00299	0.03626	0	0
Healthy	1.57072	0.04155	0.00848	0.38813	0.02538	0.18549	0	0	0.00163	0	5.09754	2.04584	0.04155	0	1.21904	0	0.14765	0.01201	0	0
Healthy	0.24139	0.17561	0.04907	0.18742	0	0	0	0	0	0	0.41531	0.13553	0.17561	0	0.16664	0	0.00792	0	0	0.03644
Healthy	0	0.04979	0	0	0	0	0	0	0	0	1.77823	1.28024	0.04979	0	0.84486	0	0.05131	0	0	0
Healthy	0.01548	1.65623	1.10052	0	0.01592	0	0.02508	0	0	0.00616	0.5789	0.15892	1.65623	0.06554	0.23321	0	0.1471	0.01275	0	0
Healthy	0.15902	0	0	0	1.7253	0	0	0	0	0	1.92566	2.39395	0	0	0	0	1.14699	0	0	0
Healthy	0.31684	0.15707	0.05034	0	0	0	0	0	0	0	1.18785	0.70656	0.15707	0	0.83026	0	0.05463	0	0	0
Healthy	0.00631	0.06038	0.02625	0	0.04569	0.08705	0	0	0	0.00085	0.6485	0.33111	0.06038	0	0.68915	0	0.01228	0.0307	0	0
Healthy	45.5882	0.48058	0.28567	0	0	0	0	0.03604	0.15165	0.09629	0	0	0.48058	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.02681	0	0	0	0	0.29928	0.88669	0	0	0.29169	0	0	0.24758	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.1959	0	0	0	0	0	0	0	0	0
Healthy	4.05665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07606	0	0	0	0	0
Healthy	0	0.0112	0.00633	0.64267	0.00686	0	0	0	0	0	0.24113	0.54531	0.0112	0	0.07514	0.522	0.06683	0	0.04058	0.01175
Healthy	8.82978	0.05712	0.01598	0	0	0.13552	0	0	0	0.11258	0.62623	1.03824	0.05712	0	0.41761	0.38495	0	0	0.05279	0
D065626	4.79195	0.07521	0	0	0.05334	0	0	0	0	0.00467	0.0837	0.61688	0.07521	0	0.06251	0	0	0.06552	0	0
Healthy	0.06046	0.03922	0	0	0	0	0	0	0	0	0	0.20732	0.03922	0	0.00669	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30809	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.01941	0.01697	0	0	0.005	0.21038	0	0	0.02534	0
Healthy	0.17704	0.07028	0	0	0	0	0	0	0	0	0.05251	0.05596	0.07028	0	0	0	0	0.03888	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00249	0.1031	0.01175	0	0.02273	0.01539	0	0	0	0.00011	0.27362	0.0858	0.1031	0	0.09491	0.377	0.05727	0.03703	0.02439	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.01654	0.07419	0	0	0.05746	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.67796	0.1762	0	0	0	0	0	0	0	0
Healthy	0	0.0077	0	0	0	0	0	0	0	0	0.30467	0.06493	0.0077	0	0.18317	0	0	0	0	0
Healthy	0	0.02053	0.01086	0	0	0	0	0	0	0	0	0.04164	0.02053	0.1625	0.02654	0	0	0	0	0
Healthy	1.32306	0.16453	0.02366	0.22945	0.24059	0.20514	0	0	0.01237	0.00199	0.31015	0.1754	0.16453	0.31501	0.13774	1.76936	0	1.52588	0.00604	0
Healthy	6.89374	0.11881	0.16275	0.13309	0.0121	2.23613	0	0	0	0.00367	0.87797	1.18404	0.11881	0	0.50661	0.41517	0.01016	0	0.18219	0
Healthy	0.15212	0.04616	0.0108	0.20424	0	0	0	0.00288	0.01887	0.00095	0.12711	0.07299	0.04616	0	0.02712	0	0.00576	0	0	0.00288
Healthy	0	1.57428	1.05785	0	0	1.0797	0	0	0	0	1.57733	1.85203	1.57428	0	0	0	0	0	0	0
Healthy	0.14691	0.00383	0	0	0	0	0	0	0	0	0.06127	0.00927	0.00383	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.00272	6.03285	2.47901	0	0	5.08163	0	1.45649	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	0.12917	0.00482	0	0	0	0	0
Healthy	0	0.01039	0.0172	0	0	0	0	0	0	0	0	0.01574	0.01039	0.09827	0.00619	0	0	0	0	0
Healthy	0.90631	0.00998	0	1.19707	0	0	0	0	0.05082	0	0	0	0.00998	0	0	0	0	0	0	0.00825
Healthy	0.61485	3.51298	0.49249	0.02787	0.35507	0.01575	0.00387	0.02219	0.01209	0.00585	1.42543	0.32108	3.51298	0.00666	0.44437	0	0.02227	0	0.16723	0
Healthy	19.9867	0.14109	0.01041	0	0	0	0	0	0	0	0	0	0.14109	0	0	0	0	0	0	0
Healthy	3.13717	0.48529	0.01858	0.53729	0	7.7627	0.01063	0	0	0.00568	0	0	0.48529	0	0	0	0.07779	0	0	0
Healthy	0.76985	0	0	0.31767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	3.86228	5.51725	0	0	0	0	0	0	0	0.17966	0	3.86228	0	0	0	0	0	0	0
Healthy	10.125	0	0	0	0.02697	0.01016	0	0	0.00735	0.02055	0	0.17987	0	0	0	0	0	0	0	0
Healthy	0.0121	0	0	0.05144	0.00359	0	0	0	0	0.00453	0.4642	0.09907	0	0	0.21287	0	0.01058	0.04189	0	0
Healthy	0	0.01018	0	0	0.02813	0	0	0	0	0	0.48087	0.26238	0.01018	0	0.08748	0.24257	0.05116	0	0.00401	0
Healthy	0.02754	0	0	0.09907	0	0	0	0	0	0	0	0.02754	0	0	0	0	0	0	0	0
Healthy	0	0.01296	0	0	0	0	0	0	0	0	0	0.0347	0.01296	3.05076	0.01304	4.16226	0	0.08925	0.19716	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00476	0	3.95036	0	4.36167	0	0.11039	0.19097	0
Healthy	1.09099	1.45573	0.10102	0.00294	0.00783	0	0	0	0	0.00222	3.14777	0.86999	1.45573	0.01791	0.19042	0	0.2573	0.01304	0	0
Healthy	0.09538	0.01834	0.00197	0	0	0	0	0	0	0	0.71224	0.13221	0.01834	0	0.15261	0	0.1831	0.41733	0	0
Healthy	0	0	0	0	3.36068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07886
Healthy	0.04209	0	0	0	1.14283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02973
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10247	0.01458	0	0	0	0	0
Healthy	0.36322	0	0	0.0126	0.35403	0.21881	0	0	0	0	0.01302	0	0	0	0	0	0.00893	0	0	0.00347
Healthy	0.12818	0.26777	0.0181	0	0.22689	0.08787	0	0.00052	0	0	0.45973	0.34475	0.26777	0.12449	0.26703	0	0.02564	0.00503	0	0
Healthy	0.04594	0	0	0.01285	0	0	0	0	0	0	0.07078	0.28523	0	0	0.17852	0	0.00781	0.04953	0	0
Healthy	0.29634	0	0	0	0.18198	0.10658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.54592	0.2947	0	0.38342	0	0	0	0	0	0	2.18228	3.4524	0.2947	0	0	0	0	0.02864	0	0
Healthy	0.12584	0.00986	0	0.00294	0.03661	0	0.00642	0	0	0.00666	1.67007	0.26373	0.00986	0	0.68585	0	1.61619	0	0	0.0004
Healthy	0	0	0	1.80614	0.58332	0	0	0	0	0	0.01341	0.23639	0	0	0.10169	0	0	0	0	0
Healthy	0.75869	0.90669	0.03818	0.05406	0	0	0.00583	0	0.00869	0	0.03203	0.0205	0.90669	0.02618	0	0	0	0	0	0.13647
Healthy	0.01907	0	0	0.03934	0.83252	0.03075	0	0	0	0	0.04193	0.05288	0	0	0.01937	0	0.00685	0.00228	0	0
Healthy	0.02321	0	0	0.24149	0	0	0	0	0	0.03348	0	0.03056	0	0	0	0	0	0	0	0.02648
Healthy	0	0	0	0	0	0.01196	0	0	0	0	2.30773	0.89647	0	0	0.05181	0.60967	0.55926	0.08135	0.01639	0
Healthy	0	0.00805	0	0	0	0	0	0	0	0	0.72298	0.10299	0.00805	0	0	0	0.09001	0	0	0
Healthy	0	0.76198	0.06288	0.13917	0	0	0.11931	0.15035	0	0	0.11582	1.36881	0.76198	0	0.1315	0	0.64958	0.01517	0	0
Healthy	0	0	0	0	0.01257	0	0	0	0	0.25075	0.08813	0.14494	0	0	0.16603	0.08467	0.19065	0.05612	0.01304	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.87684	0.54351	0	0	0.07783	0	0.17979	0	0	0
Healthy	0	1.0904	0	0	0	0	0	0	0	0	1.96744	0.8701	1.0904	0	0.78772	0	0.08002	0	0	0
Healthy	0.17777	0.2843	0	0.00798	0	0	0.0076	0	0	0.00028	0	0	0.2843	0	0	2.33087	0	0	0.40666	0.22644
Healthy	0.18688	0	0	0	0	0	0	0	0	0	0.59492	0.50333	0	0	0.02125	0	0	0	0	0
Healthy	0	0	0	0.22807	0	0	0	0	0	0.03381	0	0.01719	0	0	0	0	0	0	0	0.01448
Healthy	22.1672	0.79348	0.30895	0.02442	0.14125	0	0.0048	0.04061	0.00902	0.00111	0.63452	0.22439	0.79348	0	0.0374	0	0.05551	0.05579	0	0.00654
Healthy	3.18917	0.01555	0	1.18101	0	29.9443	0	0	0	0	0	0.10329	0.01555	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12952	0
Healthy	0	0.03716	0.02391	0	0	0	0	0	0	0	0	0.14084	0.03716	0	0.01267	0	0	0	0	0
Healthy	0.8376	0.00934	0.19915	0.00675	0	0	0.03357	0	0.00756	0.0058	0	0.00704	0.00934	0	0.31548	0	0.25124	1.27278	0	0
Healthy	0.1633	0.01081	0.05301	0	0	0.00446	0	0	0	0	0.08305	0.16348	0.01081	0	0.09575	0.20065	0	0.01824	0.00863	0
Healthy	0.18712	0	0	0	0.29238	0.29319	0	0	0	0	0	0.0355	0	2.49912	0.00147	0	0	0	0	0.00143
Healthy	0.10794	0.10176	0	0.01118	0	0	0	0	0	0	0	0.04135	0.10176	0	0	0.08703	0	0	0.01795	0
Healthy	0.00296	0.09893	0.08043	0	0	0	0	0.03951	0.02591	0	0	0	0.09893	0	0	0	0	0	0	0
Healthy	0	0.10744	0.15275	0	0.38806	1.18042	0.02395	0	0	0.00252	2.09314	1.02504	0.10744	1.8792	0.59152	0	0.49134	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.36693	0	0	0	0	0.01707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.39681	0	0	0	0	0	0	0	0	0	0	0	0	20.5524	0	0	0	0	0	0
Healthy	1.00535	0	0	0.34218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.26138	4.54723	1.07166	0	0	0.03305	0	0	0	0	3.40895	1.95011	4.54723	0	0.53615	0	0.07471	0.40683	0	0
Healthy	11.8998	0	0	0.7026	0	0.19721	0	0	0	0	0	0	0	0	0.03933	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.0568	0.83435	0	0	0.00833	0	0	0	0	0
Healthy	10.014	0	0	0	0.03031	0.00193	0	0	0.0096	0.01402	0	0.16666	0	0	0	0	0	0	0	0
Healthy	9.5299	1.99117	0.12153	0	0	0	0	0	0	0	3.65603	1.71784	1.99117	0	1.16947	0	0.05727	0	0	0
Healthy	0.14141	0.20556	0.00537	0	0	0	0	0	0	0.00448	0.18145	0.40726	0.20556	0.02481	0.45559	1.2864	0	0.03617	0.31374	0
Healthy	0	0	0.01715	0	0	0.21729	0	0	0	0	0	0.0626	0	0	0	0	0	0.24762	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09111	0.0148	0	0	0	0	0
Healthy	0	0	0	0	0	0.34528	0	0	0	0	2.9256	1.45148	0	0	0.54336	0	0.28115	0.01272	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.13304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00288	0	0.01198	0	0	0	0	0	0	0.01385	0.1651	0.00288	0	0.03588	0	0	0	0	0
Healthy	0.1421	0	0	0	0	0	0	0	0	0	0.00402	0.064	0	2.35712	0	0	0	0	0	0
Healthy	0	0	0	0	0.05719	0	0	0	0	0	0.61759	0.74247	0	0	0.31884	0	0	0.18603	0	0
Healthy	0	0.3254	0.15262	0	0	0	0	0.1046	0	0	0	0	0.3254	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35294	0	0	0	0
Healthy	0	0	0	0	0.26289	0	0	0	0	0	0.20119	0.20136	0	0	0	0	0.01813	0	0	1.22628
Healthy	0	0	0	0	0	0	0	0	0	0	0.52653	2.43442	0	0	0.11222	0	0	0	0	0
Healthy	0	0	0	1.62695	0.53321	0	0	0	0	0	0.00581	0.21368	0	0	0.11002	0	0	0	0	0
Healthy	1.84917	8.6721	0.51841	0.02692	0	0	0	0.28573	0	0	0.64095	8.93799	8.6721	0	4.77386	0	1.66921	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.07888	0.12453	0	0.01337	0	0	0	0	0	0.3658	0.10006	0.07888	0	0.01548	0	0.05823	0.44162	0	0
Healthy	0.15972	0.1242	0	0.10268	0	0	0	0	0	0.00291	0	0	0.1242	0	0	0	0.00212	0	0	0.03951
Healthy	0	0.04559	0.06349	0	0	0.33226	0	0	0	0	0	0.00673	0.04559	0	0.01659	0	0	0.33377	0	0
Healthy	0	0.03109	0	0	0	0	0	0	0	0	0.53912	0.25573	0.03109	0	0	0	0.0491	0	0	0
Healthy	0.06461	0.0183	0	0	0	0	0	0	0	0	0.04344	0.10713	0.0183	0.11225	0	1.24803	0	0.01218	0.24406	0
Healthy	77.2984	0.88813	1.33057	0.00379	0	0	0	0.03898	0.00217	0	0.02479	0.00075	0.88813	0	0.06726	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40465	0	0	0	0	0	0
Healthy	0	1.01637	0.49774	0	0	0.05555	0.12506	0	0	0	0.33985	0.31637	1.01637	0.47232	0.15258	0.34462	0.04877	0.44008	0.08601	0
Healthy	0.00823	0	0	3.91893	0	0	0	0	0.0254	0.00122	0	0.00839	0	0	0.07305	0	0	0	0	0.02158
Healthy	0.4514	0.05678	0.04009	0	0	0	0	0	0	0	0	0.03096	0.05678	0	0.0208	0	0	0	0	0
Healthy	0.04173	0.01722	0	0.03537	0	0	0	0	0	0	0.33111	0.27484	0.01722	0	0.16064	0	0.15163	0.17175	0	0
Healthy	0.05765	0	0	0.58969	0.14018	0	0	0	0	0	0	0	0	0	0.01986	0	0	0	0	0
Healthy	9.92646	0.84035	0.10659	0.03904	0	0.00039	0	0.17103	0	0	0	0	0.84035	0	0	0	0	0	0	0
Healthy	0.06685	0.24644	0.02321	0.02776	0.01645	0.01456	0	0	0	0	0.22452	0.21325	0.24644	0.03083	0.10561	0	0.06663	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.64552	0.41871	0	0	0	0	0.02116	0	0	0
Healthy	0	1.01297	0	0.06939	0	0	0	0	0	0	2.05233	0.76255	1.01297	0	0.78167	0	0.21587	0	0	0
Healthy	0	0.17742	0	0	0	0	0	0	0	0	0.30178	0.09187	0.17742	0	0.07486	0	0.29949	0	0	0
Healthy	1.3884	0.24635	0	0	0	2.49755	0	0	0	0	0.98254	1.25347	0.24635	0	0.51505	0.0418	0	0	0	0
Healthy	0	0.24098	0.03763	0	0	0	0	0	0	0	0.67288	0.31197	0.24098	0	0.18587	0.58786	0.02808	0	0.0972	0
Healthy	0.37676	0.28289	0.05651	0	0	0	0.03422	0	0	0	0.81154	0.24788	0.28289	0.40872	0.08994	0.71738	0	0.00103	0.00384	0
Healthy	0	0	0	0	0	0.00399	0	0	0	0	0.19945	0.25326	0	6.54948	0.24484	0	0.24543	0	0	0
Healthy	1.00028	0	0	0.00998	0.03753	0	0	0	0	0	0.00415	0.03326	0	0	0.00348	0	0	0	0	0.02293
Healthy	0	0.0493	0.00915	0.10293	0.01057	7.87369	0	0	0	0.00447	0.81614	3.49445	0.0493	0.54469	0.96439	0	0.06955	0	1.59689	0.17049
Healthy	0	0	0	0	0	0	0	0	0	0	0.80567	0.37866	0	0	0.065	0.48177	0.74321	0.08141	0.02618	0
Healthy	0.01982	0	0	0.53165	0.13911	0	0	0	0	0	0	0	0	0	0.02208	0	0	0	0	0
Healthy	0	0	0	1.71562	0.54553	0	0	0	0	0	0.02647	0.21637	0	0	0.0918	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.05302	0.19619	0	0	0	0	0	0	19.6568	0
Healthy	7.53919	0.0017	0	0	0	0	0	0	0	0.02548	0	0	0.0017	0	0	0	0	0	0	0
Healthy	10.5314	0.17122	0.00547	0	0.09237	0	0.00093	0.01654	0.01189	0.00388	1.70011	0.24949	0.17122	0.10358	0.20454	0	0.03414	0.04314	0	0
Healthy	0	0	0	0.13041	0	0	0	0	0	0	0.38567	0.38524	0	0.00104	0.12798	0	0.10739	0	0	0
Healthy	0.221	0.01269	0	0.12634	0.29465	0	0	0	0	0	0	0.02505	0.01269	0	0	0	0.03164	0	0	0.01818
Healthy	0	0	0	0.08379	0.1528	0	0	0	0	0	0	0.03635	0	0	0	0	0	0.04125	0	0
Healthy	0.02829	0	0	0	0.19407	0	0	0	0	0	0	0	0	0.75848	0	0.51002	0	0	0.17607	0
Healthy	0.91502	0	0	0.30794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.05492	0	0	0	0	0	0	0	0	0	0.11554	0.05492	0	0.04392	0	0	0	0	0
Healthy	0.36103	0	0	0	0.16178	0.07424	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206
Healthy	0.01004	0.00964	0.0151	0.57721	0.00846	0.08197	0	0	0.00057	0.00042	1.8302	0.16969	0.00964	0	0.28305	0.00359	0.00981	0	0	0.00834
Healthy	0	2.05809	0	0	0	0	0	0	0	0	0.99396	1.36061	2.05809	0	0	0	0	0	0	0
Healthy	0	0.24866	0	0	0	0.61229	0	0	0	0	2.78913	0.57997	0.24866	0	1.53189	0	0	0	0	0
Healthy	0.26705	0.02619	0.00781	0	0.06139	0.00718	0	0	0	0.00323	0.33163	0.26318	0.02619	0	0.13149	0	0.25459	0	0	0
Healthy	5.96187	0	0	0	0	0	0	0	0	0	0.16097	0.14913	0	0	0.31036	0.85546	0.18534	0	0.10412	0
Healthy	13.114	0.06357	0.02962	0.00717	0.01742	0	0.00385	0.00084	0	0.04476	0.75349	0.40198	0.06357	0	0.31603	0.00051	0.01872	0.00606	0.12303	0
Healthy	0	0.11472	0.05239	0	0	0	0	0	0	0	0	1.30018	0.11472	0	0.31875	0.20181	0	0	0	0
Healthy	0	0	0	0	0.00913	0	0	0	0	0	0.02443	0.19295	0	0.00213	0.14683	0	0.00607	0	0	0
Healthy	0.08449	0	0	0	0	0	0	0	0	0	0.76104	0.25684	0	0	0.19909	0	0.02917	0	0	0
Healthy	0	0.00541	0	0.00626	0	0	0	0.00512	0	0	0.0106	0.16311	0.00541	0	0.02786	0	0	0	0	0
Healthy	0	0	0	0	0	3.03464	0	0	0	0	2.89023	2.47055	0	0	0	0	0	0	0	0
Healthy	1.15375	0	0	0.30579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.42786	0	0	0.01195	0.44183	0.24503	0	0	0	0	0.01295	0	0	0	0	0	0	0	0	0.01654
Healthy	0.09638	0.30701	0.03104	27.7167	0	0.60117	0.0793	0.04931	0	0.59055	0.0044	0	0.30701	0.0026	0	0	0	0	0	0.54342
Healthy	0.38936	0.02284	0.07684	0	0.12057	0	0	0	0	0.02055	0.07746	0.10365	0.02284	0	0.02263	0	0.02275	0.098	0	0
Healthy	0.80866	0	0	0	0	0	0	0.05242	0	0	1.38943	0.25741	0	0	0	0.03388	0.12022	0.05291	0	0
Healthy	0	0.00091	0	0.00255	0	0	0	0	0	0	0.24118	0.16755	0.00091	0	0.14927	0	0.03274	0	0	0
Healthy	0	0	0	0	0	0.04032	0	0	0	0	0	0.05362	0	1.72378	0	0	0	0	0	0
Healthy	2.89992	0	0	0.0223	0.05714	0.08284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16428
Healthy	0.13855	0.07388	0.0495	0	0	0	0.22483	0	0	0.00228	1.75916	0.8628	0.07388	0	0.69865	0.20169	0.32815	1.17836	0.00197	0
Healthy	2.07969	0	0	0	0	0	0	0	0	0	0	0	0	20.3628	0	0	0	0	0	0
Healthy	2.75306	0	0	0	0	0.17533	0	0	0	0	1.34432	0.24736	0	0.3939	0	0	0	0.01395	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.53682	0.35184	0	0	0.18181	0.12251	0.3306	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.02916	0.06367	0	0	0.07031	0	0	0	0	0
Healthy	0.38252	0	0	0	0.05188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02865
Healthy	0.24188	0	0	0	0	0	0	0	0	0.13673	0.03437	0.05612	0	0	0.12016	0	0.00184	0	0	0.03064
Healthy	1.8246	0.00166	0.02121	0	0.04539	0.00113	0.01152	0	0	0.00138	0.29975	0.26079	0.00166	0	0.10267	0	0.20288	0.00395	0	0
Healthy	0.05196	0	0	0	0	0	0	0	0	0	0	0.02227	0	0	0	0.26298	0	0.06451	0.09951	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.0794	0	0	0	0	0	0	0	0
Healthy	0	0.20471	0.11235	0	0.00365	0.09218	0	0	0.0775	0.00516	3.12533	1.3413	0.20471	0	1.00235	0	2.84761	0	0	0.02179
Healthy	1.52476	0.04896	0.00103	0.50435	0.01451	0.19604	0	0	0.0019	0	5.0779	2.00814	0.04896	0	1.24849	0	0.11606	0.01256	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.67207	0.20319	0	0	0	0	0.13538	0	0	0
Healthy	0	0	0	0.06629	0	0	0	0	0	0	0	0.04947	0	0	0	0	0.04112	0	0	0.01914
Healthy	0	0	0	1.39216	0	0	0	0	0	0	3.67544	4.36886	0	0	0.40123	0	0.01613	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.5421	0.02426	0.0596	0	0.09803	0	0	0	0	0.02552	0.11057	0.10635	0.02426	0	0.01714	0	0	0.11308	0	0
Healthy	0.03561	0	0	0	0	0	0	0	0	0	0.40725	0.22677	0	0	0.79572	0	0.45948	0	0	0
Healthy	19.4089	0	0	0	0	0	0	0	0	0	0.7692	0.37474	0	0	0.05227	0	0	0	0	0
Healthy	0	0.0063	0.00603	0	0	0	0	0	0	0	0.49787	0.26647	0.0063	0.01331	0.33175	0.8908	0.10002	0	0.16334	0
Healthy	0	0	0	1.83246	0.53711	0	0	0	0	0	0.00271	0.23123	0	0	0.09704	0	0	0	0	0
Healthy	0.56607	0.01721	0.00332	9.56951	0	0.55244	0.00081	0	0.07558	0	0	0	0.01721	0	0	0	0	0	0	0
