group	Phytobacter_ursingii	Streptococcus_sp001556435	Streptococcus_parasanguinis_D	Ruminococcus_B_gnavus	Clostridium_A_leptum	Streptococcus_thermophilus	Streptococcus_sp004166885	Rothia_sp001808955	Eggerthella_lenta	Longicatena_innocuum	Anaerobutyricum_hallii_A	Blautia_A_wexlerae	Streptococcus_sp001556435	Parabacteroides_johnsonii	Dorea_formicigenerans	Paraprevotella_clara	Anaerostipes_hadrus_A	Ruminococcus_C_callidus	Paraprevotella_xylaniphila	Enterocloster_sp000155435
Healthy	0	0	0	0	0	0	0	0	0	0	0.94982	0.78914	0	0	0.0963	0	0	0.99449	0	0
Healthy	0	1.06145	0.49398	0	0	0.18189	0.01673	0	0	0.01343	0.57206	0.31509	1.06145	0.42557	0.21958	0.281	0.17358	0.18238	0.03247	0
Healthy	0.14805	0.21593	0	0.05228	0.11971	0	0	0	0.01389	0.0146	0.20048	0.34211	0.21593	0	0.18666	0	0.04093	0	0	0
Healthy	2.66119	15.3526	2.29447	0	0.00491	0.11747	0	0.00095	0	0	1.50317	0.47456	15.3526	0	1.06003	0.01891	0.00218	0.22908	0.00283	0.06047
Healthy	0.71224	0	0	0.30374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	8.05628	0	0	0	0	0	0.57277	0	0	0.30395	9.82076	8.05628	0	3.58938	0	1.35363	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.3035	0	0	0	0	0	0	0	0	0
Healthy	0.64204	0.61688	0.05514	0.17527	0.18854	0.00766	0	0	0	0.01047	3.36147	2.46218	0.61688	0	0	0	0.01627	0.08934	0	0
Healthy	0.90504	0.06119	0	2.06644	0.24417	0	0.00341	0.00072	0.02045	0.01897	0	0	0.06119	0	0	0	0.05584	0	0	0.08906
Healthy	0.04132	0.42614	0.00545	0.00325	0.00261	0	0	0	0	0	0.34242	0.1096	0.42614	0.00481	0.25076	0	0.00926	0.00332	0	0
Healthy	0.23325	0.11594	0.00856	0	0	0	0	0	0	0	0.28541	0.25395	0.11594	0	0.14636	0	0.00742	0	0	0
Healthy	0.27732	0.41129	0.08973	0	0.15788	0	0	0	0	0	0.50277	0.3845	0.41129	0	0.10352	0	0	0.07957	0	0
Healthy	0.82903	0.09715	0.00352	3.06005	0	0.01433	0	0.00943	0	1.21161	0	0	0.09715	0	0	0	0	0	0	0
Healthy	0	0.05386	0.00832	0	0	0	0	0	0	0	0.09396	0.33887	0.05386	0	0.10929	0	0.00376	0.0392	0.71817	0
Healthy	0	0.01402	0	0	0	0	0	0.00086	0	0	0	0	0.01402	0	0	0	0	0	0	0
D065626	0.21226	1.44811	0.09504	0	0.18841	0.19566	0.25537	0	0	0	0.29415	0.45994	1.44811	0	1.04919	0	0	0	0	0
Healthy	11.877	0.1957	0.0016	0.00031	0	0.01369	0.06977	1.51571	0	0	0	0	0.1957	0	0	0	0	0	0	0
Healthy	1.83665	8.81549	0.57178	0.02158	0.02623	0	0	0.30116	0	0	0.60342	8.89954	8.81549	0	4.6603	0	1.88644	0	0	0
Healthy	0	0.05171	0.01158	0	0	0	0	0	0	0	0	0.09503	0.05171	0	0.0589	0	0	0	0	0
D065626	0.92283	0.07453	0.04214	0	0.02587	0.03275	0	0	0	0.00146	0.03611	0.153	0.07453	0	0.21333	0.11219	0.02459	0.00634	0.01092	0
Healthy	0.37713	0.44515	0.11118	0	0.06359	0	0	0	0	0	0.61601	0.60115	0.44515	0	0.1501	0	0	0.01438	0	0
Healthy	1.63938	0.05205	0.08981	0.00682	0.006	0	0.15334	0.10894	0	0	2.53996	0.61347	0.05205	0	0.30543	0.29909	0.34007	0.3028	0.00827	0
Healthy	1.62939	0	0	0	0	0	0	0	0	0	0	0.09172	0	0	0.08512	0.21863	0	0	0.02497	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.4359	1.39439	0	0	1.13023	0	0	0	0	0
Healthy	0.20979	0.04195	0.0174	0.21888	0	0.15739	0.00147	0	0	0.0002	0.09211	0.53337	0.04195	0	0.44537	0	0.01895	0.03196	0.44607	0
Healthy	0	0	0	0	0.15924	0.01218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.58489	0	0	0	0.13605	0.08399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.09193	0	0	0.03095	0	0	0	0	0	0.05078	0.14571	0.09193	0	0.03244	0.26458	0	0	0.02219	0
Healthy	0.09809	0.20598	0	0	0	0.45016	0	0	0	0	0.76261	0.23119	0.20598	0	0.1119	0	0	0	0	0
Healthy	0.01409	0.01038	0.00121	0.03604	0	0.0017	0	0	0.01428	0.01532	0	0.00222	0.01038	0	0	0	0	0	0	0.04782
Healthy	0.20655	0.40024	0.03503	1.33663	0	0	0.00329	0.02328	0.00112	0.00905	0	4.08529	0.40024	0	0.1207	0	0.02598	0	0	0.02789
Healthy	0.53174	0.1271	0.18306	0.00211	0	0.11593	0.00621	0	0.0389	0.00997	0.25658	1.35716	0.1271	0	0.59206	0	0.26616	0	0	0
Healthy	0	0	0	8.54296	0	0	0	0	0	0	0	0.21531	0	0	0	0	0	0	0	0
Healthy	0.11909	0	0	0.00287	0.27905	0.29531	0	0	0	0	0.01267	0.03728	0	2.40611	0.0071	0	0	0	0	0.00672
Healthy	0	0.06916	0.0232	0	0	0	0	0	0	0	0	0.13935	0.06916	0	0.05004	0	0	0	0	0
Healthy	0.19934	0.0039	0	0	0	0	0	0	0	0	0.15248	0.04337	0.0039	0.08027	0.11693	0	0.00119	0.00423	0	0
Healthy	69.1835	1.16691	0	0	0	0	0.20821	0.45284	0	0	0	0	1.16691	0	0	0	0	0	0	0
Healthy	0	0.15754	0	0	0.08163	0	0	0	0	0	1.14977	0.3541	0.15754	0	0.20138	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.10757	0.22999	0	0	0.14008	0	0	0.21085	0	0
Healthy	2.25559	0.00732	0	0.37416	0	0	0	0	0.00605	0.00213	0	0.00186	0.00732	0	0	0	0.1918	0	0	0.05512
Healthy	2.10036	1.01681	0.06242	0	0.00752	0.36168	0.01675	0.0468	0	0	1.06692	0.92437	1.01681	0	0.15157	0.22374	0.28666	0.00538	0.00754	0.03185
Healthy	30.2101	0	0	0	0	0	0	0	0	0	0.20636	0.12548	0	0	0.10479	5.31211	0	0	0.10521	0
Healthy	0.01831	0.07913	0	0.01673	1.60036	0	0	0.00516	0	0.00145	2.87482	2.08297	0.07913	0	0.13314	0	1.6487	0.00784	0	0.01443
Healthy	0	0	0	0	0.05108	0	0	0	0	0	0	0	0	0	0	0.83619	0	0	0.19206	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.26736	0.49501	0	0	0.39658	0.55681	0.22844	0	0	0
Healthy	1.31873	0.08635	0.01703	0	0.31153	0.02604	0	0	0	0	3.267	0.81301	0.08635	0	0.55396	0	0.02726	0	0	0
Healthy	0.04266	0	0	0.0047	0	0	0	0	0	0	0.03769	0.03829	0	0	0	0	0	0	0	0
Healthy	0.62109	0.35153	0.10279	0.85743	0	0.08834	0.11998	0.03376	0.12076	0.0053	0	0.0074	0.35153	0	0	0	0.19909	0	0	0.03926
Healthy	0	0	0	0	0	0	0	0	0	0	0.17127	0.48199	0	0	0.15534	0	0.01062	0.00192	0	0
Healthy	0.83119	0	0	0.28403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.48121	0	0	0	0	0	0	0	0.23002	0	0	0	0	0.00271	0	0	0
Healthy	0	0.00705	0	0.01767	0.0601	0	0	0	0	0	0.08661	0.06739	0.00705	0	0.0131	0	0	0	0	0
Healthy	0	0.05272	0.0211	0	0	0.11585	0	0	0	0	0.56435	0.20365	0.05272	2.95044	0.061	0	0.03231	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20455	0.02553	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06762	0	0	0	0
Healthy	0	0.18416	0.13291	0	0	0.60002	0.01687	0.02385	0	0	0.35936	0.58002	0.18416	0.11152	0.20388	0	0.13229	0	0	0
Healthy	0.18723	0.41599	0.18043	0.00581	0.04497	1.12144	0	0	0.00309	0.0053	3.21536	0.63022	0.41599	0	2.00198	0	0.01994	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.12919	0	0	0	0.02515	0	0	0	0	0	0.92468	0.50424	0	0	0.17411	1.30618	0.16894	0.32342	0.28056	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.01864	0	0.36418	0.01098	0	0	0	0	0
Healthy	0.41766	0	0	0	0.36139	0	0	0	0	0	0	0	0	0	0.00097	0	0	0	0	0
Healthy	0.03083	1.11031	1.48614	0.64001	0.25577	0.19358	0	0.13634	0.00226	0.0013	0.91812	0.03778	1.11031	0	2.43565	0	0.00847	0	0.01359	0.00017
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27197	0	0
Healthy	4.48171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	3.67627	1.64456	0	0	0.79754	0.09191	0	3.56044	0	0
Healthy	8.27501	0.8971	0.03671	0.09102	0.04737	0	0.02387	0	0.03437	0.00766	0.2815	0.2439	0.8971	0	0	0	0.98647	0.09421	0	0.0285
Healthy	0	0	0	0	0	0.02844	0	0	0	0	0.75945	0.24262	0	0	0.32318	0	0	0	0	0
Healthy	0	0.03148	0	0	0	0	0	0	0	0	0.42515	0.10891	0.03148	0	0.08235	0.23152	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.01728	0	0	0	0	0	0.03761	0	1.7393	0	0	0	0	0	0.01553
Healthy	0	0	0	0.04415	0	0	0	0	0	0	0	0.02749	0	0	0	0	0.06277	0	0	0.00468
Healthy	0	0	0	0	0	0	0	0	0	0	0.12937	1.44457	0	1.13658	0.03313	0	0.38765	0	0	0
Healthy	0.17021	0.01461	0	0	0	0	0	0	0	0	1.15416	0.72601	0.01461	0	0.28287	0	0	0	0	0
Healthy	44.0561	0.01174	0	0.13602	0	0	0	0.00445	0	0	0	0	0.01174	0	0	0	0	0	0	0
Healthy	0.68284	0.26753	0.12755	0	0	0	0	0	0	0.02996	0	0.12469	0.26753	0	0.4205	0	0.03003	0	0	0
Healthy	0.02209	0.30236	0.02319	0.11887	0.00932	0	0.06567	0.00364	0.00127	0.00197	1.28031	0.18902	0.30236	0	0.41204	0.12791	0	0	0.01391	0.02715
Healthy	0	0.02819	0	0	0	0	0	0	0	0	0.19826	0.33769	0.02819	0	0.25767	0	0.00966	0.03129	0	0
Healthy	0.43979	0	0	0.00992	0.41908	0.20397	0	0	0	0	0.01119	0	0	0	0	0	0.01062	0	0	0
Healthy	5.0395	0.00268	0	0	0.00302	0.00063	0	0	0	0.00372	0.19254	0.15302	0.00268	0	0.30939	0.86013	0.21291	0	0.16367	0
Healthy	1.99531	0	0	0	0	0	0	0	0	0	0	0.15084	0	0	0	0	0	0	0	0
Healthy	2.30323	0	0	0.01738	0.06377	0.12872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16848
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.0749	0.0544	0	0	0.05095	0	0	0	0	0
Healthy	2.17496	0	0	0	0	0	0	0	0	0	0	0	0	20.4646	0	0	0	0	0	0
Healthy	1.18723	0	0	0	0	0	0	0	0	0	1.12081	0.25587	0	0	0	0.64951	0.46671	0	0.03497	0
Healthy	0	0.05348	0.02539	0.00114	0.16984	0.03194	0.00728	0	0.00785	0.00034	1.6448	0.76172	0.05348	0	0.49365	0	0.0071	1.30045	0	0.01231
Healthy	0.06196	0.35324	0.022	0.02722	0	0	0	0	0	0.03275	0.23644	0.36265	0.35324	0	0.09254	0	0	0	0.27724	0
Healthy	0.03069	0.13528	0	0	0	0	0.03375	0	0	0	0.80913	0.70581	0.13528	0	1.0164	0.24633	0.06613	0.04816	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.71057	0	0	0	0.19663	0.07455	0	0	0	0
Healthy	0.00191	0.03039	0.01349	0.02418	0.0354	0.04338	0	0	0	0.00048	1.88501	0.27548	0.03039	0	0.50235	0.71975	0.03642	0	0.02051	0.02884
Healthy	0.50132	0.03166	0.06355	0	0.09297	0	0	0	0	0.01896	0.08574	0.10125	0.03166	0	0.01713	0	0.00187	0.07771	0	0
Healthy	0.18507	0.00991	0	0.03823	0	0	0	0.00929	0	0	0.00815	0.06658	0.00991	0.10258	0.0273	0	0	0.06309	0	0
Healthy	0	0	0	0	0.02449	0	0	0	0	0.00331	0.48431	0.35168	0	0	0.24514	0.11785	0.10912	0	0	0
Healthy	13.8958	0.21229	0.04632	0	0	0	0	0.13362	0	0	0.48577	0.1054	0.21229	0	0.07419	0	0.09343	0.17	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.56103	0.32648	0	0	0.0593	0.26292	0.43601	0.16504	0.01108	0
Healthy	0.02936	0.0236	0	0.03086	0	0	0	0	0	0	0	0.14878	0.0236	0	0.06204	0	0	0	0	0
Healthy	0.01164	0.14327	0.01955	0.00848	0	0	0	0	0.00323	0	0.61407	0.08111	0.14327	2.05293	0	1.60589	0	0	0.34388	0.01674
Healthy	16.2704	0.01299	0	0	0.14329	0.02115	0	0	0.00442	0.00461	1.17286	0.58479	0.01299	0	0.223	0	0.03581	0	0	0
Healthy	0	0.0178	0	0	0	0	0	0	0	0	0	0.04787	0.0178	2.8705	0.00369	4.12379	0	0.10112	0.18278	0
Healthy	0	0	0	0	0.15636	0.03282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.03904	0	0	0	0	0.14991	0.42312	0	0	0.06361	0.70736	0	0	0.06062	0
Healthy	0.01872	0.00053	0.15468	0.75786	0	0	0	0.00078	0.15598	0	0	0	0.00053	3.74035	0	0	0	0	0	0
Healthy	0	0.08538	0	0	0.02815	0.0684	0	0	0	0.00204	1.97956	0.69607	0.08538	0	0.43216	0	0.00581	2.60759	0	0
Healthy	7.89383	0.12226	0.05708	0.00599	1.60122	0	0	0	0	0	0.11721	0.10618	0.12226	0	0.01267	0	0	0.04897	0	0.02902
Healthy	0	0	0	0	0	0	0	0	0	0	1.95125	1.84529	0	0	0.87908	0	0.12918	0	0	0
Healthy	0.28043	0	0	0	0.273	0	0	0	0	0	0.43856	0.27467	0	0	0.24097	0.28706	0	0	0	0
Healthy	0	0	0	0	0.99946	0	0	0	0	0	0	0	0	0	0	1.19838	0	0.08369	0.14056	0
Healthy	0	0.02026	0.0477	0	0.00392	0	0	0	0	0	0.28936	0.19889	0.02026	0.00036	0.14031	0.30544	0.09738	0	0.02387	0
Healthy	0	0.00629	0	0	0	0.00762	0	0	0	0	0.1013	0.09394	0.00629	0	0.08634	0.16451	0.01334	0.00494	0.00787	0
Healthy	0	0.12449	0	0	0.02633	0	0	0	0	0	0.32677	0.16662	0.12449	0	0.09421	0.94802	0.23289	0.12077	0.0864	0
Healthy	0.32467	0.11384	0.00553	0.05146	0	0.00491	0.04448	0	0	0.0031	0	0.00425	0.11384	0	0	0	1.92433	0	0	0.00266
Healthy	14.8379	0.10988	0	0.03972	0	0	0.00458	0.005	0.00203	0.012	0.46902	0.06891	0.10988	0	0	0	0.05506	0	0	0.01152
Healthy	0.00738	0.09353	0.02836	0.02086	0	0	0	0	0	0	0.14205	0.08565	0.09353	0	0.02355	0	0	0	0	0.00304
Healthy	0.09251	0.02952	0.00693	0.06586	0.11254	0	0	0	0	0	0	0.03106	0.02952	0	0	0	0	0	0	0
Healthy	0	0	0	0.05655	0	0	0	0	0	0	0	0.02523	0	0	0	0	0.07306	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.00842	0	0	0	0	0.78441	0	0.03446	0.12789	0
Healthy	0	0	0	1.44896	0	0	0	0	0	0	3.54209	4.09673	0	0	0.38687	0	0.02668	0	0	0
Healthy	0.18701	0	0	5.25015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.09698	0.08885	0.20278	0	0.5115	0.02865	0	0	0	0.00375	0.14988	0.34302	0.08885	0	0.09808	0	0.02956	0.0106	0	0
D065626	0.37826	0.02952	0.01396	1.7677	0.03123	0	0.07892	0.00591	0	0.01319	0.17528	0.29689	0.02952	0	0	0	0.13021	0	0	0
Healthy	0	0.98404	0	0.01479	0	0	0	0	0.01338	0	2.14026	0.94346	0.98404	0	0.76139	0	0	0	0	0
Healthy	0.41381	0.07483	0	1.12173	0	0.44044	0.00985	0	0.03171	0.00162	0	0	0.07483	0	0.08327	0	0.13792	0	0	0.01088
Healthy	0	0.09778	0.10642	0	0.07678	0	0	0	0	0	0.44678	0.40098	0.09778	0	0.3049	0	0.08633	0	0	0
Healthy	10.2031	0	0	0	0.03655	0	0	0	0.01096	0.01288	0	0.13815	0	0	0	0	0	0	0	0
Healthy	0	0	0.01904	0	0	0	0	0	0	0	0	0.00929	0	0.08763	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00725	0.00061	0	0	0	0	0.00346	0	0	0	0.03745	0.09693	0.00061	0.22548	0.0912	0	0.23576	0.27544	0	0
Healthy	0.84904	0.03498	0.01546	0.00143	0.00276	0.51674	0	0	0	0	0.24279	0.804	0.03498	0	0.14437	0	0.02337	0	0	0
Healthy	0	0.01303	0	0	0	0.0744	0	0	0	0	0	0.03356	0.01303	0.03772	0.04461	0.08875	0	0	0	0
Healthy	5.18254	0.13127	0	0.01657	0	0	0	0	0	0	0.28264	0.30233	0.13127	0.04068	0.20801	0	0	0.04264	0	0
Healthy	0.06415	0	0	0.02007	0	0	0	0	0	0	0	0	0	0	0.17047	0	0.01738	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.02657	0	0	0	0	0	0	0	0	0	0.05746	0.02657	2.90141	0	4.13326	0	0.09035	0.23597	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.01329	0	0.34642	0.02659	0	0	0	0	0
Healthy	0	0.02635	0	0	0	0	0	0	0	0	0.33764	0.04426	0.02635	0	0.22942	0	0.03429	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.02691	0	0	0	0	0	0	0	0
Healthy	9.59962	2.07228	0.06148	0	0	0	0	0	0	0	4.41518	1.97664	2.07228	0	1.31596	0	0	0	0	0
Healthy	8.04806	0.79968	0.03252	0	0	0	0	0.02371	0	0.00031	0.02785	0.1395	0.79968	0	0.30011	0.0015	0	0.48625	0	0
Healthy	28.4103	0.17012	0.09807	0.02479	0.00316	0.00934	0	0.00697	0.00154	0.00058	0.31844	0.22228	0.17012	0	0.03196	0	0.0011	0	0	0
Healthy	0	0.67784	0.01905	0	0	2.52732	0	0	0	0	0.73357	0.85334	0.67784	0	0.49349	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2718	0	0
Healthy	3.50567	0	0	0.00451	0	0	0	0	0.00314	0	0	0.00903	0	1.22981	0.01983	1.76317	0	0	0.02622	0.00554
Healthy	0	0	0	0	0	0.00764	0	0	0	0	0.90859	0.44442	0	0	0.23235	0	0.12665	0	0	0
Healthy	4.56367	0	0.00439	0	0	0	0	0	0	0.03472	0	0.00134	0	0	0.12557	0	0	0	0	0
Healthy	0.07914	0	0	0	0	0	0	0	0	0	0	0.05831	0	2.34331	0	0	0	0	0	0
Healthy	0	0.00854	0	0	0	0.01335	0	0	0	0	0.14823	0.1035	0.00854	0	0.10547	0.26539	0.02871	0.00576	0.00931	0
Healthy	0.83626	0	0.04972	0	0.00394	0	0	0	0	0.00252	0	0.04378	0	0	0.0241	0	0	0.183	0	0
Healthy	26.9709	8.25607	1.52311	0	0	0	0	0.03541	0	0	0	0	8.25607	0.00018	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.5464	0.26405	0	0.01585	0.16128	0.05279	0.03446	0	0	0
Healthy	0	0	0	8.21681	0	0	0	0	0	0	0	0.09463	0	0	0	0	0	0	0	0
Healthy	0.24872	0.48505	0.27905	0.00719	0.32643	0.14856	0.06395	0	0	0.0274	5.44441	1.20302	0.48505	0.21313	0.49762	0.07657	0.20551	0	0	0
Healthy	0.36064	0.36932	0.08188	0	0.04098	0	0	0	0	0	0.5879	0.36554	0.36932	0	0.10741	0	0	0.03778	0	0
Healthy	0.01889	0	0	0.54103	0.15391	0	0	0	0	0	0	0.0024	0	0	0.03423	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.79255	2.27423	0	0	0.02025	0	0	0	0	0
Healthy	0.03122	0	0	0	0	0	0	0	0	0	0	0	0	0.02235	0.00327	0.29874	0	0	0.03382	0
Healthy	0	1.47416	0.25939	0.19212	0	0.07214	0	0	0.09692	0.00392	3.08554	1.35452	1.47416	0	1.25143	0	0.26191	0	0	0
Healthy	0.28324	0	0.01299	0	0.06125	0	0	0	0	0.01176	0.02045	0.08608	0	0	0	0	0	0.05638	0	0
Healthy	0	0.09347	0.06707	0	0.09246	0	0	0	0	0.00465	0.8215	0.51321	0.09347	0	0.43659	1.25384	0	0.01658	0.01366	0
Healthy	1.72747	0	0.01396	0	0	0	0	0.01601	0.13545	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.03726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02636	0	0	0	0	0	0	0	0	0	0	0.03394	0	0.34434	0.04132	0	0	0	0	0
Healthy	0.02664	0	0	0	0	0	0	0	0	0	0.04927	0.02485	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.04259	0.1744	0	0.0011	0.14213	0	0	0	0	0
Healthy	0.3495	0.04179	0.01926	0	0.03015	0	0	0.00168	0	0	0.70525	0.64464	0.04179	0	0.07233	0	0.01206	0.00164	0	0
Healthy	0.06543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11122
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.05879	0.05027	0	0.04782	0	0.00127	0	0	0	0	0.02665	0.02981	0.05027	0.00029	0	1.19844	0.00348	0.01523	0.07698	0
Healthy	0.03075	0	0	0.00593	0	0.18219	0	0	0	0	1.89053	1.23188	0	0	1.08168	0	0.31308	0	0	0
Healthy	9.70979	0	0	1.14507	0	1.2744	0	0	0	0	0.54547	1.15083	0	0	0.16904	0.5608	0	0	0.08271	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.42818	0	0	0	0	0	0.08304	0	0	0	0	0	0	0	0
Healthy	2.05871	0	0	0	0	0	0	0	0	0	0	0	0	20.3709	0	0	0	0	0	0
Healthy	0	0	0.03863	0	0	0.20079	0	0	0	0	0	0.05601	0	0	0.0183	0	0	0.23273	0	0
Healthy	0	0	0	0.0151	0.04916	0	0	0	0	0	0.08647	0.06981	0	0	0.00246	0	0	0	0	0.00455
Healthy	0.13799	0.12168	0.03863	0.06541	0	0.08802	0	0	0.01909	0.00493	0.54315	0.35215	0.12168	0	0.58011	0	0.20962	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.73359	0.48605	0	0	1.11524	0	0.23808	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.00315	0	0.3538	0.02888	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1904	0.01445	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00222	0	0	0	0	0	0	0	0	0.54955	0.14659	0.00222	0	0	0	0.08087	0	0	0
Healthy	0	0.02629	0	0.01739	0	0	0	0	0	0	0	0.21604	0.02629	0	0.01431	0	0	0	0	0
Healthy	0	0	0	0	0	0.08546	0	0	0	0	1.20521	1.5927	0	0	0.77783	0	0.21292	0	0	0
Healthy	0.03928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11754
Healthy	0	0	0	0.13136	0	0	0	0	0	0	0.00326	0.05636	0	0	0.03442	0	0	0	0	0
Healthy	0	0	0	0	0.00623	0.24663	0	0	0	0	0	0.02795	0	0	0.20957	0	0.00197	0	0	0
Healthy	0.10767	0	0	0	0.02976	0	0	0	0	0.00143	2.24553	0.14232	0	0.98441	0.19536	0	0.23236	0	0	0.07247
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.69652	0.01538	0.01893	0.00096	0	0.25572	0	0	0	0.00089	0.11621	0.07011	0.01538	0	0.05092	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.03532	0	0	0	0	0	0	0	0.03146	0	0	0	0	0.03054	0	0	0
Healthy	0.02922	0	0	0	0.11061	0	0	0	0.00269	0.01675	0.02312	0.09733	0	0	0.03678	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.43772	0.04277	0	0	0	0	0	0	0	0
Healthy	3.51716	0	0	1.11004	0	31.6965	0	0	0	0	0	0.01731	0	0	0	0	0	0	0	0
Healthy	0	0.02126	0	0	0	0	0	0	0	0	0.37789	0.22279	0.02126	0	0.03788	0	0.01428	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.05764	0	0	0	0	0	0	0	0	0.93287	0.21102	0.05764	0	0	0	0.22752	0	0	0
Healthy	6.69974	0.06735	0.0115	0	0.00181	0.01742	0	0	0.00603	0.01273	1.25416	0.7737	0.06735	0	0.14073	0.18317	0.03286	0	0.01919	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.12504	0.92665	0	0	0.02115	0	0	0	0	0
Healthy	0.08323	0	0	0	0.29025	0.27989	0	0	0	0	0	0.05236	0	2.41733	0	0	0	0	0	0.00289
Healthy	0	0.93232	0	0	0	0	0	0	0	0	0	0.59475	0.93232	0	0	0	0	0	0	0
Healthy	0	0.04835	0	0	0.40405	0	0	0	0	0	2.13503	1.05225	0.04835	0.04792	0.17784	0	0.57457	0	0	0
Healthy	0	0.04061	0.06466	0	0	0.32409	0	0	0	0	0	0.0264	0.04061	0	0.00942	0	0.0049	0.29641	0	0
Healthy	25.0515	1.12888	0.03253	0	0	0	0	0.01846	0.17076	0	0	0	1.12888	0	0	0	0	0	0	0
Healthy	0.01506	0.09232	0.00989	0.95048	0	0	0	0	0	0	0.23376	0.20821	0.09232	0	0.23983	0	0	0	0	0
Healthy	0.94979	0.55836	0.0224	0.79316	0	0	0	0.00215	0.00447	0	0	0	0.55836	0.62829	0	0	0.03302	0	0	0.01741
Healthy	0	0	0	0	0	0	0	0	0	0	0.40013	0.32035	0	0	0.228	0	0	0	0	0
Healthy	0.14888	0.18382	0.04254	0.23557	0	0	0	0	0	0	0.44888	0.10203	0.18382	0	0.18819	0	0.02481	0	0	0.02362
Healthy	8.87264	0.34746	0	0.09049	0	0	0	0	0	0	0.02407	0.17348	0.34746	0	0	0	0.33337	0	0	0
Healthy	0.09786	0.01259	0	0	0	0	0	0	0	0	0.03287	0.11333	0.01259	0.08356	0	1.13248	0	0.01252	0.44977	0
Healthy	0	1.41684	0.39467	0.45891	1.34061	0.7138	0	0	0	0	0.63724	0.24387	1.41684	0	1.37933	0.38372	0.01216	0.25581	0	0
