group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Coriobacteriaceae	Peptostreptococcaceae	Lactobacillaceae	Pasteurellaceae	Eggerthellaceae	Rikenellaceae	Ruminococcaceae	Bifidobacteriaceae	Dialisteraceae	Akkermansiaceae	Barnesiellaceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae
D003093	27.24558	13.50404	0.30576	4.48308	2.9601	1.4594	0	0.04628	0.30656	0.15905	5.47871	13.50404	0.30576	0.00148	0	0	0.00286	0	0.20507	1.70056
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15205	0	0	0	0	0	0
D003093	14.64071	1.07513	1.7458	0.14703	20.22528	0.23606	0.06087	0	0	0.06167	1.37417	1.07513	1.7458	0.96682	3.86254	1.77975	0.009	8.60606	0.60918	0
D003093	28.69164	4.3483	1.91729	1.01283	0.01391	1.05154	0.06896	0	0	0.0838	2.58485	4.3483	1.91729	0	0	3.02872	0.14692	5.32385	0.71308	0.16396
Healthy	23.52533	7.21895	0.26336	0	2.52225	0.03826	0.05978	0	0	0	0.76495	7.21895	0.26336	0	9.41662	0.37237	0.01271	2.26721	0	0.00863
Healthy	7.05512	10.90396	0.4665	0.01747	0.11142	1.4619	0	0	0	0.01452	24.67263	10.90396	0.4665	0	12.8248	0	0.06781	0	1.2675	0.2674
Healthy	8.92962	7.33223	0	0.02346	0	0.27304	0	0	0	0.10526	1.49551	7.33223	0	0	0	0	11.6155	0	1.91832	0.00317
Healthy	14.21606	11.1243	0.43848	1.41947	0.01407	0.17531	0.21753	0.81426	0.58449	0.00646	0	11.1243	0.43848	0	0.12452	0	0.69891	0	0	0
Healthy	10.11818	5.67516	5.27002	0	0	0	0	0	0	0	3.29894	5.67516	5.27002	0.63239	0	3.86143	2.52426	0	0	0
Healthy	21.72554	10.19668	18.07474	0.32283	0	0.80147	0.19056	0	0.50292	0.02147	2.2877	10.19668	18.07474	0	0.89803	0.8644	1.37103	1.5014	0.30758	0.00509
Healthy	17.04743	4.04494	0.36583	0.06128	0	0.24671	0.22324	0	0	0	5.92515	4.04494	0.36583	0	0.83565	4.15678	0.00657	0	0.98259	0.09077
Healthy	3.17894	1.63362	0.47029	0	0.05228	0.19978	0	0	0.027	0	17.72523	1.63362	0.47029	0	0	1.91359	5.64129	0	0.84587	0.01827
Healthy	3.146	2.17296	0.58068	0	0.1265	0.18884	0	0	0.03235	0	8.40584	2.17296	0.58068	6.2716	0	6.33451	0.18971	0	1.01368	0.62569
Healthy	0.38565	3.79625	0.01535	0.01202	0.16035	1.31902	0	0	0	0.14606	1.29904	3.79625	0.01535	2.74722	44.3211	0	0.23267	0	0	0.08372
Healthy	0	0.00083	26.97598	0.11246	0.04519	0	0.01881	0.81725	0.0213	0.009	0.00057	0.00083	26.97598	0	0	0	0	0	0.35787	0
Healthy	1.9568	5.85538	0	0	0	0.04363	0	0	0.04316	0.08955	13.27617	5.85538	0	0.13726	0.70898	0.7642	0.00587	0	0.02138	0.00328
Healthy	29.47953	1.96996	0	0	1.18947	0	0	0	0	0	0.22768	1.96996	0	0	0	7.46588	0	3.11173	0	0
Healthy	30.42778	3.84376	0.2155	0.0203	0.06983	0.03036	0.03699	0	0	0	2.64777	3.84376	0.2155	0	0	0.83644	0	0.57844	0.55432	0.08924
D003093	1.2142	28.3293	0.22482	0.00779	0	0.03999	0	0	0.10888	0	0	28.3293	0.22482	2.16808	0	0	1.91563	0	0	0.15761
D003093	13.62515	2.76682	0.3478	0.01058	0.01468	0.36481	0	0	0	0.00104	0.17988	2.76682	0.3478	0.04281	13.3734	0	0.01278	0	0	1.55369
Healthy	5.01193	2.02787	49.76916	0.06189	0.15696	1.65203	0.13719	2.11979	0	0.02111	1.49584	2.02787	49.76916	0.28195	0.02197	0	0	9.29125	0.45585	0.00717
Healthy	0.00652	0	36.13241	0.06887	0	0	0	0.00055	0.04112	0	0	0	36.13241	0	0	0	0	0	0	0
Healthy	36.63131	0.36792	0	0.67212	0	0	0	0	5.59311	0	0	0.36792	0	4.30214	0	1.34238	0.03579	0	0	0
Healthy	11.14217	4.02033	1.40857	0.01783	0.09256	0.00854	0.03757	0.00892	0.04074	0.01451	9.23026	4.02033	1.40857	6.31929	0.05676	13.0687	0.08368	0.0089	1.57722	0.30678
Healthy	43.84906	4.76086	0.32315	1.60299	0	0	0.45812	0.0431	0.83487	0.66136	2.39061	4.76086	0.32315	0	0	1.38445	0.01483	0.70044	0	0.00468
Healthy	10.84159	46.506	0	0	0	1.13592	0	0	0	1.88735	5.58462	46.506	0	0	0	0	0	0	0	0
D003093	15.89757	1.63312	10.99164	0.08467	0.25909	1.79517	0.01963	0.01718	0	0.3313	0.41434	1.63312	10.99164	0	0	0	0	0	0	1.22747
Healthy	24.305	0.44251	0	0.10091	0	0	0.66563	0	0	0	0.56803	0.44251	0	0	0.07577	3.00722	0	0	0.77123	0.07354
Healthy	4.2111	0.76597	0.39687	0.31322	0	0.58803	0	0	0	0	15.15027	0.76597	0.39687	15.318	0	13.3842	0.26719	0	0.80435	0.22674
D003093	18.54597	9.12261	0.41684	0	0	1.42874	1.48529	0.28188	0	0	0.32723	9.12261	0.41684	0	0	0	0.00315	0	0	0
Healthy	21.03439	3.95924	0	0.0782	0.02457	0.00952	0	0	0.13135	0.17269	21.18007	3.95924	0	0	0	2.7799	5.03773	0	0	0.17254
D003093	20.21226	11.74768	11.42627	0.20193	0.02325	0.95352	0.12633	0.00564	0.00375	0.28773	5.82665	11.74768	11.42627	0.34316	0	3.59308	0.00696	0	0.42826	0.1125
Healthy	1.23217	0.61842	0	0.01606	0	0.10075	0	0	0	0	15.74561	0.61842	0	0	0	3.40273	0.12874	0	0.6687	1.37496
Healthy	36.2769	4.8351	0.11193	0.05262	0	1.19723	0	0	0	0	3.95401	4.8351	0.11193	0	0	0	0.04164	0	0	0
Healthy	9.67989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	31.8156	16.1291	0	0.27659	0	0	0	0	0	0	2.27085	16.1291	0	1.02417	0	0	0.03047	0	0	0
Healthy	7.41093	4.4427	0.81819	0.4411	0.07281	0	0	0	0.69592	0	17.9083	4.4427	0.81819	0	5.85149	0	2.30368	0	0.78643	0.06815
Healthy	6.17621	9.97041	0	0	0.028	0	0	0	0	0	6.74889	9.97041	0	0	5.88994	0	0.14103	0	0	0.46712
Healthy	2.09958	0.86179	5.8666	0.01043	0.16046	0	0.00249	0	0.04568	0.05954	0.04698	0.86179	5.8666	3.02239	0.00115	0	0.06611	0	0	0.05841
Healthy	21.33534	4.6139	1.17982	1.15081	0.213	1.31913	0.00723	0	0.23021	0.06261	6.04093	4.6139	1.17982	0	1.90163	4.53503	0.00081	0	1.2265	0.33599
D003093	13.42096	8.93929	1.13116	6.47855	0.51303	0.9021	0	0	16.58955	0	0.75544	8.93929	1.13116	0	0	0.03269	0.6323	0	0	0
Healthy	0.76121	5.3939	0.09903	0.02591	0.02083	0.05876	0	0	0	0	18.47392	5.3939	0.09903	0	0	2.21282	0.06954	0	1.18435	2.80319
Healthy	5.72513	3.44435	4.05199	0.00189	0	0	0	0	0	0	15.96016	3.44435	4.05199	2.68998	0.10717	3.07647	0.21323	0.04814	0.74343	0.03199
Healthy	15.12293	0.58598	0	0	0	0	0	0	0.33905	0	3.27176	0.58598	0	22.2746	1.29381	1.30736	0	0	0	0
Healthy	9.78814	2.84173	0.14502	0.02336	0.3195	0.02427	0.02518	0	0	0.05764	25.0389	2.84173	0.14502	0	0	0	0.02574	0	1.03297	0.00151
D003093	27.43038	13.31441	13.86996	0.6221	0	1.0005	0.02587	0	0.70819	0	7.71685	13.31441	13.86996	3.41441	0.09064	0	0.26028	0	0	0.03464
Healthy	20.0574	4.23559	0.87487	0.14163	0.88635	0.16288	0.04211	0	0.29412	0.06377	0.23302	4.23559	0.87487	0.04269	0	0.00099	0	0	0	0.01318
Healthy	1.70546	0.03625	0.07304	0.17968	0	0.29068	0	0	0	0	6.0314	0.03625	0.07304	7.79043	0	18.2103	0.17461	0	1.36033	0
Healthy	2.70959	8.73338	0	0.01799	0	0	0	0	0.1014	0.58739	0.69834	8.73338	0	0	0	0	5.87112	0	0.90465	0.1962
Healthy	27.26938	4.41343	1.3467	0.11371	2.07139	0.56754	0.00795	0	0	0.04751	4.08269	4.41343	1.3467	0.40508	0.18045	1.71259	0.38063	0	0.57578	0.06691
Healthy	2.42962	8.59103	0	0.01821	0	0	0	0	0.10583	0.59301	0.75727	8.59103	0	0	0	0	6.01781	0	0.96424	0.24336
Healthy	20.09009	4.62922	0.02539	7.7113	0.88492	0	0	0.05369	0	1.06157	0.14918	4.62922	0.02539	0	0	0	0	22.3755	0	0.34115
D003093	12.93253	5.32804	3.50937	0.67975	1.49729	0.53977	0.89233	0	0.02119	0.09205	11.35061	5.32804	3.50937	0.99412	0.22938	3.66124	0.5608	0	0.67813	0.26175
Healthy	6.18849	10.19266	0	0	0.03168	0	0	0	0	0	6.76396	10.19266	0	0	5.94372	0	0.13661	0	0	1.58801
Healthy	3.74794	2.43803	0.23047	0.07795	0.02781	0	0	0	0	0	1.4039	2.43803	0.23047	0	0	2.64261	0.07455	0	0	0.92137
Healthy	5.6304	5.7395	4.43001	0	0	0.04776	0	0	0	0	2.76905	5.7395	4.43001	4.54092	10.6627	0	0.50243	0	0	0
D003093	12.51719	5.691	3.64054	0.64593	1.48059	0.60407	0.80809	0	0.01831	0.08969	11.55938	5.691	3.64054	1.00366	0.26975	3.60819	0.57583	0	0.66765	0.29555
Healthy	35.85053	6.11979	0.45537	0.31964	0.04525	0.04697	0.02881	0.02567	0.0587	0	0.82889	6.11979	0.45537	4.90887	0.55245	0.71556	0.46794	1.49401	0.88813	0.02466
Healthy	6.11296	2.52174	0.11535	0.12738	0.23185	0.35659	0	0	0	0.01285	7.33463	2.52174	0.11535	0	23.5265	0.78045	0	2.19041	0	1.03877
Healthy	43.90919	0.06666	0	0	0	0	0	0	0	0	0	0.06666	0	2.1772	0	0	0	10.4569	0	0
Healthy	1.57102	1.79174	0.3179	0	0.02955	0	0	0	0	0	15.44809	1.79174	0.3179	6.20158	0	0	0.14429	0	0.64388	0.01891
Healthy	23.18683	27.77423	1.70982	0.12293	0.46577	0.05672	0	0.23038	0	0	2.52645	27.77423	1.70982	0	0	2.38179	0	0.75007	0	0
Healthy	0.32418	1.92122	0.30593	0.05261	0.31144	0.90607	0	0	0	0.00579	20.12951	1.92122	0.30593	0.05706	0.00985	2.84063	0.02935	0	0.76261	1.89308
D003093	43.02701	3.66312	1.73259	0.19399	0.00876	1.45637	0.80113	1.27223	0.19563	0.11874	2.43577	3.66312	1.73259	0	0	0.59775	0.02298	0	0.50156	0.19523
Healthy	0	0	0	0	0	0	0	0	0.20092	0	0	0	0	0	0	0	0	0	0	0
D003093	27.45095	16.68448	8.96137	0.73139	0.00285	0.68695	0.19356	0.69721	0.00754	0.01288	2.25016	16.68448	8.96137	0.07078	0	5.64335	0	0	1.4738	0.24441
Healthy	4.27275	7.41987	5.09528	0.02622	0.002	0.40306	0	0	0	0.20883	10.85603	7.41987	5.09528	0	0	0	0.00159	0.0641	0	0.13878
Healthy	1.2422	3.50894	1.23626	0.29646	0.7685	1.25125	0	0	0	0.06228	10.03094	3.50894	1.23626	0.60797	0.43209	1.83454	0	0	0	0.62862
Healthy	3.03737	3.25638	0.14009	0.0626	0.03311	0.26175	0	0	0	0	9.6191	3.25638	0.14009	0	10.5133	0.73485	0.09483	0.00202	1.10801	1.37618
Healthy	0.98848	3.77952	0.13723	0	0	0.12241	0	0	0	0	6.50913	3.77952	0.13723	0	0	1.31421	0.03685	0.03445	1.28278	0.41506
Healthy	19.22917	3.94336	0	0.00226	0.08966	0.09436	0	0	0	0.06189	32.78023	3.94336	0	0	0	2.67032	1.09687	0	0.89772	0.3738
Healthy	29.9519	10.34569	0.00223	1.81947	0.04769	0.54054	0	0	0	0.04531	4.84425	10.34569	0.00223	0	0.00206	1.06738	0.25217	0	0.54139	0.00192
Healthy	0.70725	5.64156	0.10854	0.02218	0.02631	0.06371	0	0	0	0	18.21711	5.64156	0.10854	0	0	2.15507	0.06927	0	1.17912	3.07585
Healthy	8.03962	8.41449	0.15596	0	0	0.1	0	0	0	0.09355	22.3585	8.41449	0.15596	0	5.54787	1.58016	0.39124	0	0.087	0
Healthy	5.41206	6.13421	5.11137	0	0	0.1583	0	0	0	0.01875	3.62846	6.13421	5.11137	3.76164	11.9466	0	0.37716	0	0	0
D003093	16.49658	2.75404	0	0.00104	0.21627	0	0	0	0	0	0.8296	2.75404	0	0	0	0	0	0	0	0.14262
Healthy	25.39822	18.67846	11.68667	0.32345	0	1.69258	0	0	0	0	0.59242	18.67846	11.68667	11.8655	0.91338	0.14329	0	0	0	0
Healthy	10.57816	12.92938	1.7763	0.50262	0.03832	0.47792	0	0.23287	0	0.48947	3.88226	12.92938	1.7763	0.99789	5.55483	1.27596	0.00128	0.32437	1.42511	0.07584
D003093	24.28849	7.11508	2.1512	0.37164	0	0.12201	0.25907	0	0.54012	0	1.90489	7.11508	2.1512	2.28371	0	0.14971	0.23419	0	0	0.08906
D003093	23.52426	15.78452	3.49493	0.44283	1.66763	1.28063	0	0	0	0.05602	2.60972	15.78452	3.49493	0	0	0.68327	0	2.32697	0	0.15002
Healthy	1.59744	6.5165	0	0	0	0.0421	0	0	0.02277	0.02474	0.72997	6.5165	0	0	0	0	4.27383	0	0.86403	0
Healthy	8.83503	5.62771	1.48252	0.02136	0	0.29772	0	0	0	0.00661	14.58101	5.62771	1.48252	0	0.58248	0	0.00294	0	1.74706	0.0777
Healthy	9.14533	5.13136	1.40869	0.01061	0	0.35408	0	0	0	0	14.46977	5.13136	1.40869	0	0.54782	0	0.32872	0.01295	1.82906	0.112
Healthy	35.9601	11.73818	0	1.08101	0.91842	0.3423	0.28653	0	0.7789	0	0	11.73818	0	0	0	0	0	0.14841	0	0
Healthy	4.02704	3.71539	0.02775	0	0.2707	0.55687	0	0	0	0	2.57447	3.71539	0.02775	8.89733	6.98413	0	0.24397	0	0	0.31079
Healthy	6.21473	2.34516	0.10419	0.08707	0.28806	0.37073	0	0	0	0.00889	6.97754	2.34516	0.10419	0	23.0526	0.81709	0.01322	2.25595	0	0.97292
D003093	12.95859	8.73899	0.07497	0.05838	0.09864	0.46786	0.8123	0.01075	0.02315	0.09045	4.23734	8.73899	0.07497	0	7.1606	5.84367	0.05365	6.00333	1.3688	0.06428
D003093	22.08508	5.44235	15.12625	0.34251	0.00359	0.71077	0	0.00503	0.00748	0.39438	4.23747	5.44235	15.12625	3.09976	0	4.19797	0.07325	0	1.11919	0.0247
D003093	3.44208	10.0505	0.02759	0	0	0.01247	0	0	0.66553	0	10.5419	10.0505	0.02759	0.01627	0	0	0.07113	0	0	0.13357
Healthy	23.18369	1.41065	3.74179	0.01654	0	0.32995	0	0	0	0.01504	0.69452	1.41065	3.74179	4.68645	1.17037	0.43555	0	0	0.00625	0
Healthy	14.66232	1.36756	0.9567	0	0.08549	0.29208	0	0	0	0.01203	7.50235	1.36756	0.9567	0.00933	0	2.82088	0.17701	0	0	1.67572
Healthy	0.69034	3.22715	1.2112	0.11909	0.56378	0.71992	0	0	0	0.01987	21.22337	3.22715	1.2112	3.03276	0.14643	2.06662	0.00292	0	0.53143	1.21673
Healthy	6.51314	9.50291	0	0	0.03337	0	0	0	0	0	6.6584	9.50291	0	0	6.15939	0	0.15297	0	0.33638	0.42596
Healthy	2.74978	2.14044	67.39364	0	0	2.58962	0	1.35867	0	0	2.16596	2.14044	67.39364	0.06843	0	0	0	3.75983	0	0
Healthy	3.69966	2.0773	0	0	0.2092	0.64731	0	0	0	0	10.60642	2.0773	0	0	0	3.39361	0	0.10412	0.84213	0.10476
Healthy	47.86065	9.32606	0.96114	2.6888	1.2137	0	0.00452	0.76878	0.00291	0.04448	1.72731	9.32606	0.96114	3.39926	0.72467	0	0.00502	2.99009	0.54183	0.00227
Healthy	2.28218	0.09076	0.2095	0	0	0	0	0	0	0	0	0.09076	0.2095	10.6352	0	0	0	0	0	0.0117
Healthy	6.24883	10.05653	0	0	0.02964	0	0	0	0	0	6.5293	10.05653	0	0	5.82754	0	0.12334	0	0	0.44754
Healthy	18.1754	3.09799	25.62091	14.97267	0	3.42746	0	0	0	0	1.67391	3.09799	25.62091	1.63743	0	0	0	0.78441	0	0
Healthy	8.60718	0.68908	36.28447	0.00633	0.00318	1.15465	0	0	0	0	7.87175	0.68908	36.28447	12.7201	0.05007	2.64868	0.01774	0	0	0.09508
Healthy	6.81285	13.19843	0.83152	0.22494	0.002	0.2084	0	0	0	0	15.74449	13.19843	0.83152	0	0.22973	4.6386	0.05111	0	0.7055	0.0521
Healthy	26.96077	2.39016	0.19149	0	0.02529	0	0	0.06733	3.13259	0	0	2.39016	0.19149	0	0	0	0.05886	0	0	1.5231
Healthy	28.894	2.20286	0	0	6.64053	0	0.36995	0	0	0	0.08709	2.20286	0	0	2.25271	0.39499	0	6.83579	0	0
Healthy	46.93193	9.74278	0.29324	0.64308	0.09623	0.2656	0.02577	0	0.1722	0.06199	2.60061	9.74278	0.29324	0	0.43301	2.18053	0.00934	0.29171	1.30545	0.2766
Healthy	0.01859	0.00078	37.43929	0.31843	0	1.99768	0.00074	0.50201	0	0	0	0.00078	37.43929	0	0	0	0.00468	0	0.37918	0
D003093	25.25894	3.13433	8.1184	0.08509	1.23426	1.32472	0.06861	0	0.02433	0.12867	2.54314	3.13433	8.1184	0	0	1.1243	0.1784	0	0.884	0.57401
Healthy	16.79701	12.10365	12.16802	0.29673	0.14734	0.99768	0.28392	0	0.46616	0.02048	0.28979	12.10365	12.16802	3.88742	0.07339	0	0.09601	0	0	0.10528
Healthy	28.05617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.12301	5.31051	1.84367	0.16647	0.46374	0.69983	0	0.05235	0.20244	0.03708	2.88954	5.31051	1.84367	0	0.21883	0.32533	4.12994	0.00143	0.60569	0.48382
Healthy	7.85219	6.0375	1.37209	0.01575	0.25499	0.05178	0.08853	0.13224	0	0.00397	2.15653	6.0375	1.37209	0	0	1.04746	0.55197	0	0	0.64626
Healthy	15.8757	17.58185	0.68159	2.25574	0.07085	0.68133	0	0.00262	0	0.37481	4.34095	17.58185	0.68159	0	0.83149	3.82049	0.01054	0	0.5598	0.00858
Healthy	24.02851	3.82989	0	0	0.09727	0.0728	0	0	0	0	23.70952	3.82989	0	0	0	1.14821	3.23814	0	0.80368	0.33025
Healthy	3.73018	1.96571	0	0	0.17713	0.62741	0	0	0	0	10.08466	1.96571	0	0	0	3.37566	0	0.10932	0.85315	2.82055
Healthy	35.25653	15.4791	0	0.16003	0	0	0	0	0	0	2.45535	15.4791	0	0.70523	0	0	0	0	0	0
Healthy	0.82863	3.84055	0.03159	0	0.31186	0.67344	0	0	0	0.01561	2.52132	3.84055	0.03159	9.1376	7.17834	0	0.23542	0	0	3.21706
Healthy	13.08515	3.96668	2.0627	0	0	0.21376	0	0	0	0	12.77762	3.96668	2.0627	0	0	1.02417	1.76629	0	0	0
Healthy	15.20616	14.60528	0.23432	0	0	0	0	0	0	0.13437	13.92663	14.60528	0.23432	0	0	0	3.06521	1.12509	0	0
Healthy	1.20825	0.86833	0	0.223	0.02717	0.15418	0	0	0	0	0	0.86833	0	3.35101	0	0	0.11586	0	0	0.19888
Healthy	6.64336	6.31401	0.48039	0.0145	0.00617	0.19742	0	0	0.0119	0.04676	13.99661	6.31401	0.48039	0.30683	0	5.49894	1.40445	0.15029	2.4223	0.16082
Healthy	9.28995	4.81253	0.11051	0.09398	0	1.3424	0	0	0	0	3.8008	4.81253	0.11051	0	0	2.35675	3.70084	0	0	0
Healthy	5.98464	3.5989	0.27269	0.03503	0	0.08154	0	0	0.10591	0.07487	27.68693	3.5989	0.27269	0	9.16536	0.93197	0.76266	0	0.45441	0
Healthy	21.33333	1.85423	1.69776	0.1806	2.75207	0.07281	0	0	0	0.00661	8.11061	1.85423	1.69776	1.41727	2.55681	6.71656	0.00608	1.41365	2.95465	0
D003093	4.18617	16.5606	0.38287	0	0.04161	0.19388	0	0	0	0	0.0052	16.5606	0.38287	0.33577	0	4.06712	0.03274	0	0.62238	1.17165
Healthy	14.7844	55.382	26.4576	0	0	0	0	0	0	0	0	55.382	26.4576	0	0	0	0	0	0	0
Healthy	19.27721	5.45879	5.48557	0.81981	0.00847	0.35995	0.12562	0.03752	0	0.06065	1.56555	5.45879	5.48557	4.90607	0	0.16828	0.19696	0	0.49287	0.11336
D003093	6.47444	2.55115	0.00327	0	0.01216	0.026	0	0	0	0	3.50905	2.55115	0.00327	0	0.01598	0	0.04709	0	0	0.23992
Healthy	21.62777	2.25388	0.16703	0.02867	0.08712	0.3887	0	0.5761	0.13296	0.04195	6.30871	2.25388	0.16703	0	0	3.32948	0.49362	0	1.79011	0
Healthy	13.32261	3.61713	0.46514	0.24015	0	0	0	0	2.88551	0	6.94798	3.61713	0.46514	4.45039	0	1.00062	1.28976	0	0	0.16088
Healthy	5.42416	28.29469	0.43193	0.70727	0	0.04871	0	0.01834	0.07519	0	3.03769	28.29469	0.43193	0	0.18057	0	0	0	0	1.16988
D003093	3.57756	1.2449	0	0.00952	0	0	0	0	0.00533	0	0.97844	1.2449	0	0	0	1.59022	0.14367	0	0	0
Healthy	27.43436	0.44311	8.0592	18.30827	0	8.08886	0	0	0	0.0954	0.37778	0.44311	8.0592	0	0.10792	0	0.02111	0	0	0
Healthy	17.37687	9.98515	0.13028	0.38417	0.24053	0.18373	0.27774	0.02644	0.0037	0.05233	11.6803	9.98515	0.13028	0	0	3.07304	0.98327	0.00472	0.85574	0.15532
Healthy	1.05575	0.85433	0	0.26034	0.00982	0.13229	0	0	0	0	0	0.85433	0	3.4124	0	0	0.1305	0	0	0.18641
Healthy	10.27839	4.15932	3.60287	2.36562	0.90172	1.21611	0.17155	0	0.05783	0.00428	6.8694	4.15932	3.60287	0	0	0	1.67474	0	0.44013	0.00784
D003093	44.33676	8.93094	8.89587	0.51068	0.00071	1.93218	0.0195	0.04195	0.07954	0.54823	0	8.93094	8.89587	0	0	1.66544	0	0	0	0
Healthy	68.64843	1.73693	0	0	0.36672	0	0.14174	0	0	0	0	1.73693	0	0	0	0	0	0.37891	0	0
Healthy	15.82956	0.04933	0.02202	0.18192	0.11481	0.06455	0.46071	0	0.12138	0	1.63679	0.04933	0.02202	0	0	0	0.06756	0	0.45155	0.15664
Healthy	23.39615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39214	0	0	0	0
Healthy	31.93906	18.4103	0.89986	1.34408	0.13656	0.87178	0.21757	0	0.10072	0.0341	1.10407	18.4103	0.89986	0.35407	0.42284	0.01006	0.25126	0	0	0.2451
Healthy	0	0	1.04829	0.22569	0	0	0	0	0	0	0	0	1.04829	0	0	0	0	0	0	0
Healthy	14.42117	2.79807	0.05056	0	0.12072	0.00789	0.02552	0	0	0	3.17843	2.79807	0.05056	0	0.07371	3.98722	0.06847	0.04229	0.30658	0
Healthy	5.92327	2.23631	0.11477	0.26525	0.10943	0.03182	0	0	0.09308	0	7.12806	2.23631	0.11477	7.92844	0	5.15572	0.2452	0	0.67679	0.04219
Healthy	6.45903	1.72587	0.12108	0.00194	0	0.04992	0.0561	0	0	0	0.00761	1.72587	0.12108	0	0	0	0.14985	0	0	0
Healthy	0.20051	1.27384	0.09213	0	0	0	0	0	0	0	5.18749	1.27384	0.09213	1.16371	4.6295	0	0	0	0	0.24506
Healthy	0	0	3.17555	0	0	0	0	0	0	0	0	0	3.17555	0	0	0	0	0	0	0
Healthy	15.72166	1.53919	0	0	0	0	0	0	0	0	2.97183	1.53919	0	1.73952	2.84123	0.60676	0	0	0	0
Healthy	8.31204	2.12277	1.06755	0	0.28813	0.04591	0	0	0.10564	0	3.43411	2.12277	1.06755	0	2.40184	4.02953	0.23081	0.34645	2.43521	0.01967
Healthy	9.80768	0.882	0.77485	21.32706	1.88037	1.41242	0.01437	0.95125	0	0	1.90162	0.882	0.77485	0	0	0.04544	0.03507	0	0	0.00296
Healthy	40.97327	10.52993	0.47817	0.18977	0.03613	0.01795	0	0.03383	0	0.0543	5.51707	10.52993	0.47817	0	3.47228	0.4547	0.02812	0	1.00954	0.27149
Healthy	3.13524	33.1672	2.48129	0	0	0.01643	0	0	0	0	22.91475	33.1672	2.48129	0	4.19116	2.11935	0.02182	0	0	0.02751
Healthy	5.02239	1.86375	0.36907	0	0.30214	0	0	0	0	0	13.15181	1.86375	0.36907	5.95091	0	0	0.17425	0	0	0.03845
Healthy	14.88087	6.65845	14.57025	0.08121	0.35555	0.12737	0.41546	0	2.4447	0	3.23914	6.65845	14.57025	2.51346	0	0	0.04372	0	0	0
Healthy	54.00492	4.87138	0.82962	0.16781	0.09341	0.58527	0.7662	0.22955	0.03981	0.10241	5.69785	4.87138	0.82962	0.5914	0.21299	1.17965	0.05991	0.08608	0.64036	0.02709
Healthy	2.44881	0.07622	0.18021	0	0	0	0	0	0	0	0	0.07622	0.18021	10.2634	0	0	0	0	0	0.01201
Healthy	23.99764	2.83493	0.12194	0.07118	0.305	0.10876	0.07375	0	0.28895	0	2.82347	2.83493	0.12194	0	0	3.1047	0.73357	0	1.4341	0.01029
Healthy	30.20196	2.78907	0	0.10194	0.01904	0	0.31543	0	0.05135	0	3.15639	2.78907	0	8.4106	2.48303	0.4971	0.1171	3.55858	0	0
D003093	41.18393	1.28365	7.17106	6.90599	0.22926	0	0	0	0.06582	0.08261	0.12359	1.28365	7.17106	1.58164	0.3348	0	0.0526	0	0	0.04468
Healthy	0.39643	2.02151	0.36078	0.04162	0.31872	0.88122	0	0	0	0.02333	20.04756	2.02151	0.36078	0.0601	0	2.8852	0.00555	0	0.80875	0.6293
Healthy	1.78355	1.7229	1.09861	0	0	0.15301	0	0	0	0	23.77774	1.7229	1.09861	0	3.73739	0	0.6799	0	1.43248	0.04622
Healthy	2.91847	2.21798	0.6711	0	0.14078	0.18093	0	0	0.03386	0	9.099	2.21798	0.6711	6.3059	0	6.47044	0.24045	0	1.14002	0.55931
Healthy	39.02786	2.86958	0.0445	0	1.13061	0	0	0	0	0	0.82024	2.86958	0.0445	0	0	0.36277	0.28696	0	1.51598	0.02248
Healthy	23.17676	4.36005	0.31078	0	0.58424	0.47721	0	0	0	0	3.63084	4.36005	0.31078	0	4.79499	0.22097	0.50514	0	1.97267	0
Healthy	5.03933	1.98008	0.4033	0	0.31823	0	0	0	0	0.00265	11.79437	1.98008	0.4033	6.22355	0	0	0.16316	0	0	0.04033
Healthy	1.25215	3.34676	1.35364	0.34771	0.76495	1.19116	0	0	0	0.07416	9.89684	3.34676	1.35364	0.59341	0.4868	1.74634	0.00315	0	0	3.7544
Healthy	18.03648	2.17434	4.33754	4.0795	1.0362	3.71927	0.03073	0	0	0.00084	0.61412	2.17434	4.33754	10.6599	0	0	0.07051	0	0	0
Healthy	1.17809	3.04973	0.05927	0	0	0	0	0	0	0	4.91666	3.04973	0.05927	0.72202	12.5924	0	0.11572	0	0	1.19015
Healthy	20.39561	16.32299	1.82498	0.43111	0.11243	0	0	0	0.58707	0.10086	0	16.32299	1.82498	9.96174	0	0	0.35801	0	0.6925	0.08069
Healthy	21.16724	7.05331	2.22786	0	0.74184	0.52595	0.4396	0	0	0	5.33246	7.05331	2.22786	0	5.3777	2.89576	0	0	0	0
Healthy	18.8168	4.70594	0.23251	0.07244	0.00191	0.20657	0.01483	0	0.18201	0.03731	4.75163	4.70594	0.23251	0	0	0	0.04881	0	0.33816	0.01387
