group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Streptococcaceae	Erysipelotrichaceae	Coriobacteriaceae	Peptostreptococcaceae	Lactobacillaceae	Pasteurellaceae	Eggerthellaceae	Rikenellaceae	Ruminococcaceae	Bifidobacteriaceae	Dialisteraceae	Akkermansiaceae	Barnesiellaceae	Burkholderiaceae	Methanobacteriaceae	Marinifilaceae	Oscillospiraceae
Healthy	9.25895	11.0147	0	0.0635	0	0.61092	0	0	0	0	5.49113	11.0147	0	0	0	4.31896	3.0744	0	0	0
Healthy	22.291	9.48623	0.76414	0.04534	0.06755	0.02144	0.01894	0	0	0.0328	9.07442	9.48623	0.76414	0.3179	12.3635	0.55469	1.99097	0.01909	0.87279	1.56501
Healthy	1.26577	28.37331	13.24007	0	0	0	0	0	0	0.02732	15.53983	28.37331	13.24007	0	15.4696	0	4.02367	0	0	0.05297
Healthy	14.16528	0	0	0	0	0	0	0	0	0	0	0	0	1.48551	0	4.53582	0	0	0	0
Healthy	2.63256	8.78286	0	0.03157	0.02232	0	0	0	0.09083	0.47913	0.58477	8.78286	0	0	0	0	5.88798	0	0.98258	0.22222
Healthy	18.20647	5.28991	2.52118	0.02228	0.03859	0.16561	0.0095	0.3508	0.00648	0.12731	10.88445	5.28991	2.52118	4.30555	0	6.62671	0.03078	0	0.24147	0.08354
Healthy	30.84699	5.68091	0.0169	0.09245	0.76578	0.0261	0.26833	0	0.21026	0	0.07562	5.68091	0.0169	0.00165	0.26236	0.03714	0.00163	0.86895	0.22032	0.01196
Healthy	5.15164	5.00419	0.23247	0.56081	0	0.02601	0	0	0	0	2.14256	5.00419	0.23247	4.33822	0	3.92076	6.00802	0	1.07995	0.12614
Healthy	5.51069	6.62128	0.22773	0.00094	0.06691	1.43941	0.00751	0	0	0.19157	0.87292	6.62128	0.22773	0	32.1336	1.46024	0.2487	0	4.20169	0.27597
Healthy	4.37022	3.43321	0	0.17348	0.05774	0	0	0	0	0	8.65775	3.43321	0	0	20.3695	0.63235	0.00675	0.57294	0	0.66799
Healthy	0.34193	1.27324	0.36264	0.06652	0.31929	0.86334	0	0	0	0.00859	20.06791	1.27324	0.36264	0.05044	0.00768	2.77796	0.0299	0	0.76496	1.86078
Healthy	18.14503	24.4031	3.10268	0.51703	10.9511	2.86906	0	0	0	0	0.49764	24.4031	3.10268	0	0	0.78488	0	0	0	0
Healthy	61.05005	5.07877	3.77721	0.50717	0.01475	1.29116	0.39836	2.7281	0	0.05593	0.22373	5.07877	3.77721	0	0	0.38255	0	0	0	0
Healthy	1.77582	0.03104	0.07278	0.20469	0	0.29767	0	0	0	0	6.16451	0.03104	0.07278	8.0862	0	18.443	0.18174	0	1.36988	0
Healthy	11.26032	10.39841	1.88745	2.49196	0.04992	0	0.05296	0.00481	0.05673	0.02371	1.58893	10.39841	1.88745	0	0.02628	3.52404	2.89315	0	0	0.05687
Healthy	18.84008	2.11646	0.03396	0.01789	0	0	0.03703	0	0.99388	0	0	2.11646	0.03396	0	0	0	0	0	0	0
Healthy	28.55732	1.95288	0	0	0.06762	0	0	0	0	0.27012	0	1.95288	0	0	0	0	1.87815	0	0	0.09504
Healthy	13.07055	0.47036	0	0	0	0	0	0	0	0	0.85652	0.47036	0	19.5753	0	0.83797	0.06025	0	0	0
Healthy	11.27248	13.62175	1.03685	0	0	0	0	0	0	0	12.71764	13.62175	1.03685	0.10138	17.2204	0.38074	2.41617	0	0	0.30605
Healthy	28.24354	2.31069	0.02827	0.00496	0	0.06218	0	0	0.0202	0	2.41939	2.31069	0.02827	0	0	2.68049	0.49439	0	0.8429	0.02638
Healthy	31.70543	10.35674	0.91966	0.07839	0.04715	0.02694	0	0.04924	0	0.08027	8.50031	10.35674	0.91966	0	5.08195	0.36665	0.02987	0	0.70105	0.26747
Healthy	27.47777	4.64773	0.70459	1.63215	1.84775	0.3178	0.32484	0.00249	2.16802	0	5.74649	4.64773	0.70459	0	0.03042	1.74754	1.14338	0.7659	0.88293	0.02051
Healthy	28.57213	6.33547	0.2823	0.37432	0.03328	0	0	0	2.2516	0.004	14.59237	6.33547	0.2823	0	0.75077	0	5.68858	0	0	0.03686
D003093	18.32462	0.82722	1.88386	0.18623	0.30005	1.61784	0.03275	0.00115	0	0.07932	8.89818	0.82722	1.88386	5.64855	0.01077	4.10703	3.86356	0	0.47125	0.60979
Healthy	17.83848	3.01701	0.04259	0.00891	0.14322	0	0	0	0	0.03492	2.58947	3.01701	0.04259	0	0	0	0.58919	0	0.56417	0.29146
Healthy	5.75014	11.02483	0.00052	0.16607	0.31104	0.26174	0	0	0.03809	0	1.78143	11.02483	0.00052	0.94757	0.01927	1.14264	0.00631	0	0	0
Healthy	13.7737	5.64972	0.03893	1.53045	0.70477	0.06957	0.0032	3.68029	0.64101	0.01523	5.56454	5.64972	0.03893	0.03749	0	0.09551	0.17981	0.04704	0.47315	0
Healthy	11.19042	3.02473	0.38547	0	0	0.43742	0	0	0	0.09407	9.39301	3.02473	0.38547	0	0	2.1258	0.29373	0	0.89543	0
Healthy	14.25353	7.96076	0	0.00411	0.05301	0.25179	0	0	0	0.0314	6.59855	7.96076	0	0	0.00991	4.56603	0.0154	0	2.15747	0.19275
Healthy	18.54068	9.09774	20.2909	0	0	0	0	0	0	0	14.58718	9.09774	20.2909	0	2.66794	0	0	0	0	0
Healthy	3.00749	2.1093	0.65262	0	0.13937	0.17035	0	0	0.02197	0	8.41749	2.1093	0.65262	6.0867	0	6.44491	0.22577	0	0.96455	0.63724
Healthy	32.53599	13.25404	0.11048	0	0.14449	0.35646	0	0	0	0	7.7033	13.25404	0.11048	0	1.02905	3.35924	0.36323	1.61162	2.46423	0
Healthy	14.48304	22.10707	3.06313	0.0651	0.04603	0.33014	0.00968	0	0.02304	0.47762	4.84044	22.10707	3.06313	0	0	0.49377	0.00304	0	0.8842	0.00695
Healthy	18.62407	6.82415	0.39927	0.32709	0	1.30201	0.28424	0	0	0.01544	4.0185	6.82415	0.39927	0	0	3.03843	8.24337	0	0	0
Healthy	9.93341	2.43987	0.00779	0.00318	3.02379	0	0	0	0.00322	0.05538	3.20127	2.43987	0.00779	0.87383	0.37964	0	0.00015	0	1.28166	0.11402
Healthy	40.61396	8.23355	0.02074	0.01704	0.04956	0.01227	0.24526	0	0.02005	0	0.25826	8.23355	0.02074	0	0	0.35418	0.06841	0.01598	1.01216	0.02627
Healthy	12.10456	0	0	0.06078	0	0	0	0	0	0	0	0	0	0	0	0	0.08977	0	0	0.3616
Healthy	3.58003	2.67861	0.19003	0.0933	0.04027	0	0	0	0	0	1.53298	2.67861	0.19003	0	0	2.59741	0.10532	0	0	0.9265
Healthy	27.54936	2.30929	26.73796	0.54497	0	0	0	0	0	0.89167	0	2.30929	26.73796	0	0	0.12913	0	0	0	0
Healthy	28.68756	6.19646	0.2857	0.33411	0.03855	0	0	0	2.15948	0.0114	14.56831	6.19646	0.2857	0	0.73966	0	5.86788	0	0	0.04487
Healthy	4.69588	4.23327	3.8008	0.12421	0	0	0	0	0	0	15.7425	4.23327	3.8008	7.78328	0.92828	5.77752	0.1691	0.91062	1.21858	0.09474
D003093	12.65395	2.3015	0.05388	0.94554	0.00825	0.02281	0	0.29516	0.10512	0.00932	0.61271	2.3015	0.05388	3.22628	0	0.00925	0.01521	0	0	0.05018
D003093	16.34149	7.56655	0.06216	0.67818	2.79233	1.11156	0	0.0323	0	0	0.01228	7.56655	0.06216	0	0.00023	0.28305	1.52043	0	0.12083	0.01825
Healthy	7.87316	8.50483	16.47297	0.13277	0.02758	0.26516	0.01363	0.03975	0.00658	0.23134	8.74358	8.50483	16.47297	0	0	5.60583	2.02905	0	2.05155	0.30071
Healthy	3.72533	2.16534	0	0	0.17399	0.61758	0	0	0	0	10.26834	2.16534	0	0	0	3.27392	0	0.12031	0.87224	0.11629
Healthy	8.68596	17.66638	2.39429	0.37533	0.47012	0.73477	0	0	0	0.01797	10.53038	17.66638	2.39429	6.20364	0.1096	1.81793	2.5475	0	0.55471	0.05462
Healthy	20.22245	5.41623	0.86124	0.64001	0.0057	0	0	0	2.03012	0	9.84875	5.41623	0.86124	0	0.00447	0	6.05602	0	0	0.02457
Healthy	6.25422	7.80866	20.98183	0.0724	1.87534	0.29143	0	0	0	0	5.1278	7.80866	20.98183	0	2.20326	3.06729	0	0.05877	0	0
Healthy	37.00175	6.02386	0.30933	0	0	1.03756	0	0	0.28719	0.00557	0.88132	6.02386	0.30933	0	0	0	0.00244	0	0	0
Healthy	14.55765	3.87608	0.02447	0.03336	0.33034	0.09636	0.00536	0	0.00248	0.00693	3.55248	3.87608	0.02447	0	0.01943	0.62881	1.29585	0	0.49122	0.07412
D003093	18.11543	18.22987	2.42564	0.04345	0.02112	0.84459	0	0.00138	0	0.48396	2.25596	18.22987	2.42564	0	6.55158	0.12076	0.01222	0	0.79876	0.15652
Healthy	24.91088	9.01974	26.02174	0.25409	0	0.49852	0	0	0	0.13376	7.57343	9.01974	26.02174	0	0	1.33003	0.01267	0	0	0
Healthy	25.97651	6.73524	1.1643	2.12798	0	0	0	0	0	0.29234	2.0947	6.73524	1.1643	0	1.14964	2.01463	0	0	0	0
Healthy	1.34389	3.64003	1.30195	0.29871	0.8151	1.28078	0	0	0	0.0716	9.94701	3.64003	1.30195	0.62827	0.49357	2.00146	0	0	0	3.84559
Healthy	0.7833	3.87048	0.03577	0	0.32579	0.71967	0	0	0	0.02437	2.51711	3.87048	0.03577	9.25899	7.08587	0	0.32502	0	0	0.36779
Healthy	24.03998	0	2.26021	0.71998	0.01247	1.73508	0.5997	0	1.49969	0	0	0	2.26021	0	0	0	0	0	0	0.52526
Healthy	0.41165	3.73431	0.01026	0.00185	0.14981	1.28992	0	0	0	0.16338	1.28286	3.73431	0.01026	2.58722	43.4971	0	0.28124	0	0	0.10146
Healthy	13.61368	10.99938	0.79401	0	0.03778	0.16052	0	0	0	0.05554	20.81667	10.99938	0.79401	0	0	2.95125	0.00279	0.04021	1.2405	0.04098
Healthy	3.50474	2.15573	0.49621	0.01542	0.07712	0.27891	0	0	0.0099	0	22.08116	2.15573	0.49621	0	0	1.87868	6.12487	0	0.76375	0.00577
Healthy	3.23799	2.58698	0.23535	0.07654	0.03983	0	0	0	0	0	1.44992	2.58698	0.23535	0	0	2.59706	0.09536	0	0	0.91885
Healthy	12.80241	3.10142	11.5772	0	1.12635	0.83259	0	0	0	0	22.89123	3.10142	11.5772	0	12.3862	0	0	0	0	0.00236
Healthy	3.1049	1.83225	1.18753	0	0	0.474	0	0	0	0	35.83965	1.83225	1.18753	0	0	0	0.30524	0	2.12401	0.00475
Healthy	2.38077	3.53829	3.82204	0.30473	0.05286	0.01167	0.59479	0	0.1417	0.33333	0	3.53829	3.82204	12.7515	1.26138	0	0	0	0	0.144
D003093	34.5762	8.26607	6.60112	1.44607	0.07316	1.50455	0	0	0.08402	0.26669	0.9742	8.26607	6.60112	0	0	4.29805	0	0	0.53414	0.94256
Healthy	28.02608	10.26083	0.16373	2.22493	0.1416	0	0.26551	0.14363	0.02958	0.00659	2.77445	10.26083	0.16373	0.5024	0.10231	1.84949	0.13296	0.0425	0	0.04921
Healthy	1.21727	0.88819	0	0.20895	0.0271	0.14158	0	0	0	0	0	0.88819	0	3.4201	0	0	0.13412	0	0	0.17493
Healthy	9.98731	0.23122	0	0	0	0	0	0	0	0	0.14643	0.23122	0	0	0	0	0	0	0	0.09557
D003093	6.29128	13.55964	16.20071	1.42368	0.05642	0.57789	3.88216	1.91872	0.01379	0	2.29694	13.55964	16.20071	3.5382	4.08993	2.52973	0.60416	4.19132	1.54526	0.09888
Healthy	12.64003	22.14855	0	0	0	0	0	0	0.1119	0	12.33154	22.14855	0	0	5.59844	0	5.06789	0.60919	0	1.07405
Healthy	27.24408	6.58303	0.31124	10.15615	5.20824	1.31394	0	0	0	0.67407	0.91138	6.58303	0.31124	0	1.0919	0.62805	0.02253	0.06064	1.18923	0.06557
Healthy	2.36121	7.51714	0.00348	0.04491	0	0.07655	0	0	0.0207	0.21678	20.11284	7.51714	0.00348	0.3978	0.56357	0.71892	0.01507	0	0.93679	0
Healthy	1.30462	3.66088	1.33508	0.33934	0.82368	1.22079	0	0	0	0.10618	9.96396	3.66088	1.33508	0.62559	0.41167	1.86635	0	0	0	2.21044
D003093	3.61415	2.44492	1.74885	0	0	0	0	0	0	0	0	2.44492	1.74885	0	0	0	0	0	0	0
Healthy	1.24269	0.83182	0	0.00805	0	0.08865	0	0	0	0	15.8614	0.83182	0	0	0	3.36515	0.11188	0	0	1.45313
Healthy	1.29615	3.58331	1.30712	0.30983	0.75318	1.26261	0	0	0	0.08818	10.29595	3.58331	1.30712	0.57559	0.44721	1.82427	0.0031	0	0	0.64929
Healthy	2.38286	8.42235	0	0.01599	0	0	0	0	0.06958	0.44574	0.63251	8.42235	0	0	0	0	6.04836	0	0.9813	0.23366
Healthy	10.63404	2.23907	0.30566	0.03344	0.76109	0.87877	0.25326	0.00823	0.14387	0	3.59247	2.23907	0.30566	6.46618	0	0.87852	0.23883	0	0.40862	0
Healthy	5.31424	3.36767	0	0.21766	0.02633	0	0	0	0	0	8.46085	3.36767	0	0	19.8205	0.60849	0.0044	0.5783	0	0.76256
Healthy	24.05345	24.8019	15.67896	1.04862	0	0	0.13203	0	0	0	0	24.8019	15.67896	0	0	0.22627	0	0	0	0
Healthy	9.32184	5.53932	1.53779	0.00272	0	0.35549	0	0	0	0.00332	14.94825	5.53932	1.53779	0	0.57034	0	0.03488	0	1.91985	0.12661
Healthy	22.89416	5.14802	0.11996	0.0841	0	0	0.28345	0	0.18283	0	3.87524	5.14802	0.11996	0	0.31863	7.04598	0.02681	0	0.76085	0
Healthy	19.97007	9.2578	0	0.10886	0.12561	0.25479	0	0	0.01085	0.06294	1.01044	9.2578	0	0	0.10078	2.23447	0.0059	0	1.80085	0.04736
Healthy	13.62097	4.06276	2.71668	0.47971	0.03992	15.7185	0.11949	0	0	0.34305	3.09406	4.06276	2.71668	0	0	0	0.02132	0	0	0.08249
Healthy	5.11376	4.4942	3.16528	0.04377	0.17444	0.7109	0.01002	0	0.04419	0.00139	1.76528	4.4942	3.16528	49.8172	0.21938	0.12089	0.13238	0	0	0.03588
Healthy	5.50413	4.7518	0.15585	0	0.49268	0.03517	0	0	0	0	7.17706	4.7518	0.15585	9.77939	0.59719	0.89318	0.6261	1.06334	2.11703	0
Healthy	13.18481	3.76221	0.44665	0.24909	0	0	0	0	2.92516	0	7.42963	3.76221	0.44665	4.88139	0	1.16025	1.1027	0	0	0.16554
Healthy	23.4495	3.33005	0	0.39866	0	0	0	0	0	0	4.0087	3.33005	0	7.43802	2.48081	2.46521	0.27283	0	0	0
Healthy	16.57394	14.67308	1.42281	0.06824	0.33581	0	0	0	0	0.10073	3.82967	14.67308	1.42281	0	0	4.57825	0.24452	0.57846	0.64711	0.68271
Healthy	26.68844	6.86503	0.71732	0.03981	0	0.22766	0	0	0	0	2.45394	6.86503	0.71732	0.29958	1.61759	2.43282	0.26241	0.10831	0.78338	0.0061
D003093	2.47209	20.34803	0	0	0.06531	0.03878	0	0	0	0	8.17457	20.34803	0	0	0	0	0	0	0.21631	0.17721
Healthy	18.59434	9.43595	0	0.27678	0.53728	0.14881	0.31227	0	0	0	1.4373	9.43595	0	0	0	0.96827	2.38374	0	0	0.05988
Healthy	1.62245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D003093	2.71927	0.04266	0.41315	0	0.10582	0	0	0	0.03362	0	0.01137	0.04266	0.41315	1.31985	0.12626	0	0.00677	0	0	1.35335
Healthy	62.40925	0.22592	0.01111	1.661	0.14363	0	0	0	0.0026	0.01001	0.03971	0.22592	0.01111	12.9004	0.00094	0.03312	0	0	0	0
Healthy	3.71951	2.48326	0.22626	0.04902	0.04811	0	0	0	0	0	1.61507	2.48326	0.22626	0	0	2.58335	0.09381	0	0	1.10345
Healthy	9.14405	3.86094	2.27586	0	0.07318	0.3394	0	0	0	0.01114	12.79619	3.86094	2.27586	0	0	1.45276	1.79394	0.06746	1.58353	0.16887
Healthy	63.02564	0.10416	10.0094	0.50695	0.04012	0.32328	0.51637	0	0.11722	0.05247	0	0.10416	10.0094	0	0	0	0	0	0	0.13601
Healthy	10.39772	0.22357	0	0	0	0	0	0	0	0	0.13307	0.22357	0	0	0	0	0	0	0	0.08557
Healthy	17.89035	7.00796	4.21928	6.70611	0.12615	1.20816	0	3.6728	0.07114	0.09443	5.39452	7.00796	4.21928	0	0.68786	0.941	0	3.13665	2.32066	0.01723
Healthy	7.45679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99601	0	24.9923	0	0
Healthy	8.78812	5.40312	1.59574	0.03292	0	0.40584	0	0	0	0.02498	15.32951	5.40312	1.59574	0	0.59906	0	0.02582	0	1.82658	0.0795
Healthy	3.75075	9.46911	5.65755	0.04678	0.01468	0.59473	0	0	0	0.26796	13.55938	9.46911	5.65755	0	0	0	0.08807	0.08612	0.70956	0.21657
D003093	49.19307	13.191	4.63607	0.93582	0.01793	0.4472	0.11482	0.0205	0	0.19556	2.10674	13.191	4.63607	2.88792	0.00088	0.9989	0.67465	0	0.20901	0.12445
Healthy	6.21465	3.5768	0.22689	0.04914	0	0.07939	0	0	0.09874	0.08723	28.80044	3.5768	0.22689	0	9.5016	0.9426	0.8122	0	0.4486	0
Healthy	0.00903	0.00589	22.38201	0.96039	0	4.38004	0.08665	0.00991	0	0.00536	0	0.00589	22.38201	0	0.00156	0	0.00137	0	0	0
Healthy	0.01216	0.0008	36.74816	1.69443	0.00295	0.00146	0	4.82089	0.03579	0.00329	0	0.0008	36.74816	0	0	0	0	0	0	0
Healthy	1.87462	1.79526	1.18505	0	0	0.1701	0	0	0.00626	0	25.19202	1.79526	1.18505	0	3.71606	0	0.74444	0	1.45177	0.04295
Healthy	13.42623	3.53594	0.46036	0.26841	0	0	0	0	2.81905	0	7.43971	3.53594	0.46036	4.96825	0	1.09382	1.16922	0	0	0.21042
Healthy	25.23401	9.64133	5.71942	0.03455	3.89411	0.74197	2.83469	0	0.2915	0.00859	9.31968	9.64133	5.71942	0	4.72955	5.24712	0.16419	5.60451	0	0.02803
Healthy	16.56852	2.69466	1.64562	0.12836	0.74866	0.33867	0.14545	0	0.01459	0.00698	18.3148	2.69466	1.64562	0	0.48831	7.24737	2.67459	10.4082	0.81142	0.19479
Healthy	5.14667	7.3895	0	0.07974	1.78487	0.01218	0	0	0.08847	0.00149	4.50989	7.3895	0	0	0	0.71991	0.01081	0	1.34454	0
Healthy	1.59518	6.21348	0	0	0	0.00615	0	0	0	0.01748	0.62494	6.21348	0	0	0	0	4.11582	0	0.77688	0
Healthy	0	0	20.37817	2.10657	0.02092	0	0.00199	0	0	0	0	0	20.37817	0	0	0	0	0	0	0
Healthy	2.77963	0.56581	0.02254	0	0	0.05948	0	0	0	0	21.11233	0.56581	0.02254	9.22372	0.65551	5.16736	1.53113	0	2.93884	0.05633
Healthy	12.18996	1.40988	0.01839	0.01115	0.72251	0.03956	0	0	0	0	0.04873	1.40988	0.01839	0	0	0.78418	0	0	0.34748	0.07777
Healthy	28.91133	7.72902	7.88279	0.14813	0.00034	0.75757	0.06303	0	0.09058	0.0447	1.69516	7.72902	7.88279	0	0.06024	4.37539	0.02317	2.88522	0.98432	0.02872
Healthy	0.04346	0	39.73562	0.01771	0.27278	6.70541	0	0	0.87357	0.00669	0.00028	0	39.73562	0	0	0	0	0	0	0
Healthy	28.66722	3.42903	0.81069	4.01235	0.16797	0	0.24489	0.06316	0.11539	0.16258	1.46145	3.42903	0.81069	0	0.67475	2.15554	0.14937	0	0.34852	0.05461
Healthy	7.5777	4.52815	0.89181	0.39342	0.03229	0	0	0	0.81935	0	17.47417	4.52815	0.89181	0	5.6916	0	2.34407	0	0.78499	0.06749
Healthy	8.61385	0	6.37673	0.02684	0.06351	0	0	0	0	0	0	0	6.37673	0	0	0	0.20938	0	0	0
Healthy	0.89419	3.83161	0.02138	0	0.30666	0.66475	0	0	0	0.01839	2.5695	3.83161	0.02138	8.97374	6.85726	0	0.24951	0	0	0.36819
Healthy	44.73936	0.44541	18.19568	0.0314	0	5.54198	0	1.45124	0	0.35324	1.06001	0.44541	18.19568	0	0	1.47858	0	0	0	0
Healthy	18.65948	3.72241	0	0	0.0557	0.09344	0	0	0	0.05633	32.6882	3.72241	0	0	0	2.61813	1.15184	0	0.89145	0.35994
Healthy	5.01189	1.77598	0.34445	0	0.3007	0	0	0	0	0	11.34369	1.77598	0.34445	6.26984	0	0	0.16675	0	0	0.03307
Healthy	8.73576	3.29193	3.44222	0.06132	1.00071	1.29672	0.6669	0	0	0	8.91595	3.29193	3.44222	0	6.78358	3.69303	0.02693	33.6936	0	0
Healthy	8.64569	12.95191	2.81889	0.07913	0.00925	0.2229	0.02098	0.10225	0.00055	0.08447	12.38877	12.95191	2.81889	0.52399	5.46605	4.92977	0.05209	0	1.34186	0.44178
Healthy	20.41575	5.89462	0.55323	0.01836	0.59643	0.0481	0	0	0	0	4.20576	5.89462	0.55323	0	0	2.51648	2.5317	0.03293	0	0.2293
Healthy	15.90515	5.43138	0.51871	0.05811	0.05294	0.05264	0	1.60891	0.00625	0.04006	5.40655	5.43138	0.51871	4.16114	0.29304	1.99102	1.04064	0	0.76445	0.04139
Healthy	32.75398	1.89326	0.02869	0.35948	0.12799	0	0.49229	0	0.23746	0	1.82222	1.89326	0.02869	6.01859	1.33308	0.44649	0.31386	4.66766	0.5531	0
Healthy	24.17274	1.30636	0.18339	1.78948	0.02929	0.02008	0	0	0.04471	0.00849	1.06157	1.30636	0.18339	0	5.77018	1.58507	0.03397	12.7756	0.68948	0.09958
Healthy	5.20234	3.92372	0	12.38081	0	0	0	5.91691	0	0	0	3.92372	0	1.99129	0	0	0	0	0	0
Healthy	36.22127	0.63918	0	0.24874	0	0	0	0	0	0	2.96731	0.63918	0	5.90031	0.12109	1.73873	0.54358	0.1314	0	0
Healthy	28.0521	10.9465	1.38242	1.8784	16.29565	1.67106	0.40591	0.19311	0	0	0.49019	10.9465	1.38242	0	0.00313	0.90946	0	0.00775	0.28119	0
Healthy	23.05903	2.81725	5.75324	0	0	0.53664	0.12967	0.28513	0	0.06958	15.07509	2.81725	5.75324	0	3.13036	8.27071	0.33609	2.55668	1.10193	0.16157
Healthy	4.19186	25.61101	10.24535	0.20589	0.15563	1.34474	0.11759	2.80469	0	0.71899	5.2612	25.61101	10.24535	1.43687	0.04777	0	0.14083	1.2056	2.60809	0.07411
Healthy	29.12181	3.53459	0	0	0	0	0	0	0	0	0	3.53459	0	3.49235	0.22355	0	0	0.34774	0	0
Healthy	11.13307	13.04274	1.75718	0	0.11295	0.22834	0	0	0	0.0244	7.39382	13.04274	1.75718	0	1.37603	4.28773	0.59378	0	0	0.12328
Healthy	6.27856	3.158	1.64179	0	0	0	0	0	0	0	6.30197	3.158	1.64179	0.28758	0	1.3198	0	0	0	0
Healthy	6.84785	0.01172	20.14095	0.4009	0	0	0.11799	7.47165	0	0.00662	0	0.01172	20.14095	0	0	0	0.07202	0	0	0.04181
Healthy	7.82102	2.189	0.12019	0	0.02539	0	0.02352	0	0	0.02917	4.78594	2.189	0.12019	11.8928	0.78033	0	1.91748	0	0.7936	0.05184
Healthy	10.89549	3.54513	0.98615	0.00826	0.15956	0	0	0	0	0.00994	12.72589	3.54513	0.98615	0.04975	0.53454	11.9433	0	0.03207	0.91856	0.14067
Healthy	17.47768	4.97876	7.77362	0.02639	8.61011	0.46969	0.08685	0.01077	0.00115	0.22538	5.80211	4.97876	7.77362	0.99913	0	0.11359	0.04399	0	0.17425	0.26743
Healthy	33.85214	8.52807	2.41186	0.76771	0.01211	0	0.13183	0.16841	0	0.0612	1.92653	8.52807	2.41186	0	1.50826	3.18452	0.03789	2.58635	0.53314	0.69477
Healthy	4.54863	2.04312	0	0	0.15583	0.57405	0	0	0	0	9.75388	2.04312	0	0	0	3.51255	0	0.08486	0.83429	0.12953
Healthy	5.72689	4.40121	12.2649	0.23922	0	1.31489	0	0	0	0.47144	15.85628	4.40121	12.2649	0	0	0	0.0019	0.19089	0.98568	0.13933
D003093	26.07307	5.31608	0.75803	0.02451	0.00207	0.15981	0	0	0.01938	0	0.15327	5.31608	0.75803	10.6876	0	1.85589	0.05999	0	0.53837	0.04475
Healthy	5.69559	4.15665	18.2818	0.00017	0.0314	3.44456	0.09905	0.01026	0.00236	0	0	4.15665	18.2818	2.84893	0	0	0.25882	0	0	0.02635
Healthy	4.60013	4.25443	3.80101	0.11453	0	0	0	0	0	0	15.49177	4.25443	3.80101	7.38878	0.87116	5.77425	0.17636	0.95041	1.26029	0.08623
Healthy	15.82033	10.6634	0	0.23294	1.57624	0.00949	0	0	0	0	3.07803	10.6634	0	0	1.2648	3.39645	0	3.23876	0	0
Healthy	50.66659	2.78791	0	0	0	0	0	0	0	0	0	2.78791	0	0	0	2.97808	0	0	0	0
Healthy	5.13883	1.88917	0.37575	0	0.25493	0	0	0	0	0	11.80665	1.88917	0.37575	6.11149	0	0	0.19444	0	0.61402	0.03792
Healthy	8.75655	19.43829	1.13764	0.92349	0	0.87339	0	0	0	0.38218	6.48814	19.43829	1.13764	0	1.44681	3.91048	0	0	0	0
D003093	27.78448	4.84217	14.40067	4.42841	0	1.0128	0.39375	0	0.03427	0.11398	1.16047	4.84217	14.40067	0	0	0	0.85656	0	0	0.15898
Healthy	4.4203	2.32432	0.73474	0.11551	0.04867	0.04185	0.22656	0	0	0.00392	9.58433	2.32432	0.73474	0.37326	1.77862	17.6745	0.00476	0	1.17289	0.5096
Healthy	0.61599	4.36706	2.10804	0	0.00774	0.02782	0	0	0	0.09325	20.50599	4.36706	2.10804	0	14.039	6.57865	0.06719	0.01395	0	0.10146
Healthy	43.36492	5.63071	0.26293	0	1.04698	0.33626	0	0	0	0.01773	7.23691	5.63071	0.26293	0	1.44248	0	1.94292	0.45527	0	0.09948
Healthy	21.62313	12.65904	1.53366	0	0.0061	0	0	0.00755	0.04154	0.02288	0.95205	12.65904	1.53366	5.13054	0	1.21917	0	0	0.56255	0.08402
Healthy	6.90806	2.33618	0.0192	0.00336	0.82434	0	0	0	0	0	2.24914	2.33618	0.0192	0	0.09905	5.61279	0.00766	0	1.10482	0
Healthy	52.95862	1.36329	0	0	0	0	0	0	0	0	0	1.36329	0	3.01591	0	0.26358	0	5.43402	0	0
Healthy	5.98746	1.04751	9.0717	0.02439	0.46721	2.54096	0.00638	0.19586	0	0	5.01869	1.04751	9.0717	0	11.2649	0.38159	0	33.0343	0.48062	0.01056
Healthy	11.80424	4.51495	0.31596	0.56996	0.29557	0.17763	0.35254	0.01753	0.0026	0.69668	10.66956	4.51495	0.31596	0	0.08334	2.62214	1.33098	0.2373	1.83873	0.10832
Healthy	35.29522	9.55983	25.09845	0	0	1.68486	0	0	0	0	0.68599	9.55983	25.09845	3.85203	1.73021	0.83614	0	0	0	0
Healthy	28.76685	3.86384	8.03862	3.27288	6.15808	3.1476	0	9.00898	0	0.00276	0.37259	3.86384	8.03862	0.01329	0	2.24022	0.00966	8.70403	0.40201	0.01361
Healthy	8.17914	0	43.7486	0.12415	0	3.15155	0.51615	0.07895	0	0.00746	0	0	43.7486	0	0	0	0.07912	0	2.89672	0
Healthy	4.57035	0.74063	0.38804	0.23627	0	0.56061	0	0	0	0	14.06416	0.74063	0.38804	15.787	0	12.8507	0.23708	0	0.78354	0.19723
Healthy	25.86791	0.17357	0	0	0	0	0	0	0	0	1.92686	0.17357	0	1.28016	0.62275	0.89807	0	16.9051	0	0
Healthy	0.58886	1.4264	0	0	0	0	0	0	0	0	0	1.4264	0	0	0.47275	0	0	0	0	0.08949
