group	Faecalibacterium_sp900539885	Prevotella_copri_A	Bacteroides_stercoris	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Bifidobacterium_pseudocatenulatum	Ruminococcus_B_gnavus	Flavonifractor_sp000508885	Enterocloster_citroniae	Bacteroides_uniformis	Dialister_invisus	Alistipes_shahii	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Alistipes_A_indistinctus	Flavonifractor_plautii	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	3.84428	0	0	0	0	2.28608	0.71275	0	0	0	25.0205	0	2.27611	0	1.82658	0.86064	0	0.0795	0.02582	0
Healthy	0.42441	29.5254	0	0	0	0	0	0	0	0	0.13966	0	0	0	0	0	0	0	0	0
Healthy	5.29515	0	16.4795	0.32418	0	0	0.02722	0.23249	0.01124	0.00201	1.3508	0	0.1473	0	0.97261	0	0	0.02463	0	0.01124
Healthy	3.52022	0	1.13954	0	0	0	0	0	0	0	3.32057	0	1.51323	0	0	0.10737	0.00747	0	0.01247	0
Healthy	0.00589	0	0	0	0	0	9.87722	0.00013	0	0	0.11824	0	0	0.00137	0	0	0	0	0	0
Healthy	8.25003	0	0	0	0	0	0	0	0	0	24.4239	0	0.39444	0.36039	0	1.46407	0.03845	0.03383	0.28987	0
Healthy	0.0008	0	0.00183	0	0	0	0	0	0	0	0.01433	0	0	0	0	0	0	0	0	0
Healthy	1.74935	0	0	0	0	0	0	0	0	0	8.64753	0	2.85828	0.72176	1.45177	2.72441	0.03359	0.01101	0.02268	0
Healthy	2.50872	25.573	1.91856	0	0	0	0.12463	0	0	0	4.96318	0	0.68154	3.78919	0	0	0	0	0	0
Healthy	0.00191	0	0	0	0.02079	0	0	3.0851	0.07292	0	0	0	0	0	0	0	0	0	0	0.07292
Healthy	4.01809	0	0	0	0	0	0	0.03629	0	0	26.1531	0.70159	2.008	1.45191	0	0	0	0	0	0
Healthy	3.32392	0	20.1532	0	0	8.08898	0	0	0	0	13.9005	4.96825	0.84218	0	0	0	0	0.10819	1.16922	0
Healthy	6.68297	0	0.25049	0	2.84021	0	0	0	0	0	7.01271	0	9.02111	1.90467	0	2.24621	0.15036	0	0	0
Healthy	0.8323	0	0	0	0	0	0	0.0058	0.09032	0.00635	17.973	17.7461	0.79893	0	0	0	0.13264	0.08679	0.28833	0.09032
Healthy	2.74358	0.85338	0	0	0	0.30259	0	0	0	0	1.67513	0	2.33948	0	0	0	0	0.00292	0.01495	0
Healthy	2.62076	0	0	0	0	0	3.6306	0.52156	0	0	0.65733	0	0	0	0	0	0	0	0	0
Healthy	5.56415	0	0.01638	6.47874	0	0.00892	0	0.13757	0	0	23.8121	0	0.32344	0	1.34454	0.0753	0	0	0.01081	0
Healthy	7.0154	33.3334	0.32575	0.95767	0.03444	0.2191	4.89695	0	0	0	0.10566	0	0.05664	0	0	0	0	0	0.00612	0
Healthy	2.65519	0	0.00138	0	5.49267	1.43207	0	0	0	0	2.23968	0	0.79015	2.60577	0.81142	0	0.92381	0.18162	0.05557	0
Healthy	0	0	0	0	0	3.11511	0.002	0	0	0	0.10874	0	0	0	0	0	0	0	0	0
Healthy	3.30533	0	0	0	0	0	0	0	0	0	28.6765	0	0.50867	4.11582	0.77688	0	0	0	0	0
Healthy	1.40988	0	0	3.23543	0	0	0	0.02587	0.01205	0	1.57767	0	0.03711	0	0.34748	0.1242	0	0.04305	0	0.01205
Healthy	0.56581	0	0.01347	0.74746	0	0	0	0	0.00421	0	2.65055	9.22372	3.16193	1.4812	2.93884	0.11845	0.27796	0.03157	0.04993	0.00421
Healthy	1.71196	0	0	0	0	0	0	0	0	0	9.04132	0	2.72567	0.68781	1.46935	2.67049	0.01638	0.00763	0.01248	0
Healthy	6.75901	0	3.75276	10.1158	8.18284	1.01181	0	0	0	0	2.2223	0	0.52151	0	0.98432	0.00353	0.00631	0.02436	0.01132	0
Healthy	2.30713	26.5899	1.06132	0	0	1.46213	0	0	0	0	8.32726	0	2.24324	0	1.2006	0	2.10532	0.34601	0.06515	0
Healthy	0	0	0	0	0	0	20.5335	1.5164	0	0	8.52876	0	0	0	0	0	0	0	0.184	0
Healthy	3.42337	0	0	0	0	0	0	0.13357	0.03581	0.01506	3.30164	0	0.18016	0.07779	0.34852	0.00793	0.02495	0.0188	0.07158	0.03581
Healthy	0	0	0	0	0	0	15.3638	0	0	0	0.02136	0	0	0	0	0	0	0	0	0
Healthy	6.7594	11.1791	1.50148	0	0	0	0.45155	0	0	0	5.06804	0	1.46749	7.27039	0	0	0.11063	0	0	0
Healthy	4.8427	0	16.1321	0.30853	0	0	0.02726	0.22994	0.01605	0.0061	1.38522	0	0.12462	0	1.02587	0	0	0.0212	0	0.01605
Healthy	5.01527	0	0	0	0	0	0	0.02105	0	0.00965	0	0.8912	2.35049	0.43877	0	0	0.34919	0.10523	0	0
Healthy	7.86848	0	0.00207	0.00044	0	0	0.0014	0.13399	0.08029	0.01285	3.46872	4.04253	0	0	0	0	0	0.07326	0.00362	0.08029
Healthy	4.47962	0	0	0	0	0	0.89181	0	0	0	12.0673	0	5.2801	2.34407	0.78499	0	0	0.06749	0	0
Healthy	5.04718	32.031	0	0	3.00293	0.0005	0	0	0	0	0.10376	0	0.75216	0	3.15235	0	0	0.00443	0.3158	0
Healthy	3.03205	0	1.23186	0	0	0	0	0.14672	0.03838	0.00451	1.00661	0	0.08105	0	0	0	0	0.10886	0.00619	0.03838
Healthy	3.58915	0	2.66778	0	0	0	0	0	0.01078	0	0.01987	0	3.44773	2.66349	0	0	0.05196	0.1746	0.34238	0.01078
Healthy	2.59618	0	0	0	0	0	0	0	0.40734	0.01074	31.669	0	0.07028	0	0	0	0.02988	0.13763	0.08617	0.40734
Healthy	0	0.01812	0	0	0.00368	0.04932	0	8.05391	0	0	0.01668	0	0	0.20938	0	0	0	0	0	0
Healthy	0.35918	0	35.0759	0	0	0	0	0.00689	0.09224	0	13.2452	8.97374	0.75481	0	0	0	0	0.11057	0.00655	0.09224
Healthy	1.99123	0	0.00337	1.30741	0	0	0	0.11296	0	0.03012	4.20963	0	0.40485	0	0.61375	0	0.09329	0.00457	0.00319	0
Healthy	4.15304	0	0.002	0	27.114	7.20624	0.00559	0.00314	0.00372	0	1.26501	0.04326	0.12255	0	0	0	0	0.0087	0	0.00372
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.19714	0	5.92979	0	0	0.45471	0	0.00499	0.0364	0.09775	0.74385	0	0.26968	0	0.57967	0	0	0.12741	0.003	0.0364
Healthy	0.44541	0.19224	0	0	0	0.06697	0	0.01939	0	0	0.52565	0	0.23746	0	0	0	0	0	0	0
Healthy	6.73068	0	14.7085	0	0	0	0	0.11922	0.03735	0.01602	8.00385	0	0.9496	0	0	0.06225	0	0.00187	0.0184	0.03735
Healthy	3.72241	0	3.54038	0	0	0	0	0	0.02341	0	0.01823	0	4.41358	0.98516	0.89145	0	0.23648	0.13152	0.16668	0.02341
Healthy	0.84665	0.07405	0	0	0	0.82642	0	0	0	0	1.17299	0	2.23899	0	0	0	0	0	0.02693	0
Healthy	1.77598	0	0	0	0	0	0	1.73361	0	0	27.3739	6.26984	1.52523	0	0	0	0.13021	0.03307	0.16675	0
Healthy	11.9562	6.64111	0.17885	2.89143	5.29262	2.07847	2.0545	0.01259	0.01381	0	1.1823	0	3.16889	0	1.34186	0	0.1535	0.01043	0.05209	0.01381
Healthy	3.79161	0	2.4639	0	0	0	0	0	0.0071	0	0.01922	0	4.0521	5.1174	0	0	0.0212	0.13893	0.24707	0.0071
Healthy	31.6737	0	0	0	0	0	0.03548	0.01252	0.02199	0.00936	0.67087	0	0.78337	0	1.49999	4.2826	0	0.14039	1.28118	0.02199
Healthy	3.31284	0	0	0	0	0	0	0	0	0	6.04329	0	0.4485	2.52661	0	0.91057	0	0.2293	0.00509	0
Healthy	18.7744	0.07926	19.0632	0.02457	0.02002	0.00819	7.05824	0.40842	0.04627	0.02522	1.41693	0	0.12794	0.00022	0.20197	0.1123	0.00408	0.0116	0.4104	0.04627
Healthy	4.9089	0	0	0	0	0	0.03064	0.01291	0.00856	0.02123	13.3754	4.16114	0.55059	1.03964	0.76362	0	0	0.02728	0.001	0.00856
Healthy	1.07118	0	0.20717	0	0.01125	2.09225	0	0	0	0	7.31161	6.01859	0.11985	0.01956	0.5531	0	0	0	0.03392	0
Healthy	0.60469	0	1.17268	0	0	2.84259	0	0.00928	0.00931	0.01042	5.88629	0	0.15885	0	0.27989	4.19038	0.02497	0.09027	0.03397	0.00931
Healthy	5.4572	0	14.9245	0	16.1975	0	0	0.06709	0.05339	0	1.76008	0	2.01878	0.05771	1.13206	0.67555	0	0.08079	0.003	0.05339
Healthy	2.1045	0	0	0	0	0	0	0	0	0	16.7975	1.99129	0	0	0	3.11782	0	0	0	0
Healthy	9.05503	2.47356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.91703	0	0	0	0	0	0	0	0	0	0.04275	0	0	0	0	0	0	0	0	0
Healthy	4.00549	36.6792	0	0	0	0	0	0	0	0	0.1478	0	0.13891	0	0.78134	0	0.00942	0.01988	0	0
Healthy	0.63918	0	0	0	0	0	0	0	0	0	1.74205	5.90031	0	0.54358	0	0	0	0	0	0
Healthy	4.40107	0	0	0	0	0	0	0	0	0	15.1345	0	0.62109	7.9908	1.38676	0	0	0.00946	0	0
Healthy	2.73123	0	0.44074	0	0	0	0	0	0	0	9.65987	0	4.41726	0.33609	1.10193	0	0.05389	0.16157	0	0
Healthy	2.37013	8.83561	0.21933	0	0	1.33635	0	0	0.00288	0	3.32493	0	1.18162	0	0	0.40008	0.0207	0.9807	0	0.00288
Healthy	10.2919	0	2.70682	0	4.17908	4.0285	0	0	0	0	0.79347	0	0.08058	0	0.28119	0.00543	0	0	0	0
Healthy	3.03957	0	0	0	0	0	0	0	0	0	1.58865	3.49235	0	0	0	0	0	0	0	0
Healthy	10.3532	0	0	1.61077	0	0	0	0	0.00137	0.00065	11.2541	1.43687	0	0	2.11181	0	0	0.05529	0.13741	0.00137
Healthy	3.82411	0	0.00554	0	0	2.53687	0.71282	0.00944	0.01706	0	25.6506	0	2.00445	0	1.92317	0.87674	0	0.11482	0.01221	0.01706
Healthy	5.73896	1.84548	0	0.15112	0.08174	0.3306	0	0	0	0	1.42632	0	0.63212	0.02667	0	0	0	0.04168	0	0
Healthy	12.668	0	0.0053	0	0	0.3643	0	0	0.03442	0	14.0357	0	0.27635	0.59378	0	0.00946	0.05362	0.08886	0	0.03442
Healthy	0.69577	0	0	0	0	0	0	0	0	0	2.45343	4.41976	0	0	0	0	0	0	0.15269	0
Healthy	0.01424	0	0.0034	0.00945	0	0	0	0.06746	0.09534	0	21.3137	0	0	0.12441	0	0	0	0	0.00771	0.09534
Healthy	4.98116	18.5299	0.13374	0.86088	0.16702	0	0	0	0	0	0.3696	0	0.06394	0	0.57348	0	0	0.18945	0	0
Healthy	3.158	0	0	0	0	0	0	0	0	0	11.3258	0.28758	1.90306	0	0	0	0	0	0	0
Healthy	3.66403	10.4922	0	0	0.17758	0	0	0	0	0	0.49938	0	0.53014	0.05558	0.71044	0	0.01238	0	0	0
Healthy	0	0	0	0	0	0	0.02842	6.02574	0.02934	0	0	0	0	0	0	0	0	0.01247	0.07202	0.02934
Healthy	2.189	0	0	0	0	0	0	0	0.0135	0	5.77	11.8928	0.43478	1.91437	0.7936	0	0.04116	0.02508	0	0.0135
Healthy	2.05068	0	0.00302	1.25874	0	0	0	0.10089	0	0.03609	4.21737	0	0.39356	0	0.5668	0	0.09827	0.00723	0.00732	0
Healthy	0	0	0	0	0	3.3346	0	0	0	0	8.69458	7.34585	0	0	0	0	0	0	0	0
Healthy	4.49845	0	0	0	0.0009	3.08245	2.96158	0.00524	0.23525	0.00623	0	0.99913	0.19159	0	0.17425	0.05592	0.10931	0.02216	0.03582	0.23525
Healthy	1.7072	0	0	0	0	3.68427	0	0.00933	0.01035	0	6.39286	0.04975	0	0	0.91773	0	0.26447	0.11715	0	0.01035
Healthy	0	0	0	0	0	0	0.00923	2.37456	0.1015	0	5.31577	0	0	21.745	0	0	0	0	0	0.1015
Healthy	1.66233	40.5818	1.92389	0	0	3.75907	0	0	0	0	4.68632	0	3.75214	0	0.83429	0	1.33604	0.12953	0	0
Healthy	2.05198	0	23.0451	0	0	0	0	0	0	0	2.90705	2.70282	1.55298	0	0.81159	0	0.03044	0.04058	0.35482	0
Healthy	8.18374	0.06809	0.00247	0	0.00705	0	0	0.1441	0	0	2.99776	0	0.26101	0	0.53314	0	0	0.04197	0.03789	0
Healthy	0.24912	0	0	0	0	0	0	0.07067	0.01663	0	2.14381	0	0.05088	0	0	0.11305	0.37396	0	0	0.01663
Healthy	2.42017	0	0	0	0	1.25493	0.96245	0.05896	0.01296	0	17.5383	0	3.88966	0	0.98568	0.06833	0	0.12116	0.0019	0.01296
Healthy	1.87915	40.0004	1.96224	0	0	3.70443	0	0	0	0	4.3743	0	4.11582	0	0.94501	0	1.49181	0.12573	0	0
Healthy	3.28089	0	17.8505	0	0	0	0	0	0	0	3.50421	7.38878	1.73626	0	1.26029	0	0.03081	0.06461	0.17636	0
Healthy	4.15665	0	22.928	0	0	0	0	0.00138	0.02635	0.0805	1.98537	2.84893	0	0	0	0	0	0	0.2435	0.02635
Healthy	0	0	0	0	0	0	0	0	0	0	1.19065	0	0	0	0	0	0	0	0	0
Healthy	1.47845	3.07899	0.55712	0.18537	0	0	0	0	0	0	1.14935	0	0.03473	0	0	0	0	0	0	0
Healthy	0.45228	0	0	0	0	0.89842	0	0.01016	0	0	2.52172	0.3999	4.45911	0.16836	0.80722	0	0.43734	0.0132	0	0
Healthy	0.42396	2.68063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.97549	0	0	0.98811	0	0	0	0	0	0	3.54074	0	0.56815	0	0	0	0	0	0	0
Healthy	1.88917	0	0	0	0	0	0	1.75368	0	0	27.0041	6.11149	1.55792	0	0.61402	0	0.15753	0.03792	0.19444	0
Healthy	3.46061	0	20.6295	0	0	7.95753	0	0	0	0	13.4948	4.59438	0.78503	0	0	0	0	0.06278	1.21645	0
Healthy	12.5716	12.0598	1.28271	0	0	0.0756	0	0.01284	0.08312	0.00968	4.30042	13.6002	0	0	0.86197	0	0.00836	0.26634	0.03865	0.08312
Healthy	1.40969	0	0.07871	0	0	0	0	0	0	0	21.2601	0	0	0	1.09399	0	0	0	0	0
Healthy	3.65331	0	0	1.96897	0	0	0	0	0	0	6.16788	0.132	1.65168	0	0	0	0	0	0.03863	0
Healthy	1.44933	0	4.20974	0.18811	0	0.56345	0	0	0.00899	0.0092	1.72647	0	0.41016	0.71693	0.74148	2.2028	0.12677	0.0223	0.00358	0.00899
Healthy	2.15424	0	0	0	0.00369	0.3659	0	0	0	0	7.34877	0	2.21587	0.0108	0	0	0.08208	0.02055	0.02768	0
Healthy	2.27128	0	0.00049	0	0	0	0.01457	0	0	0.00199	9.54809	0.37326	0.97453	0.00442	1.16776	0.93395	0.13864	0.31131	0.00034	0
Healthy	0.04817	40.6226	1.02213	0	0	0.00587	0	0	0	0	0.19189	0	0	0	0	0	0	0	0	0
Healthy	6.54078	17.7954	0.01911	0	0.00334	0.48322	0	0	0	0	0.70152	0	0.98998	0.04409	0.28852	0	0.01602	0.01555	0.00102	0
Healthy	5.13465	0	0	0	0	0	0	0	0	0	6.47623	0	4.65613	1.94292	0	0	0.16446	0.09948	0	0
Healthy	0	0	0	0	0	0	0	46.4498	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.21157	0	5.39055	0	0	0	0	0	0	0	4.63977	0	0	0	1.10482	0	0	0	0.00766	0
Healthy	12.622	0	0	0	0	0	0.04273	0.00572	0.06765	0	5.99585	5.13054	0	0	0.56255	0	0	0.00184	0	0.06765
Healthy	0.9318	0.24246	0.05013	0	0	0	0	0.06234	0.00412	0	0.14507	0	0.27047	0	0.48062	3.53538	3.83378	0.00644	0	0.00412
Healthy	0.48163	0	0	0	0.11935	1.67993	0	0	0	0	1.19493	3.01591	0	0	0	0	0	0	0	0
Healthy	4.43291	0	0	0	0	0	0	0.00996	0	0	3.05876	0	5.7923	1.32711	1.83873	0	0.40527	0.08631	0.00387	0
Healthy	5.65649	0	15.0425	0	15.8577	0	0	0.07036	0.04446	0	1.68203	0	2.01856	0.05629	1.14631	0.64284	0	0.05879	0.01313	0.04446
Healthy	3.39649	0.87236	0.35054	0	0	0.23766	0.0056	0	0	0.00366	1.7024	0.01329	0.3077	0.00966	0.40201	0	0	0.01361	0	0
Healthy	9.55983	1.77962	0.68291	0	0	2.99513	10.1715	0	0	0	1.97539	3.85203	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.0881	0	0	0	0	0.76456	0	0.55026	0	0	0	0	0
Healthy	0.74063	0	0	0	0	0	0.06976	0	0.09571	0	0	15.787	0	0.23708	0.78354	0	0	0.10152	0	0.09571
Healthy	3.40186	63.9673	0.00387	0.28136	0	0.08216	0	0.00094	0	0	0.38956	1.00884	0.20552	0	0	0	0.03706	0	0.03816	0
Healthy	0	0	0.0534	0	0	0	0	7.84122	0	0	0.49387	0	0	0.07912	2.88972	0	0	0	0	0
Healthy	2.63538	2.07051	0	0.15449	0.01625	0	0	0	0	0	0.94605	0	0.21643	0	0	0.01887	0.04635	0	0	0
Healthy	0.33663	0	0	0	0	0	0	0	0	0	2.59795	2.10087	0.18308	0	0	0	0.05656	0	0.015	0
Healthy	0.17357	0	0	1.88066	0.99901	2.0598	0	0	0	0	5.87307	1.28016	0	0	0	0	0	0	0	0
Healthy	1.4264	68.7364	0	0	0	0	0	0	0.08949	0	1.33497	0	0	0	0	0	0	0	0	0.08949
Healthy	0.08634	0	0	1.75916	0	0	0	0	0	0	2.22537	0	0	0	0.81868	0	0	0	0.01941	0
Healthy	2.22806	0	0	0	0	0.67156	0	0	0	0	11.6448	0	0	0.05479	0	0.00483	0	0	0	0
Healthy	4.16916	0	0.94062	0	0	0	0	0	0	0	9.5113	0	0.348	1.26717	1.36023	0	0.0346	0.00445	0.0031	0
Healthy	6.90178	0	0	0	22.49	0	0	0	0	0	4.37414	0.06363	0.36364	0	0	0	0	0	0	0
Healthy	24.0034	0	3.00627	0	4.46052	4.27548	0	0	0	0	0.64639	0	0	0	0	0	0	0	0	0
Healthy	2.18516	0	23.0636	0	0	0	0	0	0	0	2.9892	2.73361	1.62511	0	0.75943	0	0.02189	0.03166	0.21392	0
Healthy	5.08659	0	0	0	0	0	0	0	1.10378	0	0.8905	0	1.57703	0	1.93939	4.42347	0.26079	0.26949	0.03607	1.10378
Healthy	9.2575	0.6831	12.7918	6.88901	7.40723	0.61788	0.01757	0.13939	0.03822	0	2.06913	0	0.07829	0	0.49932	0	0	0	0.20258	0.03822
Healthy	5.11038	0	0	0	0	0	0.87643	0	0	0	12.1698	0	1.68539	5.95715	0	0	0	0.01551	0	0
Healthy	6.05776	0	1.0514	0	0.32853	2.82025	0	0.00923	0.01028	0.00668	4.80608	0	0.30451	0.22106	0.28783	0	0.48658	0.05998	0.00819	0.01028
Healthy	5.05087	0	4.72349	0	0	1.6663	0	0	0	0	1.81931	0	0.13297	0.1763	0.59001	0	0.01685	0.01381	0.01176	0
Healthy	5.05304	0	3.59686	0	0	0	0	0.00859	0.02064	0	4.18401	0	1.80243	0.2635	1.81446	0.95645	0.17148	0.16127	0.00145	0.02064
Healthy	0.00864	0.03857	0	0	0	0	0	0.04336	0.0091	0.00024	3.63539	0.72614	0.46318	0.87572	0	0	0	0	0.02736	0.0091
Healthy	4.15944	0	0	0	0	0	0	0.13189	0.47433	0.02405	12.8186	8.06098	0	0	0	0	0	0.0406	0.01922	0.47433
Healthy	2.63519	0	1.60909	23.2611	18.5961	0	0	0	0	0	0.32887	0	0.61932	0	0.90638	0	0	0.05581	0	0
Healthy	0.0186	0	0	0	0	0	0	0.70377	0	0	3.2175	7.71634	0	0.17317	1.35701	0	0	0	0	0
Healthy	2.15343	0	30.162	0	0	0	0.00687	0	0.01775	0.00264	8.3144	7.71715	0.7357	0	0.65901	2.00829	0.30424	0.03682	0.22616	0.01775
Healthy	3.83546	0	0	0	0	0	0	0	0	0	34.2152	0	0.67862	4.96662	1.01335	0	0	0	0	0
Healthy	8.46679	0	7.43958	0	0	0	0.14455	0.09148	0.13891	0	8.87126	0	0	0	0	0	0	0.18725	0.01018	0.13891
Healthy	1.32486	0	0.69885	1.62023	0.10131	0	0	0	0	0	8.57018	0	1.39239	0.97032	0	0	1.32667	0.08829	0	0
Healthy	9.18477	0	6.09962	9.89333	0	0.24995	0.00307	0	0.00549	0	2.85165	5.68261	1.26212	0.13661	0.20802	0	0.02784	0.01452	0	0.00549
Healthy	0.00497	0	0.00076	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.82253	0	0	0	0	0	0.0571	0	0.11854	0	0	15.3019	0	0.25293	0.68176	0	0	0.12194	0	0.11854
Healthy	3.84829	0	7.26588	0	0	0	0.08725	0	0	0	10.6137	0	0.8558	0	0.99643	0.1833	0.00232	0	0.00273	0
D001172	9.02539	0.02074	0.02376	45.6181	0.01072	0.0095	3.08408	1.82914	0	0	0.09977	0	0	0	0	0	0	0	0.00963	0
Healthy	0.63352	0	0	0	0	0	0	0	1.32132	0	0	0	0	0.12155	0	0	0	0.03231	0	1.32132
Healthy	4.43623	0	0	0	0	0	0.8081	0	0	0	12.1061	0	5.32189	2.3192	0.82733	0	0	0.0632	0	0
Healthy	4.00538	2.10117	7.09534	7.14334	0.00122	7.66211	0.04001	0.00665	0	0	1.29657	0	1.80117	0	2.35288	0.17433	0	0	0.18406	0
Healthy	3.86148	0.00068	0.00037	0.0008	0	0	0.29513	0.05674	0.0612	0.01078	18.7714	0	0.82224	0	0.69224	0.05615	0.04334	0.08678	0.05324	0.0612
Healthy	0.68255	0	0	0	0	1.16427	0	0	0	0	3.59978	0	3.0326	0	1.61029	0	0	0.02323	0.2314	0
Healthy	4.29532	2.23365	0	0.15798	0.04234	0.39724	0	0	0	0	1.52534	0	0.47146	0.01243	0	0	0	0.04104	0	0
Healthy	17.9955	0	0	0	0	0	0	0	0	0	2.97388	0	0	0	0	0	0	0	0.47887	0
Healthy	6.53471	0	0	0	0	0	0	0	0	0	10.889	0	4.6158	6.83995	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.41909	29.5709	2.83384	0	0	1.80544	0	0	0	0	8.23043	0	4.29085	0.09745	2.27215	0	1.80378	0.07269	0	0
Healthy	0	0	0	0	0	0	0	11.546	0	0	0.00618	0	0	0	0	0	0	0	0	0
Healthy	4.89735	0	0	0	0	0	0	0	0	0	15.2685	0	0.74139	7.93494	1.36657	0	0	0.02019	0	0
Healthy	0	0	0	0	0	0	0	0	0.06821	0	0	0	1.49108	0	0	0	0	0	0	0.06821
Healthy	0.31608	0	17.0899	0	0	6.17359	0	0.21254	0	0	3.12508	0	0.03481	0	0	0	0	0.00205	0.01612	0
Healthy	4.12618	0	0.02658	0	0	0	0	0.03118	0.1002	0	4.72004	0	2.15369	1.83915	1.56058	4.32175	0	0.09864	0.00235	0.1002
Healthy	11.9453	0	0	0	0	0	0	0	0.00343	0	0.07579	2.67865	0.78144	0	0.47649	0	0.01732	0.01606	0.07227	0.00343
Healthy	8.6567	0.0002	0	0	0	0	0	0.01367	0	0	12.6931	0	0.44055	0	1.1796	0	0.024	0.00407	0	0
Healthy	23.7682	0.58287	15.3814	0	0	0.26182	0	0.06898	0.08482	0	1.24043	0	1.5197	4.22759	1.96008	0	0	0.16582	0	0.08482
Healthy	17.3989	8.05809	0	0	0	0.71018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.61588	0	0.02864	3.65883	0	0	0	0	0	0	1.68434	0	0	0	0	0	0	0	0	0
Healthy	2.13701	0	0	0	0	0	0.04054	0.28173	0.0231	0	41.3821	0	0	0	0	0	0.11946	0	0	0.0231
Healthy	30.7873	0	0	0	0	0	0	0	0	0	1.18509	0.00604	0	0	0	0	0	0.01449	0.26515	0
Healthy	1.65036	0	0	0	0	0	0	0.63717	0	0	24.7241	6.01317	1.87386	0	0.61475	0	0.25614	0.01503	0.1197	0
Healthy	1.37932	0	0	0	0	0.00186	0	0.01135	0	0.01364	31.5999	0	0.18365	1.83934	0	0	0	0.07096	0	0
Healthy	3.04774	0	18.1228	0	0	0	0	0	0	0	14.4793	5.03311	0.84371	0	1.10713	0	0	0	0.5632	0
D001172	8.84677	0.10669	13.2195	0.01721	0.07541	0.02519	0.03598	0	0	0	2.5948	0	1.03417	0	1.10431	0.26375	0.00037	0	0.16587	0
Healthy	0.55169	0	0.66875	0	0	0	0	0	0.12892	0	0	0	0.40532	0	0	5.33318	0.25215	0.06728	0.29277	0.12892
Healthy	3.07507	0	0.0038	0	0	0	0	0.02198	0.01845	0.15078	5.39851	0	0.44514	0	0.34088	0.1371	0.28135	0.09951	0	0.01845
Healthy	0.11679	0	2.77962	0	0	0	0	0	0.00917	0	4.84614	2.68234	1.06008	0	0	0	0	0.05471	0.00813	0.00917
Healthy	3.71761	0	20.3681	0	0	8.48448	0	0	0	0	14.2932	4.52215	0.78067	0	0	0	0	0.06779	1.17343	0
Healthy	3.83409	0.89279	0	0.18834	0.44719	0.01128	0.22254	0.02624	0.41138	0.06872	5.0682	0	1.18508	0	0	0.17498	1.7057	0	0.0369	0.41138
Healthy	4.10405	0	0.04147	0	0	0	0	0.04117	0.09408	0	4.70042	0	2.17066	1.88216	1.47674	4.3443	0	0.09948	0.00234	0.09408
Healthy	0.07648	0	0	0	0	0	0	0.32208	0.01138	0	10.834	10.6272	0	0	0	0	0	0	0	0.01138
D001172	21.4732	0.11505	7.2196	3.1993	12.4025	3.28498	0.00378	0.01411	0.01026	0	1.65429	0	2.894	0	0.62304	0.00127	0	0.05757	0.02375	0.01026
Healthy	5.06192	0	0	0	2.89685	0	0	0	0	0	8.63472	0	3.4727	0.49433	0.76942	0	0	0.01205	0	0
Healthy	3.61054	0	2.31378	0	0	0	0	0	0	0	0.02489	0	4.15108	4.85306	0.84873	0	0.00885	0.07585	0.21425	0
Healthy	4.00052	2.20123	0	0.12979	0	0	0	0	0	0	0.95715	0	0.32876	0	0	0.01576	0.13917	0.00369	0	0
Healthy	3.59056	36.6415	0.70442	0	0	1.98038	0	0	0	0	1.39936	0	2.30026	0.06664	1.08369	0.08878	0.0141	1.28182	0	0
Healthy	9.78205	2.41022	0	1.27371	0.52847	0	0	0.00451	0	0	0.29943	0	0.3305	0.26147	0.5509	0	0.03502	0	0	0
Healthy	0.57655	0	0.72201	0	0	0	0	0	0.08343	0	0	0	0.35726	0	0	5.36717	0.2612	0.09202	0.30887	0.08343
Healthy	4.66874	0	0	0	0	0	0	0.00174	0.04398	0.00659	2.28709	0	0.29864	0	0.38291	0.29546	0.06343	0.01708	0.05029	0.04398
Healthy	5.22783	0	1.33226	0.01494	0.03295	0	0	0.09651	0	0.00315	2.28217	0	0.31092	0.14215	0.94616	0.00229	0.02411	0	0	0
Healthy	9.11092	0.20902	0.1192	0.05867	0.00943	0.00539	0.08477	0.00022	0.01958	0.0136	5.51221	0.0011	21.9043	0.0569	6.91762	5.18727	0.76745	0.0102	0.00235	0.01958
Healthy	2.13691	5.51421	0.208	0.15332	0	0.18941	0.12134	0	0	0	0.43753	10.7429	0	0	0	0	0.06532	0	0	0
Healthy	2.51722	0	0	0	0	0	0	0.00825	0.02402	0.04164	16.7775	0	3.83101	0	0.92728	0	0	0.06068	0	0.02402
