group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	9.60377	0	0.25053	19.9922		29.3981	9.60377	0	5.68633	1.03562	19.9922	0.25053	0.54643	0.70259	
D009765	7.59866	0	0.55421	0		40.45112	7.59866	0	9.84102	8.90012	0	0.55421	1.512	0	
Healthy	0	0	0	0		79.9754	0	0	0	0	0	0	0	0	
D009765	25.85941	3.0666	2.71453	44.2635		8.10711	25.85941	3.0666	0	0	44.2635	2.71453	0	0	
Healthy	34.03171	12.10447	0.00695	15.1337		18.8832	34.03171	12.10447	4.13109	0.17884	15.1337	0.00695	0	0.03407	
Healthy	7.47837	0.20029	0.13201	0		86.84246	7.47837	0.20029	1.36048	0	0	0.13201	0	0.12261	
Healthy	2.7107	0.21298	0	0		66.45326	2.7107	0.21298	1.1848	11.34784	0	0	0	0	
Healthy	7.66653	6.34231	0.11391	20.6671		26.49548	7.66653	6.34231	3.52983	0.93961	20.6671	0.11391	0	0.261	
Healthy	10.79207	0.68384	0	8.98038		57.3904	10.79207	0.68384	0.49606	0.52361	8.98038	0	0	0.49124	
Healthy	25.62591	0	1.34847	4.0239		30.64078	25.62591	0	0	2.45248	4.0239	1.34847	0	0	
Healthy	40.6797	0	0	0		59.3203	40.6797	0	0	0	0	0	0	0	
Healthy	7.50877	0.16842	0.08044	0		86.40357	7.50877	0.16842	1.43498	0	0	0.08044	0	0.08961	
D009765	38.52477	1.06688	0.23722	0.00544		34.82785	38.52477	1.06688	2.64941	2.90087	0.00544	0.23722	0	0	
Healthy	25.45901	3.3284	0.06028	0		54.3966	25.45901	3.3284	0.30745	1.4955	0	0.06028	0.57479	0.14619	
Healthy	28.56756	0.41352	0.05219	0.62381		63.20288	28.56756	0.41352	0	0.23919	0.62381	0.05219	0	0	
Healthy	2.46056	0.04812	0	0		79.01316	2.46056	0.04812	0.21762	3.17592	0	0	0	0	
Healthy	71.75734	0.13053	1.4513	0		21.50844	71.75734	0.13053	1.23968	0.09152	0	1.4513	0	0	
D009765	29.59979	38.27089	1.35336	4.44038		11.03428	29.59979	38.27089	1.3331	0.26753	4.44038	1.35336	0.3678	0	
Healthy	5.73843	1.36507	0	4.61273		62.94286	5.73843	1.36507	0.12852	0	4.61273	0	0.07159	0.34275	
Healthy	27.61716	1.46475	6.04268	2.72107		52.53279	27.61716	1.46475	0.15827	0.1988	2.72107	6.04268	0	0.05129	
Healthy	7.07866	0.12039	0	0		82.74211	7.07866	0.12039	3.55947	0.3264	0	0	0	0	
Healthy	77.1853	2.42768	0.10553	0		9.12685	77.1853	2.42768	0.31286	0	0	0.10553	0	0	
Healthy	25.17506	0.03743	0.27096	0.06033		50.51861	25.17506	0.03743	0	4.73826	0.06033	0.27096	0	0	
D009765	39.49418	8.67201	0.11719	7.4946		22.08381	39.49418	8.67201	9.08305	0	7.4946	0.11719	0.04539	0.13456	
Healthy	64.0049	1.27547	0.20668	0.2244		25.46828	64.0049	1.27547	1.56762	0.18962	0.2244	0.20668	0	0	
Healthy	53.7554	3.04358	2.22467	2.80954		16.4064	53.7554	3.04358	1.00758	0.05004	2.80954	2.22467	1.3625	0.04322	
Healthy	30.06455	10.85084	0	15.3217		19.04324	30.06455	10.85084	4.29552	0	15.3217	0	0	0	
Healthy	38.30118	24.46446	0.45427	0		18.49222	38.30118	24.46446	1.10816	2.4414	0	0.45427	0	0.00601	
Healthy	27.69292	0.06623	0.06297	0		63.57619	27.69292	0.06623	3.18015	0	0	0.06297	0	0.49346	
Healthy	14.08414	2.19898	0.02788	7.80792		33.08864	14.08414	2.19898	3.58248	0	7.80792	0.02788	0	0.03399	
D009765	27.73886	0.03506	0.14198	0.0339		50.96601	27.73886	0.03506	0.0029	8.30024	0.0339	0.14198	0	0	
Healthy	10.41622	4.21445	0.00187	0.11206		70.22117	10.41622	4.21445	0.23824	2.95	0.11206	0.00187	0.04678	0.09441	
Healthy	13.85689	0.15869	0.11008	0.02908		71.00524	13.85689	0.15869	0.41803	0.00499	0.02908	0.11008	0	0	
Healthy	12.17729	0.16299	0.26855	0		80.32246	12.17729	0.16299	0.99673	0	0	0.26855	0	0	
Healthy	7.12928	0.19735	0.08903	0		86.86534	7.12928	0.19735	1.69427	0	0	0.08903	0	0.10488	
Healthy	24.99747	5.81747	5.0439	0.18277		35.12605	24.99747	5.81747	2.83015	0.00368	0.18277	5.0439	1.00934	0.0207	
Healthy	18.22306	1.24325	0.69508	7.77026		22.06981	18.22306	1.24325	5.35066	0.00763	7.77026	0.69508	1.85731	0.0225	
D009765	31.73282	0.08285	0.64764	0.04923		59.58274	31.73282	0.08285	0	0.52497	0.04923	0.64764	0.05825	0	
Healthy	6.91565	0.27329	1.90996	0.04463		66.37594	6.91565	0.27329	0.72746	0.44388	0.04463	1.90996	0.26347	0	
Healthy	27.09325	27.98426	17.48629	0		10.19757	27.09325	27.98426	2.81028	1.75144	0	17.48629	0.80622	0	
Healthy	32.01944	1.66872	0.04971	0.08726		53.58416	32.01944	1.66872	1.95016	0.986	0.08726	0.04971	0.02368	0.37236	
Healthy	30.58986	3.27417	17.26068	0		11.7399	30.58986	3.27417	2.99773	2.13762	0	17.26068	7.67343	0.01486	
Healthy	38.70199	26.83168	0.77849	1.21095		9.20903	38.70199	26.83168	1.58462	6.53454	1.21095	0.77849	1.05349	0	
Healthy	62.95639	0.01671	7.5911	0		20.34236	62.95639	0.01671	0.31628	1.53225	0	7.5911	0	0	
Healthy	12.04821	14.18859	0.2499	0		56.98697	12.04821	14.18859	0.16349	0	0	0.2499	0.21958	0.11837	
Healthy	12.80516	2.09939	29.53419	0		18.8752	12.80516	2.09939	3.11611	6.89204	0	29.53419	0	0.20563	
D009765	51.80526	6.45	5.69343	0.00952		6.71063	51.80526	6.45	0	0.34326	0.00952	5.69343	0	0	
Healthy	2.33969	0.20574	0	0		66.6724	2.33969	0.20574	0.71224	11.02216	0	0	0	0	
Healthy	31.89408	4.68395	11.44043	2.09474		24.08268	31.89408	4.68395	0	1.83699	2.09474	11.44043	0	0	
Healthy	34.65774	0	0	0		34.77206	34.65774	0	0	0	0	0	0	0	
Healthy	60.70828	2.45597	1.82772	1.59225		14.80742	60.70828	2.45597	0.80738	0	1.59225	1.82772	2.56046	0.0131	
D009765	16.2615	32.94887	0.20156	0		2.7654	16.2615	32.94887	0	44.1248	0	0.20156	0	0	
Healthy	15.67507	4.87224	0.23418	0		51.55211	15.67507	4.87224	1.34172	0.0494	0	0.23418	0	0	
Healthy	23.7874	0.18819	0.43769	0.95554		60.62693	23.7874	0.18819	0.1172	2.74686	0.95554	0.43769	0	0.12539	
D009765	19.99996	0	0	0.0191		69.08572	19.99996	0	0.23339	1.51948	0.0191	0	0	0	
Healthy	34.45511	4.51622	0.78598	0.01378		53.8144	34.45511	4.51622	0.29484	0	0.01378	0.78598	0	0.06536	
Healthy	24.66473	2.2	2.4641	0.52527		41.83114	24.66473	2.2	3.50548	1.97558	0.52527	2.4641	0.14978	0.08071	
Healthy	3.79644	83.45664	1.40869	0		8.84058	3.79644	83.45664	0.88873	1.34277	0	1.40869	0	0	
Healthy	17.1541	0.21009	0.42786	0.03245		73.88275	17.1541	0.21009	0.40279	1.26539	0.03245	0.42786	0	0	
Healthy	0.40349	30.79466	0.64302	0		65.8209	0.40349	30.79466	1.02388	0.69585	0	0.64302	0	0	
Healthy	0.02456	29.55649	0.88678	0		3.19047	0.02456	29.55649	15.25332	5.14172	0	0.88678	0	0	
Healthy	34.56092	2.48418	14.74647	1.04566		23.6409	34.56092	2.48418	1.85147	2.16881	1.04566	14.74647	0.08737	0.09875	
Healthy	23.7552	0.15264	0.08344	0		64.04774	23.7552	0.15264	5.05369	0	0	0.08344	0	0.13741	
Healthy	23.45706	1.3433	2.94452	0.30947		42.46996	23.45706	1.3433	2.77081	1.9621	0.30947	2.94452	0.13716	0	
Healthy	37.63772	19.60827	0.32385	0.82781		21.70914	37.63772	19.60827	3.4921	0	0.82781	0.32385	1.45638	0.12114	
Healthy	34.44135	0.42439	0.51784	10.8675		23.45862	34.44135	0.42439	1.90497	0	10.8675	0.51784	0.56344	0.14056	
Healthy	70.37805	6.02615	0	0		10.79276	70.37805	6.02615	0	7.19164	0	0	0	0	
Healthy	62.93	1.08768	3.848	0		13.7426	62.93	1.08768	0.29358	0.0005	0	3.848	1.00841	0.01786	
Healthy	3.83331	0.09435	0.01218	0		43.54806	3.83331	0.09435	0.12119	0	0	0.01218	0	0.07112	
Healthy	7.60032	0.20888	0.13128	0		86.48458	7.60032	0.20888	1.6636	0	0	0.13128	0	0.13645	
Healthy	14.50759	0.51486	0.35477	23.3983		30.18381	14.50759	0.51486	0.03288	2.73457	23.3983	0.35477	2.28699	0.68313	
Healthy	32.62412	0.12607	0.70714	0		56.14419	32.62412	0.12607	0.11645	0.48559	0	0.70714	0	0	
Healthy	20.59534	4.47597	0.92026	0		43.17191	20.59534	4.47597	0.07981	1.42522	0	0.92026	0	0.00221	
D009765	62.58338	12.33033	0	4.99308		0	62.58338	12.33033	0	0	4.99308	0	0	0	
Healthy	18.70857	6.08586	0.63171	24.4405		26.98524	18.70857	6.08586	2.48762	2.82671	24.4405	0.63171	0	0	
D009765	8.39312	0.62002	0.08376	0.0741		40.72488	8.39312	0.62002	0.05226	11.54054	0.0741	0.08376	0.36864	0.1538	
Healthy	18.18936	20.17754	0.97911	12.7929		29.45747	18.18936	20.17754	0.88354	0.00578	12.7929	0.97911	0	0.077	
Healthy	66.87609	22.58125	0	0		6.69898	66.87609	22.58125	0	0.59045	0	0	0	0	
Healthy	8.69044	0.15357	0.4432	0		66.15111	8.69044	0.15357	0.45058	8.09055	0	0.4432	0	0.02485	
Healthy	24.33867	0.1232	0.11781	0		61.54965	24.33867	0.1232	5.20841	0	0	0.11781	0	0.1739	
Healthy	17.96831	0.33514	0.0039	0.95114		66.52903	17.96831	0.33514	0.48721	4.08212	0.95114	0.0039	0	0.16868	
Healthy	0.00973	16.35858	1.51164	0.00226		10.20769	0.00973	16.35858	69.19254	0	0.00226	1.51164	0	0	
D009765	56.97697	11.1036	0	0		17.53821	56.97697	11.1036	0.15009	0	0	0	0	0.02169	
D009765	62.60846	12.70679	6.07693	0.00225		1.66943	62.60846	12.70679	0.0871	10.50778	0.00225	6.07693	0.01652	0.36281	
Healthy	74.86806	0.72678	0.15754	0		15.32507	74.86806	0.72678	0.34021	0	0	0.15754	0	0	
Healthy	15.939	3.08833	0	0.22165		7.61325	15.939	3.08833	0.10001	0.0173	0.22165	0	0	0	
Healthy	7.42308	1.96665	0.35923	0		47.30029	7.42308	1.96665	2.4295	0.07724	0	0.35923	0	0	
Healthy	28.9711	5.4313	7.14857	0.11969		20.66227	28.9711	5.4313	4.08131	10.18733	0.11969	7.14857	0	0	
Healthy	14.88569	0	0.65518	0		34.95702	14.88569	0	31.97883	0	0	0.65518	0	0	
Healthy	41.77862	10.77042	0.10439	1.72503		19.00427	41.77862	10.77042	0.07285	3.55195	1.72503	0.10439	0	0.0255	
Healthy	6.06234	0.20902	0.44525	0		70.04262	6.06234	0.20902	0.02903	0	0	0.44525	0.0325	1.64223	
Healthy	46.10703	0	1.90773	0		36.58514	46.10703	0	0	1.82763	0	1.90773	0	0	
Healthy	56.26665	2.43904	0.12942	0		27.32927	56.26665	2.43904	1.35657	0	0	0.12942	0	0	
Healthy	6.72365	0.86887	0.12602	0		77.10105	6.72365	0.86887	0.34282	6.24845	0	0.12602	0	0.07129	
Healthy	45.9038	2.46341	1.17885	0		15.19089	45.9038	2.46341	3.69924	0.60138	0	1.17885	0	0	
D009765	39.91001	6.30047	6.70079	0		5.02798	39.91001	6.30047	0.2353	1.04996	0	6.70079	0.12451	0.08716	
Healthy	20.3984	0.03842	3.79635	0		52.12844	20.3984	0.03842	0.1298	5.71308	0	3.79635	0.72133	0	
Healthy	2.39875	0.18755	0	0		67.25747	2.39875	0.18755	0.83119	11.26683	0	0	0	0	
Healthy	31.95667	0.14501	0.29209	0.0342		32.67489	31.95667	0.14501	0.02217	7.63882	0.0342	0.29209	0	0	
Healthy	11.24974	5.92916	0.21962	6.8727		45.39976	11.24974	5.92916	0.27826	17.54257	6.8727	0.21962	0	0.13092	
Healthy	25.22983	0.99655	1.20509	4.64406		47.09162	25.22983	0.99655	0	0	4.64406	1.20509	2.8795	0.08853	
Healthy	10.47578	0.4068	0.0361	9.56151		48.99319	10.47578	0.4068	0.88849	0.11518	9.56151	0.0361	0	0.6865	
Healthy	1.4656	1.3264	0	0		11.1504	1.4656	1.3264	0.78742	81.5048	0	0	0	0	
Healthy	30.78892	0.41375	0.9443	2.55549		42.79942	30.78892	0.41375	0.16184	0.02526	2.55549	0.9443	1.44556	0.0428	
Healthy	56.73122	1.19375	6.63434	0.54412		17.76425	56.73122	1.19375	0.24171	0	0.54412	6.63434	2.37869	0.04599	
Healthy	0.00117	0.07113	0.17893	0		49.78117	0.00117	0.07113	0	0	0	0.17893	0	0	
Healthy	24.50422	1.5656	0.12189	0.9009		52.39411	24.50422	1.5656	0.57629	0	0.9009	0.12189	0	0.22843	
D009765	45.44306	11.8658	0.15274	5.83288		1.87051	45.44306	11.8658	2.16536	0	5.83288	0.15274	0	0	
Healthy	10.72695	0.55765	0	8.01092		58.95136	10.72695	0.55765	0.67825	0.44836	8.01092	0	0	0.60454	
D009765	6.41164	0.11728	2.28843	0.01039		67.5039	6.41164	0.11728	0.44769	0.34813	0.01039	2.28843	0.32795	0	
Healthy	10.4623	0.2823	0.05442	0.12672		79.69018	10.4623	0.2823	0.41766	0	0.12672	0.05442	0	0	
Healthy	37.75701	4.70108	3.47737	25.364		0.20737	37.75701	4.70108	0.03083	0.06734	25.364	3.47737	0	0.11198	
Healthy	5.03036	0.59485	0.05946	0		78.06938	5.03036	0.59485	5.77567	0	0	0.05946	0	0.14915	
Healthy	2.09149	0.00788	0	0.61933		92.19868	2.09149	0.00788	4.48171	0	0.61933	0	0	0	
Healthy	34.49516	21.91904	4.36212	0		20.91212	34.49516	21.91904	0	4.17314	0	4.36212	0	0	
Healthy	24.18835	12.55903	3.13077	0.91083		25.42745	24.18835	12.55903	8.33503	1.73267	0.91083	3.13077	0	0	
Healthy	13.14321	0.39828	0.7385	0		80.25683	13.14321	0.39828	0.05482	0	0	0.7385	0	0.41873	
Healthy	11.94253	0	1.01422	0		72.74153	11.94253	0	0.04111	6.86911	0	1.01422	0	0	
Healthy	4.73107	0.01917	0	0		75.23818	4.73107	0.01917	0.61599	4.9285	0	0	0	0	
Healthy	14.01048	0.57453	0.01728	0		67.54981	14.01048	0.57453	5.89735	0	0	0.01728	0	0	
Healthy	14.15515	0	0.5321	0		80.41789	14.15515	0	0	0	0	0.5321	0	0	
Healthy	53.82975	0	0	0		28.48383	53.82975	0	0.31645	4.66442	0	0	0	0	
Healthy	44.24542	8.52698	0.01461	2.21026		8.4354	44.24542	8.52698	0.17021	7.25171	2.21026	0.01461	0	0	
Healthy	1.1151	27.48216	0.06235	0		4.13869	1.1151	27.48216	47.64735	0.30991	0	0.06235	0	0	
Healthy	22.69521	1.26867	3.0523	2.37923		48.12981	22.69521	1.26867	1.28748	0.03547	2.37923	3.0523	1.84641	0	
Healthy	30.68537	1.25124	2.06813	0		29.41653	30.68537	1.25124	4.37118	9.87953	0	2.06813	0	0.36311	
Healthy	17.92953	0.60534	0.03703	0		43.39508	17.92953	0.60534	4.64575	19.0918	0	0.03703	0	0.02316	
Healthy	2.60958	0.13106	0.23833	0		88.43237	2.60958	0.13106	0.57671	3.67225	0	0.23833	0	0	
Healthy	46.60188	0.17419	0.32042	0.08234		35.72193	46.60188	0.17419	7.07743	0	0.08234	0.32042	0	0.22974	
Healthy	22.46764	0	0.69215	0		44.58036	22.46764	0	1.99531	0	0	0.69215	3.36441	0	
Healthy	12.80446	0	0.13357	0		78.61557	12.80446	0	2.56105	0	0	0.13357	0	0.02984	
Healthy	0	0	12.5676	0		69.3368	0	0	0	0	0	12.5676	0	0	
Healthy	47.94691	0	0.83493	0		31.1846	47.94691	0	0.01848	3.77341	0	0.83493	0	0	
Healthy	3.29724	0	0	0		70.89	3.29724	0	2.50206	0	0	0	0	0.0798	
Healthy	29.45115	0	0	8.50569		36.71937	29.45115	0	6.23262	0.86025	8.50569	0	1.41113	0.047	
Healthy	30.49384	14.05688	1.02554	0		37.19751	30.49384	14.05688	2.50994	0	0	1.02554	0	0.02724	
Healthy	21.54469	0.30056	1.72513	0		19.92265	21.54469	0.30056	0.49223	13.46906	0	1.72513	0	0	
Healthy	50.44271	2.92732	18.33838	0.00129		18.5091	50.44271	2.92732	0.06473	1.60125	0.00129	18.33838	0.00183	0	
Healthy	48.3987	0	2.59549	0		35.7711	48.3987	0	0	1.81937	0	2.59549	0	0	
Healthy	23.9908	5.76203	0.10546	0.06377		56.38101	23.9908	5.76203	0.01768	0.0027	0.06377	0.10546	0.62413	0.04212	
Healthy	9.39264	1.85458	0.64429	0.15749		45.37619	9.39264	1.85458	0.53126	3.14284	0.15749	0.64429	0	0.61886	
Healthy	21.10492	3.50527	0.04467	0		70.36254	21.10492	3.50527	0.71045	0.08577	0	0.04467	0	0	
Healthy	36.0266	0.35023	0.01318	0.25248		29.97033	36.0266	0.35023	0.24229	2.91943	0.25248	0.01318	0.25198	0	
Healthy	22.58035	0.2406	0.76309	0		21.65453	22.58035	0.2406	14.73592	2.20061	0	0.76309	0.19386	0	
Healthy	31.17969	0	0.02329	0.87606		54.53694	31.17969	0	2.7786	0.92657	0.87606	0.02329	0.66909	0.01156	
Healthy	15.41298	1.79794	0.0236	0.53268		67.85409	15.41298	1.79794	0.04466	0.00338	0.53268	0.0236	0	0.06517	
D009765	19.56475	0	0.42394	0		63.50268	19.56475	0	0	4.34554	0	0.42394	0	0	
Healthy	16.05165	0.83043	0.29559	0		62.85998	16.05165	0.83043	0.22666	3.61723	0	0.29559	0	0.03116	
Healthy	16.74602	26.79504	0.0573	0.86713		22.76908	16.74602	26.79504	16.73964	0.12056	0.86713	0.0573	0	0.23045	
Healthy	9.88842	0.29361	0.0178	0.55589		69.76236	9.88842	0.29361	0.06872	0.37665	0.55589	0.0178	0	0.06235	
D009765	59.25959	0	0	0		19.02504	59.25959	0	0	0	0	0	0	0	
Healthy	3.75651	0.07603	0.03282	0		44.18492	3.75651	0.07603	0.12438	0	0	0.03282	0	0.02042	
D009765	20.51373	46.87537	1.62784	1.31442		7.17681	20.51373	46.87537	1.30781	0.04243	1.31442	1.62784	0.31392	0	
Healthy	44.82828	0.2885	0.32898	0		40.13547	44.82828	0.2885	1.02364	0	0	0.32898	0.50272	0	
Healthy	1.14015	31.19325	12.06708	0		41.51341	1.14015	31.19325	0.01872	0	0	12.06708	0	0.04339	
Healthy	21.1323	9.08035	1.13086	0		53.51315	21.1323	9.08035	0.79439	0	0	1.13086	0	0.01188	
Healthy	17.61458	0.97788	0.27526	0.74258		49.55652	17.61458	0.97788	8.3231	3.24693	0.74258	0.27526	0	0.01956	
Healthy	68.69116	9.66291	2.75191	0		8.20022	68.69116	9.66291	1.18088	0	0	2.75191	0	0	
Healthy	48.83971	0	2.40223	0.17318		16.9745	48.83971	0	0.64003	3.93607	0.17318	2.40223	0.66186	0	
D009765	66.6349	5.76571	1.0542	1.52501		9.43862	66.6349	5.76571	0	0.27246	1.52501	1.0542	0	0	
D009765	27.61258	5.112	0.85109	0		19.18334	27.61258	5.112	16.1086	0	0	0.85109	0	0	
Healthy	18.89386	0	0.16646	0		70.82307	18.89386	0	0.53043	0	0	0.16646	0	0.01202	
Healthy	23.89937	0.33221	0.12989	0.05104		57.17684	23.89937	0.33221	0.24973	2.94862	0.05104	0.12989	0	0.07337	
Healthy	43.58352	3.83337	0.0814	0		26.68836	43.58352	3.83337	0.03996	0	0	0.0814	0	0.03471	
Healthy	30.7527	0.5903	0.1663	0.38007		34.86327	30.7527	0.5903	0.19532	0.02365	0.38007	0.1663	0	0	
Healthy	31.81193	18.92562	0.29513	0.98081		39.94067	31.81193	18.92562	0.78104	0.59052	0.98081	0.29513	0	0	
Healthy	30.62184	0.50617	0.3181	0.48728		37.05122	30.62184	0.50617	18.96246	0.86377	0.48728	0.3181	0	0	
Healthy	12.9748	0	0.14641	0		79.82242	12.9748	0	0.16774	1.70683	0	0.14641	0	0.02082	
Healthy	8.8391	0.13797	0.07417	0		78.21942	8.8391	0.13797	0.15096	0	0	0.07417	0	0.00628	
Healthy	14.59009	0	0.50147	0		80.66671	14.59009	0	0	0	0	0.50147	0	0	
Healthy	5.35249	1.22846	0.00625	3.60839		81.26761	5.35249	1.22846	0.67364	0	3.60839	0.00625	0	0.01546	
Healthy	58.07318	5.8251	1.40913	0		19.34565	58.07318	5.8251	0.04462	0.57983	0	1.40913	0	0	
D009765	26.56845	5.04352	0.52606	0		17.63391	26.56845	5.04352	18.6108	0	0	0.52606	0	0	
Healthy	5.70676	35.87192	0	0		0.12418	5.70676	35.87192	0.18701	0	0	0	0	0	
Healthy	14.96949	2.4416	1.03576	0.47557		26.27508	14.96949	2.4416	0.09698	0.61055	0.47557	1.03576	0	0.80185	
Healthy	68.45726	15.49835	1.00425	0		11.41057	68.45726	15.49835	0	0.12008	0	1.00425	0	0	
D009765	68.08196	4.91985	2.16987	1.479		11.47009	68.08196	4.91985	0.01842	0	1.479	2.16987	0	0.02036	
Healthy	21.5895	2.84183	0.90898	0		41.77133	21.5895	2.84183	0.63906	0.03902	0	0.90898	0	0	
D009765	71.58765	15.25652	0.17616	0.11865		3.7521	71.58765	15.25652	0.16263	0	0.11865	0.17616	0	0	
Healthy	46.27604	0.12966	0.2042	0.59724		10.46804	46.27604	0.12966	0.2618	6.49956	0.59724	0.2042	1.03233	0	
Healthy	6.26815	1.44213	0.16405	43.7613		13.12476	6.26815	1.44213	10.48988	2.67283	43.7613	0.16405	0	0.70638	
Healthy	11.21769	0.24951	0.01904	0		71.75492	11.21769	0.24951	7.80803	0.04235	0	0.01904	0	0	
Healthy	55.5583	0	0	0		0	55.5583	0	0	0	0	0	0	0	
Healthy	4.28874	0.17021	0.00407	0		91.54241	4.28874	0.17021	0.10074	0.03587	0	0.00407	0	0.00633	
Healthy	67.95643	0.75321	0.60018	0		13.0814	67.95643	0.75321	0.84904	0	0	0.60018	0	0.003	
Healthy	10.7486	1.37599	0.24505	0		70.79203	10.7486	1.37599	2.95052	0	0	0.24505	0.00796	1.36614	
Healthy	47.22669	0.35383	1.0735	0		30.04129	47.22669	0.35383	5.50022	0.19289	0	1.0735	0.72247	0.98392	
Healthy	5.29577	0.52847	0.04312	0		77.96466	5.29577	0.52847	3.16232	2.92276	0	0.04312	0	0	
Healthy	0	0	0	0		74.06347	0	0	0	0	0	0	0	0	
Healthy	10.26365	0.28246	0.02657	0.56457		69.10866	10.26365	0.28246	0.06008	0.39306	0.56457	0.02657	0	0.07147	
Healthy	8.14892	0.6249	0	8.47837		60.69722	8.14892	0.6249	0.36389	0.43235	8.47837	0	0	0.59214	
Healthy	22.27976	0.02459	0.24063	0		57.83074	22.27976	0.02459	0.00852	8.03295	0	0.24063	0	0	
Healthy	6.12791	1.84499	0	4.66528		59.55536	6.12791	1.84499	0.16484	0	4.66528	0	0.23364	0.67643	
Healthy	29.13825	25.61751	13.8301	0		8.02558	29.13825	25.61751	9.76271	0.16686	0	13.8301	4.61479	0	
Healthy	12.90644	0.2071	1.17564	0		63.61255	12.90644	0.2071	13.79	0.02412	0	1.17564	0	0	
Healthy	7.38061	2.39143	1.41978	0		49.7634	7.38061	2.39143	30.20616	1.43461	0	1.41978	0	0	
Healthy	48.60621	8.91284	4.96769	0		26.21276	48.60621	8.91284	0.47405	0.89479	0	4.96769	0	0	
Healthy	5.20836	0.74859	0.06761	0		74.85589	5.20836	0.74859	5.81992	0	0	0.06761	0	0.1492	
Healthy	4.46297	0.18584	0.07463	0		41.91831	4.46297	0.18584	4.36816	0	0	0.07463	0	0.73109	
Healthy	12.91559	0	0.00764	0.63691		65.7009	12.91559	0	0.02705	8.76626	0.63691	0.00764	0	0	
Healthy	0.82244	33.61061	0.23172	0		30.25685	0.82244	33.61061	4.67377	4.92798	0	0.23172	0	0	
D009765	33.05316	0.01018	4.18354	0		43.19802	33.05316	0.01018	2.1554	4.62405	0	4.18354	0	0	
Healthy	8.25215	0.00502	0.02006	0		69.86554	8.25215	0.00502	0.32578	4.26221	0	0.02006	0	0.16907	
Healthy	45.76301	2.44633	0.17655	0		25.40333	45.76301	2.44633	0.05222	0	0	0.17655	0	0.06312	
Healthy	2.96875	1.23147	0.45396	0.0078		68.267	2.96875	1.23147	0.87564	0.08879	0.0078	0.45396	0	0.46041	
Healthy	0.00235	45.51542	13.06374	0		4.67693	0.00235	45.51542	34.50863	0.4438	0	13.06374	0	0	
Healthy	30.70642	0.72941	1.92613	12.906		9.41402	30.70642	0.72941	0.03187	0	12.906	1.92613	1.69349	0	
Healthy	68.14001	22.2985	0	0		8.01845	68.14001	22.2985	0	0	0	0	0	0	
Healthy	50.26471	5.19194	1.13607	5.60774		22.35372	50.26471	5.19194	0.27714	0	5.60774	1.13607	0	0	
Healthy	22.15574	1.69047	2.62376	0.4519		45.04249	22.15574	1.69047	3.17941	1.86084	0.4519	2.62376	0.16007	0.03388	
Healthy	3.29066	0.26279	0.04162	0		69.97331	3.29066	0.26279	0.18533	6.08902	0	0.04162	0	0	
Healthy	29.63657	12.27425	1.54188	3.80362		16.00169	29.63657	12.27425	0	0	3.80362	1.54188	10.4943	0	
Healthy	7.58856	0.64187	0.29822	0		76.71103	7.58856	0.64187	0.03122	0.12823	0	0.29822	0.11602	1.62576	
Healthy	65.1736	10.39431	2.38057	0.01069		14.89728	65.1736	10.39431	0.08176	0.54164	0.01069	2.38057	0	0	
Healthy	6.4722	1.61168	0.3797	0.13985		51.07376	6.4722	1.61168	0.28689	3.1052	0.13985	0.3797	0	0.71702	
Healthy	31.3722	4.31223	0.49084	0.0269		33.27138	31.3722	4.31223	0.05758	0.00109	0.0269	0.49084	0.15359	0.18829	
Healthy	0.0852	20.75877	0.02293	0		50.30233	0.0852	20.75877	20.79495	0.32975	0	0.02293	0	0.08815	
Healthy	4.99205	0.0213	0	0		64.77856	4.99205	0.0213	0.14953	1.80462	0	0	0	0	
Healthy	10.37606	0.62335	0	8.491		58.16031	10.37606	0.62335	0.39228	0.48802	8.491	0	0	0.59774	
Healthy	6.3456	0.77944	0.10208	0		77.92428	6.3456	0.77944	0.26071	6.18061	0	0.10208	0	0.05777	
D009765	57.9391	10.41062	1.80333	0.0031		8.60577	57.9391	10.41062	0.08907	4.53807	0.0031	1.80333	0.06978	0.08242	
Healthy	51.43323	0.58336	1.16992	1.38974		26.59922	51.43323	0.58336	1.8944	0	1.38974	1.16992	0.44728	0	
Healthy	15.29084	1.51668	0.17249	0.72584		50.4362	15.29084	1.51668	1.71008	0.94379	0.72584	0.17249	0	0.0431	
D009765	36.53402	0.08102	6.11813	0		40.09296	36.53402	0.08102	0.23919	0.19744	0	6.11813	0	0	
Healthy	2.83936	0.14046	0	1.84295		92.86092	2.83936	0.14046	0.58422	0	1.84295	0	0	0	
Healthy	8.04962	0	0	0		57.87419	8.04962	0	0	0	0	0	0	0	
Healthy	8.15518	0.13615	0.0945	0		76.71894	8.15518	0.13615	1.93996	0.96611	0	0.0945	0	0.11548	
Healthy	30.27763	4.55225	2.17862	0		34.33722	30.27763	4.55225	0.28167	0	0	2.17862	0	0	
Healthy	45.77169	1.26338	1.92647	0.96622		22.11136	45.77169	1.26338	9.70979	0.03091	0.96622	1.92647	0	0	
