group	Firmicutes_A	Actinobacteriota	Firmicutes	Verrucomicrobiota		Bacteroidota	Firmicutes_A	Actinobacteriota	Proteobacteria	Firmicutes_C	Verrucomicrobiota	Firmicutes	Methanobacteriota	Desulfobacterota	
Healthy	25.13019	0.30291	0.16256	0.95693		58.29294	25.13019	0.30291	0.08661	0.00731	0.95693	0.16256	0	0.02767	
Healthy	14.02966	76.98887	1.22604	0.00118		0.01473	14.02966	76.98887	4.27323	0.10549	0.00118	1.22604	0	0	
D009765	45.09443	4.20454	0.87785	0		35.95682	45.09443	4.20454	0.016	0	0	0.87785	0	0	
Healthy	9.7834	0.21615	0	0.83121		64.8518	9.7834	0.21615	0.01982	0.20528	0.83121	0	0	0.03927	
Healthy	18.4072	0	0	0.39632		68.21432	18.4072	0	0.37601	3.18779	0.39632	0	0	0	
Healthy	7.64376	0.38768	0.27498	0		69.01303	7.64376	0.38768	0.19767	6.30271	0	0.27498	0	0	
Healthy	3.15258	20.79768	0	0		48.7416	3.15258	20.79768	0	0	0	0	0	0	
Healthy	1.72361	5.48039	0.3683	0		28.85223	1.72361	5.48039	24.79156	0.01348	0	0.3683	0	0	
Healthy	16.26935	1.77278	0.0557	0.64191		58.72881	16.26935	1.77278	1.47449	0.8474	0.64191	0.0557	0	0.00203	
Healthy	20.99596	3.33831	2.66476	3.66082		38.48591	20.99596	3.33831	3.29189	2.86633	3.66082	2.66476	0	0	
Healthy	19.84158	1.76816	0.47247	1.26041		29.64285	19.84158	1.76816	0.49793	12.55253	1.26041	0.47247	0	0.02619	
D009765	46.3277	4.53754	4.60218	0.19727		7.29355	46.3277	4.53754	6.95256	3.13813	0.19727	4.60218	2.67985	0.13891	
Healthy	40.10315	3.15229	0.53851	0.08939		31.96207	40.10315	3.15229	0.87177	0.00198	0.08939	0.53851	0	0.1864	
Healthy	37.86333	0	2.02063	0.09638		29.88316	37.86333	0	0.21568	1.00094	0.09638	2.02063	0.83654	0	
Healthy	11.99392	13.99658	0.23359	0		56.71029	11.99392	13.99658	0.29636	0	0	0.23359	0.17766	0.11779	
Healthy	10.23874	0.29905	0.53944	0		68.24682	10.23874	0.29905	5.94144	4.41165	0	0.53944	0	0	
Healthy	1.74591	0.01614	0	0		80.64045	1.74591	0.01614	0.16545	2.76131	0	0	0	0	
Healthy	6.32645	1.49793	0.13626	44.3916		13.55565	6.32645	1.49793	10.19161	2.73148	44.3916	0.13626	0	0.60646	
Healthy	42.90183	0.87359	0.11076	12.5439		26.91606	42.90183	0.87359	2.15726	0.29548	12.5439	0.11076	0.00886	0.03459	
Healthy	21.25992	29.96905	0.40769	0		30.46926	21.25992	29.96905	2.2408	1.09017	0	0.40769	0	0	
Healthy	6.25322	0.20666	0.08299	0		13.19024	6.25322	0.20666	2.18888	7.54867	0	0.08299	0	0	
Healthy	42.38918	3.17337	0.4464	0		20.1959	42.38918	3.17337	0.47565	4.95061	0	0.4464	0	0.01352	
Healthy	36.57424	20.14354	0.35671	0.87286		22.26482	36.57424	20.14354	3.38383	0.00429	0.87286	0.35671	1.43462	0.11973	
Healthy	31.97915	0.45638	0.04243	0		64.07224	31.97915	0.45638	0.16367	0.05458	0	0.04243	0	0	
Healthy	30.58217	2.18797	0.11229	0		13.76706	30.58217	2.18797	0.11785	25.9109	0	0.11229	0	0.11021	
D009765	74.25965	7.64223	1.26553	0.13404		3.67273	74.25965	7.64223	0.78686	0.01424	0.13404	1.26553	0.01585	0	
Healthy	26.44987	0.95593	0.60722	0.02587		46.47794	26.44987	0.95593	8.07395	4.25571	0.02587	0.60722	0	0	
Healthy	27.14749	0.43579	0	1.81914		45.03545	27.14749	0.43579	0.02496	0.84755	1.81914	0	9.02686	0.01113	
Healthy	9.21369	0.60994	0.13624	0		81.27551	9.21369	0.60994	0.41786	0	0	0.13624	0	0.066	
Healthy	6.314	1.52229	0.17547	43.4397		13.21373	6.314	1.52229	10.18708	2.47905	43.4397	0.17547	0	0.73443	
Healthy	27.46917	0	0	1.87694		53.02912	27.46917	0	1.36805	5.49084	1.87694	0	0	0	
Healthy	63.16396	9.51811	2.54003	0		12.07781	63.16396	9.51811	1.84029	2.73472	0	2.54003	0	0.02349	
D009765	21.13597	0	0.73613	0		64.63115	21.13597	0	0	3.41739	0	0.73613	0	0	
Healthy	39.85001	3.10523	10.42887	0		29.81266	39.85001	3.10523	0.04694	0	0	10.42887	0.67796	0	
Healthy	6.85786	0.57632	0.09797	0		76.63304	6.85786	0.57632	0.39918	9.09907	0	0.09797	0	0.01044	
Healthy	24.07003	23.77029	0.71156	0		45.48252	24.07003	23.77029	1.00813	0.9075	0	0.71156	0	0	
Healthy	10.76554	0.36374	0.03241	0.63345		66.78557	10.76554	0.36374	0.0414	0.3738	0.63345	0.03241	0	0.08483	
Healthy	26.29315	0.25051	0.12761	0		63.94943	26.29315	0.25051	0.48382	3.56846	0	0.12761	0	0	
Healthy	4.44671	20.8616	32.73426	0		30.0198	4.44671	20.8616	2.9113	0	0	32.73426	0	0	
Healthy	10.27166	0.13008	0.24703	0		61.69048	10.27166	0.13008	0	0	0	0.24703	0	0	
Healthy	64.31868	2.64138	0.96391	0		5.40398	64.31868	2.64138	0.09599	10.40661	0	0.96391	3.42295	0.19699	
Healthy	27.91366	8.49309	0.17983	0		45.86689	27.91366	8.49309	1.47275	0.84037	0	0.17983	0	0.01015	
Healthy	19.18823	0	0	0		72.28686	19.18823	0	0.02892	0	0	0	0	0	
Healthy	11.44158	6.21017	0.18017	7.1259		44.13677	11.44158	6.21017	0.2694	18.00399	7.1259	0.18017	0	0.13413	
Healthy	66.50543	0.63076	1.94967	0.00548		15.68105	66.50543	0.63076	0.24799	0	0.00548	1.94967	0	0	
Healthy	3.09498	0.20647	0	1.8733		92.17976	3.09498	0.20647	0.59653	0	1.8733	0	0	0	
Healthy	13.51689	0.67161	0.02539	0		61.21567	13.51689	0.67161	7.45975	0	0	0.02539	0	0	
Healthy	13.41177	2.844	0.15116	0		45.81514	13.41177	2.844	3.19333	0.05853	0	0.15116	0.07196	0.1381	
Healthy	47.19961	0.60172	0.29905	0.69784		11.94756	47.19961	0.60172	0.52274	6.15992	0.69784	0.29905	1.31778	0	
Healthy	23.67351	0.389	3.37988	0		60.09151	23.67351	0.389	0.15017	0.02472	0	3.37988	0	0	
D009765	20.35918	0.00201	1.76207	0		62.83351	20.35918	0.00201	0.10576	0.447	0	1.76207	0	0	
Healthy	35.0942	0	0.07046	0		6.10528	35.0942	0	0	8.03066	0	0.07046	0	0	
Healthy	6.49942	0.03053	0.22781	0		84.30083	6.49942	0.03053	0.04867	1.32785	0	0.22781	0	0	
Healthy	26.65133	6.88401	0.57817	2.98314		39.73911	26.65133	6.88401	0.2106	2.35582	2.98314	0.57817	1.67696	0.1039	
Healthy	5.38511	1.39339	0.25247	0		56.41676	5.38511	1.39339	0.27484	15.7034	0	0.25247	0	0.0425	
Healthy	13.49291	2.98358	0.10707	0		46.58744	13.49291	2.98358	3.08931	0.0719	0	0.10707	0.05882	0.13362	
Healthy	6.12905	1.93619	0.00942	4.66138		59.46027	6.12905	1.93619	0.16428	0	4.66138	0.00942	0.16213	0.77618	
Healthy	22.03842	0.4735	0.37228	0		56.5792	22.03842	0.4735	0.86782	7.47465	0	0.37228	0	0.0132	
Healthy	0.00089	0.42012	0.23432	0.00431		97.67362	0.00089	0.42012	0.00203	0	0.00431	0.23432	0	0	
Healthy	20.80519	4.82032	0.1106	3.29025		45.27481	20.80519	4.82032	0.8243	0	3.29025	0.1106	2.94825	0	
Healthy	14.01587	0.44499	0.31626	23.1101		29.47014	14.01587	0.44499	0.01818	2.49701	23.1101	0.31626	2.14605	0.65749	
Healthy	10.62527	0	0	0		85.49418	10.62527	0	1.24412	0	0	0	0	0	
Healthy	2.19771	0	0	0.55513		92.94877	2.19771	0	4.1579	0	0.55513	0	0	0	
Healthy	6.63736	0.78238	0.14595	0		76.96651	6.63736	0.78238	0.3374	6.3789	0	0.14595	0	0.07095	
Healthy	25.40455	3.45087	0.77947	0.10918		45.9343	25.40455	3.45087	2.50738	6.95298	0.10918	0.77947	0.00287	0	
Healthy	11.4144	0.48822	0	0.2125		74.91638	11.4144	0.48822	0.07875	0	0.2125	0	0	0	
D009765	14.60218	1.78781	0.02166	6.36649		33.77002	14.60218	1.78781	2.99578	0	6.36649	0.02166	0	0.03117	
Healthy	7.64717	0.38056	0.2637	0		66.92907	7.64717	0.38056	0.20324	6.20098	0	0.2637	0	0	
Healthy	62.3889	2.91684	0.32166	0		11.35751	62.3889	2.91684	0.46694	0.00341	0	0.32166	0	0	
Healthy	50.40328	0.33109	1.99244	0		33.89588	50.40328	0.33109	0.14013	4.07645	0	1.99244	0	0	
Healthy	7.17314	0.22342	0.16887	0		86.92476	7.17314	0.22342	1.64109	0	0	0.16887	0	0.09375	
Healthy	23.64598	9.39407	3.99975	0		34.73166	23.64598	9.39407	6.19712	2.70466	0	3.99975	0.08105	0.0062	
D009765	14.31409	1.11747	1.28712	0.01525		56.58697	14.31409	1.11747	2.10767	3.98054	0.01525	1.28712	0	0.03166	
Healthy	44.29218	3.93008	0.04315	1.21439		26.85938	44.29218	3.93008	3.14031	1.13449	1.21439	0.04315	0.4182	0.34092	
Healthy	61.3387	9.71383	0.68678	0		1.70617	61.3387	9.71383	2.78783	0	0	0.68678	4.59177	0	
Healthy	2.71648	0.11391	0.25207	0		89.29252	2.71648	0.11391	0.47493	3.2465	0	0.25207	0	0.00129	
Healthy	21.10853	1.79989	0.53034	1.22072		57.19523	21.10853	1.79989	3.22871	1.35298	1.22072	0.53034	0	0	
Healthy	5.66429	0.7574	0.31315	7.01615		54.53618	5.66429	0.7574	1.25345	9.17277	7.01615	0.31315	0	0.19078	
Healthy	2.50118	0.04952	0	0		79.23344	2.50118	0.04952	0.23517	3.30805	0	0	0	0	
Healthy	32.07313	24.21481	1.84987	4.32216		7.31188	32.07313	24.21481	3.81454	2.26471	4.32216	1.84987	0	0.06318	
Healthy	60.703	0.04994	0.52646	1.23974		18.12975	60.703	0.04994	0.69686	5.94996	1.23974	0.52646	4.87042	0	
Healthy	8.96741	2.89663	0.01161	30.6252		36.17394	8.96741	2.89663	1.2838	1.41066	30.6252	0.01161	0	0	
Healthy	22.65154	0	0.66552	0.57529		45.01472	22.65154	0	0.37923	0	0.57529	0.66552	3.47638	0	
Healthy	27.91566	0.05778	0.10023	0		63.99492	27.91566	0.05778	3.06927	0	0	0.10023	0	0.55837	
Healthy	10.73663	1.40481	0.2631	0		70.46586	10.73663	1.40481	3.02483	0	0	0.2631	0.01845	1.4564	
D009765	52.03077	2.20493	1.867	0		26.81124	52.03077	2.20493	0.09137	0.00965	0	1.867	0	0	
Healthy	60.5632	0.81265	0.85433	0		15.74434	60.5632	0.81265	1.07871	3.35419	0	0.85433	0	0	
Healthy	0.00555	83.72196	2.30851	0		0.01052	0.00555	83.72196	6.77258	2.67796	0	2.30851	0	0	
D009765	70.36631	3.92388	0.54857	0		7.86407	70.36631	3.92388	0.01349	0	0	0.54857	0	0	
Healthy	15.21916	2.19036	0.04718	0.1126		42.76044	15.21916	2.19036	1.28625	0.05315	0.1126	0.04718	0	0	
D009765	0	0	0	0		87.4337	0	0	0	0	0	0	0	0	
Healthy	20.89916	0	0	3.13991		69.40911	20.89916	0	0.04987	0.80969	3.13991	0	0	0	
Healthy	13.54224	1.15572	0.01273	6.58545		36.09966	13.54224	1.15572	3.46633	0	6.58545	0.01273	0	0.07362	
Healthy	15.29239	0.04899	0.14904	0.70914		71.1126	15.29239	0.04899	0.80756	0.018	0.70914	0.14904	0	0	
Healthy	6.78869	0.14851	0.0204	0		20.00069	6.78869	0.14851	16.31031	0.40077	0	0.0204	0	0	
Healthy	34.30477	0.60859	0.6915	0		49.82563	34.30477	0.60859	2.53961	0	0	0.6915	0.0691	0.01993	
Healthy	11.04985	0.21685	0.0021	0		72.02697	11.04985	0.21685	7.93719	0.08131	0	0.0021	0	0	
Healthy	22.11388	4.45252	0.97723	0		54.63981	22.11388	4.45252	0.07799	7.34693	0	0.97723	0	0	
Healthy	0	4.39835	0.94281	0		10.18654	0	4.39835	33.36608	0	0	0.94281	0	0.01308	
Healthy	20.0093	0	0.37023	0.18063		74.51959	20.0093	0	0.00387	1.83456	0.18063	0.37023	0.08662	0.01052	
Healthy	5.94811	0.00125	0.0764	0.01119		87.04731	5.94811	0.00125	1.59314	0.43081	0.01119	0.0764	0	0.09024	
Healthy	32.40029	26.42263	0	0.91213		25.91966	32.40029	26.42263	2.02485	0	0.91213	0	0.69324	0	
Healthy	1.32921	30.79649	10.64049	0		27.00068	1.32921	30.79649	13.47374	2.6056	0	10.64049	0	0	
Healthy	26.5369	0	0	11.2789		37.12973	26.5369	0	4.97444	0.66627	11.2789	0	2.63237	0.02769	
Healthy	29.92533	27.18009	0.4976	0		1.81896	29.92533	27.18009	16.25242	0	0	0.4976	0	0	
Healthy	38.29292	0.1544	0.13028	0		39.43204	38.29292	0.1544	0.82336	0.028	0	0.13028	0	0	
Healthy	25.84033	8.4867	0.10568	1.93009		40.03673	25.84033	8.4867	1.68973	2.8501	1.93009	0.10568	0	0	
Healthy	13.84968	16.01187	1.8509	0		30.67102	13.84968	16.01187	0.29516	1.7078	0	1.8509	0	0.12396	
Healthy	55.1509	3.9672	0.2818	2.14355		20.07762	55.1509	3.9672	0.50497	0	2.14355	0.2818	1.10419	0	
D009765	18.13505	54.85691	0	1.4476		9.44525	18.13505	54.85691	1.80286	0	1.4476	0	0	0	
Healthy	8.44073	0.67573	0.09812	0		82.81448	8.44073	0.67573	0.93353	0.14985	0	0.09812	0	0	
Healthy	1.81058	43.97809	0.88954	0		15.43674	1.81058	43.97809	24.89631	7.08914	0	0.88954	0	0	
Healthy	39.49083	0.46575	0.49354	0.00565		22.24715	39.49083	0.46575	0.40338	9.16478	0.00565	0.49354	0	0.00228	
Healthy	18.45686	0.85827	1.203	1.25337		67.57796	18.45686	0.85827	0.75298	0	1.25337	1.203	0.15968	0.00643	
Healthy	19.86896	2.85715	0.41805	0		57.57644	19.86896	2.85715	0.49762	0.01111	0	0.41805	0	0.03148	
Healthy	2.47328	0.07445	0.01048	0		78.92345	2.47328	0.07445	0.23086	3.08086	0	0.01048	0	0	
Healthy	49.49303	5.78647	0.00256	0		20.02427	49.49303	5.78647	5.38059	0.72787	0	0.00256	0	0.04423	
Healthy	21.7298	0.43143	1.2482	0		62.5651	21.7298	0.43143	0.60556	7.98039	0	1.2482	0	0	
Healthy	3.1116	0	0	0		90.445	3.1116	0	0	6.44336	0	0	0	0	
Healthy	8.03204	1.89591	0.61542	0.15608		45.99729	8.03204	1.89591	0.5481	3.18139	0.15608	0.61542	0	0.64154	
Healthy	10.21754	0	0.26129	20.4633		29.55664	10.21754	0	6.09648	1.123	20.4633	0.26129	0.52052	0.66615	
Healthy	18.52638	0	0	0		53.25361	18.52638	0	0	0	0	0	9.59731	0	
Healthy	34.60854	6.81244	0	0		39.25094	34.60854	6.81244	0	18.3647	0	0	0	0	
D009765	19.691	14.32166	0.90527	0		31.72047	19.691	14.32166	0	22.7407	0	0.90527	0	0	
Healthy	2.16586	0.24026	0.20058	0		66.71114	2.16586	0.24026	11.58272	8.69167	0	0.20058	0	0.01268	
Healthy	27.01542	1.7969	0.17555	1.22439		45.16251	27.01542	1.7969	0.67533	0.00257	1.22439	0.17555	0	0.31666	
Healthy	28.0994	10.57126	0.03393	0.72343		38.84305	28.0994	10.57126	1.19625	4.45827	0.72343	0.03393	0	0.04387	
Healthy	1.72735	0.29217	0.18545	0		65.83018	1.72735	0.29217	11.93493	8.60768	0	0.18545	0	0.0451	
Healthy	34.21864	9.40292	6.17236	0		34.12652	34.21864	9.40292	0	3.40113	0	6.17236	0	1.05946	
Healthy	0.01293	7.28118	0.14661	0		34.44254	0.01293	7.28118	53.78046	0	0	0.14661	0	0	
Healthy	38.9905	14.10653	2.95324	0		4.01644	38.9905	14.10653	17.20532	0.00668	0	2.95324	0	0.00259	
D009765	56.57365	10.10135	1.74834	0		8.28397	56.57365	10.10135	0.07256	4.43842	0	1.74834	0.08042	0.07877	
Healthy	29.83353	0	1.91117	1.0315		22.07556	29.83353	0	12.20603	3.47519	1.0315	1.91117	3.86897	0.28891	
Healthy	4.97717	0.94827	0	3.38056		81.14162	4.97717	0.94827	0.65084	0	3.38056	0	0	0	
Healthy	35.87938	0	1.262	0		40.93628	35.87938	0	0	1.7938	0	1.262	0	0	
Healthy	58.26596	2.34395	3.48443	0.86696		24.97887	58.26596	2.34395	0	0	0.86696	3.48443	1.41679	0	
D009765	35.03338	4.3109	0.43387	3.30966		29.26701	35.03338	4.3109	0.0432	9.21432	3.30966	0.43387	0.20958	0.38599	
Healthy	17.96975	0	6.75537	0.54241		45.05654	17.96975	0	0.88681	0	0.54241	6.75537	2.97451	0	
D009765	45.96048	7.9276	0.59104	4.32542		2.72527	45.96048	7.9276	1.57427	0	4.32542	0.59104	0	0.09666	
Healthy	0.22375	83.37709	0.49992	0		0.71756	0.22375	83.37709	14.15059	0.04811	0	0.49992	0	0	
Healthy	14.00982	6.42131	0.03357	0		57.8648	14.00982	6.42131	0.12314	0	0	0.03357	0.0738	0.07513	
Healthy	33.02495	0.22211	0.55843	0.07023		50.39368	33.02495	0.22211	1.99467	2.27627	0.07023	0.55843	0	0.0028	
Healthy	17.57549	56.33716	1.65257	0		1.76456	17.57549	56.33716	0	0	0	1.65257	0	0	
Healthy	16.77358	3.31453	0.14598	0		53.77834	16.77358	3.31453	0.24294	7.81757	0	0.14598	0	0.08538	
Healthy	2.48055	0.40129	0.05465	0		89.98095	2.48055	0.40129	0.19898	1.18713	0	0.05465	0	0.00504	
Healthy	33.70953	9.43654	5.9203	0		33.7514	33.70953	9.43654	0	3.4041	0	5.9203	0	0.91704	
D009765	17.85608	55.1492	0	1.4854		9.77007	17.85608	55.1492	0.9617	0	1.4854	0	0	0	
Healthy	10.0975	0.00166	0.02383	0		68.96628	10.0975	0.00166	0.27214	4.33794	0	0.02383	0	0.15746	
D009765	23.62907	16.5832	13.94271	2.00762		7.90473	23.62907	16.5832	6.55503	8.16305	2.00762	13.94271	0.25025	0.92902	
Healthy	42.83853	0.08487	3.78773	1.4189		37.14462	42.83853	0.08487	0.0679	0.10264	1.4189	3.78773	4.86383	0.00017	
Healthy	2.96712	1.30739	0.3761	0.00222		67.68915	2.96712	1.30739	0.98887	0.08738	0.00222	0.3761	0	0.48144	
Healthy	45.09869	0.24549	4.22429	0		28.73117	45.09869	0.24549	0.27189	2.83351	0	4.22429	0	0.00456	
Healthy	49.25265	2.7475	1.05415	1.27653		12.17958	49.25265	2.7475	1.90269	7.07372	1.27653	1.05415	1.64981	0	
Healthy	19.97129	0.04015	1.67426	0.0577		50.49195	19.97129	0.04015	0.11296	7.18892	0.0577	1.67426	0	0.00879	
Healthy	23.93884	0.00662	0.08074	0		17.05268	23.93884	0.00662	1.20856	0.10027	0	0.08074	0	0	
Healthy	32.43105	0	0.25063	0		42.6371	32.43105	0	0	1.71281	0	0.25063	0	0	
D009765	75.93824	14.72592	0.31345	0.02666		3.07515	75.93824	14.72592	0.84204	0	0.02666	0.31345	0	0	
D009765	20.20245	14.16737	4.62767	10.529		11.44717	20.20245	14.16737	0	10.1687	10.529	4.62767	0.09899	1.39256	
Healthy	24.71168	5.33739	1.39528	0		0.72957	24.71168	5.33739	3.8263	10.90757	0	1.39528	0	0	
D009765	21.48674	7.87538	1.51757	0.00047		14.58217	21.48674	7.87538	0	44.42587	0.00047	1.51757	0	0	
Healthy	13.81605	0.78555	0.01815	0		64.51356	13.81605	0.78555	1.69116	0.34542	0	0.01815	0.18142	0.18878	
Healthy	35.81742	11.47525	18.17736	0		9.13805	35.81742	11.47525	8.35027	0.26342	0	18.17736	8.75407	0.04905	
D009765	29.30928	39.61529	0.27741	4.42626		10.54911	29.30928	39.61529	1.24495	0.2803	4.42626	0.27741	0.37869	0	
Healthy	1.56566	0.29747	0.16099	0		66.0232	1.56566	0.29747	11.09887	8.41592	0	0.16099	0	0.0378	
Healthy	25.73884	0.92756	0.6913	0.01991		45.02526	25.73884	0.92756	7.92763	4.24978	0.01991	0.6913	0	0	
Healthy	10.4609	4.02841	0	0.12672		70.51941	10.4609	4.02841	0.39833	2.69371	0.12672	0	0.06083	0.08094	
Healthy	19.71776	4.58768	0.04868	0		66.04936	19.71776	4.58768	2.94481	0.00184	0	0.04868	0	0.0141	
Healthy	36.86028	9.46009	0.81031	23.5237		0.82862	36.86028	9.46009	0.00135	0	23.5237	0.81031	0	0	
Healthy	0	0.01003	0.58518	0		3.41982	0	0.01003	65.90596	0.1824	0	0.58518	0	0	
Healthy	38.67167	7.61444	0	0		44.31726	38.67167	7.61444	5.7491	0	0	0	0	0	
Healthy	28.67858	0	0.01262	1.50496		52.79777	28.67858	0	6.13563	1.64596	1.50496	0.01262	0.70616	0.02998	
Healthy	26.65534	10.57397	2.6941	1.26451		32.01276	26.65534	10.57397	0.12576	0	1.26451	2.6941	7.89196	0	
Healthy	69.88227	0.46561	0.08306	0		22.06988	69.88227	0.46561	0.19969	0	0	0.08306	0	0	
D009765	20.44346	14.02786	1.03693	0		32.57725	20.44346	14.02786	0	22.9312	0	1.03693	0	0	
D009765	43.56143	23.23654	0	0		23.17202	43.56143	23.23654	0	0	0	0	0	0	
Healthy	6.97106	1.52611	0.18424	44.2378		13.01942	6.97106	1.52611	10.10206	2.64022	44.2378	0.18424	0	0.52357	
Healthy	6.07731	2.14705	0	4.6755		60.96992	6.07731	2.14705	0.21685	0	4.6755	0	0.23747	0.76491	
Healthy	24.86595	4.72614	6.18462	2.52599		25.31229	24.86595	4.72614	1.5906	0	2.52599	6.18462	6.80921	0	
Healthy	12.63753	6.62763	0.03707	0		56.19377	12.63753	6.62763	0.13863	0	0	0.03707	0.0696	0.0694	
Healthy	16.399	0.15123	0	1.02779		69.22744	16.399	0.15123	0.05542	0	1.02779	0	0	0.08079	
Healthy	15.06707	1.91148	0.04158	0.5209		67.34243	15.06707	1.91148	0.0947	0	0.5209	0.04158	0.00337	0.07725	
Healthy	45.5751	0.0798	0.73502	4.8674		34.1319	45.5751	0.0798	2.09636	0.06175	4.8674	0.73502	0	1.00894	
Healthy	14.42379	2.14665	0.02331	7.48082		33.49262	14.42379	2.14665	3.52277	0	7.48082	0.02331	0	0.04638	
Healthy	65.39798	10.56085	2.34567	0.01315		14.49479	65.39798	10.56085	0.06618	0.5176	0.01315	2.34567	0	0	
D009765	28.60382	1.31341	0.18632	0		59.81276	28.60382	1.31341	2.36686	0	0	0.18632	0	0	
Healthy	28.81063	24.88739	0.66489	0		15.73263	28.81063	24.88739	0	3.71537	0	0.66489	0	0	
Healthy	82.5089	0	2.59767	0		10.44183	82.5089	0	0	0	0	2.59767	0	0	
Healthy	60.67674	9.02364	2.4618	0		11.84161	60.67674	9.02364	2.02011	2.58922	0	2.4618	0	0.01928	
Healthy	27.98068	0.06336	0.08035	0		63.43394	27.98068	0.06336	3.00381	0	0	0.08035	0	0.47738	
D009765	35.44652	4.14982	0.49988	3.17599		29.20113	35.44652	4.14982	0.06511	9.5579	3.17599	0.49988	0.24081	0.35154	
Healthy	38.13536	10.8645	0.85371	1.08458		29.60659	38.13536	10.8645	0.59651	4.53773	1.08458	0.85371	0.24088	0.17493	
Healthy	2.43982	0.52776	0	10.6569		43.65431	2.43982	0.52776	1.05454	10.4298	10.6569	0	0	2.96312	
D009765	37.61816	1.76761	0	0.32638		32.53406	37.61816	1.76761	0	0	0.32638	0	0	0.2403	
D009765	13.35304	0	2.08934	0.08008		71.70103	13.35304	0	0.05404	4.37414	0.08008	2.08934	0	0	
Healthy	6.9382	0.29441	1.87651	0.05121		69.4231	6.9382	0.29441	0.78693	0.40854	0.05121	1.87651	0.28937	0	
Healthy	51.9612	0.44333	0.69116	0		34.26113	51.9612	0.44333	5.61912	4.72677	0	0.69116	0	0	
D009765	21.42151	8.306	1.63859	0		33.04264	21.42151	8.306	0	20.1651	0	1.63859	0	0.08768	
Healthy	21.09198	52.10367	2.9046	0.02725		8.08048	21.09198	52.10367	0.00656	0.30743	0.02725	2.9046	9.16896	0.02011	
Healthy	6.75044	0.85442	0.16622	0		77.64878	6.75044	0.85442	0.378	6.17715	0	0.16622	0	0.08381	
Healthy	17.18414	0.4348	0.20903	0		65.84349	17.18414	0.4348	3.9397	5.04642	0	0.20903	0	0.00396	
Healthy	11.1148	0	0.21363	19.5909		28.99656	11.1148	0	5.7544	1.02321	19.5909	0.21363	0.62091	0.46558	
D009765	56.10199	20.98838	2.5872	0		1.55142	56.10199	20.98838	0	13.70214	0	2.5872	0	0.34187	
Healthy	22.64531	0	0	0.7193		57.32844	22.64531	0	6.67476	1.48895	0.7193	0	0.62376	0.04166	
D009765	13.59338	0	0.95313	0.02814		43.52995	13.59338	0	8.58102	8.52981	0.02814	0.95313	2.4924	0	
D009765	21.42317	2.70532	1.65399	51.6161		10.21912	21.42317	2.70532	0	0	51.6161	1.65399	0	0	
D009765	13.12171	0.74518	0.1932	0.10294		47.47238	13.12171	0.74518	1.8454	6.98182	0.10294	0.1932	0.13905	0	
Healthy	11.76233	30.16095	15.90722	0		27.12112	11.76233	30.16095	1.0319	0.69834	0	15.90722	0	0.03003	
Healthy	48.33884	1.4257	17.5307	0		6.78267	48.33884	1.4257	0.64052	0.50561	0	17.5307	0.00049	0	
Healthy	35.8973	0.73629	0.00315	0.21868		36.13826	35.8973	0.73629	1.24645	0	0.21868	0.00315	0	0.02898	
Healthy	18.77788	0.52341	0.43238	1.21605		54.08016	18.77788	0.52341	0.9969	1.68647	1.21605	0.43238	0	0.28787	
Healthy	18.06372	0	0.03345	6.01337		49.10712	18.06372	0	0.18258	0	6.01337	0.03345	0	0.15681	
Healthy	2.34604	0.1876	0	0		66.66305	2.34604	0.1876	1.08916	11.61601	0	0	0	0	
Healthy	34.63836	8.57336	0.13358	0		31.68978	34.63836	8.57336	0.17374	1.31752	0	0.13358	1.16611	0.06807	
Healthy	17.0817	0.18903	0.0418	4.04053		59.53349	17.0817	0.18903	0	8.33438	4.04053	0.0418	0	0	
D009765	18.34073	0	0	0		70.4333	18.34073	0	0.34549	1.94347	0	0	0	0	
Healthy	38.03009	41.30883	3.45574	0		0.49986	38.03009	41.30883	0	0	0	3.45574	0	0	
Healthy	23.70743	0.8216	2.61862	0		59.96391	23.70743	0.8216	0.11329	0	0	2.61862	0	0	
Healthy	9.6373	0	0.22056	19.4484		28.74823	9.6373	0	5.47017	0.98952	19.4484	0.22056	0.58954	0.77551	
Healthy	37.37157	0.28167	0.51503	0.74671		41.72353	37.37157	0.28167	7.95657	0.95899	0.74671	0.51503	0	0	
Healthy	10.92219	2.56413	0	16.4526		43.67412	10.92219	2.56413	0.16368	0	16.4526	0	0	1.4588	
Healthy	65.94538	2.78269	8.68579	0		10.32206	65.94538	2.78269	0.07209	4.7912	0	8.68579	0.74182	0.07814	
Healthy	39.90225	0.61315	0.03244	0		50.68948	39.90225	0.61315	0.23064	0.0188	0	0.03244	0	0	
Healthy	5.34195	1.38872	0.20359	0		52.77884	5.34195	1.38872	0.30701	15.6198	0	0.20359	0	0.04506	
D009765	13.7714	0	1.83888	0		71.89845	13.7714	0	0.00585	4.54488	0	1.83888	0	0	
D009765	41.7231	1.16152	0.29091	0.01245		36.87589	41.7231	1.16152	3.01257	3.26766	0.01245	0.29091	0	0	
Healthy	35.36914	2.43763	0	0		55.22422	35.36914	2.43763	0	0.42754	0	0	0	0	
Healthy	18.5973	2.20045	1.55356	3.80873		42.01354	18.5973	2.20045	1.55856	1.15725	3.80873	1.55356	0.70071	0.18461	
Healthy	9.45129	0.62314	0.34247	0		76.96478	9.45129	0.62314	0	0.09134	0	0.34247	0.07716	1.67721	
