group	Prevotella_copri_A	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phytobacter_ursingii	Ruminococcus_B_gnavus	Streptococcus_parasanguinis_D	Veillonella_atypica	Streptococcus_sp004166885	Rothia_sp001808955	Streptococcus_pseudopneumoniae_O	Prevotella_copri_A	Bacteroides_eggerthii	Bifidobacterium_longum	Phocaeicola_sp900554435	Bacteroides_sp900066265	Anaerostipes_hadrus	Intestinibacter_bartlettii	Anaerostipes_hadrus_A	Streptococcus_parasanguinis_D	Parasutterella_excrementihominis
Healthy	0.07335	0	2.85523	0.06854	0.07344	0.08512	0	0.03841	0	0	0.07335	9.24482	0	1.05153	0	0	0	0	0.08512	0.00066
Healthy	30.2506	3.69329	1.60785	0	0	0	0	0	0	0	30.2506	2.12542	0	1.1008	0	0.12496	0	0.23146	0	0
Healthy	0	0	25.9085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.16819	0	0.01109	0	0	0	0	0	0	1.6023	0	0	0	0	0	0.01109	0.14799
Healthy	0	0	0	0	0.00965	0.00545	0	0.01885	0.00254	0	0	0.11369	0.97636	1.89572	0.70893	0.07763	0.14257	0.01482	0.00545	0.0141
D014376	37.6171	3.01994	2.09475	0.12733	0.93609	0.01142	0	0	0.00122	0.00813	37.6171	0.14525	0	0.01518	0.02541	0	0	0	0.01142	0.27545
D014376	70.4086	3.12027	9.81949	0.03508	0.02136	0	0	0.00357	0.00274	0	70.4086	0	0.34497	0	0.00419	0.0015	0	0	0	0.0154
Healthy	0	0	0	0.77609	0.27976	0	0	0	0	0	0	43.9601	0.15458	0	0	0	0	0	0	0
Healthy	0.01279	11.0037	0	0	0	0	0	0	0	0	0.01279	1.14758	0.02216	2.29798	0.63286	0.02476	0	0.02845	0	0.00148
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0.00431	0	0.37482	0	0.03347
Healthy	0	0	0	0.32465	0	0.01684	0	0	0	0	0	0	0.77632	0	0	0.01771	0.0005	0.0167	0.01684	0.00369
Healthy	0	0	0	0	0	0.05456	0.05936	0	0	0	0	14.5374	0	0	0	0	0	0	0.05456	0
Healthy	0	0	0	0	0.15614	0	0	0	0	0	0	0	0.16333	4.61766	0	0.22029	0.02075	0.14002	0	0
Healthy	10.7873	0	0	0	0	0	0	0	0	0	10.7873	0	0	0	0.02885	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.03031	0	1.49416	0	0.15627	0	0	0.06726
Healthy	0	0	0	0	1.98063	0.02674	0	0	0	0	0	60.2213	0.17261	0	0	0.05392	0	0.0372	0.02674	0
Healthy	0	0	0	10.2792	0	0	0	0	0	0	0	0	0	0	0.24304	0	0	0	0	0
Healthy	44.4546	0.01018	0.02163	0	0.37717	0	0	0	0	0	44.4546	0.05751	0.3979	0.12334	0.10554	0.21912	0.0079	0.02045	0	0
Healthy	18.0369	0.77226	0.25027	0	0	0.45768	0.00187	0.13692	0	0	18.0369	0.10127	0	0	0.08784	0.06247	0	0.0542	0.45768	0
Healthy	0	0	0	0	0.01985	0.11882	0.00917	0.02679	0.00028	0.00708	0	0	2.77014	15.6298	4.92678	0.52374	0	0.16279	0.11882	0.32375
Healthy	0.85996	0	0	0.1535	0	0.07215	0.00416	0	0	0	0.85996	0	0.23134	0	0	0.06451	0	0.16555	0.07215	0.01279
Healthy	71.3356	5.55585	0	0.00442	0	0.01316	0.0635	0	0	0	71.3356	0.00096	1.02518	0.05678	0.07795	0.13469	0.01532	0.08823	0.01316	0.04169
Healthy	0	0	0	0.00675	0.0205	0.04943	0.02572	0.0157	0	0.00191	0	0	1.49307	9.21668	3.64497	0.20926	0	0.07026	0.04943	0.36764
Healthy	0	23.5485	0	0	0.0091	0.08234	0	0	0	0	0	0.49136	0	19.7951	0	0.03031	0.06537	0	0.08234	0.00524
Healthy	0.00788	0	0	0	0	0	0	0	0	0	0.00788	0	0	0	0	0.14316	0.0115	0.00976	0	0
Healthy	31.8405	0	0	0	0	0	0	0	0	0	31.8405	0	0	0	0	0	0.09801	0	0	0
Healthy	37.138	0	0	4.05791	0	0	0	0	0	0	37.138	0	0	0	0	0.01897	0	0	0	0
Healthy	26.6358	0	0	0.06093	0	0	0	0	0	0	26.6358	0	0.1269	1.39403	0.5089	0	0	0	0	0.02525
Healthy	1.53426	0	0.2192	1.58967	0.01373	0	0	0	0	0	1.53426	0	0.08372	0	0.71457	0.02219	0.03777	0	0	0.0008
Healthy	12.7063	0	0	0	0	0.7156	0	0.02436	0.25219	0	12.7063	0	0	0	0	0.16591	2.2151	0	0.7156	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.19261	6.94837	3.62731	0	0	0	0	0.06619
Healthy	0	0	0	0.21949	0.04587	0	0	0	0.00164	0	0	0	3.6984	1.14267	0	0.00485	0	0.01497	0	0.08297
Healthy	29.073	0	0	0.09903	0	0	0	0	0	0	29.073	0.07837	0.05268	3.50836	0.2181	0.03748	0	0.00279	0	0.00992
Healthy	9.7672	0	0	0	0	0.06619	0.06696	0	0.00719	0	9.7672	0	0	0	0	3.67152	1.24703	0.79642	0.06619	0
Healthy	0	0	0	0.09194	0	0	0	0	0	0	0	1.94068	1.23458	0.46312	0	0	0	0	0	0.07824
Healthy	76.5522	2.85533	0	1.75244	0	0	0	0	0	0	76.5522	0	0	0.00253	0	0.01627	0.03032	0.02002	0	0
Healthy	0	0	11.2945	0	0.00557	0	0.0174	0	0	0	0	0	1.97335	0	0	0.0091	0	0.02683	0	0.00099
Healthy	0	0	0	0.06126	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0411	0	0
Healthy	6.45476	0	0	0	0	0	0	0	0	0	6.45476	0	0	0	0	0	0	0.07413	0	0
Healthy	0	0.09499	0	0.03357	8.21904	0.01786	0.01484	0	0	0	0	0.67182	0.06998	1.16757	0	0	0.37331	0	0.01786	0
Healthy	40.1919	0	0	0	0	0	0	0	0	0	40.1919	0	0	3.65842	0.16613	0	0	0	0	0
Healthy	0	2.39285	0	0	0	0.18193	0	0	0	0	0	0	0	0.815	0	0	0	0	0.18193	0
Healthy	0	0	0	0.1379	0.00286	0.0035	0	0	0	0	0	0	0.62915	0	0	0.06053	0.05455	0.0581	0.0035	0.56031
Healthy	0	9.86637	0.12427	0	0	0	0	0	0	0	0	0.92438	0.27379	0	0	0.26708	0	0	0	0
Healthy	0	0	0	0.25725	0.12714	0	0	0	0	0	0	35.8275	0.0513	0	0	0.01353	0	0.06127	0	0.02592
Healthy	0	0	0.00075	0	0.00781	0.01607	0.00557	0.00848	0	0.01668	0	0	2.47811	0	0	0.31642	0.01811	0.24143	0.01607	0.01676
Healthy	0	0	0	0	0.00355	0	0	0	0	0	0	0	0.34572	0	0	0	0	0	0	0.1559
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.33018	0	0.17481	0	0	0	0	0	0
Healthy	0.00782	0	0	0.39224	0.00911	0	0.00052	0	0	0	0.00782	0	0.31964	0	0	0	0.00252	0	0	0.35406
Healthy	0	0	0	0.09323	0	0	0	0	0	0	0	0	0.10538	0	0	0	0	0	0	0.01043
Healthy	0	7.46147	0	0	0	0	0	0	0	0	0	0	0.25378	0	0	0.98339	0.31638	0.35268	0	0.01562
Healthy	0	1.7242	5.34152	0	0	0	0	0	0	0	0	0	0.20611	0	1.89883	0.10445	0.2142	0	0	0.00297
Healthy	26.9266	0	0	0.09307	0	0	0	0	0	0	26.9266	0	0.11949	1.36242	0.55281	0	0	0	0	0.0279
Healthy	9.0198	0	0	0	0	0	0	0	0	0	9.0198	0	0	1.37217	0	0	0	0	0	0
Healthy	0.01743	0.00278	0	1.60547	0.12864	0	0	0	0	0	0.01743	0	0	0.00088	0	0.09087	0.13173	0.0212	0	0.0386
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21442	0.60065	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.21983	0	0	0	0	0	0	0
Healthy	0	0	0	0.09818	0.57656	0	0	0	0	0	0	0	0.24836	0	0	0	0	0	0	0.14634
Healthy	0	0	0	0.03279	0	0	0	0	0	0	0	11.4058	1.07505	0	0	0	0	0	0	0
Healthy	0.11106	0	0	0.72001	0	0.7976	0.03738	0.05813	0.00073	0	0.11106	0	3.12832	0	0	0.56102	0.00386	0.04919	0.7976	0.05072
Healthy	0.10935	8.04589	0.0285	0.01743	0.01201	0.00185	0	0	0.00315	0	0.10935	0.11539	0.1253	2.24138	0	0.10841	0.01405	0.01431	0.00185	0
Healthy	0	10.1552	0	0	0	0	0	0	0	0	0	0	0.17796	0	0	0.27145	0.59335	0.08833	0	0.01362
Healthy	0	0	0	0	0	0	0.13157	0	0	0	0	0	0.4766	8.91281	4.36318	0	0	0	0	1.18589
Healthy	0	0	0	13.1923	1.27415	0	0	0	0	0	0	0	0.36572	7.7448	1.29552	0	0	0	0	0
Healthy	0.32345	0	0	2.01818	0.02827	0	0	0	0	0	0.32345	2.08095	0.53401	0	0	0	0	0	0	0
Healthy	0	0	2.02929	0	0	0	0	0	0	0	0	4.20772	0	1.08873	0	0	0	0.07711	0	0
Healthy	0	0.49593	0	0.03315	0.00886	0	0	0	0	0	0	0.64438	0.78451	0.3469	0	0.19874	0.00398	0.15385	0	0.07643
Healthy	0	0	0	0.16289	0	0	0	0	0	0	0	1.38299	2.32908	0.2495	0	0	0	0	0	0.02878
Healthy	0	0	0	0.03111	0.01662	0	0	0	0	0	0	0	0.30971	0	0	0.01463	0.00278	0.01441	0	0.78648
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.2175	7.26114	3.72147	0	0	0	0	0.04875
Healthy	0	0	0	0.14639	0.01789	0	0	0	0	0	0	0	1.41622	1.98356	0	0	0.13799	0	0	0
Healthy	0	0	0	1.06555	0.00288	0	0	0	0	0	0	0	0.02442	0	0.24648	0	0	0	0	0.01398
Healthy	11.312	0	0	0.28402	0	0	0	0	0	0	11.312	0	0.31455	0	0	0.15948	0	1.53844	0	0
Healthy	11.7915	0	0	0	0	0	0	0	0	0	11.7915	0	0	0	0	0	0	0	0	0
Healthy	0	0	23.1511	0	0	0	0	0	0	0	0	0	0	0	2.19785	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38952	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08397	0.03446	0.00319	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	3.52286	0	0	0	0	0	0	0.08668
Healthy	0	0	0	20.6834	0	0	0	0	0	0	0	3.34655	1.39125	0	0	0	0	0	0	0
Healthy	0	3.13802	0	0	0.09986	0.2295	0	0.10054	0	0	0	0	11.4535	0.10961	0	0.17217	0.22496	0.14105	0.2295	0.01024
Healthy	0	0	0	0	0.05644	0	0	0	0	0	0	0	0.15524	5.76873	0.10756	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69423	0	0	0	0	0.39274
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.34638	1.91044	2.28167	0.17909	0	0	0	0
Healthy	0.50481	0	18.8849	0	0.00753	0.01172	0	0	0	0	0.50481	0.00469	0.21967	3.61986	0	0.21615	0	0.01856	0.01172	0
Healthy	40.8438	0.78914	0	0.15504	0	0	0	0	0	0	40.8438	0	0.22219	2.46253	0.56539	0.02607	0.05677	0.05186	0	0.00215
Healthy	0	0	0	0.38987	0	0.05043	0	0	0	0	0	0	1.16352	0.65771	0	0	0	0.00908	0.05043	0.00697
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.00259	0.00161	0	0	0.00642	0.02738	0	0	0	3.5508	0	0	0.2046	0.16076	0.15876	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12693	0	0.01135	0	0.01398
Healthy	0	9.38586	0	0.64108	0.0024	0	0	0	0	0	0	0	0	0.02444	6.78865	0.01136	0	0	0	0.00676
Healthy	0	0.01812	0	1.3679	0.34307	0	0	0	0	0	0	0	0.01995	0	0	0.20855	0.0211	0.14656	0	0
Healthy	0	0	0	0	0	0.01188	0	0	0	0	0	0	0	0	1.26847	0	0	0	0.01188	0.16304
Healthy	7.06751	0	0	0	0	0	0	0	0	0	7.06751	0	0	1.13124	0	0	0	0	0	0
Healthy	0	3.29406	0	0.08118	0	0.00705	0	0	0	0	0	0.1104	0	0	0.70557	0.0163	0	0	0.00705	0.02763
Healthy	0	0	0	28.7052	5.49413	0.01648	0.0063	0	0	0	0	0	1.49848	0	4.64679	0	0	0	0.01648	0
Healthy	0	0	0	0.06349	0.53324	0	0	0	0	0	0	0	0.26094	0	0	0	0	0	0	0.1421
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.07306	0	0	0.04725	0.13564	0.04322	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34289
Healthy	0	0	0	0.01798	0	0	0	0	0	0	0	0	0.15819	0	0	0	0	0	0	0.0115
Healthy	0	0	0	16.8964	1.13155	0	0	0.531	0.11364	0.40289	0	0	8.74613	0	0	0.20038	0.04182	0.24708	0	0
Healthy	0	0	24.9592	0	0	0	0	0	0	0	0	0	0	0	3.49855	0	0	0	0	0.02515
Healthy	0	0	0	0.068	0	0	0	0	0	0	0	11.3941	1.09986	0	0	0	0	0	0	0
Healthy	0	8.96091	0	0	0.02533	0	0	0	0	0	0	0.02037	3.04878	0	0.17471	0.0783	0	0.02623	0	0.00146
Healthy	0	0	0	0.32147	0	0	0	0	0	0	0	0	0.55085	0	0	0	0	0	0	0.22596
Healthy	0	0	1.56056	7.12808	0.11086	0.84438	1.73056	0	0	0.03261	0	0	0	0	0	0.86673	0	1.56779	0.84438	0.06749
D014376	0	0	0	0.26636	0.64725	0	0	0.03502	0	0	0	0	0.43422	0	0	0.0969	0.01915	0.01104	0	0.00193
Healthy	0	5.57851	0	0.1197	0.0643	0.13903	0	0	0	0	0	0	0.01648	0	0.41124	0.06064	0.2005	0	0.13903	0
Healthy	37.6395	0	0	3.34255	0	0	0	0	0	0	37.6395	0	0	0	0	0.00762	0.05413	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.14968	0	0	0	0	0	0	0
Healthy	0	0	0	0.14355	0.00605	0	0	0	0	0	0	0	0.23742	2.54112	0	0	0	0	0	0.03423
Healthy	1.94388	0	0	0	0	0	0	0	0	0	1.94388	0	0	0	0	0.21649	1.77812	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	3.60354	0	0	0	0.36589	0.0499	0	0	0	0	0	0.29656	1.28996	0.03534	0.00324	0.01458	0.03341	0.36589	0
Healthy	0	0	13.129	0.26276	0	0	0.03436	0	0	0	0	0	0	0	1.50722	0	0	0	0	0.00596
Healthy	0	0	0	0.08539	0	0	0	0	0	0	0	0.04242	0	0	0	0	0	0	0	0.20211
Healthy	0	0.29334	0	0.89547	2.91219	0.00587	0	0	0	0	0	0	0.02696	2.76435	1.29662	0.10002	0.09574	0.21958	0.00587	0
Healthy	3.42197	0	0	0	0	0	0	0	0	0	3.42197	0	0	0	0	1.37316	0.32805	0.7056	0	0
Healthy	0.11075	4.68931	0	0	0	0	0	0	0	0	0.11075	0.57137	0	1.82329	0	0.1851	0	0.20346	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.17352	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.09202	0	0	0	0	0	0	0	1.93445	0	0	0	0	0	0	0
Healthy	0.26595	0	0	0.05816	0	0.13712	0.00851	0	0	0	0.26595	0.09337	0.19412	0.06635	0	0.4959	3.00563	0.1435	0.13712	0.12305
Healthy	0	0.34041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04146	0	0.00593	0	0
Healthy	43.7728	0.93545	1.53177	0.18506	0.00834	0	0	0	0	0	43.7728	0.07784	0.05584	2.21709	0.33809	0.02678	0	0.0278	0	0
Healthy	48.8652	0	0	0	0.64216	0.00077	0	0	0	0.00829	48.8652	0	0.00522	4.42908	0	0.07222	0.01374	0.04856	0.00077	0
Healthy	0.24672	0	2.63081	2.85515	0.09756	0.02065	0	0	0	0	0.24672	15.2113	0.69447	0	0	0.02023	0.44235	0.02175	0.02065	0.02403
Healthy	0	0	0	1.65118	0.04137	0	0	0	0	0	0	0	2.03627	0	0	0	0	0	0	0.0748
Healthy	0	0	0	0	0.05284	0.00596	0.00243	0	0.01145	0.0046	0	0	87.4294	0	0	0	0	0	0.00596	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.25083	7.04212	3.79012	0	0	0	0	0.04503
Healthy	0	0	19.8408	0.56952	0	0.02319	0	0	0	0	0	0	0.1076	0	0	0	0	0	0.02319	0.00215
Healthy	0.01992	0	0	0.26265	0	1.06357	0	0	0	0	0.01992	0	0.03867	0	0	1.04772	0	0.07507	1.06357	0.13331
Healthy	0	6.87978	0	0	0	0	0	0	0	0	0	0	0.19702	0	0	0.15688	0.15181	0.08457	0	0
Healthy	0	6.55398	0	0.68164	0	0.34637	0	0	0	0	0	0	1.89639	0	0	0.17652	0.05489	0.11895	0.34637	0.04844
D014376	0	0	0	4.12887	0.04631	0.16447	0.01006	0	0	0	0	0	0	14.7976	0	0	0	0	0.16447	0
Healthy	0	22.9571	0	0	0.00953	0.0725	0	0	0	0.00531	0	0.50563	0	19.9246	0	0.01848	0.05486	0.00081	0.0725	0.01707
Healthy	0	0	0	0.13819	0.25699	0	0	0.0155	0	0	0	0	0	0	0	0.69341	0.03542	0	0	0
Healthy	0	7.45251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40484	0.05531	0.18096	0	0.08213
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.15248	0.24213	0.07843	0	0	0	0	0	2.54661	0	0	0.72093	0.69314	0.20272	0.24213	0.05476
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.22904	3.80759	2.46997	0.25966	0.02819	0	0	0
Healthy	0.01418	0	0	0.18599	0.00305	0.46664	0.02604	0	0	0	0.01418	0	5.14782	0	0	0.13136	0	0.08003	0.46664	0.00555
Healthy	0.33275	0	0	0.02468	0	0.06932	0	0	0	0	0.33275	0.93012	0.07277	1.42516	0	0.06601	0.09399	0.02981	0.06932	0.01495
Healthy	0	0	0	0.08293	2.71147	0.39222	0	0.10766	0	0.02014	0	0	0.40468	3.98122	0	0.13596	0	0.00185	0.39222	0
Healthy	0	0	0	0.2024	0	0.00559	0	0	0	0	0	0	1.70431	0	0	0	0	0	0.00559	0.16598
Healthy	8.67042	0	0	0.51966	0	0	0	0	0	0	8.67042	0	0	0	0	0	0	0	0	0
Healthy	24.9152	0	0	0	0	0	0	0	0	0	24.9152	2.1774	0	0	0	0.23927	0	0.22783	0	0
Healthy	19.5973	0	0	0.02214	0	0	0	0	0	0	19.5973	0	0.23855	0	0	0.03241	0.05282	0.51706	0	0
Healthy	0	0	0	0.29681	0.12339	0	0	0	0	0	0	35.8938	0.04723	0	0	0.01493	0	0.03906	0	0.03171
Healthy	6.34823	0	0	0	0	0.09734	0	0	0	0	6.34823	0	0	0	0	0	0	0	0.09734	0
Healthy	0	0	0	0.11684	0	0.23432	0	0.02035	0	0	0	0	1.23408	0.66465	0	0	0	0.03493	0.23432	0
Healthy	0	0	0	0.01657	0	0.00099	0	0	0	0	0	0	0	0.00024	0	0.03452	0.03771	0.0068	0.00099	0.00256
Healthy	0	0	0	0.17989	0.03506	0	0	0	0.00656	0	0	0	3.61657	1.23491	0	0	0	0.01725	0	0.10726
Healthy	39.1719	0	0	0	0	0.02124	0	0	0	0.06902	39.1719	0.04148	0	2.43298	0.24875	0.00815	0.02291	0.00808	0.02124	0.00299
Healthy	0	13.8686	0	0.01013	0.02965	0.15383	0	0	0	0	0	0	0.57392	2.92954	0	0.02192	0.38988	0.04747	0.15383	0
Healthy	0	2.87221	0	0	0	0	0.02041	0	0	0	0	0	0.21862	0	0	0.59507	1.1973	0.2513	0	0.06174
Healthy	0.14091	0	0	0	0.00432	0	0	0	0	0	0.14091	2.6928	0.00476	2.51127	0.41554	0.10115	0	0.02848	0	0.00135
Healthy	2.41538	0	0	0.0405	0	0.07721	0	0	0	0	2.41538	0.47578	0.00433	0.45498	0	0.10347	0.44489	0.05259	0.07721	0.03783
Healthy	0	0	0	0.01778	0	0.453	0.60064	0.01691	0	0	0	8.04147	0	0	0	0.04144	0	0.08063	0.453	0
Healthy	0	0	0	1.05669	12.8392	0	0	0.00206	0.00501	0.00058	0	0	2.09731	0	0	0.5627	0.78828	0.1922	0	0
Healthy	0	0	0	0.08528	0	0	0	0	0	0	0	0	0.02444	0	0	0	0	0	0	0
Healthy	1.05486	0	0	0	0	0	0	0	0	0	1.05486	0	0	1.70503	0.12911	3.08606	0	1.31534	0	0
Healthy	0	0	0	0.00095	0	0.48884	0	0	0.04404	0.05924	0	0.00043	41.3818	0	0	0	2.32124	0	0.48884	0
Healthy	56.9411	0.45991	0	0	0	0	0	0	0	0	56.9411	0	0	0.06919	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0.0663
Healthy	0	0	0	0	0	0.26649	0.03861	0.00202	0	0	0	0	0.20338	3.51669	0	0.06568	0.05366	0	0.26649	0.00395
Healthy	27.7216	0	0	0.04719	0	0	0	0	0	0	27.7216	0	0	1.62958	0.39262	0	0	0	0	0
Healthy	0	0	0	3.31039	0	0	0	0	0	0	0	0	2.74201	0	0	0	0	0	0	0
Healthy	0	0.00155	0	13.2784	2.20216	0.07851	0.04495	0	0.01318	0.087	0	0	52.6739	0	0	0.07213	0.00107	0	0.07851	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.33624	0.39371	0.6014	0	0	0.0398	0	0	0.0696
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248
Healthy	0	0	0	0	0.04352	0	0	0	0	0	0	0	0	0	0	0.05379	0	0.06308	0	0.06265
Healthy	28.5028	0	1.17145	0	0	0.0008	0	0	0	0	28.5028	0	1.22587	0	0	0.102	0	0.03437	0.0008	0
Healthy	4.60795	0	0	0.37948	0	0	0	0	0	0	4.60795	0	0.03233	0	0	0.09843	0	1.09873	0	0
D014376	86.7019	0	0	0.01082	0	0.02169	0.03065	0.00524	0.00045	0	86.7019	0.06996	0.54463	0	0.02151	0.04555	0	0.00982	0.02169	0
Healthy	11.9298	0.00038	0.01023	0.47618	0.06189	0.02591	0.19559	0	0	0	11.9298	0	0	0	0	0.31155	0	0.00289	0.02591	0
Healthy	0	0	0.76133	0	0.0115	0	0	0	0	0	0	3.79792	0.50279	11.9014	4.59117	0.07883	0	0.14256	0	0.00134
Healthy	0	0	0	0	1.91629	0	0	0	0	0	0	0	0.39936	0	1.63527	0	0	0	0	0
Healthy	28.768	0	0	0	0	0	0	0	0	0	28.768	0	0	1.66283	0.33177	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.10108	0	0	0	0	0	0.47257	8.44734	3.99345	0	0	0	0	1.2262
Healthy	0.61172	0	0	0	0.65605	0	0	0	0	0	0.61172	0	1.1218	0	0	0	0	0	0	0.15351
Healthy	0	0	20.1914	0.52319	0	0.02498	0	0	0	0	0	0	0.14359	0	0	0	0	0	0.02498	0.01254
Healthy	0.13988	0	0	0.30311	0	0	0	0	0	0	0.13988	0	0.49945	6.42456	0.70048	0.35091	0	0.18952	0	0
Healthy	1.52037	0.327	0.97143	0	0	0	0	0	0	0	1.52037	0	0.65559	0	0.27811	0.07896	0.13814	0	0	0
Healthy	0.00216	0	0	7.77475	0	0.21131	0.20591	0	0.0768	0.06393	0.00216	0	35.8838	0	0	0	0	0	0.21131	0
Healthy	0	0	0	0.13705	0.01773	0	0	0	0	0	0	0	0.27367	2.45297	0	0	0	0	0	0.02559
Healthy	7.61864	0	0	3.8309	0	1.91654	0	0	0	0	7.61864	0.12392	0.38631	0.25104	0	0	0	0	1.91654	0
Healthy	0	0	0	68.4318	0	0.00317	0	0	0.01654	0.07747	0	0	1.04555	0	0	0	0	0	0.00317	0
Healthy	0	0	0	0.65649	0	0	0	0	0	0	0	0	0.22373	0	0	0	0	0	0	0.10956
Healthy	18.3875	1.54664	2.04908	0	0	0	0.43018	0	0	0	18.3875	3.22215	0	0.22884	0	0.17315	0	0.3769	0	0
Healthy	0	0	0	0	0	0.03455	0	0	0	0	0	0.52987	0.52772	1.53444	0	0.03349	0.08095	0.05674	0.03455	0.00482
Healthy	0	0	0	0.25496	0.0126	0	0	0	0	0	0	0.02562	0.03717	0	0	0	0	0	0	0.25885
Healthy	0.00976	0	0	0	0.00856	0.05004	0.06399	0	0	0	0.00976	0	0.07157	14.8705	1.2096	0	0.06926	0	0.05004	0
Healthy	0	0	0	0.03274	0	0	0	0	0	0	0	0.01516	0.00166	0	0	0	0	0	0	0.21604
Healthy	0	0	0	1.0772	0.00064	0.0754	0.00324	0	0.00354	0	0	0	0.90677	1.45092	0.31965	0.25219	0.09393	0.00367	0.0754	0.02009
Healthy	0	0	0	0	0.00193	0.75092	0	0	0.00805	0.01968	0	0	52.7279	0.00033	0	0	0.0046	0	0.75092	0
Healthy	0	0	0	0.47533	0	0	0	0	0	0	0	0	0.19532	0	0	0	0	0	0	0.07533
Healthy	0	0	0	1.05383	0.32926	0	0	0	0	0	0	43.7938	0.20175	0	0	0	0	0	0	0
Healthy	0.61767	0	0	12.2714	0	0.15367	0	0	0	0	0.61767	0	3.17571	0.19887	0	0.11532	0	0.04931	0.15367	0
Healthy	0	0	0	0.08725	0.00227	0.004	1.99239	0	0	0	0	0	6.59349	0	0	0	0.11519	0	0.004	0
Healthy	66.2079	0	0	4.26379	0	0	0	0	0	0	66.2079	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0.01829	0.19035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.9219	0	0	0	0	0	0	0	0	0	1.9219	0	10.0155	3.05631	0.39498	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02782	0	0	0	0	0.57478
Healthy	47.8846	2.25502	1.4836	0	0	0.03292	0	0	0.00305	0	47.8846	2.47805	0.13403	0.01489	0.05546	0.03815	0.00207	0.00153	0.03292	0.01441
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	6.70386	0	0	0	0	0	0	0
Healthy	0	0	0	0.11185	0.58805	0	0	0	0	0	0	0	0.30454	0	0	0	0	0	0	0.14325
Healthy	0	0	0	0	0	0	0	0	0	0	0	13.6541	0	0	0.07799	0	0	0	0	0
Healthy	32.4207	0	0.89229	0	0	0	0	0	0	0	32.4207	0	0	0	0	0	0	0.03004	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.27738	7.10298	5.1641	0.25486	0.00363	0.00405	0	0	0	0	7.27738	0.08444	0	0.84768	2.04162	0.02914	0.1086	0.01274	0.00405	0.19696
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.44307	0	0	0	0	0	0	0	0	0	2.44307	0	0	0	0	1.29088	0.05371	0.14102	0	0
Healthy	0	0.74942	0	6.83977	0	0	0	0	0	0	0	18.2899	0	0	0	0	0	0	0	0.04969
Healthy	0	0	0	0	0.00643	0.03954	0	0.04293	0	0	0	0	0	0.02809	0	0.08279	0.01412	0	0.03954	0
Healthy	0	0	0	0	0.0445	0.00631	0	0	0	0.00228	0	0	0	0	0	0.0049	0	0.05302	0.00631	0.04868
