group	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Ruminococcus_B_gnavus	Bacteroides_intestinalis_A	Haemophilus_D_sp001815355	Bacteroides_nordii	Enterocloster_citroniae	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Eggerthella_lenta	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Streptococcus_thermophilus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	1.98038	0	0	0.08878	0	0	0	0	0	0	0	0.14242	0	0	0.06664	1.08369	0.08878	0	0	0
Healthy	0	1.27371	0.00451	0	0	0	0	0.00177	0	0	0	0	0	0	0.26147	0.5509	0	0.43475	0	0
Healthy	0	0	0	5.36717	0	0.08018	0	0	0	0	0	0	0.01247	0	0	0	5.36717	0	0.30887	0.08343
Healthy	0	0	0.00174	0.29546	0	0.11631	0.00659	0	0.00283	0.00497	0	0	6.89537	2.23034	0	0.38291	0.29546	1.13528	0.05029	0.04398
Healthy	0	0.01494	0.09651	0.00229	0.31436	0	0.00315	0.06981	0	0	0	4.43923	0.20443	0.77313	0.14215	0.94616	0.00229	0.08279	0	0
Healthy	0.00539	0.05867	0.00022	5.18727	0.16077	0.0923	0.0136	0.00295	0.0019	7e-05	0.0011	0.02096	11.7891	0.00324	0.0569	6.91762	5.18727	0	0.00235	0.01958
Healthy	0.18941	0.15332	0	0	0	0	0	0	0	0	10.7429	6.85216	0.36036	0	0	0	0	0	0	0
Healthy	0	0	0.00825	0	0.01326	0	0.04164	0.00167	0	0.02334	0	0.52918	0	0.43233	0	0.92728	0	0	0	0.02402
Healthy	0	0	0	2.49893	0	0.11907	0	0	0	0	0	0.78977	0.01597	0	0.61728	1.32596	2.49893	0	0.00295	0
Healthy	0	3.26563	0	0	0.05038	0	0	0	0	0	0	0	3.65421	0.16948	0.03062	0.39435	0	0	0.02821	0
Healthy	0	0	3.23826	0	0	0	0	0	0.00309	0	0	1.46801	0.00129	0	0	0	0	0	0	0
Healthy	0.41481	0	0.01436	0	0.0093	0.00101	0	0	0	0	0	0.4566	0.09384	0	1.6674	0.12469	0	0.00194	0.02339	0
Healthy	0	0	0.32264	3.4327	0.26564	0.01279	0.00137	0.13914	0.05878	0	0	0.01379	2.36389	0.74638	0.24007	0.51826	3.4327	0.11958	0.00148	0
Healthy	0.50245	0	0	0	0.06358	0.00621	0	0	0	0	0	9.69662	3.2117	27.2372	0	0	0	0	0.07183	0
Healthy	0.74477	0	0	0	0	0	0	0	0	0	2.95699	0	0.02024	0	0	0.57308	0	0	0.02854	0.09331
Healthy	0	0	1.56673	0	0	0	0	0	0.05758	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.08794	0	0.00922	0	1.31892	0	0.01875	0	0	0	5.39221	0	0	0	0.31605	0	0	0	0.1722	0.34095
Healthy	1.84816	0	0	0	0	0	0	0	0	0	0	4.90822	0	2.26152	0.31134	1.80665	0	0	0	0
Healthy	0	0	0.01991	0	0.76587	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0
Healthy	1.37569	0	0	0	0	0	0	0	0	0	0	1.75903	0.15997	0.99194	1.47058	2.60474	0	0	0	0
Healthy	1.48915	0	0	0.49706	0	0	0	0	0	0	0	0.12039	0.01619	2.20428	0	0	0.49706	0	0	0
Healthy	0	0	0.0335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00952	0	0	0.13028	0	0	0.03441	0	0	0	0.01325	1.00575	0.9744	0	0.36588	0	0.61263	0.00436	0
Healthy	0	0	0.02861	0	0.03107	0	0.01617	0	0	0	10.7448	1.17469	0.04844	0	0	0.45878	0	0.36049	0.41471	0.03041
Healthy	0	0	0.27785	0	0	0	0.04182	0	0	0	6.58751	0	0	0	0	0	0	0	0	0
Healthy	1.29279	2.70481	0.48796	0.09033	0	0.00819	0	0	0	0	0	0.28473	0.1282	0	0	2.02925	0.09033	0.12711	0.03612	0.00702
Healthy	0	0	0.00707	0	0	0	0.00632	0	0	0	18.1236	4.54128	0.09042	0	0	0	0	0	0.33662	0.09944
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.28602	0.76211	0.19412	0.03511	2.54703	0	0	0.0368	0
Healthy	0	0	0.19796	0	0.03986	0.0304	0.00246	0.04432	0	0	0.47151	0	0.03344	0.04568	0	0	0	1.19395	0.12716	0.00594
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06992
Healthy	0	0	0	0.00189	0.15071	0	0	0.21939	0	0	0	13.05	0.07503	2.204	0	0	0.00189	0	0	0
Healthy	0.41109	0	0	0	0	0	0	0.03681	0	0	1.28325	0	0	1.84282	0	0.71377	0	0	0	0
Healthy	0.00127	0	0.11008	0	0.02426	0	0	0	0	0	12.9139	0	0	0	0	1.29903	0	0	0.01291	0.01284
Healthy	0	0	0.00459	0	0.01154	0	0	0	0.00859	0.00314	0	0.0029	0	0	0.50592	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.07545	0	0	0	0	0	0	0	0	0	0	0	0.03664	0	0	0	0	0	0	0
Healthy	4.88711	0	0	0	0	0	0	0	0	0	0.05254	0	0	0	0	0.82682	0	0	0.03187	0.07611
Healthy	0.26794	0.09324	0	0	0	0.10894	0	0	0	0	0.06095	17.9624	0.46488	3.12543	0	0	0	0	0	0
Healthy	0	0	0.25477	0	0	0	0	0	0	0	9.82376	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11274	0.08254	0.54284
Healthy	0	0	0.01307	0	0	0	0.01195	0	0	0	17.9247	4.40544	0.08419	0	0	0	0	0	0.26698	0.07505
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.32849	0	4.30221	0	0	0	0	0	0
Healthy	0	2.6911	0	0	0.02337	0	0	0	0	0	3.0887	3.95813	1.94819	0	0	0	0	0	0.08659	0
Healthy	2.7531	0.59159	0	0	0	0	0	0	0	0	0	0.03588	0.08203	0.67961	0	0.91497	0	0	0.14657	0
Healthy	0	0	0.52691	0.21878	0.04398	0.3037	0	0	0	0	0.08289	0	0	0	0	0	0.21878	0	0.00445	0
Healthy	0	0	4.72571	0	0	0	0	0	0	0.05534	0	0.00973	0	0	0	0	0	0	0	0
Healthy	9.59498	0	0.00118	15.7671	0	0.02042	0	0	0	0	0	0	0.52811	0.03507	1.03932	1.13129	15.7671	0.32769	0	0
Healthy	0	0	0.01171	0	0	0	0	0	0	0	3.30637	0	0	0	0	0	0	0.2402	0.12364	0.12101
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9515	0.92485	0	0	0.12451	0.00336
Healthy	0	0	0	4.59845	0	0.01886	0	0	0	0	4.35275	0	0	0	0	0.98699	4.59845	0	0.22215	0.04003
Healthy	0	0	0.0032	0	0.02733	0	0	0	0	0	6.21409	0.27581	0.17552	0	0	1.01715	0	0	0.24043	0.05752
Healthy	0	0	0.00123	0	0.07496	0	0	0	0	0	0	0	0.07441	0	0	0	0	0	0	0
Healthy	0	0	0	0	0.3113	0	0	0	0	0	8.4514	0.36833	3.95398	0	0	0.4005	0	0	0.04929	0
Healthy	0.04043	0	0.00741	0	0	0	0.01608	0	0	0	0	9.60947	0.6312	3.22099	0.02638	0	0	0.14963	0	0.00292
Healthy	4.13079	26.7615	0.02615	0	0.02383	0	0	0.00677	0.05631	0	0	0	0	0	0	0	0	0	0.12848	0.0014
Healthy	0	8.29409	0.07963	0	0.22754	0	0	0	0	0	1.28771	0	0	0	1.60776	0.37939	0	0	0.31734	0.19459
Healthy	0	0	0	0	0.03219	0	0	0	0.05021	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.49675	0	0.00283	0.25665	0.27366	0	0	0	0	0	5.35472	0.17051	22.2225	0.12236	0	0.63863	0.25665	0	0	0
Healthy	1.37151	0	13.3765	0	0	0	0	0	0	0	0	0	1.2519	0	0	0	0	0	0	0
Healthy	0	0	0	4.68167	0	0.03269	0	0	0	0	4.10384	0	0	0	0	1.02136	4.68167	0	0.20252	0.04788
Healthy	0	0	1.0294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46638	0	0
Healthy	0	0	0.04546	0	0	0	0	0	0	0	0	0.03396	0	0	1.01387	0	0	0	0	0
Healthy	0	0	0	0	0.00847	0	0	0	0	0	6.34306	0.263	0.21127	0	0	1.02767	0	0	0.27881	0.06114
Healthy	0	0	0	0	0	0	0.06788	0	0	0	0	0	0	0	0	0	0	0	0	0.03619
Healthy	0	0	0	2.49571	0.01169	0.10689	0	0	0	0	0	0.81309	0.01958	0	0.65579	1.35285	2.49571	0	0.0072	0
Healthy	8.39932	0	0.0229	0	0.06093	0	0	0	0	0	7.11171	0.00479	0.05304	0	0.58612	1.03923	0	0	0.00407	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.67778	0	0	0	0	0.01876	0	0	0	0	0	0.79582	1.28166	0.0157	3.16566	2.45485	0	0.07036	0	0
D001943	8.39601	13.3513	0.02218	0.03372	0.27668	0.00299	0.00689	0.00213	0	0.00035	0	0.09771	0.94444	0	0	1.23029	0.03372	0	0.02963	0
D001943	0	0.00062	0.64479	3.82499	0.01131	0.4368	0	0	0.00202	0.0478	0	0	0	0	0	0	3.82499	0	0	0.30868
Healthy	0	9.57553	0	0	0	0.03328	0	0	0	0	0.97429	26.0497	0.11474	0	0	0	0	0	0.0302	0
Healthy	0	0	0.0043	1.94707	0.12138	0.06041	0.0013	0	0	0	8.13074	0	0.07975	0	0	0.6239	1.94707	0.2787	0.24834	0.01193
D001943	0.00304	2.68492	0	0.04573	0.23911	0.05646	0.01259	0.01925	0.01352	0	0	0	0	0	0	4.31535	0.04573	0	0.00147	0
Healthy	0	0	0.10381	0	0	0	0	0.03062	0	0	2.62762	0	0.01557	0	0	0	0	0.03936	0	0.01172
Healthy	0	0	0.05614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	3.41695	0	0.01475	0	0	0	0	3.77341	0	31.4335	0	0.01848	1.98849	3.41695	0	0	0
Healthy	2.71726	0	0.00303	0.93476	0	0	0	0	0	0	0	0.4075	1.64769	0	0	1.85991	0.93476	0	0.03135	0
Healthy	0	0	0.02929	0.17769	0.07457	0.00153	0.00498	0.0617	0.0037	0.00064	9.97806	1.82808	0.05077	0	1.40887	0	0.17769	0	0	0
Healthy	0	0	1.23116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.7272	0	0
Healthy	15.7434	0	0.00912	0.26212	0.03552	0.04342	0.05023	0	0	0.00292	0	0	0	0	0	0.67618	0.26212	0	0.31664	0.1449
Healthy	0	0	0	5.35489	0	0.04999	0	0	0	0	0	0	0	0	0	0	5.35489	0	0.36974	0.11657
Healthy	2.75923	0	0	0.05676	0	0	0.00076	0	0	0	11.2493	0.48869	0.44547	0.02369	1.84304	0.55819	0.05676	0	0	0.00538
Healthy	0.69511	0	0	0	0	0	0	0	0	0	3.09149	0	0.01434	0	0	0	0	0	0.00557	0.1016
Healthy	0	0	0.14842	0	0	0	0	0	0	0	3.39638	0	0	0	0	0	0	0	0.24272	0
Healthy	0	0.71431	0	0.00757	0	0	0	0	0	0	0	0	1.73842	0.5247	0.03776	0.73032	0.00757	0	0	0.00458
Healthy	0.70136	0	0	0	0	0	0	0	0	0	3.20159	0	0.0167	0	0	0.52259	0	0	0.00148	0.08824
Healthy	0	0	0	2.50531	0.00382	0.11858	0	0	0	0	0	0.75276	0.01457	0	0.59996	1.30254	2.50531	0	0.01225	0
Healthy	2.61017	0	0	0	0.02341	0.00065	0	0	0	0	0.00062	0.00547	16.2974	0.30996	0	0.72834	0	0	0.0243	0
Healthy	0.00854	0	0	0	0.29666	0	0.00291	0	0	0.00175	0	7.23742	0.02142	1.88674	0.09564	0.26853	0	0.02264	0.00869	0
Healthy	0	0	0.00975	1.94629	0.09921	0.05921	0.00261	0	0	0	7.99145	0	0.10959	0	0	0.64838	1.94629	0.28896	0.23837	0.03511
Healthy	0	0	0	0	0	0	0	0.01492	0	0	0	0.15236	3.23942	0.36668	0.61064	1.12206	0	0.10793	0.00227	0
Healthy	0	0.16369	0	0.25495	0	0.01807	0.00738	0	0	0	0	0	0	0.44856	0.41261	0.79727	0.25495	0	0	0.04165
Healthy	0.01249	0.0238	0.93186	0	0.01291	0.09347	0	0	0	0	0	0	0	0	0	0.96885	0	0	0.47825	0.11314
Healthy	0	0	0	1.56932	0.12491	0	0	0	0	0	0	0.25081	0	0	0.23188	2.77189	1.56932	0	0	0.05013
Healthy	0	0	0	0	0	0	0	0	0	0	5.64948	0.16453	0	0	0	0	0	0	0	0.0497
Healthy	0	0	0.01354	0	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0
Healthy	0	0	0.16735	0	0.13422	0	0	0	0.00019	0	0	0.52799	0	0	2.05418	0	0	0	0	0.18531
Healthy	0	0	0.6867	0	0	0	0	0	0	0	7.21323	0	0	0	0.15486	1.39244	0	0.15555	0	0
Healthy	0	0	0.21606	0	0.01975	0	0.06107	0	0	0.00082	0	0.71941	0	0	0	1.01381	0	0	0	0.02192
Healthy	0	0	0.17721	0	0	0	0	0	0	0	3.13852	0	0	0	0	0	0	0	0.20149	0
Healthy	0	0	0.02584	1.14774	0.06156	0.11776	0	0	0	0	3.34438	0	0	0	0	0	1.14774	0	0.04176	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80154	0.84025	0	0	0.44131	0.00741
Healthy	2.71836	0	0	0.05061	0	0	0	0	0	0	11.0537	0.4659	0.43791	0.01245	1.89533	0.59178	0.05061	0	0.00234	0.00427
Healthy	2.11002	0	0.0091	0	0.00026	0	0.00305	0.04091	0	0.00105	0	0.85129	0	0.47496	0.04503	0.8824	0	0.12603	0.00339	0
Healthy	0.6961	0	0	0	0	0	0	0	0	0	3.01302	0	0.01475	0	0	0.57226	0	0	0.00147	0.10447
Healthy	3.1672	0	0.00945	0.1327	0.01663	0	0	0.0077	0	0	0	0	0.19774	0	0	1.22786	0.1327	0	0.00054	0
Healthy	1.03222	0	0	0	1.01134	0	0	0	0	0	5.44945	0.45741	0	0	0.07638	0	0	0.21313	0	0
Healthy	0	0	0.01329	0	0.69498	0.181	0	0	0	0.00059	0	0	0	0	1.72055	0	0	0	0.02732	0.0331
Healthy	0	0	0	0	0.21117	0	0	0	0	0	10.106	0	0.88819	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.39451	0.39597	0.52134	0.29749	1.38794	0	0	0	0
Healthy	0	0	0	0	0	0.13981	0	0	0	0	0	0	2.78792	0	0	0	0	0	0	0
Healthy	1.25272	0	0.033	0.06253	0	0	0	0	0	0.02191	0	6.71343	2.01511	0.19414	0	0.97994	0.06253	0	0.00942	0.00264
Healthy	2.44357	0	0.18558	0	0.07296	0	0	0	0	0	0	0.00396	0.069	1.75259	0	0.29225	0	0.56864	0.04261	0
Healthy	0	0	0	0	0.27211	0.01014	0	0.00793	0	0	2.55122	0	0	0	0	1.37489	0	0	0	0
Healthy	2.06492	0	0	0.11516	0	0	0	0	0	0	0	0.12084	0	0	0.09745	1.07488	0.11516	0	0	0
Healthy	0	0	0.4282	0	0	0	0	0	0	0	0	0	1.73038	1.03394	3.24183	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.49548	0	0	1.69888	0	0	0	0	0	0	0	0	0	0.52732	0	0	1.69888	0.18032	0.00684	0.07631
Healthy	0	0.75691	0	0	0.12988	0	0	0.10208	0	0	0	0.1663	5.64791	0	0	0.69252	0	0.05981	0	0
Healthy	0	0	0.62854	0	0.09742	0	0.00823	0.02243	0	0.00163	0	0	0	0	0	0	0	0.19816	0.02059	0.05235
Healthy	5.61537	0	0.04553	3.52145	0	0	0	0	0	0	0.02041	0.766	0	0	0.20185	0	3.52145	0	0	0
Healthy	0	0	1.59311	0	0.01417	0	0	0.00377	0.01521	0.05082	0	0.00424	0	0	0	0	0	0	0	0.00671
Healthy	0	0	0	0	0	0.04352	0	0	0	0	0	0	0.23996	0.64842	0	0.599	0	0	0.07126	0.00776
Healthy	0	6.70989	0	0	0.62499	0	0	0	0	0	1.21303	3.07211	0.02226	0	0	0	0	0	0.02359	0
Healthy	0	0	0.00425	0	0	0	0	0	0	0	9.23788	0	2.51358	0	0	0	0	0	0.00776	0.09915
Healthy	3.56205	0	0	0	0	0	0	0	0	0	0	0	0.42406	0.12037	0	0.95514	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.79325	0	0	0.34173	0	0	0.06383	0.28039
Healthy	0	0	0.68379	0	0	0	0	0	0	0	0	0	0	0	2.67451	0	0	0	0	0.19911
Healthy	0	2.79765	0.00379	2.27134	0.0021	0	0	0	0	0	3.89547	0.94077	0.11569	0	0	1.22287	2.27134	0	0.05113	0
Healthy	1.37186	0	0	0	0	0.01927	0	0	0	0	0	0	1.29782	0.02171	0	1.27141	0	0	0.04411	0.01303
Healthy	11.9749	0	0.00621	0	0	0	0.00189	0	0	0	1.72287	0.17086	0.07533	0	4.06057	1.05054	0	0.01027	0.00633	0.04187
Healthy	34.0706	0	0.002	0	0.6953	0.00728	0.0073	0	0	0	0	0	0	0	3.01606	0.33207	0	0	0	0.0067
Healthy	0.67305	0	0	0	0	0	0	0	0	0	0	1.06834	0.08381	0.23507	0	0	0	0	0.05531	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.47554	0.17091	0	0	0	0	0	0
Healthy	0	0	0.27327	0	0	0	0	0	0	0	10.5507	0	0	0	0	0	0	0	0	0.00878
Healthy	0	0	0	1.30116	0	0.01765	0	0	0	0	3.1877	0	0	0	0	0	1.30116	0.89779	0	0
Healthy	1.41965	1.45517	0	0	0.00943	0	0	0	0	0	0	0	12.8831	1.63817	5.25015	1.62736	0	0	0.0271	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.37137	42.0001	0	0	0	0	0	0	0	0
Healthy	0.33122	0	0	0	0.05656	0	0	0	0	0	0	2.93953	2.94854	29.7857	0	0	0	0	0.22718	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.18823	0.17124	0	0	0	0.22673	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.34883	0	0	0	0	0	0	0	0
Healthy	0	0	1.62832	0	0	0	0	0	0	0	6.14794	0	0	0	0	0.61036	0	0	0.16719	0
Healthy	0	0	0.12967	0	0	0	0	0	0	0	0	1.28214	5.10507	6.50444	0	0	0	0.26617	0	0
Healthy	0.09774	0	7.32153	0	0	0	0	0.00227	0.07293	0.00202	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00268	0.07072	0	0	0	0	0	0	0	0	0	0	0.06671	0	0.07072	0.14894	0.27532	0.42783
Healthy	0.65911	0	0	0	0	0	0	0	0	0	0.54599	0	0.01043	0	0	0	0	0.03625	0	0.02377
Healthy	1.26711	0	0	0	0.40306	0	0	0	0	0	0	0.12207	3.32732	1.32234	0.63608	1.93831	0	0	0.01568	0
Healthy	0	0	0	0	0	0.02596	0	0	0	0	2.83294	3.43511	1.24686	0.04895	0	0.7424	0	0	0.18754	0
Healthy	0	0	0.62406	0	0	0	0.00658	0	0	0	0.00787	6.65932	27.0516	0	0.00204	0	0	0.15271	0	0.01183
Healthy	1.91069	0	0	0	0	0	0	0	0	0	0	2.53676	0.013	1.04605	0.46085	0	0	0	0	0
Healthy	0	0	0.00106	0	0	0	0	0	0	0	0	0.00153	0.2382	0.23708	0.11837	0.58602	0	0	0.01167	0
Healthy	0	0	0.69164	0	0	0	0	0	0	0	7.73303	0	0	0	0.16476	1.39646	0	0.20686	0	0
Healthy	3.00615	0	0	0	0.85033	0.01481	0	0.02106	0	0	0	0.0768	0	0	0.25153	0.7244	0	0.27972	0.0198	0
Healthy	4.21145	4.3465	0.02478	0	0.06792	0.01552	0	0.00412	0	0	0	1.4899	4.86351	1.54807	0	0.9945	0	0.00405	0.01158	0.00403
Healthy	3.16305	0	0.03346	0	0	0	0.00054	0	0	0.00028	0	0	1.01091	0.08733	0	0.69746	0	0.00279	0	0.00448
Healthy	0.21783	0	0	0	0	0	0	0	0	0	0	0	0.97123	0	0.03453	0	0	0	0.016	0
Healthy	0	0	5.39111	0	0.16746	0.0174	0	0	0.01641	0.07647	0	0.00138	0	0	1.63824	0.34777	0	0	0	0
Healthy	0	0	0.11193	0	0.00582	0	0.01932	0	0	0	0	1.51304	0	0	0.61263	0	0	0.32636	0	0.01911
Healthy	0	7.6179	0	0	0.74293	0	0	0	0	0	2.65055	1.75491	2.51248	0	0	0	0	0	0.10816	0
Healthy	0.5316	0	0.033	0	0	0	0	0	0	0	0	0.14267	0.52845	0.20096	0.0305	0.53778	0	0	0	0
Healthy	0	5.71006	0	0	0.45623	0	0	0	0	0	1.44432	17.2212	0.07972	0	0	0	0	0	0.00313	0
Healthy	0	0	0	0.12135	0.02425	0	0	0	0	0	0.46865	0	0	0	0	0	0.12135	0	0.23867	0
Healthy	0.86365	0	0	0	0.04801	0	0	0	0	0	0	0.45278	0	0	0	0	0	0.10334	0.00905	0
Healthy	0	0	0	0	0.11521	0	0	0	0	0	0	0	0.21554	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71815	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78831	0.88812	0	0	0.39853	0.02167
Healthy	0.00347	0.2772	0	0.83582	0.11678	0.03908	0	0.00372	0	0	0.22989	0	0.34432	0	2.07502	1.17222	0.83582	0	0	0
Healthy	0.65301	0	0	0	0	0	0	0	0	0	0	2.14565	0.22955	0.46428	0.10273	2.23081	0	0.0558	0	0
Healthy	0	0	0.05631	0	0	0.12293	0.01263	0	0.00352	0.01719	0	10.8014	0.00816	0	0	1.18916	0	0.19563	0.22719	0.02492
Healthy	0	0	0.13041	0	0.00448	0	0	0	0	0	7.94172	0.47812	0.01923	0	0	0	0	0	0.04808	0
Healthy	0	0	0.0029	0	0.0109	0	0	0.03193	0.08183	0.62054	0	0	0	0	0	0	0	3.60795	0	0
Healthy	6.12367	12.5732	0.00086	0.96186	0	0.30448	0.00134	0	0	0	0	0	0	0	0	1.85354	0.96186	0	0.22475	0.00583
Healthy	0	0	0	0	0.00726	0.01753	0	0	0	0	0	0.32217	0.09279	0.0319	0	1.49806	0	0	0.00885	0
Healthy	0	0	0.01508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.0385	0	4.3957	0.61909	0.17723	1.99314	0	0	0.00542	0
Healthy	2.50295	0	0.00307	0.80557	0	0	0	0	0	0	0	0.48311	1.69083	0.00354	0	1.84091	0.80557	0	0.01743	0
Healthy	0	0	0.00146	0	0	0	0	0	0	0	9.20628	0	2.55113	0	0	0	0	0	0.01624	0.11023
Healthy	0	0	0	0	0	0	0.00743	0	0	0	0	0	0	0	0	0	0	0.08112	0.06584	0.54609
Healthy	6.94172	0	0	0	0	0	0	0	0	0	4.37359	0	0.11087	0	5.51054	1.15624	0	0.55025	0.03985	0.00922
Healthy	3.74779	0	0	0	0	0	0	0	0	0	0	0	0.44189	0.34587	0	0	0	0.00983	0.11398	0
Healthy	1.14189	0	0	0	0.00247	0	0	0.02291	0.0093	0.02564	0	18.4274	0.01356	0	0.12191	0	0	0.02245	0	0.01492
Healthy	0	0	0.35751	0	0	0	0	0	0	0	0	0	0.02814	0	0	0	0	0	0	0
Healthy	0	0	0.07584	0.62341	0	0	0	0	0	0	0	0	0	0	0.06125	1.12908	0.62341	0	0.00825	0.05837
Healthy	0	0	0	0	2.07538	0.01737	0	0.02011	0	0	0	0	0	0	6.0008	0	0	0.05171	0	0
D001943	0.00231	2.98515	0.00134	0.0305	0.05478	0.01517	0.0081	0.00097	0	0	0	0	0	0	0	1.91957	0.0305	0	0.00028	0.05967
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9918	0.93528	0	0	0.16947	0.01061
Healthy	0	0	0	0	0.24055	0	0	0	0	0	0	0.07705	22.6756	0.32965	0.04012	0.7899	0	0.02253	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	3.77332	0	0	0	0	0	0	0	0
Healthy	3.81457	0	0	0.58148	0	0	0	0	0	0.00909	0	3.91443	2.94577	0.06765	0	0.72023	0.58148	0	0.00408	0.03318
Healthy	0	0	0	2.06398	0.09733	0.07851	0.00526	0	0	0	7.92509	0	0.07697	0	0	0.63184	2.06398	0.2766	0.25391	0.00993
Healthy	0	0	0.42219	0	0	0	0	0	0	0	8.05248	0	0	0	0	0	0	0	0	0
Healthy	5.81074	0.06222	0	0.83714	0	0.15346	0	0	0	0	0	0	0	0	0	1.22995	0.83714	0.64077	0	0.07404
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11752	0.70379	0	0.01682	0	1.34878
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.68175	0	0	0.36755	0	0	0.04851	0.30869
Healthy	0	1.36339	0.28905	0	0	0.01739	0.01212	0.0006	0.00619	0.01157	0	9.13238	0.00475	0	0.00159	0	0	0.27042	0.04198	0
Healthy	0	0	1.62992	0	0	0	0	0	0	0	6.15976	0	0	0	0	0.52765	0	0	0.12285	1.76475
Healthy	6.81636	0	0.71081	0	0	0.06315	0	0	0	0	0	0	0	0	0	0	0	5.41634	0	0
Healthy	0	0	0.4513	0	0	0	0	0	0	0.06317	0	6.87448	0	0	0	0	0	0	0.04767	0
Healthy	0	0	0.16082	0	0	0	0	0	0	0	3.24217	0	0	0	0	0.54498	0	0	0.19207	0
Healthy	0	0	0	0	0	0	0	0	0	0	15.6833	0	0	0	0.27041	0.71925	0	0.21796	0	0.14716
Healthy	21.82	0	0	0	0	0	0	0	0	0	3.79563	0	0	0	0.05236	0	0	0	0	0
Healthy	0	0	0	0	0	0.02111	0	0	0	0	0	3.55448	0.28798	0	2.30674	0.95328	0	0.19828	0.00223	0.00716
Healthy	0	0	0	0	0.24629	0	0	0	0	0	1.6214	0.51555	0.65906	0.1874	2.11487	1.66398	0	0	0	0
Healthy	1.12563	1.5846	0.00833	0.01049	0.33856	0	0	0	0.10864	0	0.01823	0	0	0	0	0.48451	0.01049	0	0	0
D001943	0.26609	0.34217	0	0.04908	0.72049	0.18968	0.01383	0.07551	0.00982	0	0	2.22767	0.03913	0	0	1.78921	0.04908	0.0007	0	0
D001943	0.00885	0	0.08537	0.00406	0.79839	0.81527	0.0094	0.00087	0.00135	0.03797	0	0	0	0	0	2.31833	0.00406	0	0.05175	0.00629
Healthy	0	0	0	0	0	0	0	0	0	0.00873	5.40768	0	0	0	0	0	0	0	0.07618	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.00891	0	0	0	0	0	0	0	0	0
Healthy	0.00044	0	0.0226	0	0	0	0.00832	0	0	0	9.62629	0	0	0	0	1.23929	0	0.00926	0	0.08318
Healthy	0.35202	0.17042	0	0	0.04821	0	0	0	0	0	0	0.3742	0.59682	2.16091	0.04356	0.27637	0	0	0.00127	0
Healthy	0	0	0.00152	0	0	0	0.0718	0.12947	0.03004	0.0159	21.6446	0	0	0	0	0	0	0	0.01	0.00409
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.06462	0	0.00323	0	0	0	0.01149	0
Healthy	0	0	0	0	7.72237	0	0	0	0.00818	0	0	0	0	0	0	0	0	0	0	0
