group	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Ruminococcus_B_gnavus	Bacteroides_intestinalis_A	Haemophilus_D_sp001815355	Bacteroides_nordii	Enterocloster_citroniae	Streptococcus_sp004166885	Streptococcus_pseudopneumoniae_O	Eggerthella_lenta	Dialister_invisus	Bifidobacterium_adolescentis	Ruminiclostridium_E_siraeum	Methanobrevibacter_A_smithii_A	Sutterella_wadsworthensis_A	Odoribacter_splanchnicus	Bacteroides_intestinalis_A	Streptococcus_thermophilus	Parasutterella_excrementihominis	Flavonifractor_sp000508885
Healthy	0.57577	0	0	1.53185	0	0	0	0	0	0	0	0	0	0.5413	0	0	1.53185	0.16594	0.00225	0.05671
Healthy	6.40425	0	0	0.26925	0.20198	0	0	0.00413	0	0	0	0.82446	0.02927	0.40327	0	0.49958	0.26925	0.22602	0.36846	0
Healthy	1.65923	7.18488	0	0	0	0	0	0	0	0	12.6715	0.07535	0	0	0	0.4571	0	0	0.01512	0.04951
Healthy	0	0	0	0	0.00705	0	0	0	0	0	0	0.86483	9.67139	0.54533	2.57161	1.10649	0	0	0.04157	0.00925
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.19241	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.03284	0	5.70747	0	0	0	0	0
Healthy	0	0	0	0	0.55624	0	0	0	0	0	4.44452	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	6.0532	0.00652	0	0	0	0	0	0	0.98838	2.08033	0.22578	0.68038	1.36426	6.0532	0	0.00232	0.00049
Healthy	1.99836	0	0	0	0	0	0	0	0	0.00413	0	1.51643	0	0	0.63784	0.29494	0	0	0	0.0017
Healthy	3.79166	0	0	0	0	0	0	0	0	0	3.45893	0	0.01642	0	0	0.22232	0	0.24395	0	0
Healthy	0.07695	0.73869	0	0	0.06369	0	0	0	0	0	0	0	8.29989	1.16719	6.64688	0	0	0	0.06362	0
Healthy	0	0	0.00251	0	0	0	0	0	0	0	3.45813	0	0	0	0	0	0	0.22329	0.11553	0.18023
Healthy	1.49853	1.09687	0.35233	0	0.29079	0.00135	0.00086	0	0	0.01081	0	0	0.09766	0	0	0.52626	0	0.02834	0.00158	0.00018
D001943	0.2719	4.7395	0.00053	0.45745	0.00928	0.01716	0	0	0	0	0	0.10231	0.03031	0	3.84739	1.1575	0.45745	0.00605	0.00351	0.00373
Healthy	0	5.07921	0	0	1.69683	0	0	0	0	0	0.90035	13.44	0.37454	0	0	0	0	0	0.0211	0
Healthy	3.8562	0	0	0	0	0	0	0	0	0	0.46914	0	0	0	0	0	0	0	0	0
Healthy	0	15.149	0.10567	0	0.06919	0	0	0	0	0.00443	4.17739	6.86384	0	0	0	0	0	0.23395	0.02833	0.09828
D001943	13.9296	0.00712	0.0121	0.02816	0.04072	0.10342	0.04665	0	0	0	0	0	0	0	0	2.36759	0.02816	0	0.09942	0.01892
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.04983	0	0	0	0	0	0.24998	0
Healthy	2.61558	0	0.00323	0.85372	0	0	0	0	0	0	0	0.47681	1.5579	0	0	1.73913	0.85372	0	0.0605	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93478	0	0	0	0.16851	0
Healthy	0.04268	0.03792	0	0.00968	0.02616	0.00975	0	0	0	0	0	0.00592	0.77698	0	2.52636	0.56368	0.00968	0	0	0.01185
Healthy	0	6.44742	0	0	0.32018	0	0	0	0	0	0.21636	12.6948	0.84242	0	0	0	0	0	0.04549	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.6527	0	0	0	0	0	0.05471	0.28747
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.44995	0	0	0	0	0	0.03036	0.2891
Healthy	0	3.6904	0.00021	0	0.15391	0	0.01231	0	0	0	0.00408	0	0	0	0	0	0	0	0.09149	0
Healthy	0	0	0.16515	0	0	0	0	0	0	0	3.36256	0	0	0	0	0.49005	0	0	0.21142	0
Healthy	12.7128	0	0.00316	0	0	0	0.00285	0	0	0	0.00862	0	0.02984	0	0	0	0	0.02727	0.03544	0.02849
Healthy	3.73043	3.45126	0.00347	0	1.7614	0	0	0.18409	0.01123	0	0	0.14737	1.38563	0.48825	1.29965	0.88448	0	1.12172	0	0.00063
Healthy	0	0	0	3.83511	0.01746	0.10313	0	0	0	0	0	0	0.06566	0	0.31959	2.37368	3.83511	0	0.00502	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.5282	2.65902	0.05116	0	2.05501	0.89245	0	0	0	0
Healthy	0	0	0	0	0.03676	0	0	0	0	0	0	0	0	0.14792	0	0	0	0	0	0
Healthy	0	0	3.44212	0	0	0	0	0	0	0	0	0.16378	0.02783	0.04564	0	0.57381	0	0	0.12062	0
Healthy	0	0	0.05655	0	0	0	0.00229	0	0	0	0	0	0	0	0	0	0	0	0	0.00339
D001943	0.01008	0	0.18169	4.92417	0.13016	0	0.01431	0.00152	0.00452	0.02741	0	0	0	0	0	0	4.92417	0	0	0.0185
Healthy	0	0	0	0	0.14258	0.02664	0.03299	0	0	0	0	0	0.00335	0	1.28715	4.4865	0	0	0.00671	0
Healthy	0	8.55753	0	0	2.23299	0.00223	0	0	0	0	0.69904	1.6644	0.09223	0	0	1.14465	0	0	0	0
Healthy	0	0	0	0	0	0.03544	0	0	0	0	2.74535	3.34841	1.24361	0.04923	0	0.73762	0	0	0.22551	0
Healthy	0	9.38682	0	0	1.06097	0	0	0	0	0	0.19449	0.74155	0	0	0	0	0	0	0	0
Healthy	2.94073	0	0	0	0	0	0	0	0	0	3.63077	0	0	0	0	0	0	0	0	0
Healthy	0.03395	0	0.02406	0	0.22229	0	0.01734	0	0	0	5.53835	1.31122	0	0	0	0	0	0.04089	1.5232	0.04789
Healthy	0	0	0.02663	0	0	0	0	0	0	0	0	0	0	0	0.08421	0	0	0	0.00086	0.02806
Healthy	0.62038	0.15447	0	0.43004	0	0	0	0	0	0	0	0.04122	0	0	0.19829	1.31144	0.43004	0	0	0
Healthy	3.82746	0	0	0.60511	0	0	0	0	0	0.01064	0	4.03096	3.14263	0.06438	0	0.69317	0.60511	0	0.00202	0.04655
Healthy	4.77751	0	0	0	0.09159	0	0.014	0	0	0	0.13567	0.06678	0.13114	0	1.8383	1.44618	0	0	0.00269	0.0048
Healthy	3.33774	0	0	0	0	0	0	0	0	0	0	0	0.41697	0.08192	0	0.83224	0	0	0	0
Healthy	3.06861	0	0	0	0	0	0	0	0	0	0	8.62178	0	0	0.76728	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06161
Healthy	0	0	0	0	0	0.05624	0	0	0	0	7.16164	1.7888	0.9473	0.96826	0	1.35692	0	0	0.077	0
Healthy	1.43196	0	0	0	0	0.01045	0	0	0	0	0	2.62589	0	0	3.99534	1.83461	0	0	0	0
Healthy	4.57107	0	0	0	0	0.4001	0	0	0	0	0	0.31324	0	17.7248	0	1.69682	0	0	0	0
Healthy	0	0	0	0	0.3089	0	0.1161	0	0.00431	0	0	2.48835	0	0	3.39368	0	0	0	0	0
Healthy	0.72399	0	0	0	0	0	0	0	0	0	3.08393	0	0.0109	0	0	0.57697	0	0	0.04461	0.07756
D001943	5.69028	2.92652	0.00058	0.22065	0	0.0425	0.00669	0	0	0.00071	0	0	0.21918	0	0.76575	0.73047	0.22065	0	0.00151	0.00833
Healthy	9.26574	0	0.01871	0.85341	1.64839	0	0.01341	0	0	0.00621	0.00142	0	4.18846	0	0	0.60895	0.85341	0	0	0.00415
Healthy	0	0	0	0.95355	0	0	0	0	0	0	4.45069	0	0	0	0	0	0.95355	0	0	0
Healthy	1.49388	0	0	0	0	0.01327	0	0	0	0	0	0	1.35836	0.03794	0	1.33911	0	0	0.0251	0.03304
Healthy	0.59018	0	0	0.40634	0	0	0.02714	0	0	0	0	0	0	0	0.11927	1.35517	0.40634	0	0.1365	1.52976
Healthy	0.95442	8.28639	0	0	0	0.07131	0	0	0	0	0	0.12501	0.80245	0.82055	0	0.13736	0	0	0.00356	0
Healthy	0	0	0	0	0.20727	0.01201	0	0	0	0	2.5052	0	0	0	0	1.46898	0	0	0.01161	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.08846	0	3.12301	0	0	0.04709	0	0
Healthy	0	0	0.04896	0	0	0	0	0	0	0	8.17304	0.05243	0	0	0	0	0	0	0.16693	0.37777
Healthy	2.25388	0	0	0	0	0	0	0	0	0	0	0	0.05836	0	0	0	0	0	0	0
Healthy	0	3.81675	0.11688	0	0	0	0.02378	0	0.00974	0	0	0	0.0616	0	0	1.47863	0	0.00254	0	0.35747
Healthy	3.3069	0	0.09362	0	0	0	0	0	0	0	3.5659	0.02917	0.15741	1.74148	0.11509	1.09701	0	0.5537	0	0
Healthy	0.40639	2.79143	0	0	0.03811	0	0	0	0	0	0	0	2.64177	0.71973	4.89715	1.15095	0	0	0.00714	0
Healthy	0	6.02624	0.02002	3.54931	0.00769	0	0	0	0	0.00352	2.3281	0.59151	0.30511	0	0	1.02509	3.54931	0.00172	0.00173	0.00514
Healthy	0	0	0.50482	0	0	0	0	0	0	0	6.23985	0	0	0	0	0.57524	0	0	0.11607	0
Healthy	0	0	0.00175	0	0.1173	0	0	0	0	0	4.08964	7.3559	0	0	0	0	0	0.1818	0.03028	0.01059
Healthy	0	0	0	0	0.02026	0	0	0.01793	0	0	0	2.15208	0.89525	0.47677	0	1.41757	0	0	0.01878	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	7.21537	0	0.20668	0	0	0	0	0	0
Healthy	0.03815	0.44597	0	0	0.55209	0.03766	0	0.00146	0	0	0.00627	0	0	0	0	0	0	0	0.02279	0
Healthy	1.28279	0	0	0	0	0	0	0	0	0	3.66301	0	0.90579	4.29497	0	0	0	0	0	0
Healthy	0	0	0	3.97372	0	0.14448	0	0	0	0	0	0	0.05098	0	0.32858	2.34969	3.97372	0	0	0
Healthy	0	0	0.28762	0	0	0	0.37861	0	0.0037	0.03097	0	0.00173	0	0	3.25229	0	0	0	0	0.01342
Healthy	0	0	0.03975	0.16975	0	0.01761	0.03505	0	0	0.0554	0	11.1913	2.08634	0.18226	0	0.51002	0.16975	0.00915	0	0.00994
Healthy	0	0.91467	0	0	0	0	0	0	0	0	0	0	0	0	0.30624	0	0	0.09349	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85601	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0675
Healthy	0	0	0.82674	0	0.11106	0	0.00514	0.01966	0	0.00899	0	0.00041	0	0	0.82936	0	0	2.79345	0	0
Healthy	0	0	3.39034	0	0	0	0	0	0	0	0	0.16767	0.03002	0.04435	0	0.56109	0	0	0.11924	0
Healthy	2.12235	15.7828	0	0.01928	0.23064	0	0	0	0	0	0	0	0.97106	0	0	0	0.01928	0	0	0
Healthy	3.14468	1.00925	0.01821	0	0	0	0	0	0	0	8.26254	0	0.10649	0	0	0	0	0	0	0
Healthy	0	0	0	11.1761	0	0	0	0	0	0	9.2651	0	0	0	0	0	11.1761	0	2.63057	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00471	0	0.09846	0	0.03568	0	0	0.00186	0	0.97515	0	0	0.41678	0.30034	0	0.25663	0.00046	0.00095
Healthy	0	0	0.00819	0	0.02425	0	0	0	0	0	2.99582	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.58676	0	0	0	0	0	0	0	0.33026	0	0	0	0	0	0	0.67952	0.04559	0
Healthy	0	0	0	0	0	0	0	0	0	0.0043	0.00253	0	0	0	0	0	0	0	0.31473	0.0013
Healthy	0	6.95175	0	0	0.45366	0	0	0	0	0	0.44594	15.6396	0	0	0	0	0	0.34274	0.00311	0
Healthy	0	0.87128	0	0	0	0	0	0	0	0	0	0	0	0	0.30428	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62744	0.88498	0	0	0.42151	0
Healthy	0	0	46.3766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.42665	0	0	0	0	0.00564	0	0	0	0	0	0	1.39833	0.03289	0	1.37363	0	0	0.04404	0
Healthy	0	0	0.03202	0	1.26037	0	0.05607	0	0	0	1.35744	2.54666	0	0	0	0	0	0	1.61473	0.01776
Healthy	11.8085	0.00322	0	0.62029	0.05433	0	0.02509	0	0	0	0	0.36679	0	0	0	0.41275	0.62029	0.08475	0	0.031
Healthy	0	0	0.05252	0	0	0	0.01666	0.00174	0	0.01589	0	0.15202	0	0	0	0	0	0	0	0.00475
Healthy	1.42092	0.15655	0	0.2323	0.0051	0	0.00325	0.01669	0	0	0	0.01006	0	0.01759	0.00902	0.93374	0.2323	0.02254	0.04844	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19734	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.30353	0	11.5958	2.03432	0	0	0	0
Healthy	0	0	0.5286	0	0	0	0	0	0	0	6.24635	0	0	0	0	0.60764	0	0	0.09351	0
Healthy	5.882	0	0	0	0	0	0	0	0	0	0	0.06141	0	0	0	0	0	0	0	0
Healthy	0	0	1.07	0	0	0	0	0	0	0.00103	0	11.4988	0	0	0	0	0	0.22192	0.01481	0
Healthy	0	0	0	0	0.01065	0	0	0	0	0	0	0	4.36908	0.07914	0	0	0	0	0	0
Healthy	0	0	0.32438	0	0	0	0	0	0	0	10.1021	0	0	0	0	0	0	0	0	0.01213
Healthy	0.37356	0	0	0.02736	0	0	0	0	0	0	0	0.3908	0.01415	0	0.60049	0	0.02736	0	0.00517	0.02076
Healthy	4.03061	0	0	0	0.01567	0.05892	0	0	0	0	0	0	0	0	0	0.50134	0	0	0.10507	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00765	0	0.003	0.00127	0	0	1.02218	0	0	0	0	0
Healthy	0	0	0	0.59915	0.11219	0	0	0	0	0	0	1.28928	0.10305	0.62709	0.67951	2.04826	0.59915	0	0.00818	0
Healthy	0	0	0.01459	0	0.02476	0	0	0.00419	0	0	5.13092	0.26054	0	0	0	0.65416	0	0.02415	0	0.07715
Healthy	0	0	0	0	0	0	0	0	0.00561	0.08012	0	0.00586	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67348	0.83978	0	0	0.38423	0.0036
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.61282	3.63665	0	1.38321	1.11381	0	0	0.00749	0
Healthy	0	0	0	0	0.79108	0.14395	0	0	0	0	0	0	0.04578	0	2.34518	0.71055	0	0.21013	0	0
Healthy	2.834	0	0	0	0.21314	0.15387	0	0	0	0	0	3.26818	6.95262	3.53361	0	0.92797	0	0.27023	0.25106	0
Healthy	0	0	0	0	0.08152	0	0	0	0	0	0	0	0	0	4.90753	0.86449	0	0	0.22653	0
Healthy	4.56123	0	0	0.00579	0	0.0815	0	0	0	0	0	0	0.30663	0.47559	0	1.00325	0.00579	0.02469	0.41298	0
Healthy	0	0	0.71785	0	0.0516	0	0	0.06203	0	0.07621	0	3.78807	0	0	0	0.91496	0	0	0.20202	0
Healthy	0.00698	4.82546	0.01352	0.17486	0.09467	0.01385	0	0	0	0	0	0	0	0	0	0.76581	0.17486	0	0.13271	0.00053
Healthy	0.6194	0	0	0	0	0	0	0.00604	0	0	0.65359	0	0.01449	0	0	0	0	0.03311	0	0.03709
Healthy	3.16324	0	0.08884	0	0	0	0.02745	0	0.00368	0.02194	6.03338	0	0.05004	0	0	0.05316	0	0.00278	0	0.13887
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.18832	6.01622	0	0.85136	0.54189	0	0	0	0
Healthy	0	0.45911	0	0	0	0	0	0	0	0	0.4943	0	0	0	0	0	0	0	0	0
Healthy	5.71458	0	0	0	0	0	0.01332	0	0	0.03857	3.36802	1.18001	0	0	0	0.61494	0	0.04332	0.05709	0
Healthy	0	0	0.10143	0	0	0	0	0	0	0	0	0	0.15062	12.4338	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.26274	3.42087	0	0	1.26536	0	0	0.00262	0
Healthy	0.29392	0	0	0	0	0	0	0	0	0	0	0	0.13554	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.00246	0	0	0	0	0.14518	0	0	0	0.68425	0	0	0	0
Healthy	0	0	0	9.53007	0	0	0	0	0	0	4.64767	0	2.11213	0	0	0	9.53007	0	0	0
Healthy	0	0	0	4.03206	0.05001	0	0	0	0	0	0.30245	0.44775	1.57126	0.15096	1.28655	2.24605	4.03206	0	0.01157	0.03577
Healthy	3.77691	0	0	0.58796	0	0	0	0	0	0.01266	0	4.08983	3.12292	0.07219	0	0	0.58796	0	0.00808	0.0444
Healthy	0	0	0	0	0.08671	0	0	0	0	0	0	0	0	0	4.77289	0.78673	0	0	0.16362	0.01013
Healthy	0	0	0.00046	5.40153	0	0	0	0.01116	0.0011	0	1.01897	3.25899	0.60007	0.45642	0	1.01593	5.40153	0.00114	0	0.0004
Healthy	7.55549	0	0	0	0	0.01668	0	0	0	0	4.49182	0	0.0905	0	5.93732	1.16408	0	0.45093	0.03627	0
Healthy	0.29941	8.388	0.00669	0	0.13983	0	0	0.01399	0.00358	9e-05	0	0	0	0	0	0	0	0	0	0.01448
Healthy	0.02576	0	0.81659	0	0	0	0.00364	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.00849	0.00135	0.11467	0	0.00349	0	0	0	0	0	0	0	0	0	0	1.51556	0	0.17553	0	0.07569
Healthy	22.1475	0	0.00913	0	0.63508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21175	0
Healthy	0	0	0.34972	0	0	0	0	0	0	0	9.99851	0	0	0	0	0	0	0	0	0.00593
Healthy	0	0.01167	0	0	0.13733	0	0	0.03009	0	0	0	0.01128	1.00798	1.0502	0	0.34819	0	0.56688	0.00137	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.38171	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	9.73918	0.67613	0	0	0	0	0	0	0
Healthy	0	0	0.12826	0	0	0	0	0	0	0	3.22172	0	0	0	0	0	0	0	0.25444	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.04538	0	0.01996	0	0	0.01082	0	0	0	0	0	0	0	0	0	1.05878	0	0	0.03296	0
Healthy	0	10.7426	0	0	0.80512	0	0	0	0	0	0	1.03815	0.03733	0	2.11837	0	0	0.83049	0	0
Healthy	0	21.9255	0	0	0	0.08667	0	0	0	0	0	0	1.11861	3.26275	0	1.94217	0	0	0	0
Healthy	0	0	0.02091	0	0.16896	0	0	0	0	0	0	0	0	0	0	1.76627	0	0	0.04801	0.00754
Healthy	0	6.49238	0.1947	0	0	0.15106	0	0	0	0	0	0	0	0	0	1.38475	0	0.06509	0.22418	0.0042
Healthy	0	0	0	0	1.52718	0	0	0.02008	0.00031	0	5.91657	0.28821	0.03131	0	1.34487	1.71236	0	0	0.00389	0.00067
Healthy	0	0	0.02263	0	0	0	0.01473	0	0	0	0	0.13854	0	0	0	1.04221	0	0.01529	0.06839	0
Healthy	6.9548	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80877	0	0	0	0	0
Healthy	0	0	0	0	0.04788	0.05983	0	0	0	0	0.3401	0.01201	0	0	0	0.86528	0	0	0.00904	0
Healthy	0	0	0.00731	0	0	0	0.03412	0	0	0.00836	2.06008	4.29786	0	0	0	0	0	0.06219	0.11328	0.01497
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.73835	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1053	0.75136	0	0.00856	0	1.0033
Healthy	0	0	0	0	0	0	0	0	0	0	2.73141	0	0	0	1.70841	0	0	0	0	0
Healthy	0	0	0	0	0.17709	0	0	0	0	0	0	0	0.80332	0.6932	0	0	0	0	0	0
Healthy	0.90935	7.06295	0.00579	0	0.00067	0	0	0.0036	0	0	0	0	0.87685	2.93961	0.40012	1.06222	0	0.03147	0.07328	0.02809
Healthy	0	0	0.00705	1.00411	0.13753	0.01901	0.0002	0.00247	0	0	0	0.00451	7.91578	1.07931	0.25036	1.66259	1.00411	0.02112	0.00263	0.018
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	3.02735	0	4.3952	0.87509	0	0	0	0
Healthy	0	0	0.23749	0	0	0	0.11622	0	0	0	0.01234	0	0	0	0	0	0	1.37332	0	0
Healthy	0	0	0.01409	0	0	0	0	0	0	0	0	0.0182	1.69275	0	0.06701	1.12187	0	0	0.00604	0
Healthy	0	0	0.1963	0	0	0	0.06089	0	0	0	7.60787	0	0	0	0	0	0	0	0	0.00663
Healthy	0.30288	0	0	0	0	0	0	0	0	0	0	0.17697	0.79332	0	0	0	0	0	0.01783	0
Healthy	1.47229	2.69589	0	2.78817	2.42337	0	0	0	0	0	0	0.10267	0.45976	5.4115	0	0	2.78817	0	0	0
Healthy	0	0	0.08081	0.611	0	0	0	0	0	0	0	0	0	0	0.06486	1.14908	0.611	0	0.00712	0.05938
Healthy	1.46737	0	0.28563	0	3.17569	0	0	0.00685	0.00528	0	0.21265	0	0.02843	0	2.86347	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.01658	5.82389	0	0	0	0	0	0	0	0.05572	0
Healthy	0.35737	0	0	0	0	0	0	0	0	0	0	0.26902	0.83304	0.01636	0.01817	0	0	0	0.02393	0
Healthy	0	0	0.70298	1.37598	0	0	0	0	0	0	0.72017	0	0	0	0	0	1.37598	0.2019	0.04424	0
Healthy	0	0	0	11.7213	0.30838	0	0	0	0	0	0	0	19.7206	0	0	0	11.7213	0	0.03886	0
Healthy	4.15564	0	0.14987	0	0	0	0.04146	0	0	0	0	0.45734	0.15467	0	1.35063	0.47498	0	0	0	0.08917
Healthy	1.39762	0	0	0	0	0.01435	0	0	0	0	0	0	1.47999	0.01876	0	1.28887	0	0	0.07528	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.75447	0	0	0	0	0	0.06469	0.29636
Healthy	0	0	0	0	2.20676	0.0155	0	0	0	0	0	0	0	0	6.0883	0	0	0.0632	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.24548	0	0	0	0	0	0	0	0	0.29238	0	0	0	0	0	0.23483	0	0
Healthy	0	0	0.02596	0	0.01562	0	0.0221	0.00299	0.01838	0	0	2.64889	0	0	1.16031	0	0	0.08678	0.03584	0.02108
Healthy	0	0	0.00968	1.17066	0.00903	0	0	0	0	0	0	0	7.66486	0	0	2.17888	1.17066	0	0.06664	0.07947
Healthy	0.57299	0	0	0	0	0	0	0	0	0	0	1.28815	0.10762	0.23294	0	0	0	0	0.0445	0
Healthy	0	0.05954	0.04436	0	0	0	0	0	0	0.00482	2.41012	11.7133	0	0	1.11019	0	0	0.03549	0	0.01509
D001943	0.00012	0.00088	0.00162	0	0.93503	0	0.08704	0.02319	0.00165	0.00186	0	0	0	0	0	0	0	0	0.07062	0.05124
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	5.32521	0	8.35232	0	0	0	0	0
Healthy	0	0	1.71147	0	0	0	0	0	0	0	6.31994	0	0	0	0	0	0	0	0.13706	0
Healthy	0	0	0	0	0.02716	0	0	0	0	0	0	0.34347	0.09729	0.16984	0.00974	0	0	0.23271	0	0
Healthy	0	0	0	5.26812	0	0	0	0	0	0	0	2.12431	2.26396	0.1175	1.37882	1.21387	5.26812	0	0	0
Healthy	0	0.76219	0	0.16414	0	0	0	0	0	0	9.38507	0.0191	0	0	1.50822	2.68199	0.16414	0	0.07386	0.0095
Healthy	0	0	0	2.8429	0.15943	0	0	0	0	0	0	0	1.28462	0.7668	0	1.66295	2.8429	0	0	0
Healthy	1.69584	0.1764	12.1577	0	0	0	0	0	0	0	0	0	3.72014	0	0	0	0	0	0	0
Healthy	0	0	0	0	4.39909	0	0	0	0	0	4.57048	0	0	0	0	0	0	0	0.00395	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0.02291	0.04184	0	0	0	0	0.21817	0
Healthy	0	0	0	0	0.00259	0.05744	0	0	0	0	0.22393	0	0	0	0	0	0	0	0.01416	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.3102	0	3.56052	0	0	0	0	0	0
Healthy	0	0	1.65817	0	0	0	0	0	0	0	6.21868	0	0	0	0	0.57726	0	0	0.16596	1.75359
Healthy	0.61747	0	0.0027	0	0	0	0.03585	0.00263	0.00209	0.00472	0	0	0	0	0	0.66694	0	0.02169	0	0.02236
Healthy	0	0	0	5.18049	0	0.05397	0	0	0	0	0	0	0.01227	0	0	0.33523	5.18049	0	0.27962	0.09677
Healthy	0	0	3.56073	0	0	0	0	0	0	0	0	0	0	0	0.14499	0	0	11.9842	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.07326	0	0	0	0.77976	0	0	0	0
Healthy	0	0	0	0.12635	0	0	0	0	0	0	0	0	8.00545	1.15969	0	0	0.12635	0.67896	0.07434	0
Healthy	0	9.58787	0	0	0.48165	0	0	0	0	0	0.71627	20.7058	0	0	0	0	0	0	0.02043	0
Healthy	0	0	0.2135	0	0.00195	0	0.00809	0	0	0.01961	0	0	0	0	0.81765	0	0	0.04746	0	0.00672
Healthy	0	0	0	0.00386	0	0	0	0	0	0	0	0	0.04882	0	0	0	0.00386	0	0.00195	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02756
Healthy	0	0	0	0	0	0.03451	0	0	0	0	7.71695	1.90667	0.93805	0.8839	0	1.26819	0	0	0.14888	0
Healthy	0	6.2602	0.00847	0	0	0	0	0.13848	0.03195	0	1.04554	0	0.93935	5.2539	0	0.55239	0	0.88949	0.0232	0
Healthy	0	0	0	2.02323	0.12544	0.09536	0	0	0	0	7.84447	0	0.09135	0	0	0.69035	2.02323	0.27816	0.22545	0.01748
Healthy	0	0	0.36403	3.49322	0.29311	0.01126	0.0013	0.08936	0.05657	0	0	0.00532	2.39531	0.74161	0.24682	0.49771	3.49322	0.16859	0	0
Healthy	5.2654	0	0	0	0	0	0	0	0	0	0.05245	0	0	0	0	0.82746	0	0	0.02357	0.07517
Healthy	2.8427	13.2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00056	0	0	0	0	0	0	0.00048	3.62832	10.6905	0	0	1.54313	0	0	0	0	0.02845
Healthy	5.58499	0	0.04304	3.51291	0	0	0	0	0	0	0.00949	0.67736	0	0	0.16124	0	3.51291	0	0	0.00263
Healthy	1.91978	0	0.06195	0	0.00312	0.0415	0.00301	0	0	0	0	1.43563	0.27639	0.00876	0.7948	0.0809	0	0.00517	0	0.00838
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08033
Healthy	0.62247	0	0	0	0	0	0	0	0	0	0	1.10915	0.06385	0.25706	0	0	0	0	0.0483	0
Healthy	0	0	0.17592	0	0.81724	0	0	0	0	0	0	0.25347	0	0	0	0	0	0	0	0.00121
Healthy	0	0	0	0	0	0.39019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	2.5978	0.53268	0	0	0	0	0	0
Healthy	0	0	0.03138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
