group	Faecalibacterium_sp900539885	Enterocloster_aldenensis	Mediterraneibacter_torques	Blautia_A_wexlerae	Bariatricus_comes	Dorea_formicigenerans	Streptococcus_thermophilus	Coprococcus_A_catus	Muricomes_sp000509105	Lactococcus_lactis_E	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	1.95138	0.42757	0.02078	0	0.03662	0.02716	0	0	0	0	0	3.58773	0	0	0.15028	0	0	0	0	0
Healthy	3.61291	0	0.06412	0.10857	0	0.04291	0	0.0028	0	0	0	0	0	0.01228	0	3.43412	0	0.37318	0	0
Healthy	2.29377	0.04493	0	0.03012	0	0	0	0	0	0	0	0	0	0.05429	0	0	0	0.21864	0	0
Healthy	0.41492	0.3738	0.20215	0.50186	1.03196	0.34628	0	0.11026	0	0	0	0	0	0.21784	0	0	0	0	0	0
Healthy	16.1149	0.09378	0	0.0182	0.03386	0.0284	0	0	0	0	0	0	0	0	0	0	0	0.00847	0	0
Healthy	10.0073	0.155	0.06385	0.16996	0.19019	0.21393	0	0.1811	0.15804	0	0	0.0046	0	0.04489	0.05982	0	0.00373	1.02219	0.01848	0.28978
Healthy	3.52317	0.21442	0.09129	0.05108	0.00876	0.01277	0	0.02878	0	0	0	0	5.57933	0.35789	0	0	0	0.01931	0	0
Healthy	5.39512	0.4185	0.01232	2.1336	5.80331	0.16959	0	0.57178	0.00621	0	0	0	0	3.01575	3.52824	0	0.0014	0.0663	0	0
D015179	1.00571	0.83441	3.58567	0	0	0	0	0	0	0	0	0	0	0.38267	0	0	13.3966	0	0.26072	0.1013
Healthy	1.43363	0.62942	0.0891	0.03492	0.0663	0.02329	0.0588	0	0	0	0	1.7311	0	0.01456	0.01197	0	0	0	0	0
Healthy	1.81892	0.63694	0.3627	0.1661	0.63689	1.14304	0	0.29847	0	0	0.26208	1.26642	0	1.40635	15.786	0	0.00122	0	0	0
Healthy	2.75674	0.1884	0.16041	0.11896	0.6916	0.24137	0	0.14678	0.00656	0	0	0	0	0.28043	8.03447	0	0.21505	0.00187	0	0.00151
Healthy	1.22644	0	0.23357	0.80865	0	0	0.00258	0	0	0	0	0	0.00272	0.44833	0	0	0.60805	0	0	0
Healthy	2.28402	0.19226	0.19972	0	0	0	0	0	0	0	0	1.34285	0	0	0	0	0.51445	0.04949	0	0
Healthy	0.24584	0.07614	0.11053	0.40507	0	0.25656	0	0	0	0	0	0	0	0.58616	0	0	0	0	0	0
D015179	2.12362	0.19409	5.52413	2.20244	0.41303	0.39957	0	0.65262	0	0.05493	0	6.30583	0	0	1.65221	0	0.11843	0	0.18114	0
Healthy	6.21951	0.37811	0.03489	0.25641	0.3759	0.27075	0	0.13897	0	0.00132	0.00113	2.81146	5.31839	0.25077	0	0	0	0.0034	0	0.00057
Healthy	12.3005	0	0.46947	0.01154	0	0.57028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.79919	1.07468	0.32013	0	0.29599	0	0	0	0	0	0	0	2.1165	0	0	0	0	0	0	0
Healthy	3.12554	0	4.46098	0.13746	4.36091	0	9.59953	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	1.56781	7.57156	0.05637	1.18668	1.90326	1.41389	0.08303	0.81872	0.01271	0	1.22244	0	1.14603	0.37085	4.06126	0	0.21276	0	0.16745	0
Healthy	5.0756	0.18458	0.11226	0.351	0.0489	0.03948	0	0.05651	0	0	0	0	6.14107	1.05788	0	0	0	0.06031	0	0
Healthy	5.16003	0	0	0	0	0	0	0	0	0	1.8654	0	0	0	0	0.96639	0	0	0	0
D015179	8.01293	0.18765	0.16707	0.05925	0.13161	0.34451	0	0	0	0.67199	0.02934	0.34598	0.45851	0.00613	2.00596	0	3.14875	0	0.00992	0.07324
Healthy	1.19951	0	0.62293	0.01028	0.20171	0.01361	0	0	0.02004	0	0	5.80661	0	0	0	0	0.01666	0	0.01541	0
Healthy	1.30761	0.15535	0.10821	0.89054	1.56251	0.50607	0.15103	0.25838	0.01453	0.00304	9.42009	0.28221	0.02548	4.27601	0	1.18831	0.03481	0.00113	0.11063	0.03674
Healthy	4.2236	0.04211	0.04045	0.05667	0.03844	0.03544	0	0	0	0	0	0	0	0	0	0	0	0.02331	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.97875	0	0.08982	0	0	0	0	0	0.07138	0	0	10.9775	0	0	0	0	0.35089	0.54299	0.37909	0.01424
Healthy	2.36938	0.16833	0.26642	0	0	0	0	0	0	0	0	1.34109	0	0	0	0	0.45455	0.02245	0	0.03505
Healthy	3.75727	0.3428	0.06809	0.13142	0.06492	0.05071	0	0	0	0	0	2.36898	0	0	0	3.76482	0	0.00822	0	0
Healthy	25.0681	0.10049	0.07078	0.33819	0	0.3781	0	0.16785	0.10753	0	0.03161	10.0042	0.03552	0.43087	0	0	0.06396	0	0.02836	0.31779
Healthy	3.47019	0.1614	0.05607	0.32008	0.57295	0.18336	0	0.0891	0.00517	0	0	0	0	0.66545	0	0	0.48498	0.00074	0	0
D015179	2.88556	3.41435	0.01965	3.00228	1.11887	2.37728	0	0.48756	0.02298	0	0	0	0.01247	0.04983	1.78562	0	0	0	0	0.05807
Healthy	6.2233	0.36389	0.06941	0.40148	0.07565	0.02792	0	0.10657	0	0	0	0	5.90749	0.83014	0	0	0	0	0	0
Healthy	1.22313	0.02971	1.14151	0	0	0	0	0	0	0	1.47866	0	0	0	0	0	0	0	0	0
Healthy	4.8257	0.06617	0.00991	0.32802	0.49721	0.0649	0	0.20051	0	0	0	0	0	0.39538	0	0	0	0.00021	0	0
Healthy	2.16544	0.03879	0	0.03485	0	0	0	0	0	0	0	0	0	0.03259	0	0	0	0.24218	0	0
Healthy	1.40834	0	0.03567	0.0344	0.20441	0	0	0	0.01927	0	0	0	0	0	0	0	0.07834	0	0.16803	0
Healthy	1.3899	0	0.482	0.02163	0.19422	0	0	0	0.0302	0	0	0	0	0	0	0	0.07142	0	0.19812	0.01579
Healthy	0.58238	1.02743	0.35091	0.1816	0.25944	0.29086	0.00646	0.10094	0	0	0	0	0	0.2731	0	0	0	0	0	0
Healthy	11.4126	0.35462	0.02662	0.71399	0.6891	0.20965	0.19763	0.3358	0.04806	0	1.96473	0	2.65754	0.98283	0	0	0.00359	0	0	0
Healthy	4.58661	0	0.12661	0.00822	0.02394	0	0.49465	0	0	0	0	6.83859	0	0	0	0	0	0.03282	0	0
Healthy	0.31587	1.55907	0.90354	0.29687	0.73786	0.14444	0	0	0	0	0	0	0	0.36479	0	6.28804	0	0	0	0
Healthy	5.08475	0.57671	0.07017	0.46451	0.08192	0.28593	0	0.09943	0	0	0	0	3.09355	1.14662	0	0	0	0.07167	0	0
Healthy	0.38255	1.20331	0.61182	0.34164	0.36267	0.55243	0	0.26545	0	0	0	0	0	0.44539	1.31149	0	0	0	0	0
Healthy	1.98972	0	0.1204	0.30163	0	0	0	0	0.0525	1.64077	0	0	0	0.27188	0	0	0.23166	0.04294	0.15735	0
Healthy	4.3657	2.80151	0.24138	0.86344	0	4.45697	0	0	0.00037	0	0	0.09343	0.00108	3.16915	3.3552	0	1.9722	0	0.05906	0.00198
Healthy	0.01557	0	1.34572	0	0	0	0	0	0	0.06704	0	0	0	0	0	0	0.48569	0	0	0
Healthy	1.12672	1.57844	0.52674	0.33744	0.27825	1.04479	0.14814	0	0	0.09395	0	0	0	0	0	0	0.14251	0	0	0
Healthy	4.89339	0.31091	0.03128	0.09146	0.27938	0.32784	0	0.08617	0	0	0.50383	0	4.31517	0.43707	0	0	0	0.00884	0	0
D015179	8.61194	0.92854	0.17222	1.01671	0.76485	0.36053	0.01089	0.15815	0	0.0115	0	0	0	0.1628	0	0	0.0086	0	0	0
Healthy	5.41524	0	1.18752	0	0	0	0	0	0.1124	0	0	0	0	0	0	0	2.3061	0.01945	1.04222	1.03669
Healthy	7.35572	0	1.86445	0.14709	0	0	0.67588	0	0.00779	0	0	0	0	0	0	1.05246	1.13056	0.05795	0.00546	0.02979
Healthy	0.10154	0	0.0106	0.13096	0	0	0	0	0.04012	0	0	0	0	0	0	0	0.06905	0.00958	0.02716	0.01091
Healthy	3.43166	0	0.02066	0.11258	0	0.07127	0	0.00811	0	0	0	0	0	0.01835	0	3.56204	0	0.37828	0	0
Healthy	1.23884	0.61449	0.03543	0.1405	0.30681	0.31765	0.00169	0.3711	0.10391	0	1.72517	0.25117	0	0.22116	0	0	0.0006	0.00291	0	0
D015179	7.91549	0	0.06629	0.57787	0	0	0.18654	0.59071	0.27913	0	0	0	0	2.262	0	0	1.0002	0.04519	0.11952	0.04482
Healthy	0.75922	0	0.00751	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12442	0	0.03675	1.35685
Healthy	4.8334	0	0.14165	0.06055	0.02445	0	0.52668	0	0	0	0	6.98722	0	0	0	0	0	0.01348	0	0
Healthy	2.22424	0	1.12936	0	0	0	0	0	0	0	1.81264	0.27402	0	0	0	0	0.07917	0	0	0
Healthy	10.3607	1.63122	0	0.64301	0.99447	0	0	0.27771	0	0	0.0611	1.42442	0	0	0.7856	0	0	0	0	0
D015179	0	0	0	0	0	0	0	0	0	0	0	1.71882	0	0	0	0	0	0	0	0
Healthy	2.06234	0.04936	0.05746	0.04103	0.03306	0	0.28375	0	0	0	0.03128	0	0	0.00335	0	0	0.00802	0.23698	0	0.01562
Healthy	5.25748	0.06705	0.02093	0.03975	0	0	0	0	0	0	0	0	0	0.00542	0	0	0.21722	0.00301	0.03992	0.07578
Healthy	3.35629	1.60886	0.47475	0.50609	0.51633	0.22491	0	0	0	0	0	0	0	1.95772	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	2.21519	0.20821	0.15949	0.29505	0.66665	0.62716	0.14911	0.00415	0.07679	0	0	0	0	0.42454	0	0	0.02735	0	0	0.02645
Healthy	3.86257	0	0.05385	0.10368	0	0.06067	0	0	0	0	0	0	0	0.02515	0	1.66197	0	0.16547	0	0.0245
Healthy	7.99287	3.90633	0.15922	2.42163	2.52066	0	0.00538	0.18169	0.01273	0	0	0	0	3.09889	0	0	0.00943	0.056	0.00183	0.00457
Healthy	4.57863	0	1.73039	0.23502	4.0217	0	0	0.09575	0.02584	0	4.46716	0	0	0	0	0.01277	2.16706	0.03117	0.01007	0
D015179	3.83724	1.6397	20.3501	1.77647	0.05616	1.50425	0	0	0	0	0	0	0	0	1.02171	0	0	0	0	0
Healthy	1.05489	0.69462	0.0018	0.38467	0.26605	0.08153	0.56303	0.0289	0	0.01939	9.02699	0	0	0.41699	0	0	0.02321	0.00725	0.02765	0
D015179	7.6031	0.34314	0.38789	1.45492	1.0992	0.36874	0	0.80906	0	0.07426	0	0	0	0.49054	0	0	0	0	0	0
D015179	0.89487	0.78126	0.73993	0	0	0	0	0	0	0	0	0	0	0.27246	0	0	12.0374	0	0.31946	0.14661
Healthy	1.80103	0	1.99603	0.21309	0	0	0	0	0	0	0.52293	1.2292	0	0	0	0.41888	0	0	0	0
Healthy	3.86361	0	0.12127	0.09549	0	0.03608	0	0.01062	0	0	0	0	0	0	0	2.18175	0	0.18822	0	0.01738
Healthy	3.10547	0.5536	0.07042	0.32414	0.2407	0.33031	0	0.05396	0	0	0	19.2236	0	0.25335	2.00706	0	0	0	0	0
Healthy	7.01442	1.2171	0.02398	0.28245	0.89128	0.10326	0.24173	0.17154	0	0	0	0	0	0.77464	0	0	0	0	0	0
Healthy	6.45538	0.17207	0.67291	0.12483	0.21932	0.14659	0	0.062	0	0	0.0032	18.5376	0.42853	0.52553	0	1.30103	0	0.64128	0	0
Healthy	7.95811	0.20849	0.07015	0.33032	0	0.10851	0	0.09585	0	0	0	0	9.70808	0.63861	0	0	0	0.01433	0	0
D015179	10.972	0	1.58789	0.20304	0.24501	0.03955	0	0	0	0	0	0	0	0.1728	0	0	0.05225	0	0	0
Healthy	0.59789	0.71557	0.30619	0.88588	0.87989	0.44921	0	0.03192	0	0	0	0	0	1.37595	0	0	0	0	0	0
Healthy	7.92043	0	0.95926	0	0	0	0	0	0	0	0.15561	0	0	0	0	0	0.01049	0.23702	0	0
D015179	7.38568	1.09484	0.82396	0	0	0	0	0	0	0	0	0	0	2.4317	0	0	0	0	0	0
Healthy	0.00048	0	0.25647	0	0	0	0.00877	0	0	0	0.00114	0	0	0	0	0	0	0	0	0
Healthy	4.09589	0	0.017	0.01073	0.08468	0	0	0	0	0	35.6001	0	0	0.01255	0	0	0.06873	0.05063	0.0312	0.54271
Healthy	0.49771	0.35371	0.22603	0.08162	0.96332	0	0	0	0	0	0	0	0	0.0461	0	0	0	0.03963	0	0
Healthy	3.35909	0.06551	0.01228	0.13906	0.32997	0.09196	0	0.0562	0	0	0	0	23.9087	0.08194	0	0	0	0.00139	0	0
Healthy	1.12194	1.17291	0.01099	4.73139	1.53428	0.203	0	0.45413	1.14867	0	13.155	0	0	1.05716	0	0	0	0.07373	0	0
Healthy	0.0401	0.66724	0.52767	0.27506	0.38257	0.13392	0	0.00451	0	0	0.01244	0.00445	0	0.33042	2.17155	0	0	0	0	0
Healthy	1.48628	0	0.04252	0.03138	0.20534	0	0	0	0.01192	0	0	0	0	0	0	0	0.08804	0	0.15787	0.01273
D015179	9.8755	0	0.02879	0.44727	0	0.99887	0.55594	0.26703	0.04645	0	0	0	3.84474	0	0	11.0016	0.0173	0.10107	0.02507	0
Healthy	1.21041	1.81257	0.03577	0.0785	0.05162	0.1019	0	0.15999	0	0	0	0	0	0.12713	0	0	0	0.01105	0	0
Healthy	1.49197	0	1.13853	0.4818	0.68927	0.53522	0	0	0	0	11.1026	0	4.73204	0.8041	0	0	0	0	0	0
Healthy	5.46926	0	0.37773	0	0	0	0	0	0.07223	0	0	0	0	0	0	0	1.65909	0.02067	1.02829	1.01483
Healthy	1.84392	2.12203	0.02975	2.35236	1.45264	0.54454	0	0.32036	0	0	0	0.06239	0.07472	2.19181	0	0	0	0	0	0
Healthy	4.40646	0	0.12122	0.09223	0.0459	0	0	0	0	0	0	0	0	0.01488	0	0	0	0	0	0.05018
D015179	0.00642	1.96968	0.32191	0.55226	0.71003	1.32891	0.12659	0	0.5694	0.01993	0.0108	0.00045	0	0.00099	0	0	0.75209	0	0.49202	0.28207
D015179	13.7484	1.33038	0.26935	0.0733	0.76886	0.78321	0	0.01116	0	0	0	2.43931	0	0.03804	0	0	0	0	0	0
Healthy	2.07062	0	0	0	0	0	0	0	0	0	0.84723	3.31576	3.89917	0	0	0	0	0	0	0
Healthy	4.52556	0.01165	0.04378	0.03819	0.01001	0	0.22281	0	0	0.04325	14.9209	0	0	0	0.26904	0	0	0	0	0
D015179	5.73136	0.03659	0	5.13836	0	0	0	0.7447	0	0	0	0.48152	0	2.10327	0	0	0	0	0	0
Healthy	0.96399	0.09633	1.99926	0.4942	0	0	0	0	0	0	0	4.02352	0	0	0	0	0	0	0	0
Healthy	0.00018	0	0.30013	0	0	0	0.31385	0	0.60028	0	0	0	0	0	0	0	0.5457	0	0.04764	0.01811
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.0568	0	0.39618	0	0	0	0	0	0	0	44.0091	0	0	0	0	0	0.03767	0	0	0.00309
D015179	5.57915	0.04469	0.14669	0.30211	0.35044	0.16196	0.77452	0.10853	0.01127	0	0	9.37067	0	0.0893	0	0	0.01083	0	0.00581	0.01014
Healthy	7.47009	0.09396	0.42395	0.76872	0.06484	0.79152	0	0	0	0	0	0	0	0.92627	0	0	0	0	0	0
Healthy	2.50475	1.37574	0.32761	0.61119	3.52351	1.27955	0.58019	0.28789	0	0	2.18504	1.66842	3.18119	2.23819	0	0	0	0.00178	0	0
Healthy	2.37654	0.04609	0.20776	0.15405	0.6692	0.19893	0.0704	0.07062	0	0	0	0	0	0.4919	0	0	0.01038	0	0	0
Healthy	1.71118	0.66662	0.1079	1.54041	0.51398	0.98211	0.2291	0.35056	0	0.07089	0	6.08608	0	4.31907	0	0	0	0	0	0
Healthy	5.43576	0.43705	0.07851	1.51041	1.55625	0.93272	0	0.21423	0	0	0	0	0	0.75068	3.24274	0	0	0	0	0
D015179	5.52886	0.50359	0.15575	1.8111	0.66054	0.74135	0.09564	0.18118	0.00366	0	0	0	0	1.92709	0	0	0	0.09098	0	0
Healthy	3.01238	0	1.89227	0.0575	0.02407	0	0	0	0	0	0.01571	0	0	0	0	0	0	0.19432	0	0.05452
D015179	5.15176	3.4142	0.04451	1.0036	0.98473	1.0888	0	0.33453	0	0	0	0.15886	0	0.96322	3.80719	0.21094	0	0	0	0
Healthy	0.46188	0.22298	0.63082	0.1127	0	0.00571	0	0	0.20546	0	0	0	0.00026	0.02036	0	0	0.57379	0.01134	0.03497	0.00147
Healthy	4.50117	0.0404	0	0.163	0.02411	0	0	0.06728	0	0	0	0	2.6574	0.63691	0	0	0	0.01797	0	0
Healthy	7.63909	0.13531	0.36041	0.21453	0.3032	0.19221	0	0.0741	0	0	9.53967	0.01024	8.56017	0.29277	0	0	0	0.01452	0	0.02412
Healthy	18.6217	0	0.11741	0.01292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	15.3627	0.96817	0.35117	0.06555	2.08783	0.50146	0	0.12102	0	0	9.89259	0.07019	0	0	0	0.77219	0	0.0642	0	0
Healthy	8.68152	0.04659	0.01983	0.56475	0.52366	0.02495	0	0.09588	0	0	0	0	10.6945	0.0969	0	0	0	0.17543	0	0
Healthy	4.00657	0	0.0742	0.06928	0	0.06205	0	0	0	0	0	0	0	0.00575	0	1.50507	0	0.14232	0	0.00999
Healthy	0	6.84741	1.86132	2.82821	0.46075	0.40732	2.97721	0	0	0	0	0	0	3.16649	0	0	0	0	0	0
Healthy	1.99824	0.01228	0.20907	0.01454	0.02843	0	0	0	0	0	0	0	0	0.04939	0	0	0	0.26785	0.01159	0.08423
Healthy	0.80746	2.84398	0.05185	1.41344	4.38001	0.83555	0.01964	0	0.00566	0.00495	0.91061	0	0	2.01213	0	0.00354	0.24343	0	0.00121	0.02964
Healthy	12.2081	0	0.03731	0.21194	0	0	0	0	0	0	12.563	0.06882	0.07658	2.32995	0	0.50182	0.66771	0.43034	0	0.04062
Healthy	5.06921	0.23573	0.0335	0.35862	0	0	0	0.18577	0	0	0	0	5.5658	1.11541	0	0	0	0.08481	0	0
Healthy	6.6224	0.89896	0.02754	0.90262	0.81403	0	0.1268	0	0.0534	0	0	0	0	0.12351	1.204	0	0.04326	0	0	0.00198
Healthy	1.09714	0.94543	0.52194	0.04545	0.93594	0.01334	0	0	0	0	0.01094	0	5.07928	0	0	0	0	0	0	0
Healthy	0.00322	0	0.21703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.66804	0.03608	0.04617	0.05407	0.08828	0.02646	0	0	0	0	0	0	0	0	0	0	0	0.00291	0	0
Healthy	0.46525	0.23139	0.08349	0.05494	0.23456	0.15873	0	0.04002	0	0	2.44235	0	0	0.1978	2.92344	2.15257	0	0.26926	0	0
D015179	0.73009	0	0	0	0	0	0	0	0	0	0	0	0	0.3643	0	0	0	0.12793	0	0
D015179	12.396	0.68171	0.0605	0.78546	0.40647	0.12219	0	0	0	0	0	0	0	0.0181	0	0	0	0	0	0
Healthy	4.71258	0.46878	0.02797	0.19192	0.31068	0.1726	0	0.19078	0	0	0.0608	3.42716	0	0.37778	0	0.91278	0	0.0079	0	0
Healthy	3.70728	0	0.13702	0	0.0607	0.01389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	16.1317	0.08006	0.00515	0.04532	0	0.03059	0	0.00735	0	0	0	0	0	0.01972	0	2.04006	0.00444	0	0	0
D015179	0.63829	3.79397	0.22766	3.18969	0.67642	2.37379	0.03077	0.25224	0.00049	0	0	0.57789	0	1.28189	0	0	0.01716	0.00416	0.06168	0.00074
Healthy	7.27928	0	0.03476	0.04924	0.02967	0.00191	0	0	0.06104	0	0	0	0	0	0	0	0.065	0.01642	0	0
D015179	18.7445	2.43512	0	0.4023	1.45695	1.14586	0	0	0	0	0	0	0	1.19319	1.73737	0	0	0	0	0
Healthy	0	0	1.50535	0	0	0	0	0	0	0	0	0	0	0.07599	0	0	0	0	0.11436	0
Healthy	23.8986	0.17124	0.02278	0.23571	0.11106	0.01766	0	0	0	0	0	0	0	0.126	0	0	0.00276	0.00748	0.028	0.00151
Healthy	0.26568	0.99204	0.09178	1.65645	0.04074	1.28111	0.14788	0.01902	0	0.03384	0	0.50846	0	5.09366	0	0	0	0	0	0
Healthy	0.56107	0	0.02662	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00761	0.30956	0.56392	0.09648
Healthy	3.27254	0	1.32335	0	0	0	0.19148	0	0	0	0	0.47567	0	0	1.03143	0	1.66419	0.00875	0	0.07075
Healthy	1.85147	0.06487	0.07397	0.00537	0	0	0	0.01244	0	0	14.0089	0	0	0	0	0	0	0.01527	0	0
D015179	0.11125	0.01593	0	0.0047	0.01029	0	2.6246	0	0.68538	0.80961	0	2.02228	0.1034	0.0145	0	0	0	0	0.20323	0.02461
Healthy	3.03741	0.0106	0.10905	0.15109	0.05444	0.11199	0	0.0245	0	0	0	0	0	0.41484	0	0	0	0	0	0
Healthy	1.70961	0	0	0.21486	1.30357	0.07316	0	0	0	0	0	0	0	0	1.51367	0	0	0	0	0
Healthy	1.17901	0.43399	0.1844	0.11409	0	0.57412	0	0	0	0	1.01492	0	0	0	0	0	0	0.03005	0	0
Healthy	3.84118	0.12739	0.15386	0.16533	0.32384	0.11576	0	0.08466	0	0	0	8.48027	0	0.33809	0	1.08679	0	0.00245	0	0
Healthy	1.66261	1.05499	0.01566	0.17205	0.57285	0.48671	0	0.09848	0	0	0	0	0	0.42411	0	0	0	0	0	0.07066
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.12928	0.04104	0.05057	0.05675	0	0.02115	0	0	0.02504	0	0	5.22801	0	0.005	0	0	0	0.00142	0.0066	0.08424
Healthy	7.4175	0	0.07082	0.02249	0.01004	0	0	0	0.12373	0	0	0	0	0	0	0	0.1204	0.01049	0	0.00958
Healthy	0.86913	0	0	0	0	0	0	0	0	0	0	4.24759	0	0	0	0	0	0	0	0
Healthy	4.87373	0.71097	0.04655	0.24911	0.72433	0.09969	0	0	0	0	0	8.45592	0	1.50514	0	0	0	0.04648	0	0
Healthy	2.3707	0.07269	0.034	0.09483	0	0.02261	0	0	0	0	0	0.65457	0	0.08276	0	0	0.01254	0.04066	0.02928	0.09455
Healthy	1.60938	0.01791	0.24518	0	0	0.01635	0	0	0	0	0	0	0	0	0	0	0	0.10549	0	0
Healthy	2.41105	0.03867	0	0.00734	0	0	0	0	0	0	0	0	0	0.03133	0	0	0	0.26038	0	0
Healthy	8.78767	0.1351	0.01325	0.0454	0	0.12915	0	0	0.00785	0	1.02193	0	0	0.06015	0	0	0.03727	0.00028	0.01775	0.02435
Healthy	1.35714	0	2.5265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.96903	0	0.29365	0.7974	0.27694	0.11764	0	0.28715	0	0	0	0	0.84598	1.15967	3.18572	0	0	0.1024	0	0
Healthy	3.06094	0	0.3203	0.04317	1.00926	0.07854	0	0.02256	0	0	0	0	0	0.26594	0	0	0.17901	0.3938	0	0.07676
Healthy	2.94258	0.47424	0.08595	0.35379	0.30253	0.12718	0	0.12591	0	0	16.5764	0	0	0.12739	0	0	0	0	0	0
Healthy	0.52229	0.50944	0.05241	0.55961	0.1271	1.08459	0.1478	0.04601	0	0	0.23164	0.52702	0	1.48525	1.18947	0	0.08847	0	0	0
Healthy	4.27564	5.024	1.75985	10.3092	0.36199	3.76077	0	0	0	0	0	0.21915	0	0.25416	1.92223	0	0	0	0	0
Healthy	0.44496	1.36183	0.00238	0.41328	0.64892	0.47802	0.10755	0.30812	0	0	0	0	0.03244	1.35718	0	0	0	0.03239	0	0
Healthy	45.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.29482	0	0.07062	0.04978	0.02805	0.00904	0	0	0.0355	0	0	0	0	0	0	0	0.04704	0.01243	0	0
Healthy	3.13062	0.61703	0.33322	0.26239	0.6159	0.36682	0	0.14942	0	0	2.24956	0	0	0.57991	4.50389	0	0.01391	0	0	0
Healthy	1.79651	0.0265	0.24023	0	0	0	0	0	0	0	0	14.3206	0	0	0	0	0	0.03935	0	0
Healthy	2.38879	0.1998	0.10365	0.55812	0.25482	0.48031	0	0.04779	0	0	0	0	0	0.89292	0	0	0	0.00411	0	0
Healthy	12.5189	0.38417	0.06031	0.2834	0.13568	0.32692	0.11553	0.26642	0.26069	0	0	0	0	0.27456	0	0	0.08488	0.59221	0.01132	0.01165
Healthy	2.86746	0.10149	0.09971	0.19915	0.84309	0.09202	1.50212	0.33818	0	0	1.07386	0	9.82345	0.1061	2.61527	0	0	0.00344	0	0
Healthy	5.77276	0.92344	0.15507	0.46489	1.38227	0.19838	0	0.28749	0	0	0.56275	1.74736	0	0.74911	0	0	0	0.02823	0	0
Healthy	3.84842	0.68163	2.01584	0.66319	0.73353	0.76171	0	0.08262	0	0	0	0	0	1.22011	1.04955	0	0	0	0	0
Healthy	7.02354	0	0.24518	0	0	0.0459	0	0	0	0	0	0	0	0	0	0	0	0.00911	0	0
Healthy	8.88326	1.62973	0.32314	0.4086	0.84304	0.30747	0	0.45316	0	0	0	0	0	0.41305	4.81863	0	0	0	0.02871	0
Healthy	4.1705	0	0.10766	0.01244	0.04784	0.03216	0	0	0	0	0	0	0	0.01869	0	0	0	0.00794	0	0
D015179	6.60939	1.68192	1.31622	0.31912	1.2259	0.68037	0.09819	0.10529	0	0	0	0	0.31182	0.23088	0.16089	0	0	0	0	0
Healthy	10.8694	2.58817	0.06814	0.26754	0.725	0	0	0.3003	0	0	1.05353	0.33586	0.52704	0.86631	0.91867	0.84826	0	0.01746	0	0
Healthy	5.70682	0.54113	0.04096	0.35289	0.59128	0.33313	0.05715	0.20715	0.00057	0	0	0	0	0.41182	0	0	0.01557	0	0	0.00206
D015179	15.4751	5.12487	0.08804	1.99015	2.9658	0.62875	0	0.18782	0	0	0	0	0	1.25309	0	0	0	0	0	0
Healthy	15.8499	0.58433	0.30351	0.66923	0.50534	0.52214	0.01104	1.46982	2.54992	0	0	0	0	1.39807	0	0	0.03181	3.36171	0	0.10142
D015179	7.93946	0.05938	1.69811	0.2715	0.49505	0.50556	0.33303	0.22902	0.03646	0.0663	39.0688	0	0	0.07667	0	0	0.05707	0	0	0
Healthy	0	0	11.0476	0.20401	4.45291	0.36679	0	0	0	0.01397	0	0	0	1.95329	0	0	0	0.00059	0	0.0108
Healthy	2.22572	0	0.03364	1.61107	4.36504	0.63104	2.91872	0	0.01836	0.02818	0	0	5.81728	1.38295	0	0.3403	0.16135	0.04531	0.38612	0
Healthy	0.32741	0	0.03902	0.10991	0	0.54737	0.07122	0	0.03768	0.0119	0	1.84216	0	0.78389	0	0	4.94721	0.00017	0.07147	0.00838
Healthy	6.02368	0.69538	0.59075	0.22521	0.29962	0.87456	0.01553	0.38539	0	0	0.77052	0	0	0.62305	0	0.75898	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.18431	0	0	0	0	0	0	0	0.6933	0	0.20658	0
Healthy	0.30869	0.12976	0.15441	0.33504	0	0.28211	0	0	0	0	0	0	0	0.53235	0	0	0	0	0	0
