group	Faecalibacterium_sp900539885	Enterocloster_aldenensis	Mediterraneibacter_torques	Blautia_A_wexlerae	Bariatricus_comes	Dorea_formicigenerans	Streptococcus_thermophilus	Coprococcus_A_catus	Muricomes_sp000509105	Lactococcus_lactis_E	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Flavonifractor_sp000508885
Healthy	2.15424	0	0.18138	0	0	0	0	0	0	0	1.94433	0.3659	0	0	0	0	0.24613	0.02768	0	0
Healthy	2.27128	0.11208	0.02193	0.11573	0.21157	0.0758	0.08905	0.27047	0	0.00211	0	0	0	0.15282	0	0	0	0.00034	0	0
Healthy	5.13465	0.15759	0.32261	0.19388	0.38295	0.17538	0	0.00604	0	0	0	0	0	0.03433	0	0	0	0	0	0
Healthy	0.21157	0.19967	0.02121	0.67036	0.28859	0.65123	0	0.08366	0	0	0	0	0	0.54372	0	0	0	0.00766	0	0
Healthy	12.622	0.04527	0.00594	0.28402	0.06603	0.16905	0	0.02176	0	0	0	0	0	0.07666	0	0	0.01181	0	0	0.06765
Healthy	0.9318	0.49669	2.4328	0.03428	0.04945	0.12902	0.02439	0.07169	0.06886	0	1.9545	0	0	0.11783	0	0	0	0	0	0.00412
Healthy	0.48163	0.41369	0.1322	0.61299	0.29094	0.04408	0	0	0	0	0	1.67993	0	0.26012	0	0	0	0	0	0
Healthy	4.43291	0.08072	0.78974	0.8676	0.20861	0.29038	0	0.2371	0	0	0	0	0	0.37741	1.19187	0	0.0209	0.00387	0	0
Healthy	3.39649	5.0821	0.00855	1.7438	1.8202	1.81961	0.00551	0.31165	0	0.04139	0.04084	0.23766	0	5.87164	0.00832	0	0.0038	0	0	0
Healthy	9.55983	1.60343	1.6178	1.34372	1.81922	0.2533	0	0.40889	0	0	0	2.99513	0	1.38872	0	0	0	0	0	0
Healthy	0.74063	0.01116	0.08133	0.02692	0	0.26229	0.23627	0	0	0	0	0	0	0	0	0	0.01141	0	0	0.09571
Healthy	0	0	0.2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0
D015179	14.7209	0.11411	0.00914	0.25389	0.88164	0.19309	0	0.03538	0	0	11.9112	0	0	0.40131	0	0	0.01639	0	0	0.00137
Healthy	0.17357	2.11944	0.70308	0.5801	2.75194	2.99086	0	0	0	0	1.9013	2.0598	1.88066	4.84358	0	0	0	0	0	0
Healthy	1.4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57134	0	0.01752	0.08949
Healthy	4.16916	0.29084	0.24239	0.14809	0.27395	0.06372	0	0.08728	0	0	0	0	0	0.12725	0	0	0	0.0031	0	0
D015179	0.06381	0.17113	0.03259	0.06817	0.18845	0.11213	0.00052	0	0.02115	0	0	0	0	0.02583	0	0	0.34078	0.09648	0.09494	0.0047
Healthy	24.0034	1.82697	0.93527	0.97432	0.55656	0.64038	0	0.53547	0	0.98912	0.0926	4.27548	0	0.45377	1.95357	0	0	0	0	0
Healthy	5.11038	0.13775	0.18442	0.19733	0.09659	0.03621	0.06049	0.00733	0	0	7.79758	0	0	0.01478	3.51077	0	0	0	0	0
Healthy	5.05087	0.94561	0.22226	0.45472	1.44966	0.25439	0	0.29321	0	0	0.60644	1.6663	0	0.79157	0	0	0	0.01176	0	0
Healthy	4.15944	0	0.0128	0.00152	0.09042	0.00237	0	0.00465	0	0	35.8016	0	0	0	0	0	0.07786	0.01922	0.03833	0.47433
D015179	0.24065	2.64833	0.20238	1.20698	0	0	0.35081	0.19163	0	0	0.05758	0	0	0.38537	0	1.65408	0.48436	0	0.47465	0
Healthy	8.46679	1.01902	0.31046	0.6606	0.25426	0.3343	0	0	0.05572	0	15.3276	0	0	0.12971	0	0	0.02312	0.01018	0.01511	0.13891
Healthy	0.00497	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0	0
Healthy	3.86148	0.02686	0.2463	0.12451	0.04668	0.02078	0	0.0507	0.02734	0	24.468	0	0.0008	0.02657	0	0.73567	0.03049	0.05324	0	0.0612
Healthy	0.68255	0.27647	0.32423	0.10177	0.13078	0.08492	0	0.03024	0	0	0.00985	1.16427	0	0.00539	0	0	0.00185	0.2314	0.01462	0
Healthy	4.29532	0.37215	0.11563	0.31465	0.50734	0.15463	0	0.34207	0	0	0	0.39724	0.15798	0.65385	0	0	0	0	0	0
Healthy	6.53471	0	0.15951	0	0	0	0	0	0	0	10.0637	0	0	0	0.53378	0	0	0	0	0
Healthy	1.41909	0.62795	0.01778	0.005	0.03583	0	0	0	0	0	0	1.80544	0	0	0	0	0	0	0	0
Healthy	0	0	0.70574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.89735	0.04673	0.24313	0.02684	0	0.01278	0	0	0	0	4.10275	0	0	0	0	5.33027	0	0	0	0
Healthy	4.12618	0	0.18324	0.05697	0.1575	0.03883	0	0	0	0	0	0	0	0	0	0	0	0.00235	0	0.1002
Healthy	8.6567	0.94015	0.17375	0.64846	0.75784	0.53562	0	0.39118	0	0	0	0	0	2.97411	1.77931	0.14485	0.03341	0	0	0
Healthy	23.7682	0.16978	0.26925	0.10942	0	0.13255	0	0	0	0	0	0.26182	0	0.10124	2.85095	0.3655	0.13621	0	0	0.08482
Healthy	1.65036	0.01322	0.08315	0	0	0.03086	0	0	0	0	0	0	0	0	0	0	0	0.1197	0	0
Healthy	1.37932	0.29001	0.18071	0.09024	0.75943	0.27171	0	0	0	0	0	0.00186	0	0.5854	0	0	0.33722	0	0	0
D015179	10.0335	0.46999	0.02473	2.11262	0.70038	0.56203	0	0.09162	0	0	0	0.00632	0	0.64863	0	0	0	0.11757	0	0
Healthy	3.04774	0.00696	0.06909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5632	0.01618	0
Healthy	0.11679	0	0.00531	0.1457	0	0	0.01204	0	0.03274	0	0	0	0	0	0	0	0.08001	0.00813	0.01616	0.00917
Healthy	3.83409	0	0.03819	0.03007	0.05197	0.00578	0	0	0.00779	0	38.6042	0.01128	0.18834	0.15803	0	0	0.01692	0.0369	0.01293	0.41138
Healthy	4.10405	0	0.11694	0.04209	0.14335	0.04803	0	0	0	0	0	0	0	0	0	0	0	0.00234	0	0.09408
Healthy	4.00052	0.33881	0.23042	0.17776	0.64089	0.20541	0	0.07694	0.02981	0	0.32531	0	0.12979	0.18208	9.14648	0	0	0	0	0
Healthy	9.78205	0.68671	2.96114	2.19886	1.64039	0.76366	0.43475	0.27382	0.00074	0.62274	0	0	1.27371	1.5828	0	0.19665	0.00116	0	0	0
Healthy	0.57655	0	0.03148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00255	0.30887	0.579	0.08343
Healthy	2.51722	0.25714	0.10676	0.1574	0	0.47825	0	0	0.04948	0	0	0	0	2.3402	1.0463	0	0.09843	0	0.14373	0.02402
Healthy	1.5766	1.25633	0.20375	0.16959	0.08344	0.35268	0	0.55224	0	0	0.34804	0.50245	0	0.05327	0	0	0	0.07183	0	0
Healthy	2.29282	0.058	0.04497	0.10426	0	0.03159	0	0	0	0	0	0.74477	0	0.08595	0	0	0.01589	0.02854	0.01297	0.09331
Healthy	1.85642	0.21749	0.44529	1.00283	0.12255	0	0	0.11255	0	0	0	1.84816	0	0.18755	0	0	0	0	0	0
Healthy	1.29313	0	0.58264	0	0	0	0	0	0.22063	0	0	0	0	0	0	0	0.24977	0	0	0
D015179	0.04571	0.28231	0.0279	0.35667	0.2059	0.02618	0.61821	0.00161	0.10552	1.40329	0	0	0	0.04397	0	0	0.04115	0	0.36108	0.0933
D015179	1.42132	0.74509	1.77663	0	0	0.07379	0	0	0	0	0	0	0	0.16825	0	0	1.1785	0	0.3406	0.17773
Healthy	5.90198	0	0.07071	0.63394	0.17217	0	0	0.03382	0	0	0	1.37569	0	0.17241	0	0	0	0	0	0
Healthy	1.32176	0	0.05469	0.04901	0.23724	0	0	0	0.01977	0	0	0	0	0	0	0	0.06516	0	0.16636	0
Healthy	0	0	1.03121	0.13289	0.08152	0.16034	0	0	0.27561	0	0	0	0	0.46813	0	0	0.21781	0	0.40686	0
Healthy	10.4268	2.33429	0.00678	0.04567	0	0.57757	1.19395	0.16626	0.03567	0	0	0	0	3.83349	0	0	0.00798	0.12716	0	0.00594
Healthy	1.44276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67761	0	0.03486	0.06992
Healthy	0.6751	1.51709	0.44536	0.6285	0.42752	0.10162	0	0.40777	0.15876	0	0.30008	0.41109	0	2.61434	0	0	0.00898	0	0	0
Healthy	1.2523	0.47188	0.00126	0.07117	0	0	0	0	0.01466	0	0	0.00127	0	0.08623	0	0	0.34633	0.01291	0.03552	0.01284
Healthy	0	0	0.59787	0.00662	0	0.24921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	10.0355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.0766	0.03909	0.09425	0.05504	0	0.01132	0	0	0.02265	0	0	4.88711	0	0.00168	0	0	0	0.03187	0.00255	0.07611
D015179	2.98344	2.01632	0.78006	0.62356	0.95885	0.42717	0	0	0	0	4.93368	0	0	0.11193	0	0	0	0	0	0
Healthy	0.87605	0.07194	0.14496	0.06166	0.07006	0.01532	0	0.03035	0.00662	0	0	0	0	0.06676	0	0	0.05001	0.26698	0	0.07505
Healthy	3.83059	0.47989	0.0401	0.61018	0.07797	0.0606	0	0.11982	0	0	0	0	2.6911	0.654	0	0	0	0.08659	0	0
Healthy	0.00146	0	0.20936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	3.32875	0	0.02072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02933	0.00416	0	0
Healthy	0.54758	0	0.09066	0	0.02658	0	0.2402	0	0	0	57.3233	0	0	0.00674	0	0	0.04136	0.12364	0.44847	0.12101
D015179	0.54668	0.18392	0.3338	0.18088	0.19463	0.14434	0.02531	0.034	0	0	0	0	0	1.08098	0	0	0.06835	0.00818	0	0.07324
Healthy	3.35792	0	0.14089	0.07325	0.04226	0	0	0	0	0	0.03698	0	0	0	0	0	0.00839	0.22215	0	0.04003
Healthy	1.97037	0.00411	0.27178	0.01627	0.02483	0.00789	0	0	0	0	0	0	0	0.03767	0	0	0	0.24043	0	0.05752
Healthy	3.2414	1.01554	0.13345	0.19043	0.10535	0.73942	0	0.33012	0	0	0	0	0	0.10445	5.04781	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	5.90225	1.30249	0.04393	0.8428	0.35793	0.42527	0	1.10135	0.00891	0	0	0	0	0.58923	0	0	0	0	0.11137	0
Healthy	4.28877	0.33363	0.19677	0.31195	0.42051	0.18457	0	0.1055	0	0	0	3.49675	0	0.27726	0	0	0	0	0	0
Healthy	6.32644	0.78238	0.92384	0.98682	1.31184	0.28123	1.46638	0.20913	0	0	3.45353	0	0	0.39189	0.07379	0	0	0	0	0
Healthy	1.33056	0.27153	0.22671	0.08903	0.63351	0.19167	0	0	0	0	0	0	0	0.49863	0	0	0	0	0	0
Healthy	1.97955	0.02137	0	0.02794	0.00874	0.01103	0	0	0	0	0	0	0	0.04226	0	0	0	0.27881	0.00284	0.06114
Healthy	0.17807	0	1.52918	0	0	0	0	0	2.45967	0	0	0	0	0	0	0	3.07033	0	2.8991	0.03619
Healthy	1.69659	0.03588	0.22811	0	0	0	0	0	0	0	12.74	0	0	0.00341	0	0	0	0.0072	0	0
Healthy	3.72852	0.16666	0.16388	0.12209	0.24641	0.10314	0	0.04062	0	0	0	8.39932	0	0.34997	0	1.16658	0	0.00407	0	0
Healthy	3.24922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.38955	0.60348	0.02975	0.01446	0.10632	0.02956	0.07036	0	0	0	0	1.67778	0	0	0	0	0	0	0	0
Healthy	3.27124	0.05158	0	0.16946	0	0	0	0.03276	0	0	0	0	9.57553	0.89075	0	0	0	0.0302	0	0
Healthy	2.13615	0.94747	0.06412	0.29448	3.83533	0.52561	0.03936	0.02402	0	0.00212	0	0	0	0.24311	0	0	0	0	0	0.01172
Healthy	0.09976	1.83056	0.1285	0.0544	0.03829	0.05095	0	0.191	0	0	0	0	0	0.0749	0	0	0	0	0	0
Healthy	3.56655	0.39547	0.35755	0.16396	0.01678	0.04462	0	0	0	0	0	2.71726	0	0	0	4.09447	0	0.03135	0	0
Healthy	0	0.23282	2.0802	0.06467	0	0	30.7272	0	0	0.2328	0	0	0	0	0	0	0	0	0	0
Healthy	1.5881	0	0.09294	0.03984	0	0.0275	0	0	0	0	0	0	0	0	0	0	0	0.24272	0	0
Healthy	2.45126	0.42315	0.01034	0.07885	0.08321	0.06944	0	0.04013	0	0	0.02705	0	0.71431	0.1598	0	0.00256	0	0	0	0.00458
Healthy	1.54971	0.04055	0.2257	0.00323	0	0	0	0.00726	0	0	12.4392	0	0	0.00489	0	0	0	0.01225	0	0
Healthy	8.46202	0.67256	0.85551	0.40853	0.27784	0.44915	0.02264	0.23974	0	0	0	0.00854	0	1.54993	1.01694	0	0.003	0.00869	0	0
Healthy	2.25126	0.04351	0.03435	0.03407	0.03666	0.00297	0.28896	0	0	0	0.01134	0	0	0.00336	0	0	0.02132	0.23837	0	0.03511
Healthy	4.22192	0.30554	0.06835	0.23056	1.14726	0.27946	0.10793	0.18418	0	0	0	0	0	0.81285	9.85721	0	0	0.00227	0	0
Healthy	3.94418	0.06706	0.00322	0.22888	0.10223	0.12583	0	0	0.00136	0	0.02406	0	0.16369	0.94976	0	0.00078	0.01853	0	0.00368	0.04165
Healthy	12.3463	0.03398	0.51541	0.13959	0.52129	0.05707	0	0	0.00691	0	10.0581	0.01249	0.0238	0.67061	0	0	0.02555	0.47825	0	0.11314
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	9.38558	0.44843	0.00384	0.04753	0.12135	0.09581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18531
Healthy	0.0065	0	0.46174	0	0	0.05227	0.15555	0	0	0	0	0	0	0	0	0	0.03201	0	0	0
Healthy	0.10546	0.15173	0.13332	0.53423	0	0	0	0.11576	0.05057	0	0	0	0	0.08265	0	0	1.26668	0	0.27785	0.02192
Healthy	1.45335	0	0.07067	0.01337	0	0.00296	0	0	0	0	0	0	0	0	0	0	0	0.20149	0	0
D015179	6.26377	0.54758	0.67171	0.3993	0	0.60378	0.2557	0	0	0	8.05677	0	0	0	0	0	0	0	0	0
Healthy	9.12279	0.16709	0.01861	0.08856	0.21654	0.08404	0	0.05846	0	0	0	2.71836	0	0.02997	0	0	0	0.00234	0	0.00427
Healthy	4.07262	0.36324	0.24672	0.4004	0.49056	0.37817	0	0.15829	0	0	0.22421	3.1672	0	0.76454	2.61039	0	0	0.00054	0	0
Healthy	10.3045	0.27836	0.32756	0.23814	0.49886	0.18329	0.21313	0.12934	0	0.01669	0	1.03222	0	0.31952	0	0	0	0	0	0
Healthy	6.83384	0	0.00753	0.01715	0	0	0	0	0	0	0	0	0	0	0	0	0.34002	0.02732	0	0.0331
Healthy	25.9485	0	0.04297	0.54746	0	1.13317	0	0	0	0	0	0	0	0.31606	0	0	0	0	0	0
Healthy	0	0	0.58312	0.02603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.15981	0.02382	0.03294	0.03927	0.04856	0.04703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.65149	0.09274	0.28313	0.2905	0.25371	0.15514	0.05981	0.12869	0	0	0.12463	0	0.75691	0.30136	2.70723	0	0	0	0	0
Healthy	1.1836	0	0.39024	0.01833	0.18523	0.01904	0	0	0.02468	0	0	5.61537	0	0	0	0	0	0	0	0
Healthy	13.1439	0	0.78438	0	0	0	0	0	0	0.03322	0	0	0	0	0	0	0	0	0	0.00671
Healthy	1.6073	0.00761	0.31504	0.00223	0	0	0	0	0.00786	0	0	0	0	0	0	0	0.12854	0.07126	0	0.00776
Healthy	8.14541	1.18289	0.02824	0.36603	0.69745	0.13596	0	0.17834	0	0	0	0	2.79765	0.36085	0	0.33295	0	0.05113	0	0
Healthy	2.37827	0.17714	0.20576	0	0	0	0	0	0	0	0	1.37186	0	0	0	0	0.53114	0.04411	0	0.01303
Healthy	13.6233	0.06605	0.00718	0.2824	0.27028	0.11189	0.01027	0.13371	0	0	3.75756	11.9749	0	0.09415	0	0	0	0.00633	0	0.04187
Healthy	3.79023	1.03606	2.77347	6.3602	4.29248	4.00532	0	1.30068	0	0	0	0	0	3.69724	0	0	0	0	0	0
Healthy	3.49138	2.19427	0.75669	2.34503	1.1876	1.04221	0.89779	0.28422	0	0	0.98184	0	0	2.84457	0	0	0	0	0	0
Healthy	2.69608	0.54032	0.15304	0.17281	0.58525	0.09402	0	0.27092	0	0	1.89752	1.41965	1.45517	0.34554	1.14845	3.51665	0	0.0271	0	0
Healthy	1.67582	0	2.37254	2.53308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.32251	0.99309	0.25455	0.13427	0.21335	0.20558	0	0.42594	0	0	0.44585	0.33122	0	0	0	0	0	0.22718	0	0
Healthy	1.38662	1.59657	0.05631	1.53524	1.65743	0.68761	0.26617	0.15802	0	0.0091	0.14048	0	0	2.94431	0.19732	0	0	0	0	0
Healthy	0	0	2.23002	0	0	0	0	0	0	0	0	0.09774	0	0	0	0	0.09339	0	0	0
Healthy	3.29786	0	0.73307	0	0	0	0.14894	0	0	0	0	0	0	0	0	0	1.23971	0.27532	0.05575	0.42783
Healthy	0.78985	0	0.02186	0.36425	0	0.08938	0.03625	0	0.02524	0	0	0.65911	0	0.14637	0	0	0.0169	0	0.03771	0.02377
Healthy	8.83636	0.88864	0.01356	0.51966	1.21722	0.98919	0	0.76732	0	0	0.32714	1.26711	0	1.33582	9.98782	0	0	0.01568	0	0
Healthy	1.65226	0	0.70712	0.83549	4.20371	0	0.15271	0.04248	0.00042	0	0	0	0	0.22054	0	0	0.02903	0	0	0.01183
Healthy	3.38132	0.10393	0.32342	0.84023	0.15581	0.0104	0	0.06319	0	0	0	1.91069	0	0.11415	0	0	0	0	0	0
D015179	0.1253	0.06614	0.42495	0.07191	0	0	0.329	0	0.03336	0.72734	0	0	0	0	0	0	0	0	0.29659	0
Healthy	0.65172	0.90689	0.02326	0.44205	1.26078	0.09964	0	0.08127	0.00816	0	7.43296	0	0	0.14988	0	0	0	0.01167	0	0
Healthy	0	0	0.59972	0	0	0.04107	0.20686	0	0	0	0	0	0	0	0	0	0.04822	0	0	0
D015179	7.60062	1.05452	0.04042	0.85383	0.414	0.38045	0.85635	0.14413	0	0	0	6.08513	0.04858	0.21233	0	0.98926	0	0	0	0
Healthy	6.4901	0.55047	0.01871	0.70124	0.59849	0.54117	0.00405	0.1324	0	0.03347	0	4.21145	4.3465	1.62427	0	0	0	0.01158	0.00038	0.00403
Healthy	4.00989	0	0.34362	0	0	0	0	0	0	0	1.29773	0.21783	0	0	0	0	0.30171	0.016	0	0
Healthy	4.35327	0	3.04945	0.09333	0	0.18072	0.32636	0.2908	0.38009	0	0	0	0	3.21841	0.84924	0	0.37275	0	0.25466	0.01911
Healthy	0.6622	1.55825	0.01042	0.46642	0.81141	0.1434	0	0.42436	0	0	1.31998	0.5316	0	4.03762	0	0.25934	0	0	0	0
Healthy	5.56613	0.67964	0	0.41306	0.00838	0.09826	0	0	0	0	5.49616	0	0	0.3695	0	0	0	0.23867	0	0
Healthy	8.14008	1.64317	0.35215	0.98731	0.93681	0.76388	0.10334	0	0	0	0	0.86365	0	2.55516	0	0	0	0.00905	0	0
Healthy	3.77045	0	0.09432	0.12773	0	0.08078	0	0.00267	0	0	0	0	0	0.00891	0	3.59118	0	0.39853	0	0.02167
Healthy	5.73551	0.10048	0.22684	0.12402	0.16422	0.25869	0	0.10499	0	0	0	0.00347	0.2772	0.53519	0	0.0408	0	0	0	0
Healthy	2.91487	0.00415	0.12225	0.2852	0.44034	0.24454	0.0558	0.09302	0	0	0	0.65301	0	0.40753	0	0	0	0	0	0
Healthy	4.02197	1.46575	0.01045	0.48706	1.46547	0.53238	0.19563	0.10524	0.00719	0	0	0	0	0.74681	0	0	0.02023	0.22719	0.01159	0.02492
Healthy	4.16336	0.94549	0.13143	0.62123	3.07208	0.47943	0	0.13581	0	0	0	0	0	0.88495	0	0	0	0.04808	0	0
Healthy	1.30712	0.0517	0.00954	0.0401	0.00822	0.04135	0	0.01627	0	0	0	6.12367	12.5732	0.03779	0	0	0.00537	0.22475	0	0.00583
Healthy	0	0	0.01166	0	0	0	0	0	2.43392	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.45344	0.39325	0.1074	0.09305	1.03561	0	0	0	0	0	0	0	0	0.26134	0	0	0	0.00542	0	0
Healthy	0.36435	0	3.25381	0.02646	0.07658	0	0	0.00813	0	0	0	0	0	0.01062	0	0	0.20487	0.01624	0	0.11023
Healthy	2.45126	0	0.64457	0	0	0	0.08112	0	0.10846	0	0	0	0	0	0	0	2.27126	0.06584	0.13279	0.54609
D015179	4.262	0.2347	0.07794	4.96121	0	0	0.1715	0.86024	0	0.10772	0	0.55015	0.1001	2.39971	0	0.04289	0	0.00164	0	0
Healthy	2.59971	2.77287	0.04454	2.86666	0.91273	0.22225	0.02245	0	0.00024	0.06225	3.01674	1.14189	0	0.95966	0	0	0.00312	0	0.00241	0.01492
Healthy	1.79041	3.60454	1.20073	3.29022	0.4591	1.09362	0	0.22026	0	0.34297	0	0	0	4.84962	0	0	0	0	0	0
Healthy	5.18305	0.05783	0.00455	0.03526	0	0	0	0	0	0	0	0	0	0.01313	0	0	0.20423	0.00825	0.03282	0.05837
Healthy	5.0352	0.07624	0.37997	0.18765	0.1288	0.02938	0.05171	0	0	0	8.12843	0	0	0.00464	3.37672	0	0	0	0	0
Healthy	5.0358	0.20665	0.20131	0.10726	0.0421	0.04752	0	0	0	0.0166	0	3.81457	0	0.02418	0	1.48843	0	0.00408	0	0.03318
Healthy	2.04911	0.04614	0.05743	0.03077	0.01393	0.00582	0.2766	0	0	0	0.03908	0	0	0.0034	0	0	0.02103	0.25391	0	0.00993
Healthy	0	0	1.22385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.67764	2.34895	0.04027	1.39811	1.88875	0.26632	0.64077	0.37086	0	0	0	5.81074	0.06222	3.41605	0	2.80769	0.02011	0	0	0.07404
Healthy	5.03487	0.07226	1.58835	0.81118	0.61161	0.25227	0.27042	0.52935	0.02243	0.00999	0	0	1.36339	2.01163	3.88335	0	0.04944	0.04198	0.07132	0
Healthy	1.86826	0.05725	0.38895	0.20356	0	0.10438	0	0	0	0	0	0	0	0.00574	0	0	0.03173	0.12285	0	1.76475
Healthy	1.63171	0	0	0.04118	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0.19207	0	0
Healthy	1.06885	0	0	0	0	0	0	0	0	0	0	21.82	0	0.039	0	0	0	0	0	0
Healthy	1.27592	0.32186	0.05258	0.39316	0.15617	0.18191	0.19828	0.18906	0	0	5.50934	0	0	0.85207	0	0	0	0.00223	0	0.00716
Healthy	5.73799	0.68929	0.6496	0.40189	0.44569	0.12071	0	0.15164	0	0	0	0	0	0.55732	0	0	0	0	0	0
Healthy	4.17862	0.0181	0.00891	0.13043	0.59457	0.17551	0	0.03035	0	0	0	1.12563	1.5846	0.04241	0	0	0	0	0	0
D015179	3.08771	0.08565	0.00865	0.18767	0.12198	0	0	0.07969	1.53947	0	0	0	0.00431	0	0	0.2632	0.04155	0.00738	0	0
D015179	9.53957	1.91797	0.01665	1.51968	1.51315	0.40475	0	0.47585	0	0	0	0.00179	0	3.08395	0	0	0	0.0064	0	0
D015179	5.60636	0.12572	0.05435	0.15887	0.21437	0.06984	0.18658	0.00429	0.04714	0.08138	0	0	0.73278	0	0	2.82806	0.04726	0	0.64472	0
Healthy	8.2376	0	0.23302	0.00448	0.01614	0.05037	0	0	0	0	0	0	0	0	0	0	0	0.01149	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.21617	0.07506	0.04748	0.00955	0.01968	0	0	0	0	0	0	0	0	0.04525	0	0	0	0.28953	0	0
Healthy	7.99251	0	0.02095	0.05942	0	0.03163	0	0	0	0	0.15443	2.88179	0	0	0	0	0	0	0	0
Healthy	12.3478	1.14148	0.83916	1.53183	1.24738	1.70567	0	0.51437	0	0	0	0	0	1.73854	9.06829	0	0	0	0	0
Healthy	4.97887	2.23459	0.48731	1.16131	2.10732	0.52976	0.21805	0.56557	0	0.00116	0	3.83728	0	2.27308	0	0.02413	0	0	0	0
Healthy	2.00976	0	0.01133	0.04564	0.26106	0.20602	0.00259	0	0.00059	0	0	0.00034	0	1.13014	0	0	0.2036	0.01256	0.00838	0.07882
Healthy	2.05628	0	0.37061	0.30717	0	0	0	0	0.05224	1.64705	0	0	0	0.2338	0	0	0.22091	0.06826	0.15032	0
Healthy	5.89627	0.12509	0.23037	0.46384	0.1782	0.20723	0	0.05034	0.01763	0	0	0.72196	0.00123	0.82336	3.5233	0	0.13921	0.49568	0	0
Healthy	15.0037	2.04923	0.43102	0.7033	1.08549	0.42804	0.08185	0.29361	0	0	7.76169	2.94556	0	0.22268	0	0	0	0.14371	0	0.0051
Healthy	0.30647	0.56741	0.20799	0.04899	0.33268	0.21077	0	0.06602	0	0	0	0	0	0.40662	0	0	0	0	0.08844	0
Healthy	3.33602	0.27331	1.06288	0.89485	0.7923	0.15323	0	0.06955	0.00077	0	0	0	0.06381	1.31335	0	0	0.00219	0	0	0
Healthy	3.02439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.5753	1.04454	0.09164	2.05485	1.38652	1.28912	0	0.0722	0	0	7.53925	0.11337	0	3.65752	0	5.92251	0	0.32795	0	0
Healthy	0.00751	0	0	0	0	0	0	0	0	0	2.11451	0.00232	0	0	0	0	0	0	0	0
Healthy	0	0	0.07331	0	0	0.06038	0.1937	0	0	0	0	0	0	0	0	0	0.02123	0	0	0
Healthy	3.19092	0	1.07271	0	0	0	0.1102	0	0	0	0	0	0	0	0	0	1.21281	0.2491	0.064	0.41673
Healthy	0	0	1.52403	0	0	0	0.05981	0	0	0	13.2984	0	0	0	0	0	5.08361	0.0951	1.40779	0.49252
Healthy	6.48131	0.04395	0.21958	0.02529	0	0.01088	0	0	0	0	5.48935	0	0	0	0	6.70037	0	0	0	0
Healthy	1.27719	0	1.10037	0.02295	0.21984	0.01339	0	0	0.02037	0	0	5.74944	0	0	0	0	0.00633	0	0	0
D015179	8.22848	0.51926	0.80211	0.31132	0.08088	0.00547	0	0.11992	0	0	3.49232	0	0	0.0453	0	0	0.02046	0.0626	0.0042	0
D015179	8.97287	3.28429	0.02841	0.61363	2.50261	1.59946	0.42114	0.1787	0.01223	0.00253	0	0.08584	0	1.68215	2.23083	0	0	0.00182	0	0.027
Healthy	12.2903	3.29888	0.14278	0.88306	2.77156	0.6718	0	0.17512	0	0	0	0	0	1.66824	0	0	0	0	0	0
Healthy	6.21179	0	0.34162	0	0.27949	0	0	0	0	0	0.26498	16.4998	22.7418	0	3.87953	0.1667	0	0	0	0
Healthy	5.15228	0.08156	0.19324	0.16309	0.08899	0.03265	0.08671	0.00587	0	0	8.48592	0	0	0	3.29843	0	0	0	0	0
D015179	6.16744	0	0.07935	0.62082	1.03326	0.05128	0.0411	0.16226	0.04316	0.00236	0	0.60929	0	0.03909	0	0	0.18698	0	0.00053	0
