group	Faecalibacterium	Enterocloster	Collinsella	Blautia_A	Bariatricus	Dorea	Eubacterium_I	Coprococcus_A	Muricomes	Lactococcus	Prevotella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Phascolarctobacterium	Blautia_A	Parasutterella	Clostridium_Q	Muricomes	Anaerotruncus
Healthy	10.8653	0.18707	0.46867	1.59144	1.39015	1.37889	0	1.39502	0	0	11.66254	0	0.18707	4.21688	9.77338	1.59144	0	0	0	0
Healthy	8.47873	1.77276	0.66456	0.78267	1.28247	0.60771	0.36173	0.34086	0.00563	0	0	0.56707	1.77276	2.38093	0	0.78267	0.02523	0	0.00563	0
Healthy	6.03865	0.03926	0	0.01531	0.04461	0	0	0	0	0	0	0.06618	0.03926	0	0.84447	0.01531	0	0	0	0
Healthy	1.71533	1.71808	0.19269	0.22411	0.39641	0.24642	0.03054	0.07234	0	0	0	0.46661	1.71808	0.53741	0	0.22411	0.03747	0	0	0
Healthy	3.32514	1.99544	2.71805	0.79375	0.28324	0.93268	0.36415	0	0	0.05085	0	0.08759	1.99544	1.92552	0	0.79375	0	0	0	0
Healthy	2.74583	2.91335	0.42719	3.72868	4.66167	2.63965	0.01399	0.25088	0	0	4.39549	0.06454	2.91335	1.32088	4.03876	3.72868	0.06492	0	0	0
Healthy	3.9336	0	0	0.0352	0.04931	0.02954	0	0	0	0	0	0.25663	0	0	0	0.0352	0	0	0	0
Healthy	3.66764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.70463	0	0.04294	0.04792	0.05178	0	0	0	0	0	0	0.59708	0	0	0	0.04792	0.02656	0	0	0
Healthy	1.4485	0	0	0.0345	0	0.00936	0	0	0	0	0	0.1593	0	0	0	0.0345	0.24438	0	0	0.0209
Healthy	1.8688	0.04065	0.47611	0.00782	0	0.01203	0	0	0	0	0	0.16877	0.04065	0.00589	0	0.00782	0	0	0	0.02195
Healthy	0	0.20896	0	0	0	0	0	0	0	0	0.02915	0.9398	0.20896	0	0	0	0	0	0	0
Healthy	1.8782	0.13185	0.63273	0.32465	0.70705	1.37903	0.0914	0.93133	0	0.01439	0.9057	0.04085	0.13185	1.94384	0	0.32465	0.00094	0	0	0
Healthy	7.09896	0.0546	0	0.5066	0.23047	0	0	0	0	0.02928	0	2.64938	0.0546	0.36141	1.53777	0.5066	0	0	0	0
Healthy	6.88909	0.32046	0.11069	0.02582	0	0	0	0	0.11233	0	0	0.04413	0.32046	0	0	0.02582	0.01775	0	0.11233	0
Healthy	2.09032	0.15849	0	0.13245	0.16605	0.10056	0.01597	0.08253	0	0	0	0.0549	0.15849	0.24259	0	0.13245	0.003	0	0	0
Healthy	43.3437	1.40342	0.12669	2.57449	1.51473	0.39494	0.01476	0.85818	0	0	10.17921	0.57134	1.40342	0.44336	0.81248	2.57449	0	0	0	0
Healthy	5.06545	0.0127	0.03136	0.02706	0	0.01198	0	0	0	0	0	0.02637	0.0127	0	0	0.02706	0.00201	0	0	0
Healthy	1.17979	3.82766	2.45112	1.15594	1.73528	0.44618	0.22731	0.86511	0	0	0	0.04747	3.82766	7.65875	0	1.15594	0	0.05197	0	0.17343
Healthy	0.68904	1.17715	0.11598	0	0	0	0	0	0	0	0	1.84053	1.17715	0	0	0	0	0.00232	0	0
Healthy	2.58681	0.72287	0	0	0	0	0	0	0	0	0	4.12905	0.72287	0	0	0	0	0	0	0
Healthy	3.70669	0.70271	0.06573	0.37713	1.08121	0.06721	0.13343	0.10204	0.02668	0	0	0.87213	0.70271	0.11674	0	0.37713	0.03041	0	0.02668	0
Healthy	4.78245	2.23196	0.9468	1.3018	2.2153	0.54354	0.10434	0.6005	0	0	1.9728	0.46203	2.23196	2.17155	0	1.3018	0	0	0	0
Healthy	1.10038	0.28883	0.01095	0.53075	0.64339	0.16251	0.03487	0.03391	0	0.05566	0	0.59562	0.28883	0.35619	0	0.53075	0.01829	0	0	0
Healthy	1.54609	0	0	0.07163	0	0.03222	0	0	0.00384	0	0	0.15073	0	0	0	0.07163	0.29186	0	0.00384	0.03166
D015179	6.99236	3.25341	0.57167	0.23662	1.0615	0.43002	0.67137	0.29268	0.01069	0	0.04065	3.92576	3.25341	0.14188	0.25738	0.23662	0	0	0.01069	0
Healthy	2.94544	2.3615	0	1.04258	3.85849	1.86853	0.22769	0.41481	0.00151	0	0	2.47482	2.3615	2.13591	0	1.04258	0.00844	0	0.00151	0.03153
Healthy	2.09456	0.33735	0	2.21053	0.49342	0.74443	3.26962	0.02151	0	0.00145	0	1.30744	0.33735	12.4237	0	2.21053	0.02173	0	0	0
Healthy	1.36945	1.91245	0.44751	0.78676	0.32368	0.36555	0.17545	0.08039	0.00898	0	5.09838	0.47995	1.91245	0.22809	0.19448	0.78676	0.00037	0.03473	0.00898	0.03605
D015179	12.8557	0.09575	0.27078	0.77393	1.22357	0	0.53089	0	0	0	0	3.76961	0.09575	0	0	0.77393	0	0	0	0
Healthy	2.9485	0.40596	0.19709	0.18007	0.51981	0.29175	0	0.05702	0.03282	0	2.27906	0.6469	0.40596	0.24781	8.49205	0.18007	0	0	0.03282	0
D015179	0.1131	0.15302	0	0.11843	0	0.01707	0	0	0.27967	0.12928	0	3.16207	0.15302	1.16373	0	0.11843	0	0.50427	0.27967	0
Healthy	2.15336	0.03163	0	0.03594	0.02446	0	0	0	0	0	0	0.04637	0.03163	0.04377	0	0.03594	0.2765	0	0	0
Healthy	0	0.88828	0	0	0	0	0	0	0	0	0	0.76844	0.88828	0.83737	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.80502	0.38011	0.45152	0.96043	1.55891	0.82643	0.06994	0.07471	0	0	0	0.48116	0.38011	1.21484	0	0.96043	0.16505	0	0	0
Healthy	4.72159	0.94258	0.3587	0.08844	0.67447	0.19001	0.03903	0.08034	0	0	0	0.6878	0.94258	0.3056	2.10345	0.08844	0.00952	0	0	0
Healthy	2.43033	0.6859	0.14383	0	0	0	0	0	0	0	34.26697	0.24205	0.6859	0	0	0	0.0466	0	0	0
Healthy	1.73555	1.42673	0.09524	0.57697	1.4383	1.1992	0.89167	0.39554	0	0.02186	0.44671	1.28812	1.42673	0.58769	3.12644	0.57697	0	0	0	0
Healthy	5.52666	0.36283	0.1074	1.45086	1.56193	0.85578	0.12578	0.20115	0	0	16.1147	4.11272	0.36283	0.69988	2.89996	1.45086	0	0	0	0
Healthy	6.64022	2.06463	0	0.4586	0.87985	0.06154	0.05902	0.6498	0	0	12.6328	0.38835	2.06463	1.4522	1.57201	0.4586	0.02513	0	0	0
D015179	0.38813	0.2559	0	0.33222	0.38468	0	0.15203	0	0	0	2.93481	0.59486	0.2559	0	0	0.33222	0	0	0	0
Healthy	6.72149	0.44244	0.18604	0.44348	0.02105	0.05285	0	0.16258	0	0	0	0.28861	0.44244	1.02341	0	0.44348	0.08676	0	0	0
Healthy	7.76735	3.60594	0.62244	0.68413	0.72734	0.0992	0	0.15966	0.03181	0	0.17238	0.5114	3.60594	3.26992	0	0.68413	0	0.00036	0.03181	0
Healthy	3.08997	2.1065	3.65309	1.7267	1.75476	0.91997	0.66919	0	0	0	0	0.56796	2.1065	6.4056	0	1.7267	0	0	0	0
Healthy	19.3572	0	0	0.12429	0	0	0	0	0	0	0	0.93902	0	0	0	0.12429	0	0	0	0
Healthy	8.12994	0.1025	0	0.928	0.05632	0.93186	0.28487	0	0	0	0	2.79634	0.1025	0.75643	0	0.928	0	0	0	0
Healthy	4.65096	0.05209	0.22124	0.12805	0.02746	0.06949	0	0.01842	0	0	73.7393	0.30637	0.05209	0.08561	0	0.12805	0.00465	0	0	0
Healthy	1.94739	0	0.9505	0.82911	0	0	0	0	0	0	6.88507	8.43962	0	1.46711	0	0.82911	0	0	0	0
D015179	10.9869	0	0.23058	0.29751	0.05905	0.14944	0.1476	0.1486	0	0	0	0.21979	0	0	0	0.29751	0	0	0	0
D015179	4.82571	6.94601	0	0	0	0.72644	0	0	2.01713	0.29399	0.05809	0.03318	6.94601	0	0	0	0	1.75709	2.01713	0
Healthy	1.62958	0.04631	0.15197	0.00485	0	0	0	0.00705	0	0	0	0.04593	0.04631	0.01597	0	0.00485	0.01476	0	0	0
D015179	12.5994	0.13436	0	0	1.45801	0.37785	0	0.04685	0	0	0	0.61311	0.13436	0.17471	0	0	0	0	0	0
Healthy	0.11685	0.3831	0	1.06048	1.33178	0.1788	0.00754	0.08193	0	0	0	3.2084	0.3831	2.02374	0	1.06048	0	0	0	0
Healthy	2.33126	0.07851	0.7235	0.09827	0	0.01386	0	0	0	0	0	0.11843	0.07851	0.0702	0	0.09827	0.05766	0.0227	0	0.04085
Healthy	0	0.12694	3.83008	0.05677	0	0.097	0	0	0.06241	0	0	0.01587	0.12694	0	0	0.05677	0	0.12762	0.06241	0.08858
Healthy	1.4702	0.72924	0	0	0	0	0	0	0	0	67.9905	0	0.72924	0	0	0	0	0.02814	0	0
Healthy	0.52015	1.90658	0	0	0	0	0	0	0	0	0	0.04092	1.90658	0	0	0	0.25344	0.63136	0	0
Healthy	0.74143	0.06564	1.07557	0	2.37737	0	0	0	0	0	0	1.65122	0.06564	0.03468	0	0	0.03209	0	0	0
Healthy	0.30004	0.26598	0	0.03247	0.6051	0.1597	0	0	0	0	8.41948	0.26682	0.26598	0.39321	0	0.03247	0.05391	0	0	0
Healthy	3.76864	0	0.05326	0.08514	0	0.08182	0.06894	0.02922	0	0	0	0.01987	0	0.01884	0	0.08514	0.1663	0	0	0.02505
Healthy	9.58149	2.01856	0.50066	0.51562	0.5261	0.2096	0.4368	0.25899	0	0	0	1.67726	2.01856	0.36978	0	0.51562	0.03758	0	0	0
Healthy	3.73512	0	0.07947	0.08725	0	0.06041	0.05512	0.02593	0	0	0	0.12476	0	0.01173	0	0.08725	0.14443	0	0	0
Healthy	1.75641	0.00758	0	0	0	0.02888	0	0	0	0	0	0.16189	0.00758	0	0	0	0.16779	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.24352	0.24268	0.71657	0.43116	1.21429	0.20155	0	0.38199	1.4379	0	0	0.13058	0.24268	1.12587	0	0.43116	0.00409	0	1.4379	0
D015179	9.00947	3.18717	2.89455	0.58712	2.47782	1.54661	0.23196	0.18045	0.01657	0.00599	15.56651	0.02834	3.18717	1.74489	2.25201	0.58712	0.00306	0	0.01657	0
Healthy	1.7096	0	0	0.21486	1.30356	0.07316	0	0	0	0	0	1.76983	0	0	1.51366	0.21486	0	0	0	0
Healthy	9.36772	2.19595	1.05732	1.62102	0.72604	1.48688	0.52939	0.19813	0.00982	0.00241	6.69014	0.01983	2.19595	0.6615	0	1.62102	0	0.02775	0.00982	0
Healthy	5.01123	0.53676	0.37323	0.20452	0.14633	0.16112	0.07592	0.48602	0	0	56.6567	0.04661	0.53676	0.09929	0	0.20452	0.00042	0	0	0
Healthy	3.10506	1.44626	0	1.08599	1.22983	0.74463	0.2372	0.02604	0	0	3.16798	0.15392	1.44626	0.75755	5.67807	1.08599	0	0	0	0
Healthy	1.89178	2.64041	0.07765	0.29779	0.04826	0.2958	0.38615	0.02212	0	0.00376	0	2.90283	2.64041	0.27082	0	0.29779	0.02538	0	0	0.02031
Healthy	4.65036	2.70093	1.15308	0.60308	0.963	1.94699	0.53742	0	0.00806	2.26038	0	3.12692	2.70093	3.15833	0	0.60308	0.04878	0.10037	0.00806	0.06341
Healthy	7.28141	0.34163	1.55774	0.47438	0.06044	0.11005	0	0.0396	0.01816	0.00054	0	0.03522	0.34163	1.33587	0	0.47438	0.18456	0.00715	0.01816	0.01701
D015179	10.2106	1.05241	3.43635	0.04109	0.10106	0.84998	0.20138	0	0	0	45.82699	0.97627	1.05241	0.24642	4.45314	0.04109	0	0	0	0
Healthy	5.07723	0.46379	0.23941	0.23831	0.3383	0.14613	0.02505	0.16344	0	0	28.7255	0.5818	0.46379	0.44579	0	0.23831	0.01014	0	0	0
Healthy	0.71596	0.20933	0.06607	0.04943	0.17978	0.14421	0.1049	0.0324	0	0	31.4005	0.1647	0.20933	0.17013	3.59974	0.04943	0.29357	0	0	0
Healthy	5.41486	0.76361	0.5414	0.23118	1.11366	0.23149	0.06208	0.11946	0	0	0	0.38967	0.76361	0.70029	0	0.23118	0.3948	0	0	0
Healthy	0.49129	0.09678	0.13187	0.01331	0.01436	0	0	0	0	0	0	0.28465	0.09678	0.01589	0	0.01331	0.12559	0.44098	0	0.38725
Healthy	0	8.73572	0	0.09542	0	0.40563	0	0	0	0	0	1.08021	8.73572	0	0	0.09542	0.09109	1.39842	0	0
Healthy	1.055	0.23988	0.7682	1.63863	0.97444	0.22117	0.30434	0.26072	0	0.04327	0.75292	2.08136	0.23988	2.14695	0	1.63863	0.00529	0	0	0
Healthy	3.5266	0.00817	0	0.0767	0.0348	0	0.01827	0	0	0	0	0.04127	0.00817	0	0	0.0767	0.26517	0	0	0
Healthy	7.14983	1.59394	0.784	0.83538	2.60811	0.33841	0	0.22709	0	0	0	0	1.59394	0.82653	0	0.83538	0	0	0	0
D015179	7.69149	2.41865	16.60863	0.03466	0	2.76492	0.05471	0.18839	0.03974	0	0	0.54992	2.41865	0.31089	0	0.03466	0	0.45424	0.03974	0.00439
Healthy	0.41924	0.27961	0.67529	0.03243	0.04151	0.00803	0	0.00935	0	0	0	0.00501	0.27961	0.02363	0	0.03243	0.01087	0	0	0.11275
Healthy	24.4666	0.15588	0.05352	0.37339	0.14676	0.28458	0	0.15775	0.4026	0	0.09172	6.09402	0.15588	0.15995	0	0.37339	0.00556	0.01378	0.4026	0.00393
Healthy	8.7659	0.10397	0.69214	0.90195	0	0	0	0.34569	0.05365	0.00084	0.04464	0.33424	0.10397	0.93946	0	0.90195	0.0057	0.00858	0.05365	0.01036
D015179	6.32737	0.34656	0.21058	0.26833	0.37485	0.3189	0.37579	0.41469	0	0.08346	0	0.49318	0.34656	0.04487	0	0.26833	0	0	0	0
Healthy	3.55421	0.1121	0	0.18466	0.10344	0.03724	0	0.0473	0	0	0.05093	0.06163	0.1121	0.03735	0	0.18466	0	0	0	0
Healthy	3.45019	0.01728	0	0.05459	0.05042	0	0.01179	0	0	0	0	0.04131	0.01728	0	0	0.05459	0.25451	0.00629	0	0
Healthy	2.46563	0.68298	0.12423	0	0	0	0	0	0	0	32.76089	0.24747	0.68298	0	0	0	0.0309	0	0	0
Healthy	12.4323	0.35863	0.15025	0.24041	0.21675	0.61106	0	0.69739	0	0	39.55514	0	0.35863	0.35704	0.46187	0.24041	0	0	0	0
Healthy	4.20542	0	0.10293	0.0128	0.07194	0.00835	0	0	0	0	0	0.90203	0	0	0	0.0128	0.01095	0	0	0
D015179	0.40411	0.24051	0.70732	1.69895	0.24278	0.03074	0	0	0.26477	0	0	0.09792	0.24051	0.00278	0	1.69895	0	0.0095	0.26477	0.00839
Healthy	6.82921	3.02593	0.39764	1.91586	0.7115	0.20609	0.04648	0.28238	0.01556	0	0	0.16282	3.02593	0.76468	0	1.91586	0.00154	0.00157	0.01556	0.02979
Healthy	0.11114	0.07372	1.28323	0.16183	0	0	0	0	0.03175	0	0	0.64033	0.07372	0	0	0.16183	0.0092	0.03477	0.03175	0
Healthy	3.70296	1.07974	0.28173	0.27471	0.61394	0.15702	0.00721	0.10164	0	0	1.74759	0.24621	1.07974	0.21545	0	0.27471	0.01067	0	0	0
Healthy	4.35934	0	0	0.03743	0.00773	0	0	0	0	0.05287	0	0.13034	0	0	0.2403	0.03743	0	0	0	0
Healthy	3.19171	0.01929	0.70373	0.0013	0	0.09431	0	0	0.14025	0	0.01113	0.86136	0.01929	0.65496	0	0.0013	0.04473	0	0.14025	0.04758
Healthy	2.49234	0.23277	0.38901	0.13419	0.20647	0.05184	0.00224	0.03266	0.00897	0	10.59035	0.55786	0.23277	0.06613	2.589	0.13419	0	0.00788	0.00897	0
D015179	9.75284	1.60747	3.27662	0.20604	1.45742	1.00047	0.12043	0.3544	0	0	0.81411	1.02706	1.60747	0.46321	0	0.20604	0	0	0	0
Healthy	3.76699	0.00663	0.09569	0.13649	0	0.07495	0.02646	0	0	0	0	0.15754	0.00663	0.00316	0	0.13649	0.3875	0	0	0
Healthy	14.5958	2.26938	0	0.51447	0.77368	0.00265	0.15139	0.39482	0	0	14.2948	0.35527	2.26938	1.19259	1.11523	0.51447	0.01253	0	0	0
Healthy	21.2823	0	0	0.04049	0	0	0.07345	0	0	0	57.8206	0.03063	0	0.00409	0	0.04049	0.77799	0	0	0.00901
Healthy	8.10946	3.97784	0	2.45562	2.50148	0.00164	0.63028	0.17428	0.01045	0	0.03635	5.54974	3.97784	3.24868	0	2.45562	0.07271	0	0.01045	0
Healthy	5.27758	2.28357	1.04435	0.25062	0.69489	0.36287	0.00287	0.22648	0	0	4.50415	0.18959	2.28357	0.79664	0	0.25062	0	0	0	0
D015179	4.23656	1.70885	0.1425	1.01869	0.33493	0.88482	0.49393	0.44594	0	0	0	0.10349	1.70885	2.13544	0	1.01869	0	0	0	0
D015179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	5.61	0.80227	0.04345	0.11816	0.62813	0.52809	0.10033	0.2903	0	0.00299	9.3023	4.23062	0.80227	0.10857	0.00465	0.11816	0.02154	0	0	0
D015179	4.29978	1.64164	0	0.4847	0.70175	0.28238	0.93933	0	0	0	0	0.25026	1.64164	3.83879	0	0.4847	0.00375	0	0	0
Healthy	2.33157	0.12356	0.71663	0.12821	0	0.02955	0	0	0	0	0	0.06854	0.12356	0.08101	0	0.12821	0.0368	0.02013	0	0.04566
Healthy	2.50054	0.02002	0.00623	0.04189	0.01412	0	0	0	0	0	0	0.03648	0.02002	0.10958	0	0.04189	0.06033	0	0	0
D015179	0.92458	2.30728	0	0.5776	0.62513	0.02308	0.17068	0.48506	0.07672	0	0	3.998	2.30728	0.5824	0	0.5776	0	0.10063	0.07672	0
D015179	8.43947	0.36557	2.03342	1.76629	2.87713	0.2411	0	0	0.00374	0	0	0.1428	0.36557	3.10353	0	1.76629	0.02784	0	0.00374	0.164
Healthy	3.12001	1.18651	0	0.67859	0.22819	0.24569	0.52699	0	0	0	0	0.59899	1.18651	0.37423	0	0.67859	0.09105	0	0	0
Healthy	36.1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D015179	3.7357	1.48989	0	0.70535	0.58659	0.99715	0.40479	0.12716	0.01436	0.07924	0	1.49858	1.48989	0.11951	0	0.70535	0	0	0.01436	0
Healthy	0.90052	0.62033	0.11814	0.10306	1.26932	0.04863	0.05577	0.03721	0	0	0	0.38044	0.62033	0.30232	0	0.10306	0.0307	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	37.3127	0	0	0	0	0	0	0	0	0
D015179	0.23616	14.52938	0	0.5933	0	0	0	0	0.9337	0	0	0.03783	14.52938	0	0	0.5933	0	0.97577	0.9337	0
D015179	10.2567	0.04604	0.18488	0.29918	0	0.02414	0.23824	0.09451	0	0	0	0.31723	0.04604	0	0	0.29918	0	0	0	0
Healthy	1.86977	0.29093	0	0.40751	0.46061	0.09002	0	0	0	0	0	1.1969	0.29093	0.20717	0	0.40751	0	0	0	0
Healthy	5.73536	0.02279	0.97485	0.16992	0	0	0	0	0	0	0	0.00647	0.02279	0	0	0.16992	0.00263	0	0	0
Healthy	3.15946	0.1069	0.08153	0.20786	0.84773	0.10225	0.06162	0.30999	0	0	0	0.08976	0.1069	0.10879	2.52787	0.20786	0.00338	0	0	0
Healthy	7.67024	0.10802	0.06902	0.10335	0.31817	0.08825	0.03168	0.12834	0	0	0	0.07453	0.10802	0.10586	0	0.10335	0.02177	0	0	0
Healthy	1.99398	0.31058	0	2.13069	0.52132	0.7911	3.28856	0.0236	0	0	0	1.31727	0.31058	12.4075	0	2.13069	0.02736	0	0	0
D015179	5.90158	0.4559	0	1.68617	0.60978	0.73544	0.33394	0.17662	0	0	0	0.1389	0.4559	1.83329	0	1.68617	0.08779	0	0	0
Healthy	10.5195	0.93372	0.15335	0.60162	1.00102	0.8045	0.66829	0.60847	0	0	4.23918	2.78065	0.93372	1.13246	11.3824	0.60162	0	0	0	0
Healthy	0.82691	0.19851	0.61525	0.0807	0.08172	0.00363	0	0.02092	0.01697	0	0.00126	0.30851	0.19851	0.08146	0	0.0807	0.28073	0	0.01697	0.20807
Healthy	2.2557	2.37183	0	0.25196	1.28403	0.21324	0	0.23177	0	0	0	0.94104	2.37183	0.67502	1.86364	0.25196	0	0	0	0
Healthy	0.35458	0	0	0	0	0	0	0	0	0	0	6.24613	0	0	0	0	0	0	0	0
Healthy	3.3433	0.04616	0.1068	0.06834	0.00357	0	0	0.10957	0	0	0	0.07145	0.04616	0.45369	0	0.06834	0.04496	0	0	0
Healthy	5.11277	0.60687	0.3691	0.24593	0.10221	0.22815	0.44261	0.0787	0	0	0	0.70268	0.60687	0.34164	0	0.24593	0	0	0	0
D015179	9.64464	0.2395	0.00463	0.45715	0	1.14695	0	0.30705	0.06687	0	0	0.01991	0.2395	0	0	0.45715	0.09381	0.02513	0.06687	0
Healthy	5.67481	0.11485	0.2526	0.2045	0.30868	0.12882	0.03001	0.14747	0	0	18.80821	0.76729	0.11485	0.39581	2.71361	0.2045	0	0	0	0
Healthy	0.6569	0.66065	0	0.43536	0.62462	0.46486	0	0.12201	0	0	31.2044	0.09208	0.66065	0.85698	2.56206	0.43536	0	0	0	0
Healthy	0.0837	0.0483	0	0	0	0	0	0	0	0	0	0.27936	0.0483	0	0	0	0	0	0	0
Healthy	3.43029	3.57198	1.73004	1.47035	4.08278	0.77392	0.15732	0.2172	0	0	15.97404	1.19847	3.57198	1.11194	3.52234	1.47035	0.08956	0	0	0
Healthy	0.52727	0.10739	0.13703	0.01342	0.01426	0	0	0	0.00096	0	0	0.0619	0.10739	0.00262	0	0.01342	0.08192	0.42182	0.00096	0.38617
Healthy	2.24457	0.94474	1.30424	0.44695	0.10167	0.17005	0.03003	0	0	0	0	0.15241	0.94474	0.20018	0	0.44695	0.08956	0	0	0.01574
Healthy	0.68416	1.19468	0.12202	0	0	0	0	0	0	0	0	0.0036	1.19468	0	0	0	0	0.03555	0	0
Healthy	4.4499	2.17013	1.18894	2.47174	1.11768	0.89951	0.57595	0.28972	0	0.45517	0	2.29382	2.17013	2.15565	0	2.47174	0	0	0	0
Healthy	0.00531	1.11267	4.53704	0	0	0	0	0	0	0	0	0.6153	1.11267	0	0	0	0	0	0	0
D015179	0.38449	0	1.42306	0	0.04466	0.5564	0	0	0	0	1.79331	0.02094	0	0	0.51779	0	0	0	0	0
Healthy	0.00088	0	0	0	0	0	0	0	0	0	0	0.23665	0	0	0	0	0	0	0	0
Healthy	0.08589	0.0328	0	0	0	0	0	0	0	0	0	0.16962	0.0328	0	0	0	0	0	0	0
Healthy	3.64592	0.41826	0.28977	0.15477	0.51368	0.27391	0	0.06547	0.03038	0	2.29923	0.74412	0.41826	0.22031	9.27429	0.15477	0	0	0.03038	0
Healthy	0.70539	1.02384	0.10093	0	0	0	0	0	0	0	0	0.00704	1.02384	0	0	0	0	0.00895	0	0
Healthy	0.21039	0	0	0	0	0	0	0	0	0	0	1.58086	0	0	2.31983	0	0	0	0	0
D015179	0.61906	3.35624	1.24695	4.77623	2.13168	3.28754	0.7129	1.78409	0	0.01012	0	1.21986	3.35624	6.9819	0	4.77623	0	0	0	0
Healthy	3.64046	0.56526	0.08619	0.29709	0.2994	0.3239	0.05343	0.07339	0	0	0	0.58322	0.56526	0.28438	2.31731	0.29709	0	0	0	0
Healthy	4.45218	0.29356	0	0.8674	0.32274	1.37493	0.52318	0.11052	0	0	0	0.99019	0.29356	1.22776	0	0.8674	0	0	0	0
Healthy	3.69891	0	0.00628	0.10764	0	0.04984	0.02273	0.02011	0	0	0	0.13855	0	0.01981	0	0.10764	0.17197	0	0	0
Healthy	0.76474	0.09081	0	0.22751	0.03729	0.08028	0	0.02753	0	0	0	0.04964	0.09081	0.71945	0	0.22751	0	0	0	0
Healthy	2.04327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04325	0	0	0
Healthy	3.66512	0	0.01508	0.121	0	0.02463	0.04049	0	0	0	0	0.13774	0	0	0	0.121	0.18583	0	0	0
Healthy	0.01639	0.03047	0.21143	0	0	0.06405	0.05102	0	0	0	0	0.60128	0.03047	0	0	0	0	0	0	0
Healthy	3.26622	0.06348	0.27608	0.00227	0.08195	0	0	0	0	0	45.09013	0.30751	0.06348	0	0.9397	0.00227	0	0	0	0
Healthy	5.52789	1.26639	0	0.43462	0.8554	0.23643	0.23513	0.2613	0	0	0	0.51417	1.26639	1.21821	0	0.43462	0	0	0	0
D015179	7.67005	0.20454	3.51933	1.34496	0.9939	0.3715	0.08404	0.91232	0	0.0254	1.8851	0.69146	0.20454	0.52986	0	1.34496	0	0	0	0
Healthy	9.26941	0.02444	2.8142	0.0487	0	0	0	0	0	0	27.7483	2.4807	0.02444	0	0	0.0487	0	0.01474	0	0.06929
Healthy	2.52242	0.79039	0.06888	0.2834	0.7229	0.51303	0.05498	0	0	0	0	0.04308	0.79039	0.1778	0	0.2834	0.18359	0	0	0
Healthy	4.29541	0.00909	0	0.03363	0.01233	0	0	0	0	0.04666	0	0.17616	0.00909	0	0.30373	0.03363	0	0	0	0
Healthy	4.25831	0.01376	0	0.02949	0.02973	0	0	0	0	0.05134	0	0.20044	0.01376	0	0.28589	0.02949	0	0	0	0
Healthy	0.54128	0.10354	0.12065	0.02416	0.01291	0	0	0	0	0	0	0.02086	0.10354	0.00929	0	0.02416	0.14622	0.46982	0	0.39006
Healthy	2.94805	1.59349	1.07661	0.56776	0.81838	0.84873	0.24535	0.26235	0.00031	0	0	1.16503	1.59349	1.76051	1.94594	0.56776	0	0.00328	0.00031	0.00348
Healthy	6.40745	0.35305	0	0.05837	0.00644	0	0	0	0.07169	0	0	0.19529	0.35305	0	0	0.05837	0	0	0.07169	0
Healthy	1.79757	0.0081	0.17988	0.03001	0.01513	0.0016	0	0	0	0	0	0.17437	0.0081	0.06696	0	0.03001	0.2899	0	0	0.0382
Healthy	3.72613	0.77128	0.33875	0.15091	0.25537	0.09335	0.00717	0.03014	0	0	1.92712	0.54097	0.77128	0.01582	0	0.15091	0	0	0	0
D015179	0.00327	3.10755	0.00313	0.53592	0.70556	1.2759	0	0	0.58285	0.01135	0	0.38271	3.10755	0	0	0.53592	0	0.4849	0.58285	0
Healthy	3.51907	0.23104	0.23576	0.03226	0	0	0	0	0	0	0	0	0.23104	0	0	0.03226	0.04115	0	0	0
Healthy	1.63036	0.1506	0	0.00868	0	0	0	0	0.01392	0	0	0.23078	0.1506	0	0	0.00868	0.07548	0	0.01392	0
Healthy	0	0.76425	3.92622	0	0	0	0	0	0	0	18.7064	0	0.76425	0	0	0	0	0	0	0
Healthy	7.23554	0.14207	0.13086	0.30069	0.1967	0.45439	0.11305	0.06917	0	0	10.4029	2.08772	0.14207	0.27665	0	0.30069	0.0299	0	0	0
Healthy	6.85393	0.24663	0.02807	0	0	0	0	0	0.09831	0	0	0.02092	0.24663	0	0	0	0	0	0.09831	0
D015179	7.17818	0.56861	0.53381	0.05928	0.11476	0.0304	0.30442	0	0.03138	0	3.27788	1.70798	0.56861	0	0	0.05928	0	0.71232	0.03138	0
D015179	3.34944	0.20226	0.04129	0.09639	0.76168	0.16551	0.14214	0.28777	0.00323	0	23.4589	0.05496	0.20226	0.02101	4.53863	0.09639	0	0.44859	0.00323	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	3.54485	0.38309	0.32443	0.18082	0.04986	0.03023	0	0	0	0	0	0.05369	0.38309	0	0	0.18082	0.0289	0	0	0.004
