group	Blautia_A_wexlerae	Streptococcus_sp001556435	Ruminococcus_B_gnavus	Anaerostipes_hadrus	Streptococcus_parasanguinis_D	Clostridium_A_leptum	Adlercreutzia_equolifaciens	Eisenbergiella_tayi	Gordonibacter_pamelaeae	Eggerthella_lenta	Faecalibacterium_sp900539885	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Bacteroides_thetaiotaomicron	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Dorea_formicigenerans
Healthy	0.04779	0	0.02113	0	0	0	0.01114	0	0	0	3.55529	6.30773	0.81897	0.00499	0	0	0.2017	0.05895	0.04779	0.07564
Healthy	0	0	0	0	0	0.08846	0	0	0	0	0.22044	0	0	0	0	0	0	0.05675	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.55314	1.72294	0.02063	0.12495	1.3468	0	0.08535	0	0.00292	0.00616	7.00587	0	0.00939	2.95745	2.62773	0.29906	3.33077	0.5426	2.55314	0.29206
Healthy	0.11026	0.01772	0	0	0	0.08477	0.21432	0	0.05011	0.00353	5.16225	1.90217	0.2703	0	0.00476	0.20717	0.00869	0.03776	0.11026	0.0809
Healthy	0.16673	0.03292	0	0	0	0	0.02498	0	0	0	3.84428	5.2583	0.59858	0	0	0.42838	0.03654	0.2117	0.16673	0.02953
Healthy	0	0	0	0	0	0	0.08723	0	0	0	3.52022	3.04917	0.25089	0	0	0	0	0.26102	0	0.00218
Healthy	0	0.69413	0.00013	0	0.16057	0.00071	0	0	0	0.00536	0.00589	0	0	0	0	0	0	0	0	0
Healthy	0	1.45696	0	0	0.13616	0	0	0	0	0	0.0008	0.0038	0	0	0	0	0	0	0	0
Healthy	0.01228	0	0	0	0	0	0	0	0	0	1.74935	1.22266	2.07726	0	0.01726	0.06226	0	0.18264	0.01228	0.0046
Healthy	0.08277	0	0	0	0	0	0	0	0	0	3.32392	6.49335	0	0.59636	0	0	1.44934	0.19582	0.08277	0.02238
Healthy	0.2164	0.01163	0	0.23672	0.01871	0.10026	0.00859	0	0	0	2.74358	4.71022	4.68865	0.52879	0	2.07292	0.11917	0.04271	0.2164	0.58829
Healthy	0.17735	0.05185	0.13757	0.14154	0	0	0.00149	0	0	0	5.56415	0.03999	0	2.74141	0.08962	0.04012	0.07525	0.12739	0.17735	0.10328
Healthy	0.22904	0.01247	0	0.0359	0.00374	0.00412	0.00698	0	0	0	2.65519	1.10296	0.00103	0.16102	0.61256	2.36336	1.11731	0.02485	0.22904	0.25165
Healthy	0	1.60729	0	0	0.43748	0	0	0	0	0	0	0	0	0.20383	0	0	0	0	0	0
Healthy	0.00562	0	0	0	0	0	0.01748	0	0	0	3.30533	0.12721	0.46323	0.71753	0	0.34154	0	0.0798	0.00562	0
Healthy	0.22272	0	0.02587	0.03277	0	0.0189	0	0	0	0	1.40988	7.92667	1.77821	1.79599	0.17821	0.48349	0.33963	0.00917	0.22272	0.13015
Healthy	0	0	0	0	0	0	0	0.01635	0	0	0.56581	0	0.67101	0.01206	0	0	0.00656	1.04757	0	0
Healthy	0.76623	0.1365	0	0.61955	0	0	0.04204	0	0	0.00266	6.75901	5.70307	2.17968	0.02119	2.8275	2.15119	1.15005	0.00444	0.76623	0.7784
Healthy	1.10663	0.13716	0.13357	0.28129	0.16102	0.01789	0.16258	0.00946	0	0	3.42337	13.6334	20.439	0.93886	0.88039	1.01045	1.86529	0.11574	1.10663	0.51935
Healthy	0	0	0	0	0	0	0	0	0	0.00669	0	0.00397	0	0.00811	0	0	0	0	0	0
Healthy	0.02445	0.08091	0	0	0.06571	0	0	0	0	0	4.47962	1.47187	1.7888	0.19019	0	0.01338	0.0075	0.1116	0.02445	0
Healthy	0	0.00594	8.05391	0	0.01259	0	0	0	0	0	0	0	0	0.10372	0	0	0	0.55994	0	0
Healthy	0.04378	0	0.00689	0	0	0.03756	0	0.03058	0.01839	0	0.35918	0.28119	0.50817	0	0.02265	0	0.05627	0.01241	0.04378	0.00119
Healthy	5.01227	0	0.01939	6.50209	0	0	0.31732	0	0.03592	0	0.44541	0	0	0.00728	15.5886	3.56446	0.13551	0.18077	5.01227	3.17054
Healthy	0.0798	0	0	0	0	0	0.05633	0	0	0	3.72241	0.53747	0.30837	0.37502	0.01731	0	0	0.0709	0.0798	0.0739
Healthy	0.05485	0.05508	0	0.27993	0.00624	0.04697	0	0	0	0	0.84665	2.24817	5.5386	0.482	0	0.41929	0	0.20483	0.05485	0.13772
Healthy	0.19785	0	1.73361	0	0	0.44661	0	0.07375	0	0	1.77598	1.443	0	0	0.01685	0.06403	0	0.2965	0.19785	0.09218
Healthy	0.31249	0.01378	0.01259	0.17582	0.01026	0	0.04058	0	0.04389	0	11.9562	4.21218	0.89397	0.08479	0.75331	0.04464	0	0.06408	0.31249	0.1197
Healthy	0.29229	0.01836	0	0.01741	0	0.18873	0	0	0	0	3.31284	7.36462	3.89587	4.15266	0.58913	0.22402	0.47956	0.13514	0.29229	0.11232
Healthy	0.09668	0.0436	0.01291	0.14367	0.01451	0	0.04006	0.00478	0	0	4.9089	8.49601	5.18407	0.95873	0.77873	0.07101	0	0.10361	0.09668	0.20117
Healthy	0.2789	0.10339	0	0.00634	0	0	0	0	0	0	1.07118	7.67506	24.2154	0	0.11524	0.409	0.4253	0.29518	0.2789	0.32218
Healthy	0.2544	1.06278	0.00928	0.07009	0.6866	0.11599	0.00304	0.00521	0.00545	0	0.60469	17.0997	4.14744	0.29599	0.19564	0.04518	0	0.05231	0.2544	0.46724
Healthy	0	3.56928	0	0	5.69432	0	0	0	0	0	2.1045	0	11.0582	0.62228	0	0	0	0	0	0
Healthy	1.0764	0.24874	0	0.31115	0	0.34562	0	0	0	0	0.63918	2.43008	0.6392	0.64285	2.40119	0	0.78263	0.79951	1.0764	0
Healthy	2.57833	0	0	0.64341	0	0	0.06958	0	0	0	2.73123	10.4495	2.41317	0.33548	0.13686	0.29351	0.22665	0.14569	2.57833	0.07768
Healthy	0.84114	0.13258	0	0.06207	0	0	0	0	0	0	10.2919	1.95939	10.6256	0.00299	0.7843	2.31284	1.07318	0.10824	0.84114	0.9047
Healthy	0.55525	0	0	0	0	0	0	0	0	0	3.03957	5.56521	8.77079	0.05579	0.55827	0.47683	0.22472	0.48072	0.55525	0.19714
Healthy	1.30548	0.17758	0	0.0635	0	0.06034	0.68597	0.00772	0	0.03302	10.3532	0	7.96646	0.7288	1.01544	0.19163	0.04943	0.04311	1.30548	0.2249
Healthy	0.51876	0	0	0.01186	0	0.0071	0.0244	0	0	0	12.668	2.45216	0.08984	0.7371	0.77114	0.51015	0.22437	0.25415	0.51876	0.15328
Healthy	0	0	0	0	0	0	0	0	0	0	3.158	1.68123	11.7745	0.06448	0	0	0.03259	0.89329	0	0
Healthy	0	0.00792	6.02574	0	0.03006	0	0	0	0	0.00662	0	0	0	0	0	0	0	0.45542	0	0
Healthy	0.19587	0	0	0.12284	0	0.02634	0.02917	0	0	0	2.189	4.7718	6.39275	6.58194	0.35189	0	0.87626	0.14422	0.19587	0.01071
Healthy	1.85544	0	0.00524	0.21697	0	0.05784	0.22418	0.05194	0.0012	0	4.49845	10.1191	8.0719	0.457	0	0	2.93391	0.02775	1.85544	0
Healthy	0.17474	0.00826	0.00933	0.02885	0	0	0.00994	0	0	0	1.7072	4.62937	0.86419	0.46248	0.17032	0.02565	0.21677	0.84921	0.17474	0.30609
Healthy	0.00392	0	0	0	0	0	0	0	0	0	1.66233	2.04976	0	0	0	0.3726	0.03584	0.93156	0.00392	0
Healthy	2.5201	0.6735	0.1441	0.24004	0.04744	0.16885	0.04325	0.04845	0.01433	0.00362	8.18374	13.2223	17.1439	0.05158	3.23774	3.95353	2.48637	0.00135	2.5201	0
Healthy	0.34845	0.19839	0.05896	0	0.00932	0.09722	0.35169	0	0.09447	0.02528	2.42017	3.23776	1.24158	0	0.19471	0.86461	0.07639	0.0149	0.34845	0.15323
Healthy	0.03001	0.11453	0	0	0	0	0	0	0	0	3.28089	1.98567	0.97384	0.30594	0.07937	0.7177	0.04063	0.02132	0.03001	0
Healthy	0	0	0.00138	0	0.00017	0	0	0	0	0	4.15665	0	0	0	0	0	0	0.0761	0	0
Healthy	0.02603	0	0	0	0	0	0	0	0	0	0	7.76251	0	1.41801	0	0	0	0.58312	0.02603	0
Healthy	0.79216	0	0	0	0	0	0	0.07657	0	0	1.47845	4.66569	1.46036	0.31349	0.27361	0.58511	0.48673	0.58035	0.79216	0.24111
Healthy	0.33377	0	0	0	0	0	0.17138	0	0.2108	0	2.97549	1.07871	0	0.28646	0.73193	0	0	0.02494	0.33377	0.3798
Healthy	0.22362	0	1.75368	0	0	0.40885	0	0.03453	0	0	1.88917	1.64347	0	0	0.00288	0.04869	0	0.19729	0.22362	0.10608
Healthy	0	0	0	0	0	0.67657	0.09325	0	0	0	2.15424	0	1.36115	0.42229	0	0	0	0.18138	0	0
Healthy	0.11573	0	0	0.02915	0	0.01882	0.00392	0	0	0	2.27128	0.25938	5.50899	1.58963	0.15282	0.11208	0.21157	0.02193	0.11573	0.0758
Healthy	0.19388	0	0	0.0187	0	0	0.01773	0	0	0	5.13465	6.81572	1.80735	0.30457	0.03433	0.15759	0.38295	0.32261	0.19388	0.17538
Healthy	0.67036	0.00336	0	0.13685	0	0	0	0	0	0	0.21157	2.37313	6.00524	0.53049	0.54372	0.19967	0.28859	0.02121	0.67036	0.65123
Healthy	0.28402	0	0.00572	0.03302	0	0	0.02288	0	0	0	12.622	16.1502	2.49284	2.55295	0.07666	0.04527	0.06603	0.00594	0.28402	0.16905
Healthy	0.03428	0	0.06234	0	0	0.27698	0	0.15607	0	0	0.9318	0.04485	0	0.31291	0.11783	0.49669	0.04945	2.4328	0.03428	0.12902
Healthy	0.61299	0	0	0	0	0	0	0	0	0	0.48163	14.8743	6.10482	0.3935	0.26012	0.41369	0.29094	0.1322	0.61299	0.04408
Healthy	0.8676	0.39579	0.00996	0.1853	0.15283	0.0914	0.69668	0	0	0	4.43291	1.89156	9.07225	0.90984	0.37741	0.08072	0.20861	0.78974	0.8676	0.29038
Healthy	1.7438	2.41704	0	0.15662	0.29507	0.05562	0.00276	0.00149	0	0	3.39649	5.26452	3.13777	0	5.87164	5.0821	1.8202	0.00855	1.7438	1.81961
Healthy	1.34372	0	0	0	0	0	0	0	0	0	9.55983	15.7016	0.13409	0	1.38872	1.60343	1.81922	1.6178	1.34372	0.2533
Healthy	0.02692	0	0	0.05351	0	0.02007	0	0.19054	0	0	0.74063	3.34202	0	0	0	0.01116	0	0.08133	0.02692	0.26229
Healthy	0	0.00035	7.84122	0	0.0969	0	0	0	0	0.00746	0	0	0	0.00458	0	0	0	0.2588	0	0
Healthy	0.5801	0	0	0	0	0	0	0	0	0	0.17357	5.46988	19.7553	0	4.84358	2.11944	2.75194	0.70308	0.5801	2.99086
Healthy	0	0	0	0	0	0	0	0	0	0	1.4264	0	0	0	0	0	0	0	0	0
Healthy	0.14809	0.00276	0	0.02323	0.01797	0.04358	0	0	0	0	4.16916	2.89472	0.66209	0.41184	0.12725	0.29084	0.27395	0.24239	0.14809	0.06372
Healthy	0.97432	0	0	0	0	0	0	0	0	0	24.0034	1.96245	10.6976	0	0.45377	1.82697	0.55656	0.93527	0.97432	0.64038
Healthy	0.19733	0.15309	0	0.0697	0.48691	0	0	0	0	0	5.11038	2.37831	0.7097	0.06701	0.01478	0.13775	0.09659	0.18442	0.19733	0.03621
Healthy	0.45472	0.3332	0	0.04121	0.0666	0.00382	0.00165	0	0	0	5.05087	0.31363	6.23589	0.22851	0.79157	0.94561	1.44966	0.22226	0.45472	0.25439
Healthy	0.00152	0.00207	0.13189	0.01188	0	0.29483	0	0	0	0	4.15944	0.63431	0	1.14247	0	0	0.09042	0.0128	0.00152	0.00237
Healthy	0.6606	0.0319	0.09148	0.00532	0.29798	0.65442	0	0.18078	0	0	8.46679	1.55322	2.86716	0.47103	0.12971	1.01902	0.25426	0.31046	0.6606	0.3343
Healthy	0	0	0	0	0.20029	0	0	0	0	0	0.00497	0	0	0	0	0	0	0	0	0
Healthy	0.12451	0.10304	0.05674	0.06793	0	0	0	0	0	0.00258	3.86148	4.09741	2.22488	1.52667	0.02657	0.02686	0.04668	0.2463	0.12451	0.02078
Healthy	0.10177	0.03397	0	0.10861	0.0042	0	0.02927	0.03415	0	0	0.68255	0.70851	2.844	2.15678	0.00539	0.27647	0.13078	0.32423	0.10177	0.08492
Healthy	0.31465	0	0	0	0	0	0	0	0	0	4.29532	3.32311	0	0.06643	0.65385	0.37215	0.50734	0.11563	0.31465	0.15463
Healthy	0	0	0	0	0	0	0	0	0	0	6.53471	3.79062	3.434	0.19521	0	0	0	0.15951	0	0
Healthy	0.005	0	0	0	0	0	0	0	0	0	1.41909	1.5069	1.64034	0	0	0.62795	0.03583	0.01778	0.005	0
Healthy	0	0.01296	11.546	0	0	0	0	0	0	0.07377	0	0	0	0.00684	0	0	0	0.70574	0	0
Healthy	0.02684	0.00554	0	0	0.00763	0	0.05449	0	0	0	4.89735	0.18934	0	0.90631	0	0.04673	0	0.24313	0.02684	0.01278
Healthy	0.05697	0	0.03118	0	0	0	0.03438	0	0	0	4.12618	5.7827	0.76814	0.01391	0	0	0.1575	0.18324	0.05697	0.03883
Healthy	0.64846	0.05451	0.01367	0.01286	0.03018	0.00912	0.47023	0.0078	0	0.00294	8.6567	1.2828	0	0.25595	2.97411	0.94015	0.75784	0.17375	0.64846	0.53562
Healthy	0.10942	0	0.06898	0	0	0.00398	0	0	0	0	23.7682	1.73579	0	1.69622	0.10124	0.16978	0	0.26925	0.10942	0.13255
Healthy	0	0	0.63717	0	0	0.15298	0	0.02131	0	0	1.65036	0.84756	0	0	0	0.01322	0	0.08315	0	0.03086
Healthy	0.09024	0.00863	0.01135	0.10456	0.00088	0.03568	0	0	0	0	1.37932	9.85232	0	0	0.5854	0.29001	0.75943	0.18071	0.09024	0.27171
Healthy	0	0	0	0	0	0	0	0	0	0	3.04774	0.951	0.50441	0.02822	0	0.00696	0	0.06909	0	0
Healthy	0.1457	0	0	0	0	0.02195	0.00126	0.05235	0.17971	0.00985	0.11679	0	1.88633	0	0	0	0	0.00531	0.1457	0
Healthy	0.03007	0.00567	0.02624	0	0	0	0	0	0	0	3.83409	0	0.9033	0.409	0.15803	0	0.05197	0.03819	0.03007	0.00578
Healthy	0.04209	0	0.04117	0	0	0	0.02299	0	0	0	4.10405	5.65008	0.75971	0.00696	0	0	0.14335	0.11694	0.04209	0.04803
Healthy	0.17776	0	0	0	0	0	0	0.0872	0	0	4.00052	3.41138	5.5304	0	0.18208	0.33881	0.64089	0.23042	0.17776	0.20541
Healthy	2.19886	0.62535	0.00451	0.41751	0.1341	0.04669	0.03317	0.00075	0.02207	0	9.78205	0.01267	26.7035	0.12519	1.5828	0.68671	1.64039	2.96114	2.19886	0.76366
Healthy	0	0	0	0	0	0	0	0	0	0	0.57655	0	0	8.06522	0	0	0	0.03148	0	0
Healthy	0.1574	0.02259	0.00825	2.27267	0.00579	0.51165	0.07125	0.1854	0.01144	0.02334	2.51722	6.28442	6.4636	0.73137	2.3402	0.25714	0	0.10676	0.1574	0.47825
Healthy	0.16959	0.09659	0	0.1263	0	0.58733	0.06226	0.02908	0	0	1.5766	1.71934	1.87627	0.48672	0.05327	1.25633	0.08344	0.20375	0.16959	0.35268
Healthy	0.10426	0.02227	0	0	0.06235	0.08545	0	0	0	0	2.29282	0	2.12722	0.41277	0.08595	0.058	0	0.04497	0.10426	0.03159
Healthy	1.00283	0	0	0.59984	0	0	0.05052	0	0	0	1.85642	1.51289	3.27466	0.41213	0.18755	0.21749	0.12255	0.44529	1.00283	0
Healthy	0	0.69912	0.01991	0.02309	0	0	0	0	0	0.00096	1.29313	0	0.00126	0	0	0	0	0.58264	0	0
Healthy	0.63394	0	0	0.00451	0	0	0	0	0	0	5.90198	10.1238	0.94707	0	0.17241	0	0.17217	0.07071	0.63394	0
Healthy	0.04901	0	0.0335	0	0	0	0	0	0	0	1.32176	0.14215	0	0	0	0	0.23724	0.05469	0.04901	0
Healthy	0.13289	0.20552	0.27785	0	0.02812	0	0	0	0	0	0	0	0	0	0.46813	0	0.08152	1.03121	0.13289	0.16034
Healthy	0.04567	0.53376	0.19796	0.41592	0.4153	0.05994	0	0.00588	0.00229	0	10.4268	16.6485	0.02898	0.26988	3.83349	2.33429	0	0.00678	0.04567	0.57757
Healthy	0	0	0	0	0	0	0	0	0	0	1.44276	0	0	0	0	0	0	0	0	0
Healthy	0.6285	0	0	0	0.02198	0	0.00199	0.85693	0	0	0.6751	1.32826	2.15726	0.02313	2.61434	1.51709	0.42752	0.44536	0.6285	0.10162
Healthy	0.07117	0.03262	0.11008	0.11877	0.04547	0.11933	0	0	0	0	1.2523	10.7808	1.99354	0	0.08623	0.47188	0	0.00126	0.07117	0
Healthy	0.00662	0.10001	0.00459	0	0.05525	0	0	0	0.00121	0.00314	0	0	0	1.26196	0	0	0	0.59787	0.00662	0.24921
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85841	0	0	0	10.0355	0	0
Healthy	0.05504	0	0	0	0.03834	0	0	0	0	0	1.0766	0.0994	0.70368	1.05236	0.00168	0.03909	0	0.09425	0.05504	0.01132
Healthy	0.06166	0.00611	0.01307	0	0	0.0519	0	0.00593	0.03917	0	0.87605	3.11921	4.52844	0	0.06676	0.07194	0.07006	0.14496	0.06166	0.01532
Healthy	0.61018	0	0	0.28396	0	0	0.07887	0	0	0	3.83059	32.884	3.44201	0.33595	0.654	0.47989	0.07797	0.0401	0.61018	0.0606
Healthy	0	0.00393	4.72571	0	0.00222	0	0	0	0	0.05534	0.00146	0	0	0	0	0	0	0.20936	0	0
Healthy	0	0	0.01171	0	0	0.35465	0	0	0	0	0.54758	0	0	1.27896	0.00674	0	0.02658	0.09066	0	0
Healthy	0.07325	0	0	0	0	0	0	0	0	0	3.35792	1.27987	0	6.35764	0	0	0.04226	0.14089	0.07325	0
Healthy	0.01627	0	0.0032	0	0	0	0	0	0	0	1.97037	1.45621	1.0012	0	0.03767	0.00411	0.02483	0.27178	0.01627	0.00789
Healthy	0.19043	0.1081	0.00123	0.18645	0.03663	0	0	0	0	0	3.2414	0.38776	1.26012	0	0.10445	1.01554	0.10535	0.13345	0.19043	0.73942
Healthy	0	0	0	0	0.39146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.31195	0	0.00283	0.07129	0	0	0.00081	0	0	0	4.28877	2.46062	2.46568	1.22337	0.27726	0.33363	0.42051	0.19677	0.31195	0.18457
Healthy	0.98682	0	1.0294	0.10202	0	0	0.21404	0	0	0	6.32644	11.4895	17.755	0.61718	0.39189	0.78238	1.31184	0.92384	0.98682	0.28123
Healthy	0.08903	0	0.04546	0.07369	0	0.01346	0	0	0	0	1.33056	10.9507	0	0	0.49863	0.27153	0.63351	0.22671	0.08903	0.19167
Healthy	0.02794	0	0	0	0	0	0	0	0	0	1.97955	1.40517	1.00454	0	0.04226	0.02137	0.00874	0	0.02794	0.01103
Healthy	0	0	0	0	0	0.00462	0	0	0	0	0.17807	0	0	0	0	0	0	1.52918	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.69659	1.14546	2.06101	0	0.00341	0.03588	0	0.22811	0	0
Healthy	0.12209	0.06476	0.0229	0.03575	0.00156	0	0	0	0	0	3.72852	3.26958	0.00874	0.05278	0.34997	0.16666	0.24641	0.16388	0.12209	0.10314
Healthy	0	0	0	0	0	0	0	0	0	0	3.24922	1.66203	24.7905	0	0	0	0	0	0	0
Healthy	0.01446	0.00217	0	0	0	0	0	0	0	0	1.38955	1.43492	1.56266	0	0	0.60348	0.10632	0.02975	0.01446	0.02956
D008545	3.7812	0	0	2.01572	0	0	0.08121	0	0	0	2.5191	7.08062	0	0.89635	4.9337	1.37171	0	0.06327	3.7812	0.18227
Healthy	0.16946	0	0	0.2573	0	0	0.01437	0	0	0	3.27124	7.304	4.77208	0.54599	0.89075	0.05158	0	0	0.16946	0
Healthy	0.29448	0.16181	0.10381	0.03264	0.18687	0.04885	0	0	0.04339	0	2.13615	5.4532	0.0032	0.27681	0.24311	0.94747	3.83533	0.06412	0.29448	0.52561
Healthy	0.0544	0	0	0	0	0	0	0	0	0	0.09976	3.69278	0	1.30164	0.0749	1.83056	0.03829	0.1285	0.0544	0.05095
Healthy	0.16396	0.04798	0.00303	0	0	0.00395	0.00651	0	0	0	3.56655	5.91805	0.61582	0	0	0.39547	0.01678	0.35755	0.16396	0.04462
Healthy	0.06467	0	1.23116	0	0	0	0	0	0	0	0	0.61342	0	0.26921	0	0.23282	0	2.0802	0.06467	0
D008545	8.25331	0.09304	0	0.1501	6.14568	0	0.02858	0	0	0	15.9211	0	0	0	0.90334	6.28313	1.81219	2.61577	8.25331	1.38382
Healthy	0.03984	0	0.14842	0	0	0	0	0.06707	0	0	1.5881	0.30555	0	0	0	0	0	0.09294	0.03984	0.0275
Healthy	0.07885	0.18736	0	0.00177	0.01233	0.00176	0.00965	0	0.00021	0	2.45126	0.10188	0.00092	0.0346	0.1598	0.42315	0.08321	0.01034	0.07885	0.06944
Healthy	0.00323	0	0	0	0	0	0	0	0	0	1.54971	1.14484	2.00254	0	0.00489	0.04055	0	0.2257	0.00323	0
Healthy	0.40853	0.65596	0	0.01483	0.03162	0.07509	0.08491	0	0.00156	0.00175	8.46202	15.822	0.54225	0.08348	1.54993	0.67256	0.27784	0.85551	0.40853	0.44915
Healthy	0.03407	0	0.00975	0	0	0.26209	0	0	0	0	2.25126	2.53714	0	1.39953	0.00336	0.04351	0.03666	0.03435	0.03407	0.00297
Healthy	0.23056	0.05185	0	0.07851	0.03493	0	0	0	0	0	4.22192	1.2088	0.07163	5.10354	0.81285	0.30554	1.14726	0.06835	0.23056	0.27946
Healthy	0.22888	0.368	0	0.10372	0.04024	0	0.08322	0	0	0	3.94418	2.96147	0.01452	0.43149	0.94976	0.06706	0.10223	0.00322	0.22888	0.12583
Healthy	0.13959	0.2566	0.93186	0.02809	0.02145	0	0.03103	0	0	0	12.3463	6.70075	3.55691	1.36306	0.67061	0.03398	0.52129	0.51541	0.13959	0.05707
Healthy	0	0	0.01354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.04753	0	0.16735	0.05819	0.00269	0	0	0	0	0	9.38558	0	0	0	0	0.44843	0.12135	0.00384	0.04753	0.09581
Healthy	0	0	0.6867	0	0	0	0	0	0	0	0.0065	0.68803	0	0.76735	0	0	0	0.46174	0	0.05227
Healthy	0.53423	0.00767	0.21606	0.04735	0	0.00502	0.01361	0.01143	0.01505	0.00082	0.10546	5.08488	7.10946	3.27059	0.08265	0.15173	0	0.13332	0.53423	0
Healthy	0.01337	0	0.17721	0	0	0	0	0.07497	0	0	1.45335	0.37366	0	0	0	0	0	0.07067	0.01337	0.00296
Healthy	0.08856	0.03412	0	0.01601	0	0	0.00725	0	0	0	9.12279	3.25428	0	0.01737	0.02997	0.16709	0.21654	0.01861	0.08856	0.08404
Healthy	0.4004	0.07059	0.00945	0.01722	0.02646	0.01782	0	0	0	0	4.07262	0.87107	0.1183	0.00613	0.76454	0.36324	0.49056	0.24672	0.4004	0.37817
Healthy	0.23814	0.15578	0	0.11245	0.12884	0.27691	0	0	0	0	10.3045	15.9552	3.79589	0.52726	0.31952	0.27836	0.49886	0.32756	0.23814	0.18329
Healthy	0.01715	0.09131	0.01329	0.01671	0.01836	0	0	0	0	0.00059	6.83384	0.29896	0.0098	0.00496	0	0	0	0.00753	0.01715	0
Healthy	0.54746	0.09233	0	0.75846	0	0.06966	0.02224	0	0	0	25.9485	0	16.3053	0	0.31606	0	0	0.04297	0.54746	1.13317
Healthy	0.02603	0	0	0	0	0	0	0	0	0	0	7.76254	0	1.41801	0	0	0	0.58312	0.02603	0
Healthy	0.03927	0.03776	0	0	0	0	0	0	0	0	4.15981	0	2.07758	0	0	0.02382	0.04856	0.03294	0.03927	0.04703
Healthy	0.2905	0.96034	0	0.0813	0.45955	0	0	0	0	0	5.65149	3.02993	0.00496	0	0.30136	0.09274	0.25371	0.28313	0.2905	0.15514
Healthy	0.01833	0	0.04553	0	0	0.00255	0.01809	0.1663	0	0	1.1836	5.08643	0	0.4562	0	0	0.18523	0.39024	0.01833	0.01904
Healthy	0	0.65593	1.59311	0	0.31169	0	0	0	0	0.05082	13.1439	0	0	0.44775	0	0	0	0.78438	0	0
Healthy	0.00223	0	0	0	0	0	0	0	0	0	1.6073	0	1.28233	3.0946	0	0.00761	0	0.31504	0.00223	0
Healthy	0.36603	0.01638	0.00379	0.11751	0	0.03101	0.12421	0	0.02377	0	8.14541	26.7553	5.67636	0.18133	0.36085	1.18289	0.69745	0.02824	0.36603	0.13596
Healthy	0	0	0	0	0	0.12193	0	0	0	0	2.37827	0	0.85403	0	0	0.17714	0	0.20576	0	0
Healthy	0.2824	0.0537	0.00621	0.02424	0.00572	0	0.0161	0	0	0	13.6233	4.06108	0.0395	1.68965	0.09415	0.06605	0.27028	0.00718	0.2824	0.11189
Healthy	6.3602	1.71618	0	0.38574	0	0	0	0	0	0	3.79023	12.4576	0.31844	0	3.69724	1.03606	4.29248	2.77347	6.3602	4.00532
Healthy	2.34503	0	0	0.18177	0	0	0.02401	0	0	0	3.49138	18.5724	0	1.21436	2.84457	2.19427	1.1876	0.75669	2.34503	1.04221
Healthy	0.17281	0	0	0.13689	0	0	0	0	0	0	2.69608	7.3748	4.66608	0.17852	0.34554	0.54032	0.58525	0.15304	0.17281	0.09402
Healthy	2.53308	1.29297	0	0	0	0	0	0	0	0	1.67582	0	0	0	0	0	0	2.37254	2.53308	0
Healthy	0.13427	0.06321	0	0.49831	0.0067	0.12972	0	0	0	0	1.32251	7.38373	9.27796	0.24175	0	0.99309	0.21335	0.25455	0.13427	0.20558
Healthy	1.53524	0.33747	0.12967	0.08512	0.0724	0.37099	0.10252	0	0	0	1.38662	4.44846	10.5749	0	2.94431	1.59657	1.65743	0.05631	1.53524	0.68761
Healthy	0	0.61518	7.32153	0	0.14841	0	0	0	0	0.00202	0	0	0	0.39754	0	0	0	2.23002	0	0
Healthy	0	0	0.00268	0	0	1.44429	0	0	0	0	3.29786	0	0	0.72917	0	0	0	0.73307	0	0
Healthy	0.36425	0.07138	0	0	0.20559	0.58649	0	0.32363	0	0	0.78985	0	4.58131	0.21601	0.14637	0	0	0.02186	0.36425	0.08938
Healthy	0.51966	0.20813	0	0.06742	0.11797	0	0	0	0	0	8.83636	0.04069	0.35112	0.25848	1.33582	0.88864	1.21722	0.01356	0.51966	0.98919
Healthy	0.83549	0.02883	0.62406	0	0.00758	0.01756	0	0.00446	0	0	1.65226	0.01085	4.33241	0.69159	0.22054	0	4.20371	0.70712	0.83549	0
Healthy	0.84023	0	0	0.0384	0	0	0	0	0	0	3.38132	4.34432	2.45832	0.16987	0.11415	0.10393	0.15581	0.32342	0.84023	0.0104
Healthy	0.44205	0.00373	0.00106	0.01585	0	0	0	0	0	0	0.65172	0.27354	1.35893	0	0.14988	0.90689	1.26078	0.02326	0.44205	0.09964
Healthy	0	0	0.69164	0	0	0	0	0	0	0	0	0.70713	0	0.74647	0	0	0	0.59972	0	0.04107
Healthy	0.70124	0	0.02478	0.01236	0	0.14014	0.07899	0.02659	0.00026	0	6.4901	4.61879	3.59444	0.11514	1.62427	0.55047	0.59849	0.01871	0.70124	0.54117
Healthy	0	0	0	0	0	1.00729	0.19398	0	0	0	4.00989	0	1.21233	0.36368	0	0	0	0.34362	0	0
Healthy	0.09333	0.58262	0.11193	0.03674	0.00726	11.3092	0	0	0	0	4.35327	0	0.00217	0	3.21841	0	0	3.04945	0.09333	0.18072
