group	Blautia_A_wexlerae	Streptococcus_sp001556435	Ruminococcus_B_gnavus	Anaerostipes_hadrus	Streptococcus_parasanguinis_D	Clostridium_A_leptum	Adlercreutzia_equolifaciens	Eisenbergiella_tayi	Gordonibacter_pamelaeae	Eggerthella_lenta	Faecalibacterium_sp900539885	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Bacteroides_thetaiotaomicron	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Dorea_formicigenerans
Healthy	0.15938	0	0	0	0	0.04356	0	0.04482	0.14956	0.01157	0.11114	0	1.8513	0	0	0	0	0.64033	0.15938	0
Healthy	0.27471	0	0	0.074	0	0.00878	0.00545	0.11168	0	0	3.70296	1.25924	7.73913	0.57143	0.21545	1.07797	0.61394	0.00313	0.27471	0.15702
Healthy	0.03743	0.04868	0	0	0.04818	0	0	0	0	0	4.35934	1.50658	1.77574	0.20346	0	0	0.00773	0.03293	0.03743	0
Healthy	0.0013	0.03368	1.10743	0.11873	0	0	0	0	0.00626	0.02012	3.19171	27.1106	0	0	0.65496	0.00079	0	0.86136	0.0013	0.09431
Healthy	0.13419	0.08891	0	0	0.01842	0.0707	0	0	0	0	2.49234	0.80113	4.96701	0.04419	0.06613	0.23096	0.20647	0.21293	0.13419	0.05184
Healthy	0.13649	0	0	0	0	0	0.01391	0	0	0	3.76699	1.20123	0.2105	0.22494	0.00316	0	0	0.15754	0.13649	0.07495
Healthy	0.51447	0.0173	0	0.42585	0	0	0	0	0	0	14.5958	2.93815	2.04301	0.06994	1.19259	2.26938	0.77368	0.31205	0.51447	0.00265
Healthy	0.04049	0	0	0	0	0.15771	0	0	0	0	21.2823	0	0	0.82831	0.00409	0	0	0.03063	0.04049	0
Healthy	2.37982	0.66789	0.16958	0.26971	0.04568	0.18892	0.03476	0.0391	0.00732	0.00703	8.10946	13.19	17.4492	0.05285	3.24868	3.96513	2.50148	0.31785	2.37982	0
Healthy	0.25062	0	0.03249	0	0	0.05452	0	0	0	0	5.27758	1.06921	31.5708	0.04972	0.79664	2.28357	0.69489	0.18959	0.25062	0.36287
Healthy	0.12821	0.03603	0	0	0.03485	0.12845	0	0	0	0	2.33157	0	2.16107	0.371	0.08101	0.1007	0	0.01748	0.12821	0.02955
Healthy	0.04189	0	0	0.02002	0	0	0	0	0	0	2.50054	7.15599	0.9359	0	0.10958	0.02002	0.01412	0.03648	0.04189	0
Healthy	0.67859	0	0	0.05925	0	0	0	0	0	0	3.12001	15.1844	0	1.57402	0.37423	1.18651	0.22819	0.17609	0.67859	0.24569
Healthy	0	0	0	0	0	0	0	0	0	0	36.1403	0	0	0	0	0	0	0	0	0
Healthy	0.10306	0	0	0.04581	0	0	0	0.00581	0	0	0.90052	1.61563	2.02697	0	0.30232	0.62033	1.26932	0.28467	0.10306	0.04863
Healthy	0	0	0	0	0	0	0	0	0	0	0	7.29679	0	0	0	0	0	0	0	0
Healthy	0.40751	0	0	0	0	0	0	0	0	0	1.86977	5.77678	1.97905	0	0.20717	0.29093	0.46061	0.68168	0.40751	0.09002
Healthy	0.16992	0.1631	0.72035	0	0.01504	0	0	0	0	0	5.73536	0	7.51266	0.33146	0	0	0	0.00647	0.16992	0
Healthy	0.20786	0.19244	0.00487	0.33947	0.09445	0	0	0	0	0	3.15946	12.9987	1.01743	0.19579	0.10879	0.1069	0.84773	0.08976	0.20786	0.10225
Healthy	0.10335	0.00482	0	0.02392	0.00232	0	0	0	0	0	7.67024	2.93632	0.00829	0.47592	0.10586	0.10802	0.31817	0.03194	0.10335	0.08825
Healthy	2.12631	0.63795	1.20822	6.05122	0.09893	0.54169	0.37856	0.03683	0.08427	0.00053	1.99398	2.05558	0	0.12762	12.4075	0.30741	0.52132	1.08877	2.12631	0.76369
Healthy	0.60162	0.17208	0	0.13668	0.02122	0	0	0	0	0	10.5195	0.00349	0.28721	0.57898	1.13246	0.93372	1.00102	0.56325	0.60162	0.8045
Healthy	0.0807	0	0.01743	0	0	0.04823	0	0.00974	0.03548	0	0.82691	3.22517	4.45277	0	0.08146	0.11189	0.08172	0.28596	0.0807	0.00363
Healthy	0.25196	0	0	0	0	0	0	0	0	0	2.2557	0.88329	0	0.36917	0.67502	2.37183	1.28403	0.04525	0.25196	0.21324
Healthy	0	0	0	0	0	0	0	0	0	0	0.35458	0	0	0	0	0	0	6.24613	0	0
Healthy	0.06834	0	0	0.17076	0	0	0	0	0	0	3.3433	4.57761	3.10177	0.77695	0.45369	0.04616	0.00357	0.05244	0.06834	0
Healthy	0.24593	0	0	0.17392	0	0	0.0097	0	0	0	5.11277	19.5605	0.06077	0.24096	0.34164	0.60687	0.10221	0.08505	0.24593	0.22815
Healthy	0.2045	0.90469	0	0.0488	0.42928	0	0	0	0	0	5.67481	3.13876	0.00126	0	0.39581	0.11485	0.30868	0.11465	0.2045	0.12882
Healthy	0.43536	0	0	0.14601	0	0	0	0	0	0	0.6569	0	3.49557	0	0.85698	0.66065	0.62462	0.09208	0.43536	0.46486
Healthy	0	0	0.33599	0	0	0	0	0	0	0	0.0837	1.85701	0	0	0	0	0	0.27936	0	0
Healthy	1.10854	0.24046	0	0.1155	0.03848	0	0	0	0	0	3.43029	7.70927	24.1739	0.00602	1.11194	3.57198	4.08278	0.08085	1.10854	0.77392
Healthy	0.00135	0	0.01178	0	0	0.37974	0	0	0	0	0.52727	0	0	1.2251	0.00262	0	0.01426	0.0619	0.00135	0
Healthy	0.44695	0.20777	0.04018	0.00249	0	0.11737	0.25229	0	0.1162	0.0142	2.24457	3.27312	1.29024	0	0.20018	0.94474	0.10167	0.15241	0.44695	0.16755
Healthy	0	0	0	0	0	0.16767	0	0	0	0	0.68416	0.03311	0	0	0	0	0	0.0036	0	0
Healthy	2.47174	0.03093	0	0.5796	0	0	0	0	0	0	4.4499	7.50663	20.0314	0.04404	2.15565	2.17013	1.11768	0.16014	2.47174	0.89951
Healthy	0	0.06767	7.73171	0	0.0385	0	0	0	0	0	0.00531	0	0	1.01929	0	0	0	0.6153	0	0
Healthy	0	0.19137	4.03282	0	0.07187	0	0	0	0	0	0.00088	0	0	0.05333	0	0	0	0.23665	0	0
Healthy	0	0	0.27278	0	0	0	0	0	0	0	0.08589	1.85118	0	0	0	0	0	0.16962	0	0
Healthy	0.15477	0	0	0	0	0	0	0.08013	0	0	3.64592	3.51007	5.41299	0.01192	0.22031	0.41826	0.51368	0.34547	0.15477	0.27391
Healthy	0	0	0	0	0	0.14691	0	0	0	0	0.70539	0.03433	0	0	0	0	0	0.00704	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.21039	7.98498	2.8031	0.68901	0	0	0	0.7562	0	0
Healthy	0.29709	0	0	0.00549	0	0	0	0	0	0	3.64046	2.39382	0	1.98101	0.28438	0.56526	0.2994	0.08154	0.29709	0.3239
Healthy	0.8674	0.01793	0.01724	0.35792	0.00244	0.00094	0.08739	0	0	0	4.45218	23.8382	7.46297	1.81007	1.22776	0.28533	0.32274	0.05849	0.8674	1.37493
Healthy	0.10764	0.05607	0	0	0.0303	0	0.13643	0	0	0	3.69891	2.83888	0	0.22982	0.01981	0	0	0.13855	0.10764	0.04984
Healthy	0.22751	2.32477	0	0.15421	0.46054	0	0	0	0	0	0.76474	0.09244	1.81634	0	0.71945	0.09081	0.03729	0.04964	0.22751	0.08028
Healthy	0	0	0	0	0	0	0	0	0	0	2.04327	0.10129	0	0	0	0	0	0	0	0
D008545	0.11985	0.06305	0	0.26684	0.02606	0.14495	0	0.01095	0.06285	0.02156	9.78366	5.65454	0.00559	0.72726	0.18671	1.1047	0.38902	0.04003	0.11985	0.23695
Healthy	0.121	0.05125	0	0	0.01795	0	0.09859	0	0	0	3.66512	2.86894	0	0.2725	0	0	0	0.13774	0.121	0.02463
Healthy	0	0	0.70223	0	0	0	0	0	0	0	0.01639	0.57742	0	0.78936	0	0	0	0.60128	0	0.06405
Healthy	0.00227	0.05335	0	0	0	0	0	0	0	0	3.26622	0.35719	0	0.09581	0	0.06348	0.08195	0.03702	0.00227	0
Healthy	0.43462	0.11448	0	0.10949	0.09427	0.00609	0	0	0	0	5.52789	2.31682	2.89996	0.92861	1.21821	1.26639	0.8554	0.12399	0.43462	0.22889
Healthy	0.0487	0.20468	0.01704	0.04507	0.06461	0.00997	0	0	0	0	9.26941	0	0	0.12323	0	0	0	2.4807	0.0487	0
Healthy	0.2834	0.08306	0	0.10659	0	0	0	0.23959	0	0	2.52242	3.76809	0.04442	0	0.1778	0.79039	0.7229	0.04308	0.2834	0.51303
Healthy	0.03363	0.06644	0	0	0.05578	0	0	0	0	0	4.29541	1.51351	1.83836	0.17394	0	0.00909	0.01233	0.09464	0.03363	0
Healthy	0.02949	0.05524	0	0	0.05745	0	0	0	0	0	4.25831	1.42538	1.8239	0.18801	0	0.01376	0.02973	0.12616	0.02949	0
Healthy	0	0	0.01475	0	0	0.3553	0	0	0	0	0.54128	0	0	1.28019	0.00929	0	0.01291	0.02086	0	0
Healthy	0.5628	0.11004	0.32867	0.02894	0.01414	0.0149	0.08206	0.00291	0	0	2.94805	13.7984	9.34393	0.24778	1.76051	1.57371	0.81838	0.01155	0.5628	0.84873
Healthy	0.05837	0	0	0	0	0	0.48549	0	0	0	6.40745	0	0	2.68782	0	0	0.00644	0.06405	0.05837	0
Healthy	0.03001	0	0	0	0	0	0	0	0	0	1.79757	1.50515	0.95182	0	0.06696	0.0081	0.01513	0.01496	0.03001	0.0016
Healthy	0.15091	0	0	0	0	0.03235	0	0	0	0	3.72613	6.25838	0.83298	0.2048	0.01582	0.77128	0.25537	0.00737	0.15091	0.09335
Healthy	0.03226	0	0	0	0	0	0.05214	0	0	0	3.51907	2.49791	0.08654	0	0	0.23104	0	0	0.03226	0
D008545	5.01719	0.26008	0.01178	0.44477	0.38637	0.00111	0.21927	0.24408	0.10948	0.04612	2.38271	5.1072	0.00201	0.00436	1.3791	3.18852	1.76512	0.17381	5.01719	0.97921
Healthy	0.00868	0	0	0	0	0	0	0	0	0	1.63036	0	1.25169	2.8507	0	0	0	0.23078	0.00868	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D008545	4.91146	0	0.37663	0.29596	0	0.28462	0.56067	0	0.12292	0.01447	5.92575	9.39816	0	0	2.56715	0	0.16619	0.03464	4.91146	0.22047
Healthy	0.27424	0.02863	0	0	0	0.00073	0.02048	0	0	0	7.23554	6.8111	0.87523	0.77149	0.27665	0.10438	0.1967	0.51172	0.27424	0.45439
Healthy	0	0	0	0	0	0	0.09531	0	0	0	6.85393	0.23407	0.58616	0.03665	0	0	0	0.02092	0	0
Healthy	0	0.1642	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0
Healthy	0.18082	0.02302	0	0	0	0	0.00338	0	0	0	3.54485	5.4943	0.59035	0	0	0.38309	0.04986	0.05369	0.18082	0.03023
Healthy	0	0	0	0	0	0	0	0	0	0	2.81632	1.00725	0.46837	0.04007	0	0.01209	0	0.07327	0	0
Healthy	0.00023	0.27995	3.63629	0.01735	0.00021	0	0	0	0	0.15484	0.00077	0	0	15.8217	0	0	0	0.33553	0.00023	0
Healthy	0.21849	0.01238	0	0.0331	0	0	0	0	0	0	5.29583	5.16137	0	0.81147	0.52747	0.0894	0.22106	0.11335	0.21849	0.33714
Healthy	0.02528	0.02858	0.00786	0	0	0	0	0	0	0	2.22589	0	1.85033	1.12566	0	0	0.03971	0.23274	0.02528	0.04991
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.2165	0	0	0	0	0	0	0	0
Healthy	0.03665	0	0	0.0704	0	0.0271	0	0.2215	0	0	0.92616	2.99757	0	0	0	0.03374	0	0.13846	0.03665	0.17671
Healthy	0.03358	0	0	0	0	0.26809	0	0	0	0	2.09812	2.44706	0	1.49295	0.00823	0.07917	0.02968	0.03432	0.03358	0
Healthy	0.35252	0	0	0.67203	0	0	0	0	0	0	5.52401	6.92048	1.24285	0.42954	1.19194	0.25456	0.0352	0	0.35252	0
Healthy	0.05493	0	0	0.00074	0	0	0	0	0	0	1.14214	8.59676	0.58139	0	0.12561	0.18875	0.08419	0.1252	0.05493	0.1058
Healthy	0.00829	0	0	0	0	0	0	0	0	0	1.59631	1.18983	1.79007	0	0	0.06126	0	0.1144	0.00829	0
Healthy	0.85108	0	0	0	0	0	0.87803	0	0	0	8.69323	11.2371	10.1116	1.3813	0	1.89421	1.11681	0	0.85108	0
D008545	2.06343	0.50738	0	0	0.50807	0	0.00872	0	0.00957	0	3.95045	0.87055	0	0	0.35584	0.32708	0	1.99939	2.06343	0
Healthy	0.01727	0	0.06994	0	0	0	0.03314	0.17592	0	0	1.21585	5.19619	0	0.45613	0	0	0.17296	0.53815	0.01727	0.02723
Healthy	2.33099	1.35741	0	0	1.10334	0	0	0	0	0	13.2017	0	0	2.47904	1.63507	0	2.21757	2.66135	2.33099	0
Healthy	0	0	0	0	0	0.74611	0.08051	0	0	0	2.09179	0	1.39948	0.42531	0	0	0	0.06415	0	0
Healthy	0	0.13624	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0
Healthy	0.3639	0	0	0.07954	0	0	0	0	0	0	5.54465	5.13713	4.03381	0.46107	0.65515	0.16013	0	0.13016	0.3639	0
Healthy	2.71352	0.04265	0	0.41571	0	0	0	0	0	0	27.4976	9.30869	0.61886	0	0.55686	0.33328	1.23121	0.58728	2.71352	0.7076
Healthy	0.11378	0	0	0	0	0	0.04558	0	0	0	4.53404	2.10119	0.65443	0.0106	0.02994	0	0.05463	0.22647	0.11378	0
Healthy	0.0601	0	0	0	0	0	0	0	0	0	3.54545	6.30684	0	0.58007	0	0	1.37143	0.14954	0.0601	0
Healthy	0.02428	0.0635	0	0	0	0	0	0	0	0	4.9737	0.41844	0	0.54241	0.37579	0	0	0.25902	0.02428	0
Healthy	0.51448	0	0.01209	0.01451	0	0.44205	0.0328	0.01973	0	0	8.60278	0.61096	9.36761	0.87939	0.53916	0.83314	0.52542	0.00598	0.51448	0.11077
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.86005	2.34553	0	0.4838	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.02732	0	0	0	27.5791	0	0.89466	0	0	0	0	0	0	0
Healthy	0.07915	0	0	0	0	0	0.47913	0	0	0	6.24226	0	0	2.71192	0	0	0.01008	0.03469	0.07915	0
Healthy	0.18905	0.04946	0	0.00531	0.00399	0	0	0	0	0	4.83418	3.16814	0.10954	0	0.1198	1.8241	1.25373	0.0219	0.18905	0.05133
Healthy	0.3428	0.01235	0.03211	0.0236	0.00993	0.06263	0.11859	0	0.00872	0	4.63724	5.23295	5.99635	0	0.39318	1.72969	0.80515	0.01036	0.3428	0.39778
Healthy	0.05742	0	0	0	0	0	0	0	0	0	4.87846	0.6242	0	0.78049	0	0	0.04257	0.40799	0.05742	0
Healthy	0.00739	0.00014	0.00083	0.11786	9e-05	0.31079	0.06174	0.34356	0.1177	0.01213	0.83952	0	0.00141	0.10662	0.00918	0.00426	0.12981	0.1033	0.00739	0
Healthy	0.03543	0	0	0	0.05562	0	0	0	0	0	1.12531	0.08631	0.69016	0.97631	0.00172	0.03555	0	0.08041	0.03543	0.0256
Healthy	0	0	0	0	0	0.05697	0	0	0	0	3.4029	0	1.01779	0.04832	0	0	0.00343	1.53239	0	0
Healthy	1.88381	0	0.00243	0.76951	0	0	0.05593	0	0	0	5.07877	0	0	0.00135	3.92496	1.37838	0.4362	0.87752	1.88381	1.53546
Healthy	1.02528	0	0	0	0	0	0	0	0	0	23.9343	1.96529	10.3887	0	0.45301	2.13056	0.49044	0.2273	1.02528	0.31036
Healthy	0	0	0.70087	0	0	0	0	0	0	0	0.03104	0.56933	0	0.76169	0	0	0	0.34996	0	0.04936
Healthy	0.07168	0.01302	0.11753	0.29233	0	0	0	0	0	0.02371	10.3849	2.24633	0.46747	0.28492	0	0	0	0.02613	0.07168	0
D008545	1.96715	0.01952	0.001	1.61215	0.00011	0.01247	1.10703	0.17817	0.19629	0.05988	4.1842	0.70471	5.91045	0.14469	0.02903	0.06663	0.28482	0.02547	1.96715	0
Healthy	0.13124	0	0.04032	0.09857	0	0	0	0	0	0	2.11646	0.86088	0	0.08535	0.00513	0	0	0.07273	0.13124	0
Healthy	0.17071	0	0	0.03743	0	0.00744	0.27012	0	0	0	1.88114	23.2976	2.97819	0	0.37618	0.95071	0.62824	0.03722	0.17071	0.48745
Healthy	0.49867	0	0	0.00177	0	0	0	0	0	0	0.47036	0.32827	0	0	0.19723	0.37502	1.00243	0.19664	0.49867	0.35357
Healthy	0.12181	0.00496	0.03319	0.03027	0	0	0	0	0	0	2.28912	24.0247	0.96455	0.65973	0.23461	0.16458	0.51182	0.08675	0.12181	0.2903
Healthy	0.27898	0	0	0	0	0.33325	0	0	0	0	12.9756	0.22942	5.55643	0.53184	0.17762	0.26966	0.17677	0	0.27898	0
Healthy	0.15343	0	0	0.0306	0	0	0.00834	0	0	0	2.23077	28.765	0	0.48307	0.48997	0.04651	0.66976	0.24319	0.15343	0.20111
Healthy	0.01708	0.05012	0	0	0.05792	0	0.004	0	0	0	6.0187	3.19337	2.48128	0.1193	0	0.01629	0.07479	0.22123	0.01708	0
Healthy	0.69953	0.31409	0.00923	0.01066	0.01895	0	0	0	0	0	2.95755	0.81669	0.34398	0.02592	1.63022	0.79101	0.97306	0.06964	0.69953	1.44398
D008545	2.55869	1.92096	0.017	0.42689	0.22334	0.12311	0.31713	0.15912	0.29769	0	8.59937	9.91418	7.25148	1.04971	0.83545	2.73773	0	0.10468	2.55869	1.4014
Healthy	0.22088	0.10799	0.01425	0.05175	0.06971	0	0.01523	0	0	0	5.3705	0.59429	0	0.95996	0.49129	0.11224	0.0444	0.03383	0.22088	0.22848
Healthy	0.09217	0.13431	0.04272	0.00326	0.03176	0	0	0	0	0	10.4323	1.99799	0.70969	0.04326	0.16115	0.18271	0.40892	0.15088	0.09217	0.21466
Healthy	0.08856	0.00682	0.00289	0.00229	0.00209	0.05489	0	0.01392	0.01301	0.02191	2.48754	0	0.01533	0	0.08085	0	0.48301	0.03536	0.08856	0.12548
Healthy	0.4113	0	0	0.23856	0	0	0.09407	0	0	0	3.02473	0	0	0.50901	0.65023	0.04534	0	0.09856	0.4113	0.21718
Healthy	0.23716	0	0	0.00923	0	0	0.0314	0	0	0	2.95074	1.77556	2.59432	2.11289	0.20109	0.46458	0.02525	1.19814	0.23716	0.25196
Healthy	0.18167	0	0	0	0	0	0	0	0	0	8.5107	0	0.53064	0.61073	0.16447	0.36465	0.1703	0.15065	0.18167	0.14201
Healthy	0.03178	0	0.00165	0	0	0	0	0	0	0	1.86292	1.44047	1.03109	0	0.05542	0.01385	0.01536	0.12785	0.03178	0
Healthy	2.07818	0	0	0.70786	0	1.61967	0	0	0	0	8.38646	3.83622	3.93588	0	1.92741	0	3.38203	0	2.07818	0
Healthy	0.14157	0.32709	0	0.02765	0	0.22317	0.01544	0	0	0	4.96536	4.03922	0	0.33052	0.55904	0.02938	0.19913	0.0587	0.14157	0.40081
Healthy	0.24383	0.0651	0.0336	0.02363	0	0.02769	0.45723	0	0.02039	0	20.8172	1.85904	0.4904	0.37269	0.11616	0.0466	0.37864	0.02296	0.24383	0.17138
Healthy	0.25983	0	0.04369	0.30361	0.01704	0	0	0	0	0	8.15315	6.45078	1.41516	0.12759	0.06917	0.16455	0.30983	0.66093	0.25983	0.16907
Healthy	0.26684	0.00146	0	0.01487	0.00036	0.01191	0.03495	0	0.01234	0.00761	2.36873	4.33653	0.00739	1.24777	0.53605	0.28268	0.23025	0.01468	0.26684	0.18762
Healthy	0	0	0.03987	0	0	0.05584	0	0	0	0	0	0	0	1.35922	0	0	0	1.27946	0	0
Healthy	0	0	0	0	0	0.16947	0	0	0	0	2.67861	0	0	0	0	0	0	0.80994	0	0
Healthy	0.00651	0.00784	0	0	0.05241	0.00933	0.0114	0	0	0	5.88669	3.28308	2.66971	0.11618	0	0.02723	0.07208	0.08047	0.00651	0.00189
Healthy	2.33399	0.36735	0.63519	5.35697	0	0.43552	0.89167	0	0	0	2.30929	1.46111	0	0	8.73143	0	0.07775	2.07064	2.33399	0.50096
Healthy	0.03981	0.11318	0	0	0.01103	0	0	0	0	0	3.24695	2.07168	0.82433	0.29733	0.08246	0.71474	0.10884	0.02236	0.03981	0.0024
Healthy	0	0	0	0	0	0	0	0	0	0	1.74076	2.01439	0.01002	0	0	0.43449	0.05332	0.06207	0	0.03276
Healthy	0.84216	0.01923	0.21651	0.62481	0.0029	0.00102	0.21641	0	0.00503	0.0099	8.47696	2.4786	0	0.69763	0.32651	0.19687	0.80431	0.04624	0.84216	0
Healthy	0.16452	0.14505	0	0.05764	0.42419	0	0	0	0	0	5.19684	2.33817	0.727	0.09333	0.00894	0.09507	0.1075	0.10576	0.16452	0.05965
Healthy	0.21083	0.06906	0	0.20779	0	0	0.01797	0	0	0	16.7404	1.35162	0.09091	0	0.47067	0.25668	0.37814	0.00224	0.21083	0.21714
Healthy	0.18477	0	0	0	0	0	0	0	0	0	7.31061	2.264	0	0	1.01424	0.59295	0.43577	0.5483	0.18477	0.14879
Healthy	0.66643	0	0	0.75795	0	0	0.00557	0	0	0	6.02386	28.9472	7.54138	0	1.62544	0.45588	0.50204	0.19021	0.66643	0.18301
Healthy	0.39148	0.00637	0.00023	0.07258	0	0	0.00693	0	0	0	3.36498	2.00408	0.59576	0	0.16062	0.60779	0.14723	0.00579	0.39148	0.1762
Healthy	0.64041	0.25409	0.47684	1.10739	0	0	0.13376	0	0	0	9.01974	11.6317	10.3192	0.20705	0.81154	0.06206	0.88431	0.40512	0.64041	0.64011
Healthy	0.4452	0.06995	0	0	0.18156	0.48929	0	0.31307	0	0	0.83722	0	4.88617	0.23268	0.15197	0	0	0.00477	0.4452	0.08212
Healthy	1.03191	0	1.09775	0.08444	0	0	0.29234	0	0	0	6.73524	12.4661	19.3761	0.58003	0.61657	0.71234	1.54037	0.59108	1.03191	0.28816
Healthy	0.03637	0	0.0113	0	0	0.03488	0	0.034	0.02437	0	0.38009	0.24921	0.47046	0	0.02032	0	0.03318	0.00724	0.03637	0
Healthy	0.00136	0.61712	0.00063	0.02446	0.03756	0	0	0	0	0	0	9.39598	0	0	0	0	0	0.04063	0.00136	0
Healthy	0.15455	0	0	0	0	0.04018	0	0.05701	0.13879	0.02459	0.09357	0	1.93223	0	0	0	0	0.00541	0.15455	0
Healthy	0.18103	0	0.12701	0.01176	0	0	0.04252	0	0.01302	0	9.09139	7.7191	0.01894	0.88803	0.11949	0.19827	0.27566	0.69085	0.18103	0.06878
Healthy	0	0	0	0	0.01542	0	0	0	0	0	1.80272	0.22592	0	0.20104	0	0.03126	0.02215	0.2222	0	0
Healthy	0	0	0	0	0	0.16297	0	0	0	0	2.58698	0	0	0	0	0	0	0.48006	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.71982	1.86372	0	0.05734	0	1.03582	0.34232	0.105	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.77356	1.40185	1.13732	0	0.0108	0.0222	0	0.13351	0	0.01556
Healthy	0.01615	0.05438	0.00753	0	0	0	0	0.47757	0	0.33333	3.07669	0.00935	0.03253	0	0	0	0	0.00723	0.01615	0.17727
Healthy	0.0353	0.48684	0.18909	0.35267	0.4449	0.05435	0	0.0091	0.00659	0	10.2267	16.9003	0.02525	0.28275	3.87823	2.43627	0	0.01195	0.0353	0.60637
Healthy	0	0	0.00476	0	0.00145	0.39827	0	0	0	0	0.48711	0	0	1.23321	0.01427	0	0.03289	0.124	0	0
Healthy	0	0	0	0	0	0.06371	0	0	0	0	0.22792	0	0	0	0	0	0	0.08115	0	0
Healthy	0.24686	0	0	0.35279	0	0	0	0	0	0	20.0016	1.78593	3.22498	0.49295	0.77417	2.2541	0.46125	0.08486	0.24686	0
Healthy	8.71528	9.49944	0.01039	0.26905	0.57152	0.00955	0.67407	0.07025	0	0	2.78393	1.55527	0.00384	2.14332	0.63889	4.80415	1.893	0.28796	8.71528	4.50703
Healthy	0.04875	0.04491	0	0	0	0	0.21678	0	0	0	7.42988	0.59093	0.32307	0.10336	0	0	0.03587	0.03769	0.04875	0
Healthy	0.42315	0.09768	0	0	0.20526	0.52216	0	0.27884	0	0	0.87274	0	4.64619	0.21906	0.12591	0	0	0.04157	0.42315	0.12146
Healthy	0	0	0	0	0	0.17262	0	0	0	0	0.83182	0.00998	0	0	0	0	0	0.01487	0	0
Healthy	0.37873	0.09658	0	0	0.2033	0.56526	0	0.33293	0	0	0.86463	0	4.51946	0.20319	0.13666	0	0	0.01133	0.37873	0.07623
Healthy	0.5062	0.01371	0	0.00732	0.00197	0	0	0	0	0	2.09244	0.01356	0.87936	0.00564	0.41443	0.61911	0.54315	1.97975	0.5062	0.54032
Healthy	0.0478	0	0	0	0	0	0.44574	0	0	0	5.85598	0	0	2.79716	0	0	0	0.019	0.0478	0
Healthy	0	0	0	0	0	0.08997	0	0	0	0	3.34597	0	0.9655	0.05278	0	0	0.00631	2.61283	0	0
Healthy	0.91584	0.93121	0	0.33793	0.11741	0	0	0	0	0	24.8019	9.24181	14.5722	0	2.24925	0.19564	0.89795	0	0.91584	0.76991
Healthy	0.204	0.0841	0	0.00472	0	0.00264	0	0	0	0	4.0641	9.53021	4.87749	0.5867	0.21709	0.24258	0.44883	0.03826	0.204	0.05414
Healthy	0.19748	0.00272	0.02133	0	0	0	0.00332	0	0	0	3.83615	5.32445	0.64716	0	0.01431	0.37721	0.05355	0.48929	0.19748	0.00923
Healthy	0.70287	0.06766	0.18052	0.15244	0.03278	0.00784	0.06294	0.00363	0	0	9.20088	9.18644	5.45434	0.00038	2.07537	1.32324	1.40229	0.0123	0.70287	0.61658
Healthy	0.99114	0.09807	0.83021	1.74476	0.08217	0	0	0	0	0.34305	3.7212	1.74232	0.88479	0.5501	3.46275	0	0	0.04763	0.99114	0
Healthy	0.18091	0.03917	0.00662	0.04074	0	0.07254	0	0.10731	0	0.00139	4.1146	0.38412	0	1.04797	0.21128	0.68508	0.00974	0.02508	0.18091	0.16998
Healthy	0.15425	0	0	0.0144	0	0	0	0	0	0	0.60072	1.7222	2.26394	0	0.32344	0.56566	1.21754	0.049	0.15425	0.00994
Healthy	0.05056	0.00343	0	0	0.02173	0	0	0	0	0	3.4884	6.13662	0	0.64958	0	0	1.33454	0.43215	0.05056	0
Healthy	1.59475	0.2612	0	0.24303	0	0	0	0	0	0	3.33005	8.19481	0	1.73874	2.45169	1.81437	0.81777	0.09088	1.59475	0.68247
Healthy	0.06917	0.03159	0	0.08375	0.02999	0.00182	0.10073	0	0	0	2.97937	11.0584	0.68024	0.3585	0.05107	0.34469	0.51996	0.01913	0.06917	0.11079
Healthy	0.11981	0.01841	0	0.21719	0.0214	0	0	0	0	0	6.69003	1.30867	6.01356	0.18879	0.59976	0.01463	0.46977	0.69356	0.11981	0.1718
Healthy	0.14166	0.27678	0.09272	0	0	0	0	0	0	0	9.38945	0.3568	0	1.65684	0.08172	0.00804	0.15091	0.37843	0.14166	0.11266
Healthy	0	0	1.62245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.25688	0.41362	2.49015	1.28003	1.05631	0	0.01001	0.08866	0	0	0.19874	41.9591	0.12684	0.76074	0.00073	2.68494	2.41133	0.17082	0.25688	0.39991
Healthy	0	0	0	0	0	0.16616	0	0.00654	0	0	2.48326	0	0	0	0	0	0	1.03404	0	0
Healthy	0.03349	0.4184	0.02448	1.08355	0.01935	0	0	1.0379	0	0.05247	0	0	5.76475	4.50624	0	0	0	0.00206	0.03349	0
