g	Phytobacter	Acinetobacter	Pseudomonas_E	Leclercia	Serratia	Veillonella	Staphylococcus	Longicatena	Bacteroides	Phocaeicola	Alistipes	Faecalibacterium	Agathobacter	Parabacteroides	Roseburia	Mediterraneibacter	Enterocloster	Blautia_A
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.12023162493022	1.22498524957276	-0.828653903312823	0.619445008488952	0.360102804076566	-0.317367631576317	0.363938987657278	-0.881272449572995	-0.0243384668189415	-0.194560314386514
Healthy	-5	-2.72584215073632	-5	-5	-5	-5	-5	-5	1.16468618270798	1.77016270329479	0.94377439230729	0.11631878228218	0.39725502065611	0.164111844723581	0.142636580700753	-0.86068775442133	-1.22753159694672	-1.39674733801835
Healthy	1.54539136884621	-5	-5	-5	-5	-5	-1.48320029591838	-5	-5	-5	-5	-5	-5	-5	-5	-1.93292914395463	-5	-5
Healthy	1.14819253411395	-5	-5	-5	-5	-5	-5	-5	1.06165826781222	1.00498563707412	0.738103228589134	-0.343470593766502	0.255588460017705	0.514495952981668	-0.0768078095793325	-0.876900044744426	-0.405320225120184	-1.03123695180275
Healthy	0.0578105911708327	-5	-5	-5	-5	-5	-5	-2.24795155218056	1.69164756334411	-0.301056054114657	0.392383867082352	-0.43846930659693	-0.484059957906682	0.237641744935315	-5	0.512393524271107	-0.564872620390849	-1.57724605869865
Healthy	-0.317999411519675	-5	-5	0.0930397584155738	-5	-5	-5	-5	1.84948587358128	0.568996811111493	0.148155175063704	0.389391150114577	-5	0.928265749282296	-5	-0.190723173884791	0.388767059239516	-5
Healthy	-5	-5	-0.992081609354401	-5	-0.105922199889995	-5	-5	-0.845484734207603	0.726903987119351	0.440487170955099	0.317810618986273	0.414926575277269	0.830386549633417	-0.0080698746565014	-1.06590573164452	-1.35115229162711	0.443419461782817	0.504943639431635
Healthy	0.505232757815849	-5	0.965189467206226	-5	-5	-5	-5	-5	-1.39913596369016	-0.387491636897951	-5	0.252954920525386	1.02128896855606	-5	-0.585712041565305	0.079448978435794	0.556851054155181	0.517226257901185
Healthy	-1.08533956941078	-5	-5	-5	-5	-5	-5	-5	1.3492025153213	1.49718282050618	1.24090003648412	0.714586236336751	-5	0.475894814185632	-5	-1.13637977972968	-0.37657495930649	-1.45259454033251
Healthy	-1.43415218132648	-5	-5	-5	-5	-0.0160671541734948	-5	-5	1.44522515878141	0.777599345858025	0.990134093072426	0.702017588085134	0.375934163707071	0.302343918355001	0.454166221128078	-0.420239261589038	-1.11776015198118	-0.726628288010271
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.53976164230162	0.740177087652395	1.13859223656723	0.702069335909972	0.304503453012158	0.483180624104297	-0.286719514700674	-0.696113078274898	-0.684743574946789	-0.969521719377592
Healthy	-0.931702794968546	-5	-5	-5	-5	-5	-5	-5	1.70486925419448	-5	0.823245283905177	0.311567392179534	0.407241297826983	0.383564048536695	0.352730348588196	-1.24078556876576	-1.09071147583775	-1.51173138450454
D007234	-5	-5	-5	0.546939762625725	1.73828821118161	-3.08092190762393	0.868187571904718	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.028953735067	-5	-5	-5	-5	-0.280072382106021	-5	-5	1.24511644016387	1.37371562390591	0.803364237715295	-5	-0.31505594627883	-5	-5	0.0877317407630343	-5	-5
Healthy	-0.826813731587726	-5	-5	-5	-5	-5	-5	-5	1.24536804341432	1.03940499691313	0.95066515377483	0.670027723083383	0.268720685303507	0.688012925345673	-0.352441000234154	-1.39491053811842	0.374577893210987	0.145544448306119
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.472189717521456	1.17442646157563	0.885106110208289	-0.153304217215877	0.701989124153018	-1.1424262958525	0.552083897851289	-0.400619166616862	0.219062954992162	-0.873446522038721	-0.0908774117725586
D007234	-5	-5	-5	-0.433044256571708	1.82479733151435	-5	0.472950887825284	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.523168371487739	1.45884716628016	1.424948734843	1.03705061082799	0.271439640114957	0.164489666741155	0.124347694112853	-0.0222763947111522	-0.307311675613544	-1.0506587932295	-0.691286223360996
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.31244415816513	1.63088440700518	1.11389056561578	0.21264563671704	-0.544789572224195	0.263652635364075	-0.769883313213781	-1.25111455999048	-5	-1.38520820804358
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.12947462467764	1.62830523088406	-0.295763662691212	0.0289208247511678	-0.0755087885852418	0.925402345225784	1.01368643048678	-0.45877032904686	-5	-5
Healthy	-1.32422165832591	-5	-5	-5	-5	-2.4089353929735	-5	-3.39794000867204	1.44681728674624	1.18662724262262	0.943207529533986	0.105826848799222	1.07137417484064	0.439242667098193	0.983597423396091	-1.27909682918654	-0.492319499989182	-0.405419627491767
Healthy	-0.415487857287048	-5	-5	-5	-5	-0.496386338227498	-5	-5	1.04541100253088	0.784003569779971	0.620613828446865	0.758760543909979	0.820225768783844	1.26303000034622	0.324467659893697	-0.187347298250576	-0.161591721505813	-0.395881993807965
Healthy	-1.43238555726916	-5	-5	-5	-5	0.0679965126236784	-1.18256685588862	-5	0.0760940466824749	1.0393780256235	0.587113539654689	0.621033917907862	0.511570556328712	-0.533948374300659	-0.181483793756296	0.0217555806143648	-1.74208154968594	-0.88458920986608
Healthy	-0.968066659724394	-5	-5	-5	-5	-5	-5	-5	1.0391153646201	0.107427062620099	1.34911174496066	0.915801226943377	0.491935703806716	1.20755116227395	0.468886171118963	0.187596856701445	-5	-2.34775365899668
Healthy	-5	-5	1.31955387028946	-5	-5	1.51439818085589	0.7625870447125	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.90347313709497	-2.08777794346758	0.391963132029838	-5	-5	-5	-0.858393469881749	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.70245833218184	-5	-5	-5	-5	-5	-5	-5	1.56958760951584	0.94981677180501	1.20374415536033	0.345605031251346	0.532372133567877	0.629872192306401	0.0490628897941248	-1.32339783041798	-1.12453358413361	-2.0195421077239
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.720801584068634	0.719377697654549	0.226228598719104	0.902683731697403	0.292856135206823	-0.00388252386271199	0.223825495505938	-0.766775373695232	-5	-1.22599426974179
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.09158993822288	0.124960450789545	-5	-0.0179685999156311	-0.0761500503952209	0.0574721112149163	0.185213405801855
Healthy	-5	-5	-5	-5	-5	-3.30980391997149	-5	-2.81247927916354	0.55579311250813	0.743458806610208	-0.185699119870503	0.697131659120235	1.23663322895765	-0.0918689949466466	0.470766131591974	-0.312185764462338	0.349199794429999	0.0649519054279609
D007234	1.81991759701437	1.23845284402078	0.254978050155674	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.995205889611288	-5	-5	-5	-5	-5	-5	-2.32513885926219	1.49694569177684	1.16000187162751	0.992721371355033	0.303146359188527	0.282909734877127	0.619325031728779	-0.269993365823136	-0.13365948525524	-0.34783104575417	-1.34055921812968
Healthy	0.908584198268042	-5	-5	-5	-5	-1.25219990913563	-5	-1.05828985105835	1.06601155388409	1.00988200161975	0.460485894196283	0.313084363493594	0.868058715716293	-0.324826793555993	-0.0216231587506286	-0.431071148278662	-0.438219071749351	-0.363271452837797
Healthy	-5	-5	-5	-5	-5	-2.0670191780768	-5	-5	0.550835940117984	0.473121863290729	0.656746762456937	0.770578098929622	0.229415605005521	-0.586784084646087	-0.34184545293279	-0.123683992230129	-0.495501952473373	-0.333622439066508
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.933592052551553	1.09489508375198	0.730834743019863	1.17619866127601	0.752076887411834	-5	1.16431656390729	-0.0495864606306189	0.311592824468471	-0.152853207534775
Healthy	-5	-5	-5	-5	-5	-1.36947042857318	-5	-5	1.54516987752468	1.09713613469725	-0.90107952127767	-0.513597861024979	1.26380194449874	0.973079801339186	-0.111522838290659	-0.681936665037238	-0.246095360580069	-1.27984069659404
D007234	-1.77936898055191	-0.8299437427492	1.50269212263552	-1.04997609347667	-0.360892189315152	-0.603155794715257	0.658710477340413	-2.67571754470231	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.889736339805424	0.972844083452027	0.352921155345292	0.523229947474057	0.333219487269101	0.53138055097654	0.381171056848426	0.522497701907756	-0.559862633233243	-0.0482449043303067
D007234	-5	1.43687967473194	-1.16215913834448	-5	-5	0.531847910551838	-5	-1.39707228714081	-5	-5	-5	-5	-5	1.08649223470866	-0.689115597656874	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.974001569301417	0.232060481228874	-5	0.480639229390181	-0.696955215756634	-5	-0.579631620142476	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.39656999614177	0.753236710760804	0.399710055356017	0.197366029898127	1.01659506542876	0.482263142478867	0.5622643071681	0.609585872640449	0.0189292334062001	0.321345691574739
Healthy	-1.95506845385084	-5	-5	-5	-5	-5	-1.28768709131863	-5	1.40943145169668	-1.0421055127871	-3.25963731050576	-2.12378215940836	-5	0.899655285950012	-5	-5	-5	-5
D007234	-5	-5	0.510625427664837	-5	-5	0.612202996799787	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.11059341356974	-5	-5	-5	-5	-0.0325690369791793	-5	-5	1.22252424680371	1.37859828434169	0.783770699121224	-5	-0.113030123259146	-5	-5	-1.13477754370982	-1.67284548759057	-5
Healthy	-1.02127182286151	-5	-5	-5	-5	-5	-5	-5	1.57382878139674	1.28361530002601	1.23726014778526	0.503917277102573	-5	0.814322858039064	-5	0.0304863777685506	0.191017621683545	-5
Healthy	0.365418716885199	-5	-5	-0.7724217797004	-5	-5	-5	-5	1.62543541504658	0.569762376709568	-5	-5	-5	1.52561497886559	-5	0.182996365659293	0.927794183644947	-1.20300960945431
Healthy	-5	-5	-5	-5	-5	-1.06193081377661	-5	-5	1.62773464542036	1.05280202125614	0.203652864967112	0.811663464255711	-0.627345705796267	0.671892674633329	0.478169533556905	-0.16971294031458	-1.35694231624855	-1.59687947882418
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.58450479437368	1.11469603357891	0.851963657140639	0.106258909867407	0.721143415616343	0.237576409531204	0.913511859783045	0.0415426882529305	-2.19791074211827	-1.63902811627406
Healthy	-0.87562621351537	-5	0.438583482198874	-5	-5	-1.43415218132648	-5	-2.35556141053216	0.0955459255039189	-0.333107788933464	0.168131980265661	1.08956283728771	0.203413680096453	-0.595337299126278	-0.891198275877974	-0.738332771225815	0.518367834433045	-0.0540048690059087
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.14087838667611	1.62787800150176	0.900685494556631	0.793217464394793	0.591924549017827	0.648690729586945	0.330898532523164	-0.466443999041635	-5	-5
Healthy	-5	-5	-5	-5	-5	0.0569505641391992	-5	-5	1.45564839909263	0.804914606868018	1.00376632629399	0.71200029958763	0.357004308229793	0.260133425622764	0.442228840568718	-0.713880497409637	-1.08846953769284	-0.787546038959724
D007234	-1.57888987020657	-1.9515581964496	-0.793362988716464	1.52701746197742	-5	0.474685281945005	-0.360662949678316	0.476147343892391	-5	-5	-5	-5	-5	-5	-5	-0.920854946667251	-3.67778070526608	-5
Healthy	-0.905563811982044	-5	-5	-5	-5	-5	-5	-5	0.992956257350609	0.730629680725597	0.952117964250827	0.290344075094874	0.302590648306554	0.534203851044924	-0.245965264699899	-0.422117740491744	-0.368982617057216	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.37584917805859	0.898346105229733	1.37634295893379	0.557858345198465	0.0411873337708087	0.787478894448386	0.772472803177716	-1.19293876008276	-5	-0.964250162680339
Healthy	-0.65233829087838	-5	-5	-5	-5	-5	-5	-5	1.56162329710193	0.984556565354823	1.19329382886873	0.360551761704832	0.54013418610835	0.610819800835439	0.0432443540084839	-5	-1.34736693191689	-1.52100086832664
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.24522954385962	1.04249321312263	-0.083519731369954	-0.382025163957615	-0.491483747733063	-0.212050953431406	0.890487527277353	0.261217652218679	-0.427349084747641	-0.299408764118417
Healthy	-0.328447662716636	-5	-1.58186450157477	-1.03409308450481	-5	-2.5543957967264	-5	-5	0.292007832148858	0.0464990663340875	0.168827351309434	1.20722788436821	0.492183273844505	0.0581640020799746	-0.325111315031114	-5	-1.02784346414051	-1.73969005420508
Healthy	-1.29311160501838	-5	-1.53239189441637	-5	-5	-0.3826431382906	-5	-1.68718817378791	1.01467675586878	1.02806305865043	1.06382255610623	1.00031735328777	0.95985386022257	1.13994863089112	0.670378533896168	0.392359232749964	-0.755228238504705	-0.769627725587581
D007234	-5	-5	0.476086401888797	-5	0.5423348576577	-5	-0.36722899529825	0.26516464801277	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-5	0.859155116118917	1.4880824695586	-5	-5	1.13202934989468	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.57741016014852	-5	-5	1.25017277447578	1.21824237569629	0.415168736528545	0.546934831943596	1.14779716802655	-0.365250751192334	0.539752117827115	-1.0395292224657	-0.66871445441299	-1.29166409731774
Healthy	-1.22475374025976	-5	-5	-5	-5	-5	-5	-2.53017798402184	0.737151279355794	0.485018322449735	0.961720487913634	0.732001913820123	0.687986201066326	-0.119037858699441	0.121769882933863	0.0127444528689742	-0.36102181308957	0.329115038177996
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.14217132542555	0.45592392112749	1.07078347348792	0.156440109740573	0.13386131618707	0.560854338238677	-0.374934611422103	-0.325221502438578	-0.201052561511834	-1.45680141436235
Healthy	-0.310557942138362	-5	-5	-5	-1.16380251922107	-1.15720360482442	-5	-5	0.467742738198235	0.623451913880986	-1.01170865809251	0.259815985925113	0.0232112923288887	-1.52636707312616	0.121339850985067	-0.00952794647438061	-0.195063615593294	-0.779604221768404
Healthy	-5	-5	-5	-5	-5	-5	-5	-3.21467016498923	0.399299825087828	0.0140372538502351	0.852853740800243	0.440397383246358	0.704521139711396	0.581543490155545	0.753268905194753	0.37791063640082	-0.373218375478392	-0.924562538414387
Healthy	0.295083059251656	-5	-5	-5	-5	-0.770958426826603	-5	-1.76522970483908	0.549682389352718	0.751323763176349	-2.08407278830288	0.0886498475552681	-3.67778070526608	-5	-2.86646109162978	-0.631564345898194	-0.201597988532269	-0.0922340385376003
D007234	-1.56591036158211	-5	-1.39200914145283	-5	1.55900491737568	-5	-1.2281186798099	-1.57105570996443	-5	-5	-5	-5	-5	-5	-5	-0.5854611638032	-5	-5
Healthy	-0.9051796196452	-5	-5	-5	-5	-5	-5	-5	1.24652393852014	0.483134938801473	0.638435341189629	0.358701803929718	-5	0.700269205371002	-0.934793871945688	-0.699556697993971	-0.150752618085684	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-2.48017200622428	-5	-1.28374617410396	-0.60932978737382	-5	-5	-1.48227640516626	-0.956480539754244	-1.11833009232794	-0.392459198692636
D007234	-5	-5	-5	-5	-5	-5	0.554222565542425	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.65856547542186	-5	-2.58502665202918	0.868850664610403	1.16740566185405	0.483056405957024	0.793756868710874	1.09920085708165	0.457673021988294	0.581662990833325	-0.412951642896755	-0.415092360964384	-0.591048104149739
D007234	-5	-5	-5	1.76296507355447	1.08658439540755	-5	0.264577006053265	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.13700387565399	1.05385486712236	0.836808786229863	1.08992311839826	0.0814805286281059	0.885786258653826	-0.113780088273356	-0.328382904089343	-5	-1.93741801577184
Healthy	-0.262433674870871	-5	-5	-5	-5	-5	-5	-5	0.953054296433708	0.606399639493925	1.33894669071255	0.44703392947485	0.282513355729331	0.123162100354556	0.596892755003568	0.526014727833296	0.031283207781786	-5
D007234	-5	-5	1.10425522083517	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.32503101924041	-5	-5	0.494926450783345	-5	0.561554531506207	-5	0.649431249704363	-5	-0.861792067331837
D007234	-5	-5	-5	-5	-5	0.530629936190904	0.104848872667676	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-5	-5	1.75654642592296	-5	-5	1.11632243702134	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.71309464702762	-5	-5	1.03492670607909	1.28355630179128	0.0593475422392402	0.7054882443614	0.804748517216856	-0.639047031950885	0.165719029800832	-0.687991992161276	-0.733791830192309	-0.454680510648264
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.50600374867532	0.963106583924008	-5	0.712653068238053	1.276636635698	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.59466188413191	1.12530165511636	0.857837070539571	0.0790074935020373	0.710458402083066	0.2294079226606	0.902850516148577	-0.205553781468885	-1.77806440017199	-1.98758462523757
Healthy	-0.574612525400042	-5	-2.09908693226233	-5	-5	-2.5543957967264	-5	-1.63695240547891	1.12733322903271	0.353843169483805	0.295476933267597	0.116481554477322	0.657679105875417	0.162961481932937	0.237840203764304	-0.956991590120048	-0.510196151313692	-0.0502734235899835
Healthy	-0.614518849830756	-5	-5	-5	-5	-0.726512590302816	-5	-5	0.886950720824609	1.28193603389369	1.46970451974777	0.625683809462409	-5	0.684788827898108	-0.719148574305794	-0.697798989394618	-1.37551163748655	-1.24657015842458
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.22841251911874	-5	-5	-5	-1.19545169161194	-5	-5	-5	1.80507178896951	1.28399983538917	0.202412022746135	-0.00932378772058206	-5	0.737339768841647	-5	-1.04657860031896	0.0100623868786171	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.28469709463058	0.467292813224708	0.647473927676417	0.374636551186119	-5	0.694584141720934	-0.961260651895251	-0.574416875219054	-0.205588641319919	-5
Healthy	-1.28483264215154	-5	-5	-5	-5	-5	-5	-2.45099673797421	1.54466175319719	1.03537129462618	1.14714371657792	0.574873560760428	0.719270779911707	0.689886645790001	0.318899798569137	-1.16685288808721	-0.464946517899729	-0.881305492102162
Healthy	0.338822899476485	-1.1624746905504	-5	-5	-5	-0.823908740944319	-5	-2.11069829749369	1.35067105546984	1.29528774228999	-1.03526907894637	1.39912159173594	-0.184216442208696	-0.0326205327758208	-0.203668551098487	-1.15002808767115	-0.671722355590232	-0.470826396738277
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.1963801532572	0.795185981649686	0.865107529560946	0.540354505451778	0.698987375767869	0.892133019349322	-0.44244467948791	-0.94692155651658	-0.189505370950074	-0.476643793345207
D007234	1.63479063506855	-5	-0.0124186363262392	-5	-5	0.560958186038734	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.30926874367768	1.35596845765361	0.265579530280677	0.794021434912826	0.997197595667432	-0.588363461243531	0.76379324631809	-1.15851539066461	-0.439017944413765	-0.396325267319058
Healthy	0.0230301098139942	-5	-5	-5	-5	-5	-5	-0.83457759918543	0.751647020371194	0.301140726639267	0.149982307145542	0.0874761690131411	-5	0.962054748983682	-5	0.057483524948941	-1.52695119491146	-5
Healthy	-1.59825491776294	-5	-5	-5	-5	-1.78701381526333	-5	-2.11975822410452	1.67829644065283	0.465593998113596	0.914684745325022	0.683561219523864	0.314501333127923	0.505748078369059	-0.520165658680639	-2.00348832784582	-1.17927323717617	-0.484086436048496
D007234	-5	-5	0.766473078985173	-5	-5	0.763689988776926	-5	-0.546039867913293	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.24549877061308	-5	-5	-5	-5	-5	-5	-5	1.56571030965867	0.970849697060758	1.20305574401753	0.335548160370276	0.545244009263973	0.649194615430855	0.00122731754742162	-5	-1.41116827440579	-1.45767261722603
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.5543957967264	1.46937085154561	-5	-0.0590504326824223	0.148710598115305	-0.939151126961193	1.69422697874848	0.24193478137768	-1.44757515429591	-0.855674921599512	-1.46331532737907
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.48235311850856	-5	-0.0185257042598665	0.142986679557105	-0.947883449450002	1.69941544881486	0.199725016867206	-0.316943951595656	-0.879886928592316	-1.66474274356547
Healthy	-0.77249893502857	-5	-5	-5	-5	-1.32303218570524	-5	-0.875756691053351	0.194483815318895	0.0481153773599097	-0.87227984710768	-0.234786090738468	1.04132595660718	0.17676823054687	0.321704040029685	-0.454791879313475	0.0117564695459155	-0.740860241578981
Healthy	-0.361191379499835	-5	-5	-5	-5	-1.88739499846543	-5	-1.79914950190892	0.999563749305656	0.645985896739455	0.813775743647454	1.05738497649309	0.291810469409964	0.211352850700643	0.195592494850347	-1.57462883356106	-0.439806332995802	-0.146301788223826
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.59619593015472	1.19560384417445	0.330117377864661	0.661492760463494	-0.115312232105268	0.762346152511616	0.521005943896594	-0.317286469365108	-5	-2.08460016478773
Healthy	-0.877980827919969	-5	-5	-5	-5	-5	-5	-5	1.46614398420345	0.843320625054891	0.0965311430084993	-0.500477870658975	0.184833333933353	0.30046287123587	-5	0.107982868534863	0.192868400414724	-0.527419058659273
Healthy	-5	-5	-5	-5	-5	-0.228949288887126	-5	-5	0.838803141209188	0.861412528456156	-0.905493933545545	0.706270459100365	1.23902429707265	-1.11741854644555	0.893375550843604	-1.15378663612061	-0.239034987484494	-0.33299558263342
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.02866151800703	1.05616630405821	-5	-0.4173004412283	1.39561309006565	0.571118115769042	0.104032776527613	0.102574331203377	0.0803811350321121	-0.466418574941294
Healthy	0.886088393459497	-5	-5	-5	-5	-1.28735029837279	-5	-1.79588001734408	1.05416090790657	1.02434279497618	0.469223897315074	0.298794148035021	0.857499547037465	-0.322201489025176	-0.0476241371259716	-0.919337443605817	-0.415691395725805	-0.378055551290444
D007234	-5	1.80630556193076	0.399325800518536	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.16449967213268	-5	-5	-5	-5	-0.498598369233258	-5	-1.10391491457671	0.462119361038153	-0.199138638976554	-0.427535013407812	0.64005488355298	-5	-0.676211810099249	1.05464407448347	-0.61728072526922	0.680900001227431	-0.0637628061599883
Healthy	-0.780258338953697	-5	-5	-5	-5	0.300449825180619	-5	-0.729134911260221	1.59725145252487	-1.89143497626717	-1.86075078242839	-1.80743254666345	-3.30102999566398	0.11928228935587	-2.96657624451305	0.128957934128311	-0.313631896526964	-5
Healthy	-5	-2.95860731484177	-5	-5	-5	-5	-5	-1.80465394165158	1.04934247673694	1.22782348318233	0.143180362990837	0.0518198578752743	-5	-0.423785385507238	0.282882566142815	-0.278395455719862	0.245065805602844	-0.471790567522592
D007234	-5	0.327606156394791	0.670788382166418	-5	0.00233456125169713	-0.890995492458615	-1.12848544129162	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.0305758411841	1.23156668415248	-5	0.935096961035138	-5	0.845643667326153	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-2.20971483596676	-5	-5	0.962113514406389	1.52999210964237	0.61500788377777	0.689610717638639	-0.409525989432329	-0.198205395091092	0.764247138591842	-0.779186103214509	-0.50735134096655	-1.03872132091496
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.2176110554496	0.526371589765284	1.07095243268362	0.733618511028603	-5	1.20909096834574	-1.05596171994558	0.0746445898083864	0.401486701774169	-5
Healthy	-1.20155653964981	-5	-5	-5	-5	-5	-5	-1.8965383779053	1.03534247024945	0.865208240198854	0.15792194237355	0.866625779611424	1.37878677469648	0.0795863985223103	-1.34814073075305	0.270553070472536	0.10586428841884	-0.83238732727247
Healthy	1.04614423126652	-5	-5	-5	-5	-5	-5	-0.913319906265376	0.945809682525451	-0.3740499543161	0.104842049770195	-0.993320072259174	-5	0.46934034457676	-5	-1.97428461609866	-1.16077342598656	-0.878374507791528
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.37299204563573	0.89431938635398	1.38355524979148	0.535505518084092	0.0219661976975567	0.798658930793553	0.77336876583022	-1.68465952337271	-2.46470587995723	-0.948500180867255
Healthy	-0.185239813098929	-5	-5	-5	-5	-2.51999305704285	-5	-2.80410034759077	0.773590456453267	0.139224003807374	-0.147154181985003	0.0930187251686739	0.586316067216692	-0.196324426358095	-0.552221990705379	-0.134996760181129	-0.211054272976252	-0.85229276621959
D007234	1.47038270347321	-5	-5	-5	-5	0.723476195864111	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.06385629939378	1.06623197338966	1.21534220621535	-0.119626639652096	-1.48214458106997	-5	-5	-2.12378215940836	0.084476182075161	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.59098041255089	1.1818378735061	0.323538784307693	0.684253636269701	-0.0749355578979963	0.714068937069832	0.491354689028074	-0.297595315185894	-5	-1.21781413350798
D007234	-5	-5	-5	-5	-5	0.613443271613557	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.1947113253702	0.085419027608649	1.33523497920538	0.347183599240303	-5	0.703825103238574	-5	0.0528362471802997	-0.778429287833539	-5
Healthy	-0.608676673025909	-5	-5	-5	-5	-5	-5	-5	1.04137175955634	0.253851487534672	0.766890011351628	1.01538951781429	1.01000339853268	0.0827207597198878	0.884750629879755	-5	0.212515199966411	-0.191775518903839
Healthy	-0.595217581033357	-5	-5	-5	-5	-5	-5	-5	1.70535020610924	-5	0.824188987592509	0.31436237102013	0.376001774817021	0.379414304412171	0.353400692996948	-1.2405588028663	-1.15608236199361	-1.38679264789624
Healthy	-1.13135556160517	-5	-5	-5	-5	-5	-5	-5	1.36290732506197	1.4655019686319	1.26182958038721	0.720778455310056	-5	0.50558541161155	-5	-1.03597620715997	-0.323745478270219	-1.40055362427472
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.742866469979114	0.668556432331691	0.105850674385144	0.525860772931854	0.522664585305987	0.373219212840776	0.327504015601007	0.560640596237762	0.20652095363069	-0.295763662691212
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.68301919564619	-5	-5	-5	-5	0.985827797663983	-5	-5	-5	-5
D007234	-1.58136731264593	1.99840804574016	-0.970656812480893	-2.46470587995723	-5	-2.10237290870956	-1.20100426555612	-1.99054910420131	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	1.7922229122866	0.712295219833704	1.30137100006756	-0.317891041093186	-5	-0.167088912502451	-0.255550542553202	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.17656467144995	0.664902286209942	1.50837496136718	0.586877487435804	-0.268185685869265	0.96568090142608	0.438000923227573	-1.26873365092451	-5	-0.98426312552255
