group	Faecalibacterium	Mediterraneibacter	Streptococcus	Enterocloster	Bariatricus	Blautia_A	Dorea	Eubacterium_G	Eubacterium_I	Coprococcus_A	Bacteroides	Alistipes	Parabacteroides	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella	Holdemania	Pseudodesulfovibrio
Healthy	0.51861	0.06426	0.21585	0.13561	0	0.01228	0	0.04769	0	0	76.31918	0	3.17839	0	0	0.20572	0	0.11156	0.02708	0
Healthy	0.02963	0.00786	0	0	0	0	0	0	0	0	0.0175	0.00153	0.00463	0	0	0	0	0	0	0
Healthy	0	0.33175	0	0.22265	0	0	0	0	0	0	83.40261	0.07741	2.44765	0	0	0	0	0	0	0
Healthy	4.29314	0.17702	0.04828	0.03017	0	0.33867	0	0	0	0.09662	27.78982	3.7531	0.27114	0	0	0	0	0.03569	0	0
Healthy	15.0865	0.13705	5.52076	1.10711	0	2.72837	0.39943	0.11742	0	0	14.02877	5.56369	1.18699	0.26927	0	0	0	0	0	0
Healthy	6.5334	0.14695	0	0.3291	0.0036	0.06136	0	0	0	0	31.70646	0.63812	5.80673	5.7003	0.9632	0.15639	0	0	0.01705	0
Healthy	7.8163	3.28568	0	0.13711	0.90583	0.97103	0.57748	1.49136	0	0.07758	18.06008	0.8505	0.06004	0	0	0	0	0	0	0
Healthy	8.03705	0.17457	0.00451	0.40561	0	0.08017	0	0	0	0	37.14727	0.89891	6.68856	7.09637	1.07873	0.23769	0	0	0.01215	0
Healthy	1.12954	0.15484	1.40118	1.83918	1.31398	0.18804	0.37122	0.02488	0.1141	0.12658	2.94878	0.659	1.45644	0.83185	2.11166	0.01289	0	0.01552	0	0
Healthy	12.2367	0.22845	0	0.05507	0.07222	0.27957	0.17733	0.07849	0.06815	0.03205	10.10225	0.87139	0.00304	0	0.587	0.081	0	0	0.0136	0
Healthy	22.0754	0.06766	0.02389	0.20582	0	0.29069	0.28268	0	0.02646	0	2.12968	0.06141	0.76233	0	0	0.00321	0	0.24481	0	0
Healthy	3.55185	0.00558	0	0	0	0.08851	0.07619	0	0.00264	0.01057	24.40483	24.34596	6.3337	2.59178	0.79485	0.1543	0.08903	0.38392	0.05412	0
Healthy	4.68188	0.4621	0.5783	0	0.0202	0.04586	0	0.02042	0.00389	0	41.147	2.45469	6.04427	6.27355	1.04245	0.0264	0.00312	0.05957	0	0
Healthy	0.00499	0	1.46316	0	0	0	0	0	0	0	0.02396	0.0135	0	0	0	0	0	0	0	0
Healthy	3.82362	0.00077	0.04869	1.63305	0.76524	0.20248	0.3202	0.13227	1.34121	0.12868	18.3019	0.4766	1.24461	0	1.41887	0.04191	0.18727	0.00077	0	0.01112
Healthy	9e-05	0.71155	0.48402	0.3597	0	0	0	0	0	0	0.00717	0	0	0	0	0.07233	0	0	0	0
Healthy	7.06813	0.14481	0	0.26773	0	0.01261	0	0	0	0	8.70722	15.84035	5.48968	0	0	0.02147	0.00788	0.01982	0	0
Healthy	4.42579	0.08284	0	0.65934	0	0	0	0	0	0	12.23413	17.06665	5.2338	0.03447	0	0.04991	0	0.02873	0	0
Healthy	0	0.67689	0.10271	0.04138	0	0.11858	0.02334	0	0	0	0.92068	0.15948	0.02172	0	0	0.05913	0.04022	0.02799	0.0036	0
Healthy	0.50967	0.43428	0	0.18213	0.20915	0.03696	0.0742	0.66542	0.045	0	12.83802	2.28942	8.26991	0	0	0	0.02595	0.25346	0	0
Healthy	2.13626	0.18716	0	0.08145	0	0.19898	0.11145	0	0	0	29.93929	11.53825	1.39305	0	0	0.05422	0.13634	0.19767	0	0
Healthy	6.63595	0.00667	0.01597	0.09799	0	0.0048	0	0.76341	0	0	44.95971	0	0	0	0	0.04607	0	0.17411	0	0
Healthy	0	0.40699	0	0.03077	0	0	0	0	0	0	48.7416	0	0	0	0	0	0	0	0	0
Healthy	9.28592	0.03479	0	1.01141	0	0	0	0	0	0	47.8383	0	0	5.86197	0	0.1339	0	0.04242	0	0
Healthy	0.04218	0.02677	0.09169	0	0	0.03962	0	0	0	0	5.78663	0.03166	22.9141	5.67678	0	0	0	0	0	0
Healthy	24.6591	1.66588	0	2.16324	0.49361	0.72437	0.9074	0	0	0.28184	4.75974	0.23084	0	0	0	0	0	0	0	0
Healthy	7.28957	0.72367	0.01145	0.3701	0.29535	0.14812	0.03539	0.84508	0	0	37.59433	2.58597	5.40089	0	0	0.50529	0	0.37347	0.04425	0
Healthy	7.16892	0.04508	2.42027	0.60567	0	0.68552	0	0	0	0	26.75722	0.00027	7.4342	0	0	0.04823	0	0	0	0
Healthy	16.0886	0.01181	0.60443	0.09151	0	0.90537	1.51285	0.04783	0	0	5.30319	0.61624	0.26959	0	0	0	0	0	0	0
Healthy	2.59441	1.953	0	0.79534	0.62703	0.66445	0.68194	0.92351	0.46258	0.29771	19.09021	0.03482	0	0	0	0	0	0	0	0
Healthy	7.91572	0.09344	0.00195	2.08235	0.78451	0.29839	0	0.03655	0.06265	0.3148	13.40581	15.1618	0.73403	8.71964	1.80602	1.53569	0.07651	0.00222	0	0
Healthy	1.11059	0.62097	0.23214	1.79612	0.28079	0.32534	1.14067	1.4722	0	0	11.18146	1.28832	0.37816	0	0	0.00225	0.00358	0	0	0
Healthy	4.06832	0.03854	0	0.50451	0.27715	0.1194	0.08105	0	0.00727	0.21873	0.70692	2.85475	0.84661	0.07063	0.70656	0	0.01553	0	0	0
Healthy	1.13008	0.01505	0.04975	0.06154	0	0.04908	0.01672	0	0	0	30.39863	19.6794	6.32032	0	0.79541	0.16651	0.32215	0.0042	0.20938	0
Healthy	0.82616	0.0062	0.29215	0	0	0.32589	0.07593	0	0	0	9.60579	14.31076	3.97953	0	0	0.15037	0.36706	0	0.38308	0.13895
Healthy	10.0244	0.10502	0.22287	10.72712	5.67344	2.75113	0.02256	0	0	0	16.95479	0.42444	1.06739	0	0	0.08746	0	0	0.05299	0
Healthy	3.17109	0.16971	0.42343	3.05464	1.79866	1.19974	2.28105	1.6423	1.9475	0.40769	8.90768	8.0402	7.09406	0	0.73131	0.02564	0.1481	0.00766	0.09449	0.10928
Healthy	3.60797	0.01442	0.01042	1.83225	1.20722	0.2542	0.0125	0	0.04768	0.10499	0.21586	0.04774	0.03575	0	0	0	0	0	0	0
Healthy	2.28774	0.03822	0.23359	0.84458	0.08251	0.47161	0.15774	0	0.01802	0	30.96132	15.03435	6.37952	0	0.97978	0.1799	0	0.12171	0	0
Healthy	4.77443	0.56746	0.53944	0	0.01472	0.03298	0	0.01535	0	0	39.51909	2.19328	6.0069	5.90799	1.07156	0.02939	0.01498	0.03345	0	0
Healthy	1.08933	0.02212	0	0	0	0	0	0	0	0	22.12569	8.16029	2.03359	0	0	0	0.12898	0.16545	0	0
Healthy	3.84259	0.74578	0.02321	0.39147	0.02105	0.23815	0.04307	0	0	0	35.73784	13.99989	4.96493	0	1.94002	0.09268	0	0.01784	0	0
Healthy	3.94491	0.36996	0	1.36094	0.59005	0.38828	0.13667	0.05653	0	0.09934	20.92541	8.47845	0.96468	0.67731	2.21731	0.03116	0	0	0.09552	0.29804
D000236	5.29076	4.98729	0.19112	3.14287	2.09692	1.47818	1.7535	0.73909	0.0074	1.26759	6.24191	0.25344	1.18943	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.04484	0	0	0	0	0	0	0	0	0
Healthy	3.79106	0.1845	0.09358	0	0	0.1208	0.02254	0	0.04133	0.023	24.38544	20.26434	3.1482	4.97399	0.83263	0.14498	0.0063	0.20827	0.0673	0
Healthy	0.10248	0.00377	0.00212	0.07762	0	0.14343	0	0	0	0	8.85098	1.31308	3.00801	0	0	0.05382	0	0	0.02872	0.54019
Healthy	0	0	0.00367	0	0	0	0	0	0	0	0.00012	0.01919	0	0	0	0.25159	0	0	0	0
Healthy	8.67909	1.31871	0.05159	0.8767	0.49364	0.62314	0.10535	1.98278	0.00339	0	4.21333	9.14021	3.11518	2.04022	0.83001	0.34496	0	0.03738	0	0
Healthy	4.33854	1.7143	0.05048	2.43958	0	7.17877	0.39187	0	0	0	10.3757	0	3.14512	1.3721	0.56223	0.26198	0	0	0	0
Healthy	1.07413	0	0	1.07384	0	0	0	0	0	0	64.79877	1.42524	5.73289	0	0	0.08128	0	0.58962	0	0
Healthy	0.74249	0.01772	0	1.09337	0	0	0	0	0	0	11.34734	15.98344	0	0.11326	0.67172	1.25366	0	0	0	0
Healthy	0.81966	0.03468	0.25024	0.04741	0	0.0369	0.18785	0	0.16552	0	14.22069	15.10948	0	0.2638	0.79281	0.25381	0	0	0	0
Healthy	0	0.38919	0.08299	0	0	0	0	0	0	0	10.38791	0	0	0	0	0	0	0	0	0
Healthy	7.3259	0.22628	0.43523	0.52498	1.05002	0.55377	0.46388	0.34451	0.41589	0.16127	3.42924	0.64759	1.39091	0	0.95963	0.00595	0.0858	0	0.01117	0
Healthy	9.23643	1.14142	0.35671	0.38782	0.59836	0.59878	0.32596	0.95002	0.37654	0.3618	9.51944	2.28154	2.74664	1.36827	0.32005	0.01239	0.05839	0	0	0
Healthy	10.6545	2.18279	0	0.58052	0.27043	0.57222	0.16507	0.69414	0.11937	0	20.35744	5.8663	2.04418	0.51581	0	0.08686	0.02574	0	0.10518	0
Healthy	2.10815	0.58787	0.00441	0.47482	0.15252	0.1772	0.09942	0	0.02382	0.06872	6.65579	0.8965	2.14848	0.11734	0	0.10013	0	0	0	0
Healthy	2.37578	0	0.00552	0.04264	0.01423	0.03083	0	0	0	0	37.14624	16.04646	4.49613	0	0.77438	0.02179	0.02747	0.23778	0	0
Healthy	13.095	0.05337	0.04062	0.60146	0.31548	0.17108	0.76528	0	0.03537	0.06315	1.21737	1.85048	0.17073	0	0.21274	0	0	0.00643	0	0
Healthy	0.93393	0.26184	0.04713	0.00963	0.08845	0.00565	0.06279	0.01199	0.00918	0	29.2088	6.13869	8.71279	1.5313	0.14977	0.1212	0.0285	0	0.00308	0
Healthy	17.91	0.00798	0.04653	0.14049	0.19765	0.29976	0.27478	0.0344	0.03984	0.11152	6.24867	5.44351	2.61407	0	0.67975	0.00865	0	0	0.0067	0
Healthy	0.12429	0.31804	0	0.30085	0.50109	0.13302	0.1677	0.84386	0	0	6.53279	0	3.81604	0	0	0	0	0.04874	0	0
Healthy	8.70455	0.13649	0.01526	3.73532	1.74	0.74421	0.43146	0.34402	0.208	0.10802	1.83747	5.30819	1.7121	0.06925	0.40922	0.00755	0.09053	0.0042	0.00531	0.10504
Healthy	5.24908	0.27934	0.58223	0.09503	0.111	0.18788	0.03096	0.75413	0.05916	0.002	28.15402	9.94266	1.97051	6.04808	0	0.02429	0	0	0.02499	0
Healthy	5.23795	1.24791	2.16794	0.30949	0.62476	0.42806	0.51624	0.1227	0.10661	0.23379	14.80091	20.28008	1.74419	0.46186	0.7634	0.01974	0	0	0	0
Healthy	3.43767	1.72763	0	0.35209	0.79169	0.42803	0.22671	0.17036	0.36042	0.34097	14.52923	0.99045	2.421	0	1.37501	0.05479	0	0	0	0
Healthy	2.62326	0.67365	0	0.36316	0.5826	0.21301	0.2229	0	0	0.07185	2.90707	0.27958	0.57618	0	0	0	0.08691	0	0	0
Healthy	3.32931	1.15382	0.13624	1.70447	0	0	0.02299	0	0	0	37.65308	16.29838	6.52634	0.05695	0	0.6024	0	0.27169	0	0
Healthy	0.09492	0.00876	0.01031	0.0729	0	0.18252	0	0	0	0	8.74933	1.21067	2.87822	0	0	0.08666	0	0.0081	0.0467	0.66645
Healthy	8.90022	0.31986	0	1.18164	0.63904	0.82865	0.05269	0	0.61519	0	30.90491	3.01581	1.66043	0	0	0	0	0.00578	0	0
Healthy	12.0881	0.08697	0.81321	0	1.77116	0.39392	0	0.56417	0.31984	0.20561	2.39544	3.03817	1.12803	0	0.45997	0.01601	0.01598	0.06759	0	0
D000236	8.60536	0.57127	1.56201	3.53905	1.48207	0.77596	0.40349	0.33565	0.08694	0.44384	5.70289	0.45674	0.33207	0	0.30875	0.01305	0	0.03477	0	0
Healthy	62.9997	0	0	0	0	0	0	0	0	0	3.61561	0	0	0	0	0	0	0	0	0
Healthy	3.43183	0.27629	0.04301	0.04387	0.05664	0	0	0.09347	0	0	4.50718	10.28757	0.92557	0.08058	1.11619	1.31228	0.04463	0	0.03085	0.08355
Healthy	1.84929	1.10457	0	0.37487	0.04993	0	0.00989	0	0	0	9.75499	8.59861	3.21554	0	0.87961	0.13412	1.3879	0	0.0048	0
Healthy	1.81967	1.13848	0.19513	2.11058	0.77055	2.36949	2.5752	2.52165	1.21606	0.17338	8.86841	2.8867	0.7436	0	0	0	0	0	1.21645	0
D000236	7.68332	0.10155	4.16791	1.46329	0.78404	1.82048	0.41353	1.31979	0.297	0.55277	6.83328	3.65522	1.16906	0	0.52153	0.0046	0.0011	0.00257	0	0
Healthy	5.51072	0.03261	0.9221	0.28899	0	0.2328	0.01748	0	0	0.19834	9.97635	1.62392	0.10385	0	0	0	0	0.0586	0	0
Healthy	0.17685	0.04471	0.15545	1.12486	0.79959	0.39242	0.04477	0.00037	2.57306	0	2.07824	5.15366	0.98259	0.02425	0.23793	0.11742	0.05701	0	0.39424	0
Healthy	5.64548	0.06254	0.11814	0	0	0.25517	0	0	0	0.04289	24.30264	2.31265	0.22667	0	0	0	0	0.00403	0	0
Healthy	4.15826	0.03415	0	0.16334	0.06676	0.02746	0	0	0	0	56.44521	0	2.66653	0	0	0.57775	0	0.02805	0.09797	0
Healthy	7.76044	0.09875	0.03241	0.09813	0.03759	0.01947	0.01312	0	0	0.00762	6.19106	20.8248	4.82188	0	0	0.00819	0.03597	0.01246	0	0
Healthy	5.37472	0.15385	0	0.41058	0.51643	0.12754	0.13158	0.55111	0.14387	0	17.23727	4.32853	1.5306	0	0	0.02712	0.26009	0.1002	0	0
Healthy	6.71157	0.11433	0.38092	0.98337	0.81399	1.00121	0	0.03588	1.21381	0	21.10584	6.33041	0.57341	1.77066	0	0.03588	0.04649	0	0.00552	0.00259
Healthy	0	1.77752	32.40444	0.31738	0	0.07604	0	0	0	0	1.44323	0	0.25627	0	0	0	0	0	0	0
Healthy	14.0786	0.37679	0.10693	0.062	0.09514	0.06347	0.03553	0.00708	0.00326	0.03092	2.56627	6.34077	1.32604	0	0.37253	0.00908	0.12174	0.31437	0.01587	0
Healthy	0	0.39664	0	4.66027	0	0.36102	0.22053	0	0	0	38.09159	5.84946	1.36943	0	0	0.09952	0	0	0	0
Healthy	0.53665	5.77681	0.8025	0.07476	0.02666	0	0	0.86224	0	0	0.43226	0	0.11864	0	0	0	0	0	0	0
D000236	3.39692	0.78373	0.75669	0.93268	0	1.03361	0.44518	0.41888	0.0394	0.23734	5.1342	0.19774	0.5555	0	0	0	0	0	0	0
Healthy	2.67302	0.25898	0	2.01212	0.26241	2.84013	2.54844	0.8563	0.55361	0.59075	4.47186	4.0178	0.08661	0	0	0	0	0	0.05851	0
Healthy	3.89542	0.4418	0.00165	0.38666	0.57192	0.19176	0.23991	0	0	0.04817	0.80188	0.46154	0.60516	0.00142	0	0	0.1023	0	0	0.09754
Healthy	7.12036	2.05868	0.02237	0.12948	0	0.05708	0.20073	0	0.24362	0	21.2126	0.61902	4.68516	1.40404	0	0.01605	0	0	0.08522	0.00122
Healthy	0	0.35605	1.28005	0.44703	0	0	0	0	0	0	0	0	0	0	0	0.04332	0	0	0	0
Healthy	0.65616	2.4517	0	0.46948	0.00731	0.28678	0.30905	0	0.21023	0	31.66599	1.25267	10.04593	0	0.52419	0	0	0.02892	0	0
Healthy	0.85978	0.24127	0	0.17933	0.05728	0.08088	0.01201	0.0222	0	0.0279	21.90124	4.59839	4.89685	0	0	0.15255	0.12002	0.2694	0.18017	0
Healthy	8.95456	1.25114	0.20985	1.09541	0	2.43898	0	0	0	0	22.0643	0	0	1.28863	0	0	0	0	0	0
D000236	7.21065	3.21253	25.21052	2.82025	1.32999	1.15915	0.85243	1.08396	0.08725	0.24537	1.51773	1.94345	0.23244	0	0	0.01369	0.01685	0	0	0
Healthy	1.0293	0.0899	0	1.17678	0	0	0	0	0	0	64.888	1.5347	5.46756	0	0	0.09046	0	0.53159	0	0
Healthy	10.0999	4.63843	1.25994	0.71237	1.58966	2.43202	0.76943	0.1651	0.37354	0.30273	2.17643	4.79468	1.56895	0.24799	0.54308	0.00186	0.03073	0	0.04038	0
Healthy	2.46552	0.1005	0.0582	0.08203	0	0.13568	0.01852	0	0	0	13.99928	21.21031	6.13296	0	0	0.20774	0.18828	0.01275	0.34525	0
Healthy	7.1406	0.21681	0.01326	0.45254	0.01913	0.06101	0	0	0	0	37.92199	0.72914	7.18538	7.35104	1.19479	0.35929	0	0	0.01213	0
Healthy	0.77987	0.36132	16.77604	0.19451	0	0.40834	0.79977	0	0.26117	0	2.35591	2.14488	0.56763	0	0	0	0	0	0	0
Healthy	8.27035	1.07663	0.17892	0.11559	0.33604	0.23597	0.17601	0	0.33744	0.05872	12.21041	0.72472	3.67041	0	0.85088	0.06439	0.1986	0	0	0
Healthy	4.12553	0.10229	0	0	0.18332	0.05813	0.04737	0.35867	0	0.00493	17.11434	14.12223	5.93427	1.89798	1.45923	0.16818	0.00606	0.08778	0.15116	0.1381
Healthy	3.23471	0.60882	0.02943	1.06438	1.34026	0.2555	0.49665	0	0.01811	0.10898	11.68298	5.45714	10.08835	0	0.82793	0.10997	0	0.09344	0.01351	0
Healthy	4.67168	0.10594	0.28746	0.4696	0.50338	0.51347	0.33133	0.61038	0	0.07882	4.31013	1.07383	1.01379	0.48374	0.79697	0	0	0	0	0
Healthy	13.8765	0.50233	0.25241	3.12286	0.98779	1.28674	1.05475	0.10851	0.55074	0.07321	7.19094	0.38998	1.44797	0.08772	1.447	0	0.18705	0	0	0
Healthy	0.71987	2.25541	0	0.05055	2.12341	0	0	0.48218	0	0	8.00633	8.27981	1.13924	0	0	0.07299	0	0.0234	0	0
Healthy	0.11471	0.00737	0	0.08032	0	0.15744	0	0	0	0	8.73365	1.20878	2.9639	0	0	0.05826	0	0.00705	0.03064	0.38506
Healthy	3.31512	2.58658	0.07046	0.75073	0	0	0	0	0	0	4.39216	0.45861	0.12771	0	0	0	0	0	0	0
Healthy	1.00712	0.00755	0	0.10104	0.04016	0.04789	0	0	0.03467	0	37.36739	2.75924	44.1742	0	0	0.11941	0	0	0.20478	0
Healthy	1.48358	0.91994	0.00093	1.15701	0.11436	0.18046	0.135	0.51754	0.00247	0.07252	14.95715	8.40371	1.71504	0	1.16139	0.12652	0.09326	0	0.05131	0.00982
Healthy	3.3535	0.31177	0.05589	0.04111	0.09443	0	0	0.08286	0	0.02139	4.53197	9.69106	1.02204	0.08423	1.07194	1.33726	0.01799	0	0.0128	0.08281
Healthy	1.00157	0.0399	0.25247	0.03888	0	0.02035	0.19325	0	0.18263	0	13.44186	18.60053	0	0.24725	0.79417	0.29962	0	0	0	0
Healthy	4.08343	0.14607	0.00375	0.00312	0.19616	0.06881	0.07215	0.33263	0	0.01926	17.66381	14.30181	6.00746	1.85423	1.437	0.23223	0	0.00461	0.10332	0.13362
Healthy	2.17473	0.03971	0	0.0053	0.53295	0.03167	0	0	0.01558	0	31.00324	20.60953	2.2058	0	0	0.00872	0.11716	0.03383	0	0
Healthy	0.51417	0.49965	0.06223	0.6656	0.46293	0.08095	0.3035	0.37104	0.29164	0.09207	32.55852	0.95153	10.0016	0.81636	0.54075	0.04606	0	0	0.01597	0.00148
Healthy	16.6374	0.41848	0.45117	0.28181	0.36895	0.20733	0.22893	0.11311	0.10424	0.22769	7.21779	9.00838	1.94101	2.51045	0.62491	0.05911	1.35444	0	0	0
Healthy	0	0	0.08139	0.00039	0	0	0	0	0	0	7.93183	0	2.43136	0	0	0	0	0	0	0
Healthy	1.67666	0.03975	0	0.01072	0	0	0.00637	0	0	0	26.17955	14.2955	1.11256	0	0.60288	0.00889	0.2643	0.11666	0	0
Healthy	0.91533	0.06444	0	0.18535	0.30055	1.27777	0.20543	0	0	0.15318	15.72393	12.78532	3.10733	0.8243	1.2107	0.47227	0.05728	0	0	0
Healthy	2.37166	0.51732	0.0995	0.27115	0.18211	0.09952	0.05001	0.14024	0.00625	0.03064	6.98922	7.24495	1.40844	0	0	0.91156	0.02104	0	0.04407	0.12239
Healthy	0.82745	0.17169	0	0.17447	0.07025	0.08157	0.01205	0.00682	0	0.02476	21.67315	4.85341	4.77866	0	0	0.14954	0.12613	0.27735	0.17455	0
Healthy	3.30743	0.60007	0.01403	0.4664	0.7908	0.25761	0.36276	0.58632	0.0803	0.17589	9.15477	1.25469	6.14159	0	1.44036	0.08893	0.00065	0.00491	0.02988	0
Healthy	9.70149	0.4069	0	0.66465	2.37879	0.53567	0	0.32949	0	0	2.70808	1.26871	0	0	0	0	0	0	0	0
Healthy	0.23802	0.08099	0	0.79934	0.70173	0.43257	0.42913	0.26941	0	0.0507	3.00482	1.04566	0.23185	0	0	0	0	0	0	0
Healthy	0.23419	0.06016	0	4.51384	0	0	0	0	0	0	11.9778	0.16138	73.355	0	0	0.06967	0	0	0	0
Healthy	1.4141	1.01673	0	0.02036	0.20999	0	0.01714	0	0.06746	0	39.02837	7.19544	1.73586	0.17416	0	0.04979	0.01592	0	0.04651	0
Healthy	1.45529	0	0.01292	0.61109	0	0	0	0	0	0	15.48506	0	0	0	0	0.08548	0	0	0	0
Healthy	1.5178	0	0	0.60722	0	0	0	0	0	0	15.70509	0	0	0	0	0.05289	0	0	0	0
Healthy	11.1457	0.41924	0.34776	0.14405	0.26633	0.32221	0.10267	0.65328	0.07386	0.15632	15.20872	10.80823	3.41828	2.53084	0.92049	0.06861	0	0.01433	0.00417	0
Healthy	1.85778	0.25585	0	0.01387	0.01922	0.02954	0.01091	0	0	0	45.52493	8.96963	5.22157	0	0.99343	0.13073	0.03341	0.25053	0.14595	0
Healthy	16.0843	0.2404	0.35399	0.29599	0.39645	0.20006	0.23363	0.1137	0.13242	0.26313	7.02288	9.20443	2.04759	2.40783	0.62098	0.04932	1.46912	0	0	0
Healthy	3.18303	0	0	0	0	0	0	0	0	0	33.85734	12.2705	5.76162	0	0	0	0	0.07875	0	0
Healthy	31.1106	0.10179	0.10367	0.45248	0	0	0.00131	0	0	0	30.72796	0	0	2.08642	0	0.2382	0	0.01751	0	0
D000236	2.93804	4.7393	0.63037	3.76183	2.37875	1.49467	1.94057	0.94183	0.07263	1.17068	6.04054	0.11528	1.4343	0	0.16576	0.00765	0	0.00199	0.00523	0
Healthy	1.97659	0.26041	0	0.08279	0	0.27177	0.05707	0	0	0	28.7327	10.96482	1.39037	0	0	1.83585	0.16418	0.16176	0.0096	0
Healthy	30.1281	1.54475	0.00084	0.43828	0.70603	0.37446	0.32607	0.01388	0.44707	0.5386	4.67728	2.11101	0.58091	0	0	0.01731	0	0.27122	0.03959	0
Healthy	6.48628	0.64101	0.16743	0.19405	0.164	0.27582	0.38246	0.11013	0.00546	0.12159	6.54959	2.06671	1.01499	0.10037	1.10444	0.00129	0	0	0	0
Healthy	2.52296	0.74474	0.12656	2.39974	0	0	0	0	0	0	70.96454	1.3945	9.02941	0	0	0.65076	0.01364	0.10489	0.04231	0
Healthy	0.55691	0.02376	0	1.99695	0	0	0	0	0	0	36.08333	10.77377	20.8589	0	0	0.2224	0.26641	0.34626	0	0.02712
Healthy	7.30624	3.65165	0	0.07968	0.05153	0.88487	0.89458	0.42691	0.25493	0	7.12648	0.61666	0	0	0	0	0	0	0	0
Healthy	8.09578	0.10496	0.25663	1.07057	0.27384	0.20339	0.09347	0.73046	0.0827	0.3429	10.64559	14.06275	0.88295	6.00826	1.43405	0.04859	0.05826	0	0.00634	0.00494
Healthy	3.13912	0.58388	0.01797	0.36575	0.40466	0.26133	0.0981	0.08532	0.0451	0.16394	4.35395	5.5241	1.4179	0.61269	0.39279	0.07061	0.01816	0.00946	0.02138	0.06775
Healthy	4.21366	0.31967	0	0	0.05616	0.01581	0.01103	0.01502	0	0	21.37675	16.91407	11.76542	0	1.30125	0	0.00472	0	0	0
D000236	1.97016	0.11113	3.01954	0.84629	1.48183	0.14508	0.54666	0.01997	0.2126	0.29872	4.34137	5.65592	1.37439	0	0	0.45315	0.0691	0	0.15346	0
Healthy	5.37303	0.34419	0.02946	1.33075	0.37895	0.16295	0.68418	0	0.10492	0.05817	8.70207	4.73245	2.00174	2.67588	0.9458	0.13532	0.0683	0.0164	0.00273	0.01821
Healthy	1.98386	1.77873	0.05626	1.18186	1.13937	2.64968	0.50677	0	0.35078	0.0329	1.09197	0.2703	0.02486	0	0	0	0	0	0	0
Healthy	10.2684	1.06834	0.34649	2.0934	1.21033	0.83816	0	0	0	0.49605	12.74911	4.64923	1.32036	0	0	0	0	0	0	0
Healthy	0.39654	0	0.45334	0	0	0	0	0	0	0	0.35748	0	0	0	0	0	0	0	0	0
Healthy	0.51338	0.20177	0.2152	0.11417	0.00821	0.01338	0	0.06114	0	0	76.38703	0	3.24927	0	0	0.16488	0	0.11036	0.03687	0
Healthy	1.37565	0.10634	0	0.14842	0.21317	0.02511	0	0	0.14375	0	30.08327	0.94071	49.3567	0	0	0.01016	0	0	0.53907	0
Healthy	22.7591	0.02141	0	1.267	0.05127	0.02943	0	0	0	0	9.6772	9.92768	0.42677	0	0	0.03172	0	0.00056	0.18961	0
Healthy	11.3041	0.12597	0.22335	0.4165	0	0.06617	0	0	0	0	38.78458	9.00628	0.24858	3.09391	0	0	0	0	0.30699	0
Healthy	0.00433	0	0.00532	0	0	0	0	0	0	0	12.18689	0	9.35592	0	0	0	0	0	0	0
Healthy	0.41983	0.01462	0	0.27517	0.07846	0.02382	0.00567	0.08525	0	0.01694	49.59382	2.42514	1.86319	0	0	0.18875	0	0.01179	0.30897	0.16851
Healthy	1.47091	0.26291	0	0	0	0.05702	0.01137	0	0	0	21.61577	12.95099	1.99738	0	0.5768	0.01452	0.1928	0.23517	0	0
Healthy	2.87864	3.4149	0	1.22495	0.31106	0	0	0.17799	0.06169	0	8.75885	21.54638	1.50099	0	0	0	0	0	0	0
Healthy	7.02649	9.01518	0.7126	5.10983	0.15486	0.34818	0.45702	0	2.46665	0.85949	4.71016	5.53874	1.83515	0	0	0	0	0.06954	0	0
Healthy	9.14198	0.57847	0.60917	1.30015	1.42331	0.49236	0.29198	0.73955	0	0.66333	4.6957	0.45395	0.4683	0	0	0.13394	0	3.38681	1.21011	0
Healthy	1.23252	0.55036	0	0.4649	0.31742	0.18999	0.13819	0	0	0.00888	12.29788	0.00185	0	0	0	0.04376	0	0	0	0
Healthy	0.36953	0.25141	0.02733	0.27615	1.36649	0.60366	0.13797	0.13685	0	0.12536	13.72947	0.57648	6.37725	0	0	0	0	0	0	0
Healthy	1.44314	0.40435	0.04903	0.6479	0.07711	0.02905	0.0541	0.00285	0.04641	0	13.69382	11.64109	3.65243	2.99685	2.40498	0.09056	1.94449	0	0	0
Healthy	0.66465	0.49241	0.21686	0.33257	0.28	0.29519	0.14741	0.20873	0.00869	0.09282	15.8135	1.15881	2.13859	0.03129	0.43982	0	0	0.00138	0	0
Healthy	0.98924	1.46551	0.39537	0.42663	0.45177	0.27265	0.32354	0.5012	0.05224	0.07453	11.02268	1.68053	0.3884	0.02202	0.46993	0	0	0.03504	0	0
Healthy	2.26704	0.05368	0.01051	0.26843	0	0.09479	0.14501	0	0.13307	0	19.47501	0.11744	4.4972	0.00742	0.47722	0.6926	0.07652	0.01464	0.0011	0
Healthy	0.10161	0.20743	0	0.02275	0	0	0	0	0	0	57.8104	0	0	0	0	0.00677	0	0	0	0
Healthy	2.09258	2.909	0.66552	0	0.75792	0.68276	0	0	0	0	12.77835	3.10335	1.60737	0	0	0	0	0.37923	0	0
Healthy	14.5544	1.37903	0.02978	0.44734	1.06858	0.4357	0.07974	0	0.06981	0	3.96107	0.02801	0	0	0	0.00013	0	0	0	0
