group	Agathobacter	Prevotella	Butyrivibrio_A	Barnesiella	Methanobrevibacter_A	Mediterraneibacter	Anaerobutyricum	Anaerostipes	Paraprevotella	Coprobacter	Prevotella	Barnesiella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Coprobacter
Healthy	0	0	0	1.95961	0	0.11843	0.0702	0.01399	0	0.14784	0	1.95961	0.11843	0.07851	0.0702	0.09827	0	0.01386	0.01399	0.14784
Healthy	1.41757	0	0	0	0	0.01587	0	0.71995	0	0	0	0	0.01587	0.12694	0	0.05677	0	0.097	0.71995	0
Healthy	0	67.9905	0	0	0	0	0	0	0	0	67.9905	0	0	0.72924	0	0	0	0	0	0
Healthy	0	0	0	3.14589	0	0.04092	0	0	0	0	0	3.14589	0.04092	1.90658	0	0	0	0	0	0
Healthy	0	0	0	2.72443	0	1.65122	0.03468	0	0.13979	0	0	2.72443	1.65122	0.06564	0.03468	0	0.13979	0	0	0
Healthy	0.18965	8.41948	35.4484	0.15765	0	0.26682	0.39321	0	0	0	8.41948	0.15765	0.26682	0.26598	0.39321	0.03247	0	0.1597	0	0
Healthy	0.58425	0	12.3499	2.78591	0	0.01987	0.01884	0	0	0.108	0	2.78591	0.01987	0	0.01884	0.08514	0	0.08182	0	0.108
Healthy	33.8136	0	0	0.31875	0	1.67726	0.36978	0.08561	0.72224	0.00456	0	0.31875	1.67726	2.01856	0.36978	0.51562	0.72224	0.2096	0.08561	0.00456
Healthy	0.52437	0	13.5029	2.60572	0	0.12476	0.01173	0	0	0.10661	0	2.60572	0.12476	0	0.01173	0.08725	0	0.06041	0	0.10661
Healthy	0.84233	0	0	0	0	0.16189	0	0	0	0	0	0	0.16189	0.00758	0	0	0	0.02888	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.67556	0	2.97414	0.63076	0.58844	0.13058	1.12587	0.21023	0	0.02841	0	0.63076	0.13058	0.24268	1.12587	0.43116	0	0.20155	0.21023	0.02841
Healthy	12.7129	0	9.45518	0	0.39124	1.76983	0	0.14742	0	0	0	0	1.76983	0	0	0.21486	0	0.07316	0.14742	0
Healthy	12.5151	6.69014	0	0.27897	0	0.01983	0.6615	0.3459	0	0	6.69014	0.27897	0.01983	2.19595	0.6615	1.62102	0	1.48688	0.3459	0
Healthy	9.62959	56.6567	0	1.14036	0	0.04661	0.09929	0.11611	0.06184	0.00959	56.6567	1.14036	0.04661	0.53676	0.09929	0.20452	0.06184	0.16112	0.11611	0.00959
Healthy	2.68643	3.16798	0	0.10398	0	0.15392	0.75755	0.82051	0	0	3.16798	0.10398	0.15392	1.44626	0.75755	1.08599	0	0.74463	0.82051	0
Healthy	1.85169	0	0	4.28442	0	2.90283	0.27082	0.23292	0	0	0	4.28442	2.90283	2.64041	0.27082	0.29779	0	0.2958	0.23292	0
Healthy	10.4637	0	0	0.52853	2.23143	3.12692	3.15833	0.05875	0	0.0768	0	0.52853	3.12692	2.70093	3.15833	0.60308	0	1.94699	0.05875	0.0768
Healthy	1.50606	0	0	2.72492	0	0.03522	1.33587	0.08997	0	0	0	2.72492	0.03522	0.34163	1.33587	0.47438	0	0.11005	0.08997	0
Healthy	9.81252	28.7255	0	1.64144	0.09898	0.5818	0.44579	0.02883	0	0.0646	28.7255	1.64144	0.5818	0.46379	0.44579	0.23831	0	0.14613	0.02883	0.0646
Healthy	1.70067	31.4005	0	0.08187	0	0.1647	0.17013	0.09122	0	0.05032	31.4005	0.08187	0.1647	0.20933	0.17013	0.04943	0	0.14421	0.09122	0.05032
Healthy	2.22665	0	0	0.27447	0	0.38967	0.70029	0.02979	0.81853	0.0775	0	0.27447	0.38967	0.76361	0.70029	0.23118	0.81853	0.23149	0.02979	0.0775
Healthy	0	0	0	0	0	0.28465	0.01589	0.01539	0	0	0	0	0.28465	0.09678	0.01589	0.01331	0	0	0.01539	0
Healthy	0	0	0	0	0	1.08021	0	0	0	0	0	0	1.08021	8.73572	0	0.09542	0	0.40563	0	0
Healthy	1.31314	0.75292	0	0.04424	1.22198	2.08136	2.14695	0.31231	0	0	0.75292	0.04424	2.08136	0.23988	2.14695	1.63863	0	0.22117	0.31231	0
Healthy	1.26787	0	0	2.85277	0	0.04127	0	0	0	0	0	2.85277	0.04127	0.00817	0	0.0767	0	0	0	0
Healthy	0.19876	0	0	0	13.0073	0	0.82653	0.0376	0	0	0	0	0	1.59394	0.82653	0.83538	0	0.33841	0.0376	0
Healthy	0.26948	0	0	0	0	0.00501	0.02363	0	0	0	0	0	0.00501	0.27961	0.02363	0.03243	0	0.00803	0	0
Healthy	0	0.09172	0	0	0	6.09402	0.15995	0.06316	0	0	0.09172	0	6.09402	0.15588	0.15995	0.37339	0	0.28458	0.06316	0
Healthy	2.85708	0.04464	0	0	0	0.33424	0.93946	2.35115	0	0	0.04464	0	0.33424	0.10397	0.93946	0.90195	0	0	2.35115	0
Healthy	0.2609	0.05093	0	1.51146	0	0.06163	0.03735	0	0	0.03639	0.05093	1.51146	0.06163	0.1121	0.03735	0.18466	0	0.03724	0	0.03639
Healthy	1.26874	0	0	2.7787	0	0.04131	0	0	0	0	0	2.7787	0.04131	0.01728	0	0.05459	0	0	0	0
Healthy	0	32.76089	0	1.35958	0.05847	0.24747	0	0	1.1978	0	32.76089	1.35958	0.24747	0.68298	0	0	1.1978	0	0	0
Healthy	34.9149	39.55514	0.46267	0	0.09805	0	0.35704	0.00598	0	0	39.55514	0	0	0.35863	0.35704	0.24041	0	0.61106	0.00598	0
Healthy	2.12369	0	0	1.08128	0	0.90203	0	0	0	0	0	1.08128	0.90203	0	0	0.0128	0	0.00835	0	0
Healthy	0.82745	0	0	4.30802	0	0.16282	0.76468	0.2099	0	0	0	4.30802	0.16282	3.02593	0.76468	1.91586	0	0.20609	0.2099	0
Healthy	0	0	0	0	0	0.64033	0	0	0	0	0	0	0.64033	0.07372	0	0.16183	0	0	0	0
Healthy	1.25924	1.74759	0	3.43889	0.22484	0.24621	0.21545	0.074	0	0	1.74759	3.43889	0.24621	1.07974	0.21545	0.27471	0	0.15702	0.074	0
Healthy	1.50658	0	0	0	0	0.13034	0	0	0	0	0	0	0.13034	0	0	0.03743	0	0	0	0
Healthy	27.1106	0.01113	0	0.00621	0	0.86136	0.65496	0.14137	0	0	0.01113	0.00621	0.86136	0.01929	0.65496	0.0013	0	0.09431	0.14137	0
Healthy	0.80113	10.59035	0	0.75751	2.32247	0.55786	0.06613	0	0.28801	0	10.59035	0.75751	0.55786	0.23277	0.06613	0.13419	0.28801	0.05184	0	0
Healthy	1.20123	0	14.4235	1.05915	0	0.15754	0.00316	0	0	0.08898	0	1.05915	0.15754	0.00663	0.00316	0.13649	0	0.07495	0	0.08898
Healthy	2.93815	14.2948	0	0	0.61693	0.35527	1.19259	1.02058	0.56182	0.32425	14.2948	0	0.35527	2.26938	1.19259	0.51447	0.56182	0.00265	1.02058	0.32425
Healthy	0	57.8206	0	0	0	0.03063	0.00409	0	0	0	57.8206	0	0.03063	0	0.00409	0.04049	0	0	0	0
Healthy	13.19	0.03635	0	3.13271	1.98133	5.54974	3.24868	0.28001	0	0	0.03635	3.13271	5.54974	3.97784	3.24868	2.45562	0	0.00164	0.28001	0
Healthy	1.06921	4.50415	0	0.06958	1.2636	0.18959	0.79664	0	0.59208	0	4.50415	0.06958	0.18959	2.28357	0.79664	0.25062	0.59208	0.36287	0	0
Healthy	0	0	0	2.04066	0	0.06854	0.08101	0.0142	0	0.11704	0	2.04066	0.06854	0.12356	0.08101	0.12821	0	0.02955	0.0142	0.11704
Healthy	7.15599	0	0	0	0	0.03648	0.10958	0.02002	0	0	0	0	0.03648	0.02002	0.10958	0.04189	0	0	0.02002	0
D050177	10.2141	0	0	0	0	0	0	0	0	0	0	0	0	0.0653	0	0	0	0	0	0
Healthy	15.1844	0	0	2.78758	0	0.59899	0.37423	0.16105	0	0	0	2.78758	0.59899	1.18651	0.37423	0.67859	0	0.24569	0.16105	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.61563	0	0	0.95859	0.95618	0.38044	0.30232	0.07796	0	0.09212	0	0.95859	0.38044	0.62033	0.30232	0.10306	0	0.04863	0.07796	0.09212
Healthy	7.29679	37.3127	23.9734	0	0	0	0	0	0	0	37.3127	0	0	0	0	0	0	0	0	0
Healthy	5.77678	0	28.0257	2.78453	0.42282	1.1969	0.20717	0	0.49031	0	0	2.78453	1.1969	0.29093	0.20717	0.40751	0.49031	0.09002	0	0
Healthy	0	0	0	0	0	0.00647	0	0.02493	0	0	0	0	0.00647	0.02279	0	0.16992	0	0	0.02493	0
Healthy	12.9987	0	0	0	0	0.08976	0.10879	0.37249	0.33458	0.04661	0	0	0.08976	0.1069	0.10879	0.20786	0.33458	0.10225	0.37249	0.04661
Healthy	2.93632	0	34.9464	0.3642	0	0.07453	0.10586	0.04043	0.69258	0	0	0.3642	0.07453	0.10802	0.10586	0.10335	0.69258	0.08825	0.04043	0
Healthy	2.05558	0	0	0.42572	0	1.31727	12.4075	7.8596	0	0	0	0.42572	1.31727	0.31058	12.4075	2.13069	0	0.7911	7.8596	0
Healthy	0.00349	4.23918	0	1.60462	1.22427	2.78065	1.13246	0.23678	0	0.09665	4.23918	1.60462	2.78065	0.93372	1.13246	0.60162	0	0.8045	0.23678	0.09665
Healthy	3.22517	0.00126	0	5.08864	0	0.30851	0.08146	0	0	0	0.00126	5.08864	0.30851	0.19851	0.08146	0.0807	0	0.00363	0	0
Healthy	0.88329	0	12.4613	0	2.50443	0.94104	0.67502	0	0	0	0	0	0.94104	2.37183	0.67502	0.25196	0	0.21324	0	0
Healthy	0	0	0	8.1888	0	6.24613	0	0	0	0	0	8.1888	6.24613	0	0	0	0	0	0	0
Healthy	4.57761	0	0	0	0	0.07145	0.45369	0.2404	0	0	0	0	0.07145	0.04616	0.45369	0.06834	0	0	0.2404	0
Healthy	19.5605	0	0	1.63137	0	0.70268	0.34164	0.19906	0	0.057	0	1.63137	0.70268	0.60687	0.34164	0.24593	0	0.22815	0.19906	0.057
Healthy	3.13876	18.80821	22.3235	0.10023	0	0.76729	0.39581	0.10263	0.40029	0	18.80821	0.10023	0.76729	0.11485	0.39581	0.2045	0.40029	0.12882	0.10263	0
Healthy	0	31.2044	28.0235	0.78	0	0.09208	0.85698	0.39306	0.91561	0.47999	31.2044	0.78	0.09208	0.66065	0.85698	0.43536	0.91561	0.46486	0.39306	0.47999
Healthy	1.85701	0	0	0	0	0.27936	0	0	0	0	0	0	0.27936	0.0483	0	0	0	0	0	0
Healthy	7.70927	15.97404	0	0	2.05034	1.19847	1.11194	0.29283	0	0	15.97404	0	1.19847	3.57198	1.11194	1.47035	0	0.77392	0.29283	0
Healthy	0	0	0	0	0	0.0619	0.00262	0.01378	0	0	0	0	0.0619	0.10739	0.00262	0.01342	0	0	0.01378	0
Healthy	3.27312	0	0	0	0.19165	0.15241	0.20018	0.00788	0	0	0	0	0.15241	0.94474	0.20018	0.44695	0	0.17005	0.00788	0
Healthy	0.03311	0	0	3.25587	0	0.0036	0	0	0	0	0	3.25587	0.0036	1.19468	0	0	0	0	0	0
Healthy	7.50663	0	0	1.2766	0	2.29382	2.15565	0.64586	0	0.17669	0	1.2766	2.29382	2.17013	2.15565	2.47174	0	0.89951	0.64586	0.17669
Healthy	0	0	0	0	0	0.6153	0	0	0	0	0	0	0.6153	1.11267	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.23665	0	0	0	0	0	0	0.23665	0	0	0	0	0	0	0
Healthy	1.85118	0	0	0	0	0.16962	0	0	0	0	0	0	0.16962	0.0328	0	0	0	0	0	0
Healthy	3.51007	2.29923	41.619	0.33335	3.47364	0.74412	0.22031	0	0.31964	0	2.29923	0.33335	0.74412	0.41826	0.22031	0.15477	0.31964	0.27391	0	0
Healthy	0.03433	0	0	3.33044	0	0.00704	0	0	0	0	0	3.33044	0.00704	1.02384	0	0	0	0	0	0
Healthy	7.98498	0	0	0	0	1.58086	0	0	0	0	0	0	1.58086	0	0	0	0	0	0	0
Healthy	2.39382	0	0	0.27	0	0.58322	0.28438	0.16963	0	0.01773	0	0.27	0.58322	0.56526	0.28438	0.29709	0	0.3239	0.16963	0.01773
Healthy	23.8382	0	0	1.153	0	0.99019	1.22776	0.41523	0	0	0	1.153	0.99019	0.29356	1.22776	0.8674	0	1.37493	0.41523	0
Healthy	2.83888	0	3.26182	2.73067	0	0.13855	0.01981	0	0	0.0351	0	2.73067	0.13855	0	0.01981	0.10764	0	0.04984	0	0.0351
Healthy	0.09244	0	10.6417	2.78029	7.62638	0.04964	0.71945	0.29077	0.12262	0.45335	0	2.78029	0.04964	0.09081	0.71945	0.22751	0.12262	0.08028	0.29077	0.45335
Healthy	0.10129	0	0	0.79682	0	0	0	0	0	0	0	0.79682	0	0	0	0	0	0	0	0
Healthy	2.86894	0	3.14091	2.67969	0	0.13774	0	0	0	0.03885	0	2.67969	0.13774	0	0	0.121	0	0.02463	0	0.03885
Healthy	0.57742	0	0	18.0476	0	0.60128	0	0	0	0	0	18.0476	0.60128	0.03047	0	0	0	0.06405	0	0
Healthy	0.35719	45.09013	0	0.81021	0	0.30751	0	0	0.3324	0.01378	45.09013	0.81021	0.30751	0.06348	0	0.00227	0.3324	0	0	0.01378
Healthy	2.31682	0	0	3.56036	5.89659	0.51417	1.21821	0.28762	0	0.07367	0	3.56036	0.51417	1.26639	1.21821	0.43462	0	0.23643	0.28762	0.07367
Healthy	0	27.7483	0	7.31468	0	2.4807	0	0.07634	0.15976	0	27.7483	7.31468	2.4807	0.02444	0	0.0487	0.15976	0	0.07634	0
Healthy	3.76809	0	0	0	0	0.04308	0.1778	0.10659	0	0	0	0	0.04308	0.79039	0.1778	0.2834	0	0.51303	0.10659	0
Healthy	1.51351	0	0	0	0	0.17616	0	0	0	0	0	0	0.17616	0.00909	0	0.03363	0	0	0	0
Healthy	1.42538	0	0	0	0	0.20044	0	0	0	0	0	0	0.20044	0.01376	0	0.02949	0	0	0	0
Healthy	0	0	0	0	0	0.02086	0.00929	0.01286	0	0	0	0	0.02086	0.10354	0.00929	0.02416	0	0	0.01286	0
Healthy	13.7984	0	0	0.03374	0.36035	1.16503	1.76051	0.04345	0.24386	0.00869	0	0.03374	1.16503	1.59349	1.76051	0.56776	0.24386	0.84873	0.04345	0.00869
Healthy	0	0	0	0	0	0.19529	0	0	0	0.16695	0	0	0.19529	0.35305	0	0.05837	0	0	0	0.16695
Healthy	1.50515	0	0	6.26502	0	0.17437	0.06696	0	0	0	0	6.26502	0.17437	0.0081	0.06696	0.03001	0	0.0016	0	0
Healthy	6.25838	1.92712	8.80108	3.20551	0.40558	0.54097	0.01582	0	0.16756	0.03384	1.92712	3.20551	0.54097	0.77128	0.01582	0.15091	0.16756	0.09335	0	0.03384
Healthy	2.49791	0	0	0	0	0	0	0	0	0	0	0	0	0.23104	0	0.03226	0	0	0	0
D050177	0	9.62725	0	0	0	0	0	0	0	0	9.62725	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	2.98967	0.5919	0.23078	0	0	0	0.10636	0	2.98967	0.23078	0.1506	0	0.00868	0	0	0	0.10636
Healthy	0	18.7064	0	0	0	0	0	0	0	0	18.7064	0	0	0.76425	0	0	0	0	0	0
Healthy	6.8111	10.4029	0	1.25811	0	2.08772	0.27665	0	0.18541	0.13218	10.4029	1.25811	2.08772	0.14207	0.27665	0.30069	0.18541	0.45439	0	0.13218
Healthy	0.23407	0	0	0.62575	0	0.02092	0	0	4.90832	0	0	0.62575	0.02092	0.24663	0	0	4.90832	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.4943	0	0	0	0.00654	0.05369	0	0	0	0	0	0	0.05369	0.38309	0	0.18082	0	0.03023	0	0
Healthy	1.00725	0	0	0	0	0.07327	0	0	0	0	0	0	0.07327	0.01209	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.33553	0	0.02717	0	0	0	0	0.33553	0.09166	0	0.00023	0	0	0.02717	0
Healthy	5.16137	12.7325	0	6.80443	0	1.20792	0.52747	0.52809	0	0.40126	12.7325	6.80443	1.20792	0.0894	0.52747	0.21849	0	0.33714	0.52809	0.40126
Healthy	0	0.01648	0	0	0	0.23274	0	0.01559	0	0	0.01648	0	0.23274	0.07015	0	0.02528	0	0.04991	0.01559	0
Healthy	0.2165	52.3179	0	0	0	0	0	0	0	0	52.3179	0	0	0	0	0	0	0	0	0
Healthy	2.99757	0	0	11.4796	0	0.13846	0	0.0704	0	0	0	11.4796	0.13846	0.05278	0	0.03665	0	0.17671	0.0704	0
Healthy	2.44706	0	0	5.33531	0	0.03432	0.00823	0	0	0	0	5.33531	0.03432	0.11378	0.00823	0.03358	0	0	0	0
Healthy	6.92048	0	0	0	0	0.0985	1.19194	0.9491	0	0	0	0	0.0985	0.25456	1.19194	0.35252	0	0	0.9491	0
Healthy	8.59676	53.8396	19.8549	0.08895	0.09682	0.29018	0.12561	0.00356	0.24635	0.07592	53.8396	0.08895	0.29018	0.18875	0.12561	0.05493	0.24635	0.1058	0.00356	0.07592
Healthy	1.18983	0	0	0	0	0.14403	0	0	0.69307	0	0	0	0.14403	0.06126	0	0.00829	0.69307	0	0	0
Healthy	11.2371	0	9.68713	1.56864	0.13061	0	0	0	0	0	0	1.56864	0	1.89421	0	0.85108	0	0	0	0
Healthy	5.19619	0	0	2.59458	0	0.53815	0	0	0	0	0	2.59458	0.53815	0.00923	0	0.01727	0	0.02723	0	0
Healthy	0	0.18221	0	0.76446	1.75451	2.66135	1.63507	0	0	0.36784	0.18221	0.76446	2.66135	0	1.63507	2.33099	0	0	0	0.36784
Healthy	0	0	0	6.56083	0.00361	0.06415	0	0	0	0.03527	0	6.56083	0.06415	0.40686	0	0	0	0	0	0.03527
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	5.13713	0	0	0	0	0.23518	0.65515	0.16683	0	0	0	0	0.23518	0.16013	0.65515	0.3639	0	0	0.16683	0
Healthy	9.30869	31.70153	0.38057	0	0.63831	0.58728	0.55686	0.57805	0	0	31.70153	0	0.58728	0.33328	0.55686	2.71352	0	0.7076	0.57805	0
Healthy	2.10119	0	0	5.53238	0.1733	0.22647	0.02994	0	1.5929	0.33982	0	5.53238	0.22647	0.01022	0.02994	0.11378	1.5929	0	0	0.33982
Healthy	6.30684	0	0	1.19771	0	0.14954	0	0	0	0	0	1.19771	0.14954	0	0	0.0601	0	0	0	0
Healthy	0.41844	38.7228	0	4.31896	0	1.16804	0.37579	0	0	0.5333	38.7228	4.31896	1.16804	0	0.37579	0.02428	0	0	0	0.5333
Healthy	0.61096	0	0	0.55469	0.01909	0.84296	0.53916	0.06321	0.25331	0	0	0.55469	0.84296	0.8605	0.53916	0.51448	0.25331	0.11077	0.06321	0
Healthy	5.86005	0	7.82143	4.53582	0	0	0.4838	0	0	0	0	4.53582	0	0	0.4838	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.16933	0	0	0	0.16416	0	0	0.16933	0.32065	0	0.07915	0	0	0	0.16416
Healthy	3.16814	30.07707	13.2033	0.03714	0.82961	0.0417	0.1198	0.01375	0.56068	0	30.07707	0.03714	0.0417	1.8241	0.1198	0.18905	0.56068	0.05133	0.01375	0
Healthy	5.23295	0	0	6.62671	0	0.01036	0.39318	0.07229	0.78394	0	0	6.62671	0.01036	1.80926	0.39318	0.3428	0.78394	0.39778	0.07229	0
Healthy	0.6242	0	0	3.92076	0	0.78633	0	0	0	0	0	3.92076	0.78633	0	0	0.05742	0	0	0	0
Healthy	0	0	0	1.46024	0	0.1033	0.00918	0.12668	0	0	0	1.46024	0.1033	2.70026	0.00918	0.01358	0	0.01039	0.12668	0
Healthy	0.08631	0.04024	0	2.77796	0	0.08041	0.00172	0	0	0.11933	0.04024	2.77796	0.08041	0.03786	0.00172	0.03857	0	0.0256	0	0.11933
Healthy	0	7.18036	0	0.63235	0.57294	1.53239	0	0	0.67714	0.02457	7.18036	0.63235	1.53239	1.84255	0	0	0.67714	0	0	0.02457
Healthy	0	0.86964	0	0.38255	0	0.87752	3.92496	1.32645	0	0	0.86964	0.38255	0.87752	1.411	3.92496	1.88381	0	1.53546	1.32645	0
Healthy	1.96529	0	5.72928	0.78488	0	0.76616	0.45301	0	0.05191	0	0	0.78488	0.76616	2.13056	0.45301	1.02528	0.05191	0.31036	0	0
Healthy	0.56933	0	0	18.443	0	0.34996	0	0	0	0	0	18.443	0.34996	0.04766	0	0	0	0.04936	0	0
Healthy	2.24633	0	0	3.52404	0	0.02613	0	0.32273	0	0	0	3.52404	0.02613	0.38429	0	0.07168	0	0.07272	0.32273	0
Healthy	0.86088	0	0	0	0	0.07273	0.00513	0.12455	0.21041	0	0	0	0.07273	0.08347	0.00513	0.13124	0.21041	0	0.12455	0
Healthy	23.2976	0	0	0	0	0.31411	0.37618	0.05374	0	0	0	0	0.31411	0.95253	0.37618	0.17071	0	0.48745	0.05374	0
Healthy	0.32827	19.931	0	0.83797	0	1.76085	0.19723	0.00177	0	0	19.931	0.83797	1.76085	0.37502	0.19723	0.49867	0	0.35357	0.00177	0
Healthy	24.0247	29.7199	0	2.68049	0	0.08675	0.23461	0.04992	0	0.21394	29.7199	2.68049	0.08675	0.16458	0.23461	0.12181	0	0.2903	0.04992	0.21394
Healthy	0.22942	0	0	0.38074	0	0.54932	0.17762	0	0.12908	0	0	0.38074	0.54932	0.26966	0.17762	0.27898	0.12908	0	0	0
Healthy	28.765	0	0	0.36665	0	0.24319	0.48997	0.03174	0.25253	0.03563	0	0.36665	0.24319	0.06442	0.48997	0.15343	0.25253	0.20111	0.03174	0.03563
Healthy	3.19337	0	0	0	0	0.22123	0	0	0	0	0	0	0.22123	0.01629	0	0.01708	0	0	0	0
Healthy	0.81669	19.9518	0	1.74754	0.5411	1.45019	1.63022	0.03776	0.47338	0.05846	19.9518	1.74754	1.45019	0.79101	1.63022	0.69953	0.47338	1.44398	0.03776	0.05846
Healthy	0.59429	6.34482	0	0.09551	0.04704	0.03383	0.49129	0.05175	0.16504	0	6.34482	0.09551	0.03383	0.15001	0.49129	0.22088	0.16504	0.22848	0.05175	0
Healthy	1.99799	67.2913	0	1.14264	0	0.15088	0.16115	0.02023	0.2248	0.06685	67.2913	1.14264	0.15088	0.18271	0.16115	0.09217	0.2248	0.21466	0.02023	0.06685
Healthy	0	0.00663	0	0	0	0.03536	0.08085	0.01679	0	0	0.00663	0	0.03536	1.4596	0.08085	0.13388	0	0.12548	0.01679	0
Healthy	0	31.6083	0	2.1258	0	0.09856	0.65023	0.41947	0	0	31.6083	2.1258	0.09856	0.04534	0.65023	0.4113	0	0.21718	0.41947	0
Healthy	1.77556	0	0	4.56603	0	2.30974	0.20109	0.26134	0	0	0	4.56603	2.30974	3.06418	0.20109	0.23716	0	0.25196	0.26134	0
Healthy	0	6.93176	18.4839	3.35924	1.61162	0.88013	0.16447	0.00367	0.84479	0.61643	6.93176	3.35924	0.88013	0.36465	0.16447	0.18167	0.84479	0.14201	0.00367	0.61643
Healthy	1.44047	0	0	6.44491	0	0.32305	0.05542	0	0	0	0	6.44491	0.32305	0.01385	0.05542	0.03178	0	0	0	0
Healthy	3.83622	0	0	0	0	0.68327	1.92741	2.04553	0	0.02711	0	0	0.68327	0	1.92741	2.07818	0	0	2.04553	0.02711
Healthy	4.03922	29.1817	0	3.03843	0	0.32823	0.55904	0.3369	0	0.01589	29.1817	3.03843	0.32823	0.02938	0.55904	0.14157	0	0.40081	0.3369	0.01589
Healthy	1.85904	0.08525	0	0.49377	0	3.74356	0.11616	0.02704	0.52542	0.04355	0.08525	0.49377	3.74356	0.05652	0.11616	0.24383	0.52542	0.17138	0.02704	0.04355
Healthy	6.45078	0	25.4542	0.35418	0.01598	3.33576	0.06917	0.81039	0	0.11197	0	0.35418	3.33576	0.16455	0.06917	0.25983	0	0.1821	0.81039	0.11197
Healthy	4.33653	0.00816	0	0	0	0.01468	0.53605	0.05914	0	0	0.00816	0	0.01468	0.95746	0.53605	0.26684	0	0.18762	0.05914	0
Healthy	0	0	0	0	0	1.27946	0	0	0	0	0	0	1.27946	8.74083	0	0.06409	0	0.37271	0	0
Healthy	0	0	0	2.59741	0	0.80994	0	0	0	0	0	2.59741	0.80994	2.47872	0	0	0	0	0	0
Healthy	3.28308	0	0	0	0	0.08047	0	0	0	0	0	0	0.08047	0.02723	0	0.00651	0	0.00189	0	0
Healthy	1.46111	0	0	0.12913	0	2.07064	8.73143	7.18447	0	0	0	0.12913	2.07064	0	8.73143	2.33399	0	0.50096	7.18447	0
Healthy	2.07168	0	0	5.77752	0.91062	0.02236	0.08246	0	0	0.02082	0	5.77752	0.02236	0.71474	0.08246	0.03981	0	0.0024	0	0.02082
Healthy	2.01439	43.75111	0	3.27392	0.12031	0.41097	0	0	0.34758	0	43.75111	3.27392	0.41097	0.43449	0	0	0.34758	0.03276	0	0
Healthy	2.4786	5.03124	0	5.60583	0	0.04624	0.32651	0.70348	0.05987	0	5.03124	5.60583	0.04624	1.05997	0.32651	0.84216	0.05987	0.00015	0.70348	0
Healthy	2.33817	0	0	0	0	0.10576	0.00894	0.11694	0	0	0	0	0.10576	0.09507	0.00894	0.16452	0	0.05965	0.11694	0
Healthy	1.35162	12.9605	0	1.81793	0	0.24264	0.47067	0.37184	0.86991	0.01994	12.9605	1.81793	0.24264	0.27379	0.47067	0.21083	0.86991	0.21714	0.37184	0.01994
Healthy	2.264	0	0	3.06729	0.05877	0.5483	1.01424	0	0	0	0	3.06729	0.5483	0.59295	1.01424	0.18477	0	0.14879	0	0
Healthy	28.9472	0	0	0	0	0.19021	1.62544	0.76951	0	0	0	0	0.19021	0.45588	1.62544	0.66643	0	0.18301	0.76951	0
Healthy	2.00408	37.7229	0	0.62881	0	0.32178	0.16062	0.12392	0	0.06112	37.7229	0.62881	0.32178	0.60873	0.16062	0.39148	0	0.1773	0.12392	0.06112
Healthy	11.6317	0	0	1.33003	0	0.40512	0.81154	1.15473	0	0	0	1.33003	0.40512	0.06206	0.81154	0.64041	0	0.64011	1.15473	0
Healthy	0	0	0	2.00146	0	0.02068	0.15197	0.03055	0	0.06802	0	2.00146	0.02068	0.01493	0.15197	0.4452	0	0.08212	0.03055	0.06802
Healthy	12.4661	0	0	2.01463	0	1.06306	0.61657	0.08444	0.42568	0	0	2.01463	1.06306	0.71234	0.61657	1.03191	0.42568	0.28816	0.08444	0
Healthy	0.24921	0	0	0	0	0.00724	0.02032	0	0	0	0	0	0.00724	0.25665	0.02032	0.03762	0	0	0	0
Healthy	9.39598	0	0	0	0	0.04063	0	1.01398	0	0	0	0	0.04063	0.3796	0	0.00136	0	0	1.01398	0
Healthy	0	0	0	0	0	0.00541	0	0	0	0	0	0	0.00541	0.08747	0	0.16476	0	0	0	0
Healthy	7.7191	0.07071	0	2.95125	0.04021	2.72221	0.11949	0.0223	0.25955	0	0.07071	2.95125	2.72221	0.23728	0.11949	0.18103	0.25955	0.06878	0.0223	0
Healthy	0.22592	0	0	1.87868	0	0.2222	0	0	0	0	0	1.87868	0.2222	0.03297	0	0	0	0	0	0
Healthy	0	0	0	2.59706	0	0.48006	0	0	0	0	0	2.59706	0.48006	2.49417	0	0	0	0	0	0
Healthy	1.86372	2.00536	0	0	0	2.83675	0	0	0.71226	0.09279	2.00536	0	2.83675	1.03582	0	0	0.71226	0	0	0.09279
Healthy	1.40185	0	0	0	0	0.1868	0.0108	0	0.27995	0	0	0	0.1868	0.0222	0.0108	0	0.27995	0.01556	0	0
