s	Agathobacter_rectalis	Bifidobacterium_adolescentis	Collinsella_sp003487125	Enterocloster_aldenensis	Anaerobutyricum_hallii_A	Bariatricus_comes	Holdemanella_biformis	Blautia_A_wexlerae	Dorea_formicigenerans	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Bacteroides_caccae	Alistipes_shahii	Odoribacter_splanchnicus	Alistipes_onderdonkii	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Bilophila_wadsworthia
Healthy	-0.109841761335578	-5	-1.44708854978349	-5	-5	-1.6944336864847	-5	-1.33847125986802	-5	-5	1.0719265386097	-1.39072582759541	0.131378035763099	-0.100650147031666	0.0180593997488588	-0.619517409025019	-5	-1.22489950112098	-5	-5
D009765	-0.860719267281476	-5	-5	-0.202843298060181	0.00305965879309879	-0.176656209179351	-5	-0.429912607685973	-0.864676491893323	-5	0.791715906123066	0.640983020695478	-5	-1.08555105930145	-5	-1.31184724440843	-5	-5	-5	-5
D009765	1.34182037068158	1.05112202425293	-5	0.308282617629278	-1.998266287191	0.581968990245202	-5	-0.392716583813902	-0.338670132168835	0.116826828136846	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.872420266857949	-0.0639690752272029	-0.175223537524454	0.318893546714187	-5	-0.493170382765443	-0.461941794091605	-1.54151323620179	-5	-0.683547373003344
Healthy	0.496281872803707	0.637219462231448	-5	-5	-0.328577208947337	-5	-5	-1.02374175074295	-5	-5	-1.11719095860756	-1.45062884766682	-5	-1.84771165561694	-5	-0.837734385701978	-1.43711261870612	-1.55284196865778	-2.94309514866353	-5
Healthy	-0.002735969310188	-5	-5	-5	-0.920493155175232	-5	-5	-2.31785492362617	-5	-5	1.39193512724077	1.23703852680183	-5	-5	-5	-5	-1.40274371707486	-0.759151341514639	-1.05408848318073	-5
Healthy	1.15795847067473	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.02525300922944	1.05732028002028	-5	-5	-5	-5	-0.0503124328063712	-1.37232696823338	0.272899345665486	-5
Healthy	0.239857320530141	0.265235394608082	0.58910475277915	0.33510671238707	-0.238681201803145	-0.306607252310162	1.05528695170825	-0.140033548984077	-0.0421964389548506	-0.549981960843793	-0.110395797681096	-5	-0.0555025226084908	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-0.220042948753094	-5	-5	-0.362730475581098	0.170695792874276	-5	0.209943735684952	-0.437219571692313	-5	-5	-5	-0.697690721630015	-1.03848398855105	-5	-1.28819277095881	-5
Healthy	0.397378537412831	-5	-0.973099191109745	-0.0994417145904625	-0.101719210506257	-0.202704753865973	-5	-0.177531158140587	-0.166247466282126	-0.526191989680166	0.448853120627996	-2.77728352885242	1.17022385969908	-5	-5	-1.45804652554176	-5	-5	-5	-5
Healthy	-0.253459207769288	-5	-5	0.318555812829703	-0.0397147767193684	-0.105395980338458	-5	-0.525201181199369	-5	-0.501951480646388	0.92336423626178	-0.193250388251677	-0.517312174147043	0.807798771718598	0.256724960111621	0.320694522432841	-5	-2.65169513695184	-5	-1.3763372926438
Healthy	-0.249661344861981	-0.744197014646302	-1.10690433390377	-0.297121612940501	-0.87834168750193	-0.557269447338628	-0.952880961279818	-0.922959301657539	-1.09119340059433	-0.660071792221486	-0.309741882333797	-1.13960209487269	-1.23254728190223	-0.192586753812181	-0.150844806062009	-5	-5	-5	-5	-1.49039429538844
Healthy	-1.21176090261783	-5	-0.503333221119951	-1.22767829327708	-2.74714696902011	-5	-1.14399654600278	-1.30900696790013	-1.77650405903761	-5	1.32987178484157	0.251779312820723	-5	-0.0877832592220495	-0.0994034933344006	-1.37386502136461	-2.62708799702989	-2.37571790416433	-2.2839966563652	-5
Healthy	-5	-5	-0.00269663757341117	-5	-0.817985013849265	-5	-0.744221113332982	-0.486915639534856	-1.11952940719622	-5	0.839861892064739	0.144785855131754	-5	-0.2411864781194	-5	0.660407235821101	-5	-5	-5	-5
Healthy	-2.5016894462104	-5	-5	1.0136380333221	0.646277242821849	0.753847231787178	-5	0.41107734099382	-5	-5	0.447153378162128	-1.7582045687048	-0.383188523627415	-5	-5	-5	-0.629043035583546	-5	-2.31336373073771	-5
D009765	1.09377563098957	0.765042361913395	-5	0.130893165404397	-0.0711332346035996	0.159597267987408	-5	-0.138758403506455	-0.678298030499262	-0.348964405478931	-0.0413119138960856	-1.76497684050478	-0.663180171208262	-0.584676017300308	-5	-0.295858066139913	-3.21467016498923	-1.45308735681876	-2.03105031901866	-1.56431486205837
Healthy	0.732155636837661	-0.414133366693622	-0.41999931041096	-0.407290420353183	-5	-1.67654163315053	-5	-0.623131178361331	-1.36572430537406	-5	1.40157129523721	-5	0.459193390491749	0.252884570774634	0.28780844577235	-0.443721627374162	-5	-1.74836177955179	-5	-1.03198428600636
Healthy	0.0979060101708048	0.249618991093808	-0.645833914968581	0.13384216993296	-0.506486184433355	-0.229103825062877	-0.721589398524184	-0.410843794106908	-0.864295029873275	-1.00283212855417	-0.375295162858697	-5	-5	-0.141595156094712	0.345828374307749	0.0186048102223613	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.05012229596312	-2.03763066432998	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.464786030293308	-5	-1.5704091977767	-5	-5	-5	-5	-0.917897115672906	-1.64685345378602	-1.63808338133136	-1.60015328728708	-0.758976780840857	0.471725788538257	0.608922707668188	-0.0795427294545266	-0.71962653384988	-5	-0.681352430996345	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3.88605664769316	-5	-5	-5	-5	-1.72607321989947	-5	-5	-5	-5
D009765	1.59133745867534	0.0519393299511641	0.276077892851571	-0.640904776347422	-0.729274593217545	-0.31744880895819	-1.23054882059796	-0.25788786837342	-0.73976160778987	-1.09919606518963	0.366191271713995	-5	-5	-5	-5	0.909335617005578	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.22448670431068	-0.218675544333012	-0.710477935741834	-0.674381727189971	-5	-1.7373116556983	-0.496686077184115	-0.229420427959381	-0.409961092796556	-5
Healthy	-1.34872198600186	-5	-0.935317433771488	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.17280525532865	-0.746516607912985	-0.00592932547653829	-5	-1.64454847987348	-1.497163361379
Healthy	0.48744100297473	-5	-0.243356285962926	-1.58352592089978	-5	-5	-5	-1.43285595480434	-0.726165681999441	-5	-5	-5	-5	-5	-0.100825402695233	-0.0421916528924436	-1.67080558491155	-5	-5	-1.94846160948467
Healthy	0.444904721918428	-0.567752461731399	-0.847619912952397	-0.236175332346068	-0.0423400453584815	-0.56792907273592	-5	-0.242429377406458	-0.782305539794622	-5	1.17631732286908	0.0488029180166065	-5	-0.646834195034242	-5	-0.44741694801827	-5	-5	-1.58402558862343	-0.677801386448108
Healthy	0.952953155520531	-1.77211329538633	-1.86138156610051	-0.32346184990518	-0.645469001949604	-0.816644729739487	-5	-0.751511774422557	-1.00248256058528	-1.16285365609094	0.712653068238053	-0.670480087814129	-1.41668784801692	-0.465073223024301	-5	-0.969278870639538	-5	-5	-5	-5
Healthy	0.542100583473231	0.553571144622965	-5	-1.37008096449646	-1.52287874528034	-1.84649001069916	-5	-1.51088563062108	-5	-5	0.416074390922394	-0.604865892522187	0.413484174317407	0.226414291644976	-0.111040263877426	0.0234417789904765	-5	-0.623806413115715	-5	-1.31659270086791
Healthy	-0.0990814763357739	-5	-0.873414072045662	-5	-5	-1.05325306496641	-5	-2.24718356881173	-1.2020403562628	-5	1.1902423083652	0.712419026640172	0.556696805868548	0.49663356302918	-0.824546173749517	-1.57267621364275	-5	-5	-5	-5
D009765	0.633031921804531	-1.20634928229283	0.254178153019149	0.0112108494802309	0.258452895874558	0.328008357504937	0.102632625994936	0.18309894010013	0.0904696802311605	-0.117629171431889	-0.654685094347686	-1.3449576586688	-5	-0.915674004983173	-5	-0.205191404794154	0.261973815600932	-5	-5	-5
Healthy	1.10952151459143	-5	-0.619770663061963	-1.07779372256098	-0.37333121254548	-0.704081208971108	-5	-0.523211832082725	-0.560999075920497	-0.952608297799556	0.266346959993183	-2.63827216398241	-0.334025227123071	-5	-0.167644394754991	-5	-1.94615357314775	-5	-1.91186391129945	-1.24703013497092
Healthy	-0.508988684951899	-5	-5	-0.521635548830319	-0.306616050553366	-0.300075597257523	0.421659855133561	-0.876050408918173	-0.775441041059158	-5	0.577514777773365	-0.37451263151479	-0.200873203600119	-5	-5	-5	-5	-1.31202537996544	-5	-5
Healthy	0.763721417584099	-2.1771783546969	-0.629264916284168	-0.509339346643863	-0.488945930531786	-0.20427983243943	-0.814287900129994	-0.36848520732334	-0.287139935335543	-0.631155493174179	0.917185053222242	0.185471324799272	0.522562898367725	0.501349608138651	-0.117242155473671	0.469412555673435	-5	-5	-5	-1.75870261289001
Healthy	0.544242967752208	0.0454168701462067	-0.758602958350354	-0.439890033974113	-0.738142614370102	-0.234622065352795	0.0268069104697785	-0.671579619651049	-0.651870448130786	-1.14351278713137	-0.0395530070426069	0.179304701540154	-0.848201277407138	-0.692354231183079	-5	-2.12726117252733	-5	-5	-5	-5
Healthy	1.08449084041063	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.4724732079805	-0.833658708016502	-0.613073193204431	-1.35773338109733	-5	-1.24680008580058	-5	-5	-5	-5	0.160078181020871	-5	0.298505938601893	0.365632101817243	0.0477420181806417	-0.21371008345758	-5	-5	-5	-5
Healthy	0.297889576928751	-5	-0.199152378124986	-0.426107728747112	-5	-1.30155146198467	-0.710009933945681	-5	-2.00436480540245	-5	0.670184602097339	-0.531076946435693	0.225606464936179	0.569514359510703	-0.0557049046058227	-2.1511952989482	-5	-5	-5	0.176233105419458
Healthy	0.894532048314841	1.54665628077908	-0.472228364416423	-0.539102157243452	0.14855021551678	-5	-0.0613001900303484	-0.632998369161559	-1.75721019052132	-0.702567795189831	0.827397708071147	-0.716811883546576	0.0771752465948376	-0.0522526797731903	-5	-0.402370621254234	-5	-1.23202827861838	-5	-5
Healthy	-0.383986859296895	-5	0.294538969906083	-5	0.478282163292439	-0.0971272145539207	-5	-0.505664487636136	-5	-5	-0.145845835969974	-2.46980030179692	-0.263930337628247	0.224460544652759	-0.623532542750406	-1.40793432956775	0.0180010710738352	-5	-2.23657200643706	-2.44855000202712
Healthy	0.912518041359844	-5	-5	-0.0458250527350543	-0.817670959383294	-0.0893755951107988	-5	-0.00254371467192206	-5	-5	1.19271823159813	-0.346961238770244	0.174205226940147	-0.159354510510606	-5	-1.03630659476198	-1.33989377827676	-5	-5	-2.06600683616876
Healthy	1.36809917704874	-5	-0.500725418107782	-0.38659163216393	-0.399179515082285	-0.286980127547159	-5	-0.894319537054191	-0.880777113076417	-5	0.910562510847628	0.663602939008734	0.370253952961034	0.0283434730167417	-5	-1.09044397075882	-5	-0.999088937868777	-5	-5
Healthy	-0.0141381024399063	-5	-5	-1.12627261935332	-5	-1.57397698431012	0.199126860359615	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	0.511706934774169	0.303656036254057	0.766005877240405	-0.581003068844252	-5	0.453339748402282	0.406276117250953	-0.22858891817962	0.561875026907443	-5	-0.657537839655754	0.198461885445639	-5	-0.760700520873107	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-0.769065961715635	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	0.387210019684898	-5	-5	0.935914163249872	0.982528114621385	-5	-5	-5	-5	0.0395806659430903	-5	-0.0360375458560627	-5
D009765	0.720490068450051	-5	-5	-0.203758799878191	-0.318062640092146	-0.0798244779899772	0.869939512167392	-5	-1.05163594401163	-5	0.248647494046575	0.0556343978618239	0.576375908073421	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-0.298000525110363	-1.17379557650075	-1.07966792846041	-5	-0.916139199133427	-0.867452157534419	-1.7321245806811	-5	1.02272975686692	0.211008347380972	-5	-0.0161843422446691	-5	-1.80051908513764	-1.82304101941309	-1.89414932561486	-1.63714069704132	-5
Healthy	0.315384597192658	-0.474812612212417	0.356274500903909	-0.71103573910386	-0.0642761447734687	-5	0.0760539505025898	-0.388967440075479	-0.0970294604153512	-5	0.133018081484735	-0.0532236089577739	-5	0.0113716460047827	-5	-0.2498774732166	-5	-5	-5	-5
Healthy	-1.60484840849546	-5	-5	-1.06378795567975	-0.568523655568442	-0.473596100263202	-5	-0.636388020107856	-0.754437983344038	-1.23113999915704	0.470363442308994	-0.428850405717116	-1.07017251876931	-0.151693854874717	-0.0701265803158797	-1.70885323826811	-1.7281583934635	-5	-5	-1.15620680167409
Healthy	-5	-1.24756739073853	0.0330657171185611	-1.29619293472567	-1.53194820854576	0.32703590355932	-5	-5	-5	-5	0.579209491453495	-0.310771079732679	-5	-0.739785461604827	-5	-0.641684359917804	-5	-1.63059858630338	-5	-2.12090412049993
Healthy	-0.892518681088757	0.548040368049151	0.635999165542835	0.494553905633412	0.591237176953195	-0.00533097817447063	0.0563139614325524	0.109494176922207	0.0231536515454869	-1.13537027545449	-0.504927676449595	-1.2503409679051	-0.140969839274539	-5	0.160471532452702	-0.838212881254477	-5	-5	-5	-5
D009765	0.591411903711863	0.790507533441529	0.722605133119632	0.178398461587324	0.193639321922583	-0.655804284128565	-5	-0.0147127739769701	-0.803298887566614	-5	0.855933869340431	-0.800436788232764	-5	-0.104909103065601	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	0.0780324667763721	-5	-5	-5	-5	-0.821713871222433	-5	-5	0.691080607611921	-0.088144883252855	-5	0.0103593287799598	-5	-5	-1.0951222330366	-2.1511952989482	-1.70136521687556	-1.15490195998574
Healthy	-0.471533245943799	-0.873414072045662	-0.547186591322146	-1.38594689401278	-5	-1.02484402159331	-5	-5	-5	-1.66958622665081	0.192361128392462	-5	0.285851989203418	0.334133944436223	0.0301745286118653	-0.327421911652168	-5	-5	-5	-5
D009765	1.41598291053307	0.491563383785375	0.208701962420118	-0.272296116314646	-0.824488186636552	0.186741676568568	0.0705144049657339	-0.927934008585254	-0.355719006281656	-0.561821693478177	-1.98171569157347	-5	-5	-2.01099538430146	-5	-5	-5	-5	-5	-5
Healthy	0.13049137270644	0.138905554069005	-0.100228727697298	-0.574221313139017	-0.314733110744987	-0.433020714385395	-0.390747185114997	-0.683316905800553	-0.640278321516789	-0.642636969384857	0.197288830322682	0.142855425557114	0.261926296933798	0.397462021800941	-0.204175575907652	-1.56066730616974	-5	-5	-5	-2.90308998699194
Healthy	-0.0904760626697648	-5	-5	-1.96940027803405	-5	-5	-5	-5	-2.19517932127884	-5	1.39010474070581	0.21127008802261	-5	0.263638435309081	-0.2197619196192	-5	-5	-0.933040802132878	-5	-5
Healthy	0.508300728187253	0.638236593807721	-0.167491087293764	-1.1049091030656	-1.1486193320344	-1.15329185454399	-5	-1.08841629901892	-1.91865269219587	-1.60607399341416	1.24924508740993	-1.32569011105852	-0.0217281583893649	-0.110866444033276	-5	0.0640796887991829	-1.14333151638846	-0.55695617135166	-5	-0.960942981966556
Healthy	-0.164893106573855	-0.729158188466814	-1.23143589048643	-0.331232146717607	-0.435215615496013	-0.101927847555937	0.117271295655764	-0.589020424105431	-0.440368634988914	-0.754734160542539	0.666258636817446	-0.122150847543216	-0.133653577250398	-0.993576747492357	0.158474067315925	-0.798602875679548	-5	-2.30803489723264	-5	-5
Healthy	0.989176517744802	0.491099637147562	0.233549419743861	-0.177400456778729	0.317595381192662	0.37635792982724	-5	-0.271094568022853	-5	-5	0.367085567796325	-0.733885950468324	-1.48744900709579	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-0.0972630207034069	0.00611504185050364	-0.153823767472665	0.0496443525693	-0.363933563700505	-0.367401003133042	-1.29490638945213	-0.81386332830822	-5	-0.737905035325937	-5	-5	-0.339504493617641	-5	-5	-5	-5
Healthy	0.708114831421749	-0.145821531957101	-0.717106113344668	-5	-5	-0.677780705266081	-5	-5	-1.76573587562121	-5	1.37558333063445	0.92985810740622	-0.617118832818565	0.0601461248917508	-5	-0.377216274572791	-1.89177334362507	-5	-5	-1.29713882942707
D009765	0.143564350459821	0.774508206759916	0.524690745157523	0.459507078128613	0.0364172849239913	0.0895059420655807	0.000455769968616785	-0.105739335553012	-0.0654662006441461	-0.718625697644953	0.0108848422887509	-1.26488036591813	0.0280626515313497	-0.0434234092716701	-5	-1.44611697335613	-5	-5	-5	-5
D009765	0.954199077819517	-5	-5	-0.830296183005428	-1.27564219577357	-0.621202513953962	-5	-0.707500260314419	-5	-5	1.23159980827766	-0.176532291816822	-1.54561253285304	-0.556549250116459	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.0890816433204048	1.15404063877885	-5	-5	-5	-5	-0.213887716280173	-5	-1.46382046786277	-5
Healthy	1.10788836394591	-0.70880881143754	-0.915245036820645	-0.841456589559329	-0.77383847657688	-0.57456360459099	-0.843390281834301	-0.491847506685055	-0.988514140000594	-0.805957672113576	0.7968468957958	-1.21424320003736	-0.899491605498038	-0.163479673099451	-0.0359762071599665	-0.477399292169558	-5	-1.84345084866822	-5	-0.970291637485105
Healthy	0.980282958120641	-5	-5	-5	-5	-5	-5	-5	-2.87942606879415	-5	1.08235121782262	0.771489735252793	-5	-5	-5	-5	-0.365694063078727	-1.75646589816794	-0.397018112066593	-5
D009765	1.20752153848221	-0.677140076616739	-0.556111453222628	-0.0930995581510102	-0.409135882850988	-0.168168603952603	-5	-0.455126156765199	-0.627382533821042	-0.813495701506861	0.749678354252797	-0.596467695150566	0.24639516503584	0.13117901541963	-0.120073044329906	-0.564761011403935	-5	-1.25157937753243	-5	-1.40671393297954
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.674229899314929	-5	-0.437838038538144	-5	-1.19395576425191	-5	-0.460585133050118	-0.198575707793503	-2.36552272983927
Healthy	1.34878971676183	-0.483954061479712	-5	-1.09859617317475	-0.0809533035405563	-1.28785558578511	-5	-0.0531156206822775	-0.0483759608124702	-5	0.600836817201567	-0.0624971530867353	-5	-5	-5	-0.209947178785253	-5	-5	-5	-5
D009765	0.843081963873909	-0.176076059014814	0.729111309840761	0.423155727991133	-0.210419287835575	0.0975453551724926	-5	-0.004794925994515	-0.102735888656551	-5	1.02101596030346	-1.31175820402229	-5	0.303578327556573	-5	-5	-5	-5	-5	-5
Healthy	0.875100637639787	-0.34802457299854	-0.802250932377387	-0.436803791284812	-0.980011840408715	-0.392898990610628	-0.991783198410309	-0.58279411323567	-1.02227639471115	-0.785288578994616	-0.0286452801528326	-0.628101305221259	-0.288800364768021	0.188261772966974	-0.405828520885088	-1.83564714421556	-5	-2.02365002099673	-5	-1.86012091359876
Healthy	0.337834489319356	-0.914424030281496	-1.01224438326148	-5	-5	-1.25049557612386	-5	-1.80079352083834	-1.95703092660682	-5	1.04682709909109	-1.04769199033787	0.127820470159487	-0.0585332910680826	0.0312185451439611	-0.284782437598928	-5	-5	-5	-5
Healthy	1.07561301292506	-5	-5	0.320854294415898	-5	0.0829073863347106	-5	-0.0766678876057536	-5	-0.304465791064293	0.877886548858567	0.23618444288015	-0.115595507059153	-0.806346775092801	-5	0.0442496112193457	-5	-5	-5	-5
Healthy	-5	-5	0.119206384805907	-5	-5	-5	-5	-5	-5	-5	-5	-0.446736102130203	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.02204787879854	-5	-5	-5	-5	-0.671253542127028	-5	-1.59998036493484	-5	-5	-5	1.45399234948942	-5	-5	-5	-5	-1.05286048235717	-5	-0.802912504550111	-5
D009765	0.823888762938653	0.211507654654877	-0.489669509176314	-0.358397008432447	-0.620476936169446	-0.24513968220698	-0.63546776507204	-1.1526124489726	-0.888939217930179	-0.759500673492489	0.783997142511151	-0.986825590121133	-5	-0.138387936822672	0.227909832106362	-1.35654732351381	-5	-1.96497071779763	-5	-5
Healthy	1.26359606905271	-5	0.557355593438597	-5	-1.4279420100737	-1.29005198348924	-5	-2.06600683616876	-5	-5	0.646429214541771	-0.894013204478527	-0.681248186142888	-0.243295444427843	-5	-1.31984585826563	0.101444611728884	-3.24412514432751	-2.07262963696098	-2.13906337929991
Healthy	-5	-1.70465285166638	-5	-5	-5	-5	-5	-5	-5	-5	-0.765963845084153	-2.11125903931711	-0.948693089182026	-5	-5	-5	-5	-5	-5	-5
Healthy	0.240089751352472	1.02448197330695	-0.105949913325857	0.0881219074247119	-5	-0.507141870802887	0.0735093989447644	-5	-5	-5	0.926536909378548	-0.610125441609014	-5	0.415056858110851	-5	-0.225541430732733	-5	-5	-5	-5
Healthy	1.11479807081461	-0.233966582604102	-0.379780635131127	0.708407301660155	-0.577672851511073	-0.810032701648728	0.218727140663925	-0.458183705956146	-0.34005529138128	-0.0657541189769288	0.218362172954431	-0.0305468107495619	-0.337110011846725	-0.427918742843672	-5	-0.667379780434359	-5	-1.15770286567193	-5	-5
Healthy	0.901874434387825	-5	-2.36251027048749	-0.332631112242141	-0.762984371254838	-0.498352030893185	-0.13499083395651	-0.721246399047171	-0.85949195696182	-2.05109823902979	0.11736079750903	0.493743768767033	0.426589329759879	-2.73048705578208	-5	-5	-5	-5	-5	-5
Healthy	1.01926213902904	-0.876344325561878	-5	-0.558839225964884	0.405701438151165	0.135609636028679	0.269358812376748	-0.219200406320111	-0.860183859389424	-0.901806374136712	0.729037561667497	-0.383178028986397	0.611841156777954	-0.924708581116698	-5	-5	-5	-5	-5	-5
D009765	1.28040102000955	-0.474178047843337	-0.452557601629974	0.26414225315432	-0.303914583690175	-5	-5	-0.323406975481246	-0.830208046123968	-5	0.62808430616826	-0.615091302169721	0.35822618371521	-0.216067849661704	-5	-1.41521662100349	-5	-5	-5	-5
Healthy	0.161251176283234	-0.125332675551212	-0.191964671555741	-0.188485316996634	-5	-1.11283297910523	-1.20065945054642	-1.536704390038	-1.26672246606742	-5	0.876054949616962	-0.548889318102525	0.162397108203622	0.615964773253728	0.381113274907835	-1.39415646094191	-5	-5	-5	0.0853084206935297
Healthy	0.643187083437237	-5	-5	-0.478103871023895	-0.220547816595938	-0.552826458417537	-5	-0.529883646848996	-0.831443593136275	-1.03231164954669	0.691077069549718	-0.21714055307202	0.11831764526972	-1.01112903393535	-0.356715151532503	-2.44733178388781	-5	-2.85698519974591	-5	-5
D009765	0.799210931124491	-0.392330563311757	0.18208923770464	0.141023108653231	0.636788689034375	0.389470869843724	0.104391501374647	0.423548954870493	-0.0948790140677215	-0.149942206591917	-0.132414673452964	-1.28291227507298	-5	-1.60554831917378	-5	-0.402842531407985	-5	-5	-5	-5
