group	Bacteroidaceae	Enterobacteriaceae	Streptococcaceae	Lactobacillaceae	Veillonellaceae	Erysipelatoclostridiaceae	Micrococcaceae		Enterobacteriaceae	Burkholderiaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	36.63174	0	0	0	0	0	0		0	0.82936	0	10.4674	2.97139	0	0	0	0	0
Healthy	35.66659	0	0.13186	0	0.02277	0	0		0	0	0.13186	0	0.86816	0	0.02277	0.4633	0	0
Healthy	31.99482	0	7.84997	0.62216	0	0.01564	0		0	0.0688	7.84997	3.28395	0.66128	0.01564	0	0	0.62216	0
Healthy	22.13223	0.17601	7.3772	6.91246	0.30902	0	0.04286		0.17601	0.02359	7.3772	0	0	0	0.30902	0.06957	6.91246	0.00914
Healthy	49.73581	1.07164	0	0	0	0	0		1.07164	0.21909	0	0	0.34375	0	0	0	0	0
Healthy	10.71603	0.199	0.16327	0	0.10557	0	0		0.199	0.03236	0.16327	0	0.1783	0	0.10557	1.30157	0	0.7303
Healthy	10.23407	0	0	0.03451	0	1.03348	0		0	0	0	0	0	1.03348	0	0	0.03451	0
Healthy	23.00345	2.26417	8.42778	0	0	0	0.6548		2.26417	0	8.42778	1.48313	3.29173	0	0	0	0	0
Healthy	73.63874	0.49002	0.00285	0	0	0.03449	0		0.49002	1.46097	0.00285	0	0.716	0.03449	0	0.01412	0	0
Healthy	49.07497	0	0	0	0	0	0		0	0	0	0	4.86269	0	0	0	0	0
Healthy	13.6263	0.12224	0	0	0	0	0		0.12224	0.10551	0	0	0	0	0	0	0	0
Healthy	0.08708	0.05997	6.76795	0	0.00384	0	0.06864		0.05997	0	6.76795	0	0	0	0.00384	0.03974	0	0
Healthy	11.04415	0.37326	0.12448	0	0	0	0		0.37326	0.09326	0.12448	0	3.05684	0	0	0.08778	0	0.72884
Healthy	30.46151	0.24768	0.17218	0.04576	0.10926	0	0.03606		0.24768	0.69499	0.17218	0	0.03629	0	0.10926	0.02794	0.04576	0.09638
Healthy	16.24376	0	0.40843	0	0	0	0		0	0	0.40843	0	0	0	0	0.03494	0	0
Healthy	41.78209	1.25009	0	0	0.00129	0	0		1.25009	0.0499	0	0	0.0524	0	0.00129	0.05258	0	0.1235
Healthy	38.4079	0.01346	0.09486	0	0.07158	0.00737	0.00064		0.01346	0.35921	0.09486	0	0.04965	0.00737	0.07158	0.13994	0	0.11396
Healthy	18.71812	0.02953	1.08709	0.19816	0	0.04789	0		0.02953	0.06682	1.08709	0	0.01132	0.04789	0	0	0.19816	0.07046
Healthy	5.7774	22.9827	0.052	6.13596	0	0	0		22.9827	0.28985	0.052	0.03189	0	0	0	0.00481	6.13596	0
Healthy	21.61554	0.03113	0.10975	0	0	0	0		0.03113	0.09245	0.10975	0	0.67343	0	0	0.01226	0	0.02141
Healthy	62.20414	0	0	0	0	0	0		0	0.03641	0	0	0	0	0	0	0	0
Healthy	41.8523	0.08494	0.00268	0	0	0	0		0.08494	0.01766	0.00268	0	0.00996	0	0	0.00908	0	0.03076
Healthy	11.66254	0	0.05448	0.43582	0	0	0		0	0	0.05448	9.77338	1.5796	0	0	0	0.43582	0
Healthy	22.44762	0.02279	0.25593	0.01289	0	2.54666	0		0.02279	0.04709	0.25593	0	0.09218	2.54666	0	0	0.01289	0.04359
Healthy	24.66887	0	0.44908	0	0.04891	0	0		0	5.85099	0.44908	0.84447	0.03829	0	0.04891	2.1791	0	0
Healthy	29.22655	0	2.99903	0	0.17018	0	0		0	0.03747	2.99903	0	0.42559	0	0.17018	0.01748	0	0.09663
Healthy	48.23655	0	0.11226	0	0	0	0		0	0.55204	0.11226	0	0.16815	0	0	0	0	0
Healthy	19.35887	0.06668	0.85461	0.00368	0	5.98225	0		0.06668	0.06492	0.85461	4.11684	9.20237	5.98225	0	0	0.00368	0.17428
Healthy	34.38823	0.22896	0.03919	0	0.13528	0	0		0.22896	0	0.03919	0	0	0	0.13528	0.22418	0	0
Healthy	49.4338	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	55.20952	0	0.58068	0	0	0	0		0	6.04214	0.58068	0	0	0	0	0	0	0
Healthy	62.65449	0	0	0	0	0	0		0	0.24438	0	0	0.00818	0	0	0	0	0
Healthy	37.56649	0.0787	0	0	0	0.04691	0		0.0787	0.34962	0	0	0	0.04691	0	0.01841	0	0
Healthy	9.6808	0.49882	0.28523	0	0.31793	0	0.01005		0.49882	0	0.28523	0	0.21008	0	0.31793	0	0	0
Healthy	5.49265	39.45582	0.3206	0.07195	0.11584	3.3189	0		39.45582	0.62589	0.3206	0	0.23457	3.3189	0.11584	0.07814	0.07195	0.19935
Healthy	18.14385	0	0.02928	0	0	0	0		0	0	0.02928	1.53777	1.37327	0	0	0	0	0
Healthy	40.97356	0	0.00501	0	0	0	0		0	0.01775	0.00501	0	0	0	0	0.04967	0	0
Healthy	18.98348	0	0	0	0.00321	0	0		0	0.003	0	0	0	0	0.00321	0	0	0
Healthy	10.17921	0	0.06909	0	0	0	0		0	0	0.06909	0.81248	0.01721	0	0	0	0	0
Healthy	54.01305	0.45621	0.06685	0	0.1539	0	0		0.45621	0.19577	0.06685	0	0	0	0.1539	0.10996	0	0
Healthy	5.15364	0	0.20074	0.18967	0	0	0		0	0.05413	0.20074	0	0.29611	0	0	0	0.18967	0
Healthy	23.53992	0	0.01177	0	0	0	0		0	0.12954	0.01177	0	0	0	0	0	0	0
Healthy	60.49111	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	11.19018	0.14638	0.00625	0	0	0	0		0.14638	1.73015	0.00625	0	0.01373	0	0	0.00806	0	0.00585
Healthy	12.79418	0	0.36691	0.35994	0.00354	1.979	0		0	0	0.36691	0	0.00051	1.979	0.00354	0	0.35994	0
Healthy	27.68799	0.06778	0.41762	0	0	0	0		0.06778	0.44904	0.41762	0	0.83436	0	0	0.02187	0	0
Healthy	63.56819	0	0	0	0	0	0		0	0.29186	0	0	0	0	0	0	0	0
Healthy	8.93194	0	0.22564	0.05913	0	0	0		0	0.15947	0.22564	0	0.08649	0	0	0	0.05913	0.02876
Healthy	3.34927	15.20499	1.48226	0.01168	0.01062	0.80726	0		15.20499	0.02173	1.48226	0	0.07673	0.80726	0.01062	0	0.01168	0.08778
Healthy	20.7861	1.76217	0.89605	0.0058	0.873	0.08862	0.01292		1.76217	0.05485	0.89605	0.20651	0.31491	0.08862	0.873	0.06386	0.0058	0
Healthy	4.70662	0.02017	0	0	0	0.08184	0		0.02017	0.01227	0	9.11108	0.98424	0.08184	0	0	0	0.00449
Healthy	46.47109	0.11397	0	0	0	0	0		0.11397	0.2765	0	0	0	0	0	0	0	0
Healthy	38.78031	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	0	64.1016	0.24208	0	26.2149	0	0		64.1016	0	0.24208	0	0	0	26.2149	0.0069	0	0
Healthy	8.71197	0.32461	0.7381	0	0.0599	0	0		0.32461	0.16505	0.7381	0	0.00724	0	0.0599	0.0418	0	0
Healthy	15.00484	0.0011	0.18346	0	0.02606	0.1133	0		0.0011	0.68787	0.18346	2.10345	0.07794	0.1133	0.02606	0.08152	0	0.23946
Healthy	55.46715	0.17471	0	0	0	0.52613	0		0.17471	0.0466	0	0	0	0.52613	0	0	0	0
Healthy	16.57932	0.02813	0.04093	0.024	0	0	0		0.02813	0.09442	0.04093	3.12644	0.12339	0	0	0	0.024	0
Healthy	42.59094	0.05512	0.05439	0	0.00193	0	0		0.05512	0.03351	0.05439	2.89996	0.02557	0	0.00193	0.14442	0	0.12472
Healthy	31.51518	0.86796	0	0	0	0	0		0.86796	3.29607	0	1.57201	0	0	0	0	0	0
Healthy	48.26498	0	0	0	0	0	0		0	0.08676	0	0	0.54766	0	0	0.07228	0	0.80352
Healthy	20.99078	0.34944	3.0403	0.00571	0.20105	0	0		0.34944	0.71372	3.0403	0	0.0271	0	0.20105	2.348	0.00571	0.16315
Healthy	0.25511	0.02269	0.62491	0	0	0	0		0.02269	0	0.62491	0	0	0	0	0	0	0
Healthy	32.1362	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	24.62845	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	78.17398	0.00724	0.01624	0	0.01323	0	0		0.00724	0.00465	0.01624	0	0	0	0.01323	0.04622	0	0.00171
Healthy	7.98446	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	48.36602	0	0	0	0	0.00312	0		0	0.66392	0	0	0.00204	0.00312	0	0.00193	0	0
Healthy	27.9883	0	0.04975	0	0	0	0		0	0.02764	0.04975	0	0	0	0	0	0	0
Healthy	15.33673	0.45166	0.08361	0	0	0	0		0.45166	0.05766	0.08361	0.0772	0.44679	0	0	0	0	0
Healthy	61.00508	0.83784	0.00321	0.01293	0.8811	0.0167	0.00295		0.83784	2.4723	0.00321	0	0.41495	0.0167	0.8811	0.11673	0.01293	0.03323
Healthy	92.23703	4.7802	0	0	0	0	0		4.7802	0	0	0	0	0	0	0	0	0
Healthy	35.44909	1.89855	0	0	0	0	0		1.89855	0.25344	0	0	0	0	0	0	0	0
Healthy	19.48455	0.20269	0.00309	0	0	0.01823	0		0.20269	0.03209	0.00309	0	0	0.01823	0	0	0	0
Healthy	20.49155	0	0	0	0	7.6211	0		0	0.05391	0	0	2.24055	7.6211	0	0	0	0
Healthy	19.66284	0	0	0	0	0	0		0	1.04495	0	0	0.07472	0	0	0	0	0
Healthy	25.08572	0	0.00574	0	0	0	0		0	0.03758	0.00574	0	0	0	0	0.01651	0	0.50499
Healthy	19.5748	0	0	0	0	0	0		0	1.1305	0	0	0.05916	0	0	0	0	0
Healthy	52.67305	0.07345	0	0	0	0	0		0.07345	0.16779	0	0	0.02311	0	0	0	0	0
Healthy	41.57566	0	0.41515	0	0	0	0.03263		0	0	0.41515	0	0.0884	0	0	0	0	0
Healthy	22.96139	8.44249	0.06425	0	0	0	0		8.44249	0.02508	0.06425	0	0.63692	0	0	0	0	0
Healthy	20.63703	0.85535	0	0	0	0	0		0.85535	0.78518	0	1.51366	0	0	0	0	0	0.39002
Healthy	10.05144	0.01393	1.04227	0.01002	0.02653	0	0		0.01393	1.36842	1.04227	0.37257	0.00764	0	0.02653	0.09157	0.01002	0
Healthy	63.35315	0.11128	0.34813	0	0.05668	0	0.00473		0.11128	0.13982	0.34813	0	0.01282	0	0.05668	0.82508	0	0.06701
Healthy	45.27429	0	0	0	0	0	0		0	0.35837	0	5.67807	2.60916	0	0	0	0	0.20923
Healthy	44.95819	0	0.03509	0	0	0	0		0	0.02538	0.03509	0	0.02174	0	0	0	0	0
Healthy	12.74763	0.27974	4.25328	0.19118	0	0	0		0.27974	0.04878	4.25328	0	2.46128	0	0	0	0.19118	0.00988
Healthy	23.71644	9.24227	0.00984	0	0	0.31655	0.00943		9.24227	0.18456	0.00984	0	0.00492	0.31655	0	0.00066	0	0.1621
Healthy	42.70307	0.09412	0.02895	0	0.09972	0	0		0.09412	1.57033	0.02895	0	1.08905	0	0.09972	0	0	0
Healthy	55.09743	0.26577	0.0072	0	0	0	0		0.26577	0.29357	0.0072	3.59974	0.00797	0	0	0	0	0
Healthy	28.42015	0.16894	0.02182	0	0	0	0		0.16894	0.44869	0.02182	0	0.64678	0	0	0	0	0
Healthy	85.76701	0.50431	0.22118	0	0.02426	0	0		0.50431	0.12559	0.22118	0	0.0216	0	0.02426	0	0	0
Healthy	46.31599	2.7113	0.06968	0	0	0.0218	0		2.7113	0.09109	0.06968	0	0	0.0218	0	0	0	0
Healthy	8.06714	0	5.24183	0.15422	0.04421	0.19352	0		0	0.00529	5.24183	0	0.03688	0.19352	0.04421	0	0.15422	0.22335
Healthy	54.64931	0.09102	0	0	0	0	0		0.09102	0.26517	0	0	0.01914	0	0	0	0	0
Healthy	18.01873	0	0	0	0	0	0		0	0	0	1.0375	0.58038	0	0	0	0	0
Healthy	50.44765	1.05461	0	0	0	0	0		1.05461	0.29922	0	0	0.30796	0	0	0	0	0
Healthy	17.39672	0.23061	0.0972	0	0.02116	0	0		0.23061	0.00556	0.0972	0	0.06007	0	0.02116	0	0	0.00111
Healthy	30.902	0	3.18989	0	0.03773	0	0.05125		0	3.78623	3.18989	0	0.00777	0	0.03773	2.16006	0	0.0561
Healthy	64.47198	1.35434	0.25922	0	0	0.01686	0		1.35434	0	0.25922	0	1.45169	0.01686	0	0.03576	0	0.08241
Healthy	54.58879	0.06567	0	0	0	0	0		0.06567	0.25451	0	0	0.00759	0	0	0	0	0
Healthy	54.1138	0.06423	0	0	0	0.45795	0		0.06423	0.0309	0	0	0	0.45795	0	0	0	0
Healthy	39.55514	0	0.79898	0	0	0	0		0	0	0.79898	0.46187	0.63719	0	0	0.91966	0	0.3595
Healthy	27.25262	0	0	0	0.45553	0	0		0	0.45707	0	0	0	0	0.45553	0	0	0
Healthy	7.35251	0.07982	3.92209	0.45944	0.00111	0	0.00417		0.07982	0.20182	3.92209	0	0.03386	0	0.00111	0	0.45944	0.19699
Healthy	8.99422	10.5558	0	0	0	0	0		10.5558	0.30039	0	0	0.15544	0	0	0	0	0
Healthy	24.64582	0.64566	0	0	0.00609	0.34756	0		0.64566	0.74605	0	0	0.25868	0.34756	0.00609	0.09412	0	0.00715
Healthy	40.4185	0	0.36713	0	0.11838	0	0		0	2.3087	0.36713	0.2403	0.04078	0	0.11838	0.75647	0	0
Healthy	48.0867	0.41483	0.03666	0	0.04963	0.00849	0		0.41483	0.04616	0.03666	0	0.04801	0.00849	0.04963	0.29528	0	0.18428
Healthy	21.30606	0	0.10733	0	0	0	0		0	0	0.10733	2.589	0.24461	0	0	0	0	0
Healthy	31.42897	0	0	0	0	0	0		0	3.11276	0	0	0.07602	0	0	0	0	0
Healthy	26.52604	0	0.0173	0	0	0	0		0	5.74877	0.0173	1.11523	0	0	0	0.48923	0	0
Healthy	64.29251	0	0	0	0	0	0		0	0.77799	0	0	0.00129	0	0	0.06918	0	0
Healthy	7.44438	0.75057	0.78396	0.18254	0	0.0083	0		0.75057	0.07271	0.78396	0	0.02233	0.0083	0	0	0.18254	0.15967
Healthy	12.34935	0.31592	0	0	0	0.98625	0		0.31592	0	0	0	1.08547	0.98625	0	0	0	0.4262
Healthy	15.33509	0.44133	0.07088	0	0	0	0		0.44133	0.0368	0.07088	0.05697	0.54003	0	0	0	0	0
Healthy	77.75445	0	0	0	0	0	0		0	0.06033	0	0	0	0	0	0	0	0
Healthy	49.13067	0	0.07214	0	0	0	0		0	0.09105	0.07214	0	0	0	0	0.08575	0	0
Healthy	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
D014376	47.95619	2.65958	0.04489	0	0.00351	0	0		2.65958	0.00465	0.04489	0	0.16266	0	0.00351	0.77929	0	0.00917
Healthy	16.91623	12.8824	0	0.02736	0.02826	0	0		12.8824	0.94112	0	0.00343	0.46944	0	0.02826	0	0.02736	0
Healthy	37.95172	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	32.17151	0	0.13581	0	0	0	0		0	0.84802	0.13581	0	0.50488	0	0	0	0	0
Healthy	47.97273	0.05833	0.17814	0	0.08221	0.04268	0		0.05833	0.00263	0.17814	0	0.03163	0.04268	0.08221	1.51351	0	0.02403
Healthy	21.33657	0	1.90487	0	0.07227	0	0		0	1.01535	1.90487	2.52787	0.24573	0	0.07227	1.41592	0	0
Healthy	16.60376	0.00891	0.00714	0	0.00511	0	0		0.00891	0.02177	0.00714	0	0.00359	0	0.00511	0	0	0
Healthy	3.21568	15.69949	1.47288	0.01165	0.00923	2.40798	0.00389		15.69949	0.02736	1.47288	0	0.0691	2.40798	0.00923	0	0.01165	0.08193
Healthy	20.1324	0.25258	0.1933	0	0.02153	1.69141	0		0.25258	0.90539	0.1933	11.3824	1.82914	1.69141	0.02153	0.20925	0	0.35991
Healthy	29.87602	0	0	0	0.01505	0	0		0	0.28073	0	0	0.19751	0	0.01505	0	0	0
Healthy	24.85947	0	0	0	0.02504	0	0		0	0	0	1.86364	6.09948	0	0.02504	0	0	0
Healthy	16.09894	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
D014376	18.71336	0.0483	0.29836	0.14776	0	0	0.00309		0.0483	2.79114	0.29836	2.6667	0.01053	0	0	0	0.14776	0
Healthy	38.0037	0	0	0	0	0	0		0	0.04496	0	0	0.44993	0	0	0.06424	0	0.29712
Healthy	23.0419	0	0	0	0	0	0		0	1.14509	0	0	0.27834	0	0	0	0	0
D014376	73.08119	0.12649	0.06741	0	0	0	0		0.12649	0.10395	0.06741	0	0.03569	0	0	0	0	0
Healthy	23.39922	0	1.50373	0.06363	0.10558	0.32378	0		0	0	1.50373	2.71736	1.91668	0.32378	0.10558	0.18245	0.06363	0
Healthy	41.11869	0	0	0	0	0.7817	0		0	0	0	2.56206	0.99592	0.7817	0	0	0	0
Healthy	67.14626	1.16767	0	0	0.89451	0	0		1.16767	0	0	0	0	0	0.89451	0	0	0
Healthy	21.92394	0	0.28609	0.0005	0	0.85965	0		0	0.08956	0.28609	3.52234	3.40634	0.85965	0	0.01245	0.0005	0.00299
Healthy	85.69532	0.35884	0.23984	0	0.01425	0	0		0.35884	0.08192	0.23984	0	0.0329	0	0.01425	0	0	0
Healthy	34.66937	0.16451	0.2488	0	0	0	0		0.16451	0.08956	0.2488	0	0.00981	0	0	0	0	0
Healthy	23.32263	0	0.02661	0	0	0	0		0	0.13231	0.02661	0	0	0	0	0	0	0
Healthy	8.18515	0	5.24658	0	0	0	0		0	0.27376	5.24658	0	0.1098	0	0	0.01303	0	0.14282
Healthy	67.13676	0.00608	0.15621	0.01315	0	0.60284	0.01084		0.00608	0	0.15621	0	0.82935	0.60284	0	0	0.01315	0.13293
Healthy	0.43813	80.18885	0.36095	0	0.04837	0.02252	0.00023		80.18885	0.01465	0.36095	0	0.54115	0.02252	0.04837	0.05287	0	0.0106
Healthy	67.1886	0.95903	0	0	0.83326	0	0		0.95903	0	0	0	0	0	0.83326	0	0	0
Healthy	4.73998	0.01684	0	0	0	0.0721	0		0.01684	0.04409	0	10.17461	0.8583	0.0721	0	0	0	0.00744
Healthy	23.91484	0	0.02263	0	0	0	0		0	0.0823	0.02263	0	0	0	0	0	0	0
Healthy	56.15529	0	0	0	1.51662	0	0		0	0.0795	0	2.31983	1.52302	0	1.51662	3.22162	0	0.24166
Healthy	55.14266	0	0	0	0	0	0		0	0.00619	0	2.31731	1.326	0	0	0	0	0
Healthy	26.8547	0.02795	0.03198	0.13487	0.0141	0	0		0.02795	0	0.03198	0	0.00285	0	0.0141	0.02809	0.13487	0
D014376	92.83067	0.87799	0.05112	0.06872	0.00828	0	0		0.87799	0.01044	0.05112	0	0.00955	0	0.00828	0	0.06872	0
Healthy	35.59778	0	0.08637	0	0	0	0		0	5.06943	0.08637	0	0.02901	0	0	0.12055	0	0
Healthy	26.67307	0	2.78531	0	1.97508	0	0		0	0	2.78531	0	0	0	1.97508	2.72423	0	0.25611
Healthy	9.90596	1.58131	0	0	0	0	0		1.58131	0.04325	0	0	0	0	0	0	0	0
Healthy	34.85203	0	0.0692	0	0.00266	0	0		0	5.1546	0.0692	0	0.02779	0	0.00266	0.07898	0	0
Healthy	41.56426	11.9205	0.21068	0	0.7535	0	0		11.9205	0.16571	0.21068	0	0	0	0.7535	0	0	0
Healthy	53.64868	0	0.05335	0	0	0	0		0	0.11366	0.05335	0.9397	0.03326	0	0	0	0	0
Healthy	24.53116	0.01278	0.2814	0	0	0.34202	0		0.01278	0	0.2814	0	1.44364	0.34202	0	0	0	0
Healthy	49.11428	0.17318	1.32458	0	0.00837	1.44151	0		0.17318	1.15726	1.32458	0	0.50035	1.44151	0.00837	0.02867	0	1.06211
Healthy	74.4029	0	0.08306	0	0	0	0		0	0.18359	0.08306	0	0	0	0	0.46573	0	0
Healthy	39.47809	0	0.39768	0	0.10252	0	0		0	2.28897	0.39768	0.30373	0.06075	0	0.10252	0.81982	0	0
Healthy	40.15966	0	0.38591	0	0.08526	0	0		0	2.26882	0.38591	0.28589	0.06965	0	0.08526	0.79012	0	0
Healthy	85.84496	0.4473	0.20897	0	0.02663	0	0		0.4473	0.14622	0.20897	0	0.01682	0	0.02663	0	0	0
Healthy	29.11841	0.08024	0.93548	0.00801	0	6.02201	0		0.08024	0.0925	0.93548	1.94594	6.49901	6.02201	0	0	0.00801	0.23346
Healthy	61.56253	0	0	0	0	0	0		0	5.97678	0	0	0.00996	0	0	0.08352	0	0
Healthy	55.80632	0.06265	0	0	0.18493	0	0		0.06265	0.2899	0	0	0.12365	0	0.18493	0.03197	0	0
Healthy	11.3593	2.06972	0	0	0	0	0		2.06972	0.29866	0	0	0.5014	0	0	0	0	0.00929
Healthy	49.37333	0	0	0	0	0	0		0	0.04115	0	0	0	0	0	0	0	0
Healthy	54.50918	0	0	0	0	0	0		0	0.07548	0	0	0	0	0	0	0	0
Healthy	74.141	6.2715	0	0	0	0.56914	0		6.2715	0	0	0	0	0.56914	0	0	0	0
Healthy	34.32548	0.01526	0.02863	0	0	0.06189	0		0.01526	0.0299	0.02863	0	2.58062	0.06189	0	0	0	0.01959
Healthy	45.44028	0	0	0	0	0	0		0	0	0	0	0	0	0	0.0104	0	0
Healthy	16.34113	0.00108	0.19931	0.03435	0.00413	0	0.00862		0.00108	0	0.19931	0	0	0	0.00413	0	0.03435	0
Healthy	47.46072	0.05435	0.02302	0	0	0	0		0.05435	0.0289	0.02302	0	0	0	0	0	0	0
Healthy	43.65304	0	0	0	0	0	0		0	0.53548	0	0	0	0	0	0	0	0
Healthy	73.85597	1.36418	0.33542	0.19386	2.41371	0.0799	0.05283		1.36418	0	0.33542	0	0.03993	0.0799	2.41371	1.12996	0.19386	0.02774
Healthy	25.82528	0	0.01238	0	0	0	0		0	9.09862	0.01238	0	0	0	0	0	0	0
Healthy	82.04503	0.13815	0.02904	0	0.01164	0	0		0.13815	0	0.02904	0	0.01227	0	0.01164	0.04643	0	0.04244
Healthy	82.9544	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	22.86803	0	0.24412	0	0	0	0		0	0.28494	0.24412	0	0	0	0	0	0	0
D014376	0.07698	5.04788	6.8334	3.43678	0.19573	0.00181	0.41757		5.04788	0	6.8334	0	0.03463	0.00181	0.19573	0.11342	3.43678	0
Healthy	50.47873	0.13652	0.30757	0	0.01343	0	0		0.13652	0.2188	0.30757	0	0.11142	0	0.01343	0.13458	0	0
Healthy	48.91631	0	0	0	0.40902	0	0		0	0.07179	0	0	0.56261	0	0.40902	1.53808	0	0.59943
Healthy	56.9224	0	0.00553	0.04988	0	0.51013	0		0	0	0.00553	0.27964	0.2298	0.51013	0	0.00165	0.04988	0
Healthy	51.07052	0	0	0	0	0	0		0	0.69371	0	0	0	0	0	0	0	0
Healthy	14.14277	0	0.18808	0	0	0	0.01794		0	0	0.18808	0.94115	0	0	0	0.17803	0	0
Healthy	52.24931	0	0	0	0	0	0		0	0.21224	0	0	0.05984	0	0	0	0	0
Healthy	21.15007	0.20818	4.212	1.35478	0	0	0		0.20818	0	4.212	0	0	0	0	0	1.35478	0
Healthy	16.55066	0.15254	0	0	0	0	0		0.15254	0.04823	0	0	0.01167	0	0	0	0	0
Healthy	32.76489	1.77338	0.17836	1.04222	0.16485	0	0.00516		1.77338	0	0.17836	0	0.00085	0	0.16485	0.19787	1.04222	0
Healthy	41.692	0	0	0	0	0	0		0	0.03288	0	0	0.40115	0	0	0.98853	0	0.55471
Healthy	31.70153	0	0.04265	0	0	0.2371	0		0	0	0.04265	5.39228	0.34361	0.2371	0	0	0	0.09059
Healthy	32.10256	0.13726	0	0	0.01968	0	0		0.13726	1.36581	0	0	0.01182	0	0.01968	0	0	0
Healthy	53.49414	0	0.22179	0	0.25954	0	0		0	1.25638	0.22179	0	0	0	0.25954	2.85407	0	0
Healthy	49.69435	0	0.0635	0	0	0	0		0	3.0744	0.0635	0	0	0	0	0	0	0
Healthy	13.59482	0.07933	0.04534	0	0	0	0		0.07933	1.99097	0.04534	0	0.06755	0	0	0	0	0.01894
Healthy	52.13002	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	2.89121	0	0	0	0	0	0		0	4.02367	0	0	0	0	0	0	0	0
Healthy	61.95658	0	0.03157	0	0	0	0		0	5.88798	0.03157	0	0.02232	0	0	0.09083	0	0
Healthy	31.42702	0	0.09245	0	0.00526	1.06582	0		0	0.00163	0.09245	0.15457	0.76578	1.06582	0.00526	0.21026	0	0.26833
Healthy	20.44125	0	0.02228	0.3508	0.01176	0	0		0	0.03078	0.02228	0	0.03859	0	0.01176	0.00648	0.3508	0.0095
Healthy	57.13529	0	0.56081	0	0	0	0		0	6.00802	0.56081	0	0	0	0	0	0	0
Healthy	19.72765	0.02034	0.00094	0	0	0	0		0.02034	0.2487	0.00094	0	0.06691	0	0	0	0	0.00751
Healthy	37.92843	0.69465	0.06652	0	0	0	0		0.69465	0.0299	0.06652	0.02539	0.31929	0	0	0	0	0
Healthy	18.61967	5.9115	0.17348	0	0	0	0		5.9115	0.00675	0.17348	1.05239	0.05774	0	0	0	0	0
Healthy	5.81138	1.33955	0.50717	2.7281	0	0	0		1.33955	0	0.50717	0	0.01475	0	0	0	2.7281	0.39836
Healthy	17.95119	0	0.51703	0	0	0	0		0	0	0.51703	1.71623	10.9511	0	0	0	0	0
Healthy	40.96493	12.1701	0.20469	0	1.00389	0	0		12.1701	0.18174	0.20469	0	0	0	1.00389	0	0	0
Healthy	43.65299	0.01842	2.49196	0.00481	0.00224	0.09053	0.004		0.01842	2.89315	2.49196	0	0.04992	0.09053	0.00224	0.05673	0.00481	0.05296
Healthy	52.91263	2.5009	0.01789	0	0.02652	0	0		2.5009	0	0.01789	0	0	0	0.02652	0.99388	0	0.03703
Healthy	40.48441	0	0	0	0	0	0		0	1.87815	0	0	0.06762	0	0	0	0	0
Healthy	47.81644	0	0	0	0	0	0		0	0.06025	0	0	0	0	0	0	0	0
Healthy	51.22312	0	0.00496	0	0	0	0		0	0.49439	0.00496	0	0	0	0	0.0202	0	0
Healthy	16.20988	0	0	0	0	0	0		0	2.41617	0	0	0	0	0	0	0	0
Healthy	19.08192	0.38517	0.07839	0.04924	0	0	0		0.38517	0.02987	0.07839	0	0.04715	0	0	0	0.04924	0
Healthy	24.24001	0	0.37432	0	0.04737	0	0		0	5.68858	0.37432	0.92974	0.03328	0	0.04737	2.2516	0	0
Healthy	32.04447	0	1.63215	0.00249	0.34535	1.87658	0.02534		0	1.14338	1.63215	0.17736	1.84775	1.87658	0.34535	2.16802	0.00249	0.32484
Healthy	40.71718	0.35908	1.53045	3.68029	3.21134	0	0.00073		0.35908	0.17981	1.53045	0	0.70477	0	3.21134	0.64101	3.68029	0.0032
Healthy	70.91649	0.88244	0.16607	0	0.00707	0	0		0.88244	0.00631	0.16607	0	0.31104	0	0.00707	0.03809	0	0
Healthy	33.84423	31.3908	0.00891	0	0	0	0		31.3908	0.58919	0.00891	0	0.14322	0	0	0	0	0
Healthy	64.80427	0	0	0	0	0	0		0	0.29373	0	0	0	0	0	0	0	0
Healthy	41.70285	0	0.00411	0	0	0	0		0	0.0154	0.00411	0	0.05301	0	0	0	0	0
Healthy	23.87039	0.35025	0	0	0	0	0		0.35025	0.36323	0	0	0.14449	0	0	0	0	0
Healthy	56.35675	0.08958	0	0	0.21276	0	0		0.08958	0.22577	0	0	0.13937	0	0.21276	0.02197	0	0
Healthy	6.01408	0	0	0	0	0	0		0	0	0	3.42927	0	0	0	0	0	0
Healthy	38.81304	0	0.32709	0	0	0	0		0	8.24337	0.32709	0	0	0	0	0	0	0.28424
