group	Prevotella_copri_A	Bacteroides_stercoris	Prevotella_stercorea	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Phytobacter_ursingii	Alistipes_senegalensis	Bacteroides_faecis	Bilophila_wadsworthia	Prevotella_copri_A	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Bacteroides_sp900066265	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Parasutterella_excrementihominis	Clostridium_Q_symbiosum
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.02449	0	0	4.10275	0	0	0	0.10578	0	5.33027	0	0
Healthy	0	0.02658	0	0	0	0	1.4441	0	2.53691	0	0	0	0	0	0	0	0	0	0.00235	0
Healthy	0.0002	0	0	0	0	0	0.0498	0.14567	0.02675	0.00438	0.0002	0	0	0	2.97411	0.14591	1.77931	0.14485	0	0
Healthy	0.58287	15.3814	0	0	0	0.26182	0.04365	0	0	0.38176	0.58287	0	0.26182	0	0.10124	0	2.85095	0.3655	0	0
Healthy	0	0	0	0	0	0	0.01873	0	0	0	0	0	0	0	0	0	0	0	0.1197	0
Healthy	0	0	0	0	0	0.00186	0	0	7.7028	0	0	0	0.00186	0	0.5854	0	0	0	0	0
Healthy	0	18.1228	0	0	0	0	0	0.16381	0.4604	0	0	0	0	0	0	0.952	0	0	0.5632	0.01618
Healthy	0	2.77962	0	0	0	0	10.002	0	0	0.07066	0	0	0	0	0	0.22013	0	0	0.00813	0.01616
Healthy	0.89279	0	0	0.18834	0.44719	0.01128	0.12787	0.04506	0.64759	0.0536	0.89279	38.6042	0.01128	0.18834	0.15803	0	0	0	0.0369	0.01293
Healthy	0	0.04147	0	0	0	0	1.42793	0	2.68938	0	0	0	0	0	0	0	0	0	0.00234	0
D014607	24.9479	0.54098	0.07241	0	0.58088	2.44512	0.5955	0.21445	0.00137	0.00236	24.9479	0.00507	2.44512	0	0	0.64333	2.42838	0	0.00205	0
Healthy	2.20123	0	0	0.12979	0	0	0	0.06074	0	0	2.20123	0.32531	0	0.12979	0.18208	0.00934	9.14648	0	0	0
Healthy	2.41022	0	0	1.27371	0.52847	0	0	0	0	0.00099	2.41022	0	0	1.27371	1.5828	0	0	0.19665	0	0
Healthy	0	0.72201	0	0	0	0	2.06596	0	0	0.03156	0	0	0	0	0	0	0	0	0.30887	0.579
Healthy	0	0	0	0	0	0	0.00647	0	0	0.15328	0	0	0	0	2.3402	0	1.0463	0	0	0.14373
Healthy	0.36963	0	0	0	0	0.50245	0.8847	0.31249	0	0	0.36963	0.34804	0.50245	0	0.05327	0	0	0	0.07183	0
Healthy	0	1.46027	0	0	0	0.74477	0.40114	0.01137	0	0	0	0	0.74477	0	0.08595	0	0	0	0.02854	0.01297
Healthy	0	0.94033	0	0	0	1.84816	0	0	0	0	0	0	1.84816	0	0.18755	0.64831	0	0	0	0
Healthy	0	0	0	0	0	0	1.77074	0	0	0.02886	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.40379	0	0	0	1.37569	0	0	0	0	0	0	1.37569	0	0.17241	1.4913	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.9706	0	0	0	0	0	0	0	0	0	0	0	0.16636
Healthy	0	0	0	0	0	0	0.12828	0	0	0	0	0	0	0	0.46813	0	0	0	0	0.40686
Healthy	0	0	0	0	0	0	0.03446	0	3.93002	0.00531	0	0	0	0	3.83349	0	0	0	0.12716	0
Healthy	67.8293	0	0	0	0	0	4.44716	0	0	0	67.8293	0	0	0	0	0	0	0	0	0.03486
Healthy	0	0.87942	0	0	1.26671	0.41109	0.33297	0.01765	0.37493	0.00205	0	0.30008	0.41109	0	2.61434	0	0	0	0	0
Healthy	0	0	0	0	0	0.00127	0.07423	0	0	0.01903	0	0	0.00127	0	0.08623	0	0	0	0.01291	0.03552
Healthy	0	0	0	0	0	0	11.0772	0	0	0.00032	0	0	0	0	0	0	0	0	0	0
Healthy	0	3.83288	0	0	38.2372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	6.12391	0	0	0	4.88711	0.71272	0.00252	0	0	0	0	4.88711	0	0.00168	0	0	0	0.03187	0.00255
Healthy	0	0	0	0	0	0	0	0	0	0.1354	0	0	0	0	0.06676	0	0	0	0.26698	0
Healthy	0	0	0	2.6911	0	0	0	0	0	0	0	0	0	2.6911	0.654	0	0	0	0.08659	0
Healthy	0	0	0	0	0	0	0.63145	0	0	0.0588	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.28946	0	0	0.00379	0	57.3233	0	0	0.00674	0	0	0	0.12364	0.44847
Healthy	0	28.2947	0	0	0	0	0.0817	0	0	0.01671	0	0.03698	0	0	0	0	0	0	0.22215	0
Healthy	0	0	0	0	0	0	0.08549	0	0	0.07753	0	0	0	0	0.03767	0	0	0	0.24043	0
Healthy	69.6807	0	4.93474	0	0	0	0.26297	0	0	0	69.6807	0	0	0	0.10445	0	5.04781	0	0	0
Healthy	0	0	0	0	0	0	0.00235	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	3.49675	0	0.04743	0	0.00081	0	0	3.49675	0	0.27726	0	0	0	0	0
Healthy	0	0	0	0	0	0	9.25016	0	0	0	0	3.45353	0	0	0.39189	0	0.07379	0	0	0
Healthy	0	0	0	0	0	0	0	0	7.05292	0	0	0	0	0	0.49863	0	0	0	0	0
D014607	0.11418	3.31602	0.00221	0.01142	0	0	1.0808	0	0	0.11515	0.11418	0	0	0.01142	0	0	0	0.56406	0.18747	0.02947
Healthy	0	0	0	0	0	0	0	0.00135	0	0.06784	0	0	0	0	0.04226	0	0	0	0.27881	0.00284
Healthy	0	0	0	0	0	0	0.37512	0.10877	0	0	0	0	0	0	0	0	0	0	0	2.8991
Healthy	0	0	0	0	0	0	0	0.3555	0	0.02049	0	12.74	0	0	0.00341	0.25653	0	0	0.0072	0
Healthy	7.27333	0	0	0	0	8.39932	0	0.07538	2.82463	0	7.27333	0	8.39932	0	0.34997	0	0	1.16658	0.00407	0
Healthy	8.87961	0	0	0	0	0	0	0	0	0	8.87961	0	0	0	0	0	0	0	0	0
Healthy	27.0905	2.7991	3.3815	0	0	1.67778	0	0.56424	1.0051	1.34758	27.0905	0	1.67778	0	0	0.35039	0	0	0	0
Healthy	0	0	0	9.57553	0	0	0	0.04283	0	0	0	0	0	9.57553	0.89075	0	0	0	0.0302	0
Healthy	0	0.07419	0	0	0	0	46.2181	0	0.52028	0	0	0	0	0	0.24311	0	0	0	0	0
Healthy	0	9.16739	0	0	0	0	0	0	0	0	0	0	0	0	0.0749	0	0	0	0	0
Healthy	0	0	0	0	0	2.71726	0.12448	0	0	0.06509	0	0	2.71726	0	0	0	0	4.09447	0.03135	0
Healthy	0	0	0	0	0	0	2.85526	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24272	0
Healthy	3.29478	0.83334	0.05028	0.71431	0	0	1.20989	0.1564	0.00162	0.00396	3.29478	0.02705	0	0.71431	0.1598	0	0	0.00256	0	0
Healthy	0	0	0	0	0	0	0	0.35571	0	0.03025	0	12.4392	0	0	0.00489	0.29719	0	0	0.01225	0
Healthy	1.05497	0	0.07055	0	0	0.00854	9.40828	0.02583	0	0.04006	1.05497	0	0.00854	0	1.54993	0	1.01694	0	0.00869	0
Healthy	0	29.9038	0	0	0	0	0.25095	0	0	0.01065	0	0.01134	0	0	0.00336	0	0	0	0.23837	0
Healthy	21.8	0	0.05492	0	0	0	0	0.00496	0	0.00701	21.8	0	0	0	0.81285	1.7466	9.85721	0	0.00227	0
Healthy	24.5618	0.78427	0.55771	0.16369	0	0	0	0.01995	0.01191	0.03739	24.5618	0.02406	0	0.16369	0.94976	0.08939	0	0.00078	0	0.00368
Healthy	0	0.69276	0	0.0238	0.00454	0.01249	0.08686	0.06614	0	0.03446	0	10.0581	0.01249	0.0238	0.67061	0	0	0	0.47825	0
Healthy	0	0.09876	0	0	0	0	93.0192	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	4.15827	0	2.4304	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	10.5315	0	0	0.04097	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.01891	0	0.00386	0	0	0	0	0.08265	0	0	0	0	0.27785
Healthy	0	0	0	0	0	0	0.10401	0	0	0	0	0	0	0	0	0	0	0	0.20149	0
Healthy	8.23976	1.1065	0	0	0.6009	2.71836	0	0.00478	0.13811	0	8.23976	0	2.71836	0	0.02997	0.02159	0	0	0.00234	0
Healthy	10.9696	0	0	0	0	3.1672	12.6049	0.01186	0	0.00054	10.9696	0.22421	3.1672	0	0.76454	0.02832	2.61039	0	0.00054	0
Healthy	0	0	0	0	0	1.03222	0	0.18457	0	0	0	0	1.03222	0	0.31952	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.7168	0	3.31539	0.03075	0	0	0	0	0	0	0	0	0.02732	0
Healthy	0	3.59829	0	0	0	0	0	0	0	0	0	0	0	0	0.31606	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	14.2779	0	0.28237	0.07941	0	0.01706	0	0	0	0	0	1.26213	0	0	0	0
Healthy	18.732	0.11833	0.46428	0.75691	0.22183	0	0	0.01135	0.13875	0	18.732	0.12463	0	0.75691	0.30136	0.08541	2.70723	0	0	0
Healthy	0	0	0	0	0	5.61537	0	0.04515	1.94439	0.06699	0	0	5.61537	0	0	0.10712	0	0	0	0
Healthy	0	0.00503	0	0	0	0	19.7295	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	38.8862	0	0	0	0	0	0	0	0.04121	0	0	0	0	0	0	0	0	0.07126	0
Healthy	0	0.36741	0	2.79765	16.0714	0	0	0.12482	0	0.00035	0	0	0	2.79765	0.36085	1.00603	0	0.33295	0.05113	0
Healthy	26.5986	0.97796	6.43342	0	0	1.37186	0.06207	0.40013	2.21383	1.51002	26.5986	0	1.37186	0	0	0.52982	0	0	0.04411	0
Healthy	0	0.06917	0	0	0.71424	11.9749	0	0.26902	0	0.12389	0	3.75756	11.9749	0	0.09415	4.60382	0	0	0.00633	0
Healthy	0.76561	0	0	0	0	0	0	0	0	0	0.76561	0	0	0	3.69724	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.98184	0	0	2.84457	0.629	0	0	0	0
Healthy	10.3291	0	0	1.45517	0	1.41965	0.0229	0.04	0.04276	0	10.3291	1.89752	1.41965	1.45517	0.34554	0	1.14845	3.51665	0.0271	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.29817	0	0	0	0	0.33122	0	0.1761	0	0	0.29817	0.44585	0.33122	0	0	0	0	0	0.22718	0
Healthy	0	0.0448	0	0	0	0	1.54677	0	0	0	0	0.14048	0	0	2.94431	0	0.19732	0	0	0
Healthy	0	1.60269	0	0	0	0.09774	0	0	0	0	0	0	0.09774	0	0	0	0	0	0	0
Healthy	0	28.2056	0	0	11.4097	0	0.05156	0	2.28153	0.07659	0	0	0	0	0	0	0	0	0.27532	0.05575
Healthy	0	0.88786	0	0	0	0.65911	0.12566	0.00266	0	0	0	0	0.65911	0	0.14637	0	0	0	0	0.03771
Healthy	4.39138	0.03847	0	0	0	1.26711	0.26972	0.08285	0.01973	0	4.39138	0.32714	1.26711	0	1.33582	0	9.98782	0	0.01568	0
Healthy	0.067	11.9012	0	0	0	0	0.00479	0	0.00047	0.00367	0.067	0	0	0	0.22054	0	0	0	0	0
Healthy	0	0.30862	0	0	0	1.91069	0	0	0	0	0	0	1.91069	0	0.11415	2.6334	0	0	0	0
Healthy	0	0.00368	0	0	0	0	0.1125	0	0	0	0	7.43296	0	0	0.14988	0	0	0	0.01167	0
Healthy	0	0	0	0	0	0	12.4914	0	0	0.03451	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.62107	0	4.3465	13.6387	4.21145	0.11327	0.00034	0.05157	0.06976	0	0	4.21145	4.3465	1.62427	0	0	0	0.01158	0.00038
Healthy	0	0	0	0	0	0.21783	0.19359	0.30595	0	0.17073	0	1.29773	0.21783	0	0	0	0	0	0.016	0
Healthy	0	0	0	0	0	0	0.02712	0	0	0.02495	0	0	0	0	3.21841	0	0.84924	0	0	0.25466
Healthy	0	0	0	0	0	0.5316	0	0.03263	0	0.00637	0	1.31998	0.5316	0	4.03762	0.09395	0	0.25934	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.49616	0	0	0.3695	4.74618	0	0	0.23867	0
Healthy	0	0	0	0	0	0.86365	0.72102	0	0.19082	0	0	0	0.86365	0	2.55516	0	0	0	0.00905	0
Healthy	0	2.55252	0	0	0	0	0	0	3.68573	0	0	0	0	0	0.00891	4.67417	0	3.59118	0.39853	0
Healthy	45.8395	0.47222	0	0.2772	0	0.00347	0.05627	0.03479	0.00509	0.00384	45.8395	0	0.00347	0.2772	0.53519	1.09019	0	0.0408	0	0
Healthy	0	0.36667	0	0	0	0.65301	0	0	0	0.09712	0	0	0.65301	0	0.40753	0.73712	0	0	0	0
Healthy	0	0	0	0	0	0	0.14856	0	0.01052	0.11279	0	0	0	0	0.74681	0	0	0	0.22719	0.01159
Healthy	0.05542	0	0	0	0	0	0	0.01402	0	0	0.05542	0	0	0	0.88495	0	0	0	0.04808	0
Healthy	0.07142	0.04935	0	12.5732	31.518	6.12367	0	0.00208	0.00346	0.05172	0.07142	0	6.12367	12.5732	0.03779	0	0	0	0.22475	0
Healthy	0	0	0	0	0	0	35.1068	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	14.0667	0	2.69634	0	0	0	0	0	0.26134	0	0	0	0.00542	0
Healthy	0	35.3707	0	0	0	0	1.14237	0	0	0.03517	0	0	0	0	0.01062	0.22717	0	0	0.01624	0
Healthy	0	0	0	0	0	0	0.48083	0	0	0.09733	0	0	0	0	0	0	0	0	0.06584	0.13279
Healthy	0	0.00092	0	0	0	1.14189	0	0.00181	0.13539	0.0045	0	3.01674	1.14189	0	0.95966	0.13999	0	0	0	0.00241
Healthy	0	0	0	0	0	0	3.2006	0	0	0	0	0	0	0	4.84962	0	0	0	0	0
Healthy	0	14.031	0	0	15.5046	0	0.08215	0.00252	1.82313	0.00314	0	0	0	0	0.01313	0	0	0	0.00825	0.03282
Healthy	0	0	0	0	0	0	0.03679	0	6.27134	0	0	8.12843	0	0	0.00464	0	3.37672	0	0	0
Healthy	0	0	0	0	0	3.81457	0	0	0	0.0721	0	0	3.81457	0	0.02418	0	0	1.48843	0.00408	0
Healthy	0	30.0182	0	0	0	0	0.11702	0	0	0.01492	0	0.03908	0	0	0.0034	0	0	0	0.25391	0
Healthy	0	0	0	0	0	0	10.6894	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.87392	2.19169	0	0.06222	0.07873	5.81074	0.14899	0.05231	0.0062	0	1.87392	0	5.81074	0.06222	3.41605	0	0	2.80769	0	0
Healthy	11.3997	0	0	1.36339	0	0	0	0.00042	0.04046	0	11.3997	0	0	1.36339	2.01163	0	3.88335	0	0.04198	0.07132
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00574	0	0	0	0.12285	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19207	0
Healthy	0	0	0	0	0	21.82	0	0	0	0	0	0	21.82	0	0.039	0	0	0	0	0
Healthy	0	6.05844	0	0	0	0	0.04739	0.00052	0	0.00033	0	5.50934	0	0	0.85207	0	0	0	0.00223	0
Healthy	0	0	0	0	0	0	0.38415	0.20362	0	0	0	0	0	0	0.55732	0	0	0	0	0
Healthy	58.6946	0.35622	0	1.5846	8.00244	1.12563	0.03694	0.00032	0.07843	0.00418	58.6946	0	1.12563	1.5846	0.04241	0	0	0	0	0
Healthy	0	8.74403	0	0	0	0	0.10762	0.7245	0	0.01936	0	0	0	0	0	0	0	0	0.01149	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	22.9018	0	0	0	0	0.19839	0.00526	0	0.07007	0	0	0	0	0.04525	0	0	0	0.28953	0
Healthy	48.961	0	0	0	0	2.88179	0	0	0.92968	0	48.961	0.15443	2.88179	0	0	0	0	0	0	0
Healthy	16.9413	0	0.74162	0	0	0	0	0	0	0	16.9413	0	0	0	1.73854	0	9.06829	0	0	0
Healthy	2.10287	0.64398	0	0	0	3.83728	0	0	0	0	2.10287	0	3.83728	0	2.27308	0.59196	0	0.02413	0	0
Healthy	0	0	0	0	0.04371	0.00034	0.1011	0.00127	4.99985	0.08665	0	0	0.00034	0	1.13014	0	0	0	0.01256	0.00838
Healthy	0	0	0	0	0	0	8.10184	0.00482	0	0	0	0	0	0	0.2338	0	0	0	0.06826	0.15032
Healthy	46.7561	0.63007	4.56359	0.00123	0.01876	0.72196	0	0.04371	0.0981	0.0069	46.7561	0	0.72196	0.00123	0.82336	0.02917	3.5233	0	0.49568	0
Healthy	0	0	0	0	7.7745	2.94556	0	0	0	0.02692	0	7.76169	2.94556	0	0.22268	0	0	0	0.14371	0
Healthy	0	27.1746	0	0	0	0	0	0	0	0	0	0	0	0	0.40662	0	0	0	0	0.08844
Healthy	0	0	0	0.06381	0	0	0	0	0	0.11319	0	0	0	0.06381	1.31335	0	0	0	0	0
Healthy	0	1.99301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.10156	0	0	0	0.11337	0	0	1.8885	0.02314	0	7.53925	0.11337	0	3.65752	0.99868	0	5.92251	0.32795	0
Healthy	0	10.6409	0	0	0	0.00232	0.01108	0	0	0	0	2.11451	0.00232	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	12.9001	0	0	0.02775	0	0	0	0	0	0	0	0	0	0
Healthy	0	27.7908	0	0	10.9408	0	0.09521	0	2.03811	0.06537	0	0	0	0	0	0	0	0	0.2491	0.064
Healthy	0	0	0	0	0	0	2.31962	0	0	0.03368	0	13.2984	0	0	0	0	0	0	0.0951	1.40779
Healthy	0	0	0	0	0	0	0	0	0.04162	0	0	5.48935	0	0	0	0.15017	0	6.70037	0	0
Healthy	0	0	0	0	0	5.74944	0	0.02494	1.96097	0.097	0	0	5.74944	0	0	0.11354	0	0	0	0
Healthy	6.82554	0	0	0	0	0	0.13315	0.005	0	0	6.82554	0	0	0	1.66824	0	0	0	0	0
Healthy	0	2.06347	0	22.7418	0	16.4998	0	0	1.23355	0	0	0.26498	16.4998	22.7418	0	0	3.87953	0.1667	0	0
Healthy	0	0	0	0	0	0	0	0	6.17605	0	0	8.48592	0	0	0	0	3.29843	0	0	0
Healthy	39.3722	2.03642	3.97714	0	0	3.58773	0.12428	0.47996	0.78389	1.66572	39.3722	0	3.58773	0	0	0.18141	0.15028	0	0	0
Healthy	0	2.57409	0	0	0	0	0	0	3.54378	0	0	0	0	0	0.01228	4.63186	0	3.43412	0.37318	0
Healthy	0	22.3553	0	0	0	0	0.22266	0.00179	0	0.04634	0	0	0	0	0.05429	0	0	0	0.21864	0
Healthy	19.7803	0	0	0	0	0	0	0	0	0	19.7803	0	0	0	0.21784	0	0	0	0	0
Healthy	26.6073	0.04887	32.5627	0	0	0	0.4694	0	0.00572	0.01157	26.6073	0	0	0	0	0.00478	0	0	0.00847	0
Healthy	0.01236	0	0	0	0	0.0046	0.05091	0	0	0.0343	0.01236	0	0.0046	0	0.04489	0	0.05982	0	1.02219	0.01848
Healthy	0	0	0	5.57933	0	0	0	0.07851	0	0	0	0	0	5.57933	0.35789	0	0	0	0.01931	0
Healthy	0	0	0	0	0	0	0.05959	0	0.52542	0.02094	0	0	0	0	3.01575	0	3.52824	0	0.0663	0
Healthy	27.7894	2.94499	3.62015	0	0	1.7311	0	0.48785	0.99021	1.44462	27.7894	0	1.7311	0	0.01456	0.37163	0.01197	0	0	0
Healthy	28.7938	0.90489	19.8649	0	0	1.26642	0.48914	0.00133	0.01684	0.07123	28.7938	0.26208	1.26642	0	1.40635	0.22072	15.786	0	0	0
Healthy	35.2125	0	0	0	0	0	0	0.0861	0	0.01901	35.2125	0	0	0	0.28043	0	8.03447	0	0.00187	0
Healthy	1.1594	0	0	0.00272	0	0	1.97279	0	0	0	1.1594	0	0	0.00272	0.44833	0	0	0	0	0
Healthy	26.8017	0.9983	5.85589	0	0	1.34285	0.12439	0.39993	2.08589	1.35048	26.8017	0	1.34285	0	0	0.51602	0	0	0.04949	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58616	0	0	0	0	0
D014607	0.95687	17.4263	0.33423	5.13197	0.0089	0.05222	7.44567	0.0123	0.0069	0.03912	0.95687	0.0032	0.05222	5.13197	0	0.20927	0.02196	0.02748	0.0297	0
D014607	75.4023	0.33695	6.55483	0.0639	0.05261	0.0735	0.932	0.04163	0.01665	0.0026	75.4023	0.00804	0.0735	0.0639	0	0.01981	2.21475	0	0	0
Healthy	0	1.32793	0	5.31839	4.08863	2.81146	0	0.03116	0.25076	0	0	0.00113	2.81146	5.31839	0.25077	0	0	0	0.0034	0
Healthy	3.57085	2.47489	0	0	0	0	0	0	0	0	3.57085	0	0	0	0	0	0	0	0	0
Healthy	1.9179	0	0	2.1165	1.20613	0	0.54646	0.13046	0	0.02807	1.9179	0	0	2.1165	0	0	0	0	0	0
Healthy	0.17676	0	0	0	0	0	0	0	0	0	0.17676	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	6.14107	0	0	0	0.01063	0	0	0	0	0	6.14107	1.05788	0	0	0	0.06031	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.8654	0	0	0	0	0	0.96639	0	0
Healthy	0	0	0	0	0	5.80661	0	0.04137	1.8579	0.0519	0	0	5.80661	0	0	0.09584	0	0	0	0.01541
Healthy	0	0.72274	0	0.02548	0	0.28221	0.2663	0.1552	0.04775	0	0	9.42009	0.28221	0.02548	4.27601	0.38374	0	1.18831	0.00113	0.11063
D014607	40.127	0.97683	17.3618	1.4311	0.1803	0.34198	0.76538	0.30208	0.06546	0	40.127	0.31541	0.34198	1.4311	0	0.02251	3.84326	0.04441	0.07461	0
Healthy	0	0	0	0	14.0201	0	0.24292	0.08037	0	0.05594	0	0	0	0	0	1.55053	0	0	0.02331	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	17.9154	0	0	0	10.9775	0.05909	0	0	0	0	0	10.9775	0	0	21.7629	0	0	0.54299	0.37909
Healthy	27.1389	0.92877	6.25702	0	0	1.34109	0	0.4046	2.19492	1.67266	27.1389	0	1.34109	0	0	0.55642	0	0	0.02245	0
Healthy	0	0.00749	0	0	0	2.36898	0.05189	0	0	0.07675	0	0	2.36898	0	0	0	0	3.76482	0.00822	0
Healthy	0.16427	15.663	0	0.03552	0.02828	10.0042	2.18183	0	0.00305	0.06669	0.16427	0.03161	10.0042	0.03552	0.43087	0.00436	0	0	0	0.02836
Healthy	0	0	0	0	0	0	0	0.0323	0.0432	0.07838	0	0	0	0	0.66545	0	0	0	0.00074	0
Healthy	0	0	0	5.90749	0	0	0	0.03153	0	0	0	0	0	5.90749	0.83014	0	0	0	0	0
Healthy	0	0	0	0	0	0	1.05445	0.36816	0	0	0	1.47866	0	0	0	0	0	0	0	0
Healthy	0	1.66953	0	0	0	0	0.02521	0.00018	3.4339	0.02018	0	0	0	0	0.39538	0	0	0	0.00021	0
Healthy	0	22.6134	0	0	0	0	0.05681	0.00351	0	0.051	0	0	0	0	0.03259	0	0	0	0.24218	0
Healthy	0	0	0	0	0	0	0	0.87286	0	0	0	0	0	0	0	0	0	0	0	0.16803
Healthy	0	0	0	0	0	0	0	0.95823	0	0	0	0	0	0	0	0	0	0	0	0.19812
Healthy	49.3764	0.25621	5.41129	0	0	0	0.16884	0.0658	0.0293	0	49.3764	0	0	0	0.2731	0.0788	0	0	0	0
Healthy	0	0.17158	0	2.65754	0	0	0.43531	0.05005	0	0.05584	0	1.96473	0	2.65754	0.98283	0	0	0	0	0
Healthy	0	19.3344	0	0	0	6.83859	0	0.01196	0.00329	0	0	0	6.83859	0	0	3.56878	0	0	0.03282	0
Healthy	0	0	0.35611	0	0	0	0.13243	0	0	0	0	0	0	0	0.36479	0	0	6.28804	0	0
Healthy	0	0	0	3.09355	0	0	0	0	0	0	0	0	0	3.09355	1.14662	0	0	0	0.07167	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44539	0	1.31149	0	0	0
Healthy	0	0	0	0	0	0	7.69286	0.00763	0	0	0	0	0	0	0.27188	0	0	0	0.04294	0.15735
Healthy	0.76709	0.00508	0.00562	0.00108	0	0.09343	0.06846	0	0	0.02987	0.76709	0	0.09343	0.00108	3.16915	0	3.3552	0	0	0.05906
Healthy	0	0	0	0	0	0	0.16585	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.02068	0	0	0	0	0	1.85022	0	0	0	0
Healthy	0.02008	0.16243	0	4.31517	0	0	0	0.01159	0	0	0.02008	0.50383	0	4.31517	0.43707	0	0	0	0.00884	0
Healthy	0	0	0	0	0	0	0	0	2.01252	0.04893	0	0	0	0	0	0	0	0	0.01945	1.04222
Healthy	0.0063	2.57537	0	0	0	0	0.06286	0	0	0.00488	0.0063	0	0	0	0	0	0	1.05246	0.05795	0.00546
Healthy	0	2.84209	0	0	0	0	11.121	0	0	0.06123	0	0	0	0	0	0.22527	0	0	0.00958	0.02716
Healthy	0	2.49982	0	0	0	0	0	0	3.54101	0	0	0	0	0	0.01835	4.73752	0	3.56204	0.37828	0
Healthy	0	0.00071	0	0	0.03882	0.25117	0.65276	0.04684	0	0.0078	0	1.72517	0.25117	0	0.22116	0	0	0	0.00291	0
Healthy	0	0	0	0	0	0	0	0	0	0.0743	0	0	0	0	0	0	0	0	0	0.03675
Healthy	0	18.8375	0	0	0	6.98722	0	0.00308	0.00334	0.01159	0	0	6.98722	0	0	3.68389	0	0	0.01348	0
Healthy	0	0	0	0	0	0.27402	0	0.301	0	0.15667	0	1.81264	0.27402	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	1.42442	0.24621	0	0	0	0	0.0611	1.42442	0	0	0	0.7856	0	0	0
Healthy	0	30.0891	0	0	0	0	0.25396	0	0	0.01769	0	0.03128	0	0	0.00335	0	0	0	0.23698	0
Healthy	0	14.8225	0	0	16.6233	0	0.07389	0	1.85324	0	0	0	0	0	0.00542	0	0	0	0.00301	0.03992
Healthy	7.41683	0	0	0	0	0	0	0	0.02684	0	7.41683	0	0	0	1.95772	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	3.33768	0	0	0	0	0	0	1.47865	0	0	0	0	0	0.02515	1.20434	0	1.66197	0.16547	0
Healthy	0.03631	0.0029	0	0	0.00492	0	0.75317	0.07557	0.00397	0	0.03631	0	0	0	3.09889	0.47799	0	0	0.056	0.00183
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.46716	0	0	0	0	0	0.01277	0.03117	0.01007
Healthy	0	0.00239	0	0	0	0	0.10629	0.01827	2.05823	0.02839	0	9.02699	0	0	0.41699	0	0	0	0.00725	0.02765
Healthy	0	0	0	0	0	1.2292	0	0	0	0	0	0.52293	1.2292	0	0	0	0	0.41888	0	0
Healthy	0	2.35634	0	0	0	0	0	0	1.43929	0	0	0	0	0	0	7.21281	0	2.18175	0.18822	0
