group	Prevotella_copri_A	Bacteroides_stercoris	Prevotella_stercorea	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Phytobacter_ursingii	Alistipes_senegalensis	Bacteroides_faecis	Bilophila_wadsworthia	Prevotella_copri_A	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Bacteroides_sp900066265	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Parasutterella_excrementihominis	Clostridium_Q_symbiosum
Healthy	0	9.73287	0	0	0	1.89572	0	0.03881	0.01063	0.24869	0	0.11369	1.89572	0	0.94915	0.70893	0	0.63139	0.0141	0
Healthy	0	0	0	0	0	0	0.77609	0	0	0	0	43.9601	0	0	0	0	0	0	0	0
Healthy	0.01279	1.76885	4.15567	11.0037	0	2.29798	0	0.07501	1.08184	0	0.01279	1.14758	2.29798	11.0037	0.79835	0.63286	0	0	0.00148	0
Healthy	0	0.07121	0	0	0	0.00882	0	0	0	0	0	0	0.00882	0	0.32514	0	0	5.86215	0.03347	0
Healthy	0	0.01327	0	0	0	0	0.32465	0.09963	0	0	0	0	0	0	0.28758	0	3.84463	0	0.00369	0
Healthy	0	0	0	0	0	0	0	0	5.03102	0	0	14.5374	0	0	0	0	0.26043	0	0	0
Healthy	0	20.7882	0	0	0	4.61766	0	0	4.11972	0	0	0	4.61766	0	0.43875	0	0	0	0	0
Healthy	10.7873	0	0.20745	0	0	0	0	0	0.07745	0	10.7873	0	0	0	0.26351	0.02885	0.13631	0	0	0
Healthy	0	5.20265	0	0	0	0	0	0.05177	0.00663	0	0	0	0	0	0.06148	1.49416	0	7.25356	0.06726	0
Healthy	0	0.0155	0	0	0	0	0	0	0	0.01533	0	60.2213	0	0	0.01414	0	0	0	0	0.21123
Healthy	0	2.97448	0	0	0	0	10.2792	0	0	0.0896	0	0	0	0	0	0.24304	0	0	0	0.01516
Healthy	44.4546	0.3833	0	0.01018	0.02163	0.12334	0	0	0.79566	0.01487	44.4546	0.05751	0.12334	0.01018	0.24857	0.10554	0	0.07619	0	0.01571
Healthy	18.0369	0.15822	0.41076	0.77226	0.25027	0	0	0.00272	0.12946	0	18.0369	0.10127	0	0.77226	0.44294	0.08784	2.27477	0	0	0
Healthy	0	0	0	0	0	15.6298	0	0.00045	0	0.00238	0	0	15.6298	0	0.85649	4.92678	0	0	0.32375	0.02355
Healthy	0.85996	0	0.88047	0	0	0	0.1535	0.02401	2.58639	0.08871	0.85996	0	0	0	1.29556	0	2.65359	0	0.01279	0
D014607	21.3247	3.42617	0.00416	5.76105	5.23894	2.39735	1.26181	0.01508	0.00412	0.039	21.3247	0.03074	2.39735	5.76105	0	0.43279	0	0.00813	0.05415	0
Healthy	71.3356	0.85144	0.00139	5.55585	0	0.05678	0.00442	0.00452	0	0	71.3356	0.00096	0.05678	5.55585	0.04764	0.07795	0	0	0.04169	0
Healthy	0	0	0	0	0	9.21668	0.00675	0	0	0.00186	0	0	9.21668	0	0.27709	3.64497	0	0	0.36764	0.10196
Healthy	0	2.20869	0	23.5485	0	19.7951	0	0.00922	2.30215	0.01416	0	0.49136	19.7951	23.5485	0.04022	0	3.62986	0.44748	0.00524	0
Healthy	0.00788	0	0	0	0	0	0	0	0	0	0.00788	0	0	0	0.34848	0	0	0	0	0
Healthy	31.8405	0	0.07139	0	0	0	0	0	0	0	31.8405	0	0	0	0.0625	0	0	0	0	0
Healthy	37.138	0	6.77344	0	0	0	4.05791	0	0	0	37.138	0	0	0	0.02183	0	0.94659	0	0	0
Healthy	26.6358	1.19142	6.09133	0	0	1.39403	0.06093	0.379	2.23631	1.38187	26.6358	0	1.39403	0	0	0.5089	0	0	0.02525	0
Healthy	1.53426	0	0	0	0.2192	0	1.58967	0.01395	0.01576	0	1.53426	0	0	0	0.01955	0.71457	0	0	0.0008	0
Healthy	12.7063	0	0.60588	0	0	0	0	0	0	0	12.7063	0	0	0	3.84222	0	5.59783	0	0	0
Healthy	0	19.1002	0	0	0	6.94837	0	0	0.01281	0	0	0	6.94837	0	0	3.62731	0	0	0.06619	0
Healthy	0	0.00169	0	0	0	1.14267	0.21949	0	0	0.08565	0	0	1.14267	0	0.23065	0	0	2.0117	0.08297	0
Healthy	29.073	0	0	0	0	3.50836	0.09903	0.01858	0	0	29.073	0.07837	3.50836	0	0.40395	0.2181	0	0.95596	0.00992	0
Healthy	9.7672	0	0.00481	0	0	0	0	0	0	0	9.7672	0	0	0	8.15005	0	0.32028	0	0	0
Healthy	0	0	0	0	0	0.46312	0.09194	0.36856	0	0.10599	0	1.94068	0.46312	0	0	0	0	0	0.07824	0
Healthy	76.5522	0.00328	0	2.85533	0	0.00253	1.75244	0.05857	0.00771	0	76.5522	0	0.00253	2.85533	0.08203	0	1.28601	0.70942	0	0
Healthy	0	0	0	0	11.2945	0	0	0	1.25293	0.00501	0	0	0	0	0.26941	0	0	0	0.00099	0
Healthy	0	0	0	0	0	0	0.06126	0.04473	0	0	0	0	0	0	1.25756	0	0	0	0	0
Healthy	6.45476	0	0	0	0	0	0	0	0	0	6.45476	0	0	0	0.20882	0	0	0	0	0
Healthy	0	0.17868	0	0.09499	0	1.16757	0.03357	0.04817	0	0.04575	0	0.67182	1.16757	0.09499	0.11784	0	3.9126	0.59962	0	0
Healthy	40.1919	1.84285	4.29849	0	0	3.65842	0	0.52157	0.84639	1.5463	40.1919	0	3.65842	0	0	0.16613	0.07944	0	0	0
Healthy	0	0.20138	0	2.39285	0	0.815	0	0	0.55504	0	0	0	0.815	2.39285	0.18036	0	0	0	0	0
Healthy	0	0.00675	0	0	0	0	0.1379	0	0	0.04588	0	0	0	0	0.07717	0	0	0	0.56031	0.06142
Healthy	0	0	0	9.86637	0.12427	0	0	0	0.12775	0	0	0.92438	0	9.86637	0.00793	0	3.90432	0	0	0
Healthy	0	0	0	0	0	0	0.25725	0	0	0.01028	0	35.8275	0	0	0.00141	0	0	0	0.02592	0.05254
Healthy	0	0	0	0	0.00075	0	0	0.00408	0	0.06393	0	0	0	0	0.37004	0	0	0	0.01676	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1559	0
Healthy	0	0	0	0	0	0.17481	0	0	0	0	0	0.33018	0.17481	0	0	0	0	0.11691	0	0
Healthy	0.00782	36.4533	0	0	0	0	0.39224	0	0	0	0.00782	0	0	0	0.03028	0	0	0	0.35406	0.14772
Healthy	0	0.04697	0	0	0	0	0.09323	0	4.97846	0	0	0	0	0	0.01946	0	0	0	0.01043	0
Healthy	0	0	0	7.46147	0	0	0	0.01676	0	0	0	0	0	7.46147	0.99656	0	0	0	0.01562	0
Healthy	0	0.73124	0	1.7242	5.34152	0	0	0.08052	0	0	0	0	0	1.7242	0.61511	1.89883	0	0.74484	0.00297	0
Healthy	26.9266	1.07178	6.10741	0	0	1.36242	0.09307	0.42822	2.13741	1.49418	26.9266	0	1.36242	0	0	0.55281	0	0	0.0279	0
Healthy	9.0198	0.21676	1.03424	0	0	1.37217	0	0.45065	0	0.0044	9.0198	0	1.37217	0	0.04993	0	2.43258	0	0	0.00184
Healthy	0.01743	0.01227	0.01463	0.00278	0	0.00088	1.60547	0	0	0	0.01743	0	0.00088	0.00278	0.33232	0	0	0	0.0386	0
Healthy	0	0	0.23732	0	0	0	0	0	0	0	0	0	0	0	0.62483	0	0	8.77298	0	0
Healthy	0	7.51543	0	0	0	0	0	0.26399	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.09818	0	0	0	0	0	0	0	0	0	0	0	0.14634	0
Healthy	0	0	0	0	0	0	0.03279	0.5363	0	0.06719	0	11.4058	0	0	0.01674	0	0	0	0	0
Healthy	0.11106	0	0	0	0	0	0.72001	0	0	0.00956	0.11106	0	0	0	1.62376	0	0	0	0.05072	0
Healthy	0.10935	7.21503	0	8.04589	0.0285	2.24138	0.01743	0.00493	0.00129	0	0.10935	0.11539	2.24138	8.04589	0.49462	0	0	0.01336	0	0
Healthy	0	0	0	10.1552	0	0	0	0.0209	0	0	0	0	0	10.1552	0.47892	0	0	0	0.01362	0
Healthy	0	20.2269	0	0	0	8.91281	0	0	0	0.00794	0	0	8.91281	0	0	4.36318	0	0	1.18589	0
Healthy	0	31.4908	0	0	0	7.7448	13.1923	0	0	0.06136	0	0	7.7448	0	0	1.29552	0	0	0	0.00605
Healthy	0.32345	0.05239	0	0	0	0	2.01818	0.34547	0.01812	0	0.32345	2.08095	0	0	0.12353	0	0	0	0	0
Healthy	0	0	0	0	2.02929	1.08873	0	0	2.0535	0	0	4.20772	1.08873	0	0.31462	0	0	0.36355	0	0
Healthy	0	0.31865	0	0.49593	0	0.3469	0.03315	0.02071	1.09282	0	0	0.64438	0.3469	0.49593	1.2367	0	0	0	0.07643	0
D014607	0.01248	4.30576	0.0005	0.00161	0	0	0.00394	0.91868	0.00041	0.03319	0.01248	0	0	0.00161	0.01745	0.25038	0	0	0.17728	0
Healthy	0	0	0	0	0	0.2495	0.16289	0.34793	0	0.16951	0	1.38299	0.2495	0	0	0	0	0	0.02878	0
Healthy	0	0	0	0	0	0	0.03111	0	0	0.017	0	0	0	0	0.02323	0	0	0	0.78648	0.00187
Healthy	0	20.1645	0	0	0	7.26114	0	0	0.00969	0	0	0	7.26114	0	0	3.72147	0	0	0.04875	0
Healthy	0	2.23382	0	0	0	1.98356	0.14639	0	0	0	0	0	1.98356	0	0.53145	0	1.67791	0	0	0
D014607	62.8527	1.56088	0.01564	0.50788	2.04566	0	1.01686	0.04097	0.00489	0.09387	62.8527	0.00041	0	0.50788	0.00306	0.01748	0	0	0	0
Healthy	0	35.827	0	0	0	0	1.06555	0	0	0.04548	0	0	0	0	0.02614	0.24648	0	0	0.01398	0
Healthy	11.312	2.33047	0	0	0	0	0.28402	0	0	0	11.312	0	0	0	1.36367	0	0	0	0	0
Healthy	11.7915	0	0	0	0	0	0	0	0	0	11.7915	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	23.1511	0	0	0	0	0	0	0	0	0	0	2.19785	0	0	0	0
Healthy	0	0	0	0	0	9.38952	0	0	0	0	0	0	9.38952	0	0.4838	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39094	0	0	0	0	0
Healthy	0	38.5986	0	0	0	0	0	0	0	0.04467	0	0	0	0	0	0	0	0	0.08668	0
Healthy	0	0.78349	0	0	0	0	20.6834	0	0	0	0	3.34655	0	0	0.7017	0	1.48207	0	0	0
Healthy	0	0.41192	0.64249	3.13802	0	0.10961	0	0	0.0919	0	0	0	0.10961	3.13802	2.09622	0	0	0	0.01024	0
Healthy	0	0	0	0	0	5.76873	0	0.02796	1.74899	0.12192	0	0	5.76873	0	0	0.10756	0	0	0	0
Healthy	0	2.55117	0	0	0	0	0	0	3.75455	0	0	0	0	0	0.00911	4.69423	0	3.91446	0.39274	0
Healthy	0	6.41583	0	0	0	1.91044	0	0	0	0	0	0	1.91044	0	0.22113	2.28167	0	0	0	0
Healthy	0.50481	0.01586	0	0	18.8849	3.61986	0	0.05158	0.01134	0.07208	0.50481	0.00469	3.61986	0	0.63327	0	0.03572	0	0	0
Healthy	40.8438	0	0	0.78914	0	2.46253	0.15504	0.00217	0.50307	0.00191	40.8438	0	2.46253	0.78914	0.77876	0.56539	0	0	0.00215	0
Healthy	0	1.56411	0	0	0	0.65771	0.38987	0.01614	0	0	0	0	0.65771	0	0.05268	0	0	0	0.00697	0.01813
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	1.00259	0	0	0	0	0	0	0	1.12242	0	0	0	0	0
Healthy	0	5.35426	0	0	0	0	0	0	0	0	0	0	0	0	0.5294	0	0	0	0.01398	0
Healthy	0	0.00241	0	9.38586	0	0.02444	0.64108	0	0	0.1571	0	0	0.02444	9.38586	0.07329	6.78865	0	5.46882	0.00676	0
Healthy	0	0	0	0.01812	0	0	1.3679	0	0	0.00223	0	0	0	0.01812	5.107	0	0	0	0	0
Healthy	0	3.32124	0	0	0	0	0	0	1.25095	0	0	0	0	0	0.01951	1.26847	0	1.57695	0.16304	0
D014607	0.17857	3.96257	0.05756	65.7029	0.00642	1.2561	0.05401	0.17528	0.00186	0	0.17857	0.00146	1.2561	65.7029	0	0	0	0.37753	0	0
Healthy	7.06751	0	2.02879	0	0	1.13124	0	0	0	0	7.06751	0	1.13124	0	1.29905	0	7.31724	0	0	0
Healthy	0	0	0	3.29406	0	0	0.08118	0	0	0	0	0.1104	0	3.29406	0.12885	0.70557	0	0.09947	0.02763	0
Healthy	0	0.01838	0	0	0	0	28.7052	0	0	0.01384	0	0	0	0	0	4.64679	0	0	0	0
Healthy	0	0	0	0	0	0	0.06349	0	0	0	0	0	0	0	0	0	0	0	0.1421	0
Healthy	0	24.2185	0	0	0	0	0	0	0	0	0	0	0	0	0.42255	0	0	0	0	0.10582
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34289	0
Healthy	0	8.66892	0	0	0	0	0.01798	0.72502	0	0.00401	0	0	0	0	0	0	0	0	0.0115	0
Healthy	0	0	0	0	0	0	16.8964	0	0	0	0	0	0	0	0.58624	0	0	0	0	0
Healthy	0	0	0	0	24.9592	0	0	0.02104	0	0.04428	0	0	0	0	0	3.49855	0	0	0.02515	0
Healthy	0	0	0	0	0	0	0.068	0.41987	0	0.05116	0	11.3941	0	0	0.00941	0	0	0	0	0
Healthy	0	1.13553	0	8.96091	0	0	0	0.01839	0	0	0	0.02037	0	8.96091	1.66685	0.17471	0	0.12348	0.00146	0
Healthy	0	22.8078	0	0	0	0	0.32147	0.01382	0	0.06523	0	0	0	0	0.0462	0	0	0	0.22596	0
Healthy	0	0.37626	0	0	1.56056	0	7.12808	0	0	0	0	0	0	0	10.7726	0	0	0	0.06749	0
Healthy	0	0.91352	0	5.57851	0	0	0.1197	0.01856	0.06697	0.00588	0	0	0	5.57851	0.73469	0.41124	0	0	0	0
Healthy	37.6395	0	1.89531	0	0	0	3.34255	0	0	0.00086	37.6395	0	0	0	0.01539	0	7.08862	0	0	0
Healthy	0	7.09473	0	0	0	0	0	0.23858	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00262	0	0	0	2.54112	0.14355	0	0	0.09241	0	0	2.54112	0	0	0	0	3.79548	0.03423	0
Healthy	1.94388	0	0.17596	0	0	0	0	0	0	0	1.94388	0	0	0	2.48964	0	4.61632	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.61272	0	3.60354	0	1.28996	0	0	0.648	0	0	0	1.28996	3.60354	0.38209	0.03534	0	0	0	0
Healthy	0	0	0	0	13.129	0	0.26276	0.05341	0	0.03855	0	0	0	0	0	1.50722	0	0	0.00596	0
Healthy	0	28.4489	0	0	0	0	0.08539	0	0	0.02416	0	0.04242	0	0	0	0	0	0	0.20211	0
Healthy	0	2.29358	0	0.29334	0	2.76435	0.89547	0.01044	0.05877	0.00038	0	0	2.76435	0.29334	2.14575	1.29662	0	0	0	0.01235
Healthy	3.42197	0	0.09951	0	0	0	0	0	0	0	3.42197	0	0	0	8.33886	0	8.10433	0	0	0
Healthy	0.11075	1.14715	0.78111	4.68931	0	1.82329	0	0	1.33666	0	0.11075	0.57137	1.82329	4.68931	0.46752	0	3.58224	0	0	0
Healthy	0	1.26305	0	0	0	0	0	0.889	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.06106	0	0.00456	0	0	0	0	0	0	0	0	0	0
Healthy	0.26595	0	0	0	0	0.06635	0.05816	0.06296	0	0	0.26595	0.09337	0.06635	0	0.11678	0	0	0	0.12305	0
Healthy	0	0	0	0.34041	0	0	0	0	0	0	0	0	0	0.34041	0.15958	0	0.5885	0.97211	0	0
Healthy	43.7728	0.15223	0	0.93545	1.53177	2.21709	0.18506	0.0018	0	0.00941	43.7728	0.07784	2.21709	0.93545	0.03859	0.33809	0	0	0	0
Healthy	48.8652	3.25413	0	0	0	4.42908	0	0	3.86409	0.03219	48.8652	0	4.42908	0	0.2298	0	0	0	0	0.00987
Healthy	0.24672	0.13095	0	0	2.63081	0	2.85515	0	0	0.03549	0.24672	15.2113	0	0	0.6931	0	0	0	0.02403	0
Healthy	0	0.02685	0	0	0	0	1.65118	0	2.86391	0	0	0	0	0	0	0	0	0	0.0748	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	19.3022	0	0	0	7.04212	0	0.01509	0.0066	0	0	0	7.04212	0	0	3.79012	0	0	0.04503	0
Healthy	0	3.18753	0	0	19.8408	0	0.56952	0	0.91749	0	0	0	0	0	0	0	0	0	0.00215	0
Healthy	0.01992	0	0	0	0	0	0.26265	0	0	0	0.01992	0	0	0	3.41432	0	0	0	0.13331	0
Healthy	0	0	0	6.87978	0	0	0	0.03057	0	0	0	0	0	6.87978	0.65774	0	0	0	0	0
Healthy	0	0.00553	0	6.55398	0	0	0.68164	0	0	0.06883	0	0	0	6.55398	1.34397	0	0	0.35576	0.04844	0.33454
Healthy	0	2.18149	0	22.9571	0	19.9246	0	0.00949	2.42352	0.01429	0	0.50563	19.9246	22.9571	0.05328	0	3.68487	0.43262	0.01707	0
Healthy	0	0.00043	0.00809	0	0	0	0.13819	0	0	0	0	0	0	0	0.10296	0	0	0	0	0.39879
Healthy	0	0	0	7.45251	0	0	0	0.00854	0	0	0	0	0	7.45251	0.80211	0	0	0	0.08213	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	1.30257	0	0	0	0	0	3.03968	0	0	0	0.05476	0
Healthy	0	0.43497	0	0	0	3.80759	0	0	0	0.07263	0	0	3.80759	0	0.03064	2.46997	0	0	0	0
Healthy	0.01418	0	0	0	0	0	0.18599	0	0	0.00738	0.01418	0	0	0	0.15389	0	0	1.54812	0.00555	0
Healthy	0.33275	0	0	0	0	1.42516	0.02468	1.07771	0	0	0.33275	0.93012	1.42516	0	0	0	0	0	0.01495	0
Healthy	0	3.12682	0	0	0	3.98122	0.08293	0	0	0	0	0	3.98122	0	2.1304	0	0	0.13446	0	0.00185
Healthy	0	17.8827	0	0	0	0	0.2024	0.0199	0	0.06719	0	0	0	0	0.07525	0	0	0	0.16598	0
Healthy	8.67042	0	1.4189	0	0	0	0.51966	0	0	0	8.67042	0	0	0	0.20075	0	21.9733	0	0	0
Healthy	24.9152	0	0	0	0	0	0	0	0	0	24.9152	2.1774	0	0	1.2746	0	1.82274	0	0	0
Healthy	19.5973	1.30293	0	0	0	0	0.02214	0	0	0	19.5973	0	0	0	0.62439	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.29681	0	0	0.00787	0	35.8938	0	0	0.00289	0	0	0	0.03171	0.02248
Healthy	6.34823	0	0	0	0	0	0	0	0	0	6.34823	0	0	0	0.20133	0	0	0	0	0
D014607	0.00976	0.81561	0	0	0	0.58261	0.44296	0	0	0.00638	0.00976	0	0.58261	0	0	0	0	0	0	0
Healthy	0	0.86184	0	0	0	0.66465	0.11684	0.01612	0	0.00172	0	0	0.66465	0	0.1544	0	0	0	0	0.05353
Healthy	0	0	0	0	0	0.00024	0.01657	0	0	0	0	0	0.00024	0	0.22315	0	0	0	0.00256	0
Healthy	0	0.00175	0	0	0	1.23491	0.17989	0	0	0.14138	0	0	1.23491	0	0.23247	0	0	2.13713	0.10726	0
D014607	0.10569	4.37898	0.01304	0.01229	0	0	0.70307	0.00536	0.0033	0.10796	0.10569	0	0	0.01229	0.01286	0	0	1.07079	0.19222	0.01288
Healthy	39.1719	2.803	15.2245	0	0	2.43298	0	0	0.00428	0	39.1719	0.04148	2.43298	0	0.62824	0.24875	3.47911	0	0.00299	0
Healthy	0	1.98668	0	13.8686	0	2.92954	0.01013	0	0	0.04873	0	0	2.92954	13.8686	0.63207	0	0	0	0	0
Healthy	0	0	0	2.87221	0	0	0	0	0	0	0	0	0	2.87221	1.70196	0	0	0	0.06174	0
Healthy	0.14091	0.01347	0	0	0	2.51127	0	0.06564	1.05219	0.08453	0.14091	2.6928	2.51127	0	0.44997	0.41554	0	0	0.00135	0
Healthy	2.41538	0	0	0	0	0.45498	0.0405	1.03288	0	0	2.41538	0.47578	0.45498	0	0.01262	0	0	0	0.03783	0
Healthy	0	0	0	0	0	0	0.01778	0	6.08865	0	0	8.04147	0	0	0.00216	0	3.38076	0	0	0
Healthy	0	0	0	0	0	0	1.05669	0	0.00017	0	0	0	0	0	0	0	0	0	0	0.05847
Healthy	0	0	0	0	0	0	0.08528	0	0	0.04218	0	0	0	0	0.3371	0	0	0	0	0
Healthy	1.05486	0	0	0	0	1.70503	0	0.00823	0	0	1.05486	0	1.70503	0	5.26659	0.12911	0	0	0	0
Healthy	0	0	0	0	0	0	0.00095	0	0	0	0	0.00043	0	0	0	0	0	0	0	0
Healthy	56.9411	0.51859	0	0.45991	0	0.06919	0	0	0	0	56.9411	0	0.06919	0.45991	0.08972	0	0.31573	0	0	0
Healthy	0	37.5998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0663	0
Healthy	0	0	0	0	0	3.51669	0	0.13113	0	0	0	0	3.51669	0	0.60429	0	0	0	0.00395	0
Healthy	27.7216	2.79639	3.94769	0	0	1.62958	0.04719	0.57973	1.02835	1.39254	27.7216	0	1.62958	0	0	0.39262	0	0	0	0
Healthy	0	0	0	0	0	0	3.31039	0	0	0	0	0	0	0	2.00375	0	0	0	0	0
Healthy	0	0	0	0.00155	0	0	13.2784	0	0	0	0	0	0	0.00155	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.6014	0	0.22273	0	0	0	0.33624	0.6014	0	0	0	0	0	0.0696	0
Healthy	0	9.13048	0	0	0	0	0	0	0	0	0	0	0	0	0.07774	0	0	0	0.00248	0
Healthy	0	0	0	0	0	0	0	0	0	0.00559	0	0	0	0	0.07446	0	0	0	0.06265	0
D014607	15.4748	0.00534	56.5204	0.00972	2.09632	0.00425	1.9689	0	0	0.00121	15.4748	0	0.00425	0.00972	0.00032	0.37885	0	0	0.07223	0
Healthy	28.5028	0	0	0	1.17145	0	0	0.01944	0.08485	0	28.5028	0	0	0	1.34108	0	0	0	0	0.00089
Healthy	4.60795	1.97601	0	0	0	0	0.37948	0	0	0	4.60795	0	0	0	0.40161	0	0	0	0	0
Healthy	11.9298	0	0	0.00038	0.01023	0	0.47618	0	0	0.14253	11.9298	0	0	0.00038	0	0	0	0	0	0.17328
Healthy	0	0.07293	0	0	0.76133	11.9014	0	0.24255	0	0.11505	0	3.79792	11.9014	0	0.07021	4.59117	0	0	0.00134	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63527	0	0	0	0
Healthy	28.768	2.84785	3.94531	0	0	1.66283	0	0.53372	1.08114	1.37421	28.768	0	1.66283	0	0	0.33177	0	0	0	0
Healthy	0	20.3003	0	0	0	8.44734	0	0	0	0.01917	0	0	8.44734	0	0	3.99345	0	0	1.2262	0
Healthy	0.61172	0.67847	0	0	0	0	0	0	0	0	0.61172	0	0	0	0.14861	0	0	0	0.15351	0
Healthy	0	3.09019	0	0	20.1914	0	0.52319	0	0.86147	0	0	0	0	0	0	0	0	0	0.01254	0
Healthy	0.13988	0	0	0	0	6.42456	0.30311	0.00842	0	0	0.13988	0	6.42456	0	5.54097	0.70048	0	0	0	0
Healthy	1.52037	0	0	0.327	0.97143	0	0	0.04347	0	0	1.52037	0	0	0.327	0.64055	0.27811	0	0	0	0
Healthy	0.00216	0	0	0	0	0	7.77475	0	0.54873	0	0.00216	0	0	0	0	0	0	0	0	0
Healthy	0	0.00263	0	0	0	2.45297	0.13705	0	0	0.0852	0	0	2.45297	0	0.00355	0	0	3.66932	0.02559	0
Healthy	7.61864	0	0.76897	0	0	0.25104	3.8309	0.23586	0	0	7.61864	0.12392	0.25104	0	1.24419	0	1.09525	0	0	0
Healthy	0	0	0	0	0	0	68.4318	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.65649	0	0	0.09083	0	0	0	0	0	0	0	0	0.10956	0.1454
D014607	0.11444	11.0781	0.03888	5.18157	8.15079	7.20494	0.66932	1.23718	0	0.05561	0.11444	0.02444	7.20494	5.18157	0.0252	1.38148	0.00174	0	0.27957	0.029
Healthy	18.3875	0	0	1.54664	2.04908	0.22884	0	0.14977	0.15721	0.02636	18.3875	3.22215	0.22884	1.54664	0.18125	0	0.8408	0.67445	0	0
Healthy	0	4.93947	0	0	0	1.53444	0	0.05612	0	0.00265	0	0.52987	1.53444	0	0.64302	0	0	0	0.00482	0
D014607	9.97003	3.45545	21.315	3.44715	0.56318	0.51129	1.98969	0.37003	0.02598	0	9.97003	0.16039	0.51129	3.44715	0	1.96287	0	0.50589	0.00062	0
Healthy	0	30.881	0	0	0	0	0.25496	0	0	0.02395	0	0.02562	0	0	0.00803	0	0	0	0.25885	0
Healthy	0.00976	12.928	0	0	0	14.8705	0	0.00723	0	0.01986	0.00976	0	14.8705	0	0	1.2096	0	1.37705	0	0.00265
Healthy	0	28.3153	0	0	0	0	0.03274	0	0	0.03137	0	0.01516	0	0	0	0	0	0	0.21604	0
Healthy	0	0.08992	0	0	0	1.45092	1.0772	0.10779	0.08024	0.05333	0	0	1.45092	0	1.917	0.31965	2.90329	0	0.02009	0.00165
Healthy	0	0.00199	0	0	0	0.00033	0	0	0	0.19335	0	0	0.00033	0	0	0	0	1.26159	0	0
Healthy	0	0	0	0	0	0	0.47533	0	0	0.10931	0	0	0	0	0	0	0	0	0.07533	0.14049
Healthy	0	0	0	0	0	0	1.05383	0	0	0	0	43.7938	0	0	0	0	0	0	0	0
Healthy	0.61767	0.29854	0	0	0	0.19887	12.2714	0	0.0457	0.01852	0.61767	0	0.19887	0	3.87483	0	0	0	0	0
Healthy	0	0.64534	0	0	0	0	0.08725	0	0	0	0	0	0	0	0	0	0	0	0	0.12465
Healthy	66.2079	0	0	0	0	0	4.26379	0	0	0	66.2079	0	0	0	0	0	0	0	0	0.01915
Healthy	0	0	0	0	0	0	0.01829	2.36687	0	0	0	0	0	0	0	0	0	0	0	0.07319
Healthy	1.9219	0.46207	0	0	0	3.05631	0	0	0	0	1.9219	0	3.05631	0	1.52987	0.39498	0	0	0	0
Healthy	0	19.17	0	0	0	0	0	0.1512	0.45798	0	0	0	0	0	0	1.02782	0	0	0.57478	0.01394
Healthy	47.8846	0.13851	0	2.25502	1.4836	0.01489	0	0.05328	0.00901	0.0251	47.8846	2.47805	0.01489	2.25502	0.09895	0.05546	0	0.54194	0.01441	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65063	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.11185	0	0	0	0	0	0	0	0	0	0	0	0.14325	0
Healthy	0	0	0	0	0	0	0	0	0.0262	0	0	13.6541	0	0	0	0.07799	0	3.21907	0	0
D014607	40.9735	2.67356	0	0	0	0.72727	0.19296	0.4665	0.00867	0.01473	40.9735	0	0.72727	0	0	0.32528	0	0	0.00866	0
Healthy	32.4207	0	0	0	0.89229	0	0	0.03299	0	0	32.4207	0	0	0	0.15903	0	0.10589	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.27738	0.74692	0	7.10298	5.1641	0.84768	0.25486	0.02749	0.12694	0.04745	7.27738	0.08444	0.84768	7.10298	0.21925	2.04162	0	0.3233	0.19696	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.44307	0	0.54584	0	0	0	0	0	0	0	2.44307	0	0	0	2.89115	0	2.76683	0	0	0
