group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Coriobacteriaceae	Akkermansiaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Eggerthellaceae
D009765	29.84472	15.4807	3.64573	0.11764	7.96561	5.83288	0	0	0	0	1.16057	29.84472	15.4807	3.64573	0.11764	5.83288	0	7.96561	0	0.25446
Healthy	6.54759	4.02705	0.38169	0.14932	0.07156	8.01092	0	0	0	0	28.12676	6.54759	4.02705	0.38169	0.14932	8.01092	0	0.07156	0	0.1044
D009765	3.91622	1.83585	0.02231	0.65957	0.09497	0.01039	0	0.25283	0	1.98741	58.67448	3.91622	1.83585	0.02231	0.65957	0.01039	0.32795	0.09497	0	0
Healthy	4.92547	3.70501	0.2498	1.286	0.0325	0.12672	0	0	0.05442	0	68.0211	4.92547	3.70501	0.2498	1.286	0.12672	0	0.0325	0	0
Healthy	34.5061	2.62957	0.31582	0.25577	3.06532	25.364	0.02399	0.34056	0.01853	0.01028	0.17441	34.5061	2.62957	0.31582	0.25577	25.364	0	3.06532	0.02399	1.16762
Healthy	3.32578	1.69176	0.3923	0	0.20255	0	0	0.05946	0	0	54.45912	3.32578	1.69176	0.3923	0	0	0	0.20255	0	0
Healthy	0.64376	1.37611	0.00788	0	0	0.61933	0	0	0	0	92.19868	0.64376	1.37611	0.00788	0	0.61933	0	0	0	0
Healthy	16.00256	18.37784	17.26884	0.0293	4.6502	0	0	1.09497	0	3.26715	15.53655	16.00256	18.37784	17.26884	0.0293	0	0	4.6502	0	0
Healthy	13.73188	2.22536	9.77859	8.02987	2.73071	0.91083	0	0.01137	0.03521	0.28683	21.36149	13.73188	2.22536	9.77859	8.02987	0.91083	0	2.73071	0	0.03739
Healthy	9.9411	3.20211	0.23772	0	0.16056	0	0	0.15655	0.17697	0	63.52559	9.9411	3.20211	0.23772	0	0	0	0.16056	0	0
Healthy	10.75215	1.15008	0	0.0403	0	0	0	0.98274	0	0	66.64553	10.75215	1.15008	0	0.0403	0	0	0	0	0
Healthy	1.43074	2.80893	0	0.4914	0.01917	0	0	0	0	0	43.53044	1.43074	2.80893	0	0.4914	0	0	0.01917	0	0
Healthy	2.53466	9.01599	0	0	0	0	0	0	0	0	60.22917	2.53466	9.01599	0	0	0	0	0	0	0.57453
Healthy	12.35862	1.45301	0	0	0	0	0	0.5321	0	0	30.16328	12.35862	1.45301	0	0	0	0	0	0	0
Healthy	19.09982	1.61343	0	33.1165	0	0	0	0	0	0	17.53804	19.09982	1.61343	0	33.1165	0	0	0	0	0
Healthy	41.60032	2.6451	8.02979	0	0.49719	2.21026	0	0	0	0	6.21909	41.60032	2.6451	8.02979	0	2.21026	0	0.49719	0	0
Healthy	0.85187	0.00078	26.28788	0	0	0	0	0	0.02118	0	4.13869	0.85187	0.00078	26.28788	0	0	0	0	0	0
Healthy	10.50884	7.68833	0.78125	2.77063	0.47139	2.37923	0	2.65722	0	0	26.43664	10.50884	7.68833	0.78125	2.77063	2.37923	1.84641	0.47139	0	0.01603
Healthy	22.75705	6.03358	0.00044	1.2509	1.24513	0	9.63495	0.34474	0	1.29726	22.77827	22.75705	6.03358	0.00044	1.2509	0	0	1.24513	9.63495	0.00127
Healthy	10.82757	7.01344	0.39583	0	0.11045	0	0	0.00884	0	0	39.4412	10.82757	7.01344	0.39583	0	0	0	0.11045	0	0.09906
Healthy	1.1498	0.89451	0	0.41908	0.13106	0	0	0.03436	0	0	85.03034	1.1498	0.89451	0	0.41908	0	0	0.13106	0	0
Healthy	45.16278	1.33686	0.12593	0.00302	0.04826	0.08234	0	0.04797	0	0	18.54313	45.16278	1.33686	0.12593	0.00302	0.08234	0	0.04826	0	0
Healthy	11.08425	1.09809	0	10.2853	0	0	0	0.69215	0	0	30.66419	11.08425	1.09809	0	10.2853	0	3.36441	0	0	0
Healthy	12.36262	0	0	0.06377	0	0	0	0	0	0.00485	45.20387	12.36262	0	0	0.06377	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	12.5676	69.3368	0	0	0	0	0	0	0	0	0
Healthy	16.41245	31.53446	0	0	0	0	0	0.83493	0	0	28.33744	16.41245	31.53446	0	0	0	0	0	0	0
Healthy	2.59735	0.5541	0	0	0	0	0	0	0	0	35.96766	2.59735	0.5541	0	0	0	0	0	0	0
Healthy	11.3437	13.81615	0	2.83151	0	8.50569	0.86025	0	0	0	23.13049	11.3437	13.81615	0	2.83151	8.50569	1.41113	0	0.86025	0
Healthy	18.13193	4.82714	6.16323	7.3941	7.78492	0	0	0.90112	0	0	23.81482	18.13193	4.82714	6.16323	7.3941	0	0	7.78492	0	0.10873
Healthy	14.43681	6.56706	0.27323	0.4581	0.02733	0	0.00097	0.59434	0	0.75555	19.2646	14.43681	6.56706	0.27323	0.4581	0	0	0.02733	0.00097	0
Healthy	27.99352	11.38769	1.30933	10.6561	1.61799	0.00129	1.60125	16.2285	0.25467	0	16.49688	27.99352	11.38769	1.30933	10.6561	0.00129	0.00183	1.61799	1.60125	0
Healthy	46.12001	2.27869	0	0	0	0	0	2.59549	0	0	34.47805	46.12001	2.27869	0	0	0	0	0	0	0
Healthy	14.3225	4.19336	4.37919	5.42681	1.15934	0.06377	0	0.00164	0	0.00641	40.35245	14.3225	4.19336	4.37919	5.42681	0.06377	0.62413	1.15934	0	0.2235
Healthy	0.6642	2.39356	1.14064	2.22037	0.68469	0.15749	0.03553	0.54908	0	0	15.6008	0.6642	2.39356	1.14064	2.22037	0.15749	0	0.68469	0.03553	0.02925
Healthy	3.47734	16.87389	2.63151	0.7228	0.77118	0	0.01128	0.03476	0	0	66.4155	3.47734	16.87389	2.63151	0.7228	0	0	0.77118	0.01128	0
Healthy	24.70333	8.23489	0.33623	3.03576	0.014	0.25248	0	0.01318	0	0	17.82183	24.70333	8.23489	0.33623	3.03576	0.25248	0.25198	0.014	0	0
Healthy	15.26111	7.18985	0	0.04858	0.10698	0	1.92812	0.21221	0.29227	0	21.65453	15.26111	7.18985	0	0.04858	0	0.19386	0.10698	1.92812	0
Healthy	24.9995	3.86531	0	1.73416	0	0.87606	0.92657	0.02329	0	0	49.09379	24.9995	3.86531	0	1.73416	0.87606	0.66909	0	0.92657	0
Healthy	9.36965	5.34982	1.37984	0.6035	0.39782	0.53268	0	0	0	0	46.6375	9.36965	5.34982	1.37984	0.6035	0.53268	0	0.39782	0	0.02028
D009765	19.3607	0	0	0	0	0	0	0.42394	0	0	55.50855	19.3607	0	0	0	0	0	0	0	0
Healthy	6.89448	3.03837	0.82131	5.76913	0	0	0	0.10979	0.02298	0	55.86797	6.89448	3.03837	0.82131	5.76913	0	0	0	0	0.00912
Healthy	3.74087	1.09309	21.57091	11.85169	4.77566	0.86713	0	0.02316	0	0	13.37701	3.74087	1.09309	21.57091	11.85169	0.86713	0	4.77566	0	0.44847
Healthy	2.35324	7.16242	0.00495	0.37276	0.12177	0.55589	0	0	0	0	43.57066	2.35324	7.16242	0.00495	0.37276	0.55589	0	0.12177	0	0.16689
D009765	58.1769	1.08269	0	0	0	0	0	0	0	0	18.00655	58.1769	1.08269	0	0	0	0	0	0	0
Healthy	1.41098	0.77006	0	0.15636	0.07603	0	0	0	0	0	24.33492	1.41098	0.77006	0	0.15636	0	0	0.07603	0	0
D009765	9.32765	4.30083	27.21164	4.85459	19.6502	1.31442	0	0.06808	0	1.55976	0.8069	9.32765	4.30083	27.21164	4.85459	1.31442	0.31392	19.6502	0	0.01353
Healthy	40.01939	2.78947	0.2885	2.01942	0	0	0	0.28994	0	0	33.3582	40.01939	2.78947	0.2885	2.01942	0	0.50272	0	0	0
Healthy	0.92057	0.0044	26.92302	0	3.61486	0	0	0.01813	4.08856	0.03926	30.26048	0.92057	0.0044	26.92302	0	0	0	3.61486	0	0.15598
Healthy	10.35771	7.39612	6.696	3.19594	2.30781	0	0	0.95378	0	0	42.1371	10.35771	7.39612	6.696	3.19594	0	0	2.30781	0	0.07654
Healthy	3.68938	5.40639	0.80747	5.66963	0.16538	0.74258	0	0.05901	0.03691	0	43.40705	3.68938	5.40639	0.80747	5.66963	0.74258	0	0.16538	0	0.00503
Healthy	65.10181	3.52848	6.28061	0	3.32267	0	0	0	1.70245	0	6.35355	65.10181	3.52848	6.28061	0	0	0	3.32267	0	0.05963
Healthy	25.87645	21.18614	0	0.44825	0	0.17318	3.80964	0.5174	0	1.88483	15.30794	25.87645	21.18614	0	0.44825	0.17318	0.66186	0	3.80964	0
D009765	44.24962	11.79884	2.60581	10.394	3.1599	1.52501	0.27246	0.867	0	0	6.18911	44.24962	11.79884	2.60581	10.394	1.52501	0	3.1599	0.27246	0
D009765	21.17852	3.07583	0.60583	3.35823	4.25413	0	0	0.85109	0	0	9.41281	21.17852	3.07583	0.60583	3.35823	0	0	4.25413	0	0.25204
Healthy	5.63363	8.55283	0	4.69959	0	0	0	0	0	0.16646	57.58141	5.63363	8.55283	0	4.69959	0	0	0	0	0
Healthy	20.55786	3.11121	0.20889	0.11396	0.12332	0.05104	0	0.0586	0.00333	0	53.6272	20.55786	3.11121	0.20889	0.11396	0.05104	0	0.12332	0	0
Healthy	29.11495	14.36158	3.51953	0.02218	0.31131	0	0	0.06749	0	0	13.04629	29.11495	14.36158	3.51953	0.02218	0	0	0.31131	0	0.00253
Healthy	19.05219	6.29765	0.55022	4.9165	0.04008	0.38007	0	0	0	0	18.82713	19.05219	6.29765	0.55022	4.9165	0.38007	0	0.04008	0	0
Healthy	19.95339	0.00136	9.69128	10.9405	9.00992	0.98081	0	0.09045	0	0.03459	39.24931	19.95339	0.00136	9.69128	10.9405	0.98081	0	9.00992	0	0.22442
Healthy	18.0346	12.47381	0.41323	0.01733	0.08591	0.48728	0	0.18526	0.00245	0.01593	34.00414	18.0346	12.47381	0.41323	0.01733	0.48728	0	0.08591	0	0.00203
Healthy	9.37955	3.59525	0	0	0	0	0	0.02452	0	0	67.81075	9.37955	3.59525	0	0	0	0	0	0	0
Healthy	0.7039	5.22981	0.07712	0.11254	0.06085	0	0	0.03772	0	0	54.30655	0.7039	5.22981	0.07712	0.11254	0	0	0.06085	0	0
Healthy	12.86276	1.42192	0	0	0	0	0	0.50147	0	0	29.14607	12.86276	1.42192	0	0	0	0	0	0	0
Healthy	1.58508	1.78899	1.05286	1.94687	0.1756	3.60839	0	0	0	0.00625	50.54522	1.58508	1.78899	1.05286	1.94687	3.60839	0	0.1756	0	0
Healthy	23.08996	19.2472	5.8251	15.7193	0	0	0.1586	0.56837	0	0.05727	15.67771	23.08996	19.2472	5.8251	15.7193	0	0	0	0.1586	0
D009765	20.11356	3.61398	0.64436	2.84091	4.31009	0	0	0.52606	0	0	9.30568	20.11356	3.61398	0.64436	2.84091	0	0	4.31009	0	0.08907
Healthy	5.25015	0.45661	34.03736	0	1.83456	0	0	0	0	0	0.12418	5.25015	0.45661	34.03736	0	0	0	1.83456	0	0
Healthy	1.19561	3.5783	1.21136	4.99467	1.15088	0.47557	0.02188	0.71548	0	0	10.53695	1.19561	3.5783	1.21136	4.99467	0.47557	0	1.15088	0.02188	0.07936
Healthy	27.62409	25.7256	15.48497	15.0914	0	0	0	0	0	0	10.97433	27.62409	25.7256	15.48497	15.0914	0	0	0	0	0.01338
D009765	51.0244	13.48561	2.69633	3.41327	2.22251	1.479	0	0.29702	1.49423	0	7.40711	51.0244	13.48561	2.69633	3.41327	1.479	0	2.22251	0	0.00101
Healthy	15.7252	5.42927	2.00549	0	0.80463	0	0	0.2107	0.14357	0.02654	28.13923	15.7252	5.42927	2.00549	0	0	0	0.80463	0	0.03171
D009765	49.06138	3.74087	6.52333	18.7854	8.73319	0.11865	0	0.17616	0	0	3.49878	49.06138	3.74087	6.52333	18.7854	0.11865	0	8.73319	0	0
Healthy	34.41931	6.8578	0.12966	4.99893	0	0.59724	0	0	0	0	8.05171	34.41931	6.8578	0.12966	4.99893	0.59724	1.03233	0	0	0
Healthy	0.35757	3.90741	0.01459	1.90201	1.25369	43.7613	0	0.16405	0	0	8.97149	0.35757	3.90741	0.01459	1.90201	43.7613	0	1.25369	0	0.17385
Healthy	5.91871	5.29898	0	0	0.18531	0	0	0	0	0	65.66626	5.91871	5.29898	0	0	0	0	0.18531	0	0.0642
Healthy	55.5583	0	0	0	0	0	0	0	0	0	0	55.5583	0	0	0	0	0	0	0	0
Healthy	1.30125	2.98749	0.13731	0	0.0329	0	0	0	0	0	81.55533	1.30125	2.98749	0.13731	0	0	0	0.0329	0	0
Healthy	33.57267	4.8714	0.23598	29.50236	0.51061	0	0	0.02649	0	0	12.42737	33.57267	4.8714	0.23598	29.50236	0	0	0.51061	0	0.00662
Healthy	3.76115	2.77032	0.79609	1.59872	0.5799	0	0	0.04519	0	0.11243	48.84763	3.76115	2.77032	0.79609	1.59872	0	0.00796	0.5799	0	0
Healthy	27.7512	18.73672	0.0005	0.46519	0.19488	0	0	0.82942	0	0	6.10948	27.7512	18.73672	0.0005	0.46519	0	0.72247	0.19488	0	0.15845
Healthy	3.88804	1.00664	0.52847	0	0	0	0	0.04312	0	0	77.96466	3.88804	1.00664	0.52847	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	74.06347	0	0	0	0	0	0	0	0	0
Healthy	2.49626	7.4369	0	0.33049	0.09998	0.56457	0	0	0	0	42.83558	2.49626	7.4369	0	0.33049	0.56457	0	0.09998	0	0.18248
Healthy	4.05585	3.98269	0.38942	0.11038	0.07908	8.47837	0	0	0	0	31.8147	4.05585	3.98269	0.38942	0.11038	8.47837	0	0.07908	0	0.1564
Healthy	21.91439	0.27266	0.02459	0	0	0	0	0.21428	0	0	47.82067	21.91439	0.27266	0.02459	0	0	0	0	0	0
Healthy	1.81861	2.43123	1.72919	1.86144	0.1158	4.66528	0	0	0	0	32.29228	1.81861	2.43123	1.72919	1.86144	4.66528	0.23364	0.1158	0	0
Healthy	20.26009	6.22493	18.59698	2.65323	7.02053	0	0	4.21269	7.48365	0	4.28713	20.26009	6.22493	18.59698	2.65323	0	4.61479	7.02053	0	0
Healthy	2.22211	9.34853	0.04649	1.32016	0.12133	0	0	0.12519	0.20931	0	60.01183	2.22211	9.34853	0.04649	1.32016	0	0	0.12133	0	0.0109
Healthy	3.31496	2.52576	1.506	1.48339	0.80474	0	0	0.00184	1.13501	0	41.29879	3.31496	2.52576	1.506	1.48339	0	0	0.80474	0	0.07372
Healthy	34.00631	10.8563	8.53051	2.34812	0.38233	0	0	0.91548	0	0	25.55322	34.00631	10.8563	8.53051	2.34812	0	0	0.38233	0	0
Healthy	3.20744	2.00092	0.48598	0	0.26261	0	0	0.06761	0	0	49.57217	3.20744	2.00092	0.48598	0	0	0	0.26261	0	0
Healthy	2.83198	1.35299	0.03787	0	0.12712	0	0	0.06892	0.00571	0	10.36283	2.83198	1.35299	0.03787	0	0	0	0.12712	0	0.02085
Healthy	11.71708	1.19851	0	0	0	0.63691	0	0	0	0	58.5524	11.71708	1.19851	0	0	0.63691	0	0	0	0
Healthy	0.22061	0.00733	30.16693	0	2.0283	0	0	0.03472	0	0.09411	22.17331	0.22061	0.00733	30.16693	0	0	0	2.0283	0	0
D009765	26.74558	2.01957	0.01018	4.1229	0	0	0	3.50167	0	0	39.13357	26.74558	2.01957	0.01018	4.1229	0	0	0	0	0
Healthy	4.82885	3.28079	0.00502	0.00872	0	0	0	0.02006	0	0	54.83507	4.82885	3.28079	0.00502	0.00872	0	0	0	0	0
Healthy	35.24118	10.39485	2.27182	0.04433	0.17451	0	0	0.15466	0	0	14.1516	35.24118	10.39485	2.27182	0.04433	0	0	0.17451	0	0
Healthy	0.3306	1.29351	0.36471	0.66752	0.86375	0.0078	0.03371	0.38297	0	0	38.27388	0.3306	1.29351	0.36471	0.66752	0.0078	0	0.86375	0.03371	0.00301
Healthy	0.00235	0	45.48001	0	0	0	0	0	0	0	4.5859	0.00235	0	45.48001	0	0	0	0	0	0
Healthy	21.24383	9.32906	0.52811	0	0.2013	12.906	0	1.92613	0	0	7.72787	21.24383	9.32906	0.52811	0	12.906	1.69349	0.2013	0	0
Healthy	42.40187	24.8575	22.2985	0.88064	0	0	0	0	0	0	8.01845	42.40187	24.8575	22.2985	0.88064	0	0	0	0	0
Healthy	19.50814	5.21255	1.82914	25.01063	3.27579	5.60774	0	0.12324	0	0	19.07035	19.50814	5.21255	1.82914	25.01063	5.60774	0	3.27579	0	0.08701
Healthy	14.50134	7.52689	1.47133	0.05924	0.21914	0.4519	0	2.12	0	0	21.14025	14.50134	7.52689	1.47133	0.05924	0.4519	0.16007	0.21914	0	0
Healthy	1.559	1.56264	0.26279	0.15391	0	0	0	0.04162	0	0	53.4144	1.559	1.56264	0.26279	0.15391	0	0	0	0	0
Healthy	9.10908	1.03383	8.98985	19.1533	3.13799	3.80362	0	0	1.54188	0	5.2172	9.10908	1.03383	8.98985	19.1533	3.80362	10.4943	3.13799	0	0.14641
Healthy	5.15277	2.3285	0	0	0.64187	0	0.11516	0.20077	0	0.09745	58.73401	5.15277	2.3285	0	0	0	0.11602	0.64187	0.11516	0
Healthy	32.0243	14.533	10.29739	17.8456	0	0.01069	0	0.02104	0.05192	0	14.42322	32.0243	14.533	10.29739	17.8456	0.01069	0	0	0	0.09692
Healthy	1.00085	2.4657	1.05041	2.01033	0.56127	0.13985	0.04368	0.36671	0	0	15.42862	1.00085	2.4657	1.05041	2.01033	0.13985	0	0.56127	0.04368	0
Healthy	20.23608	8.65162	3.65315	1.90423	0.65908	0.0269	0	0.32485	0	0	19.50084	20.23608	8.65162	3.65315	1.90423	0.0269	0.15359	0.65908	0	0
Healthy	0	0	20.49217	0	0	0	0	0	0	0	50.08936	0	0	20.49217	0	0	0	0	0	0.13545
Healthy	1.73643	3.18773	0	0.03726	0	0	0	0	0	0	60.02125	1.73643	3.18773	0	0.03726	0	0	0	0	0
Healthy	6.17709	4.04535	0.43806	0.15362	0.08076	8.491	0	0	0	0	27.0659	6.17709	4.04535	0.43806	0.15362	8.491	0	0.08076	0	0.10453
Healthy	2.82232	1.98429	0.64754	1.02775	0.1319	0	0	0.10208	0	0	58.83885	2.82232	1.98429	0.64754	1.02775	0	0	0.1319	0	0
D009765	43.62248	14.26161	8.69473	0.00603	1.71589	0.0031	4.40499	0.31987	0.3716	1.11186	8.25122	43.62248	14.26161	8.69473	0.00603	0.0031	0.06978	1.71589	4.40499	0
Healthy	44.1738	5.388	0.2521	1.78826	0.32988	1.38974	0	1.16992	0	0	15.01807	44.1738	5.388	0.2521	1.78826	1.38974	0.44728	0.32988	0	0.00138
Healthy	8.43573	2.8606	0.81517	3.88275	0.63567	0.72584	0	0.0067	0.06618	0	14.22333	8.43573	2.8606	0.81517	3.88275	0.72584	0	0.63567	0	0.06416
D009765	32.58431	1.65814	0.04051	2.27431	0.04051	0	0	0.31669	0.51331	1.79915	25.70674	32.58431	1.65814	0.04051	2.27431	0	0	0.04051	0	0
Healthy	1.7712	0.99109	0.14046	0	0	1.84295	0	0	0	0	83.75892	1.7712	0.99109	0.14046	0	1.84295	0	0	0	0
Healthy	5.273	1.2917	0	1.48492	0	0	0	0	0	0	53.1305	5.273	1.2917	0	1.48492	0	0	0	0	0
Healthy	4.62909	3.48233	0.01722	0	0.11737	0	0	0.00806	0	0.0349	64.98795	4.62909	3.48233	0.01722	0	0	0	0.11737	0	0.00156
Healthy	29.42827	0.80508	2.4165	0	1.87844	0	0	0.05254	1.73204	0	16.79554	29.42827	0.80508	2.4165	0	0	0	1.87844	0	0.25731
Healthy	23.02168	5.80441	1.1541	16.9456	0	0.96622	0.03091	0	0	0	17.55989	23.02168	5.80441	1.1541	16.9456	0.96622	0	0	0.03091	0.10928
D009765	24.78838	7.09896	1.50181	0.06147	3.5048	0.39349	4.14316	0.0222	0.17896	0	22.4919	24.78838	7.09896	1.50181	0.06147	0.39349	0	3.5048	4.14316	0.09529
Healthy	0	0	2.21534	0	0.25808	0	0	0	0	0	1.94537	0	0	2.21534	0	0	0	0.25808	0	0
Healthy	5.17697	4.93931	0.21988	0	0	0	0	0	0	0	55.31537	5.17697	4.93931	0.21988	0	0	0	0	0	0
Healthy	2.52416	0.55046	0	0	0	0	0	0	0	0	35.2676	2.52416	0.55046	0	0	0	0	0	0	0
Healthy	13.18979	3.90565	0.42243	0	0	0	0	0	0	0	53.81259	13.18979	3.90565	0.42243	0	0	0	0	0	0
Healthy	4.21161	1.08743	5.5343	4.60155	0.69645	7.23898	0	0.17432	0	0	29.72478	4.21161	1.08743	5.5343	4.60155	7.23898	0	0.69645	0	0.04189
Healthy	10.997	4.07709	32.56182	0	3.65264	3.62249	0	0.03599	0	0.18269	21.12868	10.997	4.07709	32.56182	0	3.62249	0	3.65264	0	0.04556
Healthy	18.5457	4.74516	4.53988	0	0.61646	0	0	0.07931	0	0	43.36324	18.5457	4.74516	4.53988	0	0	0	0.61646	0	0.00323
Healthy	6.1442	4.29055	0.37044	0.14583	0.09219	8.73029	0	0	0	0	26.27907	6.1442	4.29055	0.37044	0.14583	8.73029	0	0.09219	0	0.13158
Healthy	6.14176	3.64908	0.2172	0.24062	0.0746	9.35753	0	0	0	0	7.29767	6.14176	3.64908	0.2172	0.24062	9.35753	0	0.0746	0	0.0913
Healthy	7.94231	7.03393	0	0.25828	0.05195	0	3.8111	0.56373	0	0	57.15667	7.94231	7.03393	0	0.25828	0	0	0.05195	3.8111	0
Healthy	10.73204	4.83739	13.64907	1.75609	0.19754	0	0	0.38037	0	0	47.94994	10.73204	4.83739	13.64907	1.75609	0	0	0.19754	0	0
D009765	17.61287	5.96837	8.04145	0.0158	2.20843	1.30564	8.25413	2.21661	14.1055	0	7.64102	17.61287	5.96837	8.04145	0.0158	1.30564	0.73831	2.20843	8.25413	0
Healthy	10.00642	5.32989	1.48243	0.5867	0.4302	0.58083	0	0	0	0	44.33555	10.00642	5.32989	1.48243	0.5867	0.58083	0.01859	0.4302	0	0.02161
Healthy	37.30257	3.15344	0	0	0	5.17575	0	0	0	0	29.91254	37.30257	3.15344	0	0	5.17575	0	0	0	0.24093
Healthy	1.61467	1.11324	0.19628	0	0	1.68633	0	0	0	0	82.77448	1.61467	1.11324	0.19628	0	1.68633	0	0	0	0
D009765	28.7439	0	0	38.56949	0	0	0.11475	0.71586	0	0	13.11099	28.7439	0	0	38.56949	0	0	0	0.11475	0
Healthy	3.01173	3.09659	0	0	0.12975	0	0	0.03199	0	0	56.15383	3.01173	3.09659	0	0	0	0	0.12975	0	0.00494
Healthy	4.09934	0.79223	0.41873	0.00623	0.63318	0	0	0	0	0	28.0847	4.09934	0.79223	0.41873	0.00623	0	0	0.63318	0	0.00747
Healthy	12.83256	0.21388	0.05912	15.27156	0	0.01569	0	0.18695	0	0	25.01524	12.83256	0.21388	0.05912	15.27156	0.01569	11.0253	0	0	0
D009765	22.72174	1.52318	9.35739	14.45	12.0843	0	0	0	0	0	26.31218	22.72174	1.52318	9.35739	14.45	0	0	12.0843	0	0.14614
Healthy	3.29556	19.7307	0	0	0	0	0	18.7223	0	0	16.28189	3.29556	19.7307	0	0	0	0	0	0	0
Healthy	2.07621	1.33862	0	0	0.0568	0	0	0.00089	0	0	74.5758	2.07621	1.33862	0	0	0	0	0.0568	0	0
D009765	31.34142	3.80473	0.07616	0.00899	0.07752	0.98301	4.62807	0.13358	0	0	29.67557	31.34142	3.80473	0.07616	0.00899	0.98301	0	0.07752	4.62807	0.05895
Healthy	0	0	0.04074	0	0	0	0	0	0	0	0.00817	0	0	0.04074	0	0	0	0	0	0
Healthy	34.99819	4.52321	0	0	0	0	0	0	0	0	40.19988	34.99819	4.52321	0	0	0	0	0	0	0
Healthy	12.78803	1.50168	0	0	0	0	0	0.57617	0	0	29.83472	12.78803	1.50168	0	0	0	0	0	0	0
Healthy	4.19265	7.25722	5.20733	0.40524	0.36055	0	0	0.01675	0	0	43.4252	4.19265	7.25722	5.20733	0.40524	0	0.07354	0.36055	0	0.20111
Healthy	18.38961	2.94957	7.91303	2.92305	0	0.31727	0	0.2908	0	0	34.83181	18.38961	2.94957	7.91303	2.92305	0.31727	0	0	0	0
Healthy	2.61446	0	20.0961	0	0	0	0	0	0.24471	0	30.0091	2.61446	0	20.0961	0	0	0	0	0	0
Healthy	9.29407	3.23828	0.13026	4.45594	0	0.37515	0	0.35127	0	0	53.19687	9.29407	3.23828	0.13026	4.45594	0.37515	0	0	0	0
Healthy	9.93308	28.28543	11.67146	0	1.17839	0	0	0	0	0	5.88201	9.93308	28.28543	11.67146	0	0	0	1.17839	0	0
Healthy	17.72833	5.67685	23.03245	15.2931	0.22583	0	0	0.62956	0	0	29.13396	17.72833	5.67685	23.03245	15.2931	0	0	0.22583	0	0
Healthy	13.79656	2.55685	0.6157	0.00181	0	0.00852	0	0.27787	0.99162	0.02399	21.56455	13.79656	2.55685	0.6157	0.00181	0.00852	2.77246	0	0	0.99795
Healthy	15.63988	5.05881	1.62721	1.11101	0.30054	0.36339	0.00793	0	0.0088	0	18.35806	15.63988	5.05881	1.62721	1.11101	0.36339	0.60507	0.30054	0.00793	0
Healthy	6.61933	2.36496	0.11048	0.29025	0.02796	0	0	0.08648	0	0	50.99158	6.61933	2.36496	0.11048	0.29025	0	0	0.02796	0	0
Healthy	40.89289	0.51137	9.55318	24.585	0	0	0	0	0	0	11.46531	40.89289	0.51137	9.55318	24.585	0	0	0	0	0
D009765	2.88379	2.7087	0	1.87872	0	0	0	0.33186	0	0	33.71254	2.88379	2.7087	0	1.87872	0	1.20767	0	0	0
Healthy	33.07704	0.2072	0	1.21457	0	0.02043	0	0	0	0	27.7668	33.07704	0.2072	0	1.21457	0.02043	0.08089	0	0	0
Healthy	28.98401	6.07616	0.26704	2.74333	0	0.72342	0.83085	0.06127	0	0	24.69099	28.98401	6.07616	0.26704	2.74333	0.72342	0	0	0.83085	0.0039
Healthy	0	0	0.04324	0	0	0	0	0	0	1.18019	9.50106	0	0	0.04324	0	0	0	0	0	0.17076
Healthy	8.85425	4.24689	0	3.05712	0.09088	0	0	0.01816	0	0	62.65376	8.85425	4.24689	0	3.05712	0	0	0.09088	0	0.00116
Healthy	15.01991	0.00691	0.70174	0	0	0	0	0.0065	0	0.03129	44.00659	15.01991	0.00691	0.70174	0	0	0	0	0	0.00447
Healthy	29.80965	6.51297	0.24582	0.1272	0.18077	0.04873	0	0.33429	0	0	24.21997	29.80965	6.51297	0.24582	0.1272	0.04873	0	0.18077	0	0
Healthy	4.51547	0	0.48132	0	0	1.81304	0	0	0	0	82.50748	4.51547	0	0.48132	0	1.81304	0	0	0	0
Healthy	7.00007	3.0062	15.51064	5.06229	4.43116	1.73198	0	0	0	0	14.91335	7.00007	3.0062	15.51064	5.06229	1.73198	0	4.43116	0	0
Healthy	6.82381	6.38584	0.58952	0.73597	0.14758	0	0	0	0	0	32.0224	6.82381	6.38584	0.58952	0.73597	0	0.16611	0.14758	0	0.03926
Healthy	18.52863	21.87001	10.41149	2.8778	1.28438	0	0	0	0	0	33.07218	18.52863	21.87001	10.41149	2.8778	0	0	1.28438	0	0
D009765	16.97494	7.70054	0.15262	0	1.43286	0.25311	0	0	0	0	25.00942	16.97494	7.70054	0.15262	0	0.25311	0	1.43286	0	0.11777
Healthy	0.8314	0.00405	28.04143	0	0	0	0	0	0	0	0.02297	0.8314	0.00405	28.04143	0	0	0	0	0	0
Healthy	0.32555	0	42.46908	0	0	0	0	0	1.31815	0	1.342	0.32555	0	42.46908	0	0	0	0	0	0.00997
