group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Coriobacteriaceae	Akkermansiaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Eggerthellaceae
D009765	11.55874	5.01446	0	0.81269	0.85875	0.03241	0	0.59398	0.00547	0	3.87357	11.55874	5.01446	0	0.81269	0.03241	6.90157	0.85875	0	0.2017
Healthy	1.54853	4.06904	0	0	0	8.03206	0	0	0	0	72.66239	1.54853	4.06904	0	0	8.03206	0	0	0	0
Healthy	5.81042	3.5937	0.24068	0.27668	0.07372	9.66082	0	0	0	0	7.24135	5.81042	3.5937	0.24068	0.27668	9.66082	0	0.07372	0	0.06917
Healthy	15.61135	5.71207	0.88725	0.03979	0.62286	0.95038	0	0.3066	0	2.13468	23.58033	15.61135	5.71207	0.88725	0.03979	0.95038	3.50433	0.62286	0	0.03041
Healthy	3.04657	3.30524	0.1158	0	0.2688	10.3543	0.91815	0.00779	0	0	54.20509	3.04657	3.30524	0.1158	0	10.3543	0	0.2688	0.91815	0
Healthy	37.43011	12.02798	0	1.37445	0	0	0	0.01522	0	0	28.5683	37.43011	12.02798	0	1.37445	0	0	0	0	0
Healthy	34.38736	7.6423	3.54455	19.6574	1.76819	1.59683	0	0	0	0	9.78704	34.38736	7.6423	3.54455	19.6574	1.59683	0	1.76819	0	0
Healthy	0.76088	0.20778	0.17253	0.00697	0.08806	0	0	0.34765	0	0.13083	52.80386	0.76088	0.20778	0.17253	0.00697	0	0	0.08806	0	0.00535
Healthy	37.41382	0.23761	0	3.14705	0	0	2.18096	1.11914	0.00792	0.82532	39.99081	37.41382	0.23761	0	3.14705	0	0	0	2.18096	0
D009765	49.88288	7.47707	1.71105	11.20087	2.1103	1.0967	0.29151	1.18026	0.06885	0	7.30019	49.88288	7.47707	1.71105	11.20087	1.0967	0	2.1103	0.29151	0
Healthy	18.98926	0.04529	1.91264	0	0	0	0	0.02546	0	0.14529	64.43923	18.98926	0.04529	1.91264	0	0	0	0	0	0.06746
Healthy	3.59868	0.6657	0.6246	3.94379	0.04402	0.04807	0	0	0.00651	0	78.81831	3.59868	0.6657	0.6246	3.94379	0.04807	0	0.04402	0	0
Healthy	8.98687	1.55879	0	8.10493	0	0	0	0.67945	0	0	27.86415	8.98687	1.55879	0	8.10493	0	3.50826	0	0	0
D009765	7.79524	3.72113	2.2349	1.65526	0.11542	0	0	0	0	0	21.42474	7.79524	3.72113	2.2349	1.65526	0	0	0.11542	0	0.00351
Healthy	27.44475	12.195	6.6894	0.00378	0	0	0	0.16069	6.1862	0	30.06836	27.44475	12.195	6.6894	0.00378	0	0	0	0	0
Healthy	1.64732	1.68977	1.06967	1.81557	0.15596	3.43959	0	0	0	0	51.0686	1.64732	1.68977	1.06967	1.81557	3.43959	0	0.15596	0	0
D009765	23.29233	8.77906	1.44967	0	6.47545	0	0	0	0	0	0.78732	23.29233	8.77906	1.44967	0	0	0	6.47545	0	2.42701
Healthy	50.80884	3.16222	0	0	0	3.28094	0	0	0	0	24.23698	50.80884	3.16222	0	0	3.28094	0	0	0	0.0539
Healthy	1.62137	1.75595	1.00608	1.94849	0.15737	3.49254	0	0	0	0	49.9203	1.62137	1.75595	1.00608	1.94849	3.49254	0	0.15737	0	0
Healthy	1.18101	0.89833	0	0.31464	0.14327	0	0	0.02412	0	0	85.90135	1.18101	0.89833	0	0.31464	0	0	0.14327	0	0
Healthy	9.0212	1.80195	0.02447	0.34994	0	0	3.19547	0.3483	0	0.24167	77.98	9.0212	1.80195	0.02447	0.34994	0	0.16133	0	3.19547	0
Healthy	13.79831	3.59555	19.97616	2.41005	0.00338	0.18711	0	0.28884	0	0	36.95562	13.79831	3.59555	19.97616	2.41005	0.18711	0	0.00338	0	0
Healthy	22.11746	2.5791	0	0.10207	0	0	0	2.99941	0	0	41.42528	22.11746	2.5791	0	0.10207	0	0.16607	0	0	0
Healthy	14.76384	9.3186	10.89497	25.24	0.57071	0	0	0	0	0	16.92408	14.76384	9.3186	10.89497	25.24	0	0	0.57071	0	0.03772
Healthy	9.10323	11.59943	1.86388	2.29785	0.08019	4.71923	0	0.02384	0	0	33.51518	9.10323	11.59943	1.86388	2.29785	4.71923	0	0.08019	0	0
Healthy	16.47353	3.0875	6.75961	0.9774	1.84684	0	0	0.01725	0.03116	0	24.87035	16.47353	3.0875	6.75961	0.9774	0	0	1.84684	0	0.34185
D009765	18.06341	8.10413	12.37058	0.01148	2.13096	0	0	1.2976	0	0	19.53643	18.06341	8.10413	12.37058	0.01148	0	0	2.13096	0	0.01193
Healthy	5.15671	2.15884	51.18118	14.265	1.64679	0.03361	0	0.18739	2.14619	0	5.92181	5.15671	2.15884	51.18118	14.265	0.03361	9.36373	1.64679	0	0.01079
Healthy	11.75835	6.38802	0.01776	0	1.68485	0	0	0	0	0	42.05914	11.75835	6.38802	0.01776	0	0	0	1.68485	0	0
Healthy	40.76468	8.84677	0	1.41014	0	0	0	0	0	0	29.66151	40.76468	8.84677	0	1.41014	0	0	0	0	0
Healthy	41.15147	6.43688	2.51739	0.02169	1.47893	0	0	0.04083	0	0	9.5727	41.15147	6.43688	2.51739	0.02169	0	0.5812	1.47893	0	0.18788
Healthy	6.61801	0.70476	0.04062	0.01556	0.02142	0	0	0.08667	0	0.12837	22.29191	6.61801	0.70476	0.04062	0.01556	0	0	0.02142	0	0
Healthy	36.01162	13.56826	1.17389	10.87637	0.16837	0.03397	1.57024	1.21208	0.38424	0	8.38547	36.01162	13.56826	1.17389	10.87637	0.03397	1.74219	0.16837	1.57024	0.02691
Healthy	11.93496	7.87273	3.64122	6.28418	0.62006	3.79881	0	4.13316	0	0	13.83022	11.93496	7.87273	3.64122	6.28418	3.79881	0.44664	0.62006	0	0.00962
Healthy	32.89774	6.17955	2.61058	19.6656	1.4454	1.28187	0	0.09553	0	0	8.07563	32.89774	6.17955	2.61058	19.6656	1.28187	0	1.4454	0	0.01819
Healthy	22.81175	8.49028	0	1.98473	0.52496	0	38.5585	1.39237	0	0	14.83932	22.81175	8.49028	0	1.98473	0	0.58929	0.52496	38.5585	0
Healthy	8.28584	6.9237	0.84854	0	0	3.30245	0	0.04626	0	0	61.44309	8.28584	6.9237	0.84854	0	3.30245	0	0	0	0.02372
Healthy	8.88344	9.2498	12.71877	4.49985	0	0.94747	0	0.0572	0	0.01778	28.1792	8.88344	9.2498	12.71877	4.49985	0.94747	0	0	0	0
Healthy	3.56364	2.61294	0.78398	1.68377	0.61988	0	0	0.03608	0	0.15169	48.95617	3.56364	2.61294	0.78398	1.68377	0	0.01831	0.61988	0	0
Healthy	6.38306	6.09781	0.57452	0.74252	0.18341	0	0	0.00298	0	0	31.55914	6.38306	6.09781	0.57452	0.74252	0	0.20264	0.18341	0	0.03097
D009765	55.83363	4.91609	4.20363	8.51892	4.97477	0	0	0.67198	0.46848	0	0.65943	55.83363	4.91609	4.20363	8.51892	0	0	4.97477	0	0.03097
Healthy	1.46276	0.00325	0.04502	0	0.23515	0	0	0	0	0	39.81136	1.46276	0.00325	0.04502	0	0	0	0.23515	0	0
D009765	0	0	0	0	0	0	0	0	0	0	49.2079	0	0	0	0	0	0	0	0	0
Healthy	35.90116	18.96149	1.3204	1.4884	1.11736	0	0.71005	0.74653	0	0	10.05744	35.90116	18.96149	1.3204	1.4884	0	0.73537	1.11736	0.71005	0
Healthy	3.06703	2.02592	0.66614	1.02833	0.17264	0	0	0.13093	0	0	55.65064	3.06703	2.02592	0.66614	1.02833	0	0	0.17264	0	0
Healthy	12.25512	7.691	0.43811	3.2713	0.06298	0.3106	0	0.01571	0	0	29.68532	12.25512	7.691	0.43811	3.2713	0.3106	0	0.06298	0	0
Healthy	0.36912	3.89374	0.03357	1.92558	1.2303	44.4907	0	0.15159	0	0	8.78183	0.36912	3.89374	0.03357	1.92558	44.4907	0	1.2303	0	0.18474
Healthy	26.94077	6.43593	4.00986	2.45709	0.2103	0	0	0.84406	0	0	38.02061	26.94077	6.43593	4.00986	2.45709	0	0	0.2103	0	0
Healthy	14.29794	5.82302	2.24808	4.38104	0.07421	0.04409	0	0.06326	0	0.00514	51.23847	14.29794	5.82302	2.24808	4.38104	0.04409	0.34277	0.07421	0	0.09714
Healthy	0.42957	4.22174	1.95062	2.13856	0.03215	13.5621	0	0	0	0	17.48502	0.42957	4.22174	1.95062	2.13856	13.5621	0	0.03215	0	0.08142
Healthy	12.4074	28.58641	0	4.37039	1.74182	0	5.11377	0	0	0	20.84463	12.4074	28.58641	0	4.37039	0	0.67049	1.74182	5.11377	0
Healthy	0.34976	1.28893	0.35019	0.70445	0.92965	0	0.03134	0.38404	0	0	37.81186	0.34976	1.28893	0.35019	0.70445	0	0	0.92965	0.03134	0.02932
Healthy	36.3212	1.09392	4.42357	31.3741	0	0.54446	0	0	0.21587	0	0.38729	36.3212	1.09392	4.42357	31.3741	0.54446	0	0	0	0.29807
Healthy	2.55023	0.07607	0.19566	0	0	0	0	0	0	0	66.65406	2.55023	0.07607	0.19566	0	0	0	0	0	0
Healthy	9.57905	1.77624	0	1.84749	0	0	0	0	0	0	32.40078	9.57905	1.77624	0	1.84749	0	0	0	0	0
Healthy	0.96487	7.59985	2.54514	2.41243	0	16.4899	0	0.0053	0	0	13.54019	0.96487	7.59985	2.54514	2.41243	16.4899	0	0	0	0.17736
Healthy	4.85898	1.9645	0.33748	0.57022	0	0	0	0.28075	0	0	56.32595	4.85898	1.9645	0.33748	0.57022	0	0	0	0	0
Healthy	23.97061	2.00868	1.16686	0	0.00554	0	0	0	0	0	55.91156	23.97061	2.00868	1.16686	0	0	0	0.00554	0	0
Healthy	27.11008	1.5846	7.93689	35.6608	0	1.05167	0	0	0.17433	0	0.30208	27.11008	1.5846	7.93689	35.6608	1.05167	0	0	0	0.78727
Healthy	4.56644	3.34848	0	0.97921	0	19.9922	1.03562	0.03287	0	0	18.16255	4.56644	3.34848	0	0.97921	19.9922	0.54643	0	1.03562	0
D009765	3.32377	2.5075	0	1.76739	0	0	0	0.55421	0	0	33.81627	3.32377	2.5075	0	1.76739	0	1.512	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	79.9754	0	0	0	0	0	0	0	0	0
D009765	16.91093	8.84156	0.48585	0.06736	1.56813	44.2635	0	0.08114	2.63033	0	7.47067	16.91093	8.84156	0.48585	0.06736	44.2635	0	1.56813	0	1.01262
Healthy	3.89621	25.52365	11.44128	2.52343	0.24652	15.1337	0	0	0.00695	0	4.8655	3.89621	25.52365	11.44128	2.52343	15.1337	0	0.24652	0	0.41619
Healthy	3.87853	2.57804	0.20029	0.14112	0	0	0	0.04372	0	0	73.94039	3.87853	2.57804	0.20029	0.14112	0	0	0	0	0
Healthy	2.60808	0.10262	0.21298	0	0	0	0	0	0	0	66.45326	2.60808	0.10262	0.21298	0	0	0	0	0	0
Healthy	2.5863	0.0324	6.33612	4.82137	0	20.6671	0	0.04074	0.00716	0.01064	24.16825	2.5863	0.0324	6.33612	4.82137	20.6671	0	0	0	0.00619
Healthy	6.35317	4.30776	0.47129	0.13114	0.09808	8.98038	0	0	0	0	26.32372	6.35317	4.30776	0.47129	0.13114	8.98038	0	0.09808	0	0.11447
Healthy	24.09304	1.53287	0	0	0	4.0239	2.45248	1.34847	0	0	29.08691	24.09304	1.53287	0	0	4.0239	0	0	2.45248	0
Healthy	29.2405	11.4392	0	0	0	0	0	0	0	0	59.3203	29.2405	11.4392	0	0	0	0	0	0	0
Healthy	3.96584	2.48083	0.16842	0.1895	0	0	0	0.00596	0	0	73.7913	3.96584	2.48083	0.16842	0.1895	0	0	0	0	0
D009765	28.22096	10.26835	0.89389	0.00601	0.17299	0.00544	2.33413	0.00175	0	0	32.55517	28.22096	10.26835	0.89389	0.00601	0.00544	0	0.17299	2.33413	0
Healthy	20.07624	4.71416	2.59215	0.66261	0.52919	0	1.4955	0.00966	0.00599	0	31.06533	20.07624	4.71416	2.59215	0.66261	0	0.57479	0.52919	1.4955	0.19876
Healthy	18.31997	3.10772	0.22624	6.78815	0.18728	0.62381	0	0	0	0	51.33596	18.31997	3.10772	0.22624	6.78815	0.62381	0	0.18728	0	0
Healthy	0.80455	1.63334	0.04812	0	0	0	0	0	0	0	63.89697	0.80455	1.63334	0.04812	0	0	0	0	0	0
Healthy	62.32466	6.4459	0.04967	0.10223	0	0	0	1.12369	0	0	20.55831	62.32466	6.4459	0.04967	0.10223	0	0	0	0	0
D009765	19.31718	4.09173	25.74199	3.52296	12.5289	4.44038	0	0.07705	0.02939	1.07824	4.962	19.31718	4.09173	25.74199	3.52296	4.44038	0.3678	12.5289	0	0
Healthy	1.66287	2.14601	1.28312	1.92955	0.08195	4.61273	0	0	0	0	35.03385	1.66287	2.14601	1.28312	1.92955	4.61273	0.07159	0.08195	0	0
Healthy	19.17808	8.10798	1.23075	0.25808	0.02651	2.72107	0	1.18853	0	0	35.34576	19.17808	8.10798	1.23075	0.25808	2.72107	0	0.02651	0	0.20473
Healthy	4.20582	2.87284	0	0	0.12039	0	0	0	0	0	76.27571	4.20582	2.87284	0	0	0	0	0.12039	0	0
Healthy	51.16625	3.72487	0.7418	22.12665	1.6731	0	0	0	0	0	8.7509	51.16625	3.72487	0.7418	22.12665	0	0	1.6731	0	0.01278
Healthy	17.06835	4.07662	0.03743	4.03009	0	0.06033	0	0	0	0	45.63008	17.06835	4.07662	0.03743	4.03009	0.06033	0	0	0	0
D009765	23.69673	6.8038	5.38371	8.38195	2.65941	7.4946	0	0.02696	0	0	18.35019	23.69673	6.8038	5.38371	8.38195	7.4946	0.04539	2.65941	0	0.39985
Healthy	56.14834	6.09068	1.04099	1.68496	0.20395	0.2244	0	0.08144	0	0.08296	15.46848	56.14834	6.09068	1.04099	1.68496	0.2244	0	0.20395	0	0.03053
Healthy	15.48429	6.13268	2.13226	31.53826	0.91132	2.80954	0	1.15591	0.00776	1.0276	11.35279	15.48429	6.13268	2.13226	31.53826	2.80954	1.3625	0.91132	0	0
Healthy	0.75955	28.24521	10.76449	1.05979	0	15.3217	0	0	0	0	2.98199	0.75955	28.24521	10.76449	1.05979	15.3217	0	0	0	0.08635
Healthy	24.10682	13.50396	22.49722	0.00154	1.44505	0	0	0	0.35988	0	13.41614	24.10682	13.50396	22.49722	0.00154	0	0	1.44505	0	0.51902
Healthy	23.27767	3.94646	0	0.21108	0.06035	0	0	0.06297	0	0	31.70364	23.27767	3.94646	0	0.21108	0	0	0.06035	0	0.00588
Healthy	11.01005	2.65284	0.93265	0.39893	1.18629	7.80792	0	0.02206	0	0	20.43414	11.01005	2.65284	0.93265	0.39893	7.80792	0	1.18629	0	0.08004
D009765	22.5337	0.27171	0.03506	4.92789	0	0.0339	0	0	0	0	40.3543	22.5337	0.27171	0.03506	4.92789	0.0339	0	0	0	0
Healthy	5.82745	3.54521	4.21445	1.01374	0	0.11206	0	0	0	0	46.48319	5.82745	3.54521	4.21445	1.01374	0.11206	0.04678	0	0	0
Healthy	2.55287	11.16124	0.15563	0.01782	0	0.02908	0	0.09654	0	0.01354	69.47246	2.55287	11.16124	0.15563	0.01782	0.02908	0	0	0	0.00306
Healthy	8.83585	3.34144	0.05657	0	0.10642	0	0	0.06673	0	0	71.99437	8.83585	3.34144	0.05657	0	0	0	0.10642	0	0
Healthy	3.62684	2.42954	0.19735	0.15364	0	0	0	0.03525	0	0	74.04079	3.62684	2.42954	0.19735	0.15364	0	0	0	0	0
Healthy	13.99251	2.31697	4.90524	8.43751	0.70928	0.18277	0	4.47474	0.00116	0	22.71343	13.99251	2.31697	4.90524	8.43751	0.18277	1.00934	0.70928	0	0.20295
Healthy	14.60377	2.07474	1.22873	1.49579	0	7.77026	0	0.0675	0.21176	0	12.94742	14.60377	2.07474	1.22873	1.49579	7.77026	1.85731	0	0	0.01452
D009765	29.38809	1.78692	0.04668	0.55781	0.03617	0.04923	0.30068	0.20746	0.04168	0.3985	58.82155	29.38809	1.78692	0.04668	0.55781	0.04923	0.05825	0.03617	0.30068	0
Healthy	3.67042	2.59268	0.06263	0.63756	0.21066	0.04463	0	0.21016	0	1.65749	55.62892	3.67042	2.59268	0.06263	0.63756	0.04463	0.26347	0.21066	0	0
Healthy	17.97339	3.26961	25.16133	5.85025	2.82293	0	0	0	0	2.30056	8.23519	17.97339	3.26961	25.16133	5.85025	0	0.80622	2.82293	0	0
Healthy	13.61168	18.34855	1.22762	0.01963	0.4252	0.08726	0.04159	0	0	0	42.28493	13.61168	18.34855	1.22762	0.01963	0.08726	0.02368	0.4252	0.04159	0.0159
Healthy	27.91048	2.54822	0	0.0613	3.06694	0	2.07565	5.35216	0.02052	9.71012	9.97731	27.91048	2.54822	0	0.0613	0	7.67343	3.06694	2.07565	0.04877
Healthy	15.53515	21.08279	26.12931	2.08405	0.70237	1.21095	0.89778	0.20803	0.18253	0.32394	7.10254	15.53515	21.08279	26.12931	2.08405	1.21095	1.05349	0.70237	0.89778	0
Healthy	58.36646	4.46105	0.00494	0.00419	0.01177	0	1.33162	4.75255	0.03189	0.94069	16.90858	58.36646	4.46105	0.00494	0.00419	0	0	0.01177	1.33162	0
Healthy	6.01689	4.48366	12.37226	1.37687	1.37258	0	0	0.0146	0	0	33.86203	6.01689	4.48366	12.37226	1.37687	0	0.21958	1.37258	0	0.44375
Healthy	10.18065	0.82121	0.79822	1.78926	1.28345	0	2.4602	1.92503	1.0178	5.17883	16.2589	10.18065	0.82121	0.79822	1.78926	0	0	1.28345	2.4602	0
D009765	31.21699	16.8762	4.94273	3.58262	1.50727	0.00952	0.34326	1.3024	4.38406	0	6.42462	31.21699	16.8762	4.94273	3.58262	0.00952	0	1.50727	0.34326	0
Healthy	2.22161	0.09959	0.20574	0	0	0	0	0	0	0	66.6724	2.22161	0.09959	0.20574	0	0	0	0	0	0
Healthy	22.62563	9.26845	0.24828	0	2.0733	2.09474	1.83699	3.38415	0	0	22.05491	22.62563	9.26845	0.24828	0	2.09474	0	2.0733	1.83699	1.7896
Healthy	23.41534	0	0	11.2424	0	0	0	0	0	0	28.44577	23.41534	0	0	11.2424	0	0	0	0	0
Healthy	33.72288	8.54937	2.37975	17.49684	0	1.59225	0	0.01485	0.22227	0.88894	7.33612	33.72288	8.54937	2.37975	17.49684	1.59225	2.56046	0	0	0.05646
D009765	9.51147	6.31309	25.81072	0.43694	7.10665	0	0	0.20156	0	0	0.72422	9.51147	6.31309	25.81072	0.43694	0	0	7.10665	0	0.0315
Healthy	7.95164	7.26992	4.79067	0.24417	0	0	0	0.10218	0	0.0674	43.16701	7.95164	7.26992	4.79067	0.24417	0	0	0	0	0.08085
Healthy	15.08752	6.30372	0.13127	2.35385	0.05401	0.95554	0	0.00367	0	0	51.90876	15.08752	6.30372	0.13127	2.35385	0.95554	0	0.05401	0	0.00291
D009765	18.01829	0.05589	0	1.92578	0	0.0191	1.51948	0	0	0	60.29562	18.01829	0.05589	0	1.92578	0.0191	0	0	1.51948	0
Healthy	21.60724	11.8737	4.14135	0.91585	0.31115	0.01378	0	0.00148	0.66	0	48.99336	21.60724	11.8737	4.14135	0.91585	0.01378	0	0.31115	0	0.06372
Healthy	15.59959	8.80464	1.91315	0.18838	0.28685	0.52527	0	1.88727	0	0	15.61205	15.59959	8.80464	1.91315	0.18838	0.52527	0.14978	0.28685	0	0
Healthy	3.78075	0	70.97373	0	12.4506	0	0	1.21417	0	0	6.66077	3.78075	0	70.97373	0	0	0	12.4506	0	0
Healthy	10.97497	5.8118	0.09806	0.22326	0.11203	0.03245	0	0.28468	0.02651	0	68.44549	10.97497	5.8118	0.09806	0.22326	0.03245	0	0.11203	0	0
Healthy	0.38042	0.00477	30.68444	0	0	0	0	0	0.62455	0	65.79832	0.38042	0.00477	30.68444	0	0	0	0	0	0
Healthy	0.00363	0	27.57173	0	0.41733	0	0	0.00989	0	0.00373	3.19047	0.00363	0	27.57173	0	0	0	0.41733	0	0
Healthy	27.8163	6.64128	0.27122	0.03866	1.28684	1.04566	2.16881	5.05184	0.0065	0.22818	17.16857	27.8163	6.64128	0.27122	0.03866	1.04566	0.08737	1.28684	2.16881	0.62164
Healthy	19.99544	3.60569	0	0	0	0	0	0.02015	0	0	38.15028	19.99544	3.60569	0	0	0	0	0	0	0.15264
Healthy	17.08711	6.28211	1.15164	0.06359	0.19166	0.30947	0	2.30946	0	0	16.99889	17.08711	6.28211	1.15164	0.06359	0.30947	0.13716	0.19166	0	0
Healthy	21.30012	10.77303	18.62918	5.39516	0.83149	0.82781	0	0	0	0	15.33759	21.30012	10.77303	18.62918	5.39516	0.82781	1.45638	0.83149	0	0.03866
Healthy	28.50894	4.79069	0.15292	0.8963	0.27147	10.8675	0	0.51784	0	0	10.63772	28.50894	4.79069	0.15292	0.8963	10.8675	0.56344	0.27147	0	0
Healthy	50.96365	19.4144	2.08217	0	3.94398	0	7.19164	0	0	0	10.79276	50.96365	19.4144	2.08217	0	0	0	3.94398	7.19164	0
Healthy	58.01809	4.8326	0.99998	0	0.0877	0	0	3.61355	0.00443	0	9.19056	58.01809	4.8326	0.99998	0	0	1.00841	0.0877	0	0
Healthy	1.27798	0.70933	0	0.15924	0.09435	0	0	0	0	0	23.10666	1.27798	0.70933	0	0.15924	0	0	0.09435	0	0
Healthy	4.22126	2.30526	0.20888	0.13605	0	0	0	0.04729	0	0	73.59592	4.22126	2.30526	0.20888	0.13605	0	0	0	0	0
Healthy	6.19482	2.33431	0.10413	5.07756	0.40638	23.3983	2.73457	0.26284	0	0	21.10417	6.19482	2.33431	0.10413	5.07756	23.3983	2.28699	0.40638	2.73457	0.00435
Healthy	26.16688	4.58983	0.10387	1.86291	0	0	0.00081	0	0.051	0	49.58404	26.16688	4.58983	0.10387	1.86291	0	0	0	0.00081	0.0222
Healthy	5.14516	6.59496	4.29308	8.56614	0	0	0	0.01532	0.13671	0.2689	37.48753	5.14516	6.59496	4.29308	8.56614	0	0	0	0	0.18289
D009765	43.6271	6.84328	7.7442	12.113	3.99792	4.99308	0	0	0	0	0	43.6271	6.84328	7.7442	12.113	4.99308	0	3.99792	0	0.58821
Healthy	11.4024	4.47765	4.97597	2.68416	0.96021	24.4405	0.00147	0.00905	0.09522	0.02569	12.8331	11.4024	4.47765	4.97597	2.68416	24.4405	0	0.96021	0.00147	0.1264
D009765	4.61397	3.63498	0.56145	0.06577	0.02036	0.0741	0	0.01351	0.00415	0	12.67301	4.61397	3.63498	0.56145	0.06577	0.0741	0.36864	0.02036	0	0.0372
Healthy	12.97388	4.22601	14.9712	0	5.0153	12.7929	0	0.08279	0	0.43892	19.71014	12.97388	4.22601	14.9712	0	12.7929	0	5.0153	0	0.09198
Healthy	40.78006	24.7067	22.58125	1.38933	0	0	0	0	0	0	6.69898	40.78006	24.7067	22.58125	1.38933	0	0	0	0	0
Healthy	6.19455	2.16227	0.10848	0.27905	0.04509	0	0	0.14789	0	0	51.07862	6.19455	2.16227	0.10848	0.27905	0	0	0.04509	0	0
Healthy	20.67037	3.52669	0	0	0.00306	0	0	0.02545	0	0	34.02638	20.67037	3.52669	0	0	0	0	0.00306	0	0.12014
Healthy	14.6354	1.17525	0.20931	2.1237	0.12583	0.95114	4.03565	0	0	0	53.30911	14.6354	1.17525	0.20931	2.1237	0.95114	0	0.12583	4.03565	0
Healthy	0.00853	0.0012	15.90574	0	0	0.00226	0	0	0.00157	0	0.33104	0.00853	0.0012	15.90574	0	0.00226	0	0	0	0
D009765	38.048	13.51376	8.69727	5.21791	2.06398	0	0	0	0	0	11.87222	38.048	13.51376	8.69727	5.21791	0	0	2.06398	0	0.34235
D009765	41.88027	10.44527	10.22708	10.28055	2.45382	0.00225	0.32668	0.36596	0.32506	4.70671	0.81832	41.88027	10.44527	10.22708	10.28055	0.00225	0.01652	2.45382	0.32668	0.02107
Healthy	53.43986	5.11406	0	16.31153	0.71566	0	0	0	0	0	14.61708	53.43986	5.11406	0	16.31153	0	0	0.71566	0	0.01112
Healthy	10.36698	4.79512	2.64285	0.7769	0.44548	0.22165	0	0	0	0	2.41991	10.36698	4.79512	2.64285	0.7769	0.22165	0	0.44548	0	0
Healthy	5.58836	1.44884	1.95821	0	0.00239	0	0	0.12408	0	0.22233	47.29787	5.58836	1.44884	1.95821	0	0	0	0.00239	0	0.00605
Healthy	22.71038	6.10176	3.82121	0.00752	1.40841	0.11969	0	5.43631	0.2259	0	4.4949	22.71038	6.10176	3.82121	0.00752	0.11969	0	1.40841	0	0.15378
Healthy	12.16734	0.95058	0	1.76777	0	0	0	0.65518	0	0	34.26926	12.16734	0.95058	0	1.76777	0	0	0	0	0
Healthy	28.14511	6.29195	10.6962	7.26562	0	1.72503	3.55195	0.02526	0	0	8.27501	28.14511	6.29195	10.6962	7.26562	1.72503	0	0	3.55195	0.06906
Healthy	0.8554	3.88253	0.13136	0.97037	0.07766	0	0	0	0	0.44525	55.686	0.8554	3.88253	0.13136	0.97037	0	0.0325	0.07766	0	0
Healthy	42.42645	0.16129	0	3.51929	0	0	1.82763	0.97186	0	0.93587	34.72028	42.42645	0.16129	0	3.51929	0	0	0	1.82763	0
Healthy	26.83702	5.48798	0.00705	23.89523	2.21188	0	0	0	0	0	22.30455	26.83702	5.48798	0.00705	23.89523	0	0	2.21188	0	0.22011
Healthy	2.91914	2.16648	0.67027	1.072	0.1986	0	0	0.12602	0	0	55.89781	2.91914	2.16648	0.67027	1.072	0	0	0.1986	0	0
Healthy	28.0296	13.50757	0.54505	2.36395	1.76197	0	0.05212	0.19452	0.00839	0.04206	15.19089	28.0296	13.50757	0.54505	2.36395	0	0	1.76197	0.05212	0.12076
D009765	25.44731	5.79739	3.8997	8.14812	2.3958	0	1.04996	0.87741	0	0	2.82979	25.44731	5.79739	3.8997	8.14812	0	0.12451	2.3958	1.04996	0.00497
Healthy	16.09463	2.95396	0.03842	1.34802	0	0	0	3.79635	0	0	42.2639	16.09463	2.95396	0.03842	1.34802	0	0.72133	0	0	0
Healthy	2.28982	0.07885	0.18755	0	0	0	0	0	0	0	67.25747	2.28982	0.07885	0.18755	0	0	0	0	0	0
Healthy	13.99565	17.85873	0.14501	0	0	0.0342	0	0.29209	0	0	26.44171	13.99565	17.85873	0.14501	0	0.0342	0	0	0	0
Healthy	4.41464	1.10869	5.2335	4.58978	0.66028	6.8727	0	0.21257	0	0	30.70262	4.41464	1.10869	5.2335	4.58978	6.8727	0	0.66028	0	0.03538
Healthy	13.06261	10.00918	0.99655	1.82722	0	4.64406	0	0.79512	0	0.2203	26.41452	13.06261	10.00918	0.99655	1.82722	4.64406	2.8795	0	0	0
Healthy	6.761	3.44828	0.22163	0.2665	0.09473	9.56151	0	0	0	0	7.99509	6.761	3.44828	0.22163	0.2665	9.56151	0	0.09473	0	0.09044
Healthy	0.06827	1.39582	1.25728	0	0.06912	0	0	0	0	0	4.7539	0.06827	1.39582	1.25728	0	0	0	0.06912	0	0
Healthy	18.23914	12.41755	0	0.0478	0.323	2.55549	0	0.00728	0.00166	0	20.74881	18.23914	12.41755	0	0.0478	2.55549	1.44556	0.323	0	0.0669
Healthy	33.41237	11.81471	0.00376	11.38387	1.04355	0.54412	0	2.5138	0.19967	0	12.45804	33.41237	11.81471	0.00376	11.38387	0.54412	2.37869	1.04355	0	0.14644
Healthy	0	0.00117	0.07113	0	0	0	0	0	0	0	0.04787	0	0.00117	0.07113	0	0	0	0	0	0
Healthy	12.82078	11.51836	1.42461	0.11635	0.14099	0.9009	0	0.12189	0	0	38.61828	12.82078	11.51836	1.42461	0.11635	0.9009	0	0.14099	0	0
