group	Bacteroidaceae	Enterobacteriaceae	Dialisteraceae	Veillonellaceae	Oscillospiraceae	Erysipelatoclostridiaceae		Rikenellaceae	Acutalibacteraceae	Dialisteraceae	Barnesiellaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	20.43414	0.06496	0	0	0.02232	0		4.45873	0.39893	0	5.80755	0	1.18629	0.02232	0.03399	0.08004	0.27036
Healthy	46.48319	0.05838	2.95	0	0.02982	0		15.56296	1.01374	2.95	3.18464	0.04678	0	0.02982	0.09441	0	0.0097
Healthy	69.47246	0.40999	0	0.00499	0.12496	0.01354		0.00561	0.01782	0	0	0	0	0.12496	0	0.00306	0
Healthy	71.99437	0.35667	0	0	0	0		5.41139	0	0	1.31574	0	0.10642	0	0	0	0
Healthy	74.04079	1.60196	0	0	0.91926	0		1.35968	0.15364	0	2.62517	0	0	0.91926	0.10488	0	0
Healthy	22.71343	2.81307	0.00216	0.00152	0.22803	0		8.43381	8.43751	0.00216	3.2052	1.00934	0.70928	0.22803	0.0207	0.20295	0.04558
Healthy	12.94742	4.90221	0	0.00763	0.03992	0		8.18511	1.49579	0	0	1.85731	0	0.03992	0.0225	0.01452	0.35612
Healthy	55.62892	0	0	0	0.01499	1.65749		3.11309	0.63756	0	4.93766	0.26347	0.21066	0.01499	0	0	0.08235
Healthy	8.23519	2.81028	1.75144	0	0	2.30056		1.67336	5.85025	1.75144	0	0.80622	2.82293	0	0	0	0
Healthy	42.28493	0	0.079	0.00061	0.03958	0		6.62994	0.01963	0.079	0.95557	0.02368	0.4252	0.03958	0.37236	0.0159	0
Healthy	9.97731	2.94578	0	0	0.06731	9.71012		0.88437	0.0613	0	0	7.67343	3.06694	0.06731	0.01486	0.04877	0
D003424	0	0	0	0	0	0		0	0	0	0	0	13.77629	0	0	1.24925	0
Healthy	7.10254	0	4.47183	0	0	0.32394		2.05477	2.08405	4.47183	0.05172	1.05349	0.70237	0	0	0	0
Healthy	16.90858	0	0	0.17318	0.12469	0.94069		0.74794	0.00419	0	0.0948	0	0.01177	0.12469	0	0	0.00493
Healthy	33.86203	0.14805	0	0	0.17079	0		15.57255	1.37687	0	0	0.21958	1.37258	0.17079	0.11837	0.44375	0
D003424	66.96342	0	0	0	0.0331	0		3.66045	0	0	0	0	0	0.0331	0.74982	0	0
Healthy	16.2589	2.79117	0	0.07358	0	5.17883		1.78457	1.78926	0	0.04497	0	1.28345	0	0.20563	0	0
Healthy	66.6724	0.71224	10.2633	0.75886	0.01849	0		0	0	10.2633	0	0	0	0.01849	0	0	0
D003424	69.32139	0.01376	4.13189	0	0.04769	0		0	0	4.13189	0	0	0.04983	0.04769	0	0	0
Healthy	22.05491	0	0	0	0	0		0.51578	0	0	0.1496	0	2.0733	0	0	1.7896	0
Healthy	28.44577	0	0	0	0	0		0	11.2424	0	6.32629	0	0	0	0	0	0
Healthy	7.33612	0.64204	0	0	0.73411	0.88894		1.92101	17.49684	0	3.12126	2.56046	0	0.73411	0.0131	0.05646	0.00598
Healthy	43.16701	1.27085	0	0.0494	0.10534	0.0674		0.44654	0.24417	0	0	0	0	0.10534	0	0.08085	0
Healthy	51.90876	0.04132	0	0.00464	0.01411	0		4.04289	2.35385	0	2.52159	0	0.05401	0.01411	0.12539	0.00291	0.00745
Healthy	48.99336	0.23325	0	0	0.00426	0		3.53718	0.91585	0	0	0	0.31115	0.00426	0.06536	0.06372	0
Healthy	15.61205	0.27732	1.69482	0.28076	0.07212	0		6.1645	0.18838	1.69482	0.92306	0.14978	0.28685	0.07212	0.08071	0	0.44148
Healthy	6.66077	0.88674	0	1.34277	0.01569	0		0	0	0	0	0	12.4506	0.01569	0	0	0
Healthy	68.44549	0.00253	0.00208	0.01857	0.003	0		2.85653	0.22326	0.00208	0.08837	0	0.11203	0.003	0	0	0
Healthy	65.79832	0.41166	0	0.69585	0	0		0.02258	0	0	0	0	0	0	0	0	0
Healthy	3.19047	12.49233	0	5.14172	0	0.00373		0	0	0	0	0	0.41733	0	0	0	0
Healthy	17.16857	1.83665	0	0	0.06468	0.22818		0.99567	0.03866	0	0.51836	0.08737	1.28684	0.06468	0.09875	0.62164	0
Healthy	38.15028	0	0	0	0.15407	0		19.2176	0	0	2.78794	0	0	0.15407	0.13741	0.15264	0.0334
Healthy	16.99889	0.37713	1.6676	0.2945	0.02425	0		4.00574	0.06359	1.6676	1.10013	0.13716	0.19166	0.02425	0	0	0.47081
D003424	48.0313	1.70577	0.00074	0.00697	0.03999	2.99582		0	0.00735	0.00074	0.03186	0	0	0.03999	0	0	0
D003424	37.01172	0	2.68445	0	0.06841	0		11.51674	0.49548	2.68445	10.0373	0	0.00092	0.06841	0.04389	0	0
Healthy	15.33759	1.63938	0	0	0	0		2.39063	5.39516	0	0.85996	1.45638	0.83149	0	0.12114	0.03866	0.07139
Healthy	10.63772	1.62939	0	0	0.23611	0		7.37848	0.8963	0	3.57143	0.56344	0.27147	0.23611	0.14056	0	0.01214
Healthy	10.79276	0	0	0	0	0		0	0	0	0	0	3.94398	0	0	0	0
Healthy	9.19056	0.20979	0	0.0005	0.07931	0		1.27198	0	0	0.16854	1.00841	0.0877	0.07931	0.01786	0	0
Healthy	23.10666	0	0	0	1.68676	0		16.53222	0.15924	0	3.23269	0	0.09435	1.68676	0.07112	0	0
Healthy	73.59592	1.57397	0	0	0.93775	0		1.47426	0.13605	0	2.59423	0	0	0.93775	0.13645	0	0
Healthy	21.10417	0	0	0	0.9009	0		7.05071	5.07756	0	0.72606	2.28699	0.40638	0.9009	0.68313	0.00435	0
Healthy	49.58404	0.09809	0	0.02835	0.0045	0		6.0844	1.86291	0	0	0	0	0.0045	0	0.0222	0.24281
Healthy	37.48753	0.01409	0	0.19958	0.1022	0.2689		2.71926	8.56614	0	0	0	0	0.1022	0.00221	0.18289	0.59107
Healthy	12.8331	0.20655	2.29786	0.18514	0.05838	0.02569		11.76356	2.68416	2.29786	0.00387	0	0.96021	0.05838	0	0.1264	0
D003424	54.44854	0	2.53273	0	0.94396	0		3.89557	0	2.53273	0	0	0.07488	0.94396	0	0	0
Healthy	19.71014	0.53174	0.00059	0.00519	0.95385	0.43892		7.90937	0	0.00059	0	0	5.0153	0.95385	0.077	0.09198	0.18312
Healthy	6.69898	0	0.59045	0	0	0		0	1.38933	0.59045	0	0	0	0	0	0	0
Healthy	51.07862	0.11909	8.07882	0.01173	0.05457	0		6.90337	0.27905	8.07882	5.10905	0	0.04509	0.05457	0.02485	0	0
Healthy	34.02638	0	0	0	0.14161	0		20.80144	0	0	2.68417	0	0.00306	0.14161	0.1739	0.12014	0.03976
Healthy	53.30911	0.19934	0	0	0.03396	0		4.56924	2.1237	0	0.04959	0	0.12583	0.03396	0.16868	0	0.03964
Healthy	0.33104	69.1835	0	0	0	0		0.00278	0	0	0	0	0	0	0	0	0
Healthy	14.61708	0	0	0	0.00261	0		0.42373	16.31153	0	0	0	0.71566	0.00261	0	0.01112	0
D003424	50.73804	0.52461	0	0	0.23004	0		0.01925	0	0	0	0	0	0.23004	0	0.02125	0
Healthy	2.41991	0	0.0173	0	0	0		4.5402	0.7769	0.0173	0	0	0.44548	0	0	0	0
Healthy	47.29787	2.25559	0	0.07724	0.32405	0.22233		0.00242	0	0	0	0	0.00239	0.32405	0	0.00605	0
Healthy	4.4949	2.10036	9.97008	0.21725	0.11023	0		7.65735	0.00752	9.97008	2.49852	0	1.40841	0.11023	0	0.15378	0.24373
Healthy	34.26926	30.2101	0	0	0	0		0	1.76777	0	0.68776	0	0	0	0	0	0
Healthy	8.27501	0.01831	0	0	0.02019	0		9.26248	7.26562	0	0	0	0	0.02019	0.0255	0.06906	0.46791
Healthy	55.686	0	0	0	0.35404	0.44525		6.38397	0.97037	0	1.37452	0.0325	0.07766	0.35404	1.64223	0	0
Healthy	34.72028	0	0	0	0	0.93587		0.54248	3.51929	0	0.60415	0	0	0	0	0	0.48838
Healthy	22.30455	1.31873	0	0	0.04642	0		3.30353	23.89523	0	0	0	2.21188	0.04642	0	0.22011	0
Healthy	55.89781	0.04266	6.03025	0.2182	0.56603	0		8.72502	1.072	6.03025	6.47599	0	0.1986	0.56603	0.07129	0	0
Healthy	15.19089	0.62109	0	0.02379	0.23932	0.04206		0	2.36395	0	0	0	1.76197	0.23932	0	0.12076	0
Healthy	42.2639	0	5.71308	0	0.00179	0		4.5228	1.34802	5.71308	0.69747	0.72133	0	0.00179	0	0	0.54575
Healthy	67.25747	0.83119	10.4069	0.85993	0.03008	0		0	0	10.4069	0	0	0	0.03008	0	0	0
Healthy	26.44171	0	7.63882	0	0.10229	0		2.62453	0	7.63882	1.59896	0	0	0.10229	0	0	0
Healthy	30.70262	0	17.5126	0.02997	1.13257	0		4.78439	4.58978	17.5126	5.07952	0	0.66028	1.13257	0.13092	0.03538	0
Healthy	26.41452	0	0	0	0.33082	0.2203		8.31674	1.82722	0	3.60944	2.8795	0	0.33082	0.08853	0	0.16807
Healthy	7.99509	0	0	0.11518	0	0		27.57275	0.2665	0	0.94769	0	0.09473	0	0.6865	0.09044	0
Healthy	4.7539	0	81.5048	0	0.00151	0		6.37841	0	81.5048	0.01809	0	0.06912	0.00151	0	0	0
Healthy	20.74881	0	0.02526	0	0.08443	0		9.80121	0.0478	0.02526	0.80047	1.44556	0.323	0.08443	0.0428	0.0669	0.05935
Healthy	12.45804	0.18723	0	0	0.10621	0		3.16331	11.38387	0	0.51864	2.37869	1.04355	0.10621	0.04599	0.14644	0.10199
Healthy	0.04787	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	38.61828	0.12919	0	0	0.04873	0		6.92246	0.11635	0	4.7883	0	0.14099	0.04873	0.22843	0	0.06411
Healthy	28.12676	0	0	0.44836	0.00299	0		16.91826	0.14932	0	1.00736	0	0.07156	0.00299	0.60454	0.1044	0
Healthy	68.0211	0.41766	0	0	0.53611	0		7.22247	1.286	0	0	0	0.0325	0.53611	0	0	0
Healthy	0.17441	0.03083	0	0	0	0.01028		0.03296	0.25577	0	0	0	3.06532	0	0.11198	1.16762	0
Healthy	54.45912	0	0	0	0.01282	0		18.66665	0	0	1.93716	0	0.20255	0.01282	0.14915	0	0
Healthy	92.19868	4.48171	0	0	0.07162	0		0	0	0	0	0	0	0.07162	0	0	0
Healthy	15.53655	0	4.17314	0	0	3.26715		0.13111	0.0293	4.17314	3.90557	0	4.6502	0	0	0	0.23385
Healthy	21.36149	8.27501	1.6688	0.06387	0.11322	0.28683		2.90913	8.02987	1.6688	0	0	2.73071	0.11322	0	0.03739	0
Healthy	63.52559	0	0	0	0	0		12.01129	0	0	1.70299	0	0.16056	0	0.41873	0	0.21
Healthy	66.64553	0	6.86911	0	0	0		1.13965	0.0403	6.86911	0.15027	0	0	0	0	0	0.24668
Healthy	43.53044	0	4.9285	0	0	0		28.10009	0.4914	4.9285	0	0	0.01917	0	0	0	0
Healthy	60.22917	0	0	0	2.45983	0		0.71109	0	0	0	0	0	2.45983	0	0.57453	0.2475
Healthy	30.16328	0	0	0	0.34352	0		0.93951	0	0	0	0	0	0.34352	0	0	0
Healthy	17.53804	0	4.66442	0	0	0		0.55769	33.1165	4.66442	6.99379	0	0	0	0	0	1.14627
Healthy	6.21909	0.17021	7.25171	0	0	0		1.57347	0	7.25171	0.42992	0	0.49719	0	0	0	0
Healthy	4.13869	45.03151	0	0.30991	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	26.43664	0.68284	0	0.03547	0.01853	0		11.2174	2.77063	0	7.66014	1.84641	0.47139	0.01853	0	0.01603	0
Healthy	22.77827	0.02209	0	0.11725	0.14813	1.29726		3.619	1.2509	0	0.17341	0	1.24513	0.14813	0.36311	0.00127	0.28469
Healthy	39.4412	0	19.0918	0	0.08852	0		2.06262	0	19.0918	0.63766	0	0.11045	0.08852	0.02316	0.09906	0
Healthy	85.03034	0.43979	3.65111	0.02114	0.14619	0		0	0.41908	3.65111	0	0	0.13106	0.14619	0	0	0
Healthy	18.54313	5.0395	0	0	0.09922	0		7.84369	0.00302	0	3.60591	0	0.04826	0.09922	0.22974	0	0.47159
Healthy	30.66419	1.99531	0	0	0	0		0.24915	10.2853	0	10.0524	3.36441	0	0	0	0	0
Healthy	45.20387	2.47232	0	0	0.37807	0.00485		0	0.06377	0	0	0	0	0.37807	0.02984	0	0
Healthy	69.3368	0	0	0	0	12.5676		0	0	0	0	0	0	0	0	0	0
Healthy	28.33744	0	3.77341	0	0	0		0.27861	0	3.77341	0	0	0	0	0	0	0
Healthy	35.96766	2.17496	0	0	0.14579	0		11.35413	0	0	3.10361	0	0	0.14579	0.0798	0	0
Healthy	23.13049	1.18723	0	0	1.45979	0		12.57441	2.83151	0	0	1.41113	0	1.45979	0.047	0	0.05105
Healthy	23.81482	0.00577	0	0	0.14067	0		4.16387	7.3941	0	1.37038	0	7.78492	0.14067	0.02724	0.10873	0.00886
Healthy	19.2646	0.06196	0.17762	0.11339	0	0.75555		0.12187	0.4581	0.17762	0.01374	0	0.02733	0	0	0	0
Healthy	16.49688	0.03069	0	0	0	0		0.5071	10.6561	0	0.86363	0.00183	1.61799	0	0	0	0
Healthy	34.47805	0	1.81937	0	0	0		0.28321	0	1.81937	0.28842	0	0	0	0	0	0
Healthy	40.35245	0.01371	0	0.0027	0.02936	0.00641		5.36302	5.42681	0	3.74949	0.62413	1.15934	0.02936	0.04212	0.2235	0.02187
Healthy	15.6008	0.50132	3.10731	0	4.11451	0		21.07303	2.22037	3.10731	1.97635	0	0.68469	4.11451	0.61886	0.02925	0.12231
D003424	13.85906	32.11434	5.92324	0.40669	0.00845	0.00488		0.13481	0	5.92324	0.4335	0	0.73554	0.00845	0	0.09798	0
Healthy	66.4155	0.26005	0.04258	0.00213	0.03089	0		3.81569	0.7228	0.04258	0	0	0.77118	0.03089	0	0	0
Healthy	17.82183	0	2.91756	0.00187	0.005	0		2.72201	3.03576	2.91756	6.90382	0.25198	0.014	0.005	0	0	0.02452
Healthy	21.65453	13.8958	0	0	0.08081	0		0	0.04858	0	0	0.19386	0.10698	0.08081	0	0	0
Healthy	49.09379	0	0	0	0.58072	0		3.36236	1.73416	0	0.04902	0.66909	0	0.58072	0.01156	0	0.05653
Healthy	46.6375	0.02936	0	0.00338	0.09001	0		14.28135	0.6035	0	0	0	0.39782	0.09001	0.06517	0.02028	0
Healthy	55.86797	0.01164	0	0	0.31561	0		4.38127	5.76913	0	0	0	0	0.31561	0.03116	0.00912	0
Healthy	13.37701	16.2704	0.12056	0	0.02127	0		7.82592	11.85169	0.12056	1.08757	0	4.77566	0.02127	0.23045	0.44847	0.04329
Healthy	43.57066	0	0.37665	0	0	0		19.73568	0.37276	0.37665	0.70809	0	0.12177	0	0.06235	0.16689	0
Healthy	24.33492	0	0	0	1.41911	0		16.4127	0.15636	0	3.4373	0	0.07603	1.41911	0.02042	0	0
D003424	64.44845	0.20424	0	0.02126	0.10289	0		10.11463	0.20883	0	1.12753	0	0	0.10289	0.08234	0	0
Healthy	33.3582	0	0	0	0	0		1.95585	2.01942	0	3.00374	0.50272	0	0	0	0	0
Healthy	30.26048	0.01872	0	0	0.10108	0.03926		0.11509	0	0	0	0	3.61486	0.10108	0.04339	0.15598	0
Healthy	42.1371	0	0	0	0.18253	0		4.98618	3.19594	0	1.26734	0	2.30781	0.18253	0.01188	0.07654	0.10909
Healthy	43.40705	7.91574	3.17106	0.07587	2.84918	0		1.27693	5.66963	3.17106	0	0	0.16538	2.84918	0.01956	0.00503	0
Healthy	6.35355	0.03688	0	0	0	0		0.91139	0	0	0.63129	0	3.32267	0	0	0.05963	0
Healthy	15.30794	0.28043	0	0	0	1.88483		0.23036	0.44825	0	0.11939	0.66186	0	0	0	0	0
Healthy	57.58141	0	0	0	0.00781	0.16646		7.33167	4.69959	0	0	0	0	0.00781	0.01202	0	0
Healthy	53.6272	0	2.93898	0.00964	0.1001	0		1.3603	0.11396	2.93898	0.07291	0	0.12332	0.1001	0.07337	0	0.00139
Healthy	13.04629	0	0	0	0.07689	0		9.4926	0.02218	0	1.49618	0	0.31131	0.07689	0.03471	0.00253	0
Healthy	18.82713	0	0	0.02365	0	0		4.51787	4.9165	0	6.31604	0	0.04008	0	0	0	0
Healthy	39.24931	0.38074	0	0.59052	0.40764	0.03459		0	10.9405	0	0	0	9.00992	0.40764	0	0.22442	0
Healthy	34.00414	15.35453	0	0.86377	0.08452	0.01593		0.02232	0.01733	0	0.00589	0	0.08591	0.08452	0	0.00203	0
Healthy	67.81075	0.00738	0	0.38637	0	0		6.56334	0	0	0.53495	0	0	0	0.02082	0	0.60599
Healthy	54.30655	0.09251	0	0	2.79285	0		17.41382	0.11254	0	2.10207	0	0.06085	2.79285	0.00628	0	0.33889
Healthy	29.14607	0	0	0	0.30541	0		1.01544	0	0	0	0	0	0.30541	0	0	0
Healthy	50.54522	0	0	0	0.03155	0.00625		23.74612	1.94687	0	0	0	0.1756	0.03155	0.01546	0	0
Healthy	15.67771	0	0.42123	0	0	0.05727		0.7295	15.7193	0.42123	0	0	0	0	0	0	0.03274
Healthy	0.12418	0.18701	0	0	0	0		0	0	0	0	0	1.83456	0	0	0	0
Healthy	10.53695	0.09698	0.58867	0	5.20091	0		9.93577	4.99467	0.58867	1.81662	0	1.15088	5.20091	0.80185	0.07936	0.05135
Healthy	10.97433	0	0	0.12008	0	0		0	15.0914	0	0.32127	0	0	0	0	0.01338	0
D003424	52.81319	0	0	0	0.00109	0		1.87004	0	0	2.07576	0	0.05529	0.00109	0	0	0.02134
Healthy	28.13923	0.41381	0	0.03902	0.0621	0.02654		13.6321	0	0	0	0	0.80463	0.0621	0	0.03171	0
Healthy	8.05171	0	5.86802	0.63154	0	0		0.70496	4.99893	5.86802	0.63796	1.03233	0	0	0	0	0
Healthy	8.97149	10.2031	2.67283	0	0.10116	0		1.22503	1.90201	2.67283	0	0	1.25369	0.10116	0.70638	0.17385	0
Healthy	65.66626	0	0	0.04235	0	0		1.12231	0	0	0	0	0.18531	0	0	0.0642	0.26639
Healthy	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	81.55533	0.00725	0	0.03587	0	0		4.66197	0	0	0	0	0.0329	0	0.00633	0	0.28929
Healthy	12.42737	0.84904	0	0	0	0		0.0727	29.50236	0	0	0	0.51061	0	0.003	0.00662	0
Healthy	48.84763	0	0	0	2.61841	0.11243		13.79185	1.59872	0	2.04806	0.00796	0.5799	2.61841	1.36614	0	0
Healthy	6.10948	5.26417	0	0.00346	0.02893	0		16.13007	0.46519	0	3.23073	0.72247	0.19488	0.02893	0.98392	0.15845	0
Healthy	77.96466	0.06415	2.92276	0	0.04695	0		0	0	2.92276	0	0	0	0.04695	0	0	0
Healthy	74.06347	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	42.83558	0	0.37586	0.0172	0	0		19.87845	0.33049	0.37586	0.67998	0	0.09998	0	0.07147	0.18248	0
Healthy	31.8147	0	0	0.43235	0	0		15.30755	0.11038	0	1.02341	0	0.07908	0	0.59214	0.1564	0
Healthy	47.82067	0	7.95792	0.07503	0	0		0.17679	0	7.95792	0.62748	0	0	0	0	0	0.04169
Healthy	32.29228	0	0	0	0.01663	0		20.96467	1.86144	0	4.32598	0.23364	0.1158	0.01663	0.67643	0	0
Healthy	4.28713	9.59962	0	0	0	0		0.93204	2.65323	0	1.87625	4.61479	7.02053	0	0	0	0
Healthy	60.01183	8.06911	0	0.02412	0.01564	0		1.31298	1.32016	0	0.48908	0	0.12133	0.01564	0	0.0109	0
Healthy	41.29879	28.41585	0.95109	0.48352	0.00279	0		6.11705	1.48339	0.95109	0	0	0.80474	0.00279	0	0.07372	0
Healthy	25.55322	0	0.79301	0.10178	0	0		0.4557	2.34812	0.79301	0	0	0.38233	0	0	0	0
D003424	0	0	0	0	0	0.7042		0	0	0	0	0	0.44061	0	0	0	0
Healthy	49.57217	0	0	0	0	0		21.21362	0	0	1.78122	0	0.26261	0	0.1492	0	0
Healthy	10.36283	3.76517	0	0	0.278	0		28.04021	0	0	0	0	0.12712	0.278	0.73109	0.02085	0
Healthy	58.5524	0	8.76626	0	0	0		3.31462	0	8.76626	3.29177	0	0	0	0	0	0
Healthy	22.17331	4.56367	0	4.80996	0.5945	0.09411		0.00654	0	0	0	0	2.0283	0.5945	0	0	0
Healthy	54.83507	0.07914	4.26221	0	0.13379	0		8.76477	0.00872	4.26221	2.84567	0	0	0.13379	0.16907	0	0
Healthy	14.1516	0	0	0	0.05825	0		6.78408	0.04433	0	1.61061	0	0.17451	0.05825	0.06312	0	0
Healthy	38.27388	0.83626	0.05508	0	0.67712	0		20.02248	0.66752	0.05508	2.87747	0	0.86375	0.67712	0.46041	0.00301	0.11258
Healthy	4.5859	26.9709	0	0.4438	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	7.72787	0	0	0	0.0564	0		0.98383	0	0	0.34956	1.69349	0.2013	0.0564	0	0	0.08754
Healthy	8.01845	0	0	0	0	0		0	0.88064	0	0	0	0	0	0	0	0
Healthy	19.07035	0.24872	0	0	0.0228	0		1.48971	25.01063	0	0	0	3.27579	0.0228	0	0.08701	0.25712
Healthy	21.14025	0.36064	1.58202	0.27882	0.06827	0		4.90075	0.05924	1.58202	1.01468	0.16007	0.21914	0.06827	0.03388	0	0.37973
Healthy	53.4144	0.01889	6.08902	0	0.01511	0		14.88288	0.15391	6.08902	0	0	0	0.01511	0	0	0
Healthy	5.2172	0	0	0	0.34036	0		4.90723	19.1533	0	3.15419	10.4943	3.13799	0.34036	0	0.14641	0
Healthy	58.73401	0.03122	0	0	0.10729	0.09745		10.21397	0	0	3.27846	0.11602	0.64187	0.10729	1.62576	0	0
Healthy	14.42322	0	0.05075	0.49089	0.08849	0		0.0641	17.8456	0.05075	0.40996	0	0	0.08849	0	0.09692	0
Healthy	15.42862	0.28324	3.06152	0	0.99532	0		27.76259	2.01033	3.06152	2.02358	0	0.56127	0.99532	0.71702	0	0.09246
Healthy	19.50084	0	0.00109	0	0.58027	0		4.12873	1.90423	0.00109	6.13195	0.15359	0.65908	0.58027	0.18829	0	0.14913
Healthy	50.08936	1.91893	0	0.32975	0	0		0	0	0	0	0	0	0	0.08815	0.13545	0
Healthy	60.02125	0	0.7142	1.09042	0.03063	0		4.75731	0.03726	0.7142	0	0	0	0.03063	0	0	0
Healthy	27.0659	0.02636	0	0.48802	0	0		17.24184	0.15362	0	1.02799	0	0.08076	0	0.59774	0.10453	0
Healthy	58.83885	0.02664	5.94513	0.23548	0.51124	0		8.05061	1.02775	5.94513	6.17915	0	0.1319	0.51124	0.05777	0	0
Healthy	15.01807	0	0	0	0.08317	0		6.77294	1.78826	0	0	0.44728	0.32988	0.08317	0	0.00138	0
Healthy	14.22333	0.3495	0.92609	0.0177	0.05297	0		24.06582	3.88275	0.92609	11.3541	0	0.63567	0.05297	0.0431	0.06416	0
Healthy	83.75892	0.06543	0	0	0.07707	0		1.54617	0	0	2.00351	0	0	0.07707	0	0	0
Healthy	53.1305	0	0	0	0	0		0.14663	1.48492	0	2.87555	0	0	0	0	0	0
Healthy	64.98795	0.09641	0	0.00035	0.04376	0.0349		7.21818	0	0	0	0	0.11737	0.04376	0.11548	0.00156	0.0325
Healthy	16.79554	0.03075	0	0	0	0		6.79551	0	0	9.238	0	1.87844	0	0	0.25731	0.06815
Healthy	17.55989	9.70979	0	0	0	0		1.89596	16.9456	0	1.82777	0	0	0	0	0.10928	0
Healthy	1.94537	0	0	0	0	0		7.74409	0	0	0	0	0.25808	0	0	0	0
Healthy	55.31537	0	4.75304	0	0.09428	0		2.19481	0	4.75304	3.70712	0	0	0.09428	0.00368	0	0
Healthy	35.2676	2.05871	0	0	0.1983	0		11.31766	0	0	3.20123	0	0	0.1983	0.10118	0	0
Healthy	53.81259	0	4.56438	0.2423	0.17291	0		7.10356	0	4.56438	1.10962	0	0	0.17291	0	0	0
Healthy	29.72478	0	17.9403	0.02096	1.10377	0		4.88741	4.60155	17.9403	5.08668	0	0.69645	1.10377	0.11814	0.04189	0
Healthy	21.12868	0.15188	0	0	0.03305	0.18269		6.80667	0	0	0	0	3.65264	0.03305	0.05942	0.04556	0.31433
Healthy	43.36324	0.05784	0	0.04798	0	0		11.82391	0	0	5.36295	0	0.61646	0	0	0.00323	0
Healthy	26.27907	0	0	0.47645	0	0		17.10897	0.14583	0	1.08458	0	0.09219	0	0.56962	0.13158	0
Healthy	7.29767	0	0	0.10177	0	0		27.6519	0.24062	0	0.95726	0	0.0746	0	0.6243	0.0913	0
Healthy	57.15667	0	0	0	0	0		7.60725	0.25828	0	1.80984	0	0.05195	0	0	0	0
Healthy	47.94994	0	1.10913	0	0	0		4.87839	1.75609	1.10913	0	0	0.19754	0	0	0	0
Healthy	44.33555	0	0	0	0.13452	0		14.96355	0.5867	0	0	0.01859	0.4302	0.13452	0.10337	0.02161	0
Healthy	29.91254	0	7.19383	0	0	0		4.79021	0	7.19383	0.72709	0	0	0	0	0.24093	0
Healthy	82.77448	0.03928	0	0	0.02996	0		1.5492	0	0	2.03035	0	0	0.02996	0.00464	0	0
Healthy	56.15383	0	0	0	0.10465	0		18.3711	0	0	0	0	0.12975	0.10465	0	0.00494	0
Healthy	28.0847	0	15.2478	0	0.25411	0		15.27716	0.00623	15.2478	12.8294	0	0.63318	0.25411	0.00345	0.00747	0
Healthy	25.01524	0.10767	0	0	0.97532	0		1.91099	15.27156	0	1.01663	11.0253	0	0.97532	0.03972	0	0.46262
Healthy	16.28189	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	74.5758	0.71518	2.25728	0	0.12209	0		0	0	2.25728	0	0	0.0568	0.12209	0	0	0
Healthy	0.00817	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	40.19988	0	0	0	0	0		0	0	0	0.14067	0	0	0	0	0	0
Healthy	29.83472	0	0	0	0.32102	0		0.97211	0	0	0	0	0	0.32102	0	0	0
Healthy	43.4252	0.02922	0	0	0.15925	0		10.701	0.40524	0	0	0.07354	0.36055	0.15925	0.04761	0.20111	0
Healthy	34.83181	0	4.76352	0	0	0		3.28956	2.92305	4.76352	0	0	0	0	0	0	0
Healthy	30.0091	3.51716	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	53.19687	0	4.43254	0.20333	0	0		4.01583	4.45594	4.43254	0	0	0	0	0	0	0
Healthy	5.88201	0	0	0	0	0		38.6256	0	0	0	0	1.17839	0	0	0	0
Healthy	29.13396	0	0.68458	0	0	0		1.35191	15.2931	0.68458	0	0	0.22583	0	0	0	0
Healthy	21.56455	6.69974	0.79107	0.07495	0.00274	0.02399		11.09274	0.00181	0.79107	0	2.77246	0	0.00274	0.0671	0.99795	0.04608
Healthy	18.35806	0	0	0	0.19159	0		19.56418	1.11101	0	8.27631	0.60507	0.30054	0.19159	0	0	0.21229
Healthy	50.99158	0.08323	8.01371	0.00154	0.06319	0		7.04206	0.29025	8.01371	5.29089	0	0.02796	0.06319	0.00966	0	0
Healthy	11.46531	0	1.4303	0	0	0		4.99037	24.585	1.4303	0	0	0	0	0	0	0
Healthy	27.7668	0	4.5423	0	0.05173	0		0.45088	1.21457	4.5423	3.48802	0.08089	0	0.05173	0	0	1.01384
Healthy	24.69099	0	0	0.03503	0.07839	0		14.28186	2.74333	0	0	0	0	0.07839	0	0.0039	0
Healthy	9.50106	25.34109	0	0.04465	0	1.18019		0	0	0	0	0	0	0	0	0.17076	0
Healthy	62.65376	0.01506	0	0	0.19093	0		4.43003	3.05712	0	0	0	0.09088	0.19093	0.08954	0.00116	0
Healthy	44.00659	0.94979	0	0.10856	0.00915	0.03129		0	0	0	0	0	0	0.00915	0.00671	0.00447	0
