group	Oscillospirales	Enterobacterales	Pseudomonadales	Peptostreptococcales		Bacteroidales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Desulfovibrionales	
Healthy	3.80032	0.11282	0	0		76.80037	6.39918	0	0.24043	0	0.07753	
Healthy	4.59305	0.33793	0	0.14209		74.61544	0.03374	0	0	0	0	
Healthy	13.36004	0.3113	0	0		23.29549	8.50768	0.00282	0.04929	0	0	
Healthy	20.97292	0.26623	0	0		3.59184	0	3.31237	0.85212	3.22099	0.08892	
Healthy	5.23585	7.19192	2.51976	0.26392		57.98975	0.26616	0	0.12848	0	0.00341	
Healthy	12.77087	0.87386	3.11646	0.16055		44.63161	1.29354	0	1.9251	0	0.30797	
Healthy	0	0.12264	0	0		0.00098	3.79897	0	0	0	0	
Healthy	29.11082	0.37266	0	0.29432		29.7614	5.36792	0	0	0.14883	0.10618	
Healthy	3.42893	0	0	2.00924		40.39347	0	0	0	0	0	
Healthy	3.36492	0.06997	0	0		69.7223	4.10384	0	0.20252	0	0.14337	
Healthy	24.08144	9.25016	0	0		20.81371	0	0.78058	0	0	0.11773	
Healthy	1.3687	0	0	0		65.38115	0.02104	0.83682	1.01387	0	0	
Healthy	3.84708	0.00847	0	0		76.64969	6.56133	0	0.27881	0	0.06784	
Healthy	0.26172	1.2703	0	0		85.3343	0	0	0	0	0	
Healthy	3.82854	0.01169	0	0		79.53804	0	3.49832	0.66299	0	0.02049	
Healthy	3.83794	0.06093	0	0		68.81317	7.11171	0	0.59019	0	0.25485	
Healthy	28.03972	0	0	0		8.87961	0	0	0	0	0	
Healthy	9.25991	0	0	0		68.07938	0	0	3.16566	0.0157	1.34758	
Healthy	8.15806	0	0	0.18783		42.32132	0.97429	0	0.0302	0	0	
Healthy	3.94163	0.19747	0	0		66.12026	8.14103	0	0.24834	0	0.01772	
Healthy	2.26563	46.2181	0	0		17.13393	2.62762	0	0	0	0	
Healthy	1.69663	0	0	0		80.49928	0	0	0	0	0	
Healthy	31.53326	0	0	0		31.18262	3.77341	0	0.01848	0	0	
Healthy	5.93399	0.12448	0	0		66.94484	0	0.613	0.03135	0	0.06509	
Healthy	19.29161	0.11919	0.15513	0		11.51207	9.99993	0.69645	1.40887	0	0.03769	
D001172	20.25197	0.00518	0	0.00654		13.5599	0.10498	1.43514	0.02854	0	0	
Healthy	0	2.96792	0	0.52212		29.09236	0	0	0	0	0	
Healthy	4.73037	0.85488	0	0.04771		51.98054	0	0	0.31664	0	0.03696	
Healthy	0.80938	2.02119	0	0		70.95437	0	0	0.36974	0	0.11848	
Healthy	9.50962	0	0.00711	0		33.38458	11.25337	0	1.84304	0.02369	0	
Healthy	6.71252	0.31623	0	0		45.2512	3.09149	0.13394	0.00557	0	0.64474	
Healthy	1.68072	0	0	0		78.30171	3.39638	0	0.24272	0	0	
Healthy	4.22161	1.36828	2.32481	0		11.19898	0.00409	0.07494	0.03776	0.5247	0.23999	
Healthy	7.63416	0.45635	0	0		46.29305	3.20159	0.19647	0.00148	0	0.60856	
Healthy	3.63177	0.00382	0	0		77.72654	0	3.31364	0.61221	0	0.03025	
Healthy	22.059	0.02341	0	0.01706		18.80591	1.48956	0.06427	0.03363	0.30996	0.01244	
Healthy	9.25393	9.70494	0.11195	0.00798		3.41382	3.26356	0.20848	0.11923	1.88674	0.29292	
Healthy	2.69441	0.35016	0	0		65.93321	7.99145	0	0.23837	0	0.01065	
Healthy	7.55835	0	0	0		50.38809	0	2.41126	0.61436	0.36668	0.12513	
Healthy	4.1084	0	0	0.02288		41.31056	0.00348	0.00398	0.51012	0.54224	0.06245	
Healthy	17.18606	0.09977	0	0.06082		46.81643	0.01984	0	0.47825	0	0.03446	
Healthy	7.1983	0.61435	0	0		81.94286	0.14225	0	0.23188	0	0	
Healthy	22.05966	0	0	0		34.17539	5.64948	0	0	0	0	
Healthy	0	93.0192	0	0		1.1413	0	0	0	0	0	
Healthy	9.57089	4.29249	0	0.04863		25.0087	0.3593	0	2.0569	0	0	
Healthy	0.0065	10.5315	0	0		68.47564	7.9812	0	0.15486	0	0.04097	
Healthy	7.72477	0.01975	0	0		40.52547	0.01074	2.723	0.00493	0	0.14488	
Healthy	1.47528	0.10401	0	0		79.12686	3.13852	0	0.20149	0	0	
Healthy	2.03844	0.06156	0	0		48.23051	3.34438	8.9855	0.04176	0	0	
Healthy	4.19973	0	0	0		63.57685	0	0	3.24285	0	0.47216	
Healthy	9.74863	0	0	0		33.81915	11.05788	0.00243	1.89767	0.01245	0	
Healthy	4.86478	53.87866	0.02462	0.05619		19.703	0.0004	0.6802	0.10032	0.47496	0.00359	
Healthy	5.93741	0.35908	0	0		46.26214	3.01302	0.13841	0.00147	0	0.61353	
Healthy	4.51891	12.68249	0	1.2498		29.0804	0	3.38392	0.00054	0	0.00054	
Healthy	14.40262	1.01134	0	0.2206		19.28679	5.5288	0.18866	0.07638	0	0	
Healthy	6.87674	1.41538	0	0.03436		80.16345	0.03733	0.39541	1.78378	0	0.03075	
Healthy	43.21165	0.21117	0	0		6.89033	10.42568	0	0	0	0	
Healthy	15.96582	0.09463	0	0		37.14894	0	0.42345	0.29749	0.52134	0.00991	
Healthy	2.78792	0	0	0		33.00049	0	0	0	0	0	
Healthy	5.91389	0.20719	0	0		57.56519	0.00214	0	0.00942	0.19414	0.15701	
Healthy	24.06069	0.22501	0	0.43207		13.81992	0	0.02103	0.04261	1.75259	0	
Healthy	6.23739	0.55448	0	0		75.20939	2.72994	0	0.0101	0	0.01706	
Healthy	4.59636	0	0	0		65.78173	0	10.2379	0.11472	0	0.3641	
Healthy	17.06659	1.22718	0	0		47.0639	0	0	3.24183	1.03394	0	
Healthy	39.2133	0	0	0		0	0	16.9026	0	0	0	
Healthy	5.17699	5.89501	0	0		30.30793	0	19.3418	0.00684	0.52732	0.57741	
Healthy	12.19348	0.15345	0	0		29.43695	0.16061	0	0	0	0	
Healthy	3.9434	0.30272	0	0.22954		75.21888	0.01217	1.15149	0.02059	0	0.01693	
Healthy	2.90412	0	0	0		63.74342	0.02041	0	0.20185	0	0.06699	
Healthy	13.15061	19.80121	0	2.23535		1.43077	1.05345	0	0	0	0	
Healthy	3.16463	0	0	0		84.12676	0	0.04141	0.07126	0.64842	0.36459	
Healthy	12.15746	1.19787	0	0.79045		39.99214	1.83266	0	0.02359	0	0	
Healthy	6.68644	1.17011	0	0		54.74463	9.23788	7.24372	0.2119	0	0.21715	
Healthy	2.30782	0	0	0		77.84468	0	0	0	0.12037	1.45187	
Healthy	11.44569	0.1265	0	0		48.39468	0	6.03283	0.15522	0	0.26061	
Healthy	9.93702	1.7822	0	0		22.37389	7.76194	23.7423	2.75865	0	0	
Healthy	14.00589	0.05891	0	0.03974		38.09116	3.89778	0	0.05113	0	0.00035	
Healthy	5.01295	0.06207	0	0		68.80393	0	0	0.04411	0.02171	1.60564	
Healthy	13.84262	0	0	0		60.06032	1.72287	0.11004	4.0669	0	0.12389	
Healthy	5.49464	0.86895	0.06213	0.19302		66.69946	0.01185	0.00346	3.01606	0	0.03283	
Healthy	4.74101	0	0	0		60.23402	0	4.68797	0.21717	0.23507	0.89526	
Healthy	4.58421	0	0	0.02961		0.76561	0	0	0	0.17091	0	
Healthy	0.1025	1.02886	0	0		67.11307	11.31735	0	0	0	0	
Healthy	3.49138	0	0	0		37.89758	3.1877	1.03035	0	0	0	
Healthy	21.21244	0.03233	0	0		40.50803	0	8.13813	5.28431	1.63817	0.04692	
Healthy	1.67582	0	0	0		2.17972	0.37137	0	0	0	0	
Healthy	15.13874	0.05656	0	1.97389		11.40218	0.03482	5.63179	0.27033	29.7857	0.03108	
Healthy	43.16543	0.01128	0	0		37.60367	0	0	0	0.17124	0.01737	
Healthy	12.4159	0	0	0		33.04527	0	0	0	0	0	
D001172	4.19161	1.17741	0.00669	0.02647		57.97235	0.00442	0	0.68516	0	0	
Healthy	3.29874	0.19509	0	0		0.48934	0	0	0	0	0	
Healthy	2.37363	0	0	0		70.16514	6.14794	0	0.16719	0	0	
Healthy	17.86195	1.54677	0	0.12803		1.80623	0	0	0	6.50444	0.04045	
Healthy	0	19.0073	0	0		5.01413	0	0.01106	0.11928	0	0	
Healthy	6.28902	0.05156	0	0		82.28787	0	0	0.34203	0	0.07659	
Healthy	10.89159	0.12566	0	0		26.52757	0.54599	0.45078	0	0	0.52982	
Healthy	14.68136	0.67781	0	0.52203		24.56073	0.13747	9.74943	0.74913	1.32234	0.03312	
Healthy	4.49274	0.16391	0	0		70.25107	2.83294	0.11655	0.18754	0.04895	0.10372	
Healthy	33.65296	0.00479	0	0		24.10094	0.00787	12.8595	0.00204	0	0.00367	
D001172	7.57151	0.0964	0	0		58.75856	0.17736	0	0.03022	0.50241	0.22904	
Healthy	6.12078	0	0	0		44.7532	0	0.30965	0.46085	1.04605	0	
Healthy	2.2896	0.1125	0	0.00443		20.0003	0.00523	0.0562	0.13516	0.23708	0	
Healthy	0	12.4914	0	0		65.68526	8.70023	0	0.16476	0	0.03451	
Healthy	3.65331	0.87596	0	0		46.12849	0	0	0.27133	0	0.01309	
Healthy	16.08651	0.18119	0	0.0847		36.6243	0.03174	0	0.02559	1.54807	0.19671	
Healthy	10.44372	0.03421	0	0		53.44081	0	0.04079	0.00597	0.08733	0.03134	
Healthy	9.89985	0.19359	0	0		42.05245	0	17.0962	0.05053	0	1.59525	
Healthy	0	0.95978	0	0		6.41326	3.01358	0	1.63824	0	0.00356	
Healthy	16.08456	0.03294	0	0.18939		50.63919	0.06422	6.26157	0.61263	0	0.03037	
Healthy	10.68198	1.60579	0	0.7595		46.3322	2.75182	0	0.10816	0	0	
Healthy	1.58312	0	0	0		14.97199	0	0.97681	0.05362	0.20096	0.00637	
Healthy	13.85615	0.74413	0	0.43112		41.44966	1.44742	0.14404	0.00313	0	0	
Healthy	5.56613	0.02425	0	0		62.39454	0.46865	3.44662	0.23867	0	0	
Healthy	29.08696	0.76903	0	0		14.80192	0	0	0.00905	0	0	
Healthy	37.06729	0.11521	0	0.03539		28.00343	0.02915	0	0	0	0	
Healthy	5.13628	0	0	0		69.05245	0	0	2.71815	0	0.02757	
Healthy	4.31564	0	0	0		63.75558	0	0	3.18684	0	0.48181	
Healthy	6.76881	0.19513	0	0.24509		76.12359	0.4138	0.23935	2.22896	0	0.00384	
Healthy	8.66665	0	0	0		58.29386	0	2.97615	0.10273	0.46428	0.15916	
Healthy	4.30093	0.18872	0.03329	0.27916		39.61486	0.00288	2.37576	0.22719	0	0.11279	
Healthy	4.1898	0.00448	0	0		32.17545	7.94172	0	0.04808	0	0	
Healthy	1.00709	0.44355	0	0.02		1.11268	0.01648	0	0	0	0	
Healthy	1.9936	0	0.0055	0		88.0674	0	0.22535	0.22475	0	0.05172	
Healthy	4.80215	0.00726	0	0		36.49403	0.00638	0	0.01778	0.0319	0	
Healthy	0	35.1068	0	0		0	0	0	0	0	0	
Healthy	6.64436	14.0667	0	0		33.33184	11.0385	0.55879	0.24865	0.61909	0	
Healthy	6.30481	0.02829	0	0		67.66419	0	0.53808	0.01743	0.00354	0.06041	
Healthy	4.83892	1.14237	0	0		53.86058	9.20628	7.17593	0.3137	0	0.1314	
Healthy	3.64709	1.71973	0	0		86.88977	0	0	0.06584	0	0.09733	
Healthy	5.12298	0	0	0		68.92373	4.37359	0	5.55039	0	0	
Healthy	8.03559	0	0	0.86944		34.26626	0	0	0.11398	0.34587	0	
Healthy	3.45991	0.78603	0.10183	0.00543		11.71661	0	0	0.12191	0	0.0045	
Healthy	37.67135	4.21727	9.22973	0		0.54085	0	1.05184	0	0	0	
Healthy	8.24435	0.08215	0	0		77.74018	0	0	0.0695	0	0.00314	
Healthy	5.9936	2.11217	0	0		45.64945	0.96367	0.01915	6.0008	0	0	
Healthy	4.5208	0	0	0		64.87465	0	0	1.16127	0	0.41091	
Healthy	25.95586	0.73631	0.40996	0.94578		17.13296	0.00276	1.11458	0.06852	0.32965	0.0326	
Healthy	18.90966	0	0	0.14488		18.81286	3.82906	0	0	0	0	
Healthy	8.58443	0	0	0		57.67382	0	0	0.00408	0.06765	0.0721	
Healthy	3.87859	0.21435	0	0		65.76455	7.92509	0	0.25391	0	0.01492	
Healthy	0	10.6894	0	0		66.63057	8.57719	0	0	0	0	
Healthy	5.70873	0.14899	0	0		50.22231	0	0	0.0985	0	0	
Healthy	2.40938	0	0	0		46.39336	0	0	0.11752	0	0.03986	
Healthy	11.29419	0.0718	0	0		47.84374	0	5.93298	0.11832	0	0.23522	
Healthy	5.40856	0	0	0.90418		38.30892	0.90393	12.0243	0.04357	0	0	
Healthy	4.1442	0	0	0		68.23914	6.15976	0	0.12285	0	0	
Healthy	12.17882	0	0	0		34.13754	0	0	0	0	0.85468	
Healthy	19.71693	0	0	0		16.00436	0.21783	0	0.04767	0	0.09033	
Healthy	1.72049	0	0	0		78.90982	3.24217	0	0.19207	0	0	
Healthy	1.27563	0	0.05075	0		54.01504	15.6833	0	0.27555	0	0.02273	
Healthy	1.06885	0	0	0		72.24672	3.79563	0	0.05236	0	0	
Healthy	1.63496	0.04739	0	0.37654		57.19893	0.00389	0	2.30897	0	0.00872	
Healthy	6.63004	0.63044	0	0		42.83065	1.94026	0.37933	2.11487	0.1874	0	
Healthy	5.32031	0.3755	0	0.11267		75.8188	1.19023	0	0	0	0.00418	
Healthy	33.13698	0.74511	0	0		18.33383	5.40768	0	0.07618	0	0	
Healthy	0.79785	0	0	0		26.83962	1.00891	0	0	0	0	
Healthy	6.97566	0.17943	0	0		39.07339	9.67415	0.29633	0	0	0.07989	
Healthy	7.46867	0.04821	0	0.12423		9.82155	0.01216	10.2038	0.06674	2.16091	0.0045	
Healthy	0.56432	0.05582	0	0.02673		13.17432	21.6446	28.8504	0.01	0	0	
Healthy	8.36896	0.10762	0	0		52.43783	0	5.36937	0.62354	0	0.32157	
Healthy	0	7.72237	20.8715	0		0	32.68873	0	0.01211	0	0	
Healthy	4.41409	0	0	0		39.40733	0.02006	2.06604	0.06977	0.43712	0.02311	
Healthy	6.73312	0.43778	0	0.274		23.89571	0.82479	0	0.02112	0	0	
Healthy	4.38899	0.19839	0	0		70.1103	2.75786	0.14138	0.28953	0.05104	0.09704	
Healthy	6.73998	0.00733	0	0.00068		25.23997	0	5.21335	1.39209	0	0.04026	
Healthy	0.46822	3.02557	0	0.34814		0.0535	19.24632	0	0	0	0	
Healthy	2.71661	0.88552	0	0		67.69202	0.05632	0.00971	0.01914	0	0.48516	
Healthy	9.3041	0	0	0		66.6534	0	0	1.34205	0	0	
Healthy	18.13435	0	0	0.33876		17.68292	0	0	0	26.08231	0.14389	
Healthy	34.42512	0	0.00586	0		16.29226	14.9635	0	0.08653	0	0	
Healthy	5.2746	0	0	0		14.14117	3.50115	0.93803	0	0	0	
Healthy	13.89572	0.1011	0	0		62.20556	7.01928	1.9902	0.01256	0	0.08665	
Healthy	11.18199	1.00372	0	0.07723		41.38437	0.36401	4.2137	0.65476	0.60097	0.21286	
Healthy	10.1189	8.10184	0	0.07967		26.26053	1.79297	0.93929	0.06826	0	0	
Healthy	13.33536	0	0	0		19.63539	0	2.72782	0	0	0	
Healthy	1.72735	0	0	0		69.62846	6.02135	0	0.10262	0	0	
Healthy	9.06476	0	0	0		62.9306	0.00856	0	0.49568	0.18991	0.0069	
Healthy	16.58168	0	0	0.29751		27.69067	0	0.01273	0.14371	0.19301	0.02692	
Healthy	0.30647	0	0	0.05557		57.78978	8.22941	0	0.01799	0	0	
Healthy	5.48732	0.11658	0	0		67.52494	0	0.51593	0.027	0.0167	0.06413	
Healthy	5.2066	0	0	0		27.36421	6.59926	0.70912	2.84792	0.12219	0.11319	
Healthy	3.62537	0	0	0		12.00093	0	0	0	0	0	
Healthy	10.0044	0	0	0		38.84185	0.36848	0.09266	0.33364	0	0.02314	
Healthy	0.00751	0.01108	0	0		33.69858	0.00071	0	2.78928	0	0	
Healthy	5.31106	0.1475	0	0		60.40072	7.59601	0.84788	0.17495	0.85057	0.34167	
Healthy	0	12.9001	0	0		66.60307	8.89349	0	0.20237	0	0.02775	
Healthy	6.11978	0.09521	0	0		81.86447	0	0	0.31406	0	0.06537	
Healthy	0	0	0	0		0	0	0	0	0	0	
Healthy	0.57493	2.48849	0	0		79.46925	0	0	0.0951	0	0.03368	
Healthy	6.71099	0	0	0		62.17627	0.0867	0	10.8936	0	0	
Healthy	2.98357	0	0	0		63.06974	0	0	0.19678	0	0.097	
Healthy	12.417	0	0	0		0.32353	0.69349	2.79206	0	0	0	
Healthy	3.24333	0	0	0.00137		59.92933	2.79163	0.03718	0.25882	0	0.01617	
Healthy	16.50335	0.27548	2.74525	0.42843		10.75217	4.56736	1.14016	0	2.1005	0	
Healthy	2.59048	3.03507	0	0.02579		54.62681	1.63756	2.53241	0.01636	0	0.25726	
Healthy	1.45905	1.18863	0	0		82.09293	0	0	1.04672	0	0.08051	
Healthy	6.63734	0	0	0		70.59313	0	0	1.53255	0	0	
Healthy	6.04915	2.23394	0	0		46.84148	1.14011	0.00741	6.08905	0	0	
Healthy	6.65669	0.00668	0	0		81.63345	0.00262	0	4.20265	0	0	
Healthy	2.46708	0.12428	0	0		77.11711	0	0	0	0.09917	1.66572	
Healthy	0.53201	0	0	0		7.15519	0	0	0	0	0	
Healthy	4.15006	0	0	0		63.5846	0	0	3.17786	0	0.3925	
Healthy	4.70282	0.22266	0	0		69.81212	2.69416	0.12769	0.21864	0.04614	0.08948	
Healthy	0.01626	30.08723	10.3635	0		1.2664	0	0	0	0	0	
Healthy	0.41492	0	0	0		50.64633	18.9128	0	0.04679	0	0	
Healthy	16.51085	0.56184	0.02618	0		65.95097	0.00278	0	0.00847	0	0.0185	
Healthy	3.68222	1.55158	0	0		86.60796	0	0	0.12338	0	0.12156	
Healthy	10.98959	0.0616	0.02934	0.03317		47.72311	0.41433	0.06197	1.02572	0	0.0343	
Healthy	9.87279	0	0	0		58.63242	0	0	0.01007	0.06463	0.05875	
Healthy	1.63042	0	0	0		69.11832	6.0867	0	0.14818	0	0	
Healthy	9.54378	0.83817	0	0.37682		37.35111	4.00586	0.15532	0.01931	0	0	
Healthy	13.52064	0.05959	0	0.04381		18.88292	0	1.72258	0.0663	0	0.02094	
Healthy	11.76131	4.80113	0	0.43887		24.69356	2.77181	0	0.05195	0	0	
Healthy	4.50146	0	0	0		70.39165	0	0	3.13304	0.0491	1.44462	
Healthy	2.77379	0.03977	0	0.01304		67.30757	0.37589	0.05482	0.58884	0.39515	0	
Healthy	1.85251	0.6633	0	0		56.20077	0.06962	0.29801	1.46557	0	0.32773	
Healthy	5.28947	0	0	0		51.28108	0	0.04608	0.34274	0	0.0942	
Healthy	0.01108	10.0884	0.01581	0		0.09526	1.14897	0	0	0	0	
Healthy	0.30326	24.92756	0	0.31538		0.16537	0.36856	0	1.28341	0	0	
Healthy	3.26286	0.19457	0	0		66.93676	0.01613	0.60984	0.30614	0	0.03185	
Healthy	2.23492	1.97354	0	0.20999		10.59075	1.67148	0	0.02242	0	0	
Healthy	11.63344	0.02606	0	0		48.59647	0	5.91805	0.15944	0	0.1988	
Healthy	8.49985	0.12439	0	0		68.52156	0	0	0.04949	0.02164	1.59157	
Healthy	20.19104	0	0	0		0.05532	0	0.54343	0	0	0	
Healthy	8.20623	0	0	0		29.30749	0	23.0527	0.03048	2.18526	0.71094	
Healthy	2.25381	3.09985	0.31351	0		21.55582	2.33636	0	0	0	0.14435	
Healthy	3.54995	0	0	0		84.61456	1.35465	0	0	0	0	
Healthy	0.31645	2.29941	0	0		92.21789	0.00902	0	0.00946	0	0	
Healthy	1.44205	4.32045	0	0		92.9033	0	0.5239	0	0	0	
Healthy	28.5933	0	0	0		27.32638	0.70752	0	0.07377	0	0	
Healthy	37.51225	0	0	0		15.5459	0	0.00101	0.25948	0	0.00237	
Healthy	8.31672	0.09945	0	0		77.47972	0	0	0.05364	0	0.00317	
Healthy	0.36588	1.41219	0.03469	0		84.64447	0	0	0	0	0	
Healthy	6.84112	0.24672	0	0.0018		29.76886	0.02194	2.42121	0.37691	0.10495	0.07215	
Healthy	7.99247	0	0	0.32578		31.72155	0	0.44549	1.11423	0.13241	0	
Healthy	19.14699	0	0	0		0.03494	0	0.52999	0	0	0	
Healthy	12.68839	0	0	0		47.51386	0	0	7.93197	0	0	
Healthy	25.72229	0	0	0.21083		13.61883	0	0.90783	0.24983	0	0	
Healthy	3.20984	0.54646	0	0		38.98485	0	12.3298	0	0	0.02807	
Healthy	9.50651	0.07041	0	0		26.84406	0.68123	0.51143	0	0	0.61312	
Healthy	20.56314	0	0	0		25.5744	0	0	0	0	0	
Healthy	10.32246	3.87592	0	0		23.48328	0	0.03839	0.9207	0.027	0.15201	
Healthy	9.29984	1.35476	0	0.56542		31.4247	2.61235	0	0.06031	0	0	
Healthy	8.70907	2.20511	0	0		10.34128	2.03168	0	0	0.77447	0	
Healthy	5.52075	0	0	0		41.24853	0	0	0	0	0	
Healthy	1.28104	0	0	0		64.24216	0	0	0.19399	0	0.0519	
Healthy	6.73485	0.38894	0	0		45.92099	3.06282	0.15089	0.03167	0	0.64425	
Healthy	26.34617	0.2663	0.00795	0.38388		19.66382	0.00278	8.97759	0.10927	0.00026	0.00171	
Healthy	46.1869	0	0	0		14.41753	0	0	0.1948	0	0	
Healthy	6.22428	0.43728	0	0		74.59269	2.85585	0	0.02331	0	0.05594	
Healthy	0	0	0	0		0	0	0	0	0	0	
Healthy	0.99531	0.12284	0	0		92.26106	0	1.85576	0.54299	0	0	
Healthy	5.17935	0	0	0		71.04117	0	0	0.02245	0.05062	1.73112	
Healthy	7.89874	0	0	0.0909		9.24917	0	10.4974	0.03233	1.99501	0	
Healthy	5.65971	0.87234	0	0.02492		60.92773	0	0	1.41369	0	0	
Healthy	15.68802	0.01134	0	0.11643		8.02943	0.29555	0.02196	0	9.12642	0.03312	
Healthy	4.69942	0	0	0		66.38383	0	10.6859	0.11305	0	0.32301	
Healthy	6.07973	0.05189	0	0		66.67944	0	0.50682	0.00822	0.01789	0.07675	
D001172	6.86444	10.3173	0	0.20571		18.24022	0.27505	29.241	0	0	0.00854	
Healthy	25.42651	2.62879	0.30742	0.04444		43.34351	0.14999	0	0.00214	0	0.06669	
Healthy	5.38525	0	0	0		41.55658	11.1196	0	1.29309	0	0.13981	
Healthy	14.67128	0	0	0		35.39785	0.03439	0.20975	0.04607	0	0.0547	
Healthy	15.55584	0.57054	0	0.52519		45.18123	1.13832	0	0	0	0	
Healthy	1.25335	1.05445	0	0		24.97135	0	19.5038	0	16.8025	0	
D001172	8.60577	0.12268	0	0		63.61574	0.03069	0	0.21427	0	0.02868	
Healthy	4.84361	0.03261	0	0.01808		64.23882	0.01632	0.00714	3.95141	0	0.02018	
Healthy	0.01602	6.24806	0.82693	0		42.26421	1.90205	0	0	0	0	
Healthy	4.3591	0.05681	0	0		70.50593	2.78034	0.11018	0.24218	0.07086	0.10065	
Healthy	0.1939	0	0.11196	0		42.48248	0	0	0.65059	0.51063	0	
Healthy	1.81456	0	0	0		79.79912	0	0	0	0	0	
Healthy	1.77742	0	0	0		81.37311	0	0	0	0	0	
Healthy	1.97599	0.30992	0	0.40995		59.9067	0.05125	0	0.06354	0.367	0	
Healthy	20.74416	0.46978	0	0.08172		31.52386	0.06236	1.61437	0.46762	0.2745	0.16201	
Healthy	6.22069	0.02355	0	0.00827		61.3646	0	0	0.06563	0	0	
Healthy	8.2935	0	0	0		67.81604	4.47556	0	6.0243	0	0	
Healthy	12.27497	0.84369	0	0		42.86205	0.05339	0.52605	0	1.04806	0	
Healthy	5.90283	0.07343	0	0		29.69307	12.3918	0.03575	0.02587	0	0	
Healthy	9.29294	0.90323	0	4.86324		14.36781	5.8336	0	0.07167	0	0	
Healthy	1.51024	0.33565	0	0		88.81887	3.44798	0	0.08902	0	0.00134	
Healthy	3.52197	0.7905	0	0.28766		75.66423	0.29179	5.28237	0	0.00175	0.01083	
Healthy	5.68276	0	0	0		32.97976	0	0.10289	0.09458	0	0	
Healthy	25.50694	0.96721	0	0.00623		11.04279	0.2822	1.37274	0.6435	0.60964	0.05404	
Healthy	10.02535	7.69286	0	0.07908		26.35134	1.77332	0.88685	0.04294	0	0	
Healthy	0.00657	0.40867	0.02247	0.05697		20.88845	6.54078	2.57563	1.01327	0	0	
Healthy	13.51257	5.30418	0	1.68724		4.91734	0.31724	0	0	0	0.2837	
Healthy	0.23935	0.96516	0	0.03944		40.91091	4.17667	0	8.37654	0	0	
Healthy	9.88813	0.48351	0.00109	0		30.64528	1.1074	1.26462	0	0	0.02068	
Healthy	7.52491	0.22947	0	0		48.97126	3.78353	0	1.81935	0	0.01355	
Healthy	1.88544	1.47311	0	0.03378		21.04595	0.0048	6.50564	0.26952	0	0.00275	
Healthy	19.51876	0	0	0		51.89489	0	0	0.05799	0.02432	0.82772	
Healthy	19.53392	0.06286	0	0.05699		21.20041	0.85564	0	0.05795	0	0.00488	
Healthy	0	55.8431	0.10453	0		0.76754	0	0	0	0	0	
Healthy	19.634	0	0.16653	0		11.27066	3.83454	1.09277	0.18622	1.95868	0.01778	
Healthy	7.65122	0	0	0		52.3283	0	2.05293	0.24815	0.56963	0.18711	
Healthy	6.04509	11.121	0	0		13.46928	2.67929	43.8434	0.24236	0	0.74732	
Healthy	3.97713	0	0	0		64.03346	0	0	3.06863	0	0.50872	
Healthy	7.43516	0	0	0		77.94764	0.03341	0	5.07894	0	0	
Healthy	0.01253	32.52743	0	0		0.04442	0.00156	0	0	0	0	
D001172	7.12429	0.05139	0	0		61.7545	0	0	1.4838	0	0.00716	
Healthy	7.16924	0	0	0		56.48782	0	0.23897	0.80141	0.14036	0.012	
Healthy	4.97801	0.86129	0	0.01117		9.79019	0.00939	8.01703	0.39702	0.97423	0.04979	
Healthy	0.43233	14.3158	0	0.42217		24.46259	1.49971	0	0.01701	0	0	
Healthy	11.89664	0.04264	0	0.00383		28.77083	5.04635	0	0	0	0	
Healthy	2.32308	0	0	0		42.97705	0	0	0.13383	0	0.0743	
Healthy	5.07714	0	0	0		66.37013	4.41507	0	5.99498	0	0.01159	
Healthy	1.0492	0.21333	0	0		93.08198	0	1.70433	0.47338	0	0	
Healthy	6.29602	0	0	0		50.09222	0	14.9477	0	0	0.80345	
Healthy	1.5014	0	0	0		79.38439	3.05452	0	0.1777	0	0	
Healthy	30.5839	0.09735	0	0.53833		27.10588	4.51571	0	0.00909	0	0	
Healthy	20.16091	0.48543	0	0		21.20766	0	0	0	0.02811	0	
Healthy	3.94393	0.39027	0	0		65.83532	7.76944	0	0.23698	0	0.01769	
Healthy	5.41884	0	0	0		45.66209	19.4359	7.48058	0.02417	0	0	
Healthy	8.33086	0.07389	0	0		77.42379	0	0	0.06327	0	0	
Healthy	1.29309	0	0.04286	0		54.21951	15.8211	0	0.24261	0	0.03104	
Healthy	2.65288	31.3729	1.15378	0		34.78397	0	0	0	0	0	
Healthy	3.63812	0	0	0		25.22839	17.2022	1.57349	0	3.68668	0	
Healthy	5.15752	0	0	0		70.81277	0	0	0.03129	0.06462	1.5784	
Healthy	0	0	0	0		68.01693	0	0	0	0	0	
Healthy	13.14182	0	0	0		46.03779	1.54818	0	0	0	0	
Healthy	6.02852	0.02945	0	0		66.53079	0	0.551	0.02946	0	0.09324	
Healthy	6.68465	0	0	0		69.43525	0	0	0.08284	0	0	
Healthy	10.3558	0.3614	0.05321	0		64.29715	0.02685	0	2.56505	0	0.00606	
Healthy	2.31772	0.02759	0.46323	0		69.4734	0	0	0.10293	10.2689	0	
Healthy	4.59411	0	0	0		65.03923	0	0	1.11226	0	0.37944	
Healthy	7.97935	1.2049	0	0		47.3489	0.06752	0	1.86967	0.06242	0.20722	
Healthy	7.39843	0.01188	0	0.37553		20.44932	3.06468	0	1.47083	0	0.00325	
