group	Oscillospirales	Enterobacterales	Pseudomonadales	Peptostreptococcales		Bacteroidales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Desulfovibrionales	
Healthy	6.13523	0.78188	0	0.11721		18.62868	1.78561	0.00105	0.56922	0	0.0464	
Healthy	5.01211	0	0	0		69.72652	4.48642	0	6.28482	0	0	
Healthy	3.61215	0.01352	0	0		80.98771	0	3.46253	0.71348	0	0.03834	
Healthy	7.1011	0.06197	0	0		64.42562	0.33655	0	1.43913	0.17603	0.16406	
Healthy	10.96785	0.04244	0	0.00671		54.22551	1.07687	0.42396	2.33347	0	0.09559	
Healthy	6.20882	0.14069	0	0		57.4263	0	0	0.11675	0.22303	0.09323	
Healthy	12.55885	0.04005	0	0.01431		32.17248	4.20124	0.00066	0.00546	0	0.01688	
Healthy	8.14351	0.13373	0	0		77.78573	0	0	0.07268	0	0	
Healthy	38.65053	0.00677	0	0		36.76764	0.3073	0.03436	1.73585	0.04896	0.15033	
Healthy	33.95752	0	0	0		52.96187	0	0	0	0	0	
Healthy	3.41417	1.12951	0.01209	0		0.81296	9.64947	0	0.05784	3.57408	0.10248	
Healthy	6.08326	0.1259	0	0		57.26383	0	0	0.00192	0.22305	0.0912	
Healthy	17.31747	0.27895	0	0		38.17794	0	7.23853	7.66039	0.8228	0.10815	
Healthy	6.91997	0.27525	0	0		41.04758	0	0.02477	4.3845	0	0.18832	
Healthy	3.05885	0.10043	0.24813	0		83.8469	0	0	0.31544	0	0.07168	
Healthy	1.39505	0.46436	0	0		88.77974	3.54355	0	0.09861	0	0.00376	
Healthy	8.30699	0.5095	0.16343	0.02551		17.49998	0.00612	0.22025	0.01215	0	0.03321	
Healthy	1.83411	0	0	0		59.12855	8.84249	0	0	0	0	
Healthy	18.6955	1.01986	0	0		49.81315	0	0	3.22835	0.84585	0	
Healthy	0.01321	11.9185	0	0		67.3598	8.57877	0	0.15667	0	0.04214	
Healthy	2.23326	0	0	0		78.84059	0	0.32651	0	0.00641	0	
Healthy	11.05587	0.23195	0	0		26.86477	0.57046	0.46736	0	0	0.68026	
Healthy	1.59643	0	0	0		79.08388	2.93303	0	0.19925	0	0	
Healthy	19.46208	0	0	0		30.926	0	17.6434	2.47967	0	0	
Healthy	20.55547	0	0	0		53.18139	18.1179	1.2884	0.01387	0	0.00506	
Healthy	7.99771	0.05106	0.01007	0		67.49294	0.44111	0.59026	0.01643	0	0.05552	
Healthy	8.77805	5.1508	0	0.04933		39.11667	1.46389	0	0.68711	0	0.01159	
Healthy	2.56611	0	0	0		60.68189	3.33441	0.0151	0.16241	0	0	
Healthy	9.28483	0.06271	0	0		71.29103	0	0	5.81367	0	0	
Healthy	0	15.7736	0	0		32.95321	0.01422	0	0	0	0	
Healthy	7.41439	0.04604	0	0		64.65198	0.41789	0	1.40307	0.13943	0.25658	
Healthy	7.05802	2.32458	0	0.54573		54.12302	0.53552	0.00834	0.00093	0	0.01962	
Healthy	24.15966	8.72317	0	0		21.47062	0	0.99655	0	0	0	
Healthy	3.09597	0.03644	0	0		84.1615	0	0.05668	0.06139	0.6442	0.36294	
Healthy	3.77114	0.04332	0	0		77.17331	6.40926	0	0.21907	0	0.0889	
Healthy	4.93897	0	0	0		69.07351	4.63986	0	5.92498	0	0	
Healthy	6.56531	0.00706	0	0		42.70057	11.89569	0.32103	0.53477	0	0.00166	
Healthy	1.52126	4.29812	0	0		92.47288	0	0.68517	0	0	0	
Healthy	1.01188	0.15006	0	0		93.15998	0	1.70794	0.49721	0	0	
Healthy	7.3865	20.6263	0	0.1098		33.53626	0.00303	0.12231	0.16631	0.07681	0.01336	
Healthy	7.5238	0	0	0		40.54183	0	0	0	0	0	
Healthy	10.96425	36.56193	0	0.02758		12.17237	0	0	0.66219	0.20334	0.25764	
Healthy	0.00169	13.2577	2.15481	0.05599		0.04432	1.09726	0	0	0	0	
Healthy	6.08173	10.1604	0	0		13.25625	2.69365	45.199	0.24671	0	0.73479	
Healthy	6.37702	0.11372	0	0		67.05178	0	0.59489	0.03476	0.00982	0.06235	
Healthy	15.54838	0	0	0		53.96092	0	0	0	0	0	
Healthy	0	0	0	0		60.9472	11.9045	0	0	0	0	
Healthy	10.60886	0.06304	0	0		48.30977	0	6.08148	0.12691	0	0.17114	
Healthy	0.08323	4.9631	0.58275	0		25.65134	3.77146	0	1.00962	0	0	
Healthy	11.40829	0.013	0	0		48.55306	0	5.92109	0.12129	0	0.19334	
Healthy	8.35703	0.03308	0	0.03473		20.90297	0.09619	2.88807	0.56041	6.63006	0.03111	
Healthy	0.07637	24.25486	3.66376	0		40.12219	1.2527	0	0.06597	0	0	
Healthy	11.72589	19.26555	0.08213	0.0633		17.71861	4.37125	0.68447	0.16273	0	0.42787	
Healthy	26.69045	0.39927	0.13015	0.06948		19.80219	0	0	0	2.12866	0	
Healthy	8.94044	0.11607	0	0		68.39522	0	0	6.07816	0	0	
Healthy	3.65651	2.86011	0	0		66.17382	4.88697	0	1.29227	0	0.01172	
Healthy	11.79402	0.36746	2.20825	0		52.52567	0.39004	0	0.98753	0	0.04669	
Healthy	8.58425	0.01828	0	0		52.87629	0	5.47757	0.61092	0	0.30585	
Healthy	0.0217	33.66589	0.00121	0		10.64488	0.00776	0	0	0	0	
Healthy	23.36167	7.17033	0	0.24902		21.22312	0	0.63223	0.11503	0	0.12949	
Healthy	10.04396	0.33736	0	0		41.26513	0	17.2481	0.18712	0	1.54986	
Healthy	16.65829	0.24011	0	0.3102		36.97388	0	3.41811	0.19221	16.5498	0.02384	
Healthy	4.63763	0	0	0		65.57103	0	10.3394	0.09805	0	0.30595	
Healthy	18.49895	0.59056	0	0.55552		32.3751	0	5.98758	0.05562	12.913	0.07694	
Healthy	5.08472	0.19561	0	0		76.4325	9.31743	0	0.03336	0	0.01257	
Healthy	6.97605	0	0	0.53728		30.62261	0	1.85405	0.33708	2.93408	0	
Healthy	8.91543	0.01955	0	0		57.58908	0	0	0.00977	0.06662	0.08554	
Healthy	9.65298	0	0	0		5.29566	10.8018	54.5298	0	0	0	
Healthy	3.10407	0	0	0		84.66831	0	0.08875	0.078	0.67741	0.34413	
Healthy	18.11896	1.48965	0	0.11413		1.72051	0	0	0	6.56249	0.0191	
Healthy	4.72954	0.10214	0	0		67.35559	7.30566	0.70866	0.67253	0.70794	0	
Healthy	5.98469	2.01685	0	0		47.24126	1.04035	0.01838	6.01891	0	0	
Healthy	17.16927	0	0.8269	0		21.83033	0	0	0	0.46264	0	
Healthy	0	0	0	0		59.55566	8.53501	0	0	0	0	
Healthy	1.19888	0	0.04458	0		53.60576	15.8118	0	0.23883	0	0.02725	
Healthy	13.57802	0	0	0		70.29626	0	0	0.67526	0	0.05834	
Healthy	15.54199	0.0795	0	0		54.61497	0.29612	0.10487	0.04081	0	0	
Healthy	2.79763	0.77207	0	0		68.18144	0.0543	0.00435	0.00276	0	0.45465	
Healthy	2.50903	1.22018	0	0		35.71886	11.5065	0	0	0	0	
Healthy	10.37093	0.08834	0	0		25.32198	0	0	0.05082	0.51835	0	
Healthy	23.92341	0.31482	0.2754	0		0.91511	0	0	0	0.30805	0	
Healthy	5.23846	0	0	0.01498		56.56314	11.1781	0.00744	0.39442	0	0	
Healthy	0.00096	0.932	0.23365	0.0757		0.53213	0.21679	0	0	0	0.00802	
Healthy	9.25816	0.92222	0	0.07605		15.69624	0	9.86684	2.87999	0.12615	0	
Healthy	4.83104	0.2134	0	0.27073		23.79196	0.84584	0.10415	0.02229	0	0	
Healthy	19.00397	0	0	0		25.40505	2.77094	0	1.70875	0	0	
Healthy	1.08551	0	0	0		15.55885	0	29.9237	0	0	0	
Healthy	4.04157	0.05771	0	0.00309		73.88425	7.50867	0	0.00183	0.02974	0	
Healthy	8.9521	1.54375	0	0.17981		41.91173	1.35799	0	0.01583	0	0	
Healthy	4.22183	0.41186	0	0.47871		60.06123	0	1.69419	0.20391	1.57007	0	
Healthy	5.74318	0.13571	0	0		57.18005	0	0	0.11068	0.21171	0.1047	
Healthy	8.48188	1.85223	0.02835	0		9.61416	1.90226	0	0.07881	1.50083	0	
Healthy	4.06362	0.01353	0	0		85.85177	0	2.07107	0.64158	0	0.00261	
Healthy	6.01368	10.3308	0	0		13.48385	2.73914	43.6221	0.25675	0	0.71637	
Healthy	5.16947	1.19728	0	0		46.3199	0.08763	0	1.91037	0.07764	0.20793	
Healthy	8.75464	0.44761	0	0.02115		54.96691	0.05408	0.04016	0.29779	0.43319	0.00132	
Healthy	9.43153	0.52522	0	0.00828		63.70084	0	0	0.90934	0	0.12683	
Healthy	2.43016	0.51218	0	0.03708		41.54925	0	0	0.04696	0	0.00175	
Healthy	0	4.29358	0.01253	0		1.65442	0.85653	0	0	0	0	
Healthy	3.75142	1.53009	0	0		86.72596	0	0	0.09116	0	0.08128	
Healthy	17.01912	0	0.97942	0		3.59642	0	2.20706	0.17545	0	0.00163	
Healthy	38.8161	0.32244	0.01995	0		21.86749	0.04924	3.46993	0.00366	0	0.04869	
Healthy	11.40481	0.09923	0	0		60.70985	0	0	7.36099	0	0	
Healthy	15.0287	1.38437	0.00324	0.10644		53.53065	4.6304	0	0.0057	0	0	
Healthy	4.45657	0	0	0		62.30795	0.01798	0	0.19026	0	0.07298	
Healthy	1.9796	0.01989	0	0		70.04185	6.16866	0	0.15182	0	0	
Healthy	13.8516	2.33741	0	0.91404		32.21043	4.31214	0	0.0698	0	0	
Healthy	0.0022	49.26578	31.5574	0		0.01601	1.61191	0	0	0	0	
Healthy	21.03805	0	0	0		36.11929	0	1.73206	0	0	0	
Healthy	6.0916	2.27438	0	0		45.20369	1.03204	0.01671	5.92908	0	0	
Healthy	0.09541	4.34299	0	0.03076		64.05447	0.0139	0	0.21131	0	0.00063	
Healthy	9.09274	2.21617	0	0		40.92427	0.03606	0.73463	5.85099	0	0	
Healthy	6.51636	0.00466	0	0		57.19294	0	0	1.59345	0	0.00652	
Healthy	4.58471	0.09241	0	0		57.76125	0.32598	0.02391	2.32149	0	0	
Healthy	19.45514	0.04118	0	0.05597		21.29602	0.81546	0	0.04896	0	0.00387	
Healthy	24.30009	0	2.30781	0		9.54376	4.92745	1.55741	0	1.15334	0	
Healthy	15.68411	2.24059	0	0.04807		11.81599	0	1.14955	0.02343	1.8625	0.00145	
Healthy	1.74658	0.02163	0	0		69.55487	6.06636	0	0.11865	0	0	
Healthy	20.83299	5.58661	0	0		3.98672	6.95157	2.16678	0.00495	0.25813	0.05548	
Healthy	0.37887	1.16571	0.10316	0		85.00355	0	0	0	0	0	
Healthy	2.12451	0	0	0		76.86679	0	0	0.05153	0	0.00376	
Healthy	1.38302	0.0696	0	0		31.29448	0	2.27514	0.61266	0	0.0071	
Healthy	10.38034	0	0	0		30.44634	0	22.9928	0	2.28766	0.65273	
Healthy	5.06477	5.8991	0	0		28.63484	0	19.9056	0.00225	0.5413	0.6319	
Healthy	15.23928	0.20198	0	0		48.76142	0.02314	0.02291	0.36846	0.40327	0.00483	
Healthy	5.98114	0.16977	0	0		31.46849	12.6715	0.02699	0.01512	0	0.00509	
Healthy	18.14442	0.62193	0	0		25.09357	0	0.74961	2.6331	0.54533	0.09786	
Healthy	25.13287	4.15535	0	0		11.42124	0	0	0	0	0.14406	
Healthy	3.81468	0.0622	0	0		47.0306	0	0.0255	5.70747	0	0.1131	
Healthy	0	0.55624	0	0.17449		76.7839	4.44452	0	0	0	0	
Healthy	7.62031	0.00652	0	0.44264		33.32466	0.03309	0.3222	0.6827	0.22578	0.01359	
Healthy	21.85873	0.16405	0	0		36.22937	0	0	0.63784	0	0.02896	
Healthy	5.2037	0	0.00921	0		14.32804	3.45893	0.99688	0	0	0	
Healthy	22.11307	0.06369	0	0		29.49403	0	13.8291	6.72042	1.16719	0.19971	
Healthy	1.44165	0.39666	0	0		89.04381	3.47952	0	0.11553	0	0.00261	
Healthy	19.43719	0.41039	0	0		24.9085	3.57643	0.16411	0.00158	0	0.14347	
Healthy	10.2575	4.98981	0	1.10438		25.65549	1.16616	0	0.0211	0	0	
Healthy	6.05397	0	0	0		43.37246	0.46914	0	0	0	0	
Healthy	8.79051	0.8993	0	0.41818		53.66858	4.27952	0	0.02833	0	0	
Healthy	2.68508	0.12133	0	0		68.25271	0.02573	0.36578	0.24998	0	0	
D001172	1.40711	5.33959	0	0.274		73.94262	0.04486	0.03446	0.14663	0	0.12822	
Healthy	6.07692	0.05754	0	0		67.97653	0	0.56894	0.0605	0	0.07337	
Healthy	4.59679	0	0	0		65.22492	0	0	1.10329	0	0.4676	
Healthy	31.97405	0.04419	0.18367	0		43.59665	0.00152	0	2.57057	0	0.32269	
Healthy	7.60071	0.93404	0	0.40486		40.54922	0.28015	0	0.04549	0	0	
Healthy	11.40605	0.03682	0	0		48.74281	0	6.11884	0.11302	0	0.16423	
Healthy	9.9918	0	0	0		50.41423	0	5.37568	0.06542	0	0.18615	
Healthy	11.32329	1.00935	0.80694	0.04482		73.67072	0.03816	0	0.09149	0	0.00796	
Healthy	1.62396	0	0	0		79.5248	3.36256	0	0.21142	0	0	
Healthy	16.07643	0	0	0		76.06964	0.00862	0.02368	0.03544	0	0	
Healthy	5.27055	2.05404	0	0.31984		41.31662	0.35825	0.02522	1.31333	0.69133	0.44478	
Healthy	3.0743	0.08253	0.27015	0		82.05623	0	0	0.32461	0	0.07916	
Healthy	7.80139	0	0	0		40.30623	11.5282	0	2.05501	0	0.32276	
Healthy	35.39001	0.25234	0.0608	0.02375		23.20399	0.0199	0	0	0.15512	0.12015	
Healthy	8.14588	20.2688	0	0.07053		32.24953	0	0.13143	0.12062	0.04564	0	
Healthy	1.69857	0	0	0		80.60223	0	0	0	0	0	
Healthy	14.84215	0.32811	0.04494	0.06505		30.31938	0.02806	0	1.29386	0	0.00545	
Healthy	6.25955	3.34384	0	0.41019		42.11993	0.69904	0	0	0	0	
Healthy	4.29909	0.04034	0	0		70.59588	2.74535	0.10494	0.22551	0.04923	0.14088	
Healthy	8.98491	2.3116	0	0.50127		36.71537	0.22604	0	0	0	0	
Healthy	9.47038	0	0	0		11.98448	3.63077	1.68081	0	0	0	
Healthy	12.12261	17.7758	0.0724	0.01566		13.92884	5.67405	0.51861	1.5232	0	0.05501	
Healthy	0.28786	0.52061	0.22021	0		74.43326	0.16199	0.08559	0.70493	0	0.00024	
Healthy	2.79882	0	0	0		27.36963	0.0321	0.0389	0.19829	0	0.17357	
Healthy	10.88906	0.03885	0	0		57.68063	0	0	0.00202	0.06438	0.06939	
Healthy	9.74924	0.43768	0	0.00227		64.2214	0.13711	0	1.84239	0	0.06375	
Healthy	2.32403	0	0	0		77.73915	0	0	0	0.08192	1.58126	
Healthy	14.33221	0.14308	2.78476	0		34.44275	0	0	0.76728	0	0	
Healthy	1.41787	4.70406	0	0		92.40019	0	0.58989	0	0	0	
Healthy	4.66811	0.15114	0	0		60.82553	7.16164	0.67933	0.077	0.96826	0.2872	
Healthy	3.83329	0	0	0		50.83458	0	0.36124	3.99534	0	0	
Healthy	0.54185	0.03791	0.32734	0		48.3765	0	0	0.01888	17.7248	0	
Healthy	0	2.69268	0.0006	0		69.02083	0.01731	0	3.39368	0	0.05484	
Healthy	6.80462	0.43329	0	0		45.74134	3.08393	0.17425	0.04461	0	0.62538	
Healthy	13.10745	2.37012	0.00435	0.0172		58.5516	0.67879	0	0	0	0	
Healthy	3.00932	0	0	0		42.8523	4.45069	3.24794	0	0	0	
Healthy	5.3776	0	0	0		68.81003	0	0	0.0251	0.03794	1.53198	
Healthy	7.36134	3.32263	0	0		63.11124	0	0	0.25577	0	0.2696	
Healthy	7.55498	6.22818	0	0		20.11913	0	1.91099	0.10281	0.82055	0.08643	
Healthy	6.51102	0.48009	0	0		72.98156	2.6847	0	0.01161	0	0.04786	
D001172	5.57661	0.08384	0.00913	0.1668		68.74237	0.74664	0	2.87822	0	0.03941	
Healthy	2.33683	0	0	0		81.5616	0	0	3.12301	0	0	
Healthy	4.67484	0.33311	0	0		77.87698	9.43246	0	0.16693	0	0	
Healthy	7.17289	14.5864	0	0.37483		28.94934	0	5.70858	0	0	0	
Healthy	2.95079	0.62844	0	0		43.3213	0	0	0	0	0	
Healthy	0.5636	0	0	0		52.26953	3.5659	0	0.11509	1.74148	0	
Healthy	32.49663	0.21461	0	0		38.93401	0	3.06928	4.92237	0.71973	0.0677	
Healthy	14.37718	0.0461	0.00811	0.17748		54.43358	2.3281	0	0.00173	0	0.03047	
Healthy	1.69304	0.05515	0	0		70.0664	6.23985	0	0.11607	0	0	
Healthy	18.29945	0.1298	0	4.25088		9.57718	4.4123	0.00145	0.03028	0	0.00309	
Healthy	10.0472	0.02026	0	0.06193		44.56376	2.58507	0.73937	0.01878	0.47677	0	
Healthy	8.29701	18.9314	1.22616	0		17.10021	0	1.95313	0	0.20668	0	
Healthy	4.16739	1.80163	0.04581	0.19108		37.81526	0.1164	0	0.02279	0	0	
Healthy	5.92206	0	0	0		11.62026	4.61378	0	0	4.29497	0	
Healthy	3.08797	0.04737	0.23246	0		84.12078	0	0	0.32858	0	0.05691	
Healthy	0.01613	0.4053	0.50065	0		40.56012	0	0	3.25229	0	0.01969	
Healthy	6.48526	7.17517	0	0		12.78487	0.00477	1.45742	0.01101	0.18226	0.74168	
Healthy	42.6678	0	0	0		15.50235	0	0	0.30624	0	0	
Healthy	13.88217	0	0	0		66.9454	0	0	0	0.85601	0	
Healthy	1.32789	4.5631	0	0		92.82643	0	0.50237	0	0	0	
Healthy	4.60364	1.69568	0.00075	0.44237		60.0519	0.02649	0	0.82936	0	0.03297	
Healthy	8.2863	20.0153	0	0.06948		32.20416	0	0.13732	0.11924	0.04435	0	
Healthy	18.47495	0.432	0	0		30.96396	0	0	0	0	0	
Healthy	0.21778	0	0	0		68.50579	8.26254	0.13691	0	0	0	
Healthy	0	0	0	0		42.32325	9.2651	0	2.63057	0	0	
Healthy	7.38846	0	0	0		43.37119	0	0	0	0	0	
Healthy	3.16618	0.13983	0	0.94962		61.97983	0.001	1.40718	0.41724	0	0.00781	
Healthy	25.59638	0.02425	0	0		17.98717	2.99582	0	0	0	0	
Healthy	19.98835	0	0	0		39.07155	0.33026	0.12523	0.04559	0	0	
Healthy	35.59346	0.1481	0	0		11.08141	0.00253	0	0.31473	0	0	
Healthy	8.75801	0.70079	0	0.3121		36.98157	0.67362	0	0.00311	0	0	
Healthy	45.748	0	0	0		16.02933	0	0	0.30428	0	0	
Healthy	3.97746	0	0	0		64.19594	0	0	3.04895	0	0.54026	
Healthy	0	1.10269	0	0		0.1469	1.59116	0	0	0	0	
D001172	27.62818	7.23789	0.25146	0.06902		35.45651	0.06532	0	0.0068	0	0.13461	
Healthy	8.60702	0.09828	0	0		69.40263	0	0	0.04404	0.03289	1.56935	
Healthy	9.46423	16.12917	0	0		18.13338	1.37002	1.29122	1.61473	0	0.04737	
Healthy	12.46407	0.11653	0.06263	0.08103		65.69568	0	4.89223	0.02741	0	0.04722	
Healthy	1.64617	0.2265	0	0.17471		59.4235	0.09969	0	0	0	0	
Healthy	8.44842	0.11191	0	0.10301		51.60388	0.00191	0.38723	0.06969	0.01759	0.02857	
Healthy	2.05383	0	0	0		72.30071	0	0	6.19734	0	0	
Healthy	7.92061	0	0	0		58.3654	0.05021	0	11.5958	0	0	
Healthy	1.92526	0	0	0		70.2165	6.24635	0	0.09351	0	0	
Healthy	0.00714	0	2.67427	0.27147		87.99193	0	0	0	0	0.00973	
Healthy	3.08276	15.65505	1.39053	0.09601		4.23524	0.00745	0	0.01481	0	0.00587	
Healthy	9.91476	0.01065	0	0.00853		62.95898	0.25213	0	0	0.07914	0	
Healthy	0.11373	1.08666	0	0		66.79395	10.91371	0	0	0	0	
Healthy	14.09191	0.11981	0	0		49.29812	0	1.36762	0.60566	0	0.28381	
Healthy	4.47686	0.4438	0	0.04809		76.98238	0.0454	0.35252	0.10507	0	0.07088	
Healthy	16.7347	0	0	0		42.36939	0	0	0	0	0	
Healthy	0	36.26395	0	0		23.57768	0.003	0	1.02218	0	0	
Healthy	11.34058	1.09183	0	0.10503		40.5676	0.38128	4.06453	0.7203	0.62709	0.18137	
Healthy	11.9657	0.05286	0	0.0045		29.19349	5.1428	0	0	0	0	
Healthy	0	0.02295	0.2772	0		0	0	0	0	0	0	
Healthy	4.37987	0	0	0		64.38383	0	0	3.05771	0	0.45951	
Healthy	10.07312	0	0	0		36.98982	0.58488	0.12913	1.3907	0	0.13527	
Healthy	6.32469	0.79108	0	0		60.69733	0.09858	5.87594	2.34518	0	0	
Healthy	12.25399	0.30473	0	3.26251		41.49183	0.01455	2.20768	0.27565	3.53361	0.08048	
Healthy	4.16007	0.08152	0	0		61.4018	0	0	5.13406	0	0.18062	
Healthy	3.6366	0.02716	0	0		51.68475	0	0	0.41298	0.57347	0	
Healthy	18.06419	0.36991	0	0		17.74048	0.12712	0	0.20202	0	0.15367	
Healthy	7.62406	0.10212	0	0		69.66327	0.22307	0	0.13271	0	0	
Healthy	14.1728	0.08662	0	0		26.64235	0.65359	0.44155	0	0	0.69775	
Healthy	10.67166	0.01385	0	0.04949		11.5762	6.03381	0	0.11396	0	0.0606	
Healthy	8.5835	0.22738	0	0.0457		24.29701	0.00598	0.82653	0.85136	0	0	
Healthy	1.69575	0	0	0		88.07623	0.4943	0	0	0	0	
Healthy	15.75808	0	0	0		37.77544	3.42285	0.10769	0.05709	0	0.09903	
Healthy	18.20981	0.05094	0	0.31367		1.2148	0	0	0	12.4338	0	
Healthy	7.12989	0	0	0		35.86121	0.42547	0.08797	0.00262	0	0.06456	
Healthy	4.32182	2.64702	0	0		64.94468	0	0	0	0	0	
Healthy	5.96055	0.02794	0.67663	0		57.56943	0	0	0	0	0.07704	
Healthy	8.09507	0	0	0		50.52835	4.73417	0.06033	0	0	0	
Healthy	7.2759	0.13455	0	0		64.99661	0.31164	0	1.29812	0.15096	0.1177	
Healthy	8.87976	0	0	0		56.51327	0	0	0.00808	0.07219	0.0802	
Healthy	3.70241	0.08671	0	0		62.02269	0.00272	0	4.93651	0	0.20437	
Healthy	10.11115	0.39375	0	0.00051		42.04311	1.01897	4.7149	0.02374	0.45642	0.03665	
Healthy	7.87599	0	0	0		68.97914	4.49182	0	5.97359	0	0.01487	
Healthy	20.46519	0.65023	0	0.36819		10.73036	0.15287	0	0.00794	0	0	
Healthy	0.0234	7.10518	0	0		81.76907	0	0	0	0	0.00089	
Healthy	1.422	7.89635	0.07184	0.02704		71.60697	0	0	0	0	0.03054	
Healthy	7.71993	0.66628	0	0		61.47845	0	0	0.21175	0	0	
Healthy	0.10749	1.42355	0	0		67.70442	10.85293	0	0	0	0	
Healthy	11.71224	0.22021	0.22451	0.17432		19.30047	0.0112	0	0.00137	1.20658	0	
D001172	22.2719	0.35655	0.01671	0.0037		43.43656	1.62708	0.00758	0.00254	0	0.06371	
Healthy	6.28398	0	0	0		38.60852	0	21.0731	0	0	0.73579	
Healthy	2.4447	0	0	0		76.57503	0	0	0	0	0	
Healthy	1.56059	0	0	0		79.28003	3.22172	0	0.25444	0	0	
Healthy	1.53287	0	0	0		30.64078	0	4.0239	0	0	0	
Healthy	9.79343	0	0	0.17064		36.78098	0	0	0.03296	0	0	
Healthy	6.33838	0.80512	0	0		25.93669	0	0	2.11837	0	0	
Healthy	11.30114	2.02486	0	0		44.82496	0	0	0	3.26275	0	
Healthy	25.8297	0.16896	0	0		45.19143	1.08433	0.00146	0.04801	0	0.0846	
Healthy	12.98288	0.40823	0	0.10857		70.26417	0	0	0.22418	0	0	
Healthy	14.95004	1.76864	0	0.06018		26.99671	6.43686	0	1.34876	0	0.01797	
Healthy	7.18885	0.05111	0	0.14987		46.88008	0	0.12904	0.06839	0	0.08736	
Healthy	19.6623	0	0	0		47.10461	0	0	5.80877	0	0	
Healthy	7.59271	0.04788	0	0		69.39013	0.3401	0.58793	0.00904	0	0.06663	
Healthy	7.86123	0.09578	0	0.3475		49.18358	2.07473	0	0.11328	0	0.16335	
Healthy	2.73835	0	0	0		30.76513	0	0	0	0	0	
Healthy	1.94403	0	0	0		45.54224	0	0	0.1053	0	0.06034	
Healthy	1.6015	0.34513	0	0		1.04103	2.73141	71.3227	1.70841	0	0	
Healthy	2.6711	0.17709	0	0.1303		34.65504	0.17139	0.00805	0	0.6932	0	
Healthy	6.69191	0.00297	0	0.06409		36.64704	0	1.20624	0.50818	3.07251	0.30145	
Healthy	13.79542	0.26458	0.10564	0.07096		48.25373	0.06592	4.45715	0.27473	1.12264	0.17533	
Healthy	6.80801	0	0	0		80.93213	0.00518	0	4.3952	0	0	
Healthy	6.27743	0.01856	0.01686	0.05522		39.99389	0.01393	0	0	0	0	
Healthy	7.19767	0.01534	0	0		68.47041	0	0	0.07305	0	0	
Healthy	0.02291	0.11158	0	0.02336		84.97031	7.79067	1.26675	0	0	0	
Healthy	6.59564	0	0	0		52.03548	0	13.5079	0.01783	0	0.8089	
Healthy	4.62126	2.42337	0	0.14147		32.66256	1.89201	0	0	5.4115	0	
Healthy	8.33487	0.06915	0	0		78.14882	0	0	0.07198	0	0.00321	
Healthy	17.45997	8.17566	0	0.3246		12	0.40703	0.05536	2.86347	0	0	
Healthy	35.0793	0.41823	0	0		20.32199	5.82389	0	0.05572	0	0	
Healthy	6.63617	0.11908	0	0		50.01924	0	12.9059	0.11421	0.01636	0.86542	
Healthy	27.8367	0	0	0		26.94788	0.72017	0	0.04424	0	0	
Healthy	22.08075	0.30838	0	1.09735		46.84273	0	0	0.03886	0	0	
Healthy	4.82964	0.98487	0	0.0604		61.8185	0	0	1.35063	0	0	
Healthy	12.47092	0.03415	0	0		68.71667	0	0	0.07528	0.01876	1.60839	
Healthy	11.3343	0	0	0		48.36152	0	5.99336	0.10111	0	0.20281	
Healthy	6.15582	2.20676	0	0		46.37194	0.99933	0.00304	6.0883	0	0	
Healthy	3.57562	0	0	0		42.89866	0	0	0	0	0	
Healthy	11.6457	0	0	0		2.23718	0	0	0	0	0	
Healthy	7.97901	0.74907	0	0.24465		30.10631	0.02796	3.23514	1.19615	0	0.01477	
Healthy	24.34215	0.02464	0	0		49.56155	0	4.88434	0.06664	0	0.0169	
Healthy	4.37394	0.07082	0	0		59.27449	0	4.75189	0.23248	0.23294	0.8491	
Healthy	14.11499	0.01597	0.03195	0.0065		17.95868	2.46863	0	1.11019	0	0.00363	
D001172	31.45994	1.04001	0	0.00221		29.76557	0.02468	0	7.02953	0	0.10677	
Healthy	10.54092	0	0	0		37.95642	0	0	8.35232	0	0.11606	
Healthy	2.4702	0	0	0		69.58933	6.31994	0	0.13706	0	0	
Healthy	25.91161	0.02716	0	0		13.07073	0	0	0.00974	0.16984	0.02678	
Healthy	8.42546	0	0	0.28559		33.68536	0	0.46552	1.37882	0.1175	0.00779	
Healthy	1.25885	6.17051	0	0		60.00099	9.38507	0.71539	1.58208	0	0.30343	
Healthy	1.42543	0.15943	0	0.26053		27.73116	0.04633	0	0	0.7668	0	
Healthy	9.37729	0	0	0.09806		40.53437	0.02023	0	0	0	0	
Healthy	1.16847	4.39909	0	0.03879		41.69255	5.21125	0	0.00395	0	0	
Healthy	0.23781	0	0	0		59.89726	0	0	0	0	0	
Healthy	0.75708	0	0	0		26.98123	0	0	0.21817	0.04184	0	
Healthy	7.82849	0.00259	0	0		63.61651	0.22393	0.85723	0.01416	0	0.03977	
Healthy	3.18012	0	0	0		22.54095	16.99	1.28397	0	3.56052	0	
Healthy	4.02355	0	0	0		68.19003	6.21868	0	0.16596	0	0	
Healthy	3.07853	0.00598	0.03337	0.25445		63.38037	0	11.5457	0.33878	0	0.09161	
Healthy	0.77798	2.17703	0	0		71.39423	0	0	0.27962	0	0.09743	
Healthy	20.77272	0	0	0		23.06046	0.00284	0	0.14499	0	0	
