group	Ruminococcaceae	Marinifilaceae	Streptococcaceae	Lactobacillaceae	Pasteurellaceae	Desulfovibrionaceae	Eggerthellaceae	Veillonellaceae	Peptostreptococcaceae	Micrococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	3.19307	0	0	0	0	0	0	0	0	0	11.33591	1.39526	0	0	0	0	0	0.43276	0	0
Healthy	7.34323	0.71395	0.40837	0	0.02287	0.03475	0.03878	0	0.00613	0	17.3938	4.61983	0	1.43986	1.35529	0.56976	0.40837	0.07146	0	0
Healthy	0	0	0.09803	0	0	0.04609	0	0	0	0	11.91696	0	0.04359	2.74832	0	0.06262	0.09803	0	0	0
Healthy	0.89433	1.15119	0.6513	0.10779	0.3539	0	0	0.08778	0.04315	0	28.14546	0.71322	4.73477	0	1.7098	0	0.6513	0	0.10779	0
Healthy	5.39454	1.32887	0.03125	0	0.17004	0	0	0.01651	0.03226	0	20.27504	6.38827	0.62418	0.07617	3.28842	1.2693	0.03125	0.1551	0	0
Healthy	3.87322	1.28332	0	0	0	1.64987	0	0	0	0	1.00013	7.37156	0.97464	0	1.30868	0.0624	0	0	0	0
Healthy	5.245	1.10504	0.02956	0	0	0.00154	0	0	0	0	0.6717	17.45545	0.12658	0.04198	2.0715	0.07281	0.02956	0.0243	0	0.35714
Healthy	7.53495	0	0.0161	0	0.03656	0	0	0.0072	0	0	19.14931	5.92174	0.00883	0	0	0.05142	0.0161	0	0	0
Healthy	4.2281	0.94826	0.29615	0	0	0.11107	0.4103	0.00213	0	0	6.12314	15.5661	1.40431	0.13218	0	0.0078	0.29615	0.00486	0	0
Healthy	4.86217	0.41661	0.31688	0	0.08566	0	0.01596	0.0216	0.33346	0	23.11718	2.42525	5.29828	0.20678	0.84195	0.0461	0.31688	0	0	0
Healthy	0.76327	0.64273	0.02025	0	0	0.03259	0	0	0	0	2.7656	15.48183	0.13817	0	3.16073	0.11856	0.02025	0	0	0
Healthy	0.593	0	0	0	0	0.05179	0	0	0	0	2.56661	11.91998	0	2.24934	3.2257	0.38935	0	0	0	0
Healthy	6.6158	0	0	0	0	0	0	0	0	0	2.54508	3.5365	1.21739	0	1.6003	0	0	0	0	0
Healthy	21.07326	0	0.56117	0	0	0	0	0.06109	0.62159	0	37.05151	0	0.08778	0.95059	0	0	0.56117	11.72467	0	0
Healthy	3.72164	0.82963	0.08341	0	0.06129	0.14748	0.12817	0.00798	0	0	21.07635	20.64833	0	0	2.52544	5.13042	0.08341	0.01058	0	0.04974
Healthy	3.71931	0.93765	0.05612	0	0.08635	0.14814	0.17511	0	0	0	20.93701	20.54015	0	0	2.66486	5.22325	0.05612	0.04521	0	0.0581
Healthy	0.60032	2.60986	0	0	0	0.33399	0	0	0	0	2.18098	21.36368	0.70106	6.53906	5.26648	1.43392	0	0	0	0
Healthy	4.55113	0.85221	0.47816	0	0.80726	0	0	0.15883	0	0	7.5361	17.96179	1.82117	0	0	2.31024	0.47816	0.07757	0	0
Healthy	2.18043	1.06089	0	0	0	0	0	0	0	0	3.34133	9.38631	0.40013	0	0	2.72043	0	0	0	0
Healthy	0	0	9.5205	0	0.43647	0	0	0.56786	0	0	15.7248	2.12241	0	2.62146	0	0	9.5205	0.19375	0	0
Healthy	20.0078	0	0.58813	0	0	0	0	0	0	0	23.11447	7.76484	27.1605	0	1.09078	0.18887	0.58813	0	0	0
Healthy	0.86856	0	0	0	0	0	0	0	0	0	2.78405	1.48742	0	0	0.11792	0	0	0	0	0
Healthy	3.68432	0.87024	0.06844	0	0.10077	0.20481	0.13351	0.00816	0	0	21.6091	20.42703	0	0	2.64309	5.04198	0.06844	0.02511	0	0.04371
Healthy	2.44274	0	0.09177	0	0	0.10238	0	0	0	0	3.97071	1.45904	0.14612	1.79721	2.63282	0.06696	0.09177	0.02595	0	0
Healthy	3.85491	1.06504	0.06962	0	0	0.01272	0	0.21553	0.20544	0	18.07872	5.12765	6.81986	0	4.17797	0.00362	0.06962	0	0	0.02128
Healthy	4.42681	0	0	0	0	0.97352	0.09891	0	0	0	0.41292	21.0148	2.11855	0.03177	6.67597	0.11739	0	0.00781	0	0.04795
Healthy	5.71397	0.74608	0	0	0.00728	0.06167	0	0	0	0	2.80028	2.62995	0.54528	5.33933	0	5.95538	0	0	0	0.09757
Healthy	2.61399	0.55063	0.08386	0	0	0.65801	0.01712	0	0	0	0.61733	21.02381	2.16454	0.50252	2.06633	0.00293	0.08386	0.52419	0	0.1186
Healthy	1.88231	0	0.30885	0.00431	0.09878	0.06499	0	0.02628	0	0	36.3664	4.03623	0.0956	0.06854	0	0.00066	0.30885	0.05298	0.00431	0.14676
Healthy	6.47766	1.15338	0.01933	0	0	0.05635	0	0	0	0	15.4323	5.19495	2.43968	0	0.08498	6.45037	0.01933	0	0	0.07789
Healthy	5.84912	0	0	0	0	0	0	0	0	0	68.2424	0	0	0	0	0	0	0	0	0
Healthy	4.35537	1.22653	0.14173	0	0	0.37818	0	0.00976	0	0	4.86264	15.62957	0.89045	0.16819	5.73988	0.14799	0.14173	0.00557	0	0.01692
Healthy	13.68832	0.30775	0.27774	0.01273	0	0.24869	0.11059	0.01316	0.14257	0.00254	15.08881	4.60024	4.9968	0	2.38989	0.86213	0.27774	0.03077	0.01273	0
Healthy	0.07171	0	0	0	0	0	0	0.78312	0	0	2.09841	0	0	0.77609	0	0	0	0	0	0
Healthy	16.90281	2.66915	0.04004	0	0.00574	0.24608	0.09316	0.00199	0	0	14.92776	8.84665	4.0799	0.00672	0.88332	0.22029	0.04004	0.02119	0	0.25881
Healthy	4.14117	1.50519	0.03766	0	0	0	0	0	0	0	15.56181	1.08136	4.31238	0	4.27036	0.03347	0.03766	0.00749	0	0
Healthy	10.36947	0.63857	0.02304	0	0.00188	0	0.05093	0.00441	0.0005	0	33.07218	1.4379	0.79422	0.32465	8.19785	1.81278	0.02304	1.48201	0	0
Healthy	4.47027	0.70243	0.36114	0	0.7776	0	0	0.08596	0	0	7.50789	17.78473	1.78843	0	0	2.33934	0.36114	0.06644	0	0
Healthy	4.88156	0	0	0	0	0	0.08224	0	0.02075	0	22.98317	5.75375	0.01163	0	5.33909	1.44712	0	0.18432	0	0
Healthy	11.2531	0	0	0	0	0	0	0	0	0	43.47845	0	3.4248	0	0	0	0	2.67906	0	0
Healthy	26.27951	0.68627	0	0	0.32129	0	0	0.03605	0.15627	0	10.37783	0.93194	1.48462	0	0.12952	0.06726	0	0.06627	0	0.01339
Healthy	2.73642	0.30914	0.11943	0.0243	0	0.01841	0.38385	0	0	0	6.07036	0.19726	0.93529	0	3.6097	0.10798	0.11943	0.13293	0.0243	0.03414
Healthy	4.01461	0	0	0	0	0.71462	0.18212	0	0	0	1.0229	1.17817	2.02356	10.2792	0	0.30043	0	0.13948	0	0
Healthy	6.52113	1.49151	0	0	0.10061	0.01487	0	0.02171	0.0079	0	3.04903	8.30521	0.90885	0	3.94776	2.817	0	0.00218	0	0
Healthy	9.75095	0.66242	1.56746	0.05484	0.1786	0	0	0.09462	0	0	44.59993	2.43148	0	0	0.0929	0	1.56746	2.25374	0.05484	0
Healthy	12.31004	1.05607	0.69865	0.08794	0.31579	0.00464	0.14055	0.05051	0	0.00028	22.89878	4.28575	5.42004	0.02306	2.26174	0.32375	0.69865	0.02658	0.08794	0
Healthy	8.73025	1.40001	0.3917	0	0	0.08871	0.01051	0.00416	0	0	21.86949	6.84075	7.63528	0.1535	2.17235	0.63109	0.3917	6.99111	0	0.10676
Healthy	7.01709	0	0.19158	0.15323	0.27083	0	0.01374	0.35686	0.01532	0	3.03262	0.65724	0	0.32002	0.38183	0.04169	0.19158	0.17487	0.15323	0.21309
Healthy	11.92389	0.85133	0.18325	0	0.10494	0.00376	0.19543	0.04856	0	0	35.57277	3.96722	8.02456	0.00675	1.21827	0.36764	0.18325	0.04409	0	0
Healthy	4.1878	0.62923	0.39844	0	0	0.0186	0	0	0.06537	0	11.06907	3.92033	0.434	0	1.75732	0.83322	0.39844	1.27333	0	0.0266
Healthy	2.46149	0.78487	0	0.00784	0	0	0.04102	0	0.0115	0	7.85057	5.61304	6.68668	0	0	2.23462	0	0.02267	0.00784	0.18224
Healthy	2.81178	0	0	0	0.03779	0	0	0	0.09801	0	32.19017	0	0.03698	0	0	0	0	0.67306	0	0
Healthy	4.25721	0	0.15997	0	0.00324	0	0	0	0	0	29.09286	0	0.01799	4.05791	0	0	0.15997	0.134	0	0
Healthy	3.80468	1.22366	0	0	0	1.42888	0	0	0	0	0.94561	6.66031	0.97459	0.06093	1.32876	0.02525	0	0	0	0
Healthy	4.24789	0.75449	0.00526	0.02227	0.00321	0.1026	0	0	0.03777	0	31.45204	6.12748	0.88743	1.58967	3.41972	0.25774	0.00526	0.63958	0.02227	0.05045
Healthy	18.27948	0	0.8535	0	0.40844	0.02758	0	0.09326	2.2151	0.25219	26.45028	0	16.6394	0	0	0	0.8535	7.85353	0	0
Healthy	4.93595	1.07915	0.43095	0	0	0	0	0	0	0	5.21396	2.15292	0	0	3.55246	6.01844	0.43095	0	0	0
Healthy	4.12391	0.98077	0.23069	0	0	0.08565	0.38532	0	0	0.00164	5.93984	15.49626	1.34242	0.21949	0	0.08297	0.23069	0.02318	0	0
Healthy	7.25967	1.66585	0.00191	0	0.00297	0	0.0399	0.12044	0	0	16.30264	3.80838	3.2217	0.09903	1.58612	1.54425	0.00191	1.27484	0	0.04037
Healthy	10.80255	0	4.45262	0	0.0753	0	0	0.09329	1.24703	0.00719	49.96242	0	0.66312	0	0	0	4.45262	10.1207	0	0
Healthy	4.08449	0	0	0	0	0.8116	0.08275	0	0	0	0.79012	20.85051	2.05326	0.09194	6.7209	0.13831	0	0	0	0.06669
Healthy	4.02822	0.26607	0.01432	0	0.00663	0.04785	0	0	0.03032	0	4.16175	1.5626	0	1.75244	1.02244	0.98994	0.01432	0.02979	0	0
Healthy	11.9531	0	0.01773	0.17341	0	0.00501	0.15487	0.0917	0	0	23.46814	6.05293	0	0	1.13566	1.49689	0.01773	0	0.17341	0.02577
Healthy	7.20227	0	0.01997	0	0	0	0	0	0	0	48.04604	1.62496	0	0.06126	0.46171	0	0.01997	0	0	0.0773
Healthy	18.9242	0	0.37943	0	0	0	0	0	0	0	26.19694	0.58223	6.1875	0	0	0	0.37943	0	0	0
Healthy	3.46119	0.60842	0.08935	0	0	0.13867	0	0.02405	0.37331	0	16.14362	8.92536	1.88646	0.03357	2.51975	0	0.08935	0.46132	0	0.14738
Healthy	2.29443	0.85037	0	0	0	1.5463	0	0	0	0	5.01792	10.3121	0	0	3.54289	0	0	0.13173	0	0
Healthy	1.05043	0	2.60608	0	3.11775	0	0	1.7791	0	0	33.39352	0.14852	1.86635	0	3.67387	0	2.60608	0	0	0.17064
Healthy	14.38138	1.57107	0.00661	0	0	0.04588	0	0.02851	0.05455	0	42.68353	7.3504	0.78253	0.1379	0	0.56031	0.00661	0.18382	0	0
Healthy	6.32227	0	0.87776	0	0.8832	0	0	0.04973	0	0	52.38186	2.81734	0.82341	0	0	2.29366	0.87776	0.01604	0	0
Healthy	4.17801	0	0.00317	0	0	0.01028	0	1.05939	0	0	1.82898	0	0.33726	0.25725	0	0.02592	0.00317	0.08464	0	0
Healthy	16.89092	2.90812	0.17678	0	0.01154	0.08692	0.01832	0.01162	0.01811	0	22.67106	4.10802	2.26016	0	0	0.89833	0.17678	0.00342	0	0
Healthy	1.83792	0.59582	0	0	0	0	0	0	0	0	3.35925	10.82944	0.52929	0	0	0.1559	0	0.29707	0	0
Healthy	0.63072	0	0	0	0	0	0	0	0	0	4.30578	0.16038	0.57861	0	0.41346	0	0	0	0	0
Healthy	0	0	0	0.04242	0.00061	0	0	0.03376	0.00252	0	1.12383	0	0	0.43749	0	0.38966	0	0.11423	0.04242	0
Healthy	6.57398	2.31445	0.00396	0	0.03129	0.18817	0.02499	0.01978	0	0	6.54934	13.90312	0.6431	0.09323	5.46903	1.51147	0.00396	0.01542	0	0.33767
Healthy	5.43167	0	0.27112	0	1.34731	0	0	0.00961	0.31638	0	15.66101	1.61447	1.64954	0	0	0.01562	0.27112	0.76407	0	0
Healthy	10.39759	0.44496	0	0	0	0	0.18645	0	0.2142	0	43.84315	2.4478	4.13164	0	0.82337	0.00297	0	0	0	0.01214
Healthy	3.65002	1.28191	0	0	0	1.68099	0	0	0	0	0.9399	6.50566	0.93193	0.09307	1.327	0.0279	0	0	0	0
Healthy	2.23238	0	0.09454	0	0	0.65119	0	0	0	0	6.0343	6.99777	4.81267	0	0.78059	0.01838	0.09454	0.299	0	0
Healthy	14.1124	0	0	0	0.08277	0	0	0.03581	0.13173	0	32.68181	0	10.3071	1.60547	0	0.0386	0	0.23297	0	0
Healthy	0	0	0	0	0	0	0	0	0.60065	0	11.18063	0.50906	10.9391	0	2.38045	0	0	1.28671	0	0
Healthy	3.80103	0.23801	0	0	0	0.3514	0.071	0.52921	0	0	4.35124	15.08267	0.13739	0	1.13016	0.32791	0	0	0	0
Healthy	1.73577	0	0	0	0	0	0	0	0	0	1.8155	14.47733	0.19041	0.09818	0	0.14634	0	0.03309	0	0
Healthy	1.76815	2.33924	0	0	0	0.06719	0	0	0	0	3.31033	36.35443	1.19812	0.10716	0	0.33167	0	0	0	0
Healthy	12.17565	0.92151	3.55343	0	0.64406	0.01561	0.42676	0.07498	0.00386	0.00073	34.61785	3.60918	3.48961	0.72001	4.20901	0.05758	3.55343	0.27483	0	0
Healthy	4.83722	0.09366	0.02207	0	0.01908	0.09352	0.02922	0	0.01405	0.00315	54.96934	1.80079	0.00843	0.01743	1.15786	0	0.02207	0.02419	0	0
Healthy	6.14094	0	0.04988	0	0.29812	0	0.00709	0.0314	0.59335	0	20.75108	1.75468	3.06533	0	0	0.01362	0.04988	0.39103	0	0
Healthy	3.68512	0	0.20831	0	2.94243	0.00794	0	0.3072	0	0	13.55648	6.36098	0	0	1.09314	1.18589	0.20831	0	0	0
Healthy	3.09314	0	0	0	0.04549	0.06136	0.00974	0	0	0	1.61862	5.53137	0.19836	13.1923	0	2.26482	0	0.07753	0	0
Healthy	0.90227	0.53769	0.03471	0.1611	0	0.33247	0	0	0.00282	0	6.05667	5.19173	0.37831	2.01818	0.34951	0	0.03471	0.43518	0.1611	0
Healthy	0.55445	0	0.0334	0	0	0	0	0	0	0	63.67515	1.3483	0	0	0.70246	0.03273	0.0334	0	0	0
Healthy	7.31944	0.9418	0.18472	0	0.02898	0	0	0	0.00398	0	15.88302	1.04185	5.47599	0.03817	0	0.07643	0.18472	0.84119	0	0.00832
Healthy	7.94201	0	0	0	0	1.65896	0.1381	0	0	0	0.7702	16.95285	2.25169	0.16289	5.47357	0.08411	0	0.00528	0	0.00408
Healthy	8.49192	1.91324	0	0	0	0.017	0	0	0.00278	0	6.94567	33.53188	4.17325	0.03111	0	0.78648	0	0.01092	0	0
Healthy	4.90008	1.00618	0.45064	0	0	0	0	0	0	0	5.06293	2.12562	0	0	3.75666	5.77917	0.45064	0	0	0
Healthy	26.05176	0	0.1529	0.26781	0	0	0	0	0.13799	0	28.73826	2.46794	9.59689	0.14639	2.41203	0	0.1529	0.6235	0.26781	0
Healthy	3.77558	0	0	0	0	0.13363	0.01951	0	0	0	0.82049	2.42696	0.57157	1.06555	0	0.25334	0	0.34156	0	0
Healthy	16.08225	0	0	0	0	0.02269	0	0	0	0	17.27238	3.44314	0	0.28402	4.57761	7.42489	0	0	0	0.73389
Healthy	1.75766	0	0	0	0	0	0	0	0	0	65.87162	0.58555	0.11494	0	0	0	0	0.41372	0	0
Healthy	7.37991	0	0	0	0	0	0.05886	0	0	0	2.08998	15.05257	0.57758	0	0.52875	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	14.16528	0	2.34553	0	4.53582	0	0	0	0	0
Healthy	1.1435	0.78505	0	0.00451	0	0	0	0	0.03446	0	8.27072	2.67616	6.93199	0	0	0.9357	0	0.03583	0.00451	0.13948
Healthy	1.91419	0.51441	0	0	0	0.38168	0	0	0	0	1.32739	9.59672	1.31791	0	2.96194	0.08668	0	0	0	0.09381
Healthy	8.15838	0	0.05471	0	0	0	0	0	0	0	5.06566	4.90628	0	20.6834	2.96823	0.03469	0.05471	1.7809	0	0
Healthy	1.84934	0	4.99016	0.1521	0	0	0.08199	0.03457	0.22496	0	27.34738	0.4009	25.70062	0	0.03717	0.01024	4.99016	0.03083	0.1521	0
Healthy	1.34785	0	0	0	0	0.12192	0.02655	0	0	0	13.98577	7.20211	0	0	2.76464	0.17644	0	0.05866	0	0
Healthy	3.49777	0.83085	0	0	0	0.36368	0	0	0	0	24.0631	24.12623	0.23332	0	1.042	3.11279	0	0.0698	0	0.10175
Healthy	5.5467	1.60826	0	0	0	0	0	0	0	0	27.48449	7.60927	3.65226	0	5.73539	3.63923	0	0	0	0
Healthy	18.37833	1.59556	0.06142	0	0.01432	0.38003	0.01291	0.00247	0	0	13.37072	6.74115	0.01783	0	0.93127	1.97267	0.06142	0	0	0
Healthy	3.61623	0.38911	0.03581	0.03232	0.01219	0.01217	0.23772	0.0372	0.05677	0	6.46265	19.02068	0.15417	0.15504	0	0.59767	0.03581	0.38988	0.03232	0
Healthy	2.54922	0.5541	0.07486	0	0	0.68442	0.00994	0	0	0	0.60571	20.89645	2.11158	0.38987	2.04444	0.00697	0.07486	0.55076	0	0.13363
Healthy	0	0	0	0	0	0	0	0	0	0	76.0443	0	0	0	0	0	0	0	0	0
Healthy	0.06733	0	0.00642	0.00407	0.09644	0	0.01982	1.55929	0.16076	0.02738	19.45555	0.00749	0.02693	1.12578	0	0.02732	0.00642	0.00512	0.00407	0
Healthy	2.38715	1.08832	0.00464	0	0	0	0	0	0	0	6.93683	2.20671	5.93273	0	5.5555	0.01398	0.00464	0.77904	0	0.42725
Healthy	18.25644	0.84552	0.10861	0	0	0.1571	0	0	0	0	14.04673	7.68391	0.80139	0.64108	0	0.00676	0.10861	0.09846	0	0
Healthy	1.11445	0	0.87645	0.25106	0	0.00223	0.31421	0	0.0211	0	36.59994	0.21353	31.34502	2.20922	0.15957	0	0.87645	0.00238	0.25106	0
Healthy	3.60824	0.9065	0.01188	0	0	0.44208	0.06744	0	0	0	18.6768	32.68979	0.32924	0	2.63386	1.17066	0.01188	0.06491	0	0.06587
Healthy	18.7677	0	0	0	0	0	0	0	0	0	53.52788	0	0	0	0.17882	0	0	0	0	0
Healthy	4.13149	0.40482	0.04961	0.14078	0.05196	0	0	0	0	0	38.05593	0.80972	5.58772	0.08118	0.51022	0.06232	0.04961	0.05921	0.14078	0.01379
Healthy	0.00162	0	0.02324	0.12663	0	0.01384	0.00107	0.14194	0	0	6.36115	0	0	34.1359	0	0	0.02324	0.0162	0.12663	0
Healthy	1.60608	0.59111	0	0	0	0	0	0	0	0	1.55749	14.70637	0.15842	0.06349	0	0.1421	0	0.04636	0	0
Healthy	0.40739	0.56335	0.03822	0	0.03009	0	0	0.09113	0.13564	0	21.9319	0.32685	0	0	0.50544	0.05722	0.03822	0.33608	0	0.06039
Healthy	17.7612	0	0	0	0	0	0	0	0	0	17.3182	0.27472	2.66024	0	1.34619	0.34289	0	0	0	0.2005
Healthy	8.38581	0.09085	0	0	0	0.31247	0.11478	0	0	0	7.84216	22.80949	0.11711	0.01798	1.73845	0.60592	0	0	0	0
Healthy	25.88444	0	5.45463	0	2.65489	0	0	0.21796	0.04182	0.11364	13.35352	0.00716	0	16.8964	0	0.18685	5.45463	0	0	0
Healthy	7.73105	0.89531	0.05352	0	0.0414	0.04428	0.19568	0.01172	0	0	2.45133	20.57717	0.27763	0	0.7093	0.02515	0.05352	0	0	0
Healthy	1.81845	2.30115	0.00438	0	0.00454	0.05116	0	0	0	0	3.27517	34.86761	1.18423	0.15189	0	0.34009	0.00438	0	0	0
Healthy	11.90344	0.52079	1.5188	0.13556	0	0.01639	0.24577	0	0	0	17.21332	3.87886	5.76254	0	3.37801	0.24028	1.5188	0.05069	0.13556	0
Healthy	3.52286	0.71369	0.01091	0	0	0.10246	0	0	0	0	5.41167	16.15265	1.06802	0.32147	3.01774	0.22596	0.01091	0	0	0.01713
Healthy	0	0	3.59735	29.92453	1.23057	0	0	3.86181	0	0	23.71519	0	3.73209	7.12808	0.27709	0.06749	3.59735	0	29.92453	0.05922
Healthy	8.11385	0.62153	0.65103	0	0	0.00588	0.17996	0.05344	0.2005	0	32.75538	2.41545	2.27913	0.1197	1.48031	0	0.65103	1.58635	0	0.00106
Healthy	19.9357	0	0.00938	1.21296	0.05385	0.03857	0	0	0.05413	0	7.58386	0	0.19981	3.34255	0	0	0.00938	10.919	1.21296	0
Healthy	2.94096	0.2094	0	0	0	0.38783	0.08351	0.42182	0	0	4.24627	13.23254	0.17888	0	1.08249	0.25836	0	0	0	0
Healthy	5.60312	1.85105	0.04397	0	0	0.09241	0.02239	0.00317	0	0	8.3997	14.49528	0.60929	0.14355	0	0.03423	0.04397	0	0	0
Healthy	17.93621	0	0	0	0	0	0	0	1.77812	0	24.15697	0	3.5281	0	0	0	0	3.08538	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.24888	0	0	0	0	0	0	0	0	0
Healthy	7.32587	0	2.25199	0	2.00589	0	0	1.29591	0.01458	0	20.47784	2.58449	2.0723	0	4.74711	0	2.25199	0	0	0.22889
Healthy	4.06394	1.87915	0.02754	0	0.23714	0.03855	0	0.15605	0	0	1.93607	30.21863	2.04145	0.26276	2.64713	0.00596	0.02754	0	0	0
Healthy	3.36887	1.00955	0	0	0	0.11194	0	0	0	0	6.97075	8.40869	0.00353	0.08539	2.85085	0.20211	0	0.02466	0	0
Healthy	0.85425	1.68487	0.02264	0.00627	0	0.02823	0	0	0.09574	0	12.21441	0.19656	4.65516	0.89547	8.07389	0.08866	0.02264	0.03925	0.00627	0.17811
Healthy	25.0523	0	0	0	0	0	0	0	0.32805	0	24.86266	0	1.24484	0	0	0	0	0.71294	0	0
Healthy	3.85918	0	0	0	0	0	0	0	0	0	41.42896	2.4199	6.62134	0	0.13825	0.05841	0	0	0	0
Healthy	3.43981	0.39195	0	0	0.05039	0.54332	0.05768	0.0912	0	0	6.07761	27.69983	0.21589	0	0.80363	0.51228	0	0	0	0
Healthy	0.33773	0	0	0	0	0.00456	0	0	0	0	0.10168	40.62055	0.12014	0	0	0.59765	0	0	0	0
Healthy	7.2084	0	0.50576	0	1.45459	0	0.096	0.79374	3.00563	0	24.82273	1.23038	6.14701	0.05816	0.95902	0.18294	0.50576	2.33088	0	0
Healthy	6.83672	0.29838	0	0.09339	0	0	0	0	0	0	71.25252	0.70354	1.57552	0	0.10527	0.03331	0	0.16211	0.09339	0.00337
Healthy	1.08846	0.74879	0	0	0	0.03807	0.02329	0	0	0	14.45154	1.76659	0.06342	0.18506	0.93218	0.90545	0	0	0	0
Healthy	1.86552	2.12338	0.02167	0	0	0.03219	0.02177	0	0.01374	0	6.38911	3.01014	0.00233	0	0	1.51926	0.02167	0.07097	0	0
Healthy	4.78382	0	0.20013	0	0	0.03549	0	0.11358	0.44235	0	23.75074	0	8.81265	2.89015	0	0.02403	0.20013	0.02103	0	0
Healthy	4.49764	1.51454	0	0	0	0.14487	0.02825	0.06494	0	0	8.31313	14.44009	0.76696	1.65118	1.30712	1.98335	0	0.07097	0	1.57863
Healthy	0	0	0.0135	6.67729	0.17285	0	0.01197	0.08465	0	0.01145	0.12272	0.64899	0	0.21039	0	0	0.0135	0.00052	6.67729	0
Healthy	4.7274	1.00833	0.57766	0	0	0	0	0	0	0	5.04008	2.31569	0	0	3.59929	5.94819	0.57766	0	0	0
Healthy	4.47197	2.84104	0.06916	0	0.08951	0	0	0.13559	0	0	1.32419	15.89682	0	0.56952	2.14425	0.20509	0.06916	0	0	0.38759
Healthy	2.03697	0	5.65207	0	1.04259	0	0	0	0	0	43.20758	0.64282	4.22785	0.26265	3.57931	0.13331	5.65207	0.71517	0	0
Healthy	4.30797	0	0	0	0.45025	0	0	0	0.15181	0	34.29336	2.03309	3.42082	0	0	0	0	0.41766	0	0
Healthy	2.28936	0	4.25631	0	0	0.06883	0.00428	0	0.05489	0	17.62458	0.65386	22.06787	0.68164	0	0.04844	4.25631	0.97193	0	0
Healthy	4.10417	0.63445	0.37018	0	0	0.01429	0	0	0.05486	0	11.55756	4.11483	0.44518	0	1.7125	0.82778	0.37018	1.26597	0	0.03088
Healthy	1.78284	0	0.42998	0.04548	0	0	0.13782	0	0.03542	0	5.79267	0.00043	0.0419	0.13819	0	0	0.42998	1.24442	0.04548	0
Healthy	2.78298	1.43904	0	0	0.2193	0	0.05707	0	0.05531	0	17.0652	3.39233	1.46077	0	0	0.08213	0	0.43517	0	0
Healthy	0.18091	0	0.81377	0	0	0	0	0	0	0	44.24007	1.66159	25.3458	0	0	0	0.81377	0	0	0
Healthy	14.8059	0	2.27089	0.03509	0.03632	0	0.05986	0.48056	0.69314	0	32.09735	0.07961	17.7746	0	0.40971	0.05476	2.27089	0.01939	0.03509	0
Healthy	1.3428	0	0	0.00823	0	0.07263	0	0	0.02819	0	10.15593	8.08774	0.67196	0	1.12093	2.38675	0	0	0.00823	0
Healthy	8.3215	0	1.33874	0	0	0.00738	0.10848	0.03522	0	0	18.01655	0.0307	1.37441	0.18599	0.35006	0.01433	1.33874	0.14224	0	0
Healthy	12.19076	1.16115	0.16507	0	0.14588	0.04138	0	0	0.09399	0	6.71752	18.16255	2.10389	0.02468	11.4248	0.07557	0.16507	0.92989	0	0
Healthy	3.30184	0	2.9345	0.02704	0.00765	0	0.01837	0.03941	0	0	36.77322	0.2078	5.02903	0.08293	0	0.39744	2.9345	0.03651	0.02704	0
Healthy	4.22664	1.28037	0.13567	0	0	0.35323	0	0.03132	0	0	4.731	16.11783	0.95273	0.2024	5.73074	0.16598	0.13567	0	0	0.03325
Healthy	45.9763	0	0	0	0	0	0	0	0	0	2.89423	0	0.77399	0.51966	0	0	0	0.39765	0	0
Healthy	0.16086	0	0	0	0	0	0	0	0	0	42.44446	0.56157	3.51893	0	0.60253	0	0	0.96926	0	0.48708
Healthy	8.66129	0	0	0	0	0.15329	0.08767	0	0.05282	0	12.72961	3.27815	0	0.02214	4.21419	5.33586	0	0	0	4.64083
Healthy	4.23012	0	0	0	0	0.00787	0	1.09699	0	0	1.67378	0	0.27044	0.29681	0	0.03171	0	0.09813	0	0
Healthy	20.36081	0	0.28125	0	0	0	0	0	0	0	24.06938	0.90641	6.47389	0	0	0	0.28125	0	0	0
Healthy	3.39177	0	0.36739	0	0	0.69413	0.09166	0	0	0	1.2228	9.68227	5.31461	0.11684	1.91483	0	0.36739	0.80095	0	0.03961
Healthy	0.55715	0	0.00659	0	0	0	0.00205	0.00086	0.03771	0	18.06686	3.51666	0.20723	0.01657	0	0.00256	0.00659	0.01122	0	0
Healthy	4.38824	0.9252	0.20558	0	0	0.14138	0.41824	0	0	0.00656	6.29537	15.46869	1.36725	0.17989	0	0.10726	0.20558	0.02597	0	0
D016640	5.27159	1.25447	0.13321	0	0	0	0.10255	0	0.01119	0	24.06105	1.46414	3.41812	0	1.3434	0.00284	0.13321	3.97121	0	0.43785
Healthy	4.64937	0.6317	0.22678	0.2828	0.05402	0.0212	0	0	0.02291	0	12.60878	0.04388	1.13568	0.13909	0.22399	0.40893	0.22678	2.83494	0.2828	0
Healthy	7.88854	0.96066	0.90812	0	0.18527	0.04873	0	0.02779	0.38988	0	22.74829	4.67666	6.69577	0.01013	1.07322	0	0.90812	0.00276	0	0
Healthy	5.42268	0	0.08943	0	0.3364	0	0.09138	0.73136	1.1973	0	34.84461	0.99395	5.01446	0	0	0.06174	0.08943	1.75278	0	0
