group	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Veillonellales	Coriobacteriales	Erysipelotrichales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	12.83256	16.46076	0.05912	0	0	0	0.18695	0.03164		32.82227	12.83256	0.10767	0	0.01539	0.18695	0	0	0.03972	0.03164
Healthy	3.29556	19.7307	0	0	0	0	18.7223	0		16.28189	3.29556	0	0	0	18.7223	0	0	0	0
D015212	16.53229	22.73892	2.34398	0.61961	0	1.76565	0.00602	0.06203		24.23873	16.53229	0.00204	0.61961	0.13664	0.00602	0	0	0.00079	0.06203
Healthy	2.07621	1.46071	0	0.29003	2.25728	0.0568	0.00089	0		74.5758	2.07621	0.71518	0.29003	0	0.00089	0	10.3371	0	0
Healthy	0	0	0.04074	21.3351	0	0	0	0		0.00817	0	0	21.3351	0	0	0	0	0	0
Healthy	34.99819	4.52321	0	2.90591	0	0	0	0		40.34055	34.99819	0	2.90591	0	0	0	0	0	0
Healthy	12.78803	1.8227	0	0	0	0	0.57617	0		80.16513	12.78803	0	0	0	0.57617	0	0	0	0
Healthy	4.19265	7.82171	5.20733	0.01043	0	0.56166	0.01675	0		57.4587	4.19265	0.02922	0.01043	0.10444	0.01675	0	0	0.04761	0
Healthy	18.38961	5.87262	7.91303	0	4.76352	0	0.2908	0.55546		38.531	18.38961	2.18129	0	0.06503	0.2908	0	0	0	0.55546
Healthy	2.61446	0	20.0961	32.13726	0	0	0	0.45677		30.3123	2.61446	3.51716	32.13726	0	0	0	0	0	0.45677
Healthy	9.29407	7.69422	0.13026	0.02126	4.63587	0	0.35127	0.39572		57.49053	9.29407	1.80386	0.02126	0.11171	0.35127	0	0	0	0.39572
Healthy	9.93308	28.28543	11.67146	0	0	1.17839	0	0		46.0521	9.93308	0	0	0.25438	0	0	0	0	0
Healthy	17.72833	20.96995	23.03245	0.05764	0.68458	0.22583	0.62956	0.33437		30.62288	17.72833	0.44198	0.05764	0.00285	0.62956	0	0	0	0.33437
Healthy	13.79656	2.5614	0.62174	1.1915	0.86602	0.99795	0.30186	0.02746		56.64935	13.79656	6.71667	1.1915	0.07041	0.30186	0	1.49755	0.0671	0.02746
Healthy	15.63988	6.36141	1.62721	0.0088	0	0.30054	0	0		52.2457	15.63988	0	0.0088	1.79976	0	0.00793	0	0	0
Healthy	6.61933	2.7184	0.11048	0.27989	8.01525	0.02796	0.08648	0		66.37647	6.61933	0.205	0.27989	0.24361	0.08648	0	0	0.00966	0
Healthy	40.89289	25.09637	9.55318	0.93232	1.4303	0	0	0		16.45568	40.89289	0	0.93232	0	0	0	0	0	0
Healthy	33.07704	1.4735	0	0.04835	4.5423	0	0	0		39.59254	33.07704	0	0.04835	0.01848	0	0	0	0	0
Healthy	28.98401	8.89788	0.26704	0.42936	0.03503	0.0039	0.06127	0		40.6757	28.98401	2.25848	0.42936	5.88855	0.06127	0.83085	0.02061	0	0
Healthy	0	0	0.09884	1.22407	0.04465	0.17076	1.18019	0		9.50106	0	25.39843	1.22407	0.00571	1.18019	0	0.93219	0	0
Healthy	8.85425	7.49494	0	0.10221	0	0.09204	0.01816	0		69.9358	8.85425	0.01506	0.10221	1.24613	0.01816	0	0	0.08954	0
Healthy	15.01991	0.14108	0.70389	0.59851	0.10856	0.00447	0.03779	0.10798		48.35566	15.01991	4.52925	0.59851	1.06212	0.03779	0	0.0705	0.00671	0.10798
Healthy	29.80965	6.6659	0.24582	0	0.30839	0.18077	0.33429	0		36.49329	29.80965	0	0	0	0.33429	0	0	0.01322	0
Healthy	4.51547	0.0421	0.48132	0.22636	8.68395	0	0	0.02139		82.50748	4.51547	0.14888	0.22636	0	0	0	0	0	0.02139
Healthy	7.00007	8.06849	15.51064	1.01224	1.40684	4.43116	0	0		19.63362	7.00007	8.87264	1.01224	0.03018	0	0	0	0	0
Healthy	6.82381	7.25194	0.58952	0.01259	0.37027	0.18684	0	0		63.9582	6.82381	0.11223	0.01259	1.42157	0	0	0	0.1824	0
Healthy	18.52863	24.74781	10.41149	2.52531	0	1.28438	0	0		34.52551	18.52863	0.00658	2.52531	0	0	0	0	0	0
D015212	27.09418	15.19637	2.15909	0.37555	0	2.37122	0.02088	0.01783		10.95408	27.09418	0.05475	0.37555	0.04857	0.02088	0	0	0	0.01783
Healthy	0.8314	0.00405	28.05549	0.06765	13.12585	0	0	0		0.02564	0.8314	5.14333	0.06765	3.31946	0	0	0.00014	0	0
Healthy	0.32555	0	42.776	5.19907	2.56896	0.0782	0	0		3.98735	0.32555	16.38879	5.19907	0	0	0	0.4064	0	0
Healthy	10.01661	21.64091	5.12246	0	0.00845	0.43679	0.2822	0		29.12926	10.01661	0.58375	0	0.18461	0.2822	0	0	0.1712	0
Healthy	38.50677	26.11979	19.27294	0.15244	0.05076	0.27679	0.2782	0.08487		0.09701	38.50677	9.46259	0.15244	0.03574	0.2782	0	0	0	0.08487
Healthy	3.27844	3.22685	0	0	1.2479	0.0291	0.234	0		84.28521	3.27844	0	0	0	0.234	0	0	0	0
Healthy	19.65528	5.89094	0.80214	0.6094	1.0236	0	0.00547	0		45.22197	19.65528	1.97625	0.6094	5.80997	0.00547	3.30663	0	0	0
Healthy	3.05605	0.89372	0.24422	0.04084	0.01755	0.08172	0.00538	0.05004		34.19922	3.05605	11.50231	0.04084	0	0.00538	0	0	0	0.05004
Healthy	52.34976	29.95141	0.41222	0.67821	0.55462	0.02477	0.13958	0.00236		5.25684	52.34976	0.08865	0.67821	0	0.13958	0	0.00968	0	0.00236
Healthy	27.64533	14.302	0	0.06817	0.02064	0.15219	0.06866	0.00135		37.95444	27.64533	0.09946	0.06817	0.69684	0.06866	0	0	0	0.00135
Healthy	77.59691	4.91199	0	0	0	0	2.59767	0		10.44183	77.59691	0	0	0	2.59767	0	0	0	0
Healthy	47.37226	16.28654	1.11192	3.48946	3.48919	0.06575	1.27444	0.00483		11.92591	47.37226	0.00468	3.48946	0.00569	1.27444	0	0.36402	0.05575	0.00483
Healthy	4.61234	3.38974	1.96795	0.17505	0.00326	0.06874	0.44311	0.02252		75.04607	4.61234	0.12943	0.17505	3.63815	0.44311	3.26985	0.01565	0.01945	0.02252
Healthy	24.7015	9.55519	0.86442	0.12907	8.40762	0.02416	0.30253	0		35.10904	24.7015	0.00259	0.12907	1.47692	0.30253	0	0	0.00691	0
Healthy	15.16757	5.87453	0.17318	0	0	0.23099	0.00307	0		57.20329	15.16757	0.08071	0	0	0.00307	0	0.71806	0.07368	0
Healthy	1.99461	6.02204	0.00321	0.01315	2.50961	0	0	0		76.00465	1.99461	0.44204	0.01315	0.00931	0	0	0	0.07096	0
Healthy	1.59034	3.49819	1.04208	0	0	0.1519	0.00157	0		81.74652	1.59034	0.01899	0	0.68178	0.00157	0	0	0.0249	0
D015212	2.75881	0.05539	0	0.0037	1.68187	0.07	0	0		73.53064	2.75881	0.11156	0.0037	14.3304	0	0	0	0	0
Healthy	13.52333	18.93122	21.43468	0	2.88989	1.59704	0	0		24.28158	13.52333	0	0	1.77405	0	0	0	0	0
Healthy	31.05121	3.27813	0	0.08495	0.16515	0.02931	0.01986	2.09521		51.9442	31.05121	0.23308	0.08495	0.00245	0.01986	0	0	0.00817	2.09521
Healthy	0.03831	0.01034	61.05899	6.5337	0.12332	2.9498	0.01727	0.01292		22.17561	0.03831	6.27496	6.5337	0.05167	0.01727	0	0.09833	0	0.01292
Healthy	1.40603	1.73671	0.23489	0	5.93873	0.01108	0.01797	0		70.2604	1.40603	0.09183	0	0.12511	0.01797	0	0	0	0
Healthy	2.09882	0	0.05199	0.15808	8.86876	0.2625	0	0		66.90928	2.09882	11.2822	0.15808	0.16553	0	0	0	0.04031	0
Healthy	28.76638	7.83284	0.45237	0	0.46909	0.29992	0.4066	0		36.00646	28.76638	0	0	0.71922	0.4066	0	0	0.10833	0
Healthy	3.98445	0.03755	0.03264	0.2645	4.01785	0.24289	0.02388	0.01137		67.52468	3.98445	2.69145	0.2645	0.05858	0.02388	0	0.00501	0	0.01137
Healthy	4.68132	1.47482	11.01388	0.25093	1.11629	1.31741	0.04771	0.28178		52.85802	4.68132	7.49172	0.25093	0.64903	0.04771	0	0	0.01208	0.28178
Healthy	13.61856	3.23232	0.00075	0.00069	0	0.03182	0	0		68.26218	13.61856	0.98013	0.00069	0.12703	0	0	0.31899	0.05466	0
Healthy	5.6155	1.25389	9.32337	0.24288	0	2.37112	1.27689	0		25.4709	5.6155	1.71155	0.24288	0	1.27689	0	0	0.27944	0
Healthy	2.33062	7.72793	0.0051	0.03597	0.37861	0.28417	0	0		69.41196	2.33062	0.03438	0.03597	0.02848	0	0	0.0381	0.08991	0
Healthy	0.74929	1.37915	0.01909	0	0	0	0	0		92.39928	0.74929	4.02996	0	0	0	0	0	0	0
Healthy	30.88176	14.46088	0.01457	0.64185	0.38803	2.97445	29.15257	1.46753		11.80363	30.88176	0.15556	0.64185	0	29.15257	1.75429	0	0	1.46753
Healthy	3.83423	6.95646	4.69606	0	0	0.511	0	0		60.76513	3.83423	0	0	0.0857	0	0	0	0.02076	0
Healthy	14.26298	5.11368	1.67943	0.03293	14.5746	0.8348	0.11023	0		23.24062	14.26298	0	0.03293	0	0.11023	0	0	0	0
Healthy	18.15935	1.43102	0	0.32838	0.07183	0.00616	0.06925	0		74.3055	18.15935	0	0.32838	0	0.06925	1.74194	0	0.02109	0
Healthy	7.26123	7.13557	0.0456	0	0	1.59662	0	0		47.48654	7.26123	0	0	6.77028	0	0	0	0	0
Healthy	2.9789	4.7314	0.10918	0.05356	0	0.27203	0.02098	0		66.63046	2.9789	0	0.05356	0.0978	0.02098	0.91565	0	0.35635	0
Healthy	59.11195	10.67824	1.28376	0.16315	0	0.30029	1.34922	0.0268		16.69171	59.11195	0.29978	0.16315	0.0282	1.34922	0	0	0.09859	0.0268
Healthy	23.87569	9.42221	2.1428	8.67039	0	3.53944	0.63033	0		38.72317	23.87569	0	8.67039	0.07012	0.63033	3.32132	0	0.83356	0
Healthy	24.13123	0.00477	3.31186	0.34228	2.60624	0	0.02138	0.07301		0	24.13123	18.64184	0.34228	0	0.02138	0	46.52632	0	0.07301
Healthy	25.07168	13.4415	8.53142	0.82634	0.0064	1.26502	2.93878	2.73464		23.31275	25.07168	0.81801	0.82634	0.55683	2.93878	0	0	0	2.73464
Healthy	1.82166	4.92091	0.32381	0.00485	9.09104	0.19204	0.08081	0		77.03911	1.82166	0.20213	0.00485	0.06155	0.08081	0	0	0.00779	0
D015212	0	0	0	42.0576	0	0	0	0		0	0	0	42.0576	0	0	0	0	0	0
Healthy	2.35745	6.79402	2.6098	0.06627	2.36324	0.25581	0.06508	0		75.79001	2.35745	0.66588	0.06627	2.81607	0.06508	0	0.31556	0.04264	0
Healthy	2.32906	0.06624	0.20469	0	11.33673	0	0	0		67.62521	2.32906	1.07314	0	0	0	0	0	0	0
Healthy	6.09201	2.33162	0.07537	0.25566	7.93807	0.01454	0.10796	0		66.1897	6.09201	0.22112	0.25566	0.21042	0.10796	0	0	0.00837	0
Healthy	18.71908	27.47876	0.0701	0.22984	4.25901	0.08195	1.33121	0.37755		34.86269	18.71908	2.03238	0.22984	0.48271	1.33121	0	0.00815	0.23594	0.37755
Healthy	4.58678	4.75673	0.3763	0	0	0.65287	0	0		60.27188	4.58678	0	0	3.60235	0	0	0	0.01291	0
Healthy	27.20304	6.47949	0.11313	0.18205	0.04831	0.04743	1.23596	0.14768		48.48277	27.20304	0.11749	0.18205	0.48497	1.23596	8.59216	0	0.04446	0.14768
Healthy	53.47869	8.29271	0	0.04855	5.27412	0	0	0		11.17658	53.47869	0	0.04855	0	0	0	0	0	0
Healthy	33.15494	18.20616	4.01625	0.75265	0	1.7072	1.11688	0.12733		1.82406	33.15494	1.79092	0.75265	0	1.11688	0.19912	0	0.03571	0.12733
Healthy	26.74578	4.98233	11.7647	14.50212	6.11413	0.02482	0.52998	1.24539		5.07118	26.74578	1.30555	14.50212	0.07865	0.52998	0	0.55701	0	1.24539
Healthy	1.97717	13.37396	0.41135	0.39467	0.57576	0.15697	9.88528	0		59.39644	1.97717	0.46608	0.39467	0.00055	9.88528	0.16018	0	0.07585	0
D015212	34.07511	7.40503	13.65896	3.73756	0.07177	3.15999	4.50641	0.02525		14.84213	34.07511	0.21143	3.73756	0.03043	4.50641	0	0	0	0.02525
Healthy	1.65132	3.24099	3.58461	0	0	0	0	0		84.47865	1.65132	0	0	0.06985	0	0	0	0.38014	0
Healthy	10.77328	25.31091	0	0	0	0	0	0		32.79623	10.77328	0	0	7.4715	0	1.24378	0	0.1746	0
Healthy	40.28248	1.95435	0	0	8.15906	0	0	0		46.44976	40.28248	0	0	0	0	0	0	0	0
Healthy	2.39578	0.01574	0.03716	0.17879	8.5252	0.27514	0	0		64.35533	2.39578	11.3428	0.17879	0.1515	0	0	0	0.04034	0
Healthy	6.04908	3.64698	0.23799	0.01985	0.09682	0.13862	0	0		49.47672	6.04908	0.12742	0.01985	0.76517	0	0	0	0.63149	0
Healthy	5.82134	3.7506	0.08194	0.29412	8.06887	0.02717	0.13227	0		65.25963	5.82134	0.25076	0.29412	0.21268	0.13227	0	0	0.01867	0
D015212	8.32718	13.78149	0.82816	0	0	0.72032	0.4602	0		60.40807	8.32718	0	0	0.08633	0.4602	0	0	0.17152	0
Healthy	16.70876	10.95602	0.22427	0.53942	0.0032	0.21335	0.2341	0.00386		24.80784	16.70876	14.14232	0.53942	0	0.2341	2.18784	0.74352	0.02294	0.00386
Healthy	26.62545	4.09328	0	0	1.93826	0	0	0		64.28691	26.62545	0	0	0.13758	0	0	0	0	0
Healthy	0.38994	6.00409	0.01849	0	2.66152	1.46325	0.14476	0		13.24016	0.38994	10.1159	0	0.25763	0.14476	0	0	0.70743	0
Healthy	25.41271	3.8327	0	0.14741	7.34269	0	0	0		48.70816	25.41271	0	0.14741	0	0	0	0	0	0
Healthy	3.81025	28.84805	11.35784	0.00845	0.16943	0.65264	0	0		18.81712	3.81025	0.02887	0.00845	4.33996	0	0	0	0.06574	0
Healthy	1.41531	8.77525	3.17754	0	5.19577	0	0	0		12.45128	1.41531	0	0	0	0	0	0	0	0
Healthy	9.22167	6.06695	1.37361	0.02897	0.03007	0.33733	0	0		68.41716	9.22167	0.06296	0.02897	0.00922	0	0	0	0.07549	0
Healthy	58.80176	2.49533	0.04603	0.05203	0.0866	0.0502	1.19077	0		26.6205	58.80176	0.02237	0.05203	0.16178	1.19077	0	0	0.06076	0
D015212	0	0	2.5108	93.13687	0	0	0	0		0	0	0	93.13687	0.07702	0	0	0	0	0
Healthy	8.60771	6.95445	0.00565	0	0.08364	0.3885	0	0		59.76033	8.60771	0	0	11.9332	0	0	0	0	0
Healthy	1.90873	0.97529	0.14243	0	0	0	0	0		92.13021	1.90873	0.14117	0	0.57985	0	0	0	0	0
Healthy	9.81096	17.90841	4.60293	0	2.77242	0.73858	0.5092	0		19.29651	9.81096	0	0	0	0.5092	1.13093	0.08151	0	0
D015212	3.63207	0.97605	1.60885	0	2.13521	0	0.02733	0.01243		66.34038	3.63207	3.34492	0	0	0.02733	0	0	0.15516	0.01243
Healthy	3.93516	0.02736	0.42218	0.23947	8.27465	0	0	0.01809		84.24075	3.93516	0.20678	0.23947	0	0	0	0	0	0.01809
Healthy	14.57401	1.36489	0.96514	0	0	0.24121	0.07477	0		63.70893	14.57401	0	0	0.16963	0.07477	0	0	0.08423	0
Healthy	31.9277	11.00741	0.17395	2.93731	0.51286	0.00038	0.15665	0.31973		41.14116	31.9277	0.05763	2.93731	0.15257	0.15665	0	0	0.00364	0.31973
Healthy	9.75133	16.35025	5.00017	0.03615	0.24017	0	0	0		57.28008	9.75133	0	0.03615	0	0	0	0	0	0
Healthy	2.00846	6.06594	0.61607	0.10704	0	0	0	0		81.1674	2.00846	0.09344	0.10704	0.35009	0	0	0	0.09329	0
Healthy	11.35441	12.99452	0.15022	1.81211	4.57956	0.33659	0.9193	0.01515		31.30509	11.35441	15.32248	1.81211	0.05901	0.9193	0.01981	0.03669	0.1755	0.01515
Healthy	8.03442	7.03251	1.95552	0.17896	0.06107	0.72478	0.03696	0.02661		51.05291	8.03442	7.91464	0.17896	0.01212	0.03696	0	0	0.5255	0.02661
Healthy	10.78517	23.19302	0	0	0	0.60611	6.09537	0		8.02642	10.78517	8.6462	0	0	6.09537	29.6499	0	0	0
Healthy	0.47735	1.95813	67.48479	1.23457	0	1.20317	0.84286	0		5.06393	0.47735	4.89526	1.23457	0.10448	0.84286	0	1.64212	0	0
Healthy	12.11081	21.31523	0	0	0	0	0	0		32.54246	12.11081	0.04102	0	9.76123	0	1.53035	0	0.16968	0
Healthy	15.86882	26.77344	0.49796	0.12481	1.58226	0.02513	0.54554	1.08055		34.96916	15.86882	2.25021	0.12481	0.02345	0.54554	0	0	0	1.08055
Healthy	2.0069	3.79021	1.20803	0	0	0.17629	0	0		79.38151	2.0069	0.00422	0	0.77778	0	0	0	0.03795	0
Healthy	0.98998	5.07162	0.11549	0	0	0.16904	0.53348	0		71.01821	0.98998	0.06894	0	0.04178	0.53348	0	0	1.79765	0
Healthy	0.55783	1.23064	0.78892	0.13085	0	0.0302	0.01923	0		54.2528	0.55783	20.7052	0.13085	1.10226	0.01923	0	0.07824	0.1202	0
Healthy	6.66124	6.88608	0	0	0	0	0	0		55.97138	6.66124	0	0	8.06826	0	3.86161	0	0	0
Healthy	6.31536	8.06844	0.11215	0.10771	0	0.40668	0.20651	0		29.86954	6.31536	0	0.10771	0	0.20651	2.43063	0	0.60142	0
Healthy	1.62386	1.77952	0.3003	0	5.97939	0	0.02401	0		70.02975	1.62386	0.05832	0	0.10853	0.02401	0	0	0	0
Healthy	39.00661	5.36747	18.60188	0.54295	0	0.10808	0.49926	0.24962		18.98913	39.00661	4.84359	0.54295	2.35075	0.49926	0	0.021	0	0.24962
Healthy	9.94093	0	0	0	0	0	0	0		53.92158	9.94093	0	0	0	0	0	0	0	0
Healthy	7.24649	6.9619	1.7207	0.26833	0.01467	0.78125	0.81448	0.00065		59.52808	7.24649	0	0.26833	0.0108	0.81448	0	0	0.03016	0.00065
Healthy	0.82778	1.44193	0.02069	0	2.9941	0	0	0		80.20902	0.82778	0	0	0.14668	0	0	0	0	0
Healthy	5.77651	4.6056	4.2632	0.00558	2.88898	0	0	0		70.35837	5.77651	0.06217	0.00558	0.21793	0	0	0	0.10551	0
Healthy	4.55696	10.14402	0.75841	0.22491	6.50569	0.2988	0.00357	0.08325		43.56349	4.55696	0.1712	0.22491	2.10293	0.00357	0	0	0	0.08325
Healthy	6.49458	24.74014	0	0	0.00201	1.41441	4.32223	0.04485		28.6106	6.49458	0.02185	0	0	4.32223	14.136	0	0	0.04485
Healthy	11.31074	5.59976	35.52051	0	0.67792	0.07916	0.59226	0.14779		37.63177	11.31074	0.90979	0	0	0.59226	0	0	0	0.14779
Healthy	11.55632	12.47641	0.09631	0.13845	0.05705	0.08258	0.00227	0.05107		60.18198	11.55632	1.1346	0.13845	0.32356	0.00227	0	0.0685	0.00508	0.05107
Healthy	23.48085	4.17759	0	0	0	0.05015	0.10872	0		64.34556	23.48085	0	0	3.06576	0.10872	0	0	0.38816	0
Healthy	17.9239	17.44758	0.33044	0.63813	0.03517	0.49501	1.66805	0.00429		23.41681	17.9239	0.08655	0.63813	0.15684	1.66805	0	0	0	0.00429
Healthy	19.14772	15.21035	12.53813	0.78132	0.88461	1.12566	0.06119	0.16095		26.22084	19.14772	0.08398	0.78132	0.13717	0.06119	0	0	0.06753	0.16095
Healthy	22.3262	8.76203	1.61752	0.01572	3.1516	0.14072	0.77041	0.20321		43.6674	22.3262	0.14308	0.01572	0.05694	0.77041	0	0	0	0.20321
Healthy	23.84768	10.58713	0.09439	0.0906	0.00973	0.00528	0	0.31187		31.47041	23.84768	0.14398	0.0906	0.0242	0	0	0	0	0.31187
Healthy	18.78117	7.56943	0	0.88634	0.00098	0.20147	0.00437	0		46.99993	18.78117	0.00258	0.88634	0.1847	0.00437	0	0	0.03171	0
Healthy	9.16596	14.26646	0.13461	0.14745	0.01493	0.38046	0.14615	0		65.45053	9.16596	0.02974	0.14745	0	0.14615	0	0	0	0
Healthy	3.89057	30.19751	11.18701	0.01966	0.20296	0.70021	0	0		18.38157	3.89057	0.03258	0.01966	4.28902	0	0	0	0.03536	0
Healthy	45.0127	20.60247	7.05196	0.03054	0	3.02155	0.46942	0		1.60039	45.0127	1.57685	0.03054	0	0.46942	0	0	0	0
Healthy	1.5051	2.82338	0.34687	0.42969	0	0.14717	0.0042	0		71.82251	1.5051	4.39963	0.42969	0	0.0042	0	0	0.01148	0
Healthy	8.99905	1.73932	0	0.09369	8.71349	0	0	0		65.45541	8.99905	0	0.09369	0.12471	0	0	0	0	0
Healthy	10.98777	2.91163	0.02219	0.10928	6.44708	0.03286	0.94829	0		70.83721	10.98777	0.05596	0.10928	0.44661	0.94829	0	0	0.1446	0
Healthy	14.73322	1.39387	0.93058	0	0	0.27686	0.08738	0		64.15539	14.73322	0	0	0.1558	0.08738	0	0	0.06551	0
Healthy	5.57253	19.15646	0.40218	0	0.01333	0.05286	0.0094	0		38.68603	5.57253	0.845	0	1.79597	0.0094	0	0	0.08215	0
Healthy	14.8852	1.43632	0.94454	0	0	0.25412	0.07152	0		63.69551	14.8852	0	0	0.17127	0.07152	0	0	0.09886	0
Healthy	12.57695	1.76343	0	0	0	0	0.53864	0		80.38611	12.57695	0	0	0	0.53864	0	0	0	0
Healthy	8.16923	6.32749	3.24354	2.31081	0	0.40138	0.0784	0.00814		58.24447	8.16923	0.90698	2.31081	0.16971	0.0784	0	0	0.0314	0.00814
Healthy	5.73369	4.02798	2.97438	2.72693	0.01053	0.30041	0.28425	0.10114		65.71776	5.73369	0.15708	2.72693	0.1208	0.28425	0	0	0.00374	0.10114
Healthy	13.48075	8.56533	0.20755	0	0	0.24667	2.97139	0		52.76312	13.48075	0	0	0.82936	2.97139	10.4674	0	0.28677	0
Healthy	39.25469	5.13246	0.05147	0.13186	3.0574	0.02341	0.86816	0		38.14707	39.25469	0.47442	0.13186	0	0.86816	0	0	0	0
Healthy	24.01902	8.91028	2.26463	8.50504	0	3.44859	0.67692	0		39.01788	24.01902	0	8.50504	0.0688	0.67692	3.28395	0	0.83945	0
Healthy	11.15036	16.34011	0.59599	14.28966	5.27174	0.39192	0	0.00914		27.77521	11.15036	0.24558	14.28966	0.02359	0	0	0	0.07127	0.00914
Healthy	0.8796	4.7563	0.03317	0	9.16274	0.6481	0.34375	0		54.11945	0.8796	1.07164	0	0.21909	0.34375	0	0	0.17596	0
Healthy	42.38459	11.57353	0.09127	0.16327	0.10557	0.0929	0.1783	0.7303		19.99426	42.38459	1.50057	0.16327	0.03236	0.1783	0	0	0	0.7303
Healthy	30.88416	10.21221	27.16507	0.03451	3.87865	1.81965	1.03348	0		12.69787	30.88416	0	0.03451	0	1.03348	0	0	0	0
Healthy	23.28223	9.06416	1.02185	8.42778	0	4.32379	3.29173	0		25.24883	23.28223	2.26417	8.42778	0	3.29173	1.48313	0	0	0
Healthy	13.88409	0.14217	0.66168	0.08521	0	0.12444	0.75049	0		74.67264	13.88409	0.50414	0.08521	1.46097	0.75049	0	0	0.00172	0
Healthy	9.83615	3.39818	0	0	5.02819	0	4.86269	0		55.27203	9.83615	0	0	0	4.86269	0	0	0	0
Healthy	1.53203	9.97878	2.18256	0	0	0.2234	0	0		41.64454	1.53203	0.12224	0	0.10551	0	0	0	1.64579	0
Healthy	0.04122	0.01103	0.07289	6.76795	0.00384	0	0	0		0.08708	0.04122	0.09971	6.76795	0	0	0	89.0861	0	0
Healthy	11.81004	13.85737	11.26592	0.12448	0	1.94628	3.05684	0.72884		30.97608	11.81004	0.46104	0.12448	0.09326	3.05684	0	0	0	0.72884
Healthy	13.91273	9.03426	6.90005	0.21794	0.10926	3.11977	0.03629	0.09638		44.74338	13.91273	0.27562	0.21794	0.69499	0.03629	0	0	0.04827	0.09638
Healthy	56.78264	2.83333	0	0.40843	7.84671	0.0978	0	0		17.98772	56.78264	0.03494	0.40843	0	0	0	0	0	0
Healthy	21.70843	10.73321	1.51512	0	3.23995	0.88258	0.0524	0.1235		53.10567	21.70843	1.30267	0	0.0499	0.0524	0	0	0.00563	0.1235
Healthy	20.96011	16.76834	0.18869	0.09486	0.07158	0.04117	0.05702	0.11396		54.76502	20.96011	0.1534	0.09486	0.35921	0.05702	0	0	0.02711	0.11396
Healthy	33.01383	19.29829	0.01696	1.33288	0.79029	0.05997	0.05921	0.07143		21.38765	33.01383	0.02953	1.33288	0.06682	0.05921	0	0.00483	0.00245	0.07143
Healthy	0.245	0.0014	49.26182	6.18796	0	1.14237	0	0		16.83033	0.245	22.98751	6.18796	0.28985	0	0.03189	0	0.06608	0
Healthy	49.45111	5.98791	0.78204	0.10975	0.0487	0.38717	0.67343	0.02141		31.18107	49.45111	0.04339	0.10975	0.09245	0.67343	0	0.01957	0.02316	0.02141
D015212	39.4841	17.51513	0.00221	0.27944	0.00599	1.40012	0.17181	0		17.87239	39.4841	0.10473	0.27944	0	0.17181	0	0	0	0
Healthy	0.75852	2.94774	3.56951	0	0	0	0	0		87.50363	0.75852	0	0	0.03641	0	0	0	0.28054	0
Healthy	16.20866	11.37135	0.05956	0.00268	0	0.04652	0.00996	0.03076		46.43471	16.20866	0.09402	0.00268	0.01766	0.00996	0	0.05475	0.04022	0.03076
Healthy	17.52132	13.26754	0	0.4903	0	0.46867	1.5796	0		11.66254	17.52132	0	0.4903	0	1.5796	9.77338	0	0	0
Healthy	23.4526	22.26701	1.08988	0.26882	0	0.74702	2.63884	0.04359		31.50876	23.4526	0.02279	0.26882	0.04709	2.63884	0	0	0.21895	0.04359
Healthy	28.87652	8.99737	0.22506	0.44908	0.04891	0.0117	0.03829	0		40.63527	28.87652	2.1791	0.44908	5.85099	0.03829	0.84447	0	0	0
Healthy	23.75908	9.07248	1.19383	2.99903	1.94821	0.19269	0.42559	0.09663		44.77807	23.75908	0.01748	2.99903	0.03747	0.42559	0	0	0	0.09663
Healthy	17.96831	3.47883	3.12663	0.11226	0	2.73073	0.16815	0		58.01083	17.96831	0	0.11226	0.55204	0.16815	0	0	0.02458	0
Healthy	22.61631	16.45399	0.39767	0.85829	0	0.42719	15.18462	0.17428		22.70305	22.61631	0.06668	0.85829	0.06492	15.18462	4.11684	0	0	0.17428
Healthy	2.04266	6.01094	0.04933	0.03919	2.56879	0	0	0		73.82998	2.04266	0.45314	0.03919	0	0	0	0	0.02244	0
Healthy	22.9828	3.66764	0	0	0	0	0	0		49.4338	22.9828	0	0	0	0	0	0	0	0
Healthy	5.34763	7.88878	0.21436	0.58068	4.55373	0.04294	0	0		68.02287	5.34763	0	0.58068	6.04214	0	0	0	0	0
Healthy	0.90802	1.48619	0.1026	0	3.30953	0	0.00818	0		79.63967	0.90802	0	0	0.24438	0.00818	0	0	0	0
Healthy	3.45998	3.10212	1.08682	0	0	0.47611	0.04691	0		83.66088	3.45998	0.09711	0	0.34962	0.04691	0	0.25882	0.06013	0
Healthy	3.83	0.00366	21.9186	3.00319	0.31793	0.09209	0.21008	0		34.03182	3.83	0.49882	3.00319	0	0.21008	0	0.31873	0	0
D015212	31.48197	2.43303	0.72125	1.07191	9.03316	0.40612	6.23122	0.23621		9.23108	31.48197	6.58892	1.07191	0	6.23122	0	0	0	0.23621
Healthy	9.77077	3.0592	17.69028	0.39255	0.11584	0.6761	3.55347	0.19935		8.56898	9.77077	39.53396	0.39255	0.62589	3.55347	0	0.3395	0.00245	0.19935
