group	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Veillonellales	Coriobacteriales	Erysipelotrichales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	7.95164	7.61943	4.79139	0.0646	0.0494	0.08085	0.16958	0.07406		51.55211	7.95164	1.33295	0.0646	0.00877	0.16958	0	0	0	0.07406
Healthy	15.08752	8.67168	0.13127	0.43402	0.00464	0.05692	0.00367	0.0282		60.62693	15.08752	0.09006	0.43402	0	0.00367	0	0.02714	0.12539	0.0282
Healthy	21.60724	12.79381	4.14135	0.7845	0	0.37487	0.00148	0.05406		53.8144	21.60724	0.29484	0.7845	0	0.00148	0	0	0.06536	0.05406
Healthy	15.59959	9.06514	1.91315	0.50102	1.97558	0.28685	1.88727	0		41.83114	15.59959	0.47118	0.50102	3.0343	1.88727	0	0	0.08071	0
Healthy	3.78075	0.01569	71.00563	0.19452	1.34277	12.45101	1.21417	0		8.84058	3.78075	0.88674	0.19452	0.00199	1.21417	0	0	0	0
Healthy	10.97497	6.03806	0.09806	0.08869	0.02065	0.11203	0.28468	0.00806		73.88275	10.97497	0.00253	0.08869	0.40026	0.28468	0	0	0	0.00806
Healthy	0.38042	0.00477	30.79466	0.64302	0.69585	0	0	0		65.8209	0.38042	0.6547	0.64302	0	0	0	0.36918	0	0
Healthy	0.00363	0	29.1324	0.86213	5.14172	0.42157	0.01362	0.00127		3.19047	0.00363	15.19951	0.86213	0.02488	0.01362	0	0.02893	0	0.00127
Healthy	27.8163	6.74462	0.5757	9.46645	0	1.90848	5.28002	0		23.6409	27.8163	1.83665	9.46645	0.01482	5.28002	2.16881	0	0.09875	0
Healthy	19.99544	3.75976	0	0.06329	0	0.15264	0.02015	0		64.04774	19.99544	0.08175	0.06329	4.97194	0.02015	0	0	0.13741	0
Healthy	17.08711	6.36995	1.15164	0.55633	1.9621	0.19166	2.30946	0		42.46996	17.08711	0.64922	0.55633	2.12159	2.30946	0	0	0	0
Healthy	21.30012	16.16819	18.73812	0.32385	0	0.87015	0	0.16941		21.70914	21.30012	2.06785	0.32385	1.42425	0	0	0	0.12114	0.16941
Healthy	28.50894	5.9231	0.15292	0	0	0.27147	0.51784	0.00931		23.45862	28.50894	1.63587	0	0.2691	0.51784	0	0	0.14056	0.00931
Healthy	50.96365	19.4144	2.08217	0	0	3.94398	0	0		10.79276	50.96365	0	0	0	0	7.19164	0	0	0
Healthy	58.01809	4.91191	0.99998	0.22843	0.0005	0.0877	3.61355	0		13.7426	58.01809	0.20979	0.22843	0.08379	3.61355	0	0	0.01786	0
Healthy	1.27798	2.55533	0	0.01218	0	0.09435	0	0		43.54806	1.27798	0	0.01218	0.12119	0	0	0	0.07112	0
Healthy	4.22126	3.37906	0.20888	0.08399	0	0	0.04729	0		86.48458	4.22126	1.57397	0.08399	0.08963	0.04729	0	0	0.13645	0
Healthy	6.19482	8.31277	0.10413	0.09193	0	0.41073	0.26284	0		30.18381	6.19482	0	0.09193	0.03288	0.26284	2.73457	0	0.68313	0
D015212	18.63284	8.82932	3.29995	0.15878	0	0.11036	0.02544	0.13944		54.92316	18.63284	0.62236	0.15878	0.03123	0.02544	0	0	0	0.13944
Healthy	26.16688	6.45724	0.10387	0.70714	0.0384	0.0222	0	0		56.14419	26.16688	0.11645	0.70714	0	0	0.00081	0	0	0
Healthy	5.14516	15.2633	4.29308	0.63042	0.19958	0.18289	0.28422	0.14233		43.17191	5.14516	0.01429	0.63042	0.05582	0.28422	0	0.0097	0.00221	0.14233
Healthy	11.4024	7.22019	4.99925	0.59697	2.82524	1.08661	0.03474	0.08598		26.98524	11.4024	0.76747	0.59697	1.72015	0.03474	0.00147	0	0	0.08598
D015212	38.81496	10.37607	0	4.79082	0	0.45793	0.07309	0		30.96492	38.81496	0.00436	4.79082	0	0.07309	0	0	0	0
Healthy	12.97388	5.17986	15.07026	0.45557	0.00578	5.10728	0.52171	0.02671		29.45747	12.97388	0.54651	0.45557	0.33703	0.52171	0	0	0.077	0.02671
Healthy	40.78006	26.09603	22.58125	0	0.59045	0	0	0		6.69898	40.78006	0	0	0	0	0	0	0	0
Healthy	6.19455	2.49589	0.10848	0.29531	8.09055	0.04509	0.14789	0		66.15111	6.19455	0.22817	0.29531	0.22241	0.14789	0	0	0.02485	0
Healthy	20.67037	3.6683	0	0.09236	0	0.1232	0.02545	0		61.54965	20.67037	0.0572	0.09236	5.15121	0.02545	0	0	0.1739	0
Healthy	14.6354	3.33291	0.20931	0.0039	0.04647	0.12583	0	0		66.52903	14.6354	0.19934	0.0039	0.28787	0	4.03565	0	0.16868	0
Healthy	0.00853	0.0012	16.35858	1.44456	0	0	0	0		10.20769	0.00853	69.19254	1.44456	0	0	0	0	0	0
D015212	12.42862	16.35436	6.2887	5.94971	9.00598	2.20026	1.54563	0.05787		29.58336	12.42862	0.32347	5.94971	1.26093	1.54563	0	0	0.00687	0.05787
Healthy	53.43986	21.4282	0	0.15754	0	0.72678	0	0		15.32507	53.43986	0.3168	0.15754	0.02341	0	0	0	0	0
Healthy	10.36698	5.57202	2.64285	0	0.0173	0.44548	0	0		7.61325	10.36698	0	0	0.10001	0	0	0	0	0
Healthy	5.58836	1.77289	1.95821	0.01282	0.07724	0.00844	0.34641	0.00448		47.30029	5.58836	2.26993	0.01282	0.15957	0.34641	0	0	0	0.00448
Healthy	22.71038	6.21951	3.86911	1.71226	10.18733	1.56219	5.43631	0.04121		20.66227	22.71038	2.35845	1.71226	1.68887	5.43631	0	0.03399	0	0.04121
Healthy	12.16734	2.71835	0	0	0	0	0.65518	0		34.95702	12.16734	30.2101	0	0	0.65518	0	1.76873	0	0
Healthy	28.14511	13.57776	10.70136	0.07913	0	0.06906	0.02526	0.05575		19.00427	28.14511	0.01831	0.07913	0.05454	0.02526	3.55195	0	0.0255	0.05575
Healthy	0.8554	5.20694	0.13136	0	0	0.07766	0.44525	0		70.04262	0.8554	0	0	0.02903	0.44525	0	0	1.64223	0
Healthy	42.42645	3.68058	0	0	0	0	1.90773	0		36.58514	42.42645	0	0	0	1.90773	1.82763	0	0	0
Healthy	26.83702	29.42963	0.00705	0.12942	0	2.43199	0	0		27.32927	26.83702	1.31873	0.12942	0.03784	0	0	0	0	0
Healthy	2.91914	3.80451	0.67027	0	6.24845	0.1986	0.12602	0		77.10105	2.91914	0.07479	0	0.26803	0.12602	0	0	0.07129	0
Healthy	28.0296	16.28669	0.58068	0.92402	0.08601	1.88273	0.23658	1.57864		15.19089	28.0296	1.02204	0.92402	2.6772	0.23658	0.05212	0	0	1.57864
Healthy	16.09463	4.30377	0.03842	0	5.71308	0	3.79635	0		52.12844	16.09463	0	0	0.1298	3.79635	0	0	0	0
Healthy	2.28982	0.10893	0.18755	0	11.26683	0	0	0		67.25747	2.28982	0.83119	0	0	0	0	0	0	0
Healthy	13.99565	17.96102	0.14501	0	7.63882	0	0.29209	0		32.67489	13.99565	0	0	0.02217	0.29209	0	0	0	0
Healthy	4.41464	6.83104	5.2335	0.00705	17.54257	0.69566	0.21257	0.00406		45.39976	4.41464	0	0.00705	0.27826	0.21257	0	0	0.13092	0.00406
Healthy	13.06261	12.16722	0.99655	0.18967	0	0	1.01542	0		47.09162	13.06261	0	0.18967	0	1.01542	0	0	0.08853	0
Healthy	6.761	3.71478	0.22163	0.0361	0.11518	0.18517	0	0		48.99319	6.761	0.08126	0.0361	0.80723	0	0	0	0.6865	0
Healthy	0.06827	1.39733	1.25728	0	81.5048	0.06912	0	0		11.1504	0.06827	0	0	0.78742	0	0	0	0	0
Healthy	18.23914	12.54978	0.02385	0.93702	0.02526	0.3899	0.00728	0		42.79942	18.23914	0	0.93702	0.16184	0.00728	0	0	0.0428	0
Healthy	33.41237	23.30479	0.00376	4.12054	0	1.18999	2.5138	0.01406		17.76425	33.41237	0.18723	4.12054	0.05448	2.5138	0	0	0.04599	0.01406
Healthy	0	0.00117	0.07113	0.16655	0	0	0	0		49.78117	0	0	0.16655	0	0	0	0	0	0
Healthy	12.82078	11.68344	1.42461	0	0	0.14099	0.12189	0		52.39411	12.82078	0.12919	0	0.4471	0.12189	0	0	0.22843	0
Healthy	6.54759	4.17936	0.38169	0	0.44836	0.17596	0	0		58.95136	6.54759	0	0	0.67825	0	0	0	0.60454	0
Healthy	4.92547	5.52712	0.2498	0.05442	0	0.0325	0	0.00971		79.69018	4.92547	0.41766	0.05442	0	0	0	0	0	0.00971
Healthy	34.5061	2.88534	0.4648	3.12653	0	4.23628	0.35084	0.34899		0.20737	34.5061	0.03083	3.12653	0	0.35084	0.02399	0	0.11198	0.34899
Healthy	3.32578	1.70458	0.3923	0	0	0.20255	0.05946	0		78.06938	3.32578	0	0	5.77567	0.05946	0	0	0.14915	0
D015212	13.38015	21.35783	0.02605	0.30304	0	0.07383	0.03072	0.13215		49.52351	13.38015	0	0.30304	0.06866	0.03072	0	0.08817	0	0.13215
Healthy	0.64376	1.44773	0.00788	0	0	0	0	0		92.19868	0.64376	4.48171	0	0	0	0	0	0	0
Healthy	16.00256	18.40714	17.26884	0	4.17314	4.6502	4.36212	0.08546		20.91212	16.00256	0	0	0	4.36212	0	0	0	0.08546
Healthy	13.73188	10.36845	9.79093	2.82338	1.73267	2.7681	0.2982	0.06993		25.42745	13.73188	8.27501	2.82338	0.06002	0.2982	0	0	0	0.06993
Healthy	9.9411	3.20211	0.23772	0.58195	0	0.16056	0.15655	0		80.25683	9.9411	0	0.58195	0	0.15655	0	0.05482	0.41873	0
Healthy	10.75215	1.19038	0	0.03148	6.86911	0	0.98274	0		72.74153	10.75215	0	0.03148	0.04111	0.98274	0	0	0	0
Healthy	1.43074	3.30033	0	0	4.9285	0.01917	0	0		75.23818	1.43074	0	0	0.61599	0	0	0	0	0
D015212	0.2936	0.16653	21.0076	6.38132	16.59349	1.66812	0	0.09403		3.19093	0.2936	0.52448	6.38132	0.41643	0	0	0	0	0.09403
Healthy	2.53466	11.47582	0	0.01728	0	0.57453	0	0		67.54981	2.53466	0.06032	0.01728	5.83703	0	0	0	0	0
Healthy	12.35862	1.79653	0	0	0	0	0.5321	0		80.41789	12.35862	0	0	0	0.5321	0	0	0	0
Healthy	19.09982	34.72993	0	0	4.66442	0	0	0		28.48383	19.09982	0	0	0.31645	0	0	0	0	0
Healthy	41.60032	2.6451	8.02979	0.01461	7.25171	0.49719	0	0		8.4354	41.60032	0.17021	0.01461	0	0	0	0	0	0
Healthy	0.85187	0.00078	26.80225	0.06235	0.30991	0	0	0.26245		4.13869	0.85187	45.03472	0.06235	0	0	0	2.61263	0	0.26245
Healthy	10.50884	10.47749	0.78125	0.39508	0.03547	0.48742	2.65722	1.70888		48.12981	10.50884	0.78667	0.39508	0.50081	2.65722	0	0	0	1.70888
Healthy	22.75705	7.43261	0.00484	0.42428	0.11725	1.2464	1.642	0.49571		29.41653	22.75705	1.97032	0.42428	2.19051	1.642	9.63495	0.21035	0.36311	0.49571
Healthy	10.82757	7.10196	0.39583	0.02819	19.0918	0.20951	0.00884	0		43.39508	10.82757	0	0.02819	4.64575	0.00884	0	0	0.02316	0
Healthy	1.1498	1.45978	0	0.20397	3.67225	0.13106	0.03436	0		88.43237	1.1498	0.43979	0.20397	0.13692	0.03436	0	0	0	0
Healthy	45.16278	1.4391	0.12593	0.27245	0	0.04826	0.04797	0		35.72193	45.16278	5.0395	0.27245	0.66418	0.04797	0	1.37375	0.22974	0
Healthy	11.08425	11.38339	0	0	0	0	0.69215	0		44.58036	11.08425	1.99531	0	0	0.69215	0	0	0	0
Healthy	12.36262	0.44184	0	0.12872	0	0	0.00485	0		78.61557	12.36262	2.47232	0.12872	0.08873	0.00485	0	0	0.02984	0
Healthy	0	0	0	0	0	0	12.5676	0		69.3368	0	0	0	0	12.5676	0	0	0	0
Healthy	16.41245	31.53446	0	0	3.77341	0	0.83493	0		31.1846	16.41245	0	0	0.01848	0.83493	0	0	0	0
Healthy	2.59735	0.69989	0	0	0	0	0	0		70.89	2.59735	2.17496	0	0.3271	0	0	0	0.0798	0
Healthy	11.3437	18.10745	0	0	0	0	0	0		36.71937	11.3437	1.18723	0	5.04539	0	0.86025	0	0.047	0
Healthy	18.13193	12.36191	6.16323	0.12442	0	7.89365	0.90112	0		37.19751	18.13193	0.00577	0.12442	0.88791	0.90112	0	1.61626	0.02724	0
Healthy	14.43681	7.02516	0.27323	0.37524	0.31738	0.02733	1.34989	0.08272		19.92265	14.43681	0.06196	0.37524	0.07608	1.34989	0.00097	0.35419	0	0.08272
Healthy	27.99352	22.04379	1.30933	2.05777	0	1.61799	16.2285	0.39658		18.5091	27.99352	0.03069	2.05777	0	16.2285	1.60125	0.03404	0	0.39658
Healthy	46.12001	2.27869	0	0	1.81937	0	2.59549	0		35.7711	46.12001	0	0	0	2.59549	0	0	0	0
D015212	15.69202	11.56481	0.39334	1.23474	0	1.7768	0.00571	0		65.11082	15.69202	0	1.23474	0	0.00571	0	0	0	0
Healthy	14.3225	9.64953	4.37919	0.09741	0.0027	1.38284	0.00805	0.01809		56.38101	14.3225	0.01718	0.09741	0.0005	0.00805	0	0	0.04212	0.01809
Healthy	0.6642	8.72844	1.14064	0.09521	3.10731	0.71394	0.54908	0		45.37619	0.6642	0.50132	0.09521	0.02994	0.54908	0.03553	0	0.61886	0
Healthy	3.47734	17.62758	2.73409	0.00991	0.07449	0.77118	0.03476	0		70.36254	3.47734	0.27638	0.00991	0.43407	0.03476	0.01128	0	0	0
Healthy	24.70333	11.27565	0.33623	0	2.91943	0.014	0.01318	0.04762		29.97033	24.70333	0.19619	0	0.0461	0.01318	0	0	0	0.04762
Healthy	15.26111	7.31924	0.13362	0.55088	0	0.10698	0.21221	0		21.65453	15.26111	14.09016	0.55088	0	0.21221	1.92812	0.64576	0	0
Healthy	24.9995	6.18019	0	0	0	0	0.02329	0		54.53694	24.9995	0.40445	0	2.37415	0.02329	0.92657	0	0.01156	0
Healthy	9.36965	6.04333	1.37984	0.0236	0.00338	0.4181	0	0		67.85409	9.36965	0.02936	0.0236	0.0153	0	0	0	0.06517	0
Healthy	6.89448	9.12311	0.82131	0.1858	0	0.00912	0.10979	0.03406		62.85998	6.89448	0.01164	0.1858	0.21502	0.10979	0	0	0.03116	0.03406
Healthy	3.74087	12.96605	21.57091	0.03414	0.12056	5.22413	0.02316	0.0391		22.76908	3.74087	16.2704	0.03414	0.46924	0.02316	0	0	0.23045	0.0391
Healthy	2.35324	7.53518	0.00495	0.0178	0.37665	0.28866	0	0		69.76236	2.35324	0.0433	0.0178	0.02542	0	0	0	0.06235	0
Healthy	1.41098	2.34553	0	0.03282	0	0.07603	0	0		44.18492	1.41098	0	0.03282	0.12438	0	0	0	0.02042	0
Healthy	40.01939	4.80889	0.2885	0.03904	0	0	0.28994	0		40.13547	40.01939	0	0.03904	1.02364	0.28994	0	0	0	0
Healthy	0.92057	0.10548	27.42241	11.91898	0	3.77084	0.05739	0		41.51341	0.92057	0.01872	11.91898	0	0.05739	0	0	0.04339	0
Healthy	10.35771	10.77459	6.696	0.17708	0	2.38435	0.95378	0		53.51315	10.35771	0.00707	0.17708	0.6107	0.95378	0	0.17662	0.01188	0
D015212	1.57719	0	0.3342	0	4.18792	0.57393	0.1223	0.94254		82.76829	1.57719	1.91545	0	0	0.1223	0	0	0	0.94254
Healthy	3.68938	13.9252	0.80747	0.21625	3.24693	0.17041	0.05901	0		49.55652	3.68938	7.9426	0.21625	0.3805	0.05901	0	0	0.01956	0
Healthy	65.10181	3.52848	6.28061	2.75191	0	3.3823	0	0.06087		8.20022	65.10181	0.03688	2.75191	0.16257	0	0	0.98143	0	0.06087
Healthy	25.87645	21.63439	0	0	0	0	2.40223	1.32887		16.9745	25.87645	0.64003	0	0	2.40223	3.80964	0	0	1.32887
Healthy	5.63363	13.26023	0	0	0	0	0.16646	0		70.82307	5.63363	0	0	0.53043	0.16646	0	0	0.01202	0
Healthy	20.55786	3.32527	0.20889	0.07129	2.94862	0.12332	0.0586	0.01624		57.17684	20.55786	0	0.07129	0.24973	0.0586	0	0	0.07337	0.01624
Healthy	29.11495	14.46065	3.51953	0.01391	0	0.31384	0.06749	0.00792		26.68836	29.11495	0	0.01391	0.03996	0.06749	0	0	0.03471	0.00792
Healthy	19.05219	11.21415	0.55022	0.12449	0.02365	0.04008	0	0.48636		34.86327	19.05219	0.16291	0.12449	0.03241	0	0	0	0	0.48636
Healthy	19.95339	11.3495	9.69128	0.17009	0.59052	9.23434	0.12504	0.50904		39.94067	19.95339	0.41425	0.17009	0.30719	0.12504	0	0.0596	0	0.50904
Healthy	18.0346	12.57566	0.41823	0.11691	0.86377	0.08794	0.20119	0.01158		37.05122	18.0346	18.94541	0.11691	0.01705	0.20119	0	0	0	0.01158
Healthy	9.37955	3.59525	0	0.12189	0.38637	0	0.02452	0		79.82242	9.37955	0.12967	0.12189	0.03807	0.02452	0	0	0.02082	0
Healthy	0.7039	8.1352	0.07712	0.03645	0	0.06085	0.03772	0		78.21942	0.7039	0.09251	0.03645	0.05845	0.03772	0	0	0.00628	0
Healthy	12.86276	1.72733	0	0	0	0	0.50147	0		80.66671	12.86276	0	0	0	0.50147	0	0	0	0
Healthy	1.58508	3.76741	1.05286	0	0	0.1756	0.00625	0		81.26761	1.58508	0.0041	0	0.66954	0.00625	0	0	0.01546	0
Healthy	23.08996	34.9665	5.8251	0.78349	0.42123	0	0.62564	0.01672		19.34565	23.08996	0	0.78349	0.04462	0.62564	0.1586	0	0	0.01672
Healthy	5.25015	0.45661	34.03736	0	0	1.83456	0	0		0.12418	5.25015	0.18701	0	0	0	0	0	0	0
Healthy	1.19561	13.77388	1.21136	0.32028	0.58867	1.23024	0.71548	0		26.27508	1.19561	0.09698	0.32028	0	0.71548	0.02188	0	0.80185	0
Healthy	27.62409	40.817	15.48497	1.00425	0.12008	0.01338	0	0.01617		11.41057	27.62409	0	1.00425	0	0	0	0	0	0.01617
Healthy	15.7252	5.54146	2.00549	0.67174	0.03902	0.83634	0.23724	0.32284		41.77133	15.7252	0.63906	0.67174	0	0.23724	0	0	0	0.32284
Healthy	34.41931	11.85673	0.12966	0.2042	6.49956	0	0	0		10.46804	34.41931	0	0.2042	0.2618	0	0	0	0	0
Healthy	0.35757	5.91058	0.01459	0	2.67283	1.42754	0.16405	0		13.12476	0.35757	10.2031	0	0.28678	0.16405	0	0	0.70638	0
Healthy	5.91871	5.29898	0	0.01904	0.04235	0.24951	0	0		71.75492	5.91871	0	0.01904	7.80803	0	0	0	0	0
Healthy	55.5583	0	0	0	0	0	0	0		0	55.5583	0	0	0	0	0	0	0	0
Healthy	1.30125	2.98749	0.13731	0.00407	0.03587	0.0329	0	0		91.54241	1.30125	0.10074	0.00407	0	0	0	0	0.00633	0
D015212	7.91663	18.45122	0.0438	0.92683	0	0.10132	0.03541	0.18108		55.90294	7.91663	0.02551	0.92683	0.07122	0.03541	0	0	0	0.18108
Healthy	33.57267	34.37376	0.23598	0.57369	0	0.51723	0.02649	0.01		13.0814	33.57267	0.84904	0.57369	0	0.02649	0	0	0.003	0.01
Healthy	3.76115	6.98745	0.79609	0.08743	0	0.5799	0.15762	0		70.79203	3.76115	0	0.08743	2.95052	0.15762	0	0	1.36614	0
Healthy	27.7512	19.23084	0.0005	0.17416	0.00346	0.35333	0.82942	0.24465		30.04129	27.7512	5.38692	0.17416	0.03528	0.82942	0	0.07802	0.98392	0.24465
Healthy	3.88804	1.05359	0.52847	0	2.92276	0	0.04312	0.35414		77.96466	3.88804	0.06415	0	3.09817	0.04312	0	0	0	0.35414
Healthy	0	0	0	0	0	0	0	0		74.06347	0	0	0	0	0	0	0	0	0
Healthy	2.49626	7.76739	0	0.02657	0.39306	0.28246	0	0		69.10866	2.49626	0.04241	0.02657	0.01767	0	0	0	0.07147	0
Healthy	4.05585	4.09307	0.38942	0	0.43235	0.23548	0	0		60.69722	4.05585	0	0	0.36389	0	0	0	0.59214	0
D015212	53.2316	1.01369	4.05112	1.4228	0.32325	0	2.45878	2.16538		0.0065	53.2316	0.2556	1.4228	0.86001	2.45878	0	0.1928	0	2.16538
Healthy	21.91439	0.27266	0.02459	0.02635	8.03295	0	0.21428	0.09271		57.83074	21.91439	0.00216	0.02635	0.00636	0.21428	0	0	0	0.09271
Healthy	1.81861	4.3093	1.72919	0	0	0.1158	0	0		59.55536	1.81861	0	0	0.16484	0	0	0	0.67643	0
Healthy	20.26009	8.87816	18.59698	9.61741	0	7.02053	4.21269	0		8.02558	20.26009	9.59962	9.61741	0	4.21269	0	0.16309	0	0
Healthy	2.22211	10.68433	0.07487	1.05045	0.02412	0.13223	0.12519	0		63.61255	2.22211	8.54454	1.05045	0.0026	0.12519	0	5.24286	0	0
Healthy	3.31496	4.01194	1.51297	1.41794	1.43461	0.87846	0.00184	0.05371		49.7634	3.31496	28.66625	1.41794	1.53805	0.00184	0	0.00186	0	0.05371
Healthy	34.00631	13.20442	8.53051	3.79207	0.89479	0.38233	0.91548	1.39548		26.21276	34.00631	0.45335	3.79207	0.0207	0.91548	0	0	0	1.39548
Healthy	3.20744	2.00092	0.48598	0	0	0.26261	0.06761	0		74.85589	3.20744	0	0	5.81992	0.06761	0	0	0.1492	0
Healthy	2.83198	1.63099	0.03787	0.00571	0	0.14797	0.06892	0		41.91831	2.83198	3.76517	0.00571	0.22149	0.06892	0	0.3815	0.73109	0
Healthy	11.71708	1.19851	0	0.00764	8.76626	0	0	0		65.7009	11.71708	0	0.00764	0.02705	0	0	0	0	0
Healthy	0.22061	0.60183	31.58231	0.10289	4.92798	2.0283	0.12883	0		30.25685	0.22061	4.67377	0.10289	0	0.12883	0	0	0	0
Healthy	4.82885	3.4233	0.00502	0	4.26221	0	0.02006	0		69.86554	4.82885	0.07914	0	0.24664	0.02006	0	0	0.16907	0
Healthy	35.24118	10.49743	2.27182	0.02189	0	0.17451	0.15466	0.0244		25.40333	35.24118	0	0.02189	0.05222	0.15466	0	0	0.06312	0.0244
Healthy	0.3306	2.63815	0.36471	0.07099	0.05508	0.86676	0.38297	0		68.267	0.3306	0.83626	0.07099	0.03938	0.38297	0.03371	0	0.46041	0
Healthy	0.00235	0	45.51542	10.31952	0.4438	0	0	0		4.67693	0.00235	26.99255	10.31952	0	0	0	7.51608	0	0
Healthy	21.24383	9.38546	0.52811	0	0	0.2013	1.92613	0.07713		9.41402	21.24383	0	0	0.03187	1.92613	0	0	0	0.07713
Healthy	42.40187	25.73814	22.2985	0	0	0	0	0		8.01845	42.40187	0	0	0	0	0	0	0	0
Healthy	19.50814	30.24598	1.82914	1.01283	0	3.3628	0.12324	0.51059		22.35372	19.50814	0.24872	1.01283	0.02842	0.12324	0	0	0	0.51059
Healthy	14.50134	7.6544	1.47133	0.4512	1.86084	0.21914	2.12	0		45.04249	14.50134	0.61158	0.4512	2.56783	2.12	0	0	0.03388	0
Healthy	1.559	1.73166	0.26279	0	6.08902	0	0.04162	0		69.97331	1.559	0.01889	0	0.16644	0.04162	0	0	0	0
Healthy	9.10908	20.52749	8.98985	1.54188	0	3.2844	0	0		16.00169	9.10908	0	1.54188	0	0	0	0	0	0
Healthy	5.15277	2.43579	0	0	0	0.64187	0.29822	0		76.71103	5.15277	0.03122	0	0	0.29822	0.11516	0	1.62576	0
Healthy	32.0243	32.46709	10.29739	2.35953	0.54164	0.09692	0.02104	0.68221		14.89728	32.0243	0.03119	2.35953	0.05057	0.02104	0	0	0	0.68221
Healthy	1.00085	5.47135	1.05041	0.01299	3.06152	0.56127	0.36671	0		51.07376	1.00085	0.28324	0.01299	0.00365	0.36671	0.04368	0	0.71702	0
Healthy	20.23608	11.13612	3.65315	0.16599	0.00109	0.65908	0.32485	0		33.27138	20.23608	0	0.16599	0.05758	0.32485	0	0	0.18829	0
Healthy	0	0	20.62332	0.02293	0.32975	0.13545	0	0.0852		50.30233	0	1.94555	0.02293	0	0	0	18.8494	0.08815	0.0852
Healthy	1.73643	3.25562	0	0	1.80462	0	0	0		64.77856	1.73643	0.14953	0	0	0	0	0	0	0
Healthy	6.17709	4.19897	0.43806	0	0.48802	0.18529	0	0		58.16031	6.17709	0.02636	0	0.36592	0	0	0	0.59774	0
Healthy	2.82232	3.52328	0.64754	0	6.18061	0.1319	0.10208	0		77.92428	2.82232	0.03043	0	0.23028	0.10208	0	0	0.05777	0
Healthy	44.1738	7.25943	0.2521	0	0	0.33126	1.16992	0		26.59922	44.1738	0	0	1.8944	1.16992	0	0	0	0
Healthy	8.43573	6.79632	0.81685	0.14941	0.94379	0.69983	0.0067	0.04977		50.4362	8.43573	0.3843	0.14941	1.32578	0.0067	0	0	0.0431	0.04977
Healthy	1.7712	1.06816	0.14046	0	0	0	0	0		92.86092	1.7712	0.06543	0	0.51879	0	0	0	0	0
Healthy	5.273	2.77662	0	0	0	0	0	0		57.87419	5.273	0	0	0	0	0	0	0	0
Healthy	4.62909	3.52609	0.01722	0.05154	0.00035	0.11893	0.04296	0		76.71894	4.62909	0.10868	0.05154	1.82918	0.04296	0	0	0.11548	0
Healthy	29.42827	0.80508	2.4165	2.12608	0	2.13575	0.05254	0.04428		34.33722	29.42827	0.03075	2.12608	0.2255	0.05254	0	0.02542	0	0.04428
Healthy	23.02168	22.75001	1.1541	1.92647	0	0.10928	0	0		22.11136	23.02168	9.70979	1.92647	0	0	0.03091	0	0	0
Healthy	0	0	2.21534	0	0	0.25808	0	0		9.68946	0	0	0	0	0	0	0	0	0
Healthy	5.17697	5.03359	0.21988	0.42818	4.75304	0	0	0		67.86759	5.17697	0	0.42818	5.847	0	0	0	0.00368	0
Healthy	2.52416	0.74876	0	0	0	0	0	0		70.48466	2.52416	2.05871	0	0.2724	0	0	0	0.10118	0
Healthy	13.18979	4.07856	0.42243	0.23942	4.80668	0	0	0		66.32373	13.18979	2.79337	0.23942	1.25736	0	0	0	0	0
Healthy	4.21161	6.79275	5.5343	0	17.96126	0.73834	0.17432	0.00247		44.56937	4.21161	0	0	0.33006	0.17432	0	0	0.11814	0.00247
Healthy	10.997	4.11014	32.56182	0.25225	0	3.6982	0.21868	0.23583		31.565	10.997	0.15188	0.25225	0.1611	0.21868	0	0.01969	0.05942	0.23583
Healthy	18.5457	4.74516	4.53988	0	0.04798	0.61969	0.07931	0		62.40328	18.5457	0.13703	0	0.92493	0.07931	0	0.48063	0	0
Healthy	6.1442	4.43638	0.37044	0	0.47645	0.22377	0	0		57.15039	6.1442	0	0	0.43745	0	0	0	0.56962	0
Healthy	6.14176	3.8897	0.2172	0.04972	0.10177	0.1659	0	0		48.23484	6.14176	0.16357	0.04972	0.78385	0	0	0	0.6243	0
Healthy	7.94231	7.29221	0	0	0	0.05195	0.56373	0		71.12524	7.94231	0	0	1.44768	0.56373	3.8111	0	0	0
Healthy	10.73204	6.59348	13.64907	0.00222	1.10913	0.19754	0.38037	0.41354		53.09434	10.73204	0.37776	0.00222	0.07346	0.38037	0	0	0	0.41354
Healthy	10.00642	6.05111	1.48243	0.02629	0	0.45181	0	0		65.89271	10.00642	0	0.02629	0.03051	0	0	0	0.10337	0
Healthy	37.30257	3.15344	0	0.15114	7.19383	0.24093	0	0		36.2758	37.30257	0	0.15114	0	0	0	0	0	0
Healthy	1.61467	1.1432	0.19628	0	0	0	0	0		92.08051	1.61467	0.03928	0	0.49193	0	0	0	0.00464	0
Healthy	3.01173	3.20124	0	0	0	0.13469	0.03199	0		80.73328	3.01173	0	0	0.4584	0.03199	0	0.27411	0	0
Healthy	4.09934	1.05257	0.41873	0.24663	15.2478	0.64065	0	0		56.92641	4.09934	0	0.24663	0.22682	0	0	0.03427	0.00345	0
